50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.557957,,,,,,,,,,,,,c8028650-82cf-40e3-ab90-0a0cffb3b628,17,,"[36.2, 12.7]",3879551,0,,,,,0.046059586,,Left Foot,,,,"[86.1, 15.0]",,High Pass,,49.952976,,,,,Filip Đorđević,11427.0,,,,,,,1,From Kick Off,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,2,Lazio,236,"['e0b7a9cc-e7ae-4562-b874-619de9af0629', 'e7944365-8146-422d-807d-efbda7f7cde6']",8,,,,,,,,,,,,,,,,Lazio,236,00:00:08.980,Pass,True
,,,,,,,,,,,,,,,,,1.700348,,,,,,,,,,,,,810a6f21-3dc5-42a3-aea8-5fef133ed139,20,,"[85.9, 13.6]",3879551,0,,,,True,-2.9234455,,,,,,"[65.6, 9.1]",,Low Pass,,20.792788,,,Incomplete,,Sergej Milinković-Savić,5589.0,,,,,,,1,From Kick Off,Filip Đorđević,11427.0,Center Forward,2,Lazio,236,"['32f0208d-6862-4108-ab05-39655c76bc53', '55c73f93-2298-4c5a-a775-65b480d42744', '8e3c6f17-dfad-4c8f-ad12-98fa6ad95e38']",11,,,,,,,,,,,,,,,,Lazio,236,00:00:11.578,Pass,True
,,,,,,,,,,,,,,,,,3.281143,,,,,,,,,,,,,fcb5cd57-4bc7-41a4-a36a-57a7b6e689f5,28,,"[35.5, 5.5]",3879551,0,,,,,2.4476233,,Right Foot,,,,"[9.9, 26.8]",,Ground Pass,,33.302402,,,,,Federico Marchetti,12491.0,,,,,,,1,From Kick Off,Senad Lulić,7785.0,Left Back,2,Lazio,236,"['c030780f-b92f-41ee-96d4-371f730e39ba', 'd6708565-abb8-4d97-82d7-9afaf6905b37']",19,,,,,,,,,,,,,,,,Lazio,236,00:00:19.812,Pass,True
,,,,,,,,,,,,,,,,,1.706283,,,,,,,,,,,,,0aa62c83-9a8a-4cb5-ab82-8c86ca453a28,32,,"[6.8, 24.0]",3879551,0,,,,,-1.6989249,,Right Foot,,,,"[4.7, 7.7]",,Ground Pass,,16.43472,,,,,Santiago Juan Gentiletti Selak,8847.0,,,,,,,1,From Kick Off,Federico Marchetti,12491.0,Goalkeeper,2,Lazio,236,"['18bae2a6-21ff-41b3-a2c5-ebf6d88a520b', '6ea1ed02-3a80-4e14-bc38-60b0502e6e0a']",24,,,,,,,,,,,,,,,,Lazio,236,00:00:24.294,Pass,True
,,,,,,,,,,,,,,,,,3.232838,,,,,,,,,,,,,55bd5849-2c0a-4375-96cd-6a986f995bf4,35,,"[5.0, 2.6]",3879551,0,,,,,0.41510278,,Left Foot,,,,"[55.6, 24.9]",,High Pass,,55.29602,,,Incomplete,,Sergej Milinković-Savić,5589.0,,,,,,,1,From Kick Off,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,2,Lazio,236,"['450b9acf-9106-4844-b992-007ddd85f25b', '770cb8ad-b72d-44f8-bbcc-fb9595cc7c3a']",26,,,,,,,,,,,,,,,,Lazio,236,00:00:26.952,Pass,
,,,,,,,,,,,,,,,,,1.57447,,,,,,,,,,,,,0d5a5c41-864d-4cf0-9539-f481e795c419,39,,"[63.1, 43.9]",3879551,0,,,,,-2.0907226,,Right Foot,,,,"[55.2, 30.1]",,High Pass,,15.9012575,,,,,Samuel Souprayen,7695.0,,,,,,,1,From Kick Off,Federico Viviani,7770.0,Center Defensive Midfield,2,Lazio,236,['9e4cdc4e-fa73-46a0-bb3a-d49362fc49a4'],31,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:31.490,Pass,
,,,,,,,,,,,,,,,,,1.366325,,,,,,,,,,,,,7f58f9c7-3a32-4738-8a04-079691ab25ee,45,,"[87.3, 5.7]",3879551,1,,,,,1.0727643,,Right Foot,True,,,"[104.7, 37.7]",,Low Pass,,36.424717,,,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Federico Viviani,7770.0,Center Defensive Midfield,3,Hellas Verona,226,['4aae67e4-0a5c-409e-b54b-6f09a65c8bda'],0,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:00.156,Pass,
,,,,,,,,,,,,,,,,,2.686621,,,,,,,,,,,,,8a2f650e-39dc-4c09-9e77-aca4a2499e35,47,,"[88.2, 45.4]",3879551,1,,,,,1.3087636,,Head,,,,"[95.2, 71.5]",,High Pass,,27.022398,,,Incomplete,,Samuel Souprayen,7695.0,,,,,,Recovery,1,From Free Kick,Emil Hallfreðsson,5512.0,Left Center Midfield,3,Hellas Verona,226,"['93482b90-0af3-4c8b-b828-843b4543655f', 'e1a4edc1-b1f7-4f47-92b5-af4895c7e4a2']",3,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:03.608,Pass,
,,,,,,,,,,,,,,,,,2.525529,,,,,,,,,,,,,a74ad8c0-fb04-4e2d-8dd1-fc3f3061d0ad,51,,"[32.5, 1.4]",3879551,1,,,,,-0.035797372,,Left Foot,,,,"[68.8, 0.1]",,High Pass,,36.32327,,,Out,,Filip Đorđević,11427.0,,,,,,,1,From Free Kick,Senad Lulić,7785.0,Left Back,3,Hellas Verona,226,['7edba01d-19a8-4529-814c-b81528378870'],7,,,,,,,,,,,,,,,,Lazio,236,00:01:07.505,Pass,
,,,,,,,,,,,,,,,,,3.12925,,,,,,,,,,,,,ac85621b-243b-4bfc-820c-c5d57ebb1291,53,,"[66.0, 80.0]",3879551,1,,True,,,-2.7341995,,,,,,"[41.9, 69.6]",,Low Pass,,26.248238,,,,,Vangelis Moras,31488.0,,,,,,Throw-in,1,From Throw In,Eros Pisano,11342.0,Right Back,4,Hellas Verona,226,['26b2f3cb-6875-433a-9783-e17df27c7a4e'],15,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:15.284,Pass,
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,dd00123c-b973-4f5a-92e3-ef6e108aa36c,55,,"[41.4, 65.8]",3879551,1,,,,,-1.5997139,,Right Foot,,,,"[40.7, 41.6]",,Ground Pass,,24.210121,,,,,Filip Helander,7966.0,,,,,,,1,From Throw In,Vangelis Moras,31488.0,Right Center Back,4,Hellas Verona,226,['9ec7f4b1-007b-4959-9a91-79514a9f6e87'],19,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:19.717,Pass,
,,,,,,,,,,,,,,,,,1.290692,,,,,,,,,,,,,b0cf0a60-b0c5-4876-9486-93e5cf71c37b,58,,"[40.1, 22.6]",3879551,1,,,,,0.14682312,,Left Foot,,,,"[54.3, 24.7]",,Ground Pass,,14.354442,,,,,Emil Hallfreðsson,5512.0,,,,,,,1,From Throw In,Filip Helander,7966.0,Left Center Back,4,Hellas Verona,226,['25d13a59-6d37-46f0-aa8e-fc9b989ed9f5'],23,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:23.097,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,d59df5c3-c854-4737-8945-0e973780ba98,61,,"[56.1, 27.3]",3879551,1,,,,,2.3490348,,Right Foot,,,,"[35.3, 48.4]",,Ground Pass,,29.628534,,,,,Vangelis Moras,31488.0,,,,,,,1,From Throw In,Emil Hallfreðsson,5512.0,Left Center Midfield,4,Hellas Verona,226,"['1bfee467-7a18-46a1-960a-cf9c0fdad6ba', 'd6eeacda-84f1-472a-85b6-e80e60aa5cd6']",24,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:24.387,Pass,True
,,,,,,,,,,,,,,,,,1.440828,,,,,,,,,,,,,d127f914-4fa6-44e8-b449-9db5778d6091,64,,"[26.7, 51.8]",3879551,1,,,,,-2.7250566,,Right Foot,,,,"[10.2, 44.5]",,Ground Pass,,18.042727,,,,,Rafael de Andrade Bittencourt Pinheiro,9887.0,,,,,,,1,From Throw In,Vangelis Moras,31488.0,Right Center Back,4,Hellas Verona,226,['d0bfefcf-a163-4bbb-a122-300bdc9fab2d'],27,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:27.355,Pass,
,,,,,,,,,,,,,,,,,2.887508,,,,,,,,,,,,,598023c5-9da8-4daf-a4e5-8bddfebe546a,66,,"[10.2, 44.5]",3879551,1,,,,,0.47595692,,Left Foot,,,,"[65.1, 72.8]",,High Pass,,61.764877,,,Incomplete,,Jacopo Sala,7020.0,,,,,,,1,From Throw In,Rafael de Andrade Bittencourt Pinheiro,9887.0,Goalkeeper,4,Hellas Verona,226,"['38ef5d8a-a02b-4337-a332-0c6625b9b041', '9f7e2895-97b7-4c1a-8687-0fbd238a9bc7']",28,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:28.796,Pass,
,,,,,,,,,,,,,,,,,1.391577,,,,,,,,,,,,,38ef5d8a-a02b-4337-a332-0c6625b9b041,68,,"[55.0, 7.3]",3879551,1,,,,,-0.04790852,,Head,,,,"[69.6, 6.6]",,High Pass,,14.616771,,,,,Ricardo Kishna,22828.0,,,,,,Recovery,1,Regular Play,Senad Lulić,7785.0,Left Back,5,Lazio,236,"['598023c5-9da8-4daf-a4e5-8bddfebe546a', '746502df-60a5-46ac-b771-bd2a1a052d88']",31,,,,,,,,,,,,,,,,Lazio,236,00:01:31.684,Pass,
,,,,,,,,,,,,,,,,,1.080333,,,,,,,,,,,,,eab1eb53-f583-40e3-b64a-bbd153200f6e,70,,"[69.7, 6.4]",3879551,1,,,,,2.0229502,,Head,,,,"[66.3, 13.4]",,High Pass,,7.7820306,,,,,Marco Parolo,8173.0,,,,,,,1,Regular Play,Ricardo Kishna,22828.0,Left Wing,5,Lazio,236,['2fd36736-c85b-4c24-8209-fef965856e97'],34,,,,,,,,,,,,,,,,Lazio,236,00:01:34.120,Pass,
,,,,,,,,,,,,,,,,,1.294576,,,,,,,,,,,,,4152ab7b-1256-4219-93b7-41eec06cc5f7,73,,"[62.2, 16.6]",3879551,1,,,,,0.17193809,,Right Foot,,,,"[78.9, 19.5]",,High Pass,,16.949926,,,Pass Offside,,Filip Đorđević,11427.0,,,,,,,1,Regular Play,Marco Parolo,8173.0,Left Defensive Midfield,5,Lazio,236,['e7117346-238d-4e03-a9e1-fa543129c60d'],35,,,,,,,,,,,,,,,,Lazio,236,00:01:35.240,Pass,
,,,,,,,,,,,,,,,,,6.682739,,,,,,,,,,,,,36824d8e-3071-4de0-9b7d-0208b2bb0ee4,75,,"[37.8, 60.4]",3879551,1,,True,,,0.09150405,,Right Foot,,,,"[91.2, 65.3]",,High Pass,,53.62434,,,Incomplete,,Jacopo Sala,7020.0,,,,,,Free Kick,1,From Free Kick,Vangelis Moras,31488.0,Right Center Back,6,Hellas Verona,226,"['d64ca03c-cefb-4782-a641-d61db0d7c0aa', 'faeab6d7-d29f-4212-900d-0d19918cca7c']",50,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:50.119,Pass,
,,,,,,,,,,,,,,,,,1.267525,,,,,,,,,,,,,faeab6d7-d29f-4212-900d-0d19918cca7c,77,,"[28.9, 14.8]",3879551,1,,,,,1.7113724,,Right Foot,,,,"[27.4, 25.4]",,Low Pass,,10.705606,,,,,Santiago Juan Gentiletti Selak,8847.0,,,,,,Recovery,1,Regular Play,Senad Lulić,7785.0,Left Back,7,Lazio,236,"['36824d8e-3071-4de0-9b7d-0208b2bb0ee4', 'c90d4aef-2e9a-43f3-9369-738763a0f3bf']",56,,,,,,,,,,,,,,,,Lazio,236,00:01:56.802,Pass,
,,,,,,,,,,,,,,,,,2.291144,,,,,,,,,,,,,ee6bd5aa-3162-438c-ac39-ce1252b46ab7,80,,"[27.1, 24.9]",3879551,1,,,,,2.735891,,Left Foot,,,,"[12.2, 31.3]",,Ground Pass,,16.21635,,,,,Federico Marchetti,12491.0,,,,,,,1,Regular Play,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,7,Lazio,236,['57a11ae1-4724-4416-bf22-7bc895576b92'],58,,,,,,,,,,,,,,,,Lazio,236,00:01:58.987,Pass,
,,,,,,,,,,,,,,,,,2.265252,,,,,,,,,,,,,2e026486-10a3-4e99-82d0-b843595495d8,84,,"[11.3, 30.1]",3879551,2,,,,,-1.4965835,,Left Foot,,,,"[13.3, 3.2]",,Ground Pass,,26.974247,,,,,Senad Lulić,7785.0,,,,,,,1,Regular Play,Federico Marchetti,12491.0,Goalkeeper,7,Lazio,236,"['57d303c0-1900-490e-9d2d-73841e06ead6', 'd97224b9-14e6-47e7-bbc4-8715bc495b6e']",1,,,,,,,,,,,,,,,,Lazio,236,00:02:01.868,Pass,True
,,,,,,,,,,,,,,,,,3.618965,,,,,,,,,,,,,860c8a5a-e6b7-45e8-a97b-bbfaa905eb23,87,,"[9.3, 5.7]",3879551,2,,,,,0.55284125,,Right Foot,,,,"[56.3, 34.7]",,High Pass,,55.226807,,,,,Sergej Milinković-Savić,5589.0,,,,,,,1,Regular Play,Senad Lulić,7785.0,Left Back,7,Lazio,236,['82cc648c-4b94-4464-918c-80bc29b62b7c'],5,,,,,,,,,,,,,,,,Lazio,236,00:02:05.333,Pass,
,,,,,,,,,,,,,,,,,2.029129,,,,,,,,,,,,,592a300c-f253-4eb2-8b34-b07011fa1aa4,94,,"[49.8, 35.5]",3879551,2,,,,,2.3191743,,Right Foot,,,,"[39.4, 46.7]",,Ground Pass,,15.283978,,,,,Maurício dos Santos Nascimento,9939.0,,,,,,,1,Regular Play,Sergej Milinković-Savić,5589.0,Center Attacking Midfield,7,Lazio,236,['dd7a68f5-fc37-47f9-a043-9473ee81242e'],11,,,,,,,,,,,,,,,,Lazio,236,00:02:11.473,Pass,
,,,,,,,,,,,,,,,,,1.440821,,,,,,,,,,,,,450d38e9-ef29-418a-8649-1f42a89818b8,97,,"[39.4, 46.7]",3879551,2,,,,,0.80485094,,Right Foot,,,,"[52.0, 59.8]",,Ground Pass,,18.176083,,,,,Lucas Rodrigo Biglia,5510.0,,,,,,,1,Regular Play,Maurício dos Santos Nascimento,9939.0,Right Center Back,7,Lazio,236,['d497f729-7c05-4b14-a9ef-8490224e8662'],14,,,,,,,,,,,,,,,,Lazio,236,00:02:14.094,Pass,
,,,,,,,,,,,,,,,,,1.988052,,,,,,,,,,,,,2ba51972-42f6-47a3-91ad-980a5610f8ea,100,,"[40.2, 55.7]",3879551,2,,,,,-1.9562392,,Right Foot,,,,"[30.3, 31.3]",,Ground Pass,,26.33192,,,,,Santiago Juan Gentiletti Selak,8847.0,,,,,,,1,Regular Play,Lucas Rodrigo Biglia,5510.0,Right Defensive Midfield,7,Lazio,236,['d4b5555c-60cb-4390-924e-356bc48ef6d3'],18,,,,,,,,,,,,,,,,Lazio,236,00:02:18.007,Pass,
,,,,,,,,,,,,,,,,,1.88395,,,,,,,,,,,,,f837574b-2678-4999-87a6-0130234fb6d4,103,,"[32.8, 27.4]",3879551,2,,,,,-1.1291418,,Right Foot,,,,"[44.1, 3.5]",,Ground Pass,,26.436716,,,,,Senad Lulić,7785.0,,,,,,,1,Regular Play,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,7,Lazio,236,['dae5b660-d9fc-40cc-a640-0a38e7a295ca'],21,,,,,,,,,,,,,,,,Lazio,236,00:02:21.258,Pass,
,,,,,,,,,,,,,,,,,1.550154,,,,,,,,,,,,,992d1b1f-c52d-4a33-a85b-720260129963,106,,"[71.2, 32.2]",3879551,2,,,,,1.7203561,,Right Foot,,,,"[67.9, 54.1]",,Ground Pass,,22.147234,,,,,Felipe Anderson Pereira Gomes,8172.0,,,,,,,1,Regular Play,Senad Lulić,7785.0,Left Back,7,Lazio,236,['b3c2ef09-0f11-4d8b-83b2-7211bf3d756a'],31,,,,,,,,,,,,,,,,Lazio,236,00:02:31.358,Pass,
,,,,,,,,,,,,,,,,,1.106414,,,,,,,,,,,,,7deb49d3-33d9-464d-bd45-8f7289f79bb6,109,,"[69.7, 54.6]",3879551,2,,,,,-1.0516502,,Right Foot,,,,"[75.3, 44.8]",,Ground Pass,,11.287161,,,,,Lucas Rodrigo Biglia,5510.0,,,,,,,1,Regular Play,Felipe Anderson Pereira Gomes,8172.0,Right Wing,7,Lazio,236,['b2e8ded8-c78e-4264-97eb-c235ee7f63be'],35,,,,,,,,,,,,,,,,Lazio,236,00:02:35.199,Pass,
,,,,,,,,,,,,,,,,,0.877016,,,,,,,,,,,,,2623796d-d5ad-413d-a44d-4fca53c1f6b4,112,,"[75.7, 44.2]",3879551,2,,,,,-0.81103355,,Right Foot,,,,"[85.2, 34.2]",,Ground Pass,,13.793115,,,,,Filip Đorđević,11427.0,,,,,,,1,Regular Play,Lucas Rodrigo Biglia,5510.0,Right Defensive Midfield,7,Lazio,236,['607341c7-bbcd-49d8-b9c3-0c84815f36de'],36,,,,,,,,,,,,,,,,Lazio,236,00:02:36.771,Pass,
,,,,,,,,,,,,,,,,,0.95796,,,,,,,,,,,,,be789112-8e0a-413a-83a3-5a8d8d320f74,115,,"[85.2, 34.2]",3879551,2,,,,,1.6924154,,Left Foot,,,,"[84.1, 43.2]",,Ground Pass,,9.066973,,,,,Lucas Rodrigo Biglia,5510.0,,,,,,,1,Regular Play,Filip Đorđević,11427.0,Center Forward,7,Lazio,236,['0ddb3293-d029-4409-83ce-8c055c6c49e4'],37,,,,,,,,,,,,,,,,Lazio,236,00:02:37.865,Pass,
,,,,,,,,,,,,,,,,,1.242387,,,,,,,,,,,,,763b8cad-6e7c-46da-8f4f-98b9020d1d7f,119,,"[83.9, 44.1]",3879551,2,,,,,1.7880898,,Left Foot,,,,"[80.5, 59.5]",,Ground Pass,,15.770859,,,,,Felipe Anderson Pereira Gomes,8172.0,,,,,,,1,Regular Play,Lucas Rodrigo Biglia,5510.0,Right Defensive Midfield,7,Lazio,236,['8af72c18-0ac9-4cae-b65e-d475980d79d6'],40,,,,,,,,,,,,,,,,Lazio,236,00:02:40.823,Pass,
