50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.180858,,,,,,,,,,,,,4b36320e-a34a-4839-9b74-ed5a434235ea,16,,,"[27.7, 67.8]",3879780,0,,,,,-1.5336512,,Left Foot,,,"[28.8, 38.2]",,Ground Pass,,29.620432,,,,Filip Helander,7966.0,,,,,,1,From Kick Off,Matteo Bianchetti,8421.0,Right Center Back,2,Hellas Verona,226,['ca9d2141-fe11-4262-ba3e-ef71747a4395'],11,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:11.796,Pass,
,,,,,,,,,,,,,,,,,1.268058,,,,,,,,,,,,,53706cb7-290f-4cd5-97d7-2667de3ccbbb,19,,,"[36.2, 35.3]",3879780,0,,,,,1.8867666,,Left Foot,,,"[27.7, 61.3]",,Ground Pass,,27.354158,,,,Matteo Bianchetti,8421.0,,,,,,1,From Kick Off,Filip Helander,7966.0,Left Center Back,2,Hellas Verona,226,['00a31e76-60bc-4423-bf7c-071c8f18a6c4'],16,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:16.749,Pass,
,,,,,,,,,,,,,,,,,1.777253,,,,,,,,,,,,,048e2bf9-39e8-46b8-b515-7fda7aff5d43,22,,,"[27.7, 61.3]",3879780,0,,,,,1.0303768,,Right Foot,,,"[35.8, 74.8]",,Ground Pass,,15.74357,,,,Eros Pisano,11342.0,,,,,,1,From Kick Off,Matteo Bianchetti,8421.0,Right Center Back,2,Hellas Verona,226,['eb65d8e0-32c4-4f7b-b6f3-3d7872602413'],19,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:19.416,Pass,
,,,,,,,,,,,,,,,,,1.200764,,,,,,,,,,,,,748d9565-e5d7-41bd-914d-c2758c50097f,25,,,"[47.9, 75.9]",3879780,0,,,,,-0.13281672,,Right Foot,,,"[72.6, 72.6]",,Ground Pass,,24.91947,,,,Luca Toni,20252.0,,,,,,1,From Kick Off,Eros Pisano,11342.0,Right Back,2,Hellas Verona,226,['f317706b-663b-46fb-9d19-aa3fade13987'],23,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:23.345,Pass,
,,,,,,,,,,,,,,,,,0.072092,,,,,,,,,,,,,c01c3f96-ff29-4ec4-8b66-8c6633fa0062,29,,,"[72.6, 72.6]",3879780,0,,,,,0.515549,,Right Foot,,,"[75.6, 74.3]",,Ground Pass,,3.4481878,,Incomplete,,Leandro Greco,32119.0,,,,,,1,From Kick Off,Luca Toni,20252.0,Center Forward,2,Hellas Verona,226,"['231dc6bd-894b-4c3b-abac-f3bf7e9b5afb', '6341749b-86f2-4891-8cb0-01ce7efa81e6', 'f2fba824-b566-4a28-8acd-780a3b060465']",24,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:24.616,Pass,True
,,,,,,,,,,,,,,,,,0.934227,,,,,,,,,,,,,ad599ae1-c353-47c4-a423-ea4f57fd4fce,32,,,"[76.7, 80.0]",3879780,0,,,,,-2.1613305,,,,,"[70.6, 70.9]",,Low Pass,,10.955364,,,,Luca Marrone,31572.0,,,,,Throw-in,1,From Throw In,Eros Pisano,11342.0,Right Back,3,Hellas Verona,226,['bd65cf3e-421f-4d5b-bb4c-652152602040'],35,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:35.109,Pass,
,,,,,,,,,,,,,,,,,4.079063,,,,,,,,,,,,,88575cae-bef1-491a-b1d6-0ee199cd5da5,36,,,"[70.6, 72.8]",3879780,0,,,,,-0.26074195,,Right Foot,,,"[115.2, 60.9]",,High Pass,,46.160263,,Incomplete,,Paweł Wszołek,11339.0,,,,,,1,From Throw In,Luca Marrone,31572.0,Center Defensive Midfield,3,Hellas Verona,226,"['59099cce-4b31-4e18-b8c9-6913fff7c838', 'ed18b5a3-a0c3-4e7e-8afb-f74aecf3922c']",36,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:36.213,Pass,
,,,,,,,,,,,,,,,,,1.308791,,,,,,,,,,,,,2158693b-269b-43b2-b423-1c939c2ad867,40,,,"[96.4, 80.0]",3879780,0,,True,,,-1.551191,,,,,"[96.6, 69.8]",,Low Pass,,10.201961,,,,Artur Ioniţă,7949.0,,,,,Throw-in,1,From Throw In,Eros Pisano,11342.0,Right Back,4,Hellas Verona,226,['213587b0-1698-40bf-b1d2-1d80f9d3235f'],47,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:47.115,Pass,
,,,,,,,,,,,,,,,,,0.554625,,,,,,,,,,,,,11209dcb-ce29-49e1-95d6-bbb85baddf22,43,,,"[94.7, 71.3]",3879780,0,,,,,2.0763774,,Right Foot,,,"[91.6, 76.9]",,Ground Pass,,6.400781,,,,Eros Pisano,11342.0,,,,,,1,From Throw In,Artur Ioniţă,7949.0,Right Center Midfield,4,Hellas Verona,226,"['7cabc795-e016-4998-8f88-0704ffee3ba3', 'a893cd47-8034-4335-b754-5de6442203a8']",50,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:50.341,Pass,True
,,,,,,,,,,,,,,,,,1.594213,,,,,,,,,,,,,3c716ac5-90dd-4077-93cf-eca63e5ba94e,45,,,"[91.6, 76.9]",3879780,0,,,,,-1.1024169,,Left Foot,,,"[104.4, 51.6]",,High Pass,,28.353659,,Incomplete,,Luca Toni,20252.0,,,,,,1,From Throw In,Eros Pisano,11342.0,Right Back,4,Hellas Verona,226,"['52728591-4a35-4259-9b27-f3eb3e559038', '64d214c0-ef03-4959-8ed9-d9fdcdd52f56']",50,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:50.896,Pass,
,,,,,,,,,,,,,,,,,2.138977,,,,,,,,,,,,,bce92a0f-c00c-44a6-888e-ec7ffcf9fe3e,49,,,"[38.9, 44.8]",3879780,0,,,,,-0.36172923,,Right Foot,,,"[72.2, 32.2]",,High Pass,,35.604073,,Incomplete,,,,,,,,Recovery,1,From Throw In,Cristian Tello Herrera,6658.0,Right Wing,4,Hellas Verona,226,['398ce55c-df6c-4134-9d9e-3444939ff8b0'],55,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:55.458,Pass,
,,,,,,,,,,,,,,,,,2.315818,,,,,,,,,,,,,398ce55c-df6c-4134-9d9e-3444939ff8b0,50,,,"[47.9, 47.9]",3879780,0,,,,,1.2853335,,Head,,,"[53.3, 66.3]",,High Pass,,19.176027,,,,Eros Pisano,11342.0,,,,,Recovery,1,From Throw In,Filip Helander,7966.0,Left Center Back,4,Hellas Verona,226,"['5d9db821-f8a7-4e2a-a1d2-9f4255309abd', 'bce92a0f-c00c-44a6-888e-ec7ffcf9fe3e']",57,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:57.597,Pass,
,,,,,,,,,,,,,,,,,2.299765,,,,,,,,,,,,,d4069253-4c13-463d-996f-ac21074f9ca3,53,,,"[51.3, 64.8]",3879780,1,,,,,0.5203553,,Right Foot,,,"[69.1, 75.0]",,High Pass,,20.51536,,Pass Offside,,Paweł Wszołek,11339.0,,,,,,1,From Throw In,Eros Pisano,11342.0,Right Back,4,Hellas Verona,226,['242e533d-c07a-48dc-963f-d5dcf4911b2c'],0,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:00.527,Pass,
,,,,,,,,,,,,,,,,,0.951354,,,,,,,,,,,,,647dc411-69f2-4f3c-8778-8aecdfc81530,55,,,"[49.7, 4.7]",3879780,1,,,,,2.194498,,Left Foot,,,"[43.8, 12.9]",,Ground Pass,,10.10198,,,,Alberto Facundo Costa,26728.0,,,,,Free Kick,1,From Free Kick,Manuel Pasqual,11516.0,Left Back,5,Fiorentina,239,['b400256f-73f2-4c99-92f4-cb7505899329'],8,,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:08.926,Pass,
,,,,,,,,,,,,,,,,,1.80792,,,,,,,,,,,,,0cba4c48-cb11-4e9d-b480-15aa7df2f959,58,,,"[43.8, 17.9]",3879780,1,,,,,1.5801637,,Left Foot,,,"[43.4, 60.6]",,Ground Pass,,42.701874,,,,Nenad Tomović,7056.0,,True,,,,1,From Free Kick,Alberto Facundo Costa,26728.0,Left Defensive Midfield,5,Fiorentina,239,['d3996181-9dfe-40d6-9e91-d260faf05b34'],10,,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:10.785,Pass,
,,,,,,,,,,,,,,,,,2.164484,,,,,,,,,,,,,924ded9c-b32c-4229-a7b1-8cb27eb73b78,62,,,"[56.6, 60.6]",3879780,1,,,,,-2.675581,,Right Foot,,,"[39.7, 52.1]",,Ground Pass,,18.917189,,,,Davide Astori,8275.0,,,,,,1,From Free Kick,Nenad Tomović,7056.0,Right Back,5,Fiorentina,239,['a6d84d0c-1ad3-4bae-bb37-ec854dafc430'],16,,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:16.476,Pass,
,,,,,,,,,,,,,,,,,1.104938,,,,,,,,,,,,,769aee6c-132d-4f73-822a-625dadd58d98,65,,,"[39.7, 51.9]",3879780,1,,,,,-1.5314466,,Left Foot,,,"[41.2, 13.8]",,Ground Pass,,38.129517,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,From Free Kick,Davide Astori,8275.0,Right Center Back,5,Fiorentina,239,['0b71f196-3f3f-4241-9fba-f0681c90dd91'],19,,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:19.993,Pass,
,,,,,,,,,,,,,,,,,1.14206,,,,,,,,,,,,,3a06ed3c-58aa-4495-b9cc-11308233ddcd,68,,,"[49.9, 12.3]",3879780,1,,,,,1.831848,,Left Foot,,,"[42.5, 40.0]",,Ground Pass,,28.671413,,,,Davide Astori,8275.0,,,,,,1,From Free Kick,Marcos Alonso Mendoza,3964.0,Left Center Back,5,Fiorentina,239,['9963d245-c7d1-4e7e-bf80-493374bd98e7'],25,,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:25.033,Pass,
,,,,,,,,,,,,,,,,,1.400669,,,,,,,,,,,,,68f0481e-548c-4fac-be6b-8c1ddcc6e5c4,71,,,"[43.2, 41.3]",3879780,1,,,,,1.2504483,,Left Foot,,,"[50.3, 62.7]",,Ground Pass,,22.547062,,,,Nenad Tomović,7056.0,,,,,,1,From Free Kick,Davide Astori,8275.0,Right Center Back,5,Fiorentina,239,['d3f8bb88-699b-4824-ba28-d9395ed3d0e8'],26,,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:26.921,Pass,
,,,,,,,,,,,,,,,,,0.800901,,,,,,,,,,,,,4f3fdba9-7c1b-4a70-b12b-96f4adc19de2,74,,,"[56.0, 64.9]",3879780,1,,,,,-0.62430626,,Right Foot,,,"[65.3, 58.2]",,Ground Pass,,11.462111,,,,Mauro Matías Zárate,27853.0,,,,,,1,From Free Kick,Nenad Tomović,7056.0,Right Back,5,Fiorentina,239,['c4bc8267-720c-4e50-baee-80f36ffb61e4'],29,,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:29.903,Pass,
,,,,,,,,,,,,,,,,,0.903721,,,,,,,,,,,,,7a37c4ab-edcb-4044-bab8-20a3456572bd,77,,,"[65.3, 58.2]",3879780,1,,,,,2.9516044,,Right Foot,,,"[49.7, 61.2]",,Ground Pass,,15.885842,,,,Nenad Tomović,7056.0,,,,,,1,From Free Kick,Mauro Matías Zárate,27853.0,Center Attacking Midfield,5,Fiorentina,239,['804d791a-ae67-41a7-81dc-e51699be1466'],30,,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:30.953,Pass,
,,,,,,,,,,,,,,,,,1.512069,,,,,,,,,,,,,1f03fcfb-74ec-4e22-a2c8-433f3e838682,80,,,"[52.5, 59.3]",3879780,1,,,,,-1.6066661,,Right Foot,,,"[51.0, 17.5]",,Ground Pass,,41.826904,,,,Marcos Alonso Mendoza,3964.0,,True,,,,1,From Free Kick,Nenad Tomović,7056.0,Right Back,5,Fiorentina,239,['549375cb-f2e8-4615-b73a-2f4c84d61fbe'],33,,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:33.212,Pass,
,,,,,,,,,,,,,,,,,1.269393,,,,,,,,,,,,,9f8c8e23-280d-4161-b5dc-8ecdaaf955de,83,,,"[54.0, 11.0]",3879780,1,,,,,-0.3186059,,Left Foot,,,"[73.1, 4.7]",,Ground Pass,,20.112185,,,,Manuel Pasqual,11516.0,,,,,,1,From Free Kick,Marcos Alonso Mendoza,3964.0,Left Center Back,5,Fiorentina,239,['bceeb491-2edd-43f9-8d1a-93770f45f08d'],36,,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:36.250,Pass,
,,,,,,,,,,,,,,,,,0.587993,,,,,,,,,,,,,b662b3c5-d243-4326-bb4f-9f47b4df8562,86,,,"[75.7, 3.0]",3879780,1,,,,,1.3405768,,Left Foot,,,"[77.2, 9.4]",,Ground Pass,,6.5734315,,,,Borja Valero Iglesias,6997.0,,,,,,1,From Free Kick,Manuel Pasqual,11516.0,Left Back,5,Fiorentina,239,['8954ed4a-2cd8-4f4d-906f-a07000d1f21f'],38,,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:38.141,Pass,
,,,,,,,,,,,,,,,,,2.164981,,,,,,,,,,,,,5e230cfb-26f7-43a6-b89f-0140195aa6d6,90,,,"[77.2, 3.8]",3879780,1,,,,,2.6899564,,Right Foot,,,"[63.8, 10.3]",,Ground Pass,,14.893287,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,From Free Kick,Borja Valero Iglesias,6997.0,Left Wing,5,Fiorentina,239,['12ee76d6-95b1-49ee-9965-dc8238b1ccd3'],41,,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:41.054,Pass,
,,,,,,,,,,,,,,,,,1.477842,,,,,,,,,,,,,1aec7d16-89a6-41d5-a528-9e405db8c756,93,,,"[57.3, 15.1]",3879780,1,,,,,2.000843,,Left Foot,,,"[46.2, 39.3]",,Ground Pass,,26.624237,,,,Davide Astori,8275.0,,,,,,1,From Free Kick,Marcos Alonso Mendoza,3964.0,Left Center Back,5,Fiorentina,239,['14c5f54b-a142-4eeb-9649-1671da8efa4a'],44,,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:44.015,Pass,
,,,,,,,,,,,,,,,,,2.548471,,,,,,,,,,,,,4c5f7677-597a-4036-9655-9c2f12b64090,96,,,"[46.2, 40.4]",3879780,1,,,,,1.240216,,Left Foot,,,"[55.5, 67.5]",,Ground Pass,,28.651352,,,,Nenad Tomović,7056.0,,,,,,1,From Free Kick,Davide Astori,8275.0,Right Center Back,5,Fiorentina,239,['9f205d07-3aa9-43c5-9082-a2361d877c6b'],45,,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:45.705,Pass,
,,,,,,,,,,,,,,,,,0.957706,,,,,,,,,,,,,1d964cd3-033f-4008-9c76-b6eee0ce17ce,104,,,"[48.5, 0.1]",3879780,3,,True,,,2.2909606,,,,,"[39.2, 10.7]",,Low Pass,,14.1014185,,,,Luca Marrone,31572.0,,,,,Throw-in,1,From Throw In,Mohamed Salim Fares,7705.0,Left Back,6,Hellas Verona,226,['6aa91b14-4b1e-496f-a3b8-8b6f05a790cd'],51,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:51.008,Pass,
,,,,,,,,,,,,,,,,,1.3797,,,,,,,,,,,,,6e86a79e-d74e-4de6-b61d-da91f180e9c2,106,,,"[36.4, 9.8]",3879780,3,,,,,2.3191743,,Right Foot,,,"[31.2, 15.4]",,Ground Pass,,7.641989,,,,Filip Helander,7966.0,,,,,,1,From Throw In,Luca Marrone,31572.0,Center Defensive Midfield,6,Hellas Verona,226,['80ec6b87-c4a1-4a4f-b8ba-17da008440c3'],53,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:53.589,Pass,
,,,,,,,,,,,,,,,,,1.784488,,,,,,,,,,,,,2bea3b4f-630b-4063-9886-1e25660822a6,109,,,"[23.6, 20.2]",3879780,3,,,,,1.6988791,,Right Foot,,,"[20.2, 46.6]",,Ground Pass,,26.618038,,,,Matteo Bianchetti,8421.0,,,,,,1,From Throw In,Filip Helander,7966.0,Left Center Back,6,Hellas Verona,226,['72ecfebf-195e-4048-89fb-4e4f9a32ea3e'],56,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:56.257,Pass,
,,,,,,,,,,,,,,,,,1.35025,,,,,,,,,,,,,e57f6efd-3c56-4446-aecd-4b325b59dbfe,112,,,"[20.8, 55.7]",3879780,3,,,,,1.1956614,,Right Foot,,,"[28.4, 75.0]",,Ground Pass,,20.742468,,,,Eros Pisano,11342.0,,,,,,1,From Throw In,Matteo Bianchetti,8421.0,Right Center Back,6,Hellas Verona,226,['2d29e1b5-d1ff-48d1-8258-3581e27f6bdd'],59,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:59.146,Pass,
,,,,,,,,,,,,,,,,,1.046168,,,,,,,,,,,,,50e4a1e6-68f9-41c4-9241-cb1becb70267,115,,,"[32.1, 69.4]",3879780,4,,,,,-1.3813846,,Right Foot,,,"[35.8, 50.1]",,Ground Pass,,19.651463,,,,Luca Marrone,31572.0,,,,,,1,From Throw In,Eros Pisano,11342.0,Right Back,6,Hellas Verona,226,['9e07438c-4776-4593-b1e1-d403ced8d96a'],2,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:04:02.955,Pass,
,,,,,,,,,,,,,,,,,1.843609,,,,,,,,,,,,,8f03f442-780b-4b14-ade8-2d8e8fddeeb5,118,,,"[35.5, 48.8]",3879780,4,,,,,-1.9271295,,Right Foot,,,"[28.8, 30.8]",,Ground Pass,,19.206509,,,,Filip Helander,7966.0,,,,,,1,From Throw In,Luca Marrone,31572.0,Center Defensive Midfield,6,Hellas Verona,226,['7d49a1ab-75ba-473d-97f1-e3ea73260ca2'],4,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:04:04.484,Pass,
