50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,2.203319,,,,,,,,,,,,,e2b5d2af-1548-41e3-b6e5-48a51a999b9a,17,,,"[46.6, 4.7]",3879695,0,,,,,0.13575773,,Left Foot,,,,"[85.4, 10.0]",,High Pass,,39.160313,Incomplete,,Leonardo Pavoletti,8180.0,,,,,,1,From Kick Off,Armando Izzo,9940.0,Left Center Back,2,Genoa,233,"['ae84a8dc-9bf5-4548-8a38-a80c0c07d758', 'd4f73ae4-46e1-4e7d-bad6-746421872197']",13,,,,,,,,,,,,,,,,,Genoa,233,00:00:13.562,Pass,
,,,,,,,,,,,,,True,,,,,,0.869817,,,,,,,,,,,,,ae84a8dc-9bf5-4548-8a38-a80c0c07d758,19,,,"[34.7, 70.1]",3879695,0,,,,,-0.5382217,,Head,,,,"[41.4, 66.1]",,Low Pass,,7.8032045,,,Mato Jajalo,30735.0,,,,,Interception,1,Regular Play,Edoardo Goldaniga,8102.0,Right Center Back,3,Palermo,2256,"['8ad35ca9-c830-47df-8bb2-ba59e03c2cbc', 'e2b5d2af-1548-41e3-b6e5-48a51a999b9a']",15,,,,,,,,,,,,,,,,,Palermo,2256,00:00:15.765,Pass,
,,,,,,,,,,,,,,,,,,,0.859268,,,,,,,,,,,,,ecb34159-dcd9-4dd5-af92-4e662bafcdce,22,,,"[43.0, 65.5]",3879695,0,,,,,-2.2359717,,Right Foot,,,,"[29.9, 48.8]",,Ground Pass,,21.224985,,,Bryan Cristante,6993.0,,,,,,1,Regular Play,Mato Jajalo,30735.0,Right Center Midfield,3,Palermo,2256,['54a50526-fc79-4334-b67d-b5b588823137'],19,,,,,,,,,,,,,,,,,Palermo,2256,00:00:19.050,Pass,
,,,,,,,,,,,,,,,,,,,2.953324,,,,,,,,,,,,,7b377e28-d1ef-4e93-8b71-cb98a2a48650,26,,,"[31.1, 48.8]",3879695,0,,,,,-2.080818,,Right Foot,,,,"[16.5, 22.7]",,Ground Pass,,29.90602,,,Siniša Anđelković,40350.0,,,,,,1,Regular Play,Bryan Cristante,6993.0,Center Defensive Midfield,3,Palermo,2256,['69a4c239-5113-4578-8f50-1ab1553e5b59'],21,,,,,,,,,,,,,,,,,Palermo,2256,00:00:21.013,Pass,
,,,,,,,,,,,,,,,,,,,1.492083,,,,,,,,,,,,,f1cfb82c-0052-4543-9e51-5598963f61a8,29,,,"[11.0, 21.9]",3879695,0,,,,,-0.8471174,,Left Foot,,,,"[27.7, 3.0]",,Ground Pass,,25.221024,,,Achraf Lazaar,10032.0,,,,,,1,Regular Play,Siniša Anđelković,40350.0,Left Center Back,3,Palermo,2256,['d0abca1c-1026-4015-9622-0bdd31518891'],24,,,,,,,,,,,,,,,,,Palermo,2256,00:00:24.604,Pass,
,,,,,,,,,,,,,,,,,,,0.963341,,,,,,,,,,,,,fa5b5d35-b2a8-45fd-9520-169291b835dc,33,,,"[28.9, 3.3]",3879695,0,,,,,1.8747972,,Right Foot,,,,"[25.7, 13.5]",,Ground Pass,,10.690183,,,Bryan Cristante,6993.0,,,,,,1,Regular Play,Achraf Lazaar,10032.0,Left Wing Back,3,Palermo,2256,['02c0236b-b9b4-4a1a-adf5-6045ee79b926'],27,,,,,,,,,,,,,,,,,Palermo,2256,00:00:27.265,Pass,
,,,,,,,,,,,,,,,,,,,1.318602,,,,,,,,,,,,,8501f6ad-8386-43e0-be24-cbc41ebff64b,37,,,"[37.2, 22.5]",3879695,0,,,,,2.495002,,Right Foot,,,,"[21.7, 34.2]",,Ground Pass,,19.420094,,,Giancarlo González Castro,5584.0,,,,,,1,Regular Play,Bryan Cristante,6993.0,Center Defensive Midfield,3,Palermo,2256,['44d2aeeb-18a3-4448-aae6-b1d48c37565d'],32,,,,,,,,,,,,,,,,,Palermo,2256,00:00:32.477,Pass,
,,,,,,,,,,,,,,,,,,,2.332472,,,,,,,,,,,,,f950192d-47f6-4501-8510-c741b7222bb2,40,,,"[25.7, 41.2]",3879695,0,,,,,1.0465512,,Right Foot,,,,"[46.4, 77.0]",,Ground Pass,,41.353718,,,Michel Morganella,31268.0,,,,,,1,Regular Play,Giancarlo González Castro,5584.0,Center Back,3,Palermo,2256,['c4376847-df71-4825-a4f3-fa40971b526b'],35,,,,,,,,,,,,,,,,,Palermo,2256,00:00:35.167,Pass,
,,,,,,,,,,,,,,,,,,,1.661311,,,,,,,,,,,,,d2752239-6379-42cc-8775-210b4e1ae31b,43,,,"[52.2, 77.2]",3879695,0,,,,,0.0,,Right Foot,,,,"[85.4, 77.2]",,Ground Pass,,33.2,,,Mato Jajalo,30735.0,,,,,,1,Regular Play,Michel Morganella,31268.0,Right Wing Back,3,Palermo,2256,['c05b77b6-2f02-4b45-aa3b-ec80eee32307'],39,,,,,,,,,,,,,,,,,Palermo,2256,00:00:39.200,Pass,
,,,,,,,,,,,,,,,,,,,1.262847,,,,,,,,,,,,,dcfed8f9-50aa-4344-af70-2508feffc604,46,,,"[80.9, 76.8]",3879695,0,,,,,-2.7759902,,Right Foot,,,,"[68.1, 71.9]",,Ground Pass,,13.705838,,,Bryan Cristante,6993.0,,,,,,1,Regular Play,Mato Jajalo,30735.0,Right Center Midfield,3,Palermo,2256,['92fae6d5-d173-4a21-87e8-cb4a18cfe3f0'],43,,,,,,,,,,,,,,,,,Palermo,2256,00:00:43.525,Pass,
,,,,,,,,,,,,,,,,,,,3.572723,,,,,,,,,,,,,8fc6b66e-6e96-4bb2-b18d-45944198a850,49,,,"[66.1, 73.2]",3879695,0,,,,,0.08898372,,Right Foot,,,,"[119.9, 78.0]",,High Pass,,54.013702,Out,,Franco Damián Vázquez,6719.0,,,,,,1,Regular Play,Bryan Cristante,6993.0,Center Defensive Midfield,3,Palermo,2256,"['03b6bbd8-b666-42f6-b5d5-f8cc0f1d144a', '66baa4d7-1588-4a8d-8da6-54884a436129']",44,,,,,,,,,,,,,,,,,Palermo,2256,00:00:44.788,Pass,True
,,,,,,,,,,,,,,,,,,,3.63644,,,,,,,,,,,,,3eb9ef5a-07c8-4b96-b7f8-38b607be471a,51,,,"[6.0, 36.0]",3879695,1,,,,,-0.22509973,,Right Foot,,,,"[61.9, 23.2]",,High Pass,,57.346752,,,Leonardo Pavoletti,8180.0,,,,,Goal Kick,1,From Goal Kick,Mattia Perin,7148.0,Goalkeeper,4,Genoa,233,['6e081476-5055-40ef-ade1-92c25c5b0303'],12,,,,,,,,,,,,,,,,,Genoa,233,00:01:12.377,Pass,
,,,,,,,,,,,,,,,,,,,0.944848,,,,,,,,,,,,,716e5981-4205-4e40-a159-1b043642f199,54,,,"[61.9, 23.2]",3879695,1,,,,True,0.0,,,,,,"[66.3, 23.2]",,High Pass,,4.4,,,Diego Perotti,7456.0,,,,,,1,From Goal Kick,Leonardo Pavoletti,8180.0,Center Forward,4,Genoa,233,"['0ba291c3-de2e-4086-b084-ab3f164d6b58', '5a38ba50-dcd9-467c-8ee1-9cd50dadee7c']",16,,,,,,,,,,,,,,,,,Genoa,233,00:01:16.053,Pass,True
,,,,,,,,,,,,,,,,,,,0.696079,,,,,,,,,,,,,d0350ad8-3dd0-4c29-8274-83e7077af4d8,58,,,"[63.1, 11.4]",3879695,1,,,,,-1.6694846,,Right Foot,,,,"[62.1, 1.3]",,Ground Pass,,10.1493845,,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,1,From Goal Kick,Diego Perotti,7456.0,Left Wing,4,Genoa,233,['d826a87e-bd58-45c5-ab68-06fa0b1558e6'],19,,,,,,,,,,,,,,,,,Genoa,233,00:01:19.219,Pass,
,,,,,,,,,,,,,,,,,,,1.394744,,,,,,,,,,,,,c65f10d7-e279-4593-ae23-ddf7bac42ef0,61,,,"[55.4, 2.7]",3879695,1,,,,,2.7326849,,Left Foot,,,,"[40.4, 9.2]",,Low Pass,,16.347782,,,Armando Izzo,9940.0,,,,,,1,From Goal Kick,Diego Sebastián Laxalt Suárez,5717.0,Left Wing Back,4,Genoa,233,['ea76cbf0-3818-43ce-b139-94ed393d97c5'],20,,,,,,,,,,,,,,,,,Genoa,233,00:01:20.290,Pass,
,,,,,,,,,,,,,,,,,,,1.288596,,,,,,,,,,,,,a8ef6a28-a90a-49ee-bece-8b1a1ac53807,64,,,"[40.4, 9.2]",3879695,1,,,,,2.175314,,Left Foot,,,,"[29.9, 24.4]",,Ground Pass,,18.474035,,,Nicolás Andrés Burdisso,7467.0,,,,,,1,From Goal Kick,Armando Izzo,9940.0,Left Center Back,4,Genoa,233,['ad5ccecd-cd07-45ba-b369-58ddc4d1703e'],22,,,,,,,,,,,,,,,,,Genoa,233,00:01:22.055,Pass,
,,,,,,,,,,,,,,,,,,,1.304784,,,,,,,,,,,,,551eaebd-3657-4076-b521-f735f60b75d9,67,,,"[32.5, 30.0]",3879695,1,,,,,1.3629065,,Right Foot,,,,"[40.6, 68.4]",,Ground Pass,,39.245,,,Ezequiel Muñoz,6894.0,,,,,,1,From Goal Kick,Nicolás Andrés Burdisso,7467.0,Center Back,4,Genoa,233,['a652ada2-98d4-42d7-809e-df89757e07da'],25,,,,,,,,,,,,,,,,,Genoa,233,00:01:25.854,Pass,
,,,,,,,,,,,,,,,,,,,0.760963,,,,,,,,,,,,,aeb13a03-a658-4647-a968-fec9d9818b50,70,,,"[45.6, 68.0]",3879695,1,,,,,-1.0749018,,Right Foot,,,,"[52.2, 55.8]",,Ground Pass,,13.870832,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,1,From Goal Kick,Ezequiel Muñoz,6894.0,Right Center Back,4,Genoa,233,['b64f05db-86e5-4526-be6c-b953eed646c5'],29,,,,,,,,,,,,,,,,,Genoa,233,00:01:29.687,Pass,
,,,,,,,,,,,,,,,,,,,0.485631,,,,,,,,,,,,,b26e4864-b929-483f-8529-304dc1b8777d,73,,,"[52.2, 55.8]",3879695,1,,,,,-0.098850325,,Left Foot,,,,"[64.3, 54.6]",,Ground Pass,,12.159359,Incomplete,,Jesús Joaquín Fernández Sáez de la Torre,7022.0,,,,,,1,From Goal Kick,Tomás Eduardo Rincón Hernández,7475.0,Right Defensive Midfield,4,Genoa,233,"['0976e395-7a9f-4d44-b293-42968cec1738', 'fa1ec7f4-9f9a-4f01-8ffb-999e80727311']",30,,,,,,,,,,,,,,,,,Genoa,233,00:01:30.632,Pass,
,,,,,,,,,,,,,,,,,,,0.510715,,,,,,,,,,,,,be662279-390d-49a8-a3fd-dce00e122f6b,77,,,"[57.4, 27.0]",3879695,1,,,,,0.5317241,,Right Foot,,,,"[65.9, 32.0]",,Ground Pass,,9.861542,,,Franco Damián Vázquez,6719.0,,,,,,1,From Goal Kick,Bryan Cristante,6993.0,Center Defensive Midfield,4,Genoa,233,['ad5a8faf-1e1b-4777-873e-71bacd3533ea'],32,,,,,,,,,,,,,,,,,Palermo,2256,00:01:32.154,Pass,
,,,,,,,,,,,,,,,,,,,0.36543,,,,,,,,,,,,,0779aeed-3f19-490e-b3ff-595c7a225cf7,81,,,"[65.5, 29.8]",3879695,1,,,,,-1.5707964,,Left Foot,,,,"[65.5, 25.7]",,Ground Pass,,4.1,Incomplete,,Uroš Đurđević,23846.0,,,,,,1,From Goal Kick,Franco Damián Vázquez,6719.0,Right Center Forward,4,Genoa,233,"['95335a36-0a8a-4e23-920b-a3af3706dde3', 'fa1950f0-b3f3-4195-beb4-da21698979fc']",32,,,,,,,,,,,,,,,,,Palermo,2256,00:01:32.752,Pass,
,,,,,,,,,,,,,,,,,,,2.041507,,,,,,,,,,,,,11a31d92-01ff-46a2-8215-744e9199e1a9,91,,,"[65.3, 17.1]",3879695,1,,,,,2.4610715,,Right Foot,,,,"[50.6, 29.0]",,Ground Pass,,18.912958,,,Giancarlo González Castro,5584.0,,,,,,1,From Goal Kick,Uroš Đurđević,23846.0,Left Center Forward,4,Genoa,233,['86cbbd16-8d07-49d9-9b96-05a30e2b0243'],36,,,,,,,,,,,,,,,,,Palermo,2256,00:01:36.509,Pass,
,,,,,,,,,,,,,,,,,,,6.559111,,,,,,,,,,,,,f9dd11f9-b2aa-4311-b8e6-550fbe535ab5,94,,,"[50.0, 29.6]",3879695,1,,,,,-0.2637576,,Right Foot,,,,"[111.1, 13.1]",,Ground Pass,,63.288704,Incomplete,,Uroš Đurđević,23846.0,,,,,,1,From Goal Kick,Giancarlo González Castro,5584.0,Center Back,4,Genoa,233,"['3dccdb6f-e2ec-4ee7-90d0-10f0cc7478f0', '411f1961-032c-48bd-b0d2-3a0732e59d56', '76bb3523-aeea-4745-abe3-374ef83a8243']",38,,,,,,,,,,,,,,,,,Palermo,2256,00:01:38.550,Pass,True
,,,,,,,,,,,,,,,,,,,1.611954,,,,,,,,,,,,,76bb3523-aeea-4745-abe3-374ef83a8243,96,,,"[9.0, 67.0]",3879695,1,,,,,0.9272952,,Right Foot,,,,"[12.0, 71.0]",,Ground Pass,,5.0,,,Ezequiel Muñoz,6894.0,,,,,Recovery,1,From Goal Kick,Mattia Perin,7148.0,Goalkeeper,4,Genoa,233,"['b5234916-809f-4532-a2e1-0fa999c80939', 'f9dd11f9-b2aa-4311-b8e6-550fbe535ab5']",45,,,,,,,,,,,,,,,,,Genoa,233,00:01:45.110,Pass,
,,,,,,,,,,,,,,,,,,,1.324302,,,,,,,,,,,,,037a142a-c583-4317-b338-cd1f18861bf8,99,,,"[16.7, 71.0]",3879695,1,,,,,-1.3981148,,Right Foot,,,,"[19.7, 53.8]",,Ground Pass,,17.459667,,,Nicolás Andrés Burdisso,7467.0,,,,,,1,From Goal Kick,Ezequiel Muñoz,6894.0,Right Center Back,4,Genoa,233,['e767108a-0c8e-492c-a488-33f4979494e4'],47,,,,,,,,,,,,,,,,,Genoa,233,00:01:47.097,Pass,
,,,,,,,,,,,,,,,,,,,2.103363,,,,,,,,,,,,,b6479482-d54a-42a3-9039-ba648522e56b,102,,,"[18.1, 53.3]",3879695,1,,,,,-1.3948567,,Right Foot,,,,"[23.7, 21.8]",,Ground Pass,,31.993906,,,Luca Rigoni,7461.0,,,,,,1,From Goal Kick,Nicolás Andrés Burdisso,7467.0,Center Back,4,Genoa,233,['400949e9-1c8a-44c4-b798-aad21f74c3cc'],49,,,,,,,,,,,,,,,,,Genoa,233,00:01:49.780,Pass,
,,,,,,,,,,,,,,,,,,,1.112762,,,,,,,,,,,,,304a4876-0a29-47a6-afb1-f8ccddad52f6,105,,,"[30.9, 20.0]",3879695,1,,,,,-0.72547,,Right Foot,,,,"[46.8, 5.9]",,Ground Pass,,21.251352,,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,1,From Goal Kick,Luca Rigoni,7461.0,Left Defensive Midfield,4,Genoa,233,['75b46f48-bd0e-40f4-b281-d825241ddebf'],54,,,,,,,,,,,,,,,,,Genoa,233,00:01:54.115,Pass,
,,,,,,,,,,,,,,,,,,,1.348802,,,,,,,,,,,,,27e80231-70e4-41b4-ac0f-57206529e8a8,108,,,"[47.0, 3.3]",3879695,1,,,,,-3.0140831,,Left Foot,,,,"[39.2, 2.3]",,Ground Pass,,7.8638415,,,Armando Izzo,9940.0,,,,,,1,From Goal Kick,Diego Sebastián Laxalt Suárez,5717.0,Left Wing Back,4,Genoa,233,['db11bf7c-f81f-4ba0-886e-15db1a2e889d'],56,,,,,,,,,,,,,,,,,Genoa,233,00:01:56.497,Pass,
,,,,,,,,,,,,,,,,,,,1.298178,,,,,,,,,,,,,06fcc272-b3f2-46cc-bba4-b195d634fdca,111,,,"[39.0, 2.3]",3879695,1,,,,,2.0949266,,Right Foot,,,,"[25.3, 26.0]",,Ground Pass,,27.374805,,,Nicolás Andrés Burdisso,7467.0,,,,,,1,From Goal Kick,Armando Izzo,9940.0,Left Center Back,4,Genoa,233,['d40cb67e-ec4c-47c1-859b-cc9aedbdcf52'],59,,,,,,,,,,,,,,,,,Genoa,233,00:01:59.115,Pass,
,,,,,,,,,,,,,,,,,,,1.317745,,,,,,,,,,,,,0a514faf-bdaa-4995-82a2-0243c48eb34a,114,,,"[25.7, 28.0]",3879695,2,,,,,1.2605395,,Left Foot,,,,"[34.1, 54.2]",,Ground Pass,,27.513634,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,1,From Goal Kick,Nicolás Andrés Burdisso,7467.0,Center Back,4,Genoa,233,['0001be13-da1c-4cc2-ad18-6ab40a59e2c2'],1,,,,,,,,,,,,,,,,,Genoa,233,00:02:01.975,Pass,
,,,,,,,,,,,,,,,,,,,1.274148,,,,,,,,,,,,,53c2dbe0-0413-4fd6-b02e-63a0acf74b0b,118,,,"[35.5, 56.2]",3879695,2,,,,,1.1548263,,Right Foot,,,,"[44.6, 76.8]",,Ground Pass,,22.520435,,,Ezequiel Muñoz,6894.0,,,,,,1,From Goal Kick,Tomás Eduardo Rincón Hernández,7475.0,Right Defensive Midfield,4,Genoa,233,['4ab3742e-2828-4b14-8302-4092282f59f2'],5,,,,,,,,,,,,,,,,,Genoa,233,00:02:05.073,Pass,
,,,,,,,,,,,,,,,,,,,1.032403,,,,,,,,,,,,,7e36bbd4-c6ab-4f03-a2cc-48027c763e62,121,,,"[45.0, 73.2]",3879695,2,,,,,-0.028428359,,Right Foot,,,,"[66.1, 72.6]",,Ground Pass,,21.108528,,,Jesús Joaquín Fernández Sáez de la Torre,7022.0,,,,,,1,From Goal Kick,Ezequiel Muñoz,6894.0,Right Center Back,4,Genoa,233,['3cc3e578-9d7b-4eeb-81b1-5da55837b06a'],7,,,,,,,,,,,,,,,,,Genoa,233,00:02:07.353,Pass,
