50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,1.342053,,,,,,,,,,,,,dd30ed20-46fe-406c-87d4-9c79fcdcc551,16,,"[32.6, 34.4]",3879795,0,,,,True,0.821527,,,,"[40.6, 43.0]",,High Pass,,11.745638,,,Lorenzo Lollo,30829.0,,,,,,Recovery,1,Regular Play,Isaac Cofie,7460.0,Center Defensive Midfield,3,Carpi,1683,"['3f47ff89-f013-474a-8da4-3ed7204d6e03', '50c8b980-ee5d-45ea-b40c-dfb92c5fdad8', 'f79076bf-36af-4d25-90c1-727931df9d05']",8,,,,,,,,,,,,,,,,Carpi,1683,00:00:08.425,Pass,True
,,,,,,,,,,,,,2.052401,,,,,,,,,,,,,c1b224da-0da2-40d0-a736-8c10ab11258a,20,,"[39.0, 42.0]",3879795,0,,,,,2.3286152,,Right Foot,,"[24.9, 56.9]",,Ground Pass,,20.513897,,,Fabrizio Poli,32525.0,,,,,,,1,Regular Play,Lorenzo Lollo,30829.0,Right Center Midfield,3,Carpi,1683,"['2f699b17-921c-49dc-9b66-d9be280df2ee', '46131b14-a850-4ded-93ae-6d20fac9f812']",10,,,,,,,,,,,,,,,,Carpi,1683,00:00:10.297,Pass,True
,,,,,,,,,,,,,4.89261,,,,,,,,,,,,,d838f906-4c02-4165-9e5d-35633112752b,23,,"[27.4, 63.9]",3879795,0,,,,,-0.051846903,,Right Foot,,"[98.7, 60.2]",,High Pass,,71.395935,Incomplete,,Jerry Uche Mbakogu,32608.0,,,,,,,1,Regular Play,Fabrizio Poli,32525.0,Right Back,3,Carpi,1683,"['0be22bc8-7f4b-4520-9416-ab514ed8cbbc', 'f28e4028-efbe-4bd9-a55d-a6626fe74f2f']",13,,,,,,,,,,,,,,,,Carpi,1683,00:00:13.717,Pass,
,,,,,,,,,,,,,1.588725,,,,,,,,,,,,,aa075d5a-b2d1-4a71-8c83-90de289934c9,29,,"[102.5, 80.0]",3879795,0,,,,,-1.0848922,,,,"[114.7, 56.9]",,High Pass,,26.123743,,,Antonio Di Gaudio,11502.0,,,,,,Throw-in,1,From Throw In,Lorenzo Pasciuti,387472.0,Right Midfield,4,Carpi,1683,['2205384c-44d3-46b3-8852-021ef1318fad'],31,,,,,,,,,,,,,,,,Carpi,1683,00:00:31.641,Pass,
,,,,,,,,,,,,,1.063359,,,,,,,,,,,,,a8c67bec-083e-4a9f-82f8-7e5579fa3268,31,,"[114.7, 56.9]",3879795,0,,,,True,-2.8438923,,,,"[105.9, 54.2]",,High Pass,,9.20489,Incomplete,,Jerry Uche Mbakogu,32608.0,,,,,,,1,From Throw In,Antonio Di Gaudio,11502.0,Left Midfield,4,Carpi,1683,"['a816c82f-a7fc-491c-a09b-2cda7bc5eb33', 'c6405004-59b6-4b9a-bccb-41c43bc61508', 'f2b6f05b-80ba-44bd-bd91-3ecae982897a']",33,,,,,,,,,,,,,,,,Carpi,1683,00:00:33.230,Pass,True
,,,,,,,,,,,,,1.672925,,,,,,,,,,,,,84b2f1ff-f35e-47ee-b283-c9c22ab0b5a2,36,,"[11.6, 32.7]",3879795,0,,,,,1.7975951,,Right Foot,,"[8.9, 44.4]",,Ground Pass,,12.007498,,,Eros Pisano,11342.0,,,,,,,1,Regular Play,Luca Marrone,31572.0,Left Defensive Midfield,5,Hellas Verona,226,['bb96a8b0-5f65-4852-aeff-2ae44c61f172'],35,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:35.535,Pass,
,,,,,,,,,,,,,2.253833,,,,,,,,,,,,,94fd2dba-0623-4421-8d08-027c918cf9c6,39,,"[10.1, 46.3]",3879795,0,,,,,0.6370303,,Right Foot,,"[42.4, 70.2]",,Ground Pass,,40.18084,,,Paweł Wszołek,11339.0,,,,,,,1,Regular Play,Eros Pisano,11342.0,Right Back,5,Hellas Verona,226,['d07abf2a-cb14-45f4-8409-9b15d749e779'],38,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:38.429,Pass,
,,,,,,,,,,,,,3.480456,,,,,,,,,,,,,1f72092a-2301-42d0-9ff9-19b9b07b9eb9,43,,"[70.7, 0.1]",3879795,0,,,,,0.43128482,,,,"[104.6, 15.7]",,High Pass,,37.317154,Incomplete,,Antonio Di Gaudio,11502.0,,,,,,Throw-in,1,From Throw In,Riccardo Gagliolo,11499.0,Left Back,6,Carpi,1683,"['00e6ff5f-472c-4ffd-bd7b-2525460e765f', 'b1506bfb-058b-4a3a-9ead-ba436bf98691']",48,,,,,,,,,,,,,,,,Carpi,1683,00:00:48.301,Pass,
,,,,,,,,,,,,,2.90867,,,,,,,,,,,,,35f91ddc-3760-44ef-b1be-fd2e62cb7191,47,,"[10.6, 73.0]",3879795,0,,,,,-0.2965458,,Right Foot,,"[57.4, 58.7]",,High Pass,,48.935978,,,Luca Toni,20252.0,,,,,,,1,From Throw In,Eros Pisano,11342.0,Right Back,6,Carpi,1683,['be00b7f4-632a-4ca4-818f-a75d8b2baab3'],54,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:54.369,Pass,
,,,,,,,,,,,,,1.739894,,,,,,,,,,,,,2b91a2bb-461e-4fdf-abc3-e059883ed7ad,49,,"[57.4, 58.7]",3879795,0,,,,,-1.9025134,,Other,,"[54.3, 49.7]",,Low Pass,,9.518929,Incomplete,,Giampaolo Pazzini,6686.0,,,,,,,1,From Throw In,Luca Toni,20252.0,Left Center Forward,6,Carpi,1683,"['a0e49db0-6375-4948-a459-604a0c1222af', 'd63190fd-167d-487f-a7be-0748b5e14c7e']",57,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:57.277,Pass,
,,,,,,,,,,,,,2.153938,,,,,,,,,,,,,5aa2313d-a30f-4c41-97b2-9f1786ac6160,53,,"[63.4, 33.4]",3879795,0,,,,,1.3344796,,Right Foot,,"[69.3, 57.9]",,Ground Pass,,25.200397,,,Lorenzo Pasciuti,387472.0,,,,,,,1,From Throw In,Isaac Cofie,7460.0,Center Defensive Midfield,6,Carpi,1683,['6eb49582-c9a6-4a70-a1cb-4c877b475e72'],59,,,,,,,,,,,,,,,,Carpi,1683,00:00:59.799,Pass,
,,,,,,,,,,,,,3.691305,,,,,,,,,,,,,760a0aaf-1060-4567-b6b3-cdb7110788c2,57,,"[81.2, 59.5]",3879795,1,,,,,-0.7009839,,Right Foot,,"[109.4, 35.7]",,Ground Pass,,36.900948,Incomplete,,Jerry Uche Mbakogu,32608.0,,,,,,,1,From Throw In,Lorenzo Pasciuti,387472.0,Right Midfield,6,Carpi,1683,"['590ac200-a100-4c04-a051-8364624d46b9', 'a6b6590a-fe1a-40ab-aeb5-fe61e3c72c39', 'dc67536b-4281-4dfb-a9c3-62087b5db1f2']",5,,,,,,,,,,,,,,,,Carpi,1683,00:01:05.073,Pass,True
,,,,,,,,,,,,,1.279704,,,,,,,,,,,,,d485af4e-5170-4219-9c70-3c64be25583c,61,,"[19.3, 36.4]",3879795,1,,,,,1.0310875,,Right Foot,,"[31.7, 57.1]",,Ground Pass,,24.129856,,,Vangelis Moras,31488.0,,,,,,,1,Regular Play,Pierluigi Gollini,8274.0,Goalkeeper,7,Hellas Verona,226,['3387b308-6861-4053-988a-028b569044f1'],21,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:21.558,Pass,
,,,,,,,,,,,,,1.809115,,,,,,,,,,,,,3bcd8444-ec75-45bf-86c5-17cb3c256fb9,64,,"[34.2, 56.4]",3879795,1,,,,,-1.4561929,,Right Foot,,"[37.4, 28.6]",,Ground Pass,,27.983566,,,Filip Helander,7966.0,,,,,,,1,Regular Play,Vangelis Moras,31488.0,Right Center Back,7,Hellas Verona,226,['8343934f-c864-499e-a229-6e686cccbc16'],24,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:24.297,Pass,
,,,,,,,,,,,,,0.978635,,,,,,,,,,,,,9abe0732-afeb-43c2-9de8-6640ec09d869,67,,"[42.1, 26.3]",3879795,1,,,,,0.7853982,,Left Foot,,"[52.6, 36.8]",,Ground Pass,,14.849242,,,Luca Marrone,31572.0,,,,,,,1,Regular Play,Filip Helander,7966.0,Left Center Back,7,Hellas Verona,226,['e3fc7f7a-00a5-48ab-87d3-dae19250dd01'],28,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:28.562,Pass,
,,,,,,,,,,,,,1.94007,,,,,,,,,,,,,7ac14e92-ea68-4dce-a1f5-b8624d2a67d5,70,,"[52.6, 36.8]",3879795,1,,,,,1.7681919,,Right Foot,,"[48.8, 55.8]",,Ground Pass,,19.376274,,,Vangelis Moras,31488.0,,,,,,,1,Regular Play,Luca Marrone,31572.0,Left Defensive Midfield,7,Hellas Verona,226,['968fb764-6a7c-4451-a85f-17ddeea4bd41'],30,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:30.451,Pass,
,,,,,,,,,,,,,1.304914,,,,,,,,,,,,,9329c949-5adf-4ed2-b4b6-dc543605b290,73,,"[52.2, 62.1]",3879795,1,,,,,0.63274884,,Right Foot,,"[71.7, 76.4]",,Ground Pass,,24.181398,,,Eros Pisano,11342.0,,,,,,,1,Regular Play,Vangelis Moras,31488.0,Right Center Back,7,Hellas Verona,226,['9ba876ef-939f-4f66-a94d-d0fb751cabf8'],33,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:33.646,Pass,
,,,,,,,,,,,,,1.564,,,,,,,,,,,,,aca46138-39c2-47fe-aa8b-7605db5bb1c7,76,,"[71.7, 76.4]",3879795,1,,,,,-2.5099857,,Right Foot,,"[52.7, 62.5]",,Ground Pass,,23.541666,,,Vangelis Moras,31488.0,,,,,,,1,Regular Play,Eros Pisano,11342.0,Right Back,7,Hellas Verona,226,['7409e0e3-062c-41f3-9289-74a48c8d2797'],36,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:36.889,Pass,
,,,,,,,,,,,,,1.642053,,,,,,,,,,,,,6920b06f-46cc-4ae8-b614-eb5236cd8fc6,78,,"[53.8, 65.3]",3879795,1,,,,,-0.61951584,,Right Foot,,"[79.6, 46.9]",,High Pass,,31.689116,,,Giampaolo Pazzini,6686.0,,,,,,,1,Regular Play,Vangelis Moras,31488.0,Right Center Back,7,Hellas Verona,226,['0eff176a-c039-4c2d-88ba-077e53539bde'],38,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:38.453,Pass,
,,,,,,,,,,,,,2.09374,,,,,,,,,,,,,84dea67c-1d5b-4a27-94d4-3650e562841e,85,,"[61.4, 46.6]",3879795,1,,,,,-1.4718558,,Left Foot,,"[64.1, 19.4]",,Ground Pass,,27.33368,,,Mohamed Salim Fares,7705.0,,,,,,,1,Regular Play,Luca Marrone,31572.0,Left Defensive Midfield,7,Hellas Verona,226,['5504cfc8-d793-4eb9-8911-dea8cadb2489'],44,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:44.099,Pass,
,,,,,,,,,,,,,1.92646,,,,,,,,,,,,,6613deb6-48e2-4f88-9ebc-3f6e7c4a9837,88,,"[71.0, 16.5]",3879795,1,,,,,0.6320137,,Left Foot,,"[100.5, 38.1]",,High Pass,,36.562412,,,Giampaolo Pazzini,6686.0,,,,,,,1,Regular Play,Mohamed Salim Fares,7705.0,Left Back,7,Hellas Verona,226,['805d4de5-6f76-4511-beeb-7554a9d034ec'],48,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:48.044,Pass,
,,,,,,,,,,,,,2.890533,,,,,,,,,,,,,c089b30b-a4ba-4a66-b486-8eb1d6295f57,91,,"[100.5, 38.1]",3879795,1,,,,True,0.96170914,,,,"[114.8, 58.6]",,Low Pass,,24.994799,Incomplete,,,,,,,,,,1,Regular Play,Giampaolo Pazzini,6686.0,Right Center Forward,7,Hellas Verona,226,"['0845f164-ba52-4359-8189-a510c0be8fcc', '5d5002da-05dd-4d95-b853-01c1a38d1e47']",49,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:49.970,Pass,True
,,,,,,,,,,,,,1.831689,,,,,,,,,,,,,f694a354-6697-48c0-b2d9-bfb9c9e91039,95,,"[5.6, 17.7]",3879795,1,,,,,-0.5394012,,Left Foot,,"[34.5, 0.4]",,Low Pass,,33.68234,Out,,,,,,,,,,1,Regular Play,Riccardo Gagliolo,11499.0,Left Back,7,Hellas Verona,226,['cb660cea-70a4-4a8c-b5e5-834fbb71fc2e'],53,,,,,,,,,,,,,,,,Carpi,1683,00:01:53.598,Pass,True
,,,,,,,,,,,,,1.504296,,,,,,,,,,,,,a60459eb-766a-433e-a29c-1687a09ebc24,96,,"[86.2, 80.0]",3879795,2,,,,,-2.431862,,,,"[71.3, 67.2]",,Low Pass,,19.643064,,,Vangelis Moras,31488.0,,,,,,Throw-in,1,From Throw In,Eros Pisano,11342.0,Right Back,8,Hellas Verona,226,['b1690dd7-2d89-48d7-a031-0bfb6586fc99'],2,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:02.766,Pass,
,,,,,,,,,,,,,1.099736,,,,,,,,,,,,,09e502b9-222f-482c-8e67-4e2424f79e7e,100,,"[78.0, 60.2]",3879795,2,,,,,-2.302193,,Right Foot,,"[71.0, 52.4]",,Ground Pass,,10.480458,,,Luca Marrone,31572.0,,,,,,,1,From Throw In,Vangelis Moras,31488.0,Right Center Back,8,Hellas Verona,226,"['768b9375-bc93-452d-824c-dca46f043332', 'c479e7c0-be85-4637-9771-4068824638dd']",7,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:07.748,Pass,True
,,,,,,,,,,,,,1.834575,,,,,,,,,,,,,6a185f25-b28b-47ef-bf69-2dcaa8651efc,103,,"[71.0, 52.4]",3879795,2,,,,,-1.4748816,,Right Foot,,"[74.3, 18.1]",,Ground Pass,,34.45838,,,Mohamed Salim Fares,7705.0,,,,,,,1,From Throw In,Luca Marrone,31572.0,Left Defensive Midfield,8,Hellas Verona,226,['6f2972bf-4b94-480c-af70-f15c05be9a46'],9,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:09.768,Pass,
,,,,,,,,,,,,,0.497431,,,,,,,,,,,,,d1b65797-f9be-46a3-af7d-115de0e1ed2b,106,,"[75.7, 17.7]",3879795,2,,,,,0.8500561,,Left Foot,,"[82.2, 25.1]",,Ground Pass,,9.849365,,,Luca Siligardi,11494.0,,,,,,,1,From Throw In,Mohamed Salim Fares,7705.0,Left Back,8,Hellas Verona,226,['2d46eba7-ca3f-4a22-8f92-314ea730ec51'],12,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:12.669,Pass,
,,,,,,,,,,,,,1.727995,,,,,,,,,,,,,0543d8d6-21bb-4a27-8fd4-dd7ed43e1388,108,,"[82.2, 25.1]",3879795,2,,,,,-0.93390304,,Left Foot,,"[93.0, 10.5]",,Ground Pass,,18.160397,,,Mohamed Salim Fares,7705.0,,,,,,,1,From Throw In,Luca Siligardi,11494.0,Left Midfield,8,Hellas Verona,226,['479d5651-a903-4ec0-86e3-099320f57dcc'],13,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:13.166,Pass,
,,,,,,,,,,,,,0.985991,,,,,,,,,,,,,a70f3322-65fb-404f-a31d-d1dfbf82d8a4,116,,"[95.2, 3.7]",3879795,2,,,,,-0.85843873,,Left Foot,,"[97.1, 1.5]",,Ground Pass,,2.9068885,,,Luca Siligardi,11494.0,,,,,,,1,From Throw In,Mohamed Salim Fares,7705.0,Left Back,8,Hellas Verona,226,"['447f1964-e2ec-4d1b-a3d5-ae4c18168614', '6321c54b-93ce-4caf-8ea1-a5466a664d2f']",20,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:20.370,Pass,True
,,,,,,,,,,,,,2.129769,,,,,,,,,,,,,79b22966-988a-4464-95b2-2b4ac08bebd7,124,,"[48.1, 74.4]",3879795,2,,,,,-0.20265867,,Right Foot,,"[77.3, 68.4]",,Ground Pass,,29.810066,Unknown,,Jerry Uche Mbakogu,32608.0,,,,,,,1,From Throw In,Lorenzo Pasciuti,387472.0,Right Midfield,8,Hellas Verona,226,['edf70f16-84bc-4453-ba7a-8a20d05c2afb'],26,,,,,,,,,,,,,,,,Carpi,1683,00:02:26.085,Pass,
,,,,,,,,,,,,,2.173382,,,,,,,,,,,,,597e0d99-d477-49b4-aa15-425d068c9c6a,128,,"[42.8, 10.8]",3879795,2,,True,,,1.0664587,,Right Foot,,"[51.3, 26.2]",,Ground Pass,,17.590054,,,Luca Marrone,31572.0,,,,,,Free Kick,1,From Free Kick,Filip Helander,7966.0,Left Center Back,9,Hellas Verona,226,['e7f7ed51-0241-4b74-808f-8b1bd3c78d87'],31,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:31.648,Pass,
,,,,,,,,,,,,,2.698857,,,,,,,,,,,,,a2b3417d-bfa2-46b8-a3cf-1dc64ae7f042,130,,"[51.9, 28.1]",3879795,2,,,,,1.6573145,,Left Foot,,"[48.5, 67.3]",,Ground Pass,,39.34717,,,Eros Pisano,11342.0,,,,,,,1,From Free Kick,Luca Marrone,31572.0,Left Defensive Midfield,9,Hellas Verona,226,['49880fd1-0830-43cd-afae-2801df9f73d1'],37,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:37.991,Pass,
,,,,,,,,,,,,,1.180175,,,,,,,,,,,,,d2a9b436-309f-49a6-818c-4f6023614132,133,,"[48.9, 71.0]",3879795,2,,,,,-0.15765506,,Right Foot,,"[68.4, 67.9]",,Ground Pass,,19.744873,Incomplete,,Paweł Wszołek,11339.0,,,,,,,1,From Free Kick,Eros Pisano,11342.0,Right Back,9,Hellas Verona,226,"['90c6875a-657f-4c39-8f43-eed2de177dcc', 'd0cc3e6a-d6d2-4308-8acc-a05167ec5ba7']",40,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:40.724,Pass,
,,,,,,,,,,,,,0.978939,,,,,,,,,,,,,79e340fd-0eca-4d7e-b063-f25ab3112c97,138,,"[37.4, 56.2]",3879795,2,,,,,-0.8014396,,Right Foot,,"[46.6, 46.7]",,Ground Pass,,13.224598,,,Luca Marrone,31572.0,,,,,,,1,From Free Kick,Vangelis Moras,31488.0,Right Center Back,9,Hellas Verona,226,['df823e69-8ad9-420c-8c46-fdfdf3813714'],46,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:46.538,Pass,
