50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.357093,,,,,,,,,,,,dc4fdfd4-ec4d-4d2f-a101-753e93bac5d0,16,,,"[42.5, 63.7]",3879552,0,,,,0.45815316,,Right Foot,,,"[57.1, 70.9]",,Ground Pass,,16.27882,,,,Edenílson Andrade dos Santos,25116.0,,,,,,1,From Kick Off,Iván Rodrigo Piris Leguizamón,46670.0,,Right Back,2,Udinese,230,['ad25226d-f6ec-4752-a9e4-1065ccff1b27'],9,,,,,,,,,,,,,,,,,,Udinese,230,00:00:09.721,Pass,
,,,,,,,,,,,,,,,,0.151299,,,,,,,,,,,,3a5421aa-b09b-475b-ba65-afec1c72d592,20,,,"[56.1, 73.4]",3879552,0,,,,-0.34302393,,Right Foot,,,"[57.5, 72.9]",,Ground Pass,,1.4866068,,Incomplete,,Duván Esteban Zapata Banguera,7017.0,,,,,,1,From Kick Off,Edenílson Andrade dos Santos,25116.0,,Right Center Midfield,2,Udinese,230,"['23c02980-1513-4da5-8023-22224c80899c', 'f7c1403e-3f63-4a98-96b3-0e95883a8746']",12,,,,,,,,,,,,,,,,,,Udinese,230,00:00:12.020,Pass,
,,,,,,,,,,,,,,,,1.411691,,,,,,,,,,,,7b4fd223-0368-4aa5-93f8-17526dbfca4f,23,,,"[72.4, 80.0]",3879552,0,,,,-0.7281919,,,,,"[84.4, 69.3]",,High Pass,,16.077623,,Incomplete,,Cyril Théréau,8272.0,,,,,Throw-in,1,From Throw In,Iván Rodrigo Piris Leguizamón,46670.0,,Right Back,3,Udinese,230,"['0a45c95d-8c05-42a2-a440-43154a3aa1bc', '6a897a28-54c1-4714-a859-8d1251d670f7']",22,,,,,,,,,,,,,,,,,,Udinese,230,00:00:22.563,Pass,
,,,,,,,,,,,,,,,,2.002468,,,,,,,,,,,,0a45c95d-8c05-42a2-a440-43154a3aa1bc,25,,,"[35.7, 10.8]",3879552,0,,,,0.35621965,,Head,,,"[44.3, 14.0]",,High Pass,,9.176056,,Incomplete,,Emanuele Giaccherini,7775.0,,,,,Interception,1,From Throw In,Luca Rossettini,7142.0,,Left Center Back,3,Udinese,230,"['7b4fd223-0368-4aa5-93f8-17526dbfca4f', 'acb3bf2b-8d2f-47c9-93d0-de7efe6a08f6', 'dd275a25-ba86-4b4d-9a44-5abbd3966014']",23,,,,,,,,,,,,,,,,,,Bologna,240,00:00:23.974,Pass,
,,,,,,,,,,,,,,,,0.987319,,,,,,,,,,,,acb3bf2b-8d2f-47c9-93d0-de7efe6a08f6,27,,,"[75.8, 66.1]",3879552,0,,,,0.0,,Head,,,"[88.8, 66.1]",,Low Pass,,13.0,,Incomplete,,Duván Esteban Zapata Banguera,7017.0,,,,,Recovery,1,From Throw In,Manuel Rolando Iturra Urrutia,6743.0,,Center Defensive Midfield,3,Udinese,230,"['0a45c95d-8c05-42a2-a440-43154a3aa1bc', 'a3434d85-2cde-466a-bff4-799cc22ff6ac', 'ba136551-515a-4c9c-85c5-f33fc3b3328f']",25,,,,,,,,,,,,,,,,,,Udinese,230,00:00:25.977,Pass,
,,,,,,,,,,,,,,,,2.564849,,,,,,,,,,,,2bc6cb35-88cf-428d-9a58-c8691829afad,32,,,"[32.3, 25.9]",3879552,0,,,,2.7536125,,Right Foot,,,"[20.8, 30.6]",,Ground Pass,,12.423365,,,,Marios Oikonomou,8873.0,,,,,Recovery,1,Regular Play,Amadou Diawara,8284.0,,Center Defensive Midfield,4,Bologna,240,['a1510b78-f27c-44be-9ba8-4ac2501da7cb'],29,,,,,,,,,,,,,,,,,,Bologna,240,00:00:29.239,Pass,
,,,,,,,,,,,,,,,,2.479488,,,,,,,,,,,,5df9fbf1-1106-4902-bffe-70c7d1c91d34,35,,,"[19.5, 32.0]",3879552,0,,,,1.551191,,Right Foot,,,"[20.2, 67.7]",,Ground Pass,,35.706863,,,,Alex Ferrari,7704.0,,,,,,1,Regular Play,Marios Oikonomou,8873.0,,Right Center Back,4,Bologna,240,['a57fa5f5-84e6-4973-a563-dec4b52f913b'],31,,,,,,,,,,,,,,,,,,Bologna,240,00:00:31.804,Pass,
,,,,,,,,,,,,,,,,2.500424,,,,,,,,,,,,451a071d-7ab4-4594-875c-5b60daf046bb,38,,,"[20.2, 71.4]",3879552,0,,,,-0.40972006,,Right Foot,,,"[65.1, 51.9]",,Low Pass,,48.95161,,Incomplete,,Mattia Destro,8103.0,,,,,,1,Regular Play,Alex Ferrari,7704.0,,Right Back,4,Bologna,240,"['1f6a6dcb-1586-4359-9b94-19c3b6a25253', 'a1d99c0b-4bb6-40ba-9ba9-7dd24207f8d1']",35,,,,,,,,,,,,,,,,,,Bologna,240,00:00:35.327,Pass,
,,,,,,,,,,,,,,,,1.097679,,,,,,,,,,,,a1d99c0b-4bb6-40ba-9ba9-7dd24207f8d1,40,,,"[55.0, 28.2]",3879552,0,,,,0.36798093,,Right Foot,,,"[63.3, 31.4]",,Ground Pass,,8.895505,,,,Manuel Rolando Iturra Urrutia,6743.0,,,,,Recovery,1,Regular Play,Danilo Larangeira,7799.0,,Left Center Back,5,Udinese,230,"['451a071d-7ab4-4594-875c-5b60daf046bb', 'ff7cd227-ec70-4945-9db2-27cf4d69bd14']",37,,,,,,,,,,,,,,,,,,Udinese,230,00:00:37.827,Pass,
,,,,,,,,,,,,,,,,2.689512,,,,,,,,,,,,f1f7d752-950f-451c-9376-5757c3c4c73b,43,,,"[58.9, 31.0]",3879552,0,,,,1.6190163,,Right Foot,,,"[57.1, 68.3]",,Ground Pass,,37.343407,,,,Iván Rodrigo Piris Leguizamón,46670.0,,,,,,1,Regular Play,Manuel Rolando Iturra Urrutia,6743.0,,Center Defensive Midfield,5,Udinese,230,['71b4772e-9712-476c-9956-d621158da75e'],40,,,,,,,,,,,,,,,,,,Udinese,230,00:00:40.365,Pass,
,,,,,,,,,,,,,,,,1.003949,,,,,,,,,,,,3bc760db-5af9-4734-9f9c-ccaff7c8f99a,46,,,"[71.6, 70.1]",3879552,0,,,,-0.7163835,,Right Foot,,,"[83.2, 60.0]",,Ground Pass,,15.380833,,,,Duván Esteban Zapata Banguera,7017.0,,,,,,1,Regular Play,Iván Rodrigo Piris Leguizamón,46670.0,,Right Back,5,Udinese,230,['948d0b2a-4ad1-4155-bf13-23076203150e'],45,,,,,,,,,,,,,,,,,,Udinese,230,00:00:45.434,Pass,
,,,,,,,,,,,,,,,,0.221097,,,,,,,,,,,,2d0c54df-fee9-4655-93c1-2bc4a53a167e,50,,,"[78.3, 70.1]",3879552,0,,,,0.27829966,,Right Foot,,,"[81.1, 70.9]",,Ground Pass,,2.912044,,Incomplete,,Iván Rodrigo Piris Leguizamón,46670.0,,,,,,1,Regular Play,Duván Esteban Zapata Banguera,7017.0,,Right Center Forward,5,Udinese,230,"['130e71c3-ba4f-4f90-90ec-6fb82f9eb5f4', 'fad9fb2c-2723-4196-a2a3-d8f82d11da5c']",48,,,,,,,,,,,,,,,,,,Udinese,230,00:00:48.230,Pass,
,,,,,,,,,,,,,,,,1.434528,,,,,,,,,,,,da1dce24-ad72-4bd0-b0a8-03d9c777d6fb,59,,,"[38.7, 21.9]",3879552,0,,,,0.648145,,Right Foot,,,"[49.0, 29.7]",,Ground Pass,,12.920139,,,,Anthony Mounier,34565.0,,,,,,1,Regular Play,Emanuele Giaccherini,7775.0,,Left Wing,5,Udinese,230,"['81cc68c0-f1d1-4b62-b6ab-7d0cdac57d37', 'cde8a2c1-6f26-45e9-8fcd-e86a195ef8c5']",51,,,,,,,,,,,,,,,,,,Bologna,240,00:00:51.481,Pass,True
,,,,,,,,,,,,,,,,4.038464,,,,,,,,,,,,a35d5ec9-f19c-4614-b4c6-a4fd3bb1f618,63,,,"[55.0, 30.3]",3879552,0,,,,1.5426347,,Left Foot,,,"[56.4, 80.0]",,High Pass,,49.719715,,Out,,Alex Ferrari,7704.0,,True,,,,1,Regular Play,Anthony Mounier,34565.0,,Right Wing,5,Udinese,230,"['2330380d-db37-47c9-ba68-8c6daccb3fa4', 'a222b2a3-e633-4d2c-8ced-c2a7dd4e5f58']",54,,,,,,,,,,,,,,,,,,Bologna,240,00:00:54.009,Pass,True
,,,,,,,,,,,,,,,,1.936043,,,,,,,,,,,,95fb3985-ce11-4ad4-af9f-6ed392fb5357,65,,,"[57.3, 0.1]",3879552,1,True,,,2.7358513,,,,,"[43.1, 6.2]",,Low Pass,,15.454773,,,,Danilo Larangeira,7799.0,,,,,Throw-in,1,From Throw In,Ali Adnan Kadhim Al Tameemi,8191.0,,Left Back,6,Udinese,230,['eb3a2373-be07-4d65-a7b5-b66494511974'],6,,,,,,,,,,,,,,,,,,Udinese,230,00:01:06.112,Pass,
,,,,,,,,,,,,,,,,1.488809,,,,,,,,,,,,8db14c26-2a2a-4462-81ea-fddcab4b5bde,67,,,"[43.8, 11.1]",3879552,1,,,,-0.42473283,,Right Foot,,,"[63.7, 2.1]",,Ground Pass,,21.840559,,,,Ali Adnan Kadhim Al Tameemi,8191.0,,,,,,1,From Throw In,Danilo Larangeira,7799.0,,Left Center Back,6,Udinese,230,['25590f1a-99c4-4590-9b79-bbb69b6ec111'],10,,,,,,,,,,,,,,,,,,Udinese,230,00:01:10.321,Pass,
,,,,,,,,,,,,,,,,0.879927,,,,,,,,,,,,f684da7f-8855-4fc4-a8c1-852dd2f7d1b1,72,,,"[79.0, 2.8]",3879552,1,,,,-0.23655781,,Right Foot,,,"[90.2, 0.1]",,Ground Pass,,11.520851,,Out,,Emmanuel Agyemang-Badu,24722.0,,,,,,1,From Throw In,Ali Adnan Kadhim Al Tameemi,8191.0,,Left Back,6,Udinese,230,"['058926f8-7438-4521-aa06-338df06ee627', '5c1aef02-6d60-4117-98f4-583ddff3c97a']",13,,,,,,,,,,,,,,,,,,Udinese,230,00:01:13.818,Pass,True
,,,,,,,,,,,,,,,,3.028323,,,,,,,,,,,,769a8990-10d7-44cf-9d8d-f568d6c22a78,74,,,"[30.5, 80.0]",3879552,1,True,,,-0.26811078,,,,,"[48.7, 75.0]",,Low Pass,,18.874321,,,,Luca Rizzo,11729.0,,,,,Throw-in,1,From Throw In,Alex Ferrari,7704.0,,Right Back,7,Bologna,240,['47508fa1-6dc9-4a3f-86af-3c0b2b220fed'],19,,,,,,,,,,,,,,,,,,Bologna,240,00:01:19.717,Pass,
,,,,,,,,,,,,,,,,1.529599,,,,,,,,,,,,55ba46f4-dd46-4568-a2af-a0a5853c2e4f,77,,,"[82.6, 0.1]",3879552,1,,,,0.2415657,,,,,"[96.4, 3.5]",,Low Pass,,14.21267,,,,Emmanuel Agyemang-Badu,24722.0,,,,,Throw-in,1,From Throw In,Ali Adnan Kadhim Al Tameemi,8191.0,,Left Back,8,Udinese,230,['a787d5bc-c7e0-446a-a65a-2e9fcc3ce9d2'],41,,,,,,,,,,,,,,,,,,Udinese,230,00:01:41.824,Pass,
,,,,,,,,,,,,,,,,1.472277,,,,,,,,,,,,3dc8026b-a25c-4271-9f9d-b555646da863,82,,,"[94.1, 3.4]",3879552,1,,,,2.6316206,,Right Foot,,,"[88.2, 6.7]",,High Pass,,6.7601776,,Incomplete,,Marco Antônio De Mattos Filho,27044.0,,,,,,1,From Throw In,Emmanuel Agyemang-Badu,24722.0,,Left Center Midfield,8,Udinese,230,"['117fa11d-094f-4c8d-9e21-29cea3192545', '63175229-a584-4773-8973-a35ad2881192', 'e8b0fd3c-773c-4bfc-92a7-bbb04603115f']",43,,,,,,,,,,,,,,,,,,Udinese,230,00:01:43.838,Pass,True
,,,,,,,,,,,,,,,,0.955292,,,,,,,,,,,,80ae21bb-562e-4d87-b3ed-cfa32c4735f9,89,,,"[82.2, 10.1]",3879552,1,,,,-0.2372068,,Right Foot,,,"[91.3, 7.9]",,Ground Pass,,9.362158,,,,Emmanuel Agyemang-Badu,24722.0,,,,,Recovery,1,From Throw In,Manuel Rolando Iturra Urrutia,6743.0,,Center Defensive Midfield,8,Udinese,230,['f225b632-b231-483c-b89d-4733cd8fe9a5'],47,,,,,,,,,,,,,,,,,,Udinese,230,00:01:47.160,Pass,
,,,,,,,,,,,,,,,,0.232282,,,,,,,,,,,,e84ad1ca-7106-42c1-a0ad-299bbd333ef0,94,,,"[27.4, 76.6]",3879552,1,,,,0.4636476,,Right Foot,,,"[29.0, 77.4]",,Low Pass,,1.7888544,,Incomplete,,,,,,,,Recovery,1,From Throw In,Luca Rizzo,11729.0,,Right Center Midfield,8,Udinese,230,['5b63ad55-41d7-433a-9928-f36b17369d61'],49,,,,,,,,,,,,,,,,,,Bologna,240,00:01:49.072,Pass,
,,,,,,,,,,,,,,,,1.048554,,,,,,,,,,,,a3ef8e0f-c8f3-445d-81bc-a01b73bd9505,99,,,"[15.7, 74.2]",3879552,1,,,,-2.346294,,Right Foot,,,"[10.7, 69.1]",,Ground Pass,,7.1421285,,,,Marios Oikonomou,8873.0,,,,,,1,From Throw In,Alex Ferrari,7704.0,,Right Back,8,Udinese,230,"['052c9e58-cd75-4599-9fdf-89241bc1c985', 'afbac24f-674f-4a2f-a268-6a2df45dcb00']",51,,,,,,,,,,,,,,,,,,Bologna,240,00:01:51.290,Pass,True
,,,,,,,,,,,,,,,,3.211861,,,,,,,,,,,,e54041c7-89ce-4fa8-b26f-cb1d3f085b82,101,,,"[10.7, 69.1]",3879552,1,,,,-0.1978145,,Right Foot,,,"[56.6, 59.9]",,High Pass,,46.812927,,Incomplete,,Mattia Destro,8103.0,,,,,,1,From Throw In,Marios Oikonomou,8873.0,,Right Center Back,8,Udinese,230,"['e876a5b5-54ef-4e7c-b734-047cd5ec2c38', 'fa71f091-269f-4eed-a7c4-5c4c0234ea33']",52,,,,,,,,,,,,,,,,,,Bologna,240,00:01:52.338,Pass,
,,,,,,,,,,,,,,,,1.555834,,,,,,,,,,,,fa71f091-269f-4eed-a7c4-5c4c0234ea33,103,,,"[63.5, 20.2]",3879552,1,,,,-0.14994517,,Head,,,"[77.4, 18.1]",,High Pass,,14.057738,,Incomplete,,Emmanuel Agyemang-Badu,24722.0,,,,,Recovery,1,From Throw In,Danilo Larangeira,7799.0,,Left Center Back,8,Udinese,230,"['56efad02-977e-4cfd-9b7f-ef98def74c35', 'b1c2fd5f-2b7a-4ceb-84f3-e3bda081f65e', 'e54041c7-89ce-4fa8-b26f-cb1d3f085b82']",55,,,,,,,,,,,,,,,,,,Udinese,230,00:01:55.550,Pass,
,,,,,,,,,,,,,,,,2.894389,,,,,,,,,,,,b1c2fd5f-2b7a-4ceb-84f3-e3bda081f65e,105,,,"[42.7, 62.0]",3879552,1,,,,0.70627975,,Head,,,"[63.8, 80.0]",,High Pass,,27.734636,,Out,,Anthony Mounier,34565.0,,,,,Recovery,1,From Throw In,Luca Rizzo,11729.0,,Right Center Midfield,8,Udinese,230,"['55354b3f-9193-4c72-850b-6a4052b533d1', 'fa71f091-269f-4eed-a7c4-5c4c0234ea33']",57,,,,,,,,,,,,,,,,,,Bologna,240,00:01:57.106,Pass,
,,,,,,,,,,,,,,,,2.084553,,,,,,,,,,,,53fa972b-0ee1-4e05-8631-8308e9991f43,107,,,"[63.5, 0.1]",3879552,2,,,,0.19668584,,,,,"[90.6, 5.5]",,High Pass,,27.63277,,,,Duván Esteban Zapata Banguera,7017.0,,,,,Throw-in,1,From Throw In,Ali Adnan Kadhim Al Tameemi,8191.0,,Left Back,9,Udinese,230,['aaedf91d-c744-4792-a85f-d11311298445'],12,,,,,,,,,,,,,,,,,,Udinese,230,00:02:12.509,Pass,
,,,,,,,,,,,,,,,,3.695117,,,,,,,,,,,,a49cb239-efad-4fa0-a64c-5e213c246705,115,,,"[83.2, 15.2]",3879552,2,,,,1.311776,,Right Foot,,,"[97.8, 70.3]",,Ground Pass,,57.00149,,,,Iván Rodrigo Piris Leguizamón,46670.0,,True,,,,1,From Throw In,Emmanuel Agyemang-Badu,24722.0,,Left Center Midfield,9,Udinese,230,"['177761c1-b489-4702-853c-c9bf52703435', '2107fec0-051b-4330-a9e8-17618ff0da7b']",16,,,,,,,,,,,,,,,,,,Udinese,230,00:02:16.658,Pass,True
,,,,,,,,,,,,,,,,1.80743,,,,,,,,,,,,ebcef301-4862-4198-8c69-351a4b5e0401,118,,,"[105.2, 70.1]",3879552,2,,,,-1.4410938,14c49790-7524-4d9f-af28-8502d0848be7,Right Foot,True,,"[109.1, 40.2]",,High Pass,,30.153275,,,,Emmanuel Agyemang-Badu,24722.0,True,,,,,1,From Throw In,Iván Rodrigo Piris Leguizamón,46670.0,,Right Back,9,Udinese,230,['495c2047-5ec9-47cc-8a25-a6ec33858ca5'],21,,,,,,,,,,,,,,,,,,Udinese,230,00:02:21.383,Pass,
,,,,,,,,,,,,,,,,0.725463,,,,,,,,,,,,69f9749c-1c8b-4493-841a-1c85f5991406,141,,,"[106.9, 64.8]",3879552,2,,,,-1.4162595,,Right Foot,True,,"[110.0, 44.9]",,High Pass,,20.14001,,Incomplete,,,,,,,,,1,Regular Play,Iván Rodrigo Piris Leguizamón,46670.0,,Right Back,11,Udinese,230,['c7b550d9-a3ed-44ff-bf30-fe69c89bef1c'],34,,,,,,,,,,,,,,,,,,Udinese,230,00:02:34.786,Pass,
,,,,,,,,,,,,,,,,0.332567,,,,,,,,,,,,f1046471-c32b-45cf-a78f-230be7d092fd,146,,,"[96.7, 47.2]",3879552,2,,,,0.94200003,,Left Foot,,,"[98.3, 49.4]",,Ground Pass,,2.720294,,Unknown,,Edenílson Andrade dos Santos,25116.0,,,,,,1,Regular Play,Manuel Rolando Iturra Urrutia,6743.0,,Center Defensive Midfield,11,Udinese,230,"['74faa6c9-ccc7-40a6-bad6-4e598e07c531', 'f47fc6c8-bae0-4a72-84cf-4f003bd25ab1']",37,,,,,,,,,,,,,,,,,,Udinese,230,00:02:37.600,Pass,True
