50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.044707,,,,,,,,,,,,,9b66a752-15d0-44af-8e4c-20f5dc6f4b0c,18,,"[45.6, 8.3]",3878542,0,,,,0.45942822,,Left Foot,,,,"[55.1, 13.0]",Ground Pass,,10.599056,,,,,Federico Bernardeschi,7777.0,,,,,,1,From Kick Off,Marcos Alonso Mendoza,3964.0,Left Wing Back,2,Fiorentina,239,['72d81c56-63bc-481c-b092-7968d71b3187'],13,,,,,,,,,,,,,,,,Fiorentina,239,00:00:13.698,Pass,
,,,,,,,,,,,,,,,,,0.560842,,,,,,,,,,,,,959cc1ed-2599-4f58-bb1b-f72e2dd49811,22,,"[50.8, 8.3]",3878542,0,,,,-1.2949904,,Left Foot,,,,"[52.3, 3.0]",Ground Pass,,5.508176,,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,From Kick Off,Federico Bernardeschi,7777.0,Left Attacking Midfield,2,Fiorentina,239,['a767e7e7-12bf-4e60-b9d3-e318820925f0'],16,,,,,,,,,,,,,,,,Fiorentina,239,00:00:16.743,Pass,
,,,,,,,,,,,,,,,,,0.904155,,,,,,,,,,,,,f301f36c-d84b-4bec-93fa-2b002900f7ff,27,,"[51.3, 3.3]",3878542,0,,,,1.7143797,,Left Foot,,,,"[50.1, 11.6]",Ground Pass,,8.386298,,,Incomplete,,Milan Badelj,6305.0,,,,,,1,From Kick Off,Marcos Alonso Mendoza,3964.0,Left Wing Back,2,Fiorentina,239,"['005c4c9d-0c13-45e4-a113-70cf1ead6307', '391ac98c-d7ec-44b2-b143-e32ec1e96804', 'f1a54cfa-de8e-4058-a1d5-fd3efb495d80']",18,,,,,,,,,,,,,,,,Fiorentina,239,00:00:18.417,Pass,True
,,,,,,,,,,,,,,,,,2.623198,,,,,,,,,,,,,61fb64e7-6ea9-4ffe-862a-cdca6e836a3a,30,,"[49.7, 0.1]",3878542,0,,,,0.093136355,,,,,,"[86.1, 3.5]",Low Pass,,36.558445,,,,,Nikola Kalinić,7033.0,,,,,Throw-in,1,From Throw In,Marcos Alonso Mendoza,3964.0,Left Wing Back,3,Fiorentina,239,['2ffb8b01-1995-45f7-9720-ec8439f5c113'],28,,,,,,,,,,,,,,,,Fiorentina,239,00:00:28.044,Pass,
,,,,,,,,,,,,,,,,,0.989444,,,,,,,,,,,,,c2df1b8f-16fa-4190-bb83-959ccecc48af,34,,"[84.6, 5.0]",3878542,0,,,,-2.8160968,,Right Foot,,,,"[76.6, 2.3]",Ground Pass,,8.44334,,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,From Throw In,Nikola Kalinić,7033.0,Center Forward,3,Fiorentina,239,['1092229d-3f4c-449b-9d36-6e3795c77d75'],31,,,,,,,,,,,,,,,,Fiorentina,239,00:00:31.998,Pass,
,,,,,,,,,,,,,,,,,0.81115,,,,,,,,,,,,,fa75bb0c-0092-4f07-b6ee-b386b894bf08,41,,"[33.8, 77.8]",3878542,0,,,,-2.7122452,,Left Foot,,,,"[25.5, 74.0]",Ground Pass,,9.128527,,,,,Mattia De Sciglio,6944.0,,,,,,1,Regular Play,Andrea Bertolacci,7147.0,Right Center Midfield,4,AC Milan,243,"['4bc45bc1-0b46-4c4c-8f7d-e0691ff26001', '6cdeb66a-0c7d-40b4-b904-7dc6b88beaf7']",35,,,,,,,,,,,,,,,,AC Milan,243,00:00:35.408,Pass,True
,,,,,,,,,,,,,,,,,2.276499,,,,,,,,,,,,,1c65d431-7d85-4b81-b06e-cd3c36a75335,45,,"[25.1, 73.9]",3878542,0,,,,-2.1391551,,Right Foot,,,,"[9.9, 50.1]",Ground Pass,,28.239689,,,,,Diego López Rodríguez,6768.0,,,,,,1,Regular Play,Mattia De Sciglio,6944.0,Right Back,4,AC Milan,243,"['176f2222-6654-460d-9c14-8b6875dedb7f', '1f199e22-0fb6-4a50-90a4-4ea19e7f2533']",36,,,,,,,,,,,,,,,,AC Milan,243,00:00:36.703,Pass,True
,,,,,,,,,,,,,,,,,3.387266,,,,,,,,,,,,,01b72d25-dded-41cb-9e36-72088bd55eb4,48,,"[12.2, 48.0]",3878542,0,,,,0.075328894,,Right Foot,,,,"[54.6, 51.2]",High Pass,,42.520584,,,Incomplete,,,,,,,,,1,Regular Play,Diego López Rodríguez,6768.0,Goalkeeper,4,AC Milan,243,"['55e79cc1-1634-4581-9d7c-b9e928401075', 'abf4a0ea-0c73-4dc9-b123-2a6b2b9c478c']",38,,,,,,,,,,,,,,,,AC Milan,243,00:00:38.980,Pass,True
,,,,,,,,,,,,,,,,,2.359164,,,,,,,,,,,,,55e79cc1-1634-4581-9d7c-b9e928401075,49,,"[65.5, 28.9]",3878542,0,,,,1.0110404,,Head,,,,"[80.1, 52.2]",High Pass,,27.496363,,,Incomplete,,Gilberto Moraes Junior,25303.0,,,,,Recovery,1,Regular Play,Milan Badelj,6305.0,Left Defensive Midfield,4,AC Milan,243,"['01b72d25-dded-41cb-9e36-72088bd55eb4', '67069a77-47cd-4015-9eea-35738cf330c7', 'ea2cf42b-e33e-40c4-a50a-26c8ddfc19b6']",42,,,,,,,,,,,,,,,,Fiorentina,239,00:00:42.367,Pass,
,,,,,,,,,,,,,,,,,1.511622,,,,,,,,,,,,,ea2cf42b-e33e-40c4-a50a-26c8ddfc19b6,51,,"[40.0, 27.9]",3878542,0,,,,0.4701305,,Head,,,,"[64.6, 40.4]",High Pass,,27.593658,,,,,Luiz Adriano de Souza da Silva,21272.0,,,,,Recovery,1,Regular Play,Luca Antonelli,8874.0,Left Back,4,AC Milan,243,"['55e79cc1-1634-4581-9d7c-b9e928401075', 'b90bd1ad-60ce-4532-877d-a2f0aaf7472e']",44,,,,,,,,,,,,,,,,AC Milan,243,00:00:44.726,Pass,
,,,,,,,,,,,,,,,,,1.373964,,,,,,,,,,,,,bc3935e7-1e27-4d10-9923-f4c83e64bad5,55,,"[64.8, 40.6]",3878542,0,,,,-1.5812126,,Right Foot,,,,"[64.6, 21.4]",Ground Pass,,19.201042,,,,,Giacomo Bonaventura,7026.0,,,,,,1,Regular Play,Luiz Adriano de Souza da Silva,21272.0,Left Center Forward,4,AC Milan,243,"['5433c2b7-fb79-49a3-80cf-8980d3111a2e', 'ff0eaee2-5a95-47a7-8a04-ba9337397407']",46,,,,,,,,,,,,,,,,AC Milan,243,00:00:46.278,Pass,True
,,,,,,,,,,,,,,,,,1.260677,,,,,,,,,,,,,42faab19-f9e5-44b3-af52-44b5f71839e8,58,,"[86.1, 4.4]",3878542,0,,,,3.0050077,,Right Foot,,,,"[65.0, 7.3]",Ground Pass,,21.298357,,,,,Luca Antonelli,8874.0,,,,,,1,Regular Play,Giacomo Bonaventura,7026.0,Left Center Midfield,4,AC Milan,243,['7cb5a030-a86a-46a5-ac65-4aeaf016d92b'],52,,,,,,,,,,,,,,,,AC Milan,243,00:00:52.631,Pass,
,,,,,,,,,,,,,,,,,0.815915,,,,,,,,,,,,,c08b87cc-f535-4496-9838-892e0d520272,61,,"[64.1, 7.5]",3878542,0,,,,2.3414896,,Left Foot,,,,"[57.4, 14.4]",Ground Pass,,9.617692,,,,,Nigel de Jong,20057.0,,,,,,1,Regular Play,Luca Antonelli,8874.0,Left Back,4,AC Milan,243,['40d6593a-4d30-45d5-b3f0-d9d6e3ba0bdd'],54,,,,,,,,,,,,,,,,AC Milan,243,00:00:54.653,Pass,
,,,,,,,,,,,,,,,,,1.772906,,,,,,,,,,,,,4513f169-9d05-485f-9e64-f1599fa76d11,64,,"[56.7, 15.3]",3878542,0,,,,3.1163454,,Right Foot,,,,"[36.9, 15.8]",Ground Pass,,19.806313,,,,,Alessio Romagnoli,7458.0,,,,,,1,Regular Play,Nigel de Jong,20057.0,Center Defensive Midfield,4,AC Milan,243,['acef3a90-b0bc-49fc-a7a9-09b1959aa7cc'],56,,,,,,,,,,,,,,,,AC Milan,243,00:00:56.930,Pass,
,,,,,,,,,,,,,,,,,0.942886,,,,,,,,,,,,,01be05cc-b7b1-4a5a-8438-441b11065a46,67,,"[43.2, 13.0]",3878542,1,,,,-0.39169994,,Left Foot,,,,"[57.0, 7.3]",Ground Pass,,14.9308405,,,,,Luca Antonelli,8874.0,,,,,,1,Regular Play,Alessio Romagnoli,7458.0,Left Center Back,4,AC Milan,243,['ae85e557-2974-4ec4-b954-fd1c984662b5'],0,,,,,,,,,,,,,,,,AC Milan,243,00:01:00.995,Pass,
,,,,,,,,,,,,,,,,,1.102138,,,,,,,,,,,,,048379e9-57b6-4719-ac0a-e3de12f7d3ea,70,,"[84.6, 11.7]",3878542,1,,,,-1.5707964,,Right Foot,,,,"[84.6, 5.8]",Ground Pass,,5.9,,,,,Giacomo Bonaventura,7026.0,,,,,,1,Regular Play,Luca Antonelli,8874.0,Left Back,4,AC Milan,243,['4e45c132-b042-4169-881e-9de946946050'],7,,,,,,,,,,,,,,,,AC Milan,243,00:01:07.547,Pass,
,,,,,,,,,,,,,,,,,1.404777,,,,,,,,,,,,,22b99be3-1404-47c9-bf77-71f45a742424,73,,"[84.6, 5.8]",3878542,1,,,,0.18280989,,Right Foot,,,,"[96.5, 8.0]",Ground Pass,,12.101653,,,,,Luca Antonelli,8874.0,,,,,,1,Regular Play,Giacomo Bonaventura,7026.0,Left Center Midfield,4,AC Milan,243,['1376b283-2818-4a17-9997-b03dc69e4e64'],8,,,,,,,,,,,,,,,,AC Milan,243,00:01:08.730,Pass,
,,,,,,,,,,,,,,,,,0.844392,,,,,,,,,,,,,041138c7-7ee9-400d-a6e8-cee1681b9c69,79,,"[12.3, 75.2]",3878542,1,,,,-0.26848918,,Right Foot,,,,"[31.2, 70.0]",Low Pass,,19.602295,,,Incomplete,,Josip Iličić,7139.0,,,,,,1,Regular Play,Nenad Tomović,7056.0,Right Center Back,4,AC Milan,243,"['9289e0b9-57d2-4259-82a3-ba98db2b97a3', 'c7e2243b-70fc-4c66-9b09-28de26379fef']",12,,,,,,,,,,,,,,,,Fiorentina,239,00:01:12.775,Pass,
,,,,,,,,,,,,,,,,,0.359595,,,,,,,,,,,,,980de7f5-73eb-4d4c-8f36-a4f083737e13,83,,"[89.8, 10.6]",3878542,1,,,,-0.09585915,,Right Foot,,,,"[95.0, 10.1]",Ground Pass,,5.2239833,,,Incomplete,,Giacomo Bonaventura,7026.0,,,,,,1,Regular Play,Keisuke Honda,5683.0,Center Attacking Midfield,4,AC Milan,243,"['3606824a-f515-4b23-aead-be03f3daea8c', '4c06a7a2-8cc4-40b6-b2f5-13682060e46c']",14,,,,,,,,,,,,,,,,AC Milan,243,00:01:14.679,Pass,
,,,,,,,,,,,,,,,,,1.108505,,,,,,,,,,,,,a846ad3b-f383-47cf-b2da-0c2828c210b4,86,,"[108.5, 0.1]",3878542,1,,,,1.2760662,,,,,,"[111.9, 11.3]",Low Pass,,11.7046995,,,,,Giacomo Bonaventura,7026.0,,,,,Throw-in,1,From Throw In,Luca Antonelli,8874.0,Left Back,5,AC Milan,243,['6c574686-9ab1-4630-a259-eb405b2b0b51'],22,,,,,,,,,,,,,,,,AC Milan,243,00:01:22.352,Pass,
,,,,,,,,,,,,,,,,,1.8218,,,,,,,,,,,,,ca147b21-8051-4134-b7db-69eb2969b320,91,,"[9.4, 80.0]",3878542,1,True,,,-1.359703,,,,,,"[11.8, 68.8]",Low Pass,,11.454257,,,,,Nenad Tomović,7056.0,,,,,Throw-in,1,From Throw In,Gilberto Moraes Junior,25303.0,Right Wing Back,6,Fiorentina,239,['17f716fd-10c0-4092-9910-024d84985e5e'],31,,,,,,,,,,,,,,,,Fiorentina,239,00:01:31.983,Pass,
,,,,,,,,,,,,,,,,,4.233247,,,,,,,,,,,,,2d76aaaa-de56-4d4d-a8e9-3f989f0695db,93,,"[17.7, 65.8]",3878542,1,True,,,-1.27734,,Right Foot,,,,"[37.1, 1.6]",High Pass,,67.06713,,,,,Marcos Alonso Mendoza,3964.0,,True,,,,1,From Throw In,Nenad Tomović,7056.0,Right Center Back,6,Fiorentina,239,['51f1f971-bfea-46fe-b7df-33fd2c71de56'],33,,,,,,,,,,,,,,,,Fiorentina,239,00:01:33.805,Pass,
,,,,,,,,,,,,,,,,,1.806966,,,,,,,,,,,,,31839f4a-df87-4da5-8d9f-006d7d7a6a98,95,,"[31.9, 2.6]",3878542,1,,,,0.46072364,,Head,,,,"[45.6, 9.4]",High Pass,,15.29477,,,,,Federico Bernardeschi,7777.0,,,,,,1,From Throw In,Marcos Alonso Mendoza,3964.0,Left Wing Back,6,Fiorentina,239,['71c1cd14-6997-4a0f-94f8-0474179097c0'],38,,,,,,,,,,,,,,,,Fiorentina,239,00:01:38.038,Pass,
,,,,,,,,,,,,,,,,,0.660701,,,,,,,,,,,,,34d4e467-2ce0-4db3-bd74-b73088decd6e,100,,"[43.0, 4.7]",3878542,1,,,,3.1415927,,Left Foot,,,,"[34.5, 4.7]",Ground Pass,,8.5,,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,From Throw In,Federico Bernardeschi,7777.0,Left Attacking Midfield,6,Fiorentina,239,"['7260fe3a-6a3a-4fff-b228-19d230b55b69', 'dae5f3e2-0787-411f-905c-2112a146ea60']",40,,,,,,,,,,,,,,,,Fiorentina,239,00:01:40.766,Pass,True
,,,,,,,,,,,,,,,,,1.185869,,,,,,,,,,,,,10f32da3-a43d-4501-9979-f86a659d03f2,104,,"[33.6, 6.8]",3878542,1,,,,1.3006431,,Left Foot,,,,"[35.4, 13.3]",Ground Pass,,6.7446275,,,,,Milan Badelj,6305.0,,,,,,1,From Throw In,Marcos Alonso Mendoza,3964.0,Left Wing Back,6,Fiorentina,239,"['3094f1c3-48cd-476d-9082-db1287769b5f', 'a33a7b53-8250-46ed-bb1b-33cab8835d24']",41,,,,,,,,,,,,,,,,Fiorentina,239,00:01:41.429,Pass,True
,,,,,,,,,,,,,,,,,3.925084,,,,,,,,,,,,,9fce8085-02f4-438d-a4f2-467bbc383b0a,108,,"[41.6, 14.9]",3878542,1,,,,0.40604946,,Right Foot,,,,"[93.7, 37.3]",High Pass,,56.711285,,,Incomplete,,Nikola Kalinić,7033.0,,,,,,1,From Throw In,Milan Badelj,6305.0,Left Defensive Midfield,6,Fiorentina,239,"['65fd0816-c8a7-4aa6-857b-f5e17d255f18', 'df20ce9f-90c8-401c-98d7-906fdf51b416', 'e809e1cb-51e0-4989-b11e-0cd7f0ecd9be']",43,,,,,,,,,,,,,,,,Fiorentina,239,00:01:43.656,Pass,True
,,,,,,,,,,,,,,,,,0.656905,,,,,,,,,,,,,6043258f-2d0e-4822-a2eb-a02331dec227,113,,"[92.2, 74.0]",3878542,1,,,,-1.7748142,,Right Foot,,,,"[90.4, 65.3]",Ground Pass,,8.884255,,,,,Josip Iličić,7139.0,,,,,,1,From Throw In,Gilberto Moraes Junior,25303.0,Right Wing Back,6,Fiorentina,239,['95819b48-2e70-40e5-be1a-e8b256ec4cfc'],53,,,,,,,,,,,,,,,,Fiorentina,239,00:01:53.591,Pass,
,,,,,,,,,,,,,,,,,2.332676,,,,,,,,,,,,,2eb834ce-4ba7-4d94-a2f1-cd60c0ade114,122,,"[12.8, 12.7]",3878542,2,,,,0.1850505,,Left Foot,,,,"[53.4, 20.3]",High Pass,,41.305206,,,Unknown,,Luiz Adriano de Souza da Silva,21272.0,,,,,,1,From Throw In,Keisuke Honda,5683.0,Center Attacking Midfield,6,Fiorentina,239,['29f18aac-1835-4cda-b2d5-4d00158bdd08'],4,,,,,,,,,,,,,,,,AC Milan,243,00:02:04.811,Pass,
,,,,,,,,,,,,,,,,,1.574899,,,,,,,,,,,,,add0d70f-33d6-44da-b1be-1d2e4e8a0d93,126,,"[67.8, 59.8]",3878542,2,True,,,-1.1197267,,Right Foot,,,,"[70.9, 53.4]",Ground Pass,,7.1112585,,,,,Borja Valero Iglesias,6997.0,,,,,Free Kick,1,From Free Kick,Gonzalo Javier Rodríguez,25931.0,Center Back,7,Fiorentina,239,['f9a57c96-4f72-4e51-a294-0728d95931df'],11,,,,,,,,,,,,,,,,Fiorentina,239,00:02:11.149,Pass,
,,,,,,,,,,,,,,,,,1.247588,,,,,,,,,,,,,b0e57842-16aa-4ff2-ad66-49095c8f05a4,128,,"[75.5, 56.3]",3878542,2,,,,1.4729502,,Right Foot,,,,"[77.1, 72.6]",Ground Pass,,16.37834,,,,,Gilberto Moraes Junior,25303.0,,,,,,1,From Free Kick,Borja Valero Iglesias,6997.0,Right Defensive Midfield,7,Fiorentina,239,['11e9ec0f-bcfc-43af-a22a-101faf9363c1'],15,,,,,,,,,,,,,,,,Fiorentina,239,00:02:15.050,Pass,
,,,,,,,,,,,,,,,,,0.825472,,,,,,,,,,,,,f5d4d4b5-43a4-4258-ad8c-e4eb63caabef,131,,"[82.3, 72.1]",3878542,2,,,,0.14324296,,Right Foot,,,,"[92.7, 73.6]",Ground Pass,,10.507616,,,,,Josip Iličić,7139.0,,,,,,1,From Free Kick,Gilberto Moraes Junior,25303.0,Right Wing Back,7,Fiorentina,239,['c7651994-b006-49ad-9c8f-ffbe7ad862d5'],17,,,,,,,,,,,,,,,,Fiorentina,239,00:02:17.196,Pass,
,,,,,,,,,,,,,,,,,1.988043,,,,,,,,,,,,,3eb6f981-a53d-4754-b20e-9dc9828ed790,134,,"[84.9, 67.4]",3878542,2,,,,-2.563308,,Left Foot,,,,"[61.0, 51.8]",Ground Pass,,28.540672,,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,From Free Kick,Josip Iličić,7139.0,Right Attacking Midfield,7,Fiorentina,239,['c508e789-97ab-4804-832b-5aa43856765b'],25,,,,,,,,,,,,,,,,Fiorentina,239,00:02:25.170,Pass,
