50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.587418,,,,,,,,,,,,,aba61a87-2745-494d-bb8f-2303764ccc46,14,,,"[40.9, 1.6]",3879624,0,,,,,0.5611634,,Head,,,"[54.9, 10.4]",High Pass,,16.536022,,Incomplete,,,,,,,,1,From Kick Off,Marco Parolo,8173.0,Left Center Midfield,2,Palermo,2256,['f3f68258-1ba7-44b7-a803-6095f0a9875a'],7,,,,,,,,,,,,,,,,,,Lazio,236,00:00:07.566,Pass,
,,,,,,,,,,,,,,,,,,1.210285,,,,,,,,,,,,,5abfcfea-029c-49ce-a2e1-7fc155e1a0a6,17,,,"[63.9, 68.9]",3879624,0,,,,,-0.14531001,,Right Foot,,,"[84.4, 65.9]",High Pass,,20.71835,,Incomplete,,Alberto Gilardino,38389.0,,,,,1,From Kick Off,Franco Damián Vázquez,6719.0,Right Center Forward,2,Palermo,2256,"['3dc7cdeb-6434-488b-b2b6-47cfc9c85226', '715425ba-203b-40b0-8e13-fd172b6a7d5a']",9,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:09.787,Pass,
,,,,,,,,,,,,True,,,,,,0.702389,,,,,,,,,,,,,715425ba-203b-40b0-8e13-fd172b6a7d5a,19,,,"[35.7, 14.2]",3879624,0,,,,,-0.43535328,,Left Foot,,,"[40.0, 12.2]",Low Pass,,4.7423625,,,,Lucas Rodrigo Biglia,5510.0,,,,Interception,1,Regular Play,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,3,Lazio,236,"['5abfcfea-029c-49ce-a2e1-7fc155e1a0a6', '9333cb35-82cc-428b-9e27-11f6b1427cea']",10,,,,,,,,,,,,,,,,,,Lazio,236,00:00:10.997,Pass,
,,,,,,,,,,,,,,,,,,0.904517,,,,,,,,,,,,,5ab45dff-8a5d-4218-8183-ac05b231782f,22,,,"[40.9, 12.1]",3879624,0,,,,,-2.3267913,,Left Foot,,,"[34.3, 5.1]",Ground Pass,,9.6208105,,,,Senad Lulić,7785.0,,,,,1,Regular Play,Lucas Rodrigo Biglia,5510.0,Center Defensive Midfield,3,Lazio,236,['14ff9937-87af-48b9-903d-ddc025ed91f8'],11,,,,,,,,,,,,,,,,,,Lazio,236,00:00:11.758,Pass,
,,,,,,,,,,,,,,,,,,1.335266,,,,,,,,,,,,,33501fee-a35b-4dd9-a8c2-6ef39de05bb7,26,,,"[34.8, 4.9]",3879624,0,,,,,0.88187194,,Right Foot,,,"[46.0, 18.5]",Ground Pass,,17.618172,,,,Sergej Milinković-Savić,5589.0,,,,,1,Regular Play,Senad Lulić,7785.0,Left Back,3,Lazio,236,"['a7005d0d-0944-47ec-bf15-531f9d56b7de', 'da12f7fc-584c-4eed-9760-f9b9c01ccc9b']",14,,,,,,,,,,,,,,,,,,Lazio,236,00:00:14.433,Pass,True
,,,,,,,,,,,,,,,,,,1.157507,,,,,,,,,,,,,28e40ea1-8887-4edf-a79c-ef6579c32895,29,,,"[46.7, 18.5]",3879624,0,,,,,-0.41507474,,Right Foot,,,"[58.5, 13.3]",Low Pass,,12.89496,,,,Senad Lulić,7785.0,,,,,1,Regular Play,Sergej Milinković-Savić,5589.0,Right Center Midfield,3,Lazio,236,"['55890d69-90e5-4be8-964f-e1c66d0a7fd4', 'b58458e8-f5c0-429c-811c-780c28002d7f']",15,,,,,,,,,,,,,,,,,,Lazio,236,00:00:15.769,Pass,True
,,,,,,,,,,,,,,,,,,2.265136,,,,,,,,,,,,,9f5af3a2-1737-47c8-a5d0-c1a759d458e8,34,,,"[54.2, 13.8]",3879624,0,,,,,-0.5549303,,Left Foot,,,"[76.3, 0.1]",High Pass,,26.001923,,Out,,Keita Baldé Diao,3145.0,,,,Recovery,1,Regular Play,Marco Parolo,8173.0,Left Center Midfield,3,Lazio,236,['d5659f4a-0fed-4e97-a27f-966f3c87af6e'],17,,,,,,,,,,,,,,,,,,Lazio,236,00:00:17.624,Pass,
,,,,,,,,,,,,,,,,,,1.762863,,,,,,,,,,,,,4e950bff-98b5-4132-a5fb-c183115153ef,38,,,"[40.6, 80.0]",3879624,0,,,,,-2.5139632,,,,,"[25.3, 68.9]",Low Pass,,18.90238,,,,Edoardo Goldaniga,8102.0,,,,Throw-in,1,From Throw In,Aljaž Struna,24061.0,Right Back,4,Palermo,2256,['a076e097-572f-4f18-91d2-f54490321b68'],29,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:29.197,Pass,
,,,,,,,,,,,,,,,,,,1.957149,,,,,,,,,,,,,858e9877-6dd7-4efa-b424-903923650c5b,41,,,"[25.3, 68.9]",3879624,0,,,,,-1.5848799,,Right Foot,,,"[25.0, 47.6]",Ground Pass,,21.302113,,,,Giancarlo González Castro,5584.0,,,,,1,From Throw In,Edoardo Goldaniga,8102.0,Right Center Back,4,Palermo,2256,['c4ff03d4-f813-4878-85c8-5069767cc5be'],32,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:32.638,Pass,
,,,,,,,,,,,,,,,,,,1.632577,,,,,,,,,,,,,ca5b2518-6ef6-4e63-b5d2-da4ca9546dcd,44,,,"[26.4, 36.6]",3879624,0,,,,,-1.2405893,,Right Foot,,,"[36.1, 8.3]",Ground Pass,,29.916216,,,,Achraf Lazaar,10032.0,,,,,1,From Throw In,Giancarlo González Castro,5584.0,Left Center Back,4,Palermo,2256,['a9464688-f285-47d0-b60b-28afea7414e7'],35,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:35.968,Pass,
,,,,,,,,,,,,,,,,,,0.205681,,,,,,,,,,,,,517a512b-8d88-42c4-99dc-b15c811de5a3,48,,,"[35.9, 6.0]",3879624,0,,,,,-0.1798535,,Left Foot,,,"[39.2, 5.4]",Low Pass,,3.354102,,Incomplete,,,,,,,,1,From Throw In,Achraf Lazaar,10032.0,Left Back,4,Palermo,2256,"['ce7bcd08-7952-4d95-b4cd-44d39400283b', 'e6217dc3-2392-4256-831f-71139a66de6c']",38,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:38.644,Pass,True
,,,,,,,,,,,,,,,,,,2.136593,,,,,,,,,,,,,562a05c4-5e33-4004-95e5-ee8099bd21fe,50,,,"[39.7, 0.1]",3879624,0,,,,,0.27139527,,,,,"[62.7, 6.5]",High Pass,,23.873835,,,,Alberto Gilardino,38389.0,,,,Throw-in,1,From Throw In,Achraf Lazaar,10032.0,Left Back,5,Palermo,2256,['15db15d7-d9ba-47ae-92ef-b89d80b3ce29'],53,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:53.369,Pass,
,,,,,,,,,,,,,,,,,,0.939635,,,,,,,,,,,,,ef33f984-7ac6-4861-89b5-6d4dd002da5e,62,,,"[59.4, 5.1]",3879624,0,,,,,0.95449936,,Right Foot,,,"[62.8, 9.9]",Ground Pass,,5.8821764,,Incomplete,,Alberto Gilardino,38389.0,,,,,1,From Throw In,Gastón Brugman,30704.0,Center Attacking Midfield,5,Palermo,2256,"['0b8fb281-c165-4d57-b5b2-aab424b25720', '2582b0b0-2339-4eea-ac79-9d8701a0d102', '84223b59-c4c0-4f8d-a144-4935523afd32']",59,,,,,,,,,,,,,,,,,,Palermo,2256,00:00:59.901,Pass,True
,,,,,,,,,,,,,,,,,,1.057116,,,,,,,,,,,,,02083d25-b571-4adb-b1c4-2394b8eb44e5,66,,,"[57.3, 68.2]",3879624,1,,,,,3.1147535,,Right Foot,,,"[42.4, 68.6]",Ground Pass,,14.905368,,,,Wesley Hoedt,3588.0,,,,,1,Regular Play,Lucas Rodrigo Biglia,5510.0,Center Defensive Midfield,6,Lazio,236,['204b4d31-f55b-4578-9817-0bbc41b80a44'],1,,,,,,,,,,,,,,,,,,Lazio,236,00:01:01.446,Pass,
,,,,,,,,,,,,,,,,,,1.444599,,,,,,,,,,,,,c13d9cfe-9a17-4543-bbb6-a56a6ebd66a2,69,,,"[43.1, 68.4]",3879624,1,,,,,-1.675332,,Left Foot,,,"[39.9, 37.9]",Ground Pass,,30.66741,,,,Senad Lulić,7785.0,,,,,1,Regular Play,Wesley Hoedt,3588.0,Right Center Back,6,Lazio,236,['01928bf8-419d-460f-88e5-758c9ef8a894'],2,,,,,,,,,,,,,,,,,,Lazio,236,00:01:02.583,Pass,
,,,,,,,,,,,,,,,,,,1.629227,,,,,,,,,,,,,c3c7d96f-e656-4f8a-bccb-340cdcaa37b7,72,,,"[39.0, 21.2]",3879624,1,,,,,-0.35277972,,Left Foot,,,"[61.0, 13.1]",Ground Pass,,23.443762,,,,Keita Baldé Diao,3145.0,,,,,1,Regular Play,Senad Lulić,7785.0,Left Back,6,Lazio,236,['784f1e6f-2b81-4143-aca4-4d936be86ec6'],5,,,,,,,,,,,,,,,,,,Lazio,236,00:01:05.919,Pass,
,,,,,,,,,,,,,,,,,,1.11799,,,,,,,,,,,,,09ac4b03-2e1b-4a5f-b15a-95521f2adaab,80,,,"[79.3, 71.3]",3879624,1,,,,,2.70175,,Left Foot,,,"[72.5, 74.5]",Ground Pass,,7.515318,,,,Aljaž Struna,24061.0,,,,,1,Regular Play,Franco Damián Vázquez,6719.0,Right Center Forward,7,Palermo,2256,['428bbbd3-1836-4945-b501-18bf0afa6f0b'],14,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:14.797,Pass,
,,,,,,,,,,,,,,,,,,1.14517,,,,,,,,,,,,,eb98835e-bbcd-49af-b837-521cff62aa88,84,,,"[73.4, 78.6]",3879624,1,,,,,0.07762151,,Right Foot,,,"[91.4, 80.0]",High Pass,,18.054363,,Out,,Franco Damián Vázquez,6719.0,,,,,1,Regular Play,Aljaž Struna,24061.0,Right Back,7,Palermo,2256,"['04a22cee-7e9e-4543-8a4e-5ac1dc8cd366', 'f1e106d2-7db0-426e-bc30-88c22e642a7f']",17,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:17.991,Pass,True
,,,,,,,,,,,,,,,,,,1.737166,,,,,,,,,,,,,a639d1f6-0109-44cb-824f-59f9b0c0f9af,86,,,"[92.3, 80.0]",3879624,1,,,,,-0.33563855,,,,,"[96.6, 78.5]",Low Pass,,4.554119,,,,Franco Damián Vázquez,6719.0,,,,Throw-in,1,From Throw In,Aljaž Struna,24061.0,Right Back,8,Palermo,2256,['19dff670-0820-4392-b64c-033023649bec'],26,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:26.555,Pass,
,,,,,,,,,,,,,,,,,,1.060959,,,,,,,,,,,,,97ae88ae-1344-4354-b0d7-5b220dbb074b,93,,,"[93.9, 80.0]",3879624,1,,,,,-1.2558794,,,,,"[98.2, 66.8]",Low Pass,,13.882723,,,,Gastón Brugman,30704.0,,,,Throw-in,1,From Throw In,Aljaž Struna,24061.0,Right Back,9,Palermo,2256,['18ba330b-cffd-4774-a590-ca97f379d7a4'],37,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:37.321,Pass,
,,,,,,,,,,,,,,,,,,1.319123,,,,,,,,,,,,,e9ac4a20-523a-4020-9228-1dcf77a7ece4,100,,,"[79.5, 64.3]",3879624,1,,,,True,0.37459803,,,,,"[91.2, 68.9]",Low Pass,,12.571794,,Incomplete,,Gastón Brugman,30704.0,,,,Recovery,1,From Throw In,Edoardo Goldaniga,8102.0,Right Center Back,9,Palermo,2256,"['46a41985-79e7-4c8f-892a-2a9771fb91aa', '7fb25e56-3231-4758-a3e2-789dae787185', 'a7af093b-67c3-4d21-8f21-dc6cb51efcc2']",40,,,,,,,,,,,,,,,,,,Palermo,2256,00:01:40.968,Pass,True
,,,,,,,,,,,,,,,,,,1.785969,,,,,,,,,,,,,a7af093b-67c3-4d21-8f21-dc6cb51efcc2,103,,,"[28.9, 11.2]",3879624,1,,,,,0.6715021,,Left Foot,,,"[44.0, 23.2]",High Pass,,19.287561,,Incomplete,,Sergej Milinković-Savić,5589.0,,,,Recovery,1,From Throw In,Marco Parolo,8173.0,Left Center Midfield,9,Palermo,2256,"['1458a057-c804-4262-b8b4-eab23a50532f', 'd1ba3940-a796-4923-bdc6-2d075a760517', 'e9ac4a20-523a-4020-9228-1dcf77a7ece4']",42,,,,,,,,,,,,,,,,,,Lazio,236,00:01:42.287,Pass,
,,,,,,,,,,,,,,,,,,2.506968,,,,,,,,,,,,,1d4ffbc9-de8a-4c6e-ab7e-4f4e141865e9,106,,,"[44.0, 0.1]",3879624,1,,,,,2.5267274,,,,,"[24.6, 13.8]",Low Pass,,23.749737,,,,Santiago Juan Gentiletti Selak,8847.0,,,,Throw-in,1,From Throw In,Senad Lulić,7785.0,Left Back,10,Lazio,236,['3d12f6cb-af5a-40f9-bb22-1d3bb2a1fdfe'],48,,,,,,,,,,,,,,,,,,Lazio,236,00:01:48.858,Pass,
,,,,,,,,,,,,,,,,,,1.799998,,,,,,,,,,,,,3b61c4f8-7161-4fd6-a58a-271bed56fdc3,109,,,"[24.6, 13.8]",3879624,1,,,,,1.7816086,,Left Foot,,,"[19.4, 38.1]",Ground Pass,,24.850151,,,,Wesley Hoedt,3588.0,,,,,1,From Throw In,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,10,Lazio,236,['cc866f15-0aae-46e7-bf90-11ee4ef2128f'],52,,,,,,,,,,,,,,,,,,Lazio,236,00:01:52.361,Pass,
,,,,,,,,,,,,,,,,,,1.895473,,,,,,,,,,,,,cabb4069-d5e8-4961-9a92-26b799333419,111,,,"[20.3, 40.6]",3879624,1,,,,,-1.6027004,,Right Foot,,,"[19.4, 12.4]",Ground Pass,,28.214357,,,,Santiago Juan Gentiletti Selak,8847.0,,,,,1,From Throw In,Wesley Hoedt,3588.0,Right Center Back,10,Lazio,236,['9c8285f7-cdd6-460e-a65c-2bc47f4f3293'],54,,,,,,,,,,,,,,,,,,Lazio,236,00:01:54.161,Pass,
,,,,,,,,,,,,,,,,,,1.851046,,,,,,,,,,,,,47e68a0a-f4a8-43ad-9ea1-259e46fdd13c,114,,,"[17.4, 8.5]",3879624,1,,,,,-0.4164386,,Left Foot,,,"[33.0, 1.6]",Ground Pass,,17.057842,,,,Senad Lulić,7785.0,,,,,1,From Throw In,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,10,Lazio,236,['57f48953-2a7e-4601-9380-1f101a4cb0e6'],57,,,,,,,,,,,,,,,,,,Lazio,236,00:01:57.461,Pass,
,,,,,,,,,,,,,,,,,,1.159104,,,,,,,,,,,,,e9b41abe-e80d-4e0a-a98a-f0e1f5114d63,116,,,"[33.0, 1.6]",3879624,1,,,,,0.8894981,,Right Foot,,,"[39.0, 9.0]",Ground Pass,,9.526804,,,,Marco Parolo,8173.0,,,,,1,From Throw In,Senad Lulić,7785.0,Left Back,10,Lazio,236,['3a2ca814-70ef-4f3c-8480-0dc8f323a6e8'],59,,,,,,,,,,,,,,,,,,Lazio,236,00:01:59.312,Pass,
,,,,,,,,,,,,,,,,,,2.297933,,,,,,,,,,,,,b9d65d77-c468-4366-9762-cf3caa2113b1,120,,,"[38.8, 8.8]",3879624,2,,,,,-0.07506759,,Left Foot,,,"[74.7, 6.1]",High Pass,,36.00139,,Incomplete,,,,,,,,1,From Throw In,Marco Parolo,8173.0,Left Center Midfield,10,Lazio,236,['7dd5e663-5d0f-4a5b-8987-f6ab137c7497'],1,,,,,,,,,,,,,,,,,,Lazio,236,00:02:01.588,Pass,
,,,,,,,,,,,,,,,,,,1.999832,,,,,,,,,,,,,54a77af6-93d4-4791-9996-06668e030b01,124,,,"[45.4, 77.2]",3879624,2,,,,,-0.5626605,,Right Foot,,,"[74.1, 59.1]",High Pass,,33.930813,,,,Alberto Gilardino,38389.0,,,,,1,Regular Play,Edoardo Goldaniga,8102.0,Right Center Back,11,Palermo,2256,"['7794a71c-64a5-4be7-81f2-8b78c48fd8df', 'e6839862-41c5-4538-83c2-d5af7e54fc66']",5,,,,,,,,,,,,,,,,,,Palermo,2256,00:02:05.085,Pass,True
,,,,,,,,,,,,,,,,,,0.984666,,,,,,,,,,,,,9c5136bc-aa41-4840-8ea9-c53e1660ad85,127,,,"[75.6, 59.8]",3879624,2,,,,,3.0801318,,Other,,,"[69.1, 60.2]",Low Pass,,6.512296,,,,Oscar Hiljemark,5605.0,,,,,1,Regular Play,Alberto Gilardino,38389.0,Left Center Forward,11,Palermo,2256,['29c9bbee-b0d1-4c56-adc4-22b877d4097f'],7,,,,,,,,,,,,,,,,,,Palermo,2256,00:02:07.125,Pass,
,,,,,,,,,,,,,,,,,,1.133672,,,,,,,,,,,,,38567a4d-b208-484d-a010-caae60f189b6,130,,,"[68.2, 60.2]",3879624,2,,,,,-1.5707964,,Right Foot,,,"[68.2, 44.9]",Ground Pass,,15.3,,Incomplete,,Ivaylo Chochev,40349.0,,,,,1,Regular Play,Oscar Hiljemark,5605.0,Right Center Midfield,11,Palermo,2256,"['ab985048-d60f-4b91-941c-cec894708e63', 'b4b86de6-cde0-49cd-9d09-3158c92206ca']",8,,,,,,,,,,,,,,,,,,Palermo,2256,00:02:08.190,Pass,
,,,,,,,,,,,,,,,,,,1.420702,,,,,,,,,,,,,92cfa931-5557-4321-96a1-4307d91e0a2a,134,,,"[56.0, 33.8]",3879624,2,,,,,1.9936502,,Right Foot,,,"[52.4, 41.8]",Ground Pass,,8.772685,,,,Sergej Milinković-Savić,5589.0,,,,,1,Regular Play,Dušan Basta,8443.0,Right Back,12,Lazio,236,['e2f75ccf-3e6f-49eb-9b03-df0c51f1c5b0'],10,,,,,,,,,,,,,,,,,,Lazio,236,00:02:10.680,Pass,
