50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.509929,,,,,,,,,,,,,,8ebfd944-283f-425d-a167-4a7dbedfb1f4,17,,"[26.0, 46.4]",3879710,0,,,,,-1.590306,,Right Foot,,,,"[25.6, 25.9]",Ground Pass,,20.503902,,,,Niklas Moisander,9884.0,,,,,,1,From Kick Off,Andrea Ranocchia,7962.0,Right Center Back,2,Sampdoria,234,['70f3aa40-6156-4caa-93c7-5aec36d1f0e9'],10,,,,,,,,,,,,,,,,Sampdoria,234,00:00:10.165,Pass,
,,,,,,,,,,,,,,,,,,2.022792,,,,,,,,,,,,,,04b5b7a9-d668-457c-883b-7bf66cbf0977,20,,"[28.6, 11.1]",3879710,0,,,,,-0.10673567,,Left Foot,,,,"[59.4, 7.8]",High Pass,,30.976282,,Incomplete,,José Rodolfo Pires Ribeiro,25505.0,,,,,,1,From Kick Off,Niklas Moisander,9884.0,Left Center Back,2,Sampdoria,234,"['2546a7ab-d0b6-48fe-8d84-656a2e7fcf35', '63b0ae06-d383-4b54-b633-d0775aa64d65']",15,,,,,,,,,,,,,,,,Sampdoria,234,00:00:15.145,Pass,
,,,,,,,,,,,,,,,,,,1.065897,,,,,,,,,,,,,,b3d3713e-b41c-44a3-af7b-32f7b1bbe73f,24,,"[55.4, 6.5]",3879710,0,,,,,1.2592494,,Left Foot,,,,"[57.3, 12.4]",Low Pass,,6.1983867,,,,Carlos Joaquín Correa,6822.0,,,,,Recovery,1,From Kick Off,José Rodolfo Pires Ribeiro,25505.0,Left Back,2,Sampdoria,234,"['c9e41389-e0c7-4a0c-8efd-414a178f2b12', 'e4521869-95f5-4345-8abf-1ccc89614c8e']",17,,,,,,,,,,,,,,,,Sampdoria,234,00:00:17.789,Pass,True
,,,,,,,,,,,,,,,,,,1.36967,,,,,,,,,,,,,,452aed2c-5036-4b56-809f-d437c13d72a6,29,,"[57.1, 17.5]",3879710,0,,,,,2.580218,,Right Foot,,,,"[47.4, 23.6]",Ground Pass,,11.458621,,,,Fernando Lucas Martins,16586.0,,,,,,1,From Kick Off,Carlos Joaquín Correa,6822.0,Left Wing,2,Sampdoria,234,"['b63ca168-8d83-455a-8982-45262156df10', 'd870d802-182c-4e22-9c21-733a59cc9471']",22,,,,,,,,,,,,,,,,Sampdoria,234,00:00:22.708,Pass,True
,,,,,,,,,,,,,,,,,,1.130544,,,,,,,,,,,,,,b8e593ab-f10b-48d6-94f9-0e343a159db9,33,,"[53.5, 44.9]",3879710,0,,,,,0.48503473,,Right Foot,,,,"[68.3, 52.7]",Ground Pass,,16.729614,,,,Roberto Soriano,6759.0,,,,,,1,From Kick Off,Fernando Lucas Martins,16586.0,Right Defensive Midfield,2,Sampdoria,234,"['2ffcc29d-4c28-40a4-bc43-2f6e2a2ffe53', 'f28fd85e-cd35-4b32-b003-66c0140dd5cd']",30,,,,,,,,,,,,,,,,Sampdoria,234,00:00:30.030,Pass,True
,,,,,,,,,,,,,,,,,,1.772257,,,,,,,,,,,,,,21873263-ef32-48f8-9f7a-8c0ece61180f,36,,"[67.6, 52.7]",3879710,0,,,,,2.5737486,,Right Foot,,,,"[56.0, 60.1]",Ground Pass,,13.75936,,,,Andrea Ranocchia,7962.0,,,,,,1,From Kick Off,Roberto Soriano,6759.0,Center Attacking Midfield,2,Sampdoria,234,['34238258-0193-4408-8a8b-2f17e0e47076'],31,,,,,,,,,,,,,,,,Sampdoria,234,00:00:31.250,Pass,
,,,,,,,,,,,,,,,,,,2.497342,,,,,,,,,,,,,,8851dcf3-ae9b-4e47-9928-3ca7f6822f2c,39,,"[57.3, 61.2]",3879710,0,,,,,0.16391054,,Right Foot,,,,"[96.6, 67.7]",High Pass,,39.833904,,,,Luis Fernando Muriel Fruto,6334.0,,,,,,1,From Kick Off,Andrea Ranocchia,7962.0,Right Center Back,2,Sampdoria,234,['716c150a-1058-4754-83cd-5e5d4b2229b1'],34,,,,,,,,,,,,,,,,Sampdoria,234,00:00:34.964,Pass,
,,,,,,,,,,,,,,,,,,1.408078,,,,,,,,,,,,,,1e31ac0c-3392-4372-9954-dea63196563a,44,,"[43.9, 0.1]",3879710,0,,,,,0.6202495,,,,,,"[55.8, 8.6]",High Pass,,14.623953,,,,Mattia Destro,8103.0,,,,,Throw-in,1,From Throw In,Adam Masina,7169.0,Left Back,3,Bologna,240,['e8e73dc6-8201-4bec-8418-d2a69436309d'],52,,,,,,,,,,,,,,,,Bologna,240,00:00:52.252,Pass,
,,,,,,,,,,,,,,,,,,1.097678,,,,,,,,,,,,,,89988593-e8f2-4b1b-83eb-14c316b4fd8a,49,,"[56.2, 62.9]",3879710,0,,,,,2.1561108,,Right Foot,,,,"[50.5, 71.5]",Ground Pass,,10.317461,,,,Jacopo Sala,7020.0,,,,,,1,Regular Play,Andrea Ranocchia,7962.0,Right Center Back,4,Sampdoria,234,['480ca85a-1d45-43c7-af36-8a701eec7a7f'],56,,,,,,,,,,,,,,,,Sampdoria,234,00:00:56.609,Pass,
,,,,,,,,,,,,,,,,,,1.405709,,,,,,,,,,,,,,927a9da3-5c27-4b4f-978d-179443eea964,52,,"[45.7, 75.4]",3879710,0,,,,,-0.35994852,,Right Foot,,,,"[64.3, 68.4]",Ground Pass,,19.8736,,Unknown,,Roberto Soriano,6759.0,,,,,,1,Regular Play,Jacopo Sala,7020.0,Right Back,4,Sampdoria,234,['efe480cd-8b9a-42d6-a3de-744d757b7f5d'],58,,,,,,,,,,,,,,,,Sampdoria,234,00:00:58.581,Pass,
,,,,,,,,,,,,,,,,,,1.551133,,,,,,,,,,,,,,1295e744-a572-4496-9a8a-48d245f401d5,56,,"[66.5, 70.3]",3879710,1,,True,,,-1.5518413,,Right Foot,,,,"[66.9, 49.2]",Ground Pass,,21.10379,,,,Édgar Osvaldo Barreto Cáceres,7009.0,,,,,Free Kick,1,From Free Kick,Fernando Lucas Martins,16586.0,Right Defensive Midfield,5,Sampdoria,234,['72c529ca-f794-4dbf-9b45-c4885a41ef0f'],7,,,,,,,,,,,,,,,,Sampdoria,234,00:01:07.378,Pass,
,,,,,,,,,,,,,,,,,,4.264727,,,,,,,,,,,,,,aa63a3ef-7cb2-401c-8014-058e7141e479,59,,"[66.9, 51.4]",3879710,1,,,,,0.17885897,,Right Foot,,,,"[120.0, 61.0]",High Pass,,53.96082,,Out,,,,,,,,,1,From Free Kick,Édgar Osvaldo Barreto Cáceres,7009.0,Left Defensive Midfield,5,Sampdoria,234,['c3b7e692-ff81-42e0-a6dd-b3adf1b06a89'],9,,,,,,,,,,,,,,,,Sampdoria,234,00:01:09.896,Pass,True
,,,,,,,,,,,,,,,,,,1.517364,,,,,,,,,,,,,,7ef8f88c-fb9a-4545-9813-7a84da1c6660,60,,"[6.0, 36.0]",3879710,1,,,,,-1.2772074,,Right Foot,,,,"[11.2, 18.8]",Ground Pass,,17.968863,,,,Daniele Gastaldello,30745.0,,,,,Goal Kick,1,From Goal Kick,Antonio Mirante,7174.0,Goalkeeper,6,Bologna,240,['020c3c73-22f2-42b2-ab0c-5ee5beb7a768'],22,,,,,,,,,,,,,,,,Bologna,240,00:01:22.140,Pass,
,,,,,,,,,,,,,,,,,,2.062308,,,,,,,,,,,,,,b35a7e73-1c11-42e4-a508-700fb8ffa974,63,,"[28.4, 16.2]",3879710,1,,,,,1.456356,,Left Foot,,,,"[32.4, 51.0]",Ground Pass,,35.02913,,,,Marios Oikonomou,8873.0,,,,,,1,From Goal Kick,Daniele Gastaldello,30745.0,Left Center Back,6,Bologna,240,['6b745d9b-3f4f-4992-b087-cb4488fc3aa6'],27,,,,,,,,,,,,,,,,Bologna,240,00:01:27.660,Pass,
,,,,,,,,,,,,,,,,,,1.252653,,,,,,,,,,,,,,0d5c67ec-ad04-4ad6-bcb8-a54488c6687a,67,,"[60.1, 56.3]",3879710,1,,,,,0.8997618,,Right Foot,,,,"[73.2, 72.8]",Ground Pass,,21.067986,,,,Godfred Donsah,8280.0,,,,,,1,From Goal Kick,Marios Oikonomou,8873.0,Right Center Back,6,Bologna,240,"['7a39b4d7-798f-4b0f-a83a-c71b41bbc0f0', 'd9fa5089-c151-4314-862c-59c6e1e71eac']",35,,,,,,,,,,,,,,,,Bologna,240,00:01:35.840,Pass,True
,,,,,,,,,,,,,,,,,,0.556115,,,,,,,,,,,,,,ba8da120-723c-44c9-89ab-de8ec8467493,71,,"[78.8, 75.5]",3879710,1,,,,,0.09966865,,Right Foot,,,,"[86.8, 76.3]",Ground Pass,,8.039901,,,,Luca Rossettini,7142.0,,,,,,1,From Goal Kick,Godfred Donsah,8280.0,Right Center Midfield,6,Bologna,240,"['a61e6b85-0b17-404b-98a1-e5d2573cfce6', 'dc5defeb-75c8-46c7-85af-33b522647ae4']",38,,,,,,,,,,,,,,,,Bologna,240,00:01:38.246,Pass,True
,,,,,,,,,,,,,,,,,,1.145159,,,,,,,,,,,,,,ccf07c23-6395-4645-b39a-277484acbc0c,74,,"[86.8, 76.3]",3879710,1,,,,,-1.6183795,,Right Foot,,,,"[86.2, 63.7]",Low Pass,,12.614278,,,,Mattia Destro,8103.0,,,,,,1,From Goal Kick,Luca Rossettini,7142.0,Right Back,6,Bologna,240,['daf2c0aa-b1a7-470c-bc83-b677f72c0af0'],38,,,,,,,,,,,,,,,,Bologna,240,00:01:38.842,Pass,
,,,,,,,,,,,,,,,,,,1.012317,,,,,,,,,,,,,,9981313e-b3ba-4576-b995-63eb0c9a8011,77,,"[86.2, 64.1]",3879710,1,,,,,3.0656521,,Right Foot,,,,"[77.0, 64.8]",Ground Pass,,9.226592,,,,Anthony Mounier,34565.0,,,,,,1,From Goal Kick,Mattia Destro,8103.0,Center Forward,6,Bologna,240,['8c92089e-1fb1-4b85-b604-38f6b3b286fc'],40,,,,,,,,,,,,,,,,Bologna,240,00:01:40.067,Pass,
,,,,,,,,,,,,,,,,,,2.647132,,,,,,,,,,,,,,5f663e08-56e6-4ded-bd7e-55ce3445899f,81,,"[74.2, 61.3]",3879710,1,,,,,-1.4673419,,Left Foot,,,,"[79.9, 6.4]",High Pass,,55.19511,,,,Adam Masina,7169.0,,True,,,,1,From Goal Kick,Anthony Mounier,34565.0,Right Wing,6,Bologna,240,"['4cd34571-bf01-4974-acd6-bf62a6cbb8a3', '5c086ea0-8cbb-46bb-ab8c-982201697c2a']",42,,,,,,,,,,,,,,,,Bologna,240,00:01:42.730,Pass,True
,,,,,,,,,,,,,,,,,,1.106054,,,,,,,,,,,,,,117690b7-074c-4e0c-828f-2ee01ae3fe1e,88,,"[11.0, 75.5]",3879710,1,,,,,-1.7875737,,Right Foot,,,,"[7.3, 58.7]",Ground Pass,,17.202616,,,,Andrea Ranocchia,7962.0,,,,,,1,Regular Play,Jacopo Sala,7020.0,Right Back,7,Sampdoria,234,"['08066707-6398-405f-bed9-39837490b50d', '0926270c-dd78-49eb-93be-168a7ac824b5']",50,,,,,,,,,,,,,,,,Sampdoria,234,00:01:50.657,Pass,True
,,,,,,,,,,,,,,,,,,0.573448,,,,,,,,,,,,,,afd5e07d-3b76-4e7e-bf91-e4becb7bdbe2,92,,"[8.7, 59.9]",3879710,1,,,,,-0.31290123,,Right Foot,,,,"[15.5, 57.7]",Ground Pass,,7.1470275,,,,Fernando Lucas Martins,16586.0,,,,,,1,Regular Play,Andrea Ranocchia,7962.0,Right Center Back,7,Sampdoria,234,"['025b9bfa-71c8-4055-8cd2-bc128bbe600e', '22acb225-0e39-4549-9f77-66c01048641f']",52,,,,,,,,,,,,,,,,Sampdoria,234,00:01:52.382,Pass,True
,,,,,,,,,,,,,,,,,,1.27933,,,,,,,,,,,,,,e117b530-bc33-476b-a2ec-0294452f4ce7,95,,"[15.5, 56.1]",3879710,1,,,,,1.9112841,,Right Foot,,,,"[9.3, 73.6]",Ground Pass,,18.565828,,,,Jacopo Sala,7020.0,,,,,,1,Regular Play,Fernando Lucas Martins,16586.0,Right Defensive Midfield,7,Sampdoria,234,"['855cdc86-3fb6-4d4c-bbf9-00e030d7629c', 'aa7d9eed-28ff-4974-b7b3-130275f9e863']",52,,,,,,,,,,,,,,,,Sampdoria,234,00:01:52.955,Pass,True
,,,,,,,,,,,,,,,,,,2.408403,,,,,,,,,,,,,,e11a03b2-2144-4f7a-af40-ef8ebd89e0a7,98,,"[12.1, 74.2]",3879710,1,,,,,-0.5853331,,Right Foot,,,,"[55.4, 45.5]",High Pass,,51.947857,,,,Luis Fernando Muriel Fruto,6334.0,,,,,,1,Regular Play,Jacopo Sala,7020.0,Right Back,7,Sampdoria,234,['0494ca3e-9e79-4e3d-b6a4-c773738c39da'],55,,,,,,,,,,,,,,,,Sampdoria,234,00:01:55.379,Pass,
,,,,,,,,,,,,,,,,,,3.521944,,,,,,,,,,,,,,0dad8005-88b0-47ba-ab3a-9a02843a64c6,102,,"[65.4, 55.8]",3879710,2,,,,,0.0808291,,Right Foot,,,,"[101.2, 58.7]",Ground Pass,,35.917267,,Incomplete,,Dávid Ivan,36364.0,,,,,,1,Regular Play,Luis Fernando Muriel Fruto,6334.0,Center Forward,7,Sampdoria,234,"['3cb8f10c-8c27-4d11-be79-cd5d0e1558f2', '6f8e7074-b58f-44fd-b0a3-7081f842dfae']",0,,,,,,,,,,,,,,,,Sampdoria,234,00:02:00.638,Pass,
,,,,,,,,,,,,,,,,,,1.28476,,,,,,,,,,,,,,bae1317d-9c41-45bc-aa77-fee590aafa00,107,,"[8.0, 20.6]",3879710,2,,,,,1.8228923,,Right Foot,,,,"[4.6, 33.8]",Ground Pass,,13.630847,,,,Antonio Mirante,7174.0,,,,,,1,Regular Play,Marios Oikonomou,8873.0,Right Center Back,8,Bologna,240,"['407d1417-b320-44cc-aff4-285781b259fd', 'cfd41803-fd38-48b2-90b2-e602c7203fbc']",5,,,,,,,,,,,,,,,,Bologna,240,00:02:05.413,Pass,True
,,,,,,,,,,,,,,,,,,1.142798,,,,,,,,,,,,,,97aaa626-98d0-4b69-8c27-7f62dcb24755,110,,"[4.6, 33.8]",3879710,2,,,,,-1.126246,,Right Foot,,,,"[18.7, 4.2]",Ground Pass,,32.786736,,,,Adam Masina,7169.0,,,,,,1,Regular Play,Antonio Mirante,7174.0,Goalkeeper,8,Bologna,240,['8ad07fcd-a527-4bfe-accc-dda93b673d78'],6,,,,,,,,,,,,,,,,Bologna,240,00:02:06.725,Pass,
,,,,,,,,,,,,,,,,,,0.954661,,,,,,,,,,,,,,7065de04-9653-43c5-86ba-33e1a93296e7,113,,"[15.8, 4.2]",3879710,2,,,,,2.7255282,,Right Foot,,,,"[7.2, 8.0]",Ground Pass,,9.402127,,,,Marios Oikonomou,8873.0,,,,,,1,Regular Play,Adam Masina,7169.0,Left Back,8,Bologna,240,['e3225b72-fe9e-48e0-ae38-5a09786fa3ca'],8,,,,,,,,,,,,,,,,Bologna,240,00:02:08.753,Pass,
,,,,,,,,,,,,,,,,,,1.433713,,,,,,,,,,,,,,ddd96c21-8d6d-40f1-a8b5-7e7f00d8d4b2,117,,"[5.6, 7.5]",3879710,2,,,,,1.6605545,,Right Foot,,,,"[3.8, 27.5]",Ground Pass,,20.080837,,,,Antonio Mirante,7174.0,,,,,,1,Regular Play,Marios Oikonomou,8873.0,Right Center Back,8,Bologna,240,"['281ffc8a-3105-40d6-9349-35debba906de', '7097dfb3-729a-4aa9-8843-f9f5f34d721a']",10,,,,,,,,,,,,,,,,Bologna,240,00:02:10.268,Pass,True
,,,,,,,,,,,,,,,,,,2.534169,,,,,,,,,,,,,,c7201396-6625-45fb-ba80-17da77a08050,120,,"[8.0, 40.9]",3879710,2,,,,,-0.11653311,,Right Foot,,,,"[58.4, 35.0]",High Pass,,50.744164,,Incomplete,,Mattia Destro,8103.0,,,,,,1,Regular Play,Antonio Mirante,7174.0,Goalkeeper,8,Bologna,240,"['9a902730-3ba1-4f10-9f52-7c0179b22f1b', 'e0ce4aa3-460a-4a69-8315-0a3c38dcccaf']",15,,,,,,,,,,,,,,,,Bologna,240,00:02:15.930,Pass,
,,,,,,,,,,,,,,,,,,1.327178,,,,,,,,,,,,,,e0ce4aa3-460a-4a69-8315-0a3c38dcccaf,123,,"[61.7, 45.1]",3879710,2,,,,True,-1.067601,,,,,,"[67.7, 34.2]",High Pass,,12.442266,,Incomplete,,Édgar Osvaldo Barreto Cáceres,7009.0,,,,,Recovery,1,Regular Play,Niklas Moisander,9884.0,Left Center Back,8,Bologna,240,"['06f062d9-6648-4216-84ca-d83ecbe63c9e', 'b9d09c1e-9595-43bd-bd0d-120fb0b2080c', 'c7201396-6625-45fb-ba80-17da77a08050', 'd0e2719f-72b7-48b3-9191-c334d8f67d5f']",18,,,,,,,,,,,,,,,,Sampdoria,234,00:02:18.464,Pass,True
,,,,,,,,,,,,,,,,,,0.840737,,,,,,,,,,,,,,b3ee9e5e-a426-4e8b-a1e7-129feee804bd,127,,"[63.1, 44.6]",3879710,2,,,,,0.48303577,,Right Foot,,,,"[77.4, 52.1]",Low Pass,,16.147446,,,,Roberto Soriano,6759.0,,,,,Recovery,1,Regular Play,Fernando Lucas Martins,16586.0,Right Defensive Midfield,9,Sampdoria,234,['955fc5a5-c5c4-440e-8adb-58c5ea02e561'],21,,,,,,,,,,,,,,,,Sampdoria,234,00:02:21.384,Pass,
,,,,,,,,,,,,,,,,,,1.142242,,,,,,,,,,,,,,d584a421-4d3a-4d65-9e4a-a0e1f425557d,131,,"[77.2, 60.6]",3879710,2,,,,,1.1383885,,Right Foot,,,,"[83.2, 73.6]",Ground Pass,,14.3178215,,,,Dávid Ivan,36364.0,,,,,,1,Regular Play,Roberto Soriano,6759.0,Center Attacking Midfield,9,Sampdoria,234,"['0a8a78e9-f692-43e5-be38-fcc8c721f4c8', '9a5a0ef6-b75d-4e4b-8ed8-e58dea0c7899']",23,,,,,,,,,,,,,,,,Sampdoria,234,00:02:23.823,Pass,True
