50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,1.518612,,,,,,,,,,,,,16b828cd-96a9-4ec9-9f33-2f4296b8b5ae,14,,"[50.9, 60.0]",3879770,0,,,,,2.4810476,,Right Foot,,,"[37.0, 70.8]",,Ground Pass,,17.602556,,,,,Stephan Lichtsteiner,5541.0,,,,,,1,From Kick Off,Sami Khedira,5566.0,Right Center Midfield,2,Juventus,224,['cc732952-6436-47e2-8d08-c0ba43167f4e'],6,,,,,,,,,,,,,,,,,Juventus,224,00:00:06.030,Pass,
,,,,,,,,,,,,,,,,,,,,1.253795,,,,,,,,,,,,,8a0d255d-c231-43e8-8bbb-d1268f759ad5,17,,"[22.2, 73.4]",3879770,0,,,,,-2.3906636,,Left Foot,,,"[13.2, 65.0]",,Ground Pass,,12.31097,,,,,Leonardo Bonucci,7173.0,,,,,,1,From Kick Off,Stephan Lichtsteiner,5541.0,Right Back,2,Juventus,224,['cedcfeeb-5fbd-4232-a814-601900fc89f2'],10,,,,,,,,,,,,,,,,,Juventus,224,00:00:10.074,Pass,
,,,,,,,,,,,,,,,,,,,,2.35341,,,,,,,,,,,,,0b09c281-1621-446c-ac9a-26738c0c407f,21,,"[13.7, 67.4]",3879770,0,,,,,0.08273752,,Right Foot,,,"[54.7, 70.8]",,High Pass,,41.140736,,,Incomplete,,Mario Mandžukić,5472.0,,,,,,1,From Kick Off,Leonardo Bonucci,7173.0,Right Center Back,2,Juventus,224,"['7bf42480-cc86-4dc7-8e1b-b9bc40cabd6c', 'af93747f-04b6-4702-9e42-e8205fe7d440', 'eb77e09f-c71a-45e7-9602-2ebec84db72c']",12,,,,,,,,,,,,,,,,,Juventus,224,00:00:12.219,Pass,True
,,,,,,,,,,,,,,,,,,,,2.118046,,,,,,,,,,,,,eb77e09f-c71a-45e7-9602-2ebec84db72c,23,,"[65.4, 9.3]",3879770,0,,,,,-0.36254424,,Head,,,"[79.9, 3.8]",,Low Pass,,15.508062,,,Incomplete,,Boukary Dramé,11722.0,,,,,Recovery,1,From Kick Off,Andrea Masiello,6992.0,Left Center Back,2,Juventus,224,"['0b09c281-1621-446c-ac9a-26738c0c407f', '38315148-9cfd-435f-b181-04e720638da3', 'f86c7ffa-0524-4e64-bd7a-d56d4d91ce3b']",14,,,,,,,,,,,,,,,,,Atalanta,228,00:00:14.572,Pass,
,,,,,,,,,,,,,,,,,,,,2.906405,,,,,,,,,,,,,a889e13e-3bf4-4e99-adf7-0ee43071d1f9,27,,"[41.9, 80.0]",3879770,0,,,,,-1.6577855,,,,,"[38.9, 45.6]",,High Pass,,34.530567,,,,,Andrea Barzagli,6943.0,,,,,Throw-in,1,From Throw In,Stephan Lichtsteiner,5541.0,Right Back,3,Juventus,224,['e4693019-b624-49b1-adb9-20196c6e2add'],23,,,,,,,,,,,,,,,,,Juventus,224,00:00:23.020,Pass,
,,,,,,,,,,,,,,,,,,,,1.413393,,,,,,,,,,,,,f80b2367-1199-4fb4-8c8a-2196d0a07892,30,,"[43.0, 41.2]",3879770,0,,,,,-1.2159253,,Right Foot,,,"[50.3, 21.5]",,Ground Pass,,21.009047,,,,,Paul Pogba,20004.0,,,,,,1,From Throw In,Andrea Barzagli,6943.0,Left Center Back,3,Juventus,224,['a74ebb33-4570-47d0-b900-aaab00a377e0'],26,,,,,,,,,,,,,,,,,Juventus,224,00:00:26.845,Pass,
,,,,,,,,,,,,,,,,,,,,1.074037,,,,,,,,,,,,,ca958123-7849-4527-9d73-4ee36a9edbcb,33,,"[53.3, 19.0]",3879770,0,,,,,0.15264933,,Right Foot,,,"[68.9, 21.4]",,Ground Pass,,15.783536,,,,,Roberto Maximiliano Pereyra,3579.0,,,,,,1,From Throw In,Paul Pogba,20004.0,Left Center Midfield,3,Juventus,224,['2792a598-cd62-4de2-b591-445611c1c47d'],29,,,,,,,,,,,,,,,,,Juventus,224,00:00:29.609,Pass,
,,,,,,,,,,,,,,,,,,,,0.947221,,,,,,,,,,,,,12001843-7e21-4321-acb0-9281cbaeb383,38,,"[65.1, 11.8]",3879770,0,,,,,-1.2519612,,Left Foot,,,"[68.5, 1.5]",,Ground Pass,,10.846659,,,,,Patrice Evra,20008.0,,,,,,1,From Throw In,Roberto Maximiliano Pereyra,3579.0,Center Attacking Midfield,3,Juventus,224,"['788166dd-6a00-4505-bf80-4dcdbeab697c', 'fdbb77e8-c39b-4746-a3f4-5298ac631fd7', 'fe48be27-ddcf-4b36-abd4-1005d662dc47']",31,,,,,,,,,,,,,,,,,Juventus,224,00:00:31.793,Pass,True
,,,,,,,,,,,,,,,,,,,,2.567594,,,,,,,,,,,,,e39a0c38-bfa1-4c98-aa24-acaa262c99ea,40,,"[68.5, 1.5]",3879770,0,,,,,1.0988501,,Left Foot,,,"[78.3, 20.7]",,High Pass,,21.556438,,,,,Paul Pogba,20004.0,,,,,,1,From Throw In,Patrice Evra,20008.0,Left Back,3,Juventus,224,['40a37884-8dc8-416e-8f1c-e613016e2692'],32,,,,,,,,,,,,,,,,,Juventus,224,00:00:32.741,Pass,
,,,,,,,,,,,,,,,,,,,,1.865069,,,,,,,,,,,,,668ad03e-5fc9-41fa-9ac2-5c9b494e68af,44,,"[78.0, 20.1]",3879770,0,,,,,-0.10379234,,Right Foot,,,"[97.2, 18.1]",,Low Pass,,19.303886,,,,,Mario Mandžukić,5472.0,,,,,,1,From Throw In,Paul Pogba,20004.0,Left Center Midfield,3,Juventus,224,"['1ba1128a-1cfa-44f3-8802-d664aa0db47e', '2fda0e98-653e-4e69-980a-b19b033e463e']",35,,,,,,,,,,,,,,,,,Juventus,224,00:00:35.489,Pass,True
,,,,,,,,,,,,,,,,,,,,0.965415,,,,,,,,,,,,,6c23fd68-76c3-47b7-98ff-a412d0b74c52,46,,"[99.6, 18.1]",3879770,0,,,,,-0.61401904,,Right Foot,,,"[105.7, 13.8]",,Ground Pass,,7.4632435,,,,,Roberto Maximiliano Pereyra,3579.0,,,,,,1,From Throw In,Mario Mandžukić,5472.0,Left Center Forward,3,Juventus,224,['f15505b2-bf1f-4bfb-a9be-4a1f584fdc16'],37,,,,,,,,,,,,,,,,,Juventus,224,00:00:37.354,Pass,
,,,,,,,,,,,,,,,,,,,,0.642122,,,,,,,,,,,,,adda56f3-cf80-41d0-b3f9-8f560722e899,66,,"[34.1, 66.3]",3879770,1,,True,,,1.0993364,,Left Foot,,,"[39.3, 76.5]",,Ground Pass,,11.449018,,,,,Andrea Conti,8657.0,,,,,Free Kick,1,From Free Kick,Rafael Tolói,7002.0,Right Center Back,5,Atalanta,228,['7545788d-45e9-43bd-8609-d77d6b6d51fc'],7,,,,,,,,,,,,,,,,,Atalanta,228,00:01:07.522,Pass,
,,,,,,,,,,,,,,,,,,,,2.049611,,,,,,,,,,,,,c0999d53-5993-495e-99f9-f46dda16e00e,68,,"[39.3, 76.5]",3879770,1,,True,,,0.02903748,,Right Foot,,,"[87.5, 77.9]",,High Pass,,48.22033,,,Incomplete,,Jasmin Kurtič,6941.0,,,,,,1,From Free Kick,Andrea Conti,8657.0,Right Wing Back,5,Atalanta,228,"['6c68182f-cf7a-4c9f-b619-c8e6fb765136', '8a4a6866-152d-4727-89db-7b2e9888c9d7']",8,,,,,,,,,,,,,,,,,Atalanta,228,00:01:08.407,Pass,
,,,,,,,,,,,,,,,,,,,,2.416818,,,,,,,,,,,,,9df6d526-35c3-467b-a9f3-215dd3a6e21c,74,,"[36.4, 5.3]",3879770,1,,,,,0.69818825,,Left Foot,,,"[56.3, 22.0]",,Low Pass,,25.978838,,,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,1,From Counter,Claudio Marchisio,8294.0,Center Defensive Midfield,6,Juventus,224,['c6ea7ea3-7a09-4703-b531-2060e013848f'],13,,,,,,,,,,,,,,,,,Juventus,224,00:01:13.380,Pass,
,,,,,,,,,,,,,,,,,,,,2.704599,,,,,,,,,,,,,ea9723bc-c4da-4a86-9156-ff036fd1d36f,80,,"[60.5, 22.1]",3879770,1,,True,,,1.5148324,,Right Foot,,,"[62.5, 57.8]",,Ground Pass,,35.755978,,,,,Sami Khedira,5566.0,,,,,Free Kick,1,From Free Kick,Paul Pogba,20004.0,Left Center Midfield,7,Juventus,224,['707c71d5-54a6-4cfe-ad3c-c3303d5f88e4'],50,,,,,,,,,,,,,,,,,Juventus,224,00:01:50.356,Pass,
,,,,,,,,,,,,,,,,,,,,1.241397,,,,,,,,,,,,,a34c009a-fb5b-49e5-b40d-bde48fde5975,82,,"[65.1, 65.6]",3879770,1,,,,,0.64058566,,Right Foot,,,"[76.1, 73.8]",,Ground Pass,,13.720058,,,,,Stephan Lichtsteiner,5541.0,,,,,,1,From Free Kick,Sami Khedira,5566.0,Right Center Midfield,7,Juventus,224,['b4e26e57-48b2-4d93-9e33-5234aaad1b38'],55,,,,,,,,,,,,,,,,,Juventus,224,00:01:55.221,Pass,
,,,,,,,,,,,,,,,,,,,,0.635714,,,,,,,,,,,,,00ff2d29-a355-40ba-9110-67d8f14d7a8d,85,,"[76.1, 73.8]",3879770,1,,,,,-1.1659045,,Left Foot,,,"[79.1, 66.8]",,Ground Pass,,7.615773,,,Incomplete,,Paulo Bruno Exequiel Dybala,5743.0,,,,,,1,From Free Kick,Stephan Lichtsteiner,5541.0,Right Back,7,Juventus,224,"['53ee6f19-2765-4de1-88eb-3cb12983c245', 'e2795a4b-c51f-4d07-81ac-b4b8f62b3207']",57,,,,,,,,,,,,,,,,,Juventus,224,00:01:57.091,Pass,
,,,,,,,,,,,,,,,,,,,,1.009619,,,,,,,,,,,,,02ea5358-e991-4305-8df3-7549820bca42,88,,"[41.8, 0.1]",3879770,2,,,,,0.76526666,,,,,"[49.4, 7.4]",,Low Pass,,10.538027,,,,,Luca Cigarini,8420.0,,,,,Throw-in,1,From Throw In,Boukary Dramé,11722.0,Left Wing Back,8,Atalanta,228,['82c5ac61-bb88-4c6f-b36a-1ef52002a207'],7,,,,,,,,,,,,,,,,,Atalanta,228,00:02:07.785,Pass,
,,,,,,,,,,,,,,,,,,,,0.98139,,,,,,,,,,,,,339adc18-e0a6-4f54-9bae-88e25a148541,91,,"[50.0, 7.7]",3879770,2,,,,,-2.4216745,,Other,,,"[43.5, 2.0]",,Low Pass,,8.64523,,,,,Boukary Dramé,11722.0,,,,,,1,From Throw In,Luca Cigarini,8420.0,Left Center Midfield,8,Atalanta,228,['04243c23-9b43-4e87-a30e-53e8b462f9b5'],8,,,,,,,,,,,,,,,,,Atalanta,228,00:02:08.794,Pass,
,,,,,,,,,,,,,,,,,,,,1.722525,,,,,,,,,,,,,927e5fae-93ca-4b62-99c7-705b43d8c373,95,,"[41.3, 2.5]",3879770,2,,,,,2.8484058,,Left Foot,,,"[20.1, 8.9]",,Ground Pass,,22.144978,,,,,Andrea Masiello,6992.0,,,,,,1,From Throw In,Boukary Dramé,11722.0,Left Wing Back,8,Atalanta,228,['78372d67-28d1-4feb-8584-f2aba0b3ac8a'],11,,,,,,,,,,,,,,,,,Atalanta,228,00:02:11.033,Pass,
,,,,,,,,,,,,,,,,,,,,1.769763,,,,,,,,,,,,,0eb32a2c-52d0-4fa4-9ce0-21d4a2fc0597,97,,"[20.1, 8.9]",3879770,2,,,,,1.5922984,,Right Foot,,,"[19.7, 27.5]",,Ground Pass,,18.604301,,,,,Gabriel Alejandro Paletta,38237.0,,,,,,1,From Throw In,Andrea Masiello,6992.0,Left Center Back,8,Atalanta,228,['34189c4c-b184-4283-9122-acd40c90b1f5'],12,,,,,,,,,,,,,,,,,Atalanta,228,00:02:12.756,Pass,
,,,,,,,,,,,,,,,,,,,,2.594204,,,,,,,,,,,,,eec209af-1c27-4b48-96fe-c5ce40554e80,101,,"[19.1, 38.4]",3879770,2,,,,,0.72172076,,Right Foot,,,"[53.3, 68.5]",,High Pass,,45.559303,,,,,Andrea Conti,8657.0,,,,,,1,From Throw In,Gabriel Alejandro Paletta,38237.0,Center Back,8,Atalanta,228,"['398d1f4c-c3c2-498b-80f7-fef35581cef9', '5c9df960-be55-4c9f-be11-8c8c833ff4cc']",16,,,,,,,,,,,,,,,,,Atalanta,228,00:02:16.181,Pass,True
,,,,,,,,,,,,,,,,,,,,1.136499,,,,,,,,,,,,,c9952b08-a8eb-4bb5-9fd8-37025040ddf5,104,,"[57.1, 63.6]",3879770,2,,,,,-2.0919344,,Right Foot,,,"[47.8, 47.4]",,Ground Pass,,18.679668,,,,,Marten de Roon,6994.0,,,,,,1,From Throw In,Andrea Conti,8657.0,Right Wing Back,8,Atalanta,228,['933c63e3-feda-4280-b50e-e003f7bc9476'],20,,,,,,,,,,,,,,,,,Atalanta,228,00:02:20.053,Pass,
,,,,,,,,,,,,,,,,,,,,1.086513,,,,,,,,,,,,,b2e3dbb7-8e53-4342-8d11-9d169e42a53d,106,,"[48.1, 47.4]",3879770,2,,,,,-0.6319742,,Right Foot,,,"[59.3, 39.2]",,Ground Pass,,13.880922,,,Incomplete,,Luca Cigarini,8420.0,,,,,,1,From Throw In,Marten de Roon,6994.0,Center Defensive Midfield,8,Atalanta,228,"['d5cda010-192a-4416-a1ec-0ffddfcfa443', 'e4378eed-4821-4e95-82ce-9524d7cc0b45']",21,,,,,,,,,,,,,,,,,Atalanta,228,00:02:21.190,Pass,
,,,,,,,,,,,,,True,,,,,,,1.096639,,,,,,,,,,,,,d5cda010-192a-4416-a1ec-0ffddfcfa443,108,,"[60.8, 40.9]",3879770,2,,,,,-0.38991785,,Left Foot,,,"[68.1, 37.9]",,Ground Pass,,7.892401,,,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,Interception,1,Regular Play,Sami Khedira,5566.0,Right Center Midfield,9,Juventus,224,"['42409212-35a3-499a-b211-6b0f77c8daf7', 'b2e3dbb7-8e53-4342-8d11-9d169e42a53d']",22,,,,,,,,,,,,,,,,,Juventus,224,00:02:22.276,Pass,
,,,,,,,,,,,,,,,,,,,,1.322127,,,,,,,,,,,,,195319c1-49d0-4879-aa2a-ee024bc04827,112,,"[82.4, 35.7]",3879770,2,,,,,-1.1107588,,Left Foot,,,"[93.4, 13.5]",,Low Pass,,24.775795,,,,,Roberto Maximiliano Pereyra,3579.0,,,,,,1,Regular Play,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,9,Juventus,224,"['913ccf6f-85b7-45a9-ad09-969f544c1ddf', 'f96838d4-00e3-46ac-9879-9a9e0470a3e9']",27,,,,,,,,,,,,,,,,,Juventus,224,00:02:27.496,Pass,True
,,,,,,,,,,,,,,,,,,,,1.375373,,,,,,,,,,,,,5e098bd6-3647-40e4-a31d-bd02a8f8df06,118,,"[97.8, 12.4]",3879770,2,,,,,2.1260238,,Right Foot,,,"[86.2, 31.1]",,Ground Pass,,22.005682,,,,,Claudio Marchisio,8294.0,,,,,,1,Regular Play,Roberto Maximiliano Pereyra,3579.0,Center Attacking Midfield,9,Juventus,224,['639b14b1-f78c-417a-b708-8c2343153e51'],33,,,,,,,,,,,,,,,,,Juventus,224,00:02:33.937,Pass,
,,,,,,,,,,,,,,,,,,,,2.873353,,,,,,,,,,,,,c38774ef-850c-42b4-a3f2-f8f71db07657,121,,"[91.2, 34.6]",3879770,2,,,,,1.1764305,,Right Foot,,,"[105.1, 68.0]",,Ground Pass,,36.176926,,,,,Stephan Lichtsteiner,5541.0,,,,,,1,Regular Play,Claudio Marchisio,8294.0,Center Defensive Midfield,9,Juventus,224,['06e18ecf-a4fc-4456-8824-a591716dfa23'],36,,,,,,,,,,,,,,,,,Juventus,224,00:02:36.636,Pass,
,,,,,,,,,,,,,,,,,,,,2.946133,,,,,,,,,,,,,49963f24-6caa-4b1b-96c0-32a889215706,124,,"[98.8, 59.8]",3879770,2,,,,,-1.1343856,,Left Foot,,,"[110.6, 34.5]",,High Pass,,27.916483,,,Incomplete,,Mario Mandžukić,5472.0,,,,,,1,Regular Play,Stephan Lichtsteiner,5541.0,Right Back,9,Juventus,224,"['35058612-3da6-4b67-ac85-c761e38a05fd', '569809d7-eb18-450f-b5a7-32976067cd09']",42,,,,,,,,,,,,,,,,,Juventus,224,00:02:42.396,Pass,
,,,,,,,,,,,,,,,,,,,,1.167396,,,,,,,,,,,,,33a25af8-653b-42ad-b21d-91e96862bf41,133,,"[35.3, 50.0]",3879770,2,,,,,-0.9847355,,Right Foot,,,"[43.2, 38.1]",,Ground Pass,,14.283557,,,,,Marco Borriello,8871.0,,,,,,1,Regular Play,Jasmin Kurtič,6941.0,Right Center Midfield,10,Atalanta,228,['d60e572e-1994-49a7-8ffa-aa95be9cf970'],53,,,,,,,,,,,,,,,,,Atalanta,228,00:02:53.248,Pass,
,,,,,,,,,,,,,,,,,,,,1.939342,,,,,,,,,,,,,59995c47-2f89-421c-82c9-965113b5aa6c,137,,"[90.1, 12.1]",3879770,3,,,,,-0.53598493,,Left Foot,,,"[103.4, 4.2]",,Ground Pass,,15.469324,,,,,Boukary Dramé,11722.0,,,,,,1,Regular Play,Marco Borriello,8871.0,Left Center Forward,10,Atalanta,228,['b320017d-a4e2-477a-b3b4-43de057c22ed'],3,,,,,,,,,,,,,,,,,Atalanta,228,00:03:03.568,Pass,
,,,,,,,,,,,,,,,,,,,,1.706145,,,,,,,,,,,,,90ed04c5-d8ca-47d4-be11-a86e4adc5be9,140,,"[105.1, 4.5]",3879770,3,,,,,1.2593935,,Left Foot,True,,"[115.4, 36.5]",,Low Pass,,33.61681,,,Incomplete,,Jasmin Kurtič,6941.0,,,,,,1,Regular Play,Boukary Dramé,11722.0,Left Wing Back,10,Atalanta,228,"['4e89f6ee-9518-4f46-ad26-ba9e0fda6840', '858b3dbb-4821-42a3-b7a6-f2b4c6102e4b']",6,,,,,,,,,,,,,,,,,Atalanta,228,00:03:06.673,Pass,
