50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.528153,,,,,,,,,,,,,6d3e3bdf-1a37-434c-87af-fa4a55ac9cf5,14,,"[49.8, 4.5]",3879848,0,,,,,2.6554408,,Left Foot,,,,"[37.5, 11.0]",Ground Pass,,13.911865,,,,Davide Astori,8275.0,,,,,,1,From Kick Off,Marcos Alonso Mendoza,3964.0,Left Wing Back,2,Fiorentina,239,['fc84f111-12b5-47c3-a1a7-39f74bcd8d05'],6,,,,,,,,,,,,,,,,Fiorentina,239,00:00:06.917,Pass,
,,,,,,,,,,,,,,,,,,1.865753,,,,,,,,,,,,,75ac2bde-361f-4479-9f34-19d26ebb757d,17,,"[37.5, 13.3]",3879848,0,,,,,1.815775,,Left Foot,,,,"[32.8, 32.1]",Ground Pass,,19.378597,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,From Kick Off,Davide Astori,8275.0,Left Center Back,2,Fiorentina,239,['85efc76b-ccd3-435e-98b6-5efece337706'],9,,,,,,,,,,,,,,,,Fiorentina,239,00:00:09.161,Pass,
,,,,,,,,,,,,,,,,,,1.113515,,,,,,,,,,,,,46049a2f-8093-4232-884b-8b1b63204d17,20,,"[35.0, 43.6]",3879848,0,,,,,1.4611062,,Right Foot,,,,"[37.5, 66.3]",Ground Pass,,22.83725,,,,Nenad Tomović,7056.0,,,,,,1,From Kick Off,Gonzalo Javier Rodríguez,25931.0,Center Back,2,Fiorentina,239,['c3f711f9-641e-4102-9a69-9cedefe18e7b'],12,,,,,,,,,,,,,,,,Fiorentina,239,00:00:12.588,Pass,
,,,,,,,,,,,,,,,,,,1.216518,,,,,,,,,,,,,75c9f1d7-940d-4ee1-954b-db99cc5e0ec5,23,,"[37.5, 66.3]",3879848,0,,,,,-1.8429422,,Right Foot,,,,"[33.9, 53.4]",Ground Pass,,13.392908,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,From Kick Off,Nenad Tomović,7056.0,Right Center Back,2,Fiorentina,239,['757cd74a-e03c-4ff8-afbd-416202f348f7'],14,,,,,,,,,,,,,,,,Fiorentina,239,00:00:14.674,Pass,
,,,,,,,,,,,,,,,,,,1.503516,,,,,,,,,,,,,129510c3-68c3-4474-b169-f2e4fb823475,26,,"[34.1, 53.4]",3879848,0,,,,,-1.9280226,,Right Foot,,,,"[23.5, 25.0]",Ground Pass,,30.313694,,,,Davide Astori,8275.0,,,,,,1,From Kick Off,Gonzalo Javier Rodríguez,25931.0,Center Back,2,Fiorentina,239,['c75a32bf-6b58-49a6-bf39-e0704e27f6f8'],16,,,,,,,,,,,,,,,,Fiorentina,239,00:00:16.868,Pass,
,,,,,,,,,,,,,,,,,,1.340701,,,,,,,,,,,,,2d28ae52-2d86-4e94-b54c-24bb51fcdc67,29,,"[20.1, 19.2]",3879848,0,,,,,-0.92838454,,Left Foot,,,,"[31.1, 4.5]",Ground Pass,,18.36001,,,,Marcos Alonso Mendoza,3964.0,,,,,,1,From Kick Off,Davide Astori,8275.0,Left Center Back,2,Fiorentina,239,['6a2315ad-d3e7-4174-9f4b-e95b15f3600d'],21,,,,,,,,,,,,,,,,Fiorentina,239,00:00:21.150,Pass,
,,,,,,,,,,,,,,,,,,0.741147,,,,,,,,,,,,,9b8ea813-7b25-4172-86c2-d5b4ef9435ed,33,,"[30.3, 4.7]",3879848,0,,,,,1.111459,,Left Foot,,,,"[34.9, 14.0]",Ground Pass,,10.375452,,,,Borja Valero Iglesias,6997.0,,,,,,1,From Kick Off,Marcos Alonso Mendoza,3964.0,Left Wing Back,2,Fiorentina,239,['ff977a1a-aec3-4366-a139-1730aa97648a'],22,,,,,,,,,,,,,,,,Fiorentina,239,00:00:22.979,Pass,
,,,,,,,,,,,,,,,,,,0.494442,,,,,,,,,,,,,6f8276c4-7a1a-4006-824c-041480fd0e81,39,,"[30.9, 15.3]",3879848,0,,True,,,1.345195,,Right Foot,,,,"[36.5, 39.7]",Ground Pass,,25.034376,,,,Gonzalo Javier Rodríguez,25931.0,,,,,Free Kick,1,From Free Kick,Davide Astori,8275.0,Left Center Back,3,Fiorentina,239,['bec3c8c2-1c1a-4ac7-a3dd-e49756025b93'],35,,,,,,,,,,,,,,,,Fiorentina,239,00:00:35.881,Pass,
,,,,,,,,,,,,,,,,,,1.525515,,,,,,,,,,,,,7311b761-4a35-4c29-bd29-d16d0ddb2f45,41,,"[36.3, 40.3]",3879848,0,,,,,1.3902127,,Left Foot,,,,"[40.7, 64.4]",Ground Pass,,24.498367,,,,Nenad Tomović,7056.0,,,,,,1,From Free Kick,Gonzalo Javier Rodríguez,25931.0,Center Back,3,Fiorentina,239,['4b3f929b-6b4a-4c8d-923e-5f0f9a6947ae'],37,,,,,,,,,,,,,,,,Fiorentina,239,00:00:37.081,Pass,
,,,,,,,,,,,,,,,,,,1.647555,,,,,,,,,,,,,ca993fff-6ce8-40d4-8f27-6f5110eb640b,44,,"[47.6, 69.3]",3879848,0,,,,,-1.9349618,,Right Foot,,,,"[39.1, 47.0]",Ground Pass,,23.865038,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,From Free Kick,Nenad Tomović,7056.0,Right Center Back,3,Fiorentina,239,['6db2b377-abda-45cc-93b2-6ab87e88cc2b'],40,,,,,,,,,,,,,,,,Fiorentina,239,00:00:40.812,Pass,
,,,,,,,,,,,,,,,,,,1.492726,,,,,,,,,,,,,660dea22-54d0-4a06-b6e1-65e9033f19fd,47,,"[37.9, 42.8]",3879848,0,,,,,-1.4373943,,Right Foot,,,,"[41.0, 19.7]",Ground Pass,,23.307081,,,,Davide Astori,8275.0,,,,,,1,From Free Kick,Gonzalo Javier Rodríguez,25931.0,Center Back,3,Fiorentina,239,['565ab56d-1fc2-4a2a-b57d-1a98aaf5ecc9'],43,,,,,,,,,,,,,,,,Fiorentina,239,00:00:43.851,Pass,
,,,,,,,,,,,,,,,,,,5.905305,,,,,,,,,,,,,050cb155-f837-45dc-a3f1-4f317e4625a1,50,,"[43.1, 14.3]",3879848,0,,,,,-0.08948728,,Left Foot,,,,"[120.0, 7.4]",High Pass,,77.20894,,Out,,Borja Valero Iglesias,6997.0,,,,,,1,From Free Kick,Davide Astori,8275.0,Left Center Back,3,Fiorentina,239,['f5b1eab0-689e-4c6c-9c0b-9ffff974ddc0'],46,,,,,,,,,,,,,,,,Fiorentina,239,00:00:46.749,Pass,
,,,,,,,,,,,,,,,,,,3.093594,,,,,,,,,,,,,4c97a563-97f2-47e5-9d1e-f7a381dffdcb,54,,"[6.0, 44.0]",3879848,1,,,,,-0.18645649,,Right Foot,,,,"[65.9, 32.7]",High Pass,,60.956543,,Incomplete,,Roberto Inglese,7043.0,,,,,Goal Kick,1,From Goal Kick,Albano Benjamín Bizzarri,7803.0,Goalkeeper,4,Chievo,231,"['7d581835-de07-45ee-a166-5f5227a579d0', 'e6ff5d4b-40b1-479b-8866-f097b9969054']",13,,,,,,,,,,,,,,,,Chievo,231,00:01:13.333,Pass,
,,,,,,,,,,,,,,,,,,1.387387,,,,,,,,,,,,,7d581835-de07-45ee-a166-5f5227a579d0,56,,"[54.2, 47.4]",3879848,1,,,,True,-0.60228735,,,,,,"[63.8, 40.8]",Low Pass,,11.649893,,Incomplete,,Mauro Matías Zárate,27853.0,,,,,Recovery,1,From Goal Kick,Nenad Tomović,7056.0,Right Center Back,4,Chievo,231,"['4c97a563-97f2-47e5-9d1e-f7a381dffdcb', '5189f555-985b-401d-bd08-0683998f339b', '7edfae93-8d44-409f-9f46-13e4bfe656f9', 'c794b60e-9642-408c-94b2-6c7bde073e94']",16,,,,,,,,,,,,,,,,Fiorentina,239,00:01:16.426,Pass,True
,,,,,,,,,,,,,,,,,,2.568887,,,,,,,,,,,,,d203475c-67a1-49fb-9b5f-ba8ad00e9be2,62,,"[62.1, 44.4]",3879848,1,,,,,1.541393,,Right Foot,,,,"[62.9, 71.6]",Ground Pass,,27.211761,,,,Fabrizio Cacciatore,7050.0,,,,,,1,From Goal Kick,Ivan Radovanović,7042.0,Center Defensive Midfield,4,Chievo,231,['6ebdf72c-1c2b-4eea-a995-954faa9eadaa'],19,,,,,,,,,,,,,,,,Chievo,231,00:01:19.799,Pass,
,,,,,,,,,,,,,,,,,,0.957709,,,,,,,,,,,,,137147ad-4068-4351-9552-22df7cf95ecc,65,,"[71.1, 72.9]",3879848,1,,,,,-0.48064315,,Right Foot,,,,"[85.1, 65.6]",Ground Pass,,15.78892,,,,Simone Pepe,40247.0,,,,,,1,From Goal Kick,Fabrizio Cacciatore,7050.0,Right Back,4,Chievo,231,['8aaeb93d-8b70-40af-aeae-66ec40385abf'],24,,,,,,,,,,,,,,,,Chievo,231,00:01:24.011,Pass,
,,,,,,,,,,,,,,,,,,1.238443,,,,,,,,,,,,,e68aad48-7162-44e1-a80b-c8d1aea6a983,69,,"[84.3, 69.0]",3879848,1,,,,,0.62430626,,Right Foot,,,,"[93.6, 75.7]",Ground Pass,,11.462111,,,,Fabrizio Cacciatore,7050.0,,,,,,1,From Goal Kick,Simone Pepe,40247.0,Center Attacking Midfield,4,Chievo,231,['66012b8e-9c76-4078-af0c-f788d31db96a'],26,,,,,,,,,,,,,,,,Chievo,231,00:01:26.034,Pass,
,,,,,,,,,,,,,,,,,,2.352651,,,,,,,,,,,,,a322afdd-105c-4927-b2b4-ba26c7f09d55,77,,"[22.9, 2.3]",3879848,1,,,,,2.4688377,,Right Foot,,,,"[10.6, 12.1]",Ground Pass,,15.726728,,,,Davide Astori,8275.0,,,,,,1,Regular Play,Marcos Alonso Mendoza,3964.0,Left Wing Back,5,Fiorentina,239,"['41c550e6-951d-49fd-8a82-2af3014e8024', '8a526be0-f524-48e5-af13-b611077cc1bb']",28,,,,,,,,,,,,,,,,Fiorentina,239,00:01:28.974,Pass,True
,,,,,,,,,,,,,,,,,,0.864412,,,,,,,,,,,,,21acffa4-20be-47cd-8068-a1fe33b8a747,80,,"[11.7, 12.3]",3879848,1,,,,,-0.24497867,,Left Foot,,,,"[21.3, 9.9]",Ground Pass,,9.895453,,,,Borja Valero Iglesias,6997.0,,,,,,1,Regular Play,Davide Astori,8275.0,Left Center Back,5,Fiorentina,239,['bbc325b9-f3b1-4bea-adce-7e4df5e1356b'],31,,,,,,,,,,,,,,,,Fiorentina,239,00:01:31.774,Pass,
,,,,,,,,,,,,,,,,,,1.383643,,,,,,,,,,,,,a45b2c09-6982-4cfb-8fd0-1032aa6c8f2e,85,,"[15.5, 8.3]",3879848,1,,,,,2.2844226,,Right Foot,,,,"[8.4, 16.5]",Ground Pass,,10.846659,,,,Davide Astori,8275.0,,,,,,1,Regular Play,Borja Valero Iglesias,6997.0,Left Center Midfield,5,Fiorentina,239,"['7a279a93-ce5e-4fa0-a401-7f0c4fe36676', 'b5f94ff6-714c-49a9-9bdf-5fd54d238cdf']",34,,,,,,,,,,,,,,,,Fiorentina,239,00:01:34.560,Pass,True
,,,,,,,,,,,,,,,,,,1.637432,,,,,,,,,,,,,a6fd7446-7ac5-476e-8e5d-736aeb01ee1a,88,,"[8.1, 21.7]",3879848,1,,,,,1.8590865,,Left Foot,,,,"[3.8, 36.2]",Ground Pass,,15.124153,,,,Anton Ciprian Tătărușanu,3112.0,,,,,,1,Regular Play,Davide Astori,8275.0,Left Center Back,5,Fiorentina,239,['e57c7599-a2de-4463-aee2-d101e018f144'],37,,,,,,,,,,,,,,,,Fiorentina,239,00:01:37.248,Pass,
,,,,,,,,,,,,,,,,,,1.549725,,,,,,,,,,,,,493b897b-3ad3-440f-95f3-673802240363,91,,"[3.8, 44.2]",3879848,1,,,,,1.3942311,,Right Foot,,,,"[8.1, 68.3]",Ground Pass,,24.480604,,,,Nenad Tomović,7056.0,,,,,,1,Regular Play,Anton Ciprian Tătărușanu,3112.0,Goalkeeper,5,Fiorentina,239,['a7b604b1-1e79-4104-a1fd-d1a4d0ad5b9d'],40,,,,,,,,,,,,,,,,Fiorentina,239,00:01:40.118,Pass,
,,,,,,,,,,,,,,,,,,0.217584,,,,,,,,,,,,,b3204256-a249-4025-a245-efdc2476bbe0,94,,"[10.8, 77.8]",3879848,1,,,,,0.0,,Right Foot,,,,"[16.0, 77.8]",Low Pass,,5.2,,Incomplete,,Matías Ariel Fernández Fernández,26192.0,,,,,,1,Regular Play,Nenad Tomović,7056.0,Right Center Back,5,Fiorentina,239,"['585c0ec1-95b5-4d86-b1fa-b36da35ae241', '876b3a9e-28b3-47e4-a61c-d05e518dcbbb']",44,,,,,,,,,,,,,,,,Fiorentina,239,00:01:44.012,Pass,
,,,,,,,,,,,,,,,,,,2.797502,,,,,,,,,,,,,b995621d-711d-40df-aecd-0a195a929d90,98,,"[4.8, 55.1]",3879848,1,,True,,,-1.1458538,,Keeper Arm,,,,"[21.0, 19.3]",Low Pass,,39.294785,,,,Davide Astori,8275.0,,,,,,1,Regular Play,Anton Ciprian Tătărușanu,3112.0,Goalkeeper,5,Fiorentina,239,['942064d0-9c52-467c-b928-6a87ac144f97'],49,,,,,,,,,,,,,,,,Fiorentina,239,00:01:49.239,Pass,
,,,,,,,,,,,,,,,,,,1.725642,,,,,,,,,,,,,9b9982a1-943f-46ba-b074-c92f521618ff,100,,"[35.7, 17.3]",3879848,1,,,,,0.29487064,,Left Foot,,,,"[70.6, 27.9]",High Pass,,36.47424,,,,Nikola Kalinić,7033.0,,,,,,1,Regular Play,Davide Astori,8275.0,Left Center Back,5,Fiorentina,239,['f86b2e1b-6d08-4717-86af-42a2c7022c27'],54,,,,,,,,,,,,,,,,Fiorentina,239,00:01:54.176,Pass,
,,,,,,,,,,,,,,,,,,2.95831,,,,,,,,,,,,,1b00c8b9-7a6b-46f3-9fd7-dccfeb7739a9,105,,"[55.3, 56.2]",3879848,1,,,,,2.9125025,,Right Foot,,,,"[33.0, 61.4]",Ground Pass,,22.898252,,,,Fabrizio Cacciatore,7050.0,,,,,Recovery,1,Regular Play,Nicola Rigoni,7041.0,Right Center Midfield,6,Chievo,231,['bd0b8e2b-9452-4bc6-a9c5-5af2e15e1d7c'],57,,,,,,,,,,,,,,,,Chievo,231,00:01:57.508,Pass,
,,,,,,,,,,,,,,,,,,2.33326,,,,,,,,,,,,,0418ac89-532c-4e59-acfe-3b0ea04de48d,109,,"[33.0, 60.8]",3879848,2,,,,,-2.5084944,,Left Foot,,,,"[8.2, 42.6]",Ground Pass,,30.761665,,,,Albano Benjamín Bizzarri,7803.0,,,,,,1,Regular Play,Fabrizio Cacciatore,7050.0,Right Back,6,Chievo,231,"['46fefe94-8f83-4319-bbef-3914c0be53b5', 'c3045e8b-b6c8-4044-b663-4b2562d51f45']",0,,,,,,,,,,,,,,,,Chievo,231,00:02:00.506,Pass,True
,,,,,,,,,,,,,,,,,,4.860117,,,,,,,,,,,,,cf3a260e-0eb1-465e-bc1f-74b109c4b35d,111,,"[8.2, 42.6]",3879848,2,,,,,-0.019352423,,Right Foot,,,,"[54.7, 41.7]",High Pass,,46.50871,,Incomplete,,Ivan Radovanović,7042.0,,,,,,1,Regular Play,Albano Benjamín Bizzarri,7803.0,Goalkeeper,6,Chievo,231,"['00ca85ab-d2f6-414e-8b7b-4128b9b1a831', '1a37416b-7690-4d7a-bad4-47f3240ba78b']",2,,,,,,,,,,,,,,,,Chievo,231,00:02:02.839,Pass,
,,,,,,,,,,,,,,,,,,2.319632,,,,,,,,,,,,,1a37416b-7690-4d7a-bad4-47f3240ba78b,113,,"[65.4, 38.4]",3879848,2,,,,,2.4490442,,Right Foot,,,,"[51.9, 49.6]",High Pass,,17.541094,,,,Nenad Tomović,7056.0,,,,,Recovery,1,Regular Play,Milan Badelj,6305.0,Center Defensive Midfield,7,Fiorentina,239,"['b664cf78-f4a9-4905-9daa-0458ff468fe2', 'cf3a260e-0eb1-465e-bc1f-74b109c4b35d']",7,,,,,,,,,,,,,,,,Fiorentina,239,00:02:07.699,Pass,
,,,,,,,,,,,,,,,,,,0.661949,,,,,,,,,,,,,504f6144-018b-4c6e-909b-596f18d9f37f,117,,"[50.6, 53.2]",3879848,2,,,,,-1.959115,,Right Foot,,,,"[47.0, 44.4]",Ground Pass,,9.507892,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,Regular Play,Nenad Tomović,7056.0,Right Center Back,7,Fiorentina,239,['0f6f4303-4944-4ee1-a469-13f49748165d'],11,,,,,,,,,,,,,,,,Fiorentina,239,00:02:11.161,Pass,
,,,,,,,,,,,,,,,,,,2.88358,,,,,,,,,,,,,341bf635-ed34-455e-b3dd-fa5d8ff397f7,120,,"[47.6, 44.6]",3879848,2,,,,,-0.1500515,,Right Foot,,,,"[93.9, 37.6]",High Pass,,46.826168,,Incomplete,,Nikola Kalinić,7033.0,,,,,,1,Regular Play,Gonzalo Javier Rodríguez,25931.0,Center Back,7,Fiorentina,239,"['600de5b9-cb1c-4a6f-bd7c-0f1add4a8e77', 'b16075d3-5f5e-4ef5-b8bc-3726153106fd']",13,,,,,,,,,,,,,,,,Fiorentina,239,00:02:13.585,Pass,
,,,,,,,,,,,,,,,,,,0.404967,,,,,,,,,,,,,0ba85f41-a67e-4475-a3d0-57b738295588,124,,"[40.2, 39.7]",3879848,2,,,,,0.021273386,,Right Foot,,,,"[44.9, 39.8]",High Pass,,4.7010636,,Incomplete,,Nicola Rigoni,7041.0,,,,,Recovery,1,Regular Play,Ivan Radovanović,7042.0,Center Defensive Midfield,7,Fiorentina,239,"['e682841a-2539-4009-a316-ef69f14b3cf5', 'e9c710bf-c138-4ef0-aafb-d3823edf99c2']",18,,,,,,,,,,,,,,,,Chievo,231,00:02:18.703,Pass,
