50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.12456,,,,,,,,,,,,,,,8ea2cc20-175e-4010-9740-e64e437c937e,16,,"[35.4, 23.5]",3879629,0,,,True,-0.2421418,,,,,"[52.0, 19.4]",,High Pass,,17.098831,Incomplete,,Daniel Ciofani,13613.0,,,,,,Recovery,1,From Kick Off,Leonardo Blanchard,387847.0,Left Center Back,2,Hellas Verona,226,"['0420d24b-480d-44f1-a12a-25e75876cd13', 'bcffdb48-f10e-4eb5-9342-693e0b3d49df', 'ea213145-c5af-4cfa-9ef6-4b2c10dbe92d', 'fe2af5a1-d8b0-43c8-8dc3-28524201523e']",8,,,,,,,,,,,,,,,,,Frosinone,291,00:00:08.713,Pass,True
,,,,,,,,,,,,,,,,,,1.011166,,,,,,,,,,,,,,,0b645a47-ff7d-4569-9cf1-f163608caf06,21,,"[67.0, 61.8]",3879629,0,,,,0.21459287,,Right Foot,,,"[82.6, 65.2]",,Low Pass,,15.966214,,,Luca Siligardi,11494.0,,,,,,,1,From Kick Off,Federico Viviani,7770.0,Center Defensive Midfield,2,Hellas Verona,226,"['194e670b-826f-4aea-949f-94640d93ce9a', 'd7c36aac-b8a1-43df-a69c-5f51f27d4966']",11,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:11.938,Pass,True
,,,,,,,,,,,,,,,,,,0.330369,,,,,,,,,,,,,,,14e049b8-dc48-40b6-8adc-3cc21539477a,25,,"[80.7, 65.6]",3879629,0,,,,-0.50617516,,Left Foot,,,"[89.9, 60.5]",,Ground Pass,,10.519031,Incomplete,,Luca Toni,20252.0,,,,,,,1,From Kick Off,Luca Siligardi,11494.0,Right Wing,2,Hellas Verona,226,"['7313b5bc-e2ff-4afe-8ced-8a1bc9559102', 'dfb427e6-c877-4281-98e8-8aa88daf9dd8']",13,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:13.471,Pass,
,,,,,,,,,,,,,,,,,,1.531733,,,,,,,,,,,,,,,05c4a9d1-c809-4a83-8ad7-400271423074,32,,"[94.0, 0.1]",3879629,0,,,,0.4636476,,,,,"[106.6, 6.4]",,Low Pass,,14.087228,,,Danilo Soddimo,11608.0,,,,,,Throw-in,1,From Throw In,Roberto Crivello,296873.0,Left Back,3,Frosinone,291,['ebc319c2-8b42-49e7-a98f-3ebb2cd37630'],36,,,,,,,,,,,,,,,,,Frosinone,291,00:00:36.966,Pass,
,,,,,,,,,,,,,,,,,,1.016015,,,,,,,,,,,,,,,77ec147d-03e5-4669-b63a-be5b6a69cb6d,36,,"[108.7, 4.4]",3879629,0,,,,3.1415927,,Right Foot,,,"[99.5, 4.4]",,Ground Pass,,9.2,,,Roberto Crivello,296873.0,,,,,,,1,From Throw In,Danilo Soddimo,11608.0,Left Midfield,3,Frosinone,291,"['7dfda501-61ef-4c90-ab47-213d6c6ec4d5', 'cd7943c1-83a7-4bee-adf3-0d7017e6c1ae']",39,,,,,,,,,,,,,,,,,Frosinone,291,00:00:39.415,Pass,True
,,,,,,,,,,,,,,,,,,0.543186,,,,,,,,,,,,,,,2af90d29-b96e-452b-819b-773da99fc092,39,,"[97.2, 4.4]",3879629,0,,,,-0.024686342,,Right Foot,,,"[105.3, 4.2]",,Ground Pass,,8.1024685,,,Danilo Soddimo,11608.0,,,,,,,1,From Throw In,Roberto Crivello,296873.0,Left Back,3,Frosinone,291,['a64985d8-2772-4568-aa55-25ecad808b88'],40,,,,,,,,,,,,,,,,,Frosinone,291,00:00:40.795,Pass,
,,,,,,,,,,,,,,,,,,1.931136,,,,,,,,,,,,,,,06b2a162-db85-4378-aa13-9212be7ca198,42,,"[99.3, 4.2]",3879629,0,,,,1.118844,,Right Foot,True,,"[116.0, 38.6]",,High Pass,,38.239376,Incomplete,,,,,,,,,,1,From Throw In,Danilo Soddimo,11608.0,Left Midfield,3,Frosinone,291,['7f4cca5d-7974-46aa-abcf-8c0b0e3ff551'],42,,,,,,,,,,,,,,,,,Frosinone,291,00:00:42.883,Pass,
,,,,,,,,,,,,,,,,,,3.067998,,,,,,,,,,,,,,,f203d4cc-2f53-4325-b4dd-80ea915216de,45,,"[12.0, 46.6]",3879629,0,,,,-0.27536654,,Drop Kick,,,"[79.6, 27.5]",,High Pass,,70.2465,Incomplete,,Juan Ignacio Gómez Taleb,386651.0,,,,,,,1,From Throw In,Rafael de Andrade Bittencourt Pinheiro,9887.0,Goalkeeper,3,Frosinone,291,"['3289b12a-9ccc-49b3-9840-6fa2dda8fbc8', '37f6f46f-c9e0-4aa6-b91b-e380938b5851']",58,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:58.481,Pass,
,,,,,,,,,,,,,,,,,,1.219839,,,,,,,,,,,,,,,37f6f46f-c9e0-4aa6-b91b-e380938b5851,48,,"[40.5, 52.6]",3879629,1,,,True,0.7754317,,,,,"[55.7, 67.5]",,High Pass,,21.284971,,,Luca Paganini,23470.0,,,,,,Recovery,1,From Throw In,Modibo Diakité,174418.0,Right Center Back,3,Frosinone,291,"['0592e2a5-5d6e-450a-bebd-6c4a159fff91', '2043112b-93d4-4257-a38c-1e01ccff90f4', 'f203d4cc-2f53-4325-b4dd-80ea915216de']",1,,,,,,,,,,,,,,,,,Frosinone,291,00:01:01.549,Pass,True
,,,,,,,,,,,,,,,,,,0.54404,,,,,,,,,,,,,,,3d7a4f9c-c0d3-416f-8cf4-006566df993b,53,,"[52.3, 72.7]",3879629,1,,,,2.7912784,,Right Foot,,,"[47.1, 74.6]",,Ground Pass,,5.5362444,,,Mirko Gori,20636.0,,,,,,,1,From Throw In,Luca Paganini,23470.0,Right Midfield,3,Frosinone,291,"['07acaa7b-8800-4c58-8961-3bb35ecdc6c9', '91ded000-dd4a-4db2-bb30-bc253084f5ef']",3,,,,,,,,,,,,,,,,,Frosinone,291,00:01:03.492,Pass,True
,,,,,,,,,,,,,,,,,,0.153296,,,,,,,,,,,,,,,1ef8f563-ab3b-4235-9e21-20b3e5fb0079,57,,"[48.0, 75.9]",3879629,1,,,,-0.1308274,,Right Foot,,,"[51.8, 75.4]",,Ground Pass,,3.8327537,Incomplete,,Luca Paganini,23470.0,,,,,,,1,From Throw In,Mirko Gori,20636.0,Right Defensive Midfield,3,Frosinone,291,"['0f065c05-a1c4-4434-8e3d-4f5d33547156', '7323be36-b5e9-44c7-ad5e-bbc7d085233e', '9935b660-8297-4441-89de-914822ad0dba']",5,,,,,,,,,,,,,,,,,Frosinone,291,00:01:05.344,Pass,True
,,,,,,,,,,,,,,,,,,0.776634,,,,,,,,,,,,,,,c76ab5a2-9755-4237-b66a-504ed5f61837,63,,"[69.3, 3.8]",3879629,1,,,,0.6202495,,Left Foot,,,"[79.8, 11.3]",,Low Pass,,12.903488,Incomplete,,,,,,,,,Recovery,1,From Throw In,Samuel Souprayen,7695.0,Left Back,3,Frosinone,291,['9d44acab-fe3b-40da-87f4-fff822500443'],6,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:06.797,Pass,
,,,,,,,,,,,,,,,,,,1.337404,,,,,,,,,,,,,,,59d6f464-edc0-44ed-89d1-db757e52baed,65,,"[81.8, 7.7]",3879629,1,,,,1.633776,,Left Foot,,,"[81.1, 18.8]",,Ground Pass,,11.12205,Incomplete,,Luca Toni,20252.0,,,,,,Recovery,1,From Throw In,Juan Ignacio Gómez Taleb,386651.0,Left Wing,3,Frosinone,291,"['dafecb98-2399-4ab9-97eb-7a323eed069e', 'df34f4bf-422b-4bf3-ba0f-f96bf518144e']",8,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:08.223,Pass,
,,,,,,,,,,,,,,,,,,1.114321,,,,,,,,,,,,,,,5213f3bd-4a3f-4a7c-aafd-59c4bd1c69aa,71,,"[86.7, 19.6]",3879629,2,,,,0.7472145,,Right Foot,,,"[109.8, 41.0]",,High Pass,,31.489204,Pass Offside,,Luca Toni,20252.0,,,,,,Free Kick,1,From Free Kick,Federico Viviani,7770.0,Center Defensive Midfield,4,Hellas Verona,226,['8ac70d2a-79fa-4d76-9f2a-8d7e26009b0e'],1,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:01.142,Pass,
,,,,,,,,,,,,,,,,,,3.032278,,,,,,,,,,,,,,,ab3f8933-b3f6-4695-b97b-d9685a3dbe2c,73,,"[10.1, 30.1]",3879629,2,,,,-0.404395,,Right Foot,,,"[58.7, 9.3]",,High Pass,,52.863976,Incomplete,,Danilo Soddimo,11608.0,,,,,,Free Kick,1,From Free Kick,Nicola Leali,32037.0,Goalkeeper,5,Frosinone,291,"['007be633-9198-4254-a6c0-8d6bade2e71d', '8e0fa732-ac5b-4ee8-8882-9f71d84bce76']",27,,,,,,,,,,,,,,,,,Frosinone,291,00:02:27.723,Pass,
,,,,,,,,,,,,,,,,,,1.004146,,,,,,,,,,,,,,,7d26c2e0-bcc6-438b-a35d-0f1ddb4f39cc,76,,"[52.0, 0.1]",3879629,2,,,,1.2924967,,,,,"[55.2, 11.3]",,Low Pass,,11.648176,,,Paolo Sammarco,23349.0,,,,,,Throw-in,1,From Throw In,Roberto Crivello,296873.0,Left Back,6,Frosinone,291,['6f5ab48f-b0dd-4012-93f8-54d9dfc8d4ca'],38,,,,,,,,,,,,,,,,,Frosinone,291,00:02:38.648,Pass,
,,,,,,,,,,,,,,,,,,0.978028,,,,,,,,,,,,,,,b32b8e31-05ec-4ab3-b136-ebbb687759b6,78,,"[55.2, 11.3]",3879629,2,,,,-1.9279304,,Other,,,"[52.7, 4.6]",,Low Pass,,7.1512237,,,Roberto Crivello,296873.0,,,,,,,1,From Throw In,Paolo Sammarco,23349.0,Left Defensive Midfield,6,Frosinone,291,['a6e61089-ffca-445f-941d-65dffda5409f'],39,,,,,,,,,,,,,,,,,Frosinone,291,00:02:39.652,Pass,
,,,,,,,,,,,,,,,,,,1.173068,,,,,,,,,,,,,,,ef6c33b3-61fc-4f1e-9d0e-5be651fef3c5,81,,"[49.5, 3.4]",3879629,2,,,,3.0074818,,Left Foot,,,"[36.9, 5.1]",,Ground Pass,,12.714166,,,Leonardo Blanchard,387847.0,,,,,,,1,From Throw In,Roberto Crivello,296873.0,Left Back,6,Frosinone,291,"['2a21ff57-5e33-43c7-8357-7bcadd480290', 'c7c29433-3fd4-448b-b1f8-474eea070cd5']",40,,,,,,,,,,,,,,,,,Frosinone,291,00:02:40.630,Pass,True
,,,,,,,,,,,,,,,,,,0.653899,,,,,,,,,,,,,,,0fc3df8a-8ce3-47d1-a91c-c1659372529b,84,,"[39.4, 7.2]",3879629,2,,,,0.13255154,,Left Foot,,,"[63.4, 10.4]",,Low Pass,,24.212393,Incomplete,,Daniel Ciofani,13613.0,,,,,,,1,From Throw In,Leonardo Blanchard,387847.0,Left Center Back,6,Frosinone,291,"['05348e5d-d6d0-4bd8-ae71-5e43e033840d', 'a0078dbf-ed41-45dd-a7df-a350c188a94d']",44,,,,,,,,,,,,,,,,,Frosinone,291,00:02:44.394,Pass,
,,,,,,,,,,,,,,,,,,2.104396,,,,,,,,,,,,,,,6e837292-5868-41e7-838a-f74d5c19f9fc,87,,"[48.2, 9.1]",3879629,2,,,,0.78027,,Head,,,"[58.0, 18.8]",,High Pass,,13.788764,Incomplete,,Mirko Gori,20636.0,,,,,,Recovery,1,From Throw In,Paolo Sammarco,23349.0,Left Defensive Midfield,6,Frosinone,291,"['3c2842d1-5c55-44a9-8f91-3138eaa51ed0', 'a04f6a32-4015-40ed-9b8d-e0dcca6fd2cc']",47,,,,,,,,,,,,,,,,,Frosinone,291,00:02:47.333,Pass,
,,,,,,,,,,,,,,,,,,1.07682,,,,,,,,,,,,,,,3c2842d1-5c55-44a9-8f91-3138eaa51ed0,90,,"[62.1, 61.3]",3879629,2,,,True,-0.26396373,,,,,"[73.2, 58.3]",,High Pass,,11.4982605,,,Luca Toni,20252.0,,,,,,Recovery,1,Regular Play,Emil Hallfreðsson,5512.0,Left Center Midfield,7,Hellas Verona,226,"['3557c3fa-f34f-441c-846b-5c3543ec461e', '3abc73ed-cd0c-4f83-aabe-57ab67f8ed03', '6e837292-5868-41e7-838a-f74d5c19f9fc']",49,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:49.438,Pass,True
,,,,,,,,,,,,,,,,,,2.843819,,,,,,,,,,,,,,,704dcbfb-8602-4c23-a2a1-7484e0450381,93,,"[73.4, 57.9]",3879629,2,,,,0.79297376,,Right Foot,,,"[86.5, 71.2]",,Low Pass,,18.668154,,,Luca Siligardi,11494.0,,,,,,,1,Regular Play,Luca Toni,20252.0,Center Forward,7,Hellas Verona,226,['a9d28f83-f7de-44c7-9873-cfd245f98e76'],50,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:50.646,Pass,
,,,,,,,,,,,,,,,,,,1.237556,,,,,,,,,,,,,,,e387df9d-2336-4430-9e50-96db98820b96,96,,"[102.7, 64.3]",3879629,2,,,,-1.1983979,,Left Foot,True,,"[110.2, 45.1]",,High Pass,,20.61286,Incomplete,,Luca Toni,20252.0,,,,,,,1,Regular Play,Luca Siligardi,11494.0,Right Wing,7,Hellas Verona,226,"['c12edef0-c3b0-449b-bffe-cc77da223a7a', 'fb7be886-5e61-49ef-b372-7990f326954e']",56,,,,,,,,,,,,,,,,,Hellas Verona,226,00:02:56.608,Pass,
,,,,,,,,,,,,,,,,,,3.658945,,,,,,,,,,,,,,,2882bff3-5967-40bd-8544-abb639c25d99,101,,"[14.6, 42.7]",3879629,3,,,,0.073331535,,Drop Kick,,,"[81.3, 47.6]",,High Pass,,66.879745,Incomplete,,Federico Dionisi,24235.0,,,,,,,1,From Keeper,Nicola Leali,32037.0,Goalkeeper,8,Frosinone,291,"['a0eeadc7-9f4d-4eef-a105-d3d29fb23a19', 'f2b88a24-e6c2-4bbc-b5a5-fed5b74f9e8f']",15,,,,,,,,,,,,,,,,,Frosinone,291,00:03:15.167,Pass,
,,,,,,,,,,,,,,,,,,0.61994,,,,,,,,,,,,,,,4a4c3cfd-f550-42da-8569-ef7cdb58f10b,112,,"[41.8, 13.0]",3879629,3,,,,-1.336541,,Left Foot,,,"[43.9, 4.2]",,Ground Pass,,9.047099,,,Juan Ignacio Gómez Taleb,386651.0,,,,,,,1,Regular Play,Samuel Souprayen,7695.0,Left Back,9,Hellas Verona,226,['1b90fe94-3aff-4511-acc9-a4444764e611'],26,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:26.058,Pass,
,,,,,,,,,,,,,,,,,,0.937956,,,,,,,,,,,,,,,fb3e9fb0-50ee-4870-a56a-8370f5168741,119,,"[59.7, 11.7]",3879629,3,,,,0.9486823,,Right Foot,,,"[70.6, 26.9]",,Ground Pass,,18.704277,,,Luca Toni,20252.0,,,,,,,1,Regular Play,Juan Ignacio Gómez Taleb,386651.0,Left Wing,9,Hellas Verona,226,['781cec1e-4eec-468f-a500-cde8cc5e0d37'],29,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:29.870,Pass,
,,,,,,,,,,,,,,,,,,2.647798,,,,,,,,,,,,,,,1988d8e1-1a44-4d82-86a3-ab55962c2917,122,,"[70.6, 27.1]",3879629,3,,,,-0.4851361,b2bafb7a-d809-4a1c-9ce3-91cfb3869aa4,Left Foot,,,"[101.9, 10.6]",,Low Pass,,35.382763,,,Samuel Souprayen,7695.0,True,,,,,,1,Regular Play,Luca Toni,20252.0,Center Forward,9,Hellas Verona,226,['2be0a9d2-6f4a-4a3a-82ec-b0330be7e549'],30,,,,,,,,,,,,,,,,,Hellas Verona,226,00:03:30.933,Pass,
,,,,,,,,,,,,,,,,,,3.063448,,,,,,,,,,,,,,,f69301da-30e3-49c3-9e9e-afdfbe1d6ac6,128,,"[14.2, 48.7]",3879629,3,True,,,0.8146033,,Keeper Arm,,,"[35.8, 71.6]",,High Pass,,31.479675,,,Mirko Gori,20636.0,,,,,,,1,From Keeper,Nicola Leali,32037.0,Goalkeeper,11,Frosinone,291,['a02ecec2-5f60-4bac-bdec-b215fce82dde'],42,,,,,,,,,,,,,,,,,Frosinone,291,00:03:42.642,Pass,
,,,,,,,,,,,,,,,,,,1.474211,,,,,,,,,,,,,,,13285f10-02c6-4078-ab87-55d733f047c1,130,,"[38.3, 66.7]",3879629,3,,,,-2.488288,,Right Foot,,,"[30.2, 60.5]",,Ground Pass,,10.20049,,,Aleandro Rosi,7462.0,,,,,,,1,Regular Play,Mirko Gori,20636.0,Right Defensive Midfield,12,Frosinone,291,['eba0b289-3bef-4399-9cae-7dde064df632'],47,,,,,,,,,,,,,,,,,Frosinone,291,00:03:47.738,Pass,
,,,,,,,,,,,,,,,,,,0.930895,,,,,,,,,,,,,,,86760aa1-73f4-4749-94a6-146e3abcb979,133,,"[30.2, 59.4]",3879629,3,,,,-0.6857295,,Right Foot,,,"[40.1, 51.3]",,Ground Pass,,12.791404,,,Danilo Soddimo,11608.0,,,,,,,1,Regular Play,Aleandro Rosi,7462.0,Right Back,13,Frosinone,291,['91d4e379-eeaf-4312-927a-c55e431f91aa'],49,,,,,,,,,,,,,,,,,Frosinone,291,00:03:49.929,Pass,
,,,,,,,,,,,,,,,,,,1.001351,,,,,,,,,,,,,,,fe452c43-65a9-46f5-b936-a645f95e409b,136,,"[64.4, 61.3]",3879629,3,,,,0.71723086,,Right Foot,,,"[77.7, 72.9]",,Ground Pass,,17.647945,,,Luca Paganini,23470.0,,,,,,,1,Regular Play,Danilo Soddimo,11608.0,Left Midfield,14,Frosinone,291,['e33c025b-e744-4025-b884-b54d37f9b317'],55,,,,,,,,,,,,,,,,,Frosinone,291,00:03:55.453,Pass,
