50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,1.033543,,,,,,,,,,,,,2df27795-4b1a-4cb8-a1f9-5731aee7c9cd,16,,"[22.0, 19.2]",3879763,0,,,,,-0.34930265,,Head,,,,"[37.1, 13.7]",,Low Pass,,16.070469,,Incomplete,,Federico Dionisi,24235.0,,,,,,Recovery,1,From Kick Off,Leonardo Blanchard,387847.0,Left Center Back,2,Sampdoria,234,"['81491a6e-d266-4040-a878-4819b3a6147d', 'a1a9915a-5aa6-4050-89b5-b1a8ef085b42', 'af98e147-9a0f-4d31-a4b5-be1f01ccd4d1']",9,,,,,,,,,,,,,,,,Frosinone,291,00:00:09.169,Pass,
,,,,,,,,,,,,,,,,,,,,0.193264,,,,,,,,,,,,,e2afefd5-c758-4d4b-84b2-530123cab695,20,,"[31.4, 12.5]",3879763,0,,,,,0.5404195,,Right Foot,,,,"[33.9, 14.0]",,Low Pass,,2.9154758,,Incomplete,,Federico Dionisi,24235.0,,,,,,Recovery,1,From Kick Off,Alessandro Frara,386512.0,Left Center Midfield,2,Sampdoria,234,"['856ea034-1209-457e-a071-30935d38e293', '86f4602b-0011-45a1-bd45-b0b8ce030c6c', 'b6520a07-1919-4aa5-885b-5192841c7ce9']",11,,,,,,,,,,,,,,,,Frosinone,291,00:00:11.314,Pass,True
,,,,,,,,,,,,,,,,,,,,0.967808,,,,,,,,,,,,,bef73326-9293-41ce-a664-cf9d7b982e22,23,,"[6.1, 0.1]",3879763,0,,,,,0.28422552,,,,,,"[15.0, 2.7]",,Low Pass,,9.272001,,,,Alessandro Frara,386512.0,,,,,,Throw-in,1,From Throw In,Daniel Pavlovic,8661.0,Left Back,3,Frosinone,291,['6241822e-eaab-461e-9f05-dfbb4c3e4c4a'],22,,,,,,,,,,,,,,,,Frosinone,291,00:00:22.753,Pass,
,,,,,,,,,,,,,,,,,,,,0.626281,,,,,,,,,,,,,cce3ea26-f456-4791-a5a1-3dc318bddb62,26,,"[15.0, 2.7]",3879763,0,,,,,3.1415927,,Other,,,,"[7.9, 2.7]",,Low Pass,,7.1,,,,Daniel Pavlovic,8661.0,,,,,,,1,From Throw In,Alessandro Frara,386512.0,Left Center Midfield,3,Frosinone,291,['038b948c-1c7c-420b-a4ba-3ee4a9c3e2c0'],24,,,,,,,,,,,,,,,,Frosinone,291,00:00:24.002,Pass,
,,,,,,,,,,,,,,,,,,,,2.925872,,,,,,,,,,,,,db26ab68-02fb-4af4-bd7b-9dc09ba53186,28,,"[6.1, 2.3]",3879763,0,,,,,-0.11349974,,Left Foot,,,,"[25.4, 0.1]",,High Pass,,19.424984,,Out,,,,,,,,,,1,From Throw In,Daniel Pavlovic,8661.0,Left Back,3,Frosinone,291,,24,,,,,,,,,,,,,,,,Frosinone,291,00:00:24.628,Pass,
,,,,,,,,,,,,,,,,,,,,1.805401,,,,,,,,,,,,,feda8afd-3c09-4bdd-b0a2-c3a3f06e8230,29,,"[99.7, 80.0]",3879763,0,,,,,-0.93607974,,,,,,"[115.9, 58.0]",,High Pass,,27.321054,,Incomplete,,Roberto Soriano,6759.0,,,,,,Throw-in,1,From Throw In,Lorenzo De Silvestri,7473.0,Right Wing Back,4,Sampdoria,234,"['1fc49d75-f0df-45b3-95f5-077bcaa07ff4', '334f797f-ec1f-4055-9894-e84a59cd5a16']",42,,,,,,,,,,,,,,,,Sampdoria,234,00:00:42.161,Pass,
,,,,,,,,,,,,,,,,,,,,1.521927,,,,,,,,,,,,,9389b6eb-c003-4ec9-983a-7106be10768c,32,,"[11.0, 22.3]",3879763,0,,,,,-0.69652396,,Head,,,,"[22.0, 13.1]",,High Pass,,14.340154,,Incomplete,,Daniel Ciofani,13613.0,,,,,,Recovery,1,From Throw In,Federico Dionisi,24235.0,Left Wing,4,Sampdoria,234,"['4c151395-3180-4d3b-90fd-fe533940cc11', 'a7ddcabd-033f-4bc0-88bc-87e20bfe94f4']",45,,,,,,,,,,,,,,,,Frosinone,291,00:00:45.611,Pass,
,,,,,,,,,,,,,,,,,,,,0.839763,,,,,,,,,,,,,a7ddcabd-033f-4bc0-88bc-87e20bfe94f4,34,,"[98.1, 67.0]",3879763,0,,,,,1.150391,,Right Foot,,,,"[101.9, 75.5]",,Low Pass,,9.310746,,,,Lorenzo De Silvestri,7473.0,,,,,,Recovery,1,From Throw In,Mattia Cassani,387417.0,Right Center Back,4,Sampdoria,234,"['9389b6eb-c003-4ec9-983a-7106be10768c', 'cdf6f64d-b7f4-4252-a439-534c8850c0f1']",47,,,,,,,,,,,,,,,,Sampdoria,234,00:00:47.133,Pass,
,,,,,,,,,,,,,,,,,,,,0.147788,,,,,,,,,,,,,b94ad370-8e17-47de-88f3-77110d9439ba,38,,"[114.1, 75.9]",3879763,0,,,,,-1.3909428,,Right Foot,,,,"[114.5, 73.7]",,Low Pass,,2.236068,,Incomplete,,,,,,,,,,1,From Throw In,Lorenzo De Silvestri,7473.0,Right Wing Back,4,Sampdoria,234,"['013be92f-2220-469a-9c03-593b5431c604', 'd60acbf5-a703-4aa5-b408-2d1911044a9d']",51,,,,,,,,,,,,,,,,Sampdoria,234,00:00:51.849,Pass,True
,,,,,,,,,,,,,,,,,,,,2.242358,,,,,,,,,,,,,1b72f22d-1027-4f1d-806f-2bc3ce53b1e3,40,,"[120.0, 80.0]",3879763,1,,,,,-1.7882338,,Right Foot,,,,"[110.5, 37.0]",,High Pass,,44.036915,,Incomplete,True,,,,,True,Outswinging,,Corner,1,From Corner,Fernando Lucas Martins,16586.0,Left Defensive Midfield,5,Sampdoria,234,['301123a0-fd27-4410-b04d-f01a96ac14a5'],27,,,,,,,,,,,,,,,,Sampdoria,234,00:01:27.567,Pass,
,,,,,,,,,,,,,,,,,,,,1.845274,,,,,,,,,,,,,0836cbf4-fd53-4dfa-acb6-050e465031c4,44,,"[103.2, 6.5]",3879763,1,,,,,1.4151506,5f149f12-4e7d-47de-a297-6002a880e31b,Left Foot,True,,,"[109.1, 44.1]",,High Pass,,38.060085,,,,Andrea Ranocchia,7962.0,True,,,,,,1,From Corner,Niklas Moisander,9884.0,Left Center Back,5,Sampdoria,234,['a5bea9ad-92aa-420e-83e6-0c6b74358c16'],34,,,,,,,,,,,,,,,,Sampdoria,234,00:01:34.401,Pass,
,,,,,,,,,,,,,,,,,,,,2.339211,,,,,,,,,,,,,8666b5be-1446-46c2-96d2-34e04cbbd972,49,,"[6.0, 36.0]",3879763,1,,True,,,-0.87605804,,Right Foot,,,,"[28.5, 9.0]",,Ground Pass,,35.146122,,,,Leonardo Blanchard,387847.0,,,,,,Goal Kick,1,From Goal Kick,Nicola Leali,32037.0,Goalkeeper,6,Frosinone,291,['a7df793c-4a49-4c69-acdd-bf0ad4ff319b'],51,,,,,,,,,,,,,,,,Frosinone,291,00:01:51.417,Pass,
,,,,,,,,,,,,,,,,,,,,1.967768,,,,,,,,,,,,,ab1c5f5b-dbc7-422b-addb-95bea485810d,52,,"[34.6, 3.6]",3879763,1,,,,,0.3451788,,Left Foot,,,,"[81.6, 20.5]",,High Pass,,49.94607,,,,Daniel Ciofani,13613.0,,,,,,,1,From Goal Kick,Leonardo Blanchard,387847.0,Left Center Back,6,Frosinone,291,['5ee553a2-f1ac-4683-8883-545287835279'],55,,,,,,,,,,,,,,,,Frosinone,291,00:01:55.259,Pass,
,,,,,,,,,,,,,,,,,,,,0.700696,,,,,,,,,,,,,e7d03ca7-3c57-4952-8cc4-f12aea0fcafa,55,,"[81.6, 21.8]",3879763,1,,,,,-2.1541693,,Right Foot,,,,"[75.0, 11.8]",,Ground Pass,,11.981652,,,,Federico Dionisi,24235.0,,,,,,,1,From Goal Kick,Daniel Ciofani,13613.0,Center Forward,6,Frosinone,291,"['09065072-4702-463e-ab5f-0c2909d459fd', 'c063992d-e830-498c-bdfd-e6cbb44c82c0']",57,,,,,,,,,,,,,,,,Frosinone,291,00:01:57.227,Pass,True
,,,,,,,,,,,,,,,,,,,,1.07956,,,,,,,,,,,,,be4ec896-a44c-4521-92ad-ea5f545c4fa3,62,,"[42.2, 57.8]",3879763,2,,,,,-0.5191461,,Left Foot,,,,"[56.9, 49.4]",,Ground Pass,,16.93074,,Incomplete,,Carlos Joaquín Correa,6822.0,,,,,,,1,From Goal Kick,Roberto Soriano,6759.0,Right Defensive Midfield,6,Frosinone,291,"['32122f53-3410-42fb-8e80-92459ffb8519', 'a03a2511-f645-4eda-a635-737d0c0b5936']",0,,,,,,,,,,,,,,,,Sampdoria,234,00:02:00.573,Pass,
,,,,,,,,,,,,,,,,,,,,0.283879,,,,,,,,,,,,,6e56fdce-4a9a-4922-b416-8a1eb21b24e1,71,,"[46.4, 71.7]",3879763,2,,,,,2.4227626,,Left Foot,,,,"[44.8, 73.1]",,Ground Pass,,2.1260293,,Incomplete,,Lorenzo De Silvestri,7473.0,,,,,,,1,Regular Play,Ricardo Gabriel Álvarez,8875.0,Right Attacking Midfield,7,Sampdoria,234,"['964b9568-2c2d-4533-8e39-33e599a960fe', 'acaba1eb-e11e-4d5f-b4de-2f8dbb4710f3', 'f6ad5741-712a-4ece-b873-566b79acfea5']",5,,,,,,,,,,,,,,,,Sampdoria,234,00:02:05.705,Pass,True
,,,,,,,,,,,,,,,,,,,,2.550377,,,,,,,,,,,,,b983344d-6bf5-4931-8f61-c6ba93cbbbb9,78,,"[54.9, 77.2]",3879763,2,,,,,-0.3502263,,Right Foot,,,,"[93.5, 63.1]",,High Pass,,41.094646,,Incomplete,,Fabio Quagliarella,7011.0,,,,,,,1,Regular Play,Lorenzo De Silvestri,7473.0,Right Wing Back,7,Sampdoria,234,"['0da369e0-bfef-491d-b849-5b5ae6b9083a', '3a96fdeb-abcf-4c3c-a25c-9c7b93239d20', 'de43203c-1d0f-421e-aa29-26e28c630dec']",8,,,,,,,,,,,,,,,,Sampdoria,234,00:02:08.675,Pass,True
,,,,,,,,,,,,,,,,,,,,2.026915,,,,,,,,,,,,,33f33697-1b2e-4761-af88-4776ba07cf4c,84,,"[109.4, 70.1]",3879763,2,,,,,-2.100603,,Left Foot,,,,"[94.7, 45.0]",,High Pass,,29.0878,,,,Carlos Joaquín Correa,6822.0,,,,,,,1,Regular Play,Fabio Quagliarella,7011.0,Center Forward,7,Sampdoria,234,['74a8e657-1999-4142-8009-1d999aa7936c'],15,,,,,,,,,,,,,,,,Sampdoria,234,00:02:15.236,Pass,
,,,,,,,,,,,,,,,,,,,,2.663746,,,,,,,,,,,,,78e6344b-ac96-40ba-b256-2adb2d133950,86,,"[94.1, 45.0]",3879763,2,,,,,-0.19739556,,Head,,,,"[115.1, 40.8]",,High Pass,,21.415882,,Incomplete,,Roberto Soriano,6759.0,,,,,,,1,Regular Play,Carlos Joaquín Correa,6822.0,Left Attacking Midfield,7,Sampdoria,234,"['42f971f8-07ff-44fd-a0dc-8b17e41165fc', 'f3e635a3-eec3-4c71-a75b-2a3a2f55cff4']",17,,,,,,,,,,,,,,,,Sampdoria,234,00:02:17.262,Pass,
,,,,,,,,,,,,,,,,,,,,1.30309,,,,,,,,,,,,,7521a1bb-caac-46e8-ac57-7ff8a061c98d,90,,"[10.4, 45.9]",3879763,2,,,,,0.07233733,,Keeper Arm,,,,"[24.2, 46.9]",,Ground Pass,,13.8361845,,,,Mirko Gori,20636.0,,,,,,,1,Regular Play,Nicola Leali,32037.0,Goalkeeper,8,Frosinone,291,['72c209ef-ccc1-4ba7-a702-bd0fb2ba3cef'],26,,,,,,,,,,,,,,,,Frosinone,291,00:02:26.549,Pass,
,,,,,,,,,,,,,,,,,,,,1.289792,,,,,,,,,,,,,a54bcdf0-4238-493a-8cc6-1de0cff5eaeb,93,,"[44.9, 55.2]",3879763,2,,,,,1.1314354,,Left Foot,,,,"[54.3, 75.2]",,Ground Pass,,22.09887,,,,Aleandro Rosi,7462.0,,,,,,,1,Regular Play,Mirko Gori,20636.0,Center Defensive Midfield,8,Frosinone,291,['3a7db92e-0575-4ae7-8cfa-e1346c057e34'],32,,,,,,,,,,,,,,,,Frosinone,291,00:02:32.492,Pass,
,,,,,,,,,,,,,,,,,,,,0.976311,,,,,,,,,,,,,874ea44f-e254-455e-871b-990035e88b93,96,,"[54.3, 75.2]",3879763,2,,,,,-2.5074122,,Right Foot,,,,"[42.2, 66.3]",,Ground Pass,,15.020653,,,,Mirko Gori,20636.0,,,,,,,1,Regular Play,Aleandro Rosi,7462.0,Right Back,8,Frosinone,291,['fcfa5ae1-2f72-47ab-b086-00706c0fc0e0'],33,,,,,,,,,,,,,,,,Frosinone,291,00:02:33.856,Pass,
,,,,,,,,,,,,,,,,,,,,3.212926,,,,,,,,,,,,,1db9fdcf-aab5-4ad6-9d78-6bdb9c416e02,100,,"[40.6, 57.3]",3879763,2,,,,,-1.6681132,,Right Foot,,,,"[36.9, 19.4]",,Ground Pass,,38.080177,,,,Leonardo Blanchard,387847.0,,,,,,,1,Regular Play,Mirko Gori,20636.0,Center Defensive Midfield,8,Frosinone,291,['d8d13fee-c93d-48be-af7f-307c2dc34374'],40,,,,,,,,,,,,,,,,Frosinone,291,00:02:40.775,Pass,
,,,,,,,,,,,,,,,,,,,,2.472686,,,,,,,,,,,,,38024cdb-46c4-49c6-9356-76bfbd8a9852,103,,"[44.2, 26.5]",3879763,2,,,,,-1.0128732,,Left Foot,,,,"[52.5, 13.2]",,Ground Pass,,15.677372,,,,Alessandro Frara,386512.0,,,,,,,1,Regular Play,Leonardo Blanchard,387847.0,Left Center Back,8,Frosinone,291,['ba2406d4-8c04-498d-a57c-12ab0c57dd76'],47,,,,,,,,,,,,,,,,Frosinone,291,00:02:47.135,Pass,
,,,,,,,,,,,,,,,,,,,,2.31832,,,,,,,,,,,,,2d9b9317-1670-409e-b282-7360f39ec497,106,,"[64.6, 5.9]",3879763,2,,,,,0.2905107,,Right Foot,,,,"[103.4, 17.5]",,High Pass,,40.496914,,Incomplete,,Daniel Ciofani,13613.0,,,,,,,1,Regular Play,Alessandro Frara,386512.0,Left Center Midfield,8,Frosinone,291,"['be6a8ee5-8267-4f4e-bc7a-2787cd904fb2', 'e186685a-a54f-45f1-9f0a-502c353e4a7c']",52,,,,,,,,,,,,,,,,Frosinone,291,00:02:52.469,Pass,
,,,,,,,,,,,,,,,,,,,,1.250688,,,,,,,,,,,,,e186685a-a54f-45f1-9f0a-502c353e4a7c,108,,"[16.7, 62.6]",3879763,2,,,,,0.32455167,,Head,,,,"[38.1, 69.8]",,High Pass,,22.57875,,Incomplete,,Roberto Soriano,6759.0,,,,,,Recovery,1,Regular Play,Andrea Ranocchia,7962.0,Center Back,8,Frosinone,291,"['2d9b9317-1670-409e-b282-7360f39ec497', '73687f64-db23-49f4-a2f5-99ef0176fab7', '9638440f-bb14-4cb6-944d-442711353416']",54,,,,,,,,,,,,,,,,Sampdoria,234,00:02:54.787,Pass,
,,,,,,,,,,,,,,,,,,,,1.447004,,,,,,,,,,,,,9638440f-bb14-4cb6-944d-442711353416,110,,"[82.0, 10.3]",3879763,2,,,,,-0.2617135,,Head,,,,"[93.2, 7.3]",,High Pass,,11.594827,,Incomplete,,Daniel Ciofani,13613.0,,,,,,Recovery,1,Regular Play,Federico Dionisi,24235.0,Left Wing,8,Frosinone,291,"['816be978-05a6-40eb-83b2-f65684a47ea8', '8b106c71-e44b-420d-b662-e1ef0c157c57', 'e186685a-a54f-45f1-9f0a-502c353e4a7c']",56,,,,,,,,,,,,,,,,Frosinone,291,00:02:56.038,Pass,
,,,,,,,,,,,,,,,,,,,,2.746463,,,,,,,,,,,,,816be978-05a6-40eb-83b2-f65684a47ea8,112,,"[26.9, 72.8]",3879763,2,,,,,-0.22649828,,Right Foot,,,,"[51.2, 67.2]",,High Pass,,24.93692,,Incomplete,,Fabio Quagliarella,7011.0,,,,,,Recovery,1,Regular Play,Lorenzo De Silvestri,7473.0,Right Wing Back,8,Frosinone,291,"['1133d3bf-1399-4ea0-8709-f7be8b312541', '52280f7b-1315-45ce-ad84-d4f674118109', '9638440f-bb14-4cb6-944d-442711353416']",57,,,,,,,,,,,,,,,,Sampdoria,234,00:02:57.485,Pass,
,,,,,,,,,,,,,,,,,,,,3.883548,,,,,,,,,,,,,1133d3bf-1399-4ea0-8709-f7be8b312541,114,,"[68.9, 12.9]",3879763,3,,,,,2.5118341,,Head,,,,"[44.2, 30.9]",,High Pass,,30.562885,,,,Arlind Afrim Ajeti,8291.0,,,,,,Recovery,1,Regular Play,Mirko Gori,20636.0,Center Defensive Midfield,8,Frosinone,291,"['816be978-05a6-40eb-83b2-f65684a47ea8', 'a6292cac-429f-4519-898b-0d496dbf10b0']",0,,,,,,,,,,,,,,,,Frosinone,291,00:03:00.232,Pass,
,,,,,,,,,,,,,,,,,,,,1.881138,,,,,,,,,,,,,3e6f9d55-f10d-468a-a258-048e222bb990,117,,"[43.9, 32.8]",3879763,3,,,,,-1.1071488,,Right Foot,,,,"[58.2, 4.2]",,Ground Pass,,31.975773,,,,Daniel Pavlovic,8661.0,,,,,,,1,Regular Play,Arlind Afrim Ajeti,8291.0,Right Center Back,8,Frosinone,291,['8504b2e5-928e-4529-a7e5-2b07ed172fc2'],5,,,,,,,,,,,,,,,,Frosinone,291,00:03:05.192,Pass,
