50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,2.51634,,,,,,,,,,,,,3ff20bf1-25c1-45d9-a0a7-a36aa7fb9a4d,15,,,"[15.3, 45.6]",3879636,0,,,,,-0.3973798,,Right Foot,,,"[70.1, 22.6]",,High Pass,,59.43097,,Incomplete,Nicola Sansone,6859.0,,,,,,1,From Kick Off,Andrea Consigli,7132.0,Goalkeeper,2,Sassuolo,232,"['b5652bba-f73b-4166-b43d-58c1235582a5', 'e355d935-3393-4f0b-9162-7c52fd44ae92']",9,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:09.158,Pass,
,,,,,,,,,,,,,,,,,,,1.134062,,,,,,,,,,,,,e355d935-3393-4f0b-9162-7c52fd44ae92,17,,,"[50.0, 57.5]",3879636,0,,,,,-1.041454,,Head,,,"[58.6, 42.8]",,Low Pass,,17.030855,,,Matías Vecino Falero,5255.0,,,,,Recovery,1,From Kick Off,Facundo Sebastián Roncaglia,6830.0,Right Back,2,Sassuolo,232,"['09501485-963b-48e4-98c3-759445c1d599', '3ff20bf1-25c1-45d9-a0a7-a36aa7fb9a4d']",11,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:11.674,Pass,
,,,,,,,,,,,,,,,,,,,1.287844,,,,,,,,,,,,,de273066-1066-48eb-af02-c706568984ad,21,,,"[65.7, 43.8]",3879636,0,,,,,-0.06203211,,Right Foot,,,"[81.8, 42.8]",,Ground Pass,,16.131025,,Incomplete,Giuseppe Rossi,7141.0,,,,,,1,From Kick Off,Matías Vecino Falero,5255.0,Left Defensive Midfield,2,Sassuolo,232,"['45f0b75b-a121-4090-ba13-112ef56ede02', '4d987073-771b-466a-b3c1-6667f0c08975']",14,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:14.803,Pass,
,,,,,,,,,,,,,,,,,,,1.051257,,,,,,,,,,,,,4d987073-771b-466a-b3c1-6667f0c08975,24,,,"[38.3, 37.3]",3879636,0,,,,,-2.2318394,,Right Foot,,,"[33.4, 31.0]",,Ground Pass,,7.981228,,,Francesco Acerbi,7119.0,,,,,Recovery,1,From Kick Off,Paolo Cannavaro,8848.0,Right Center Back,2,Sassuolo,232,"['177b1192-043d-48d5-9c7a-75deb53fc382', '392f2c57-2c46-4007-886d-d37323fe058d', 'de273066-1066-48eb-af02-c706568984ad']",16,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:16.091,Pass,True
,,,,,,,,,,,,,,,,,,,3.455681,,,,,,,,,,,,,8221ad11-beba-4135-88ab-82aabc4881ea,27,,,"[33.1, 31.0]",3879636,0,,,,,2.7949603,,Left Foot,,,"[6.8, 40.5]",,Ground Pass,,27.96319,,,Andrea Consigli,7132.0,,,,,,1,From Kick Off,Francesco Acerbi,7119.0,Left Center Back,2,Sassuolo,232,['51afadf7-0de3-4f03-8e1d-150d3788927f'],17,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:17.182,Pass,
,,,,,,,,,,,,,,,,,,,3.240617,,,,,,,,,,,,,6fc33225-c682-4895-8e96-261dc8a95a00,30,,,"[5.6, 40.3]",3879636,0,,,,,0.58296907,,Right Foot,,,"[47.0, 67.6]",,High Pass,,49.590824,,,Gregoire Defrel,7457.0,,,,,,1,From Kick Off,Andrea Consigli,7132.0,Goalkeeper,2,Sassuolo,232,['88e7012b-c330-4553-aa7e-1abf47384a8d'],21,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:21.657,Pass,
,,,,,,,,,,,,,,,,,,,1.140801,,,,,,,,,,,,,d9362bfd-ccd7-4ecb-a582-b5a3d8628ddd,32,,,"[47.0, 67.6]",3879636,0,,,,,0.6444942,,Head,,,"[63.1, 79.7]",,Low Pass,,20.14001,,Out,Karim Laribi,30941.0,,,,,,1,From Kick Off,Gregoire Defrel,7457.0,Right Wing,2,Sassuolo,232,['639434de-9937-4157-8e3e-31122ad93424'],24,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:24.897,Pass,
,,,,,,,,,,,,,,,,,,,1.243238,,,,,,,,,,,,,4f08102a-287c-4bf9-bbde-34631a21df4f,34,,,"[49.0, 0.1]",3879636,0,,,,,1.2398717,,,,,"[54.6, 16.4]",,Low Pass,,17.235138,,,Milan Badelj,6305.0,,,,,Throw-in,1,From Throw In,Manuel Pasqual,11516.0,Left Back,3,Fiorentina,239,['65665632-3a41-456d-9287-69aeb726cb9e'],30,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:30.497,Pass,
,,,,,,,,,,,,,,,,,,,1.623284,,,,,,,,,,,,,3ed2f1ae-7785-4d64-9717-acfa1eef64e2,38,,,"[63.4, 18.8]",3879636,0,,,,,1.359703,,Left Foot,,,"[67.9, 39.8]",,Ground Pass,,21.476732,,,Josip Iličić,7139.0,,,,,,1,From Throw In,Milan Badelj,6305.0,Right Defensive Midfield,3,Fiorentina,239,"['dcadb0dd-c1de-462c-9498-727aea6bff50', 'fde91a97-1073-4dbc-9d54-d3f74ca4f061']",33,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:33.347,Pass,True
,,,,,,,,,,,,,,,,,,,2.208979,,,,,,,,,,,,,fa2fb3cb-41d8-412f-a669-5303240d918f,44,,,"[88.8, 52.5]",3879636,1,,,,,-0.7782554,,Right Foot,,,"[117.0, 24.7]",,High Pass,,39.59899,,,Federico Bernardeschi,7777.0,,,,,Free Kick,1,From Free Kick,Borja Valero Iglesias,6997.0,Left Wing,4,Fiorentina,239,['83713410-86d1-4826-8813-a3e9506488bc'],36,,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:36.897,Pass,
,,,,,,,,,,,,,,,,,,,0.326211,,,,,,,,,,,,,37a8561f-7703-4f24-a62e-cf145f6945e2,47,,,"[117.0, 24.7]",3879636,1,,,,,1.4164776,,Left Foot,,,"[117.7, 29.2]",,Low Pass,,4.554119,,Incomplete,Giuseppe Rossi,7141.0,,,,,,1,From Free Kick,Federico Bernardeschi,7777.0,Right Wing,4,Fiorentina,239,"['5222df48-9d30-40f9-a4ea-7cb1a181696f', 'a76a8a19-3a8c-4481-b443-8eec91c80797']",39,,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:39.146,Pass,
,,,,,,,,,,,,,,,,,,,1.72188,,,,,,,,,,,,,75e4ee1e-bf2e-4382-b985-1264646e0c4c,50,,,"[120.0, 0.1]",3879636,2,,,,,1.6194198,,Right Foot,,,"[118.0, 41.2]",,High Pass,True,41.148632,,Incomplete,,,,True,Inswinging,,Corner,1,From Corner,Borja Valero Iglesias,6997.0,Left Wing,5,Fiorentina,239,['f1adf7cd-a3bc-4129-889c-3fb213aa61e5'],8,,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:08.952,Pass,
,,,,,,,,,,,,,,,,,,,1.236982,,,,,,,,,,,,,f3a50302-000d-4ea5-a757-06871b1e4e4a,56,,,"[116.6, 16.8]",3879636,2,,,,,-1.6869379,,Left Foot,,,"[115.2, 4.8]",,Ground Pass,,12.08139,,,Borja Valero Iglesias,6997.0,,,,,,1,From Corner,Federico Bernardeschi,7777.0,Right Wing,5,Fiorentina,239,"['48507e80-b50c-4d83-b4aa-150cc8458b02', 'a60d326a-fd12-440d-bfc0-033b0b6ccac2']",14,,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:14.795,Pass,True
,,,,,,,,,,,,,,,,,,,0.872147,,,,,,,,,,,,,b440568e-495f-4d98-9e09-c7fd10c16139,60,,,"[10.2, 80.0]",3879636,2,,True,,,-1.2029246,,,,,"[13.9, 70.4]",,Low Pass,,10.288342,,,Francesco Magnanelli,7127.0,,,,,Throw-in,1,From Throw In,Šime Vrsaljko,5461.0,Right Back,6,Sassuolo,232,['fbf2a734-4cfd-4534-b53b-45ed5e0ebfb1'],32,,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:32.360,Pass,
,,,,,,,,,,,,,,,,,,,0.031627,,,,,,,,,,,,,0d17009c-548b-45a8-a5f3-3c9de902b451,62,,,"[12.8, 70.4]",3879636,2,,,,,0.096473776,,Right Foot,,,"[15.9, 70.7]",,Low Pass,,3.1144824,,Incomplete,,,,,,,,1,From Throw In,Francesco Magnanelli,7127.0,Center Defensive Midfield,6,Sassuolo,232,['e7eb99cb-2387-439a-a7fe-7ed387038045'],33,,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:33.232,Pass,
,,,,,,,,,,,,,True,,,,,,0.720768,,,,,,,,,,,,,e7eb99cb-2387-439a-a7fe-7ed387038045,63,,,"[104.2, 9.4]",3879636,2,,,,,-3.0750246,,Right Foot,,,"[92.2, 8.6]",,Low Pass,,12.026637,,,Borja Valero Iglesias,6997.0,,,,,Interception,1,Regular Play,Josip Iličić,7139.0,Center Attacking Midfield,7,Fiorentina,239,"['0d17009c-548b-45a8-a5f3-3c9de902b451', 'cee38ba8-b533-479c-8aa4-61ca06f882f2']",33,,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:33.264,Pass,
,,,,,,,,,,,,,,,,,,,1.173126,,,,,,,,,,,,,724ee3ee-46a6-4f85-bbb0-7640a05f8cdb,66,,,"[92.2, 8.6]",3879636,2,,,,,2.2407677,,Right Foot,,,"[86.1, 16.3]",,Ground Pass,,9.8234415,,,Milan Badelj,6305.0,,,,,,1,Regular Play,Borja Valero Iglesias,6997.0,Left Wing,7,Fiorentina,239,['08e598b9-c0a7-47ae-a6e5-f462b171ab3d'],35,,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:35.199,Pass,
,,,,,,,,,,,,,,,,,,,0.734871,,,,,,,,,,,,,05c37975-4a47-4f1d-ba12-d867a566b2ad,69,,,"[91.3, 22.4]",3879636,2,,,,,1.1671624,,Right Foot,,,"[95.4, 32.0]",,Ground Pass,,10.438869,,,Giuseppe Rossi,7141.0,,,,,,1,Regular Play,Milan Badelj,6305.0,Right Defensive Midfield,7,Fiorentina,239,['ed5930a4-0835-4b3b-bf98-3a87c1a869e3'],38,,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:38.233,Pass,
,,,,,,,,,,,,,,,,,,,0.897301,,,,,,,,,,,,,267d86b3-abe0-4167-a0b2-bc5ba7324df3,73,,,"[96.2, 38.7]",3879636,2,,,,,1.8125492,,Left Foot,,,"[92.6, 53.3]",,Ground Pass,,15.037287,,,Federico Bernardeschi,7777.0,,,,,,1,Regular Play,Giuseppe Rossi,7141.0,Center Forward,7,Fiorentina,239,['ccdef5af-54c1-41e2-ae14-36da6544e539'],39,,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:39.855,Pass,
,,,,,,,,,,,,,,,,,,,1.335364,,,,,,,,,,,,,c7c962ac-7214-41d7-b449-b39725efbfc0,76,,,"[97.1, 53.7]",3879636,2,,,,,0.17722538,,Left Foot,,,"[110.5, 56.1]",,Ground Pass,,13.613229,,Pass Offside,Josip Iličić,7139.0,,,Through Ball,True,,1,Regular Play,Federico Bernardeschi,7777.0,Right Wing,7,Fiorentina,239,['86ef1cd6-45f8-42b1-be7b-283a2214db54'],41,,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:41.903,Pass,
,,,,,,,,,,,,,,,,,,,1.824651,,,,,,,,,,,,,4a42ec47-bdae-40b8-9249-11d7f0bcaaa5,78,,,"[11.4, 31.3]",3879636,3,,True,,,-1.4758446,,Right Foot,,,"[13.2, 12.4]",,Ground Pass,,18.985521,,,Francesco Acerbi,7119.0,,,,,Free Kick,1,From Free Kick,Andrea Consigli,7132.0,Goalkeeper,8,Sassuolo,232,['3b15e757-8c99-4478-99ac-0c19568f96fb'],7,,,,,,,,,,,,,,,,,,Sassuolo,232,00:03:07.755,Pass,
,,,,,,,,,,,,,,,,,,,1.76516,,,,,,,,,,,,,cd57b1cb-0ab9-4116-84fc-b9930e3963dd,80,,,"[17.4, 6.7]",3879636,3,,,,,-0.10841674,,Left Foot,,,"[46.8, 3.5]",,High Pass,,29.573637,,Incomplete,Nicola Sansone,6859.0,,,,,,1,From Free Kick,Francesco Acerbi,7119.0,Left Center Back,8,Sassuolo,232,"['0b16fb35-c437-4397-b86c-024506c2afa7', 'e7b50e84-2725-400c-8580-a9ef60bea425']",12,,,,,,,,,,,,,,,,,,Sassuolo,232,00:03:12.345,Pass,
,,,,,,,,,,,,,,,,,,,1.165871,,,,,,,,,,,,,0b16fb35-c437-4397-b86c-024506c2afa7,82,,,"[73.3, 76.6]",3879636,3,,,,,-0.39060703,,Head,,,"[80.1, 73.8]",,Low Pass,,7.3539104,,,Federico Bernardeschi,7777.0,,,,,Recovery,1,Regular Play,Milan Badelj,6305.0,Right Defensive Midfield,9,Fiorentina,239,"['7fd52ae7-a0c0-4627-bb8d-297cf12a62cb', 'cd57b1cb-0ab9-4116-84fc-b9930e3963dd']",14,,,,,,,,,,,,,,,,,,Fiorentina,239,00:03:14.110,Pass,
,,,,,,,,,,,,,,,,,,,1.182831,,,,,,,,,,,,,4afceebf-4dd1-402b-8ca8-b68cd982b975,84,,,"[80.1, 73.8]",3879636,3,,,,,-0.9069336,,Left Foot,,,"[91.6, 59.1]",,Low Pass,,18.663868,,,Giuseppe Rossi,7141.0,,,,,,1,Regular Play,Federico Bernardeschi,7777.0,Right Wing,9,Fiorentina,239,['6e877f69-142c-452d-aa4a-bb4bd3549641'],15,,,,,,,,,,,,,,,,,,Fiorentina,239,00:03:15.276,Pass,
,,,,,,,,,,,,,,,,,,,2.205144,,,,,,,,,,,,,a661d949-cb3e-4dd0-80de-86d76f294172,87,,,"[91.6, 59.1]",3879636,3,,,,,0.6375488,,Left Foot,,,"[105.1, 69.1]",,High Pass,,16.800297,,,Josip Iličić,7139.0,,,,,,1,Regular Play,Giuseppe Rossi,7141.0,Center Forward,9,Fiorentina,239,['23222862-6889-495c-a3f6-fd959752e85e'],16,,,,,,,,,,,,,,,,,,Fiorentina,239,00:03:16.637,Pass,
,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,a65bc2ff-a4fd-4ca5-a365-c1d63982f839,91,,,"[6.0, 44.0]",3879636,3,,True,,,1.340128,,Right Foot,,,"[9.1, 57.2]",,Ground Pass,,13.55913,,,Šime Vrsaljko,5461.0,,,,,Goal Kick,1,From Goal Kick,Andrea Consigli,7132.0,Goalkeeper,10,Sassuolo,232,['cf250959-771d-4238-9d77-c088faa9a724'],49,,,,,,,,,,,,,,,,,,Sassuolo,232,00:03:49.039,Pass,
,,,,,,,,,,,,,,,,,,,0.082859,,,,,,,,,,,,,0b6803e5-095a-4761-ae3e-d1fe8580d9d5,94,,,"[8.2, 70.4]",3879636,3,,,,,0.0,,Right Foot,,,"[9.6, 70.4]",,Low Pass,,1.4,,Incomplete,,,,,,,,1,From Goal Kick,Šime Vrsaljko,5461.0,Right Back,10,Sassuolo,232,['13538a09-afd7-494b-ae9b-8e07e5b81077'],52,,,,,,,,,,,,,,,,,,Sassuolo,232,00:03:52.982,Pass,
,,,,,,,,,,,,,,,,,,,1.460486,,,,,,,,,,,,,1fc839ac-c71b-49e9-8ae0-ddd3c9f15c7a,96,,,"[13.0, 53.2]",3879636,3,,,,,1.0643178,,Head,,,"[20.6, 66.9]",,High Pass,,15.666844,,,Francesco Magnanelli,7127.0,,,,,Recovery,1,From Goal Kick,Paolo Cannavaro,8848.0,Right Center Back,10,Sassuolo,232,['fdae4221-19e3-4b95-b88f-e707a8eb4551'],54,,,,,,,,,,,,,,,,,,Sassuolo,232,00:03:54.352,Pass,
,,,,,,,,,,,,,,,,,,,1.838124,,,,,,,,,,,,,896ecdad-2106-4c62-aba8-e82d7512dddd,100,,,"[18.8, 66.7]",3879636,3,,,,,-2.259155,,Left Foot,,,"[3.5, 48.1]",,Ground Pass,,24.084227,,,Andrea Consigli,7132.0,,,,,,1,From Goal Kick,Francesco Magnanelli,7127.0,Center Defensive Midfield,10,Sassuolo,232,"['27349849-a00e-40d7-85b9-bbb683fc64bb', '4eda56f6-c4a3-4556-b929-78422580d1aa']",57,,,,,,,,,,,,,,,,,,Sassuolo,232,00:03:57.648,Pass,True
,,,,,,,,,,,,,,,,,,,2.790519,,,,,,,,,,,,,63c4a119-030e-46f9-bd30-8eacba7f4c28,102,,,"[3.5, 48.1]",3879636,3,,,,,-0.07183192,,Right Foot,,,"[57.7, 44.2]",,High Pass,,54.340134,,Unknown,Sergio Floccari,6948.0,,,,,,1,From Goal Kick,Andrea Consigli,7132.0,Goalkeeper,10,Sassuolo,232,['857228c7-3c27-4464-887c-c732ef6b8731'],59,,,,,,,,,,,,,,,,,,Sassuolo,232,00:03:59.486,Pass,
,,,,,,,,,,,,,,,,,,,1.365666,,,,,,,,,,,,,84b9192d-a019-4232-9db2-9861426f182e,106,,,"[57.4, 41.0]",3879636,4,,,,,-1.5969342,,Right Foot,,,"[57.0, 25.7]",,Ground Pass,,15.305228,,,Davide Astori,8275.0,,,,,Free Kick,1,From Free Kick,Gonzalo Javier Rodríguez,25931.0,Right Center Back,11,Fiorentina,239,['ef3818e1-8925-4009-9776-db8708fb773f'],29,,,,,,,,,,,,,,,,,,Fiorentina,239,00:04:29.133,Pass,
,,,,,,,,,,,,,,,,,,,3.181,,,,,,,,,,,,,1e9e5180-cc68-4ca9-aa9a-c1acaa8bbf25,109,,,"[62.8, 25.1]",3879636,4,,,,,1.0015973,,Left Foot,,,"[94.6, 74.8]",,High Pass,,59.002796,,,Federico Bernardeschi,7777.0,,True,,,,1,From Free Kick,Davide Astori,8275.0,Left Center Back,11,Fiorentina,239,['d81fcaa2-cde9-4bd3-8db9-451b47e0c7f4'],31,,,,,,,,,,,,,,,,,,Fiorentina,239,00:04:31.837,Pass,
