bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.936342,,,,,,,,,,,,,,bb2d356e-eb95-4f90-b11f-feb21322f98f,14,,"[9.5, 33.4]",3879768,0,,,,1.1513677,,Keeper Arm,,,,"[19.8, 56.5]",,Ground Pass,25.292292,,,,Eros Pisano,11342.0,,,,,,1,Regular Play,Pierluigi Gollini,8274.0,Goalkeeper,3,Hellas Verona,226,['f73c3f0e-bbc1-4f5f-a4cd-d5f796e7295a'],13,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:13.380,Pass,
,,,,,,,,,,,,,,,,,2.760254,,,,,,,,,,,,,,8e9f98d4-72ba-4b81-ad4b-cbe425f0bada,17,,"[21.3, 60.4]",3879768,0,,,,0.11510757,,Right Foot,,,,"[70.6, 66.1]",,High Pass,49.628418,,Incomplete,,Paweł Wszołek,11339.0,,,,,,1,Regular Play,Eros Pisano,11342.0,Right Back,3,Hellas Verona,226,"['38e0c42d-326e-4998-ab6a-3c59ea04e5c4', '4284f069-1564-485f-9ed0-b5830bc635a5']",17,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:17.450,Pass,
,,,,,,,,,,,,,,,,,1.386295,,,,,,,,,,,,,,4284f069-1564-485f-9ed0-b5830bc635a5,19,,"[49.5, 14.0]",3879768,0,,,,0.10379234,,Head,,,,"[63.9, 15.5]",,High Pass,14.477914,,Incomplete,,Roberto Soriano,6759.0,,,,,Recovery,1,Regular Play,Niklas Moisander,9884.0,Left Center Back,3,Hellas Verona,226,"['29cea2f7-3a9e-4112-a16b-2913f08ec190', '652d77f1-8921-47bd-9089-a08538e0d3b5', '8e9f98d4-72ba-4b81-ad4b-cbe425f0bada']",20,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:20.210,Pass,
,,,,,,,,,,,,,,,,,1.667738,,,,,,,,,,,,,,652d77f1-8921-47bd-9089-a08538e0d3b5,21,,"[56.2, 64.6]",3879768,0,,,,-0.64948905,,Right Foot,,,,"[69.5, 54.5]",,High Pass,16.7003,,,,Luca Toni,20252.0,,,,,Recovery,1,Regular Play,Artur Ioniţă,7949.0,Right Defensive Midfield,3,Hellas Verona,226,"['4284f069-1564-485f-9ed0-b5830bc635a5', '4fae61ed-782d-4101-9fa0-fd28ad811429']",21,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:21.597,Pass,
,,,,,,,,,,,,,,,,,0.565438,,,,,,,,,,,,,,04c9d0ff-4224-4fe9-81ac-956375ba6119,23,,"[69.5, 54.5]",3879768,0,,,,-2.4526682,,Head,,,,"[66.1, 51.7]",,Low Pass,4.404543,,Incomplete,,Artur Ioniţă,7949.0,,,,,,1,Regular Play,Luca Toni,20252.0,Left Center Forward,3,Hellas Verona,226,"['423e087e-352c-4679-910e-6c07f80404ae', '7abe8cc3-23d1-4030-8c7f-3ad5fee50510']",23,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:23.264,Pass,
,,,,,,,,,,,,,,,,,1.605634,,,,,,,,,,,,,,5ce5863b-bb7d-4143-8944-ade9341659f8,28,,"[50.6, 32.8]",3879768,0,,,,0.48575702,,Right Foot,,,,"[66.7, 41.3]",,High Pass,18.206043,,,,Fabio Quagliarella,7011.0,,,,,,1,Regular Play,Fernando Lucas Martins,16586.0,Right Defensive Midfield,4,Sampdoria,234,"['3b78449b-e68e-4a55-93d0-f2062bef475b', 'c8a990db-0e42-49ea-b86b-637855713dd8']",25,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:25.280,Pass,True
,,,,,,,,,,,,,,,,,0.116115,,,,,,,,,,,,,,ce5e6f73-6d09-45df-b874-13916908d976,32,,"[64.5, 41.5]",3879768,0,,,,3.0648208,,Right Foot,,,,"[61.9, 41.7]",,Low Pass,2.607681,,Incomplete,,,,,,,,,1,Regular Play,Fabio Quagliarella,7011.0,Center Forward,4,Sampdoria,234,['3f96282e-c648-4fa6-a8ff-5b3fa4d22585'],27,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:27.492,Pass,
,,,,,,,,,,,,,,,,,0.845383,,,,,,,,,,,,,,2c9e1703-c4dc-419c-bc49-8862e7598a28,44,,"[56.0, 36.3]",3879768,0,True,,,-1.4738787,,Right Foot,,,,"[56.7, 29.1]",,Ground Pass,7.2339478,,,,Ricardo Gabriel Álvarez,8875.0,,,,,Free Kick,1,From Free Kick,Fernando Lucas Martins,16586.0,Right Defensive Midfield,5,Sampdoria,234,['eb6c7601-179b-4afd-beef-4aac1536bf12'],36,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:36.440,Pass,
,,,,,,,,,,,,,,,,,0.934565,,,,,,,,,,,,,,b0b93c4a-1cb0-4b61-b8c2-3fdca2ea8143,46,,"[61.2, 23.8]",3879768,0,,,,-1.0102311,,Left Foot,,,,"[69.8, 10.1]",,Ground Pass,16.175598,,,,Lazaros Christodoulopoulos,15318.0,,,,,,1,From Free Kick,Ricardo Gabriel Álvarez,8875.0,Right Attacking Midfield,5,Sampdoria,234,['398474c9-0217-423e-bb83-c11404f183b9'],38,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:38.768,Pass,
,,,,,,,,,,,,,,,,,2.534335,,,,,,,,,,,,,,78e13537-fd93-4222-b94e-64a27d9225f5,49,,"[68.7, 8.8]",3879768,0,,,,2.9677694,,Right Foot,,,,"[35.1, 14.7]",,Ground Pass,34.114075,,,,Niklas Moisander,9884.0,,,,,,1,From Free Kick,Lazaros Christodoulopoulos,15318.0,Left Wing Back,5,Sampdoria,234,['42264a32-5bd0-42f3-a091-c5faa7c402e3'],40,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:40.968,Pass,
,,,,,,,,,,,,,,,,,2.739582,,,,,,,,,,,,,,6b77a640-08f6-405e-90b0-0b7fd440f224,52,,"[34.0, 16.6]",3879768,0,,,,2.6275291,,Left Foot,,,,"[8.5, 31.0]",,Ground Pass,29.284979,,,,Emiliano Viviano,7018.0,,,,,,1,From Free Kick,Niklas Moisander,9884.0,Left Center Back,5,Sampdoria,234,['944b5862-bfe4-4f7e-9e37-57279a05b043'],44,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:44.082,Pass,
,,,,,,,,,,,,,,,,,1.663151,,,,,,,,,,,,,,5ead12e1-b0f2-49d2-a998-2308ecea6440,55,,"[9.1, 29.5]",3879768,0,,,,-1.2447042,,Left Foot,,,,"[16.1, 8.8]",,Ground Pass,21.851545,,,,Niklas Moisander,9884.0,,,,,,1,From Free Kick,Emiliano Viviano,7018.0,Goalkeeper,5,Sampdoria,234,['0021b497-974c-4fdc-aa55-5b9cd0bef40b'],47,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:47.734,Pass,
,,,,,,,,,,,,,,,,,2.94077,,,,,,,,,,,,,,c1eb8ece-6ca2-4b64-824e-a5a288be003f,58,,"[21.5, 10.1]",3879768,0,,,,0.39659616,,Left Foot,,,,"[72.6, 31.5]",,High Pass,55.40009,,Pass Offside,,Fabio Quagliarella,7011.0,,,,,,1,From Free Kick,Niklas Moisander,9884.0,Left Center Back,5,Sampdoria,234,['b74628d4-0385-47f0-a6b5-41c74d23d177'],50,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:50.858,Pass,
,,,,,,,,,,,,,,,,,2.00003,,,,,,,,,,,,,,fccff297-d962-4010-88ab-1d735d79f12f,60,,"[56.5, 32.9]",3879768,1,True,,,-2.0920012,,Right Foot,,,,"[44.5, 12.0]",,Ground Pass,24.1,,,,Mohamed Salim Fares,7705.0,,,,,Free Kick,1,From Free Kick,Luca Marrone,31572.0,Left Defensive Midfield,6,Hellas Verona,226,['24f50c3b-c6e9-4265-a1f0-f217eda31109'],1,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:01.535,Pass,
,,,,,,,,,,,,,,,,,0.870118,,,,,,,,,,,,,,152fd418-54c7-4e29-ad3b-2991df0fd16a,62,,"[47.1, 13.1]",3879768,1,,,,1.305979,,Left Foot,,,,"[50.3, 24.9]",,Ground Pass,12.226201,,,,Luca Marrone,31572.0,,,,,,1,From Free Kick,Mohamed Salim Fares,7705.0,Left Back,6,Hellas Verona,226,['daceb886-0f86-4e04-80dd-79ec410dabd8'],4,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:04.725,Pass,
,,,,,,,,,,,,,,,,,1.77201,,,,,,,,,,,,,,fba97fb8-e286-4c80-8e80-06f3ad8b14df,65,,"[50.8, 20.3]",3879768,1,,,,-0.8285087,,Right Foot,,,,"[63.0, 7.0]",,Ground Pass,18.04799,,,,Mohamed Salim Fares,7705.0,,,,,,1,From Free Kick,Luca Marrone,31572.0,Left Defensive Midfield,6,Hellas Verona,226,['d1db2f5c-da0d-4647-8931-50490552881e'],6,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:06.735,Pass,
,,,,,,,,,,,,,,,,,1.170577,,,,,,,,,,,,,,804e581b-f6ea-48c6-95d6-f08f0ca5a03d,68,,"[66.5, 7.2]",3879768,1,,,,0.39060703,,Left Foot,,,,"[81.8, 13.5]",,Ground Pass,16.546299,,Incomplete,,Ante Rebić,5465.0,,,,,,1,From Free Kick,Mohamed Salim Fares,7705.0,Left Back,6,Hellas Verona,226,"['36266b8c-bbfa-4d30-8754-6939307de4dd', '4bf639ca-9b05-4390-a15e-cb6e098e6a74']",9,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:09.996,Pass,
,,,,,,,,,,,,,,,,,3.716283,,,,,,,,,,,,,,f8301ee1-0328-46eb-bae9-b8b8bfa1ca18,74,,"[45.5, 72.9]",3879768,1,,,,-2.9795053,,Left Foot,,,,"[13.7, 67.7]",,Ground Pass,32.22235,,,,Andrea Ranocchia,7962.0,,,,,Recovery,1,Regular Play,Ricardo Gabriel Álvarez,8875.0,Right Attacking Midfield,7,Sampdoria,234,['65721384-7e2d-416f-b406-9859cfb23e81'],12,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:12.350,Pass,
,,,,,,,,,,,,,,,,,3.008356,,,,,,,,,,,,,,751d5dac-c6a7-4136-bb02-c4534a82349b,78,,"[15.2, 75.7]",3879768,1,,,,-0.1269728,,Right Foot,,,,"[57.5, 70.3]",,High Pass,42.643288,,,,Fabio Quagliarella,7011.0,,,,,,1,Regular Play,Andrea Ranocchia,7962.0,Center Back,7,Sampdoria,234,"['783cd4e5-e420-4231-917f-db09336682c4', '98251fe2-ff17-4fe6-918a-c80374140844']",17,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:17.244,Pass,True
,,,,,,,,,,,,,,,,,1.321694,,,,,,,,,,,,,,13fff871-d602-4fa9-aa49-9e78b15f0b7c,82,,"[64.1, 77.9]",3879768,1,,,,-3.0945685,,Right Foot,,,,"[55.6, 77.5]",,Ground Pass,8.509406,,,,Ricardo Gabriel Álvarez,8875.0,,,,,,1,Regular Play,Fabio Quagliarella,7011.0,Center Forward,7,Sampdoria,234,"['b21b12c3-19be-49c2-9bf6-0d8fa1b1c96d', 'b24b8ea2-c3c3-48d0-bc14-80ee094745e8']",23,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:23.389,Pass,True
,,,,,,,,,,,,,,,,,2.110362,,,,,,,,,,,,,,62c257a8-09d2-4a2e-b8ea-b259f0542196,86,,"[56.0, 77.0]",3879768,1,,,,-0.100436114,,Left Foot,,,,"[68.9, 75.7]",,Ground Pass,12.965339,,,,Lorenzo De Silvestri,7473.0,,,,,,1,Regular Play,Ricardo Gabriel Álvarez,8875.0,Right Attacking Midfield,7,Sampdoria,234,"['2c887a3d-7ea6-4c8a-b31e-22864b65bddb', '585b8831-0ead-42f1-888f-cd81ef66c551']",27,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:27.976,Pass,True
,,,,,,,,,,,,,,,,,0.880625,,,,,,,,,,,,,,85b327e5-1bd8-4e1a-b4c8-2e8886c2af72,89,,"[68.9, 75.5]",3879768,1,,,,-1.0636978,,Right Foot,,,,"[72.4, 69.2]",,Ground Pass,7.206941,,,,Antonio Cassano,19850.0,,,,,,1,Regular Play,Lorenzo De Silvestri,7473.0,Right Wing Back,7,Sampdoria,234,['20b9f932-53a7-4e68-867e-fad309cbd2bc'],30,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:30.287,Pass,
,,,,,,,,,,,,,,,,,3.145552,,,,,,,,,,,,,,cba24a37-dcb6-4c3d-87fc-60f1979b2047,92,,"[72.4, 69.2]",3879768,1,,,,-0.22914718,,Right Foot,,,,"[109.7, 60.5]",,Low Pass,38.301174,,,,Fabio Quagliarella,7011.0,,,,,,1,Regular Play,Antonio Cassano,19850.0,Left Attacking Midfield,7,Sampdoria,234,['37112cc7-b54d-473a-a858-7cd15fcaabbb'],31,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:31.247,Pass,
,,,,,,,,,,,,,,,,,1.199141,,,,,,,,,,,,,,88fb6c12-992f-4660-9c09-ccbc1ee6a7df,99,,"[109.3, 74.3]",3879768,1,,,,-1.7855403,9215ba15-6888-428c-9d48-78781b7d5865,Right Foot,True,,,"[104.0, 50.0]",,Ground Pass,24.87127,,,,Ricardo Gabriel Álvarez,8875.0,True,,,,,1,Regular Play,Fabio Quagliarella,7011.0,Center Forward,7,Sampdoria,234,['c028797e-85ac-465c-aa31-e634f330de9f'],36,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:36.466,Pass,
,,,,,,,,,,,,,,,,,3.449757,,,,,,,,,,,,,,b9355471-ef85-4c31-b30a-1dd6b074403e,107,,"[13.0, 43.8]",3879768,1,True,,,0.26463655,,Keeper Arm,,,,"[65.4, 58.0]",,High Pass,54.289963,,Incomplete,,Paweł Wszołek,11339.0,,,,,,1,From Keeper,Pierluigi Gollini,8274.0,Goalkeeper,8,Hellas Verona,226,"['a06f4633-a5aa-4bc3-a3fb-e005e9c428b9', 'ecf619a7-c511-4192-8cf9-2e1b4f8dd3ec']",44,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:01:44.507,Pass,
,,,,,,,,,,,,,,,,,1.803425,,,,,,,,,,,,,,ecf619a7-c511-4192-8cf9-2e1b4f8dd3ec,109,,"[54.7, 22.1]",3879768,1,,,,-0.5464617,,Left Foot,,,,"[74.1, 10.3]",,High Pass,22.706827,,,,Lazaros Christodoulopoulos,15318.0,,,,,Recovery,1,From Keeper,Niklas Moisander,9884.0,Left Center Back,9,Sampdoria,234,"['2334bad5-4464-414b-90c7-ce511accc09a', 'b9355471-ef85-4c31-b30a-1dd6b074403e']",47,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:47.957,Pass,
,,,,,,,,,,,,,,,,,0.98245,,,,,,,,,,,,,,8c826804-7d99-49a7-aa9f-ad4da7489523,112,,"[73.7, 10.3]",3879768,1,,,,2.5398169,,Right Foot,,,,"[65.4, 16.0]",,Ground Pass,10.068764,,,,Roberto Soriano,6759.0,,,,,,1,From Keeper,Lazaros Christodoulopoulos,15318.0,Left Wing Back,9,Sampdoria,234,['88379b48-0d2c-4391-a4c6-75efb3482120'],49,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:49.840,Pass,
,,,,,,,,,,,,,,,,,0.665043,,,,,,,,,,,,,,3c89f1ec-d128-4055-af4c-b834c5b8e691,115,,"[70.4, 13.1]",3879768,1,,,,0.8960554,,Left Foot,,,,"[77.6, 22.1]",,Ground Pass,11.525623,,,,Antonio Cassano,19850.0,,,,,,1,From Keeper,Roberto Soriano,6759.0,Left Defensive Midfield,9,Sampdoria,234,['a397b4b5-a907-4d23-820b-507d65eed6ef'],51,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:51.992,Pass,
,,,,,,,,,,,,,,,,,0.919959,,,,,,,,,,,,,,8e345226-6fba-4cd7-8d01-366a6c6812cd,118,,"[77.6, 24.3]",3879768,1,,,,2.7233684,,Right Foot,,,,"[70.4, 27.5]",,Ground Pass,7.879086,,,,Fernando Lucas Martins,16586.0,,,,,,1,From Keeper,Antonio Cassano,19850.0,Left Attacking Midfield,9,Sampdoria,234,['b14f6ff3-6d1d-461b-828d-1188518aa69a'],52,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:52.737,Pass,
,,,,,,,,,,,,,,,,,1.41637,,,,,,,,,,,,,,cfc32ebb-f338-44b4-ab89-594462491a91,121,,"[70.4, 27.5]",3879768,1,,,,-1.2171564,,Right Foot,,,,"[78.3, 6.1]",,Ground Pass,22.81162,,,,Lazaros Christodoulopoulos,15318.0,,,,,,1,From Keeper,Fernando Lucas Martins,16586.0,Right Defensive Midfield,9,Sampdoria,234,['de80c865-7337-45e7-9e92-a218596f36ab'],53,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:53.697,Pass,
,,,,,,,,,,,,,,,,,2.984835,,,,,,,,,,,,,,e4c719db-e4a1-4a43-ad86-38b52ef4ac35,127,,"[64.5, 0.1]",3879768,2,True,,,2.918116,,,,,,"[35.9, 6.6]",,Low Pass,29.329336,,,,Andrea Ranocchia,7962.0,,,,,Throw-in,1,From Throw In,Lazaros Christodoulopoulos,15318.0,Left Wing Back,10,Sampdoria,234,['7c33ca35-d91d-4b67-9858-a250064c960b'],14,,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:14.701,Pass,
,,,,,,,,,,,,,,,,,1.9263,,,,,,,,,,,,,,404bd1b5-9b2c-4d5f-8ae7-7610b547e57d,129,,"[34.0, 21.2]",3879768,2,,,,1.5110172,,Right Foot,,,,"[36.4, 61.3]",,Ground Pass,40.171757,,,,Mattia Cassani,387417.0,,True,,,,1,From Throw In,Andrea Ranocchia,7962.0,Center Back,10,Sampdoria,234,['fe111049-5b93-4290-8fc6-aa360cee2cd1'],20,,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:20.491,Pass,
