50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.802019,,,,,,,,,,772cb516-601e-4e2e-a1bc-c133655a6995,31,,"[53.6, 9.1]",3879749,0,,,,2.2794225,,Right Foot,,"[44.0, 20.3]",,Ground Pass,,14.751271,,,Andrea Ranocchia,7962.0,,,,,,1,From Throw In,Matías Agustín Silvestre,7019.0,Left Center Back,3,Sampdoria,234,['bce34f48-9496-46af-90eb-71db5b54150d'],34,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:34.049,Pass,
,,,,,,,,,,,,,,,2.903008,,,,,,,,,,aaa93dda-b584-4101-8f39-35dccf38add9,34,,"[45.2, 21.5]",3879749,0,,,,1.5246753,,Right Foot,,"[47.0, 60.5]",,Ground Pass,,39.041515,,,Mattia Cassani,387417.0,,,,,,1,From Throw In,Andrea Ranocchia,7962.0,Center Back,3,Sampdoria,234,['0050c013-1177-4a1d-a55c-e50ffc0cf2c7'],35,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:35.749,Pass,
,,,,,,,,,,,,,,,0.970712,,,,,,,,,,0787ef75-1095-46ba-baab-4d6dec749142,37,,"[52.7, 69.2]",3879749,0,,,,-0.02246813,,Right Foot,,"[70.5, 68.8]",,Ground Pass,,17.804493,Incomplete,,Ricardo Gabriel Álvarez,8875.0,,,,,,1,From Throw In,Mattia Cassani,387417.0,Right Center Back,3,Sampdoria,234,"['3ecb3683-c90b-4058-aed3-6b42979b3c1d', 'cb43a20a-31ae-4972-b4d3-c8e9e6c96aab']",40,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:40.387,Pass,
,,,,,,,,,,,,,,,1.392512,,,,,,,,,,3ecb3683-c90b-4058-aed3-6b42979b3c1d,39,,"[49.6, 11.3]",3879749,0,,,,-0.2573237,,Left Foot,,"[64.8, 7.3]",,High Pass,,15.717506,Incomplete,,Eder Citadin Martins,7000.0,,,,,Recovery,1,From Throw In,Danilo D''Ambrosio,6984.0,Left Back,3,Sampdoria,234,"['0787ef75-1095-46ba-baab-4d6dec749142', 'd0af43f4-7c0d-42bf-8a63-3a9c2c2464ba', 'd48f0ded-fba3-4249-b3f5-620506b89a3d']",41,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:41.358,Pass,
,,,,,,,,,,,,,,,3.696615,,,,,,,,,,d0af43f4-7c0d-42bf-8a63-3a9c2c2464ba,41,,"[55.3, 72.8]",3879749,0,,,,0.008474373,,Head,,"[78.9, 73.0]",,High Pass,,23.600847,,,Dávid Ivan,36364.0,,,,,Recovery,1,From Throw In,Mattia Cassani,387417.0,Right Center Back,3,Sampdoria,234,"['3ecb3683-c90b-4058-aed3-6b42979b3c1d', 'f8d4f94f-17c5-4d9e-97ec-cb121b0e30a2']",42,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:42.750,Pass,
,,,,,,,,,,,,,,,0.831971,,,,,,,,,,7e884fb0-203d-43a0-8b3c-d0a64da83125,44,,"[87.0, 73.0]",3879749,0,,,,-1.2086266,,Right Foot,,"[93.1, 56.9]",,Low Pass,,17.216852,,,Fabio Quagliarella,7011.0,,,,,,1,From Throw In,Dávid Ivan,36364.0,Right Wing Back,3,Sampdoria,234,['c2576520-c719-4680-89a4-d638b11940b5'],46,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:46.477,Pass,
,,,,,,,,,,,,,,,3.287345,,,,,,,,,,e41bfeeb-49bd-4318-8842-5505cfe6092b,48,,"[93.8, 56.9]",3879749,0,,,,0.05718948,,Right Foot,,"[120.0, 58.4]",,High Pass,,26.242905,Out,,Dávid Ivan,36364.0,,,,,,1,From Throw In,Fabio Quagliarella,7011.0,Center Forward,3,Sampdoria,234,"['5a741a5e-7f31-4498-be20-37efc6b3bc6b', '6c4d2ea7-2fea-4916-86f4-46bf24f0bf64']",48,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:48.564,Pass,True
,,,,,,,,,,,,,,,1.481403,,,,,,,,,,e662cb2f-6ee2-4c55-a83e-f568c635a1d1,51,,"[6.0, 44.0]",3879749,1,,,,1.7512921,,Right Foot,,"[3.5, 57.7]",,Ground Pass,,13.926234,,,João Miranda de Souza Filho,5551.0,,,,,Goal Kick,1,From Goal Kick,Samir Handanovič,7001.0,Goalkeeper,4,Inter Milan,238,['8fd030a3-0815-4e30-b008-f203133df37c'],6,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:06.479,Pass,
,,,,,,,,,,,,,,,3.227869,,,,,,,,,,2140c63a-c5e2-4d4a-913b-d925fcb395c1,55,,"[20.8, 65.5]",3879749,1,,,,-0.30486223,,Right Foot,,"[72.6, 49.2]",,High Pass,,54.30405,Incomplete,,Eder Citadin Martins,7000.0,,,,,,1,From Goal Kick,João Miranda de Souza Filho,5551.0,Right Center Back,4,Inter Milan,238,"['0b9f2d56-8bef-446e-a104-c90172021be1', '9f421e4d-bfe7-4bc6-a0b2-360d4668ba06', 'c7c9a521-4777-42dc-9ece-98a6bdfb35ac']",13,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:13.375,Pass,True
,,,,,,,,,,,,,,,1.765592,,,,,,,,,,c7c9a521-4777-42dc-9ece-98a6bdfb35ac,58,,"[47.5, 30.9]",3879749,1,,,True,0.4234394,,,,"[61.7, 37.3]",,High Pass,,15.575622,,,Ricardo Gabriel Álvarez,8875.0,,,,,Recovery,1,Regular Play,Andrea Ranocchia,7962.0,Center Back,5,Sampdoria,234,"['2140c63a-c5e2-4d4a-913b-d925fcb395c1', '342580a0-44bd-455a-99b4-84f4672949cb', '4e23c7f3-7c06-4b5a-bbf8-c72f2906111d']",16,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:16.602,Pass,True
,,,,,,,,,,,,,,,1.196735,,,,,,,,,,d02548fd-e276-4c5f-810d-34b0200bb9fb,60,,"[61.9, 38.2]",3879749,1,,,,-2.7759902,,Head,,"[49.1, 33.3]",,Low Pass,,13.705838,,,Fernando Lucas Martins,16586.0,,,,,,1,Regular Play,Ricardo Gabriel Álvarez,8875.0,Right Wing,5,Sampdoria,234,['b55353cb-80b2-4b49-bceb-26acdfcda235'],18,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:18.368,Pass,
,,,,,,,,,,,,,,,1.899058,,,,,,,,,,f63bacd9-8b73-4558-8de6-da1a7ce48643,64,,"[50.4, 33.8]",3879749,1,,,,2.3028643,,Right Foot,,"[37.1, 48.6]",,Low Pass,,19.89799,,,Mattia Cassani,387417.0,,,,,,1,Regular Play,Fernando Lucas Martins,16586.0,Right Defensive Midfield,5,Sampdoria,234,"['0f5d7a27-12df-4f10-86c6-4ba62e057564', '7618c9c0-c840-4b42-b78d-e93a0f70be0b']",20,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:20.189,Pass,True
,,,,,,,,,,,,,,,0.720888,,,,,,,,,,930502bd-ecfa-42a3-9793-78a1fd875d65,67,,"[35.7, 53.8]",3879749,1,,,,-0.21366899,,Right Foot,,"[46.3, 51.5]",,Ground Pass,,10.846659,,,Fernando Lucas Martins,16586.0,,,,,,1,Regular Play,Mattia Cassani,387417.0,Right Center Back,5,Sampdoria,234,['f9cc09ea-36b3-4d25-ad30-15ff7c066022'],23,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:23.582,Pass,
,,,,,,,,,,,,,,,1.842265,,,,,,,,,,bb0608e8-09cb-4e23-97b9-d371525a8e74,69,,"[46.3, 51.5]",3879749,1,,,,1.3085928,,Right Foot,,"[53.6, 78.7]",,Ground Pass,,28.162563,,,Dávid Ivan,36364.0,,,,,,1,Regular Play,Fernando Lucas Martins,16586.0,Right Defensive Midfield,5,Sampdoria,234,['9fb80fbe-230e-45a7-a278-a616ba17b750'],24,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:24.302,Pass,
,,,,,,,,,,,,,,,1.514575,,,,,,,,,,2cb0cf31-cf3e-4ba3-9c64-f0748b5c1d4f,74,,"[58.2, 0.1]",3879749,1,,,,0.124354996,,,,"[76.6, 2.4]",,High Pass,,18.543192,Incomplete,,Ivan Perišić,5474.0,,,,,Throw-in,1,From Throw In,Danilo D''Ambrosio,6984.0,Left Back,6,Inter Milan,238,"['636eb840-fae0-4e34-a362-37e42c1b4920', 'd02696ff-c582-42a1-a914-237960c32993']",51,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:51.938,Pass,
,,,,,,,,,,,,,,,2.366549,,,,,,,,,,6673bba6-e20b-44ca-8859-7bb25bf7a84b,80,,"[25.5, 78.2]",3879749,1,,,,0.03534873,,Right Foot,,"[76.4, 80.0]",,High Pass,,50.931816,Out,,,,,,,,,1,From Throw In,Andrea Ranocchia,7962.0,Center Back,6,Inter Milan,238,,58,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:58.717,Pass,
,,,,,,,,,,,,,,,1.46576,,,,,,,,,,8e4729b4-3bd8-49fe-ae76-bfcb4723b177,81,,"[69.3, 0.1]",3879749,2,,,,0.31705576,,,,"[88.5, 6.4]",,High Pass,,20.207176,Incomplete,,Mauro Emanuel Icardi Rivero,6987.0,,,,,Throw-in,1,From Throw In,Danilo D''Ambrosio,6984.0,Left Back,7,Inter Milan,238,"['0fa7b037-9553-4796-9cd1-358c558ad97c', 'e45e7aaa-cc32-4bb2-988d-16cb7ea12699']",22,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:22.890,Pass,
,,,,,,,,,,,,,,,1.522602,,,,,,,,,,0fa7b037-9553-4796-9cd1-358c558ad97c,83,,"[31.6, 73.7]",3879749,2,,,,0.12583758,,Head,,"[48.2, 75.8]",,High Pass,,16.732304,Incomplete,,Ricardo Gabriel Álvarez,8875.0,,,,,Recovery,1,From Throw In,Andrea Ranocchia,7962.0,Center Back,7,Inter Milan,238,"['8e4729b4-3bd8-49fe-ae76-bfcb4723b177', 'b3e7b0ef-16de-4392-869f-159a7da37f0f', 'c3bfb01b-1749-416d-a5b2-b54305191793']",24,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:24.356,Pass,
,,,,,,,,,,,,,,,0.945287,,,,,,,,,,c3bfb01b-1749-416d-a5b2-b54305191793,85,,"[71.9, 4.3]",3879749,2,,,,1.5323538,,Head,,"[72.1, 9.5]",,Low Pass,,5.2038445,,,Marcelo Brozović,5469.0,,,,,Recovery,1,From Throw In,Danilo D''Ambrosio,6984.0,Left Back,7,Inter Milan,238,"['0fa7b037-9553-4796-9cd1-358c558ad97c', '4ceaa4ed-0439-4714-9303-f5309556e071']",25,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:25.878,Pass,
,,,,,,,,,,,,,,,1.368505,,,,,,,,,,e58e8b1c-6b18-41cc-b79c-de67fbab69c1,89,,"[70.5, 11.3]",3879749,2,,,,2.5466816,,Left Foot,,"[57.2, 20.3]",,Ground Pass,,16.058954,,,Felipe Melo de Carvalho,25430.0,,,,,,1,From Throw In,Marcelo Brozović,5469.0,Left Defensive Midfield,7,Inter Milan,238,['63c586f9-043a-42a6-acd7-454f85c60058'],27,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:27.582,Pass,
,,,,,,,,,,,,,,,3.276035,,,,,,,,,,c341ee5b-754f-4e3c-88f4-a9ea03db0e58,92,,"[57.4, 19.1]",3879749,2,,,,2.6624022,,Right Foot,,"[19.1, 39.0]",,Low Pass,,43.161324,,,Samir Handanovič,7001.0,,,,,,1,From Throw In,Felipe Melo de Carvalho,25430.0,Right Defensive Midfield,7,Inter Milan,238,['df96113d-9b50-4a63-851f-d6397c435bcb'],29,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:29.271,Pass,
,,,,,,,,,,,,,,,1.758601,,,,,,,,,,180493ec-8a4b-4f88-9bb4-0559ef75cc9e,95,,"[18.9, 39.7]",3879749,2,,,,-1.0846444,,Right Foot,,"[31.9, 15.1]",,Ground Pass,,27.82373,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,1,From Throw In,Samir Handanovič,7001.0,Goalkeeper,7,Inter Milan,238,['496c49de-9147-4b6e-8f93-5c12f56c36ed'],33,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:33.456,Pass,
,,,,,,,,,,,,,,,1.080486,,,,,,,,,,a08ea5ce-36c2-4842-8aca-8168485f56b5,98,,"[35.2, 12.3]",3879749,2,,,,-0.7114591,,Right Foot,,"[46.8, 2.3]",,Ground Pass,,15.3153515,,,Danilo D''Ambrosio,6984.0,,,,,,1,From Throw In,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,7,Inter Milan,238,['ed6752f8-de8b-4520-88f0-3a4395c65044'],36,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:36.510,Pass,
,,,,,,,,,,,,,,,1.89701,,,,,,,,,,52dd819c-d1d0-436b-b93b-b7c6550633be,102,,"[49.9, 4.7]",3879749,2,,,,2.8318896,,Left Foot,,"[37.4, 8.7]",,Ground Pass,,13.124405,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,1,From Throw In,Danilo D''Ambrosio,6984.0,Left Back,7,Inter Milan,238,"['522f1d71-0f44-4fff-b14f-c03df15e9d72', 'fb980e01-937a-4b08-9e22-7a769dd43aaa']",39,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:39.477,Pass,True
,,,,,,,,,,,,,,,1.206963,,,,,,,,,,4ac34305-3a0c-4c95-90e1-cc3813e8dae6,106,,"[41.6, 6.1]",3879749,2,,,,-0.39234015,,Right Foot,,"[56.1, 0.1]",,Ground Pass,,15.692355,Out,,Danilo D''Ambrosio,6984.0,,,,,,1,From Throw In,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,7,Inter Milan,238,"['9573f4f8-2fb8-4a40-8970-f5ebd45a2854', 'ede06d8f-06e2-4b50-9ae1-0135826addb2']",43,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:43.236,Pass,True
,,,,,,,,,,,,,,,0.807913,,,,,,,,,,f3c38fc9-253c-49f2-9cbe-ef823d62e322,108,,"[65.0, 80.0]",3879749,2,True,,,-2.8577986,,,,"[36.2, 71.6]",,Low Pass,,30.0,,,Andrea Ranocchia,7962.0,,,,,Throw-in,1,From Throw In,Mattia Cassani,387417.0,Right Center Back,8,Sampdoria,234,['cddce979-2562-4c1e-97a0-f5ed65137422'],51,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:51.101,Pass,
,,,,,,,,,,,,,,,2.54307,,,,,,,,,,1f30f547-fad7-491a-8862-24f5bb603496,110,,"[36.6, 64.2]",3879749,2,True,,,-1.3734008,,Right Foot,,"[43.5, 29.7]",,Ground Pass,,35.183235,,,Matías Agustín Silvestre,7019.0,,,,,,1,From Throw In,Andrea Ranocchia,7962.0,Center Back,8,Sampdoria,234,['1940a4c8-4b31-4a6a-8059-75076321bcdb'],51,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:51.989,Pass,
