50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.581238,,,,,,,,,,,,,,4eeb0843-e215-4cdd-9732-b8553f8de595,18,,"[27.6, 60.3]",3879589,0,,,,,-1.6492864,,Right Foot,,,"[24.8, 24.7]",,Ground Pass,,35.70994,,,,Leonardo Blanchard,387847.0,,,,,Free Kick,1,From Free Kick,Modibo Diakité,174418.0,Right Center Back,4,Frosinone,291,['73e84396-878d-4e21-9497-5ae7fead214f'],25,,,,,,,,,,,,,,,,Frosinone,291,00:00:25.330,Pass,
,,,,,,,,,,,,,,,,2.244748,,,,,,,,,,,,,,f5e44026-e434-4b3b-8d69-a4115af625b0,21,,"[50.0, 12.2]",3879589,0,,,,,-0.1595901,,Left Foot,,,"[79.2, 7.5]",,High Pass,,29.575834,,,,Danilo Soddimo,11608.0,,,,,,1,From Free Kick,Leonardo Blanchard,387847.0,Left Center Back,4,Frosinone,291,['51d3062d-030b-4c0a-a129-af3f1cbd6f76'],33,,,,,,,,,,,,,,,,Frosinone,291,00:00:33.261,Pass,
,,,,,,,,,,,,,,,,0.505395,,,,,,,,,,,,,,0839b1a5-5627-4cf0-b646-54380cc3f1f6,25,,"[86.4, 3.9]",3879589,0,,,,,1.0053124,,Right Foot,,,"[89.7, 9.1]",,Ground Pass,,6.158734,,,,Federico Dionisi,24235.0,,,,,,1,From Free Kick,Danilo Soddimo,11608.0,Left Midfield,4,Frosinone,291,"['00630663-1a84-4c4e-a91b-8971a1e21ae5', '26aa2cc4-1b60-42d6-b4ec-5c36efa5c75f']",37,,,,,,,,,,,,,,,,Frosinone,291,00:00:37.560,Pass,True
,,,,,,,,,,,,,,,,0.876564,,,,,,,,,,,,,,f2a160c7-4c26-44fa-980c-f183b2ca1bf0,32,,"[39.2, 75.2]",3879589,0,,,,,0.23811378,,Right Foot,,,"[49.5, 77.7]",,Ground Pass,,10.599056,,,,Ryder Matos Santos,7696.0,,,,,,1,Regular Play,Isaac Cofie,7460.0,Right Center Midfield,5,Carpi,1683,['8ef6cd32-b1f7-40a6-90e4-292ef8386ec5'],41,,,,,,,,,,,,,,,,Carpi,1683,00:00:41.950,Pass,
,,,,,,,,,,,,,,,,0.765794,,,,,,,,,,,,,,9fe5bb3f-720f-43bd-93ac-385c4b12e7ed,41,,"[76.1, 75.2]",3879589,1,,,,,-1.5350972,,Right Foot,,,"[76.4, 66.8]",,Ground Pass,,8.405355,,,,Luca Marrone,31572.0,,,,,Free Kick,1,From Free Kick,Gaetano Letizia,7114.0,Right Back,6,Carpi,1683,['810613dd-98f2-454b-b266-3780aaf46077'],53,,,,,,,,,,,,,,,,Carpi,1683,00:01:53.742,Pass,
,,,,,,,,,,,,,,,,0.859534,,,,,,,,,,,,,,370d7cdd-f75f-4046-a477-3baf03da0322,44,,"[76.7, 58.8]",3879589,1,,,,,-0.6913369,,Right Foot,,,"[91.2, 46.8]",,Ground Pass,,18.82153,,Incomplete,,Marco Borriello,8871.0,,,,,,1,From Free Kick,Luca Marrone,31572.0,Center Defensive Midfield,6,Carpi,1683,"['2c135c41-80de-4ee3-87f0-2be9addc31a8', '2fc804fc-e924-4dde-a5f6-e7eedce9e85c']",57,,,,,,,,,,,,,,,,Carpi,1683,00:01:57.106,Pass,
,,,,,,,,,,,,,,,,5.091948,,,,,,,,,,,,,,ddd62660-21b1-49b8-b538-dd188f1bc16c,52,,"[38.1, 44.1]",3879589,2,,,,,0.75739425,,Right Foot,,,"[74.8, 78.8]",,High Pass,,50.50723,,Out,,Daniel Ciofani,13613.0,,,,,Recovery,1,From Free Kick,Modibo Diakité,174418.0,Right Center Back,6,Carpi,1683,['f4d05f8a-d2de-406a-a28d-82b6ae51ecf0'],1,,,,,,,,,,,,,,,,Frosinone,291,00:02:01.980,Pass,
,,,,,,,,,,,,,,,,1.371813,,,,,,,,,,,,,,155edaad-2f12-49d8-9260-b038bd8e19ea,55,,"[50.3, 0.1]",3879589,2,,,,,0.4655969,,,,,"[70.8, 10.4]",,High Pass,,22.9421,,,,Marco Borriello,8871.0,,,,,Throw-in,1,From Throw In,Gabriel Moisés Antunes da Silva,3416.0,Left Back,7,Carpi,1683,['1e18ba0a-9ce1-44cd-85c1-eaf6ab356040'],13,,,,,,,,,,,,,,,,Carpi,1683,00:02:13.560,Pass,
,,,,,,,,,,,,,,,,0.652935,,,,,,,,,,,,,,0df30919-6ade-4e49-9a3e-d3438c503626,58,,"[70.8, 10.2]",3879589,2,,,,True,-2.766322,,,,,"[64.2, 7.6]",,Low Pass,,7.093659,,,,Matteo Fedele,28442.0,,,,,,1,From Throw In,Marco Borriello,8871.0,Center Forward,7,Carpi,1683,"['3db4a2e9-1393-430f-a71c-0921c8497811', '8d1eb1a9-b007-4228-9383-235431c7570a']",14,,,,,,,,,,,,,,,,Carpi,1683,00:02:14.971,Pass,True
,,,,,,,,,,,,,,,,1.389908,,,,,,,,,,,,,,02c53052-ac0d-4454-aef8-cf9e80b9a92f,62,,"[58.6, 6.6]",3879589,2,,,,,2.0913339,,Right Foot,,,"[45.3, 29.8]",,Ground Pass,,26.741915,,,,Nicolás Federico Spolli,8278.0,,,,,,1,From Throw In,Matteo Fedele,28442.0,Left Center Midfield,7,Carpi,1683,"['6d90a497-d0ca-4cfa-bea1-eaa6918b2f31', 'b36fc92e-29e8-4125-a931-365069513341']",17,,,,,,,,,,,,,,,,Carpi,1683,00:02:17.467,Pass,True
,,,,,,,,,,,,,,,,1.248363,,,,,,,,,,,,,,a2994302-df42-48a0-b612-567b63941050,65,,"[42.3, 40.9]",3879589,2,,,,,1.5962145,,Right Foot,,,"[42.0, 52.7]",,Ground Pass,,11.803813,,,,Gaetano Letizia,7114.0,,,,,,1,From Throw In,Nicolás Federico Spolli,8278.0,Right Center Back,7,Carpi,1683,['842802ec-6f97-47f0-8710-e66e7589189e'],20,,,,,,,,,,,,,,,,Carpi,1683,00:02:20.636,Pass,
,,,,,,,,,,,,,,,,1.650443,,,,,,,,,,,,,,0430abf1-39a1-4d37-b45a-3729bb34be69,68,,"[69.5, 55.6]",3879589,2,,,,,1.1720836,,Left Foot,,,"[79.4, 79.1]",,High Pass,,25.500196,,,,Ryder Matos Santos,7696.0,,,,,,1,From Throw In,Gaetano Letizia,7114.0,Right Back,7,Carpi,1683,['64a3d519-a52a-4e19-bd64-80bfdcd85baa'],26,,,,,,,,,,,,,,,,Carpi,1683,00:02:26.282,Pass,
,,,,,,,,,,,,,,,,1.106137,,,,,,,,,,,,,,26f56005-6ac6-4174-b5fd-43bc1f02bd40,71,,"[80.9, 78.5]",3879589,2,,,,,-2.1193457,,Right Foot,,,"[77.6, 73.1]",,Ground Pass,,6.328507,,,,Gaetano Letizia,7114.0,,,,,,1,From Throw In,Ryder Matos Santos,7696.0,Right Midfield,7,Carpi,1683,['75097c99-bbdf-4a54-8500-743ddf0e7265'],29,,,,,,,,,,,,,,,,Carpi,1683,00:02:29.224,Pass,
,,,,,,,,,,,,,,,,3.33071,,,,,,,,,,,,,,53c63c8c-d21e-42b4-963d-24f63d26a403,74,,"[84.0, 73.2]",3879589,2,,,,,0.22147202,,Right Foot,,,"[114.2, 80.0]",,High Pass,,30.956099,,Out,,Ryder Matos Santos,7696.0,,,,,,1,From Throw In,Gaetano Letizia,7114.0,Right Back,7,Carpi,1683,['f18d84ad-1beb-41b1-9416-4ec5e7e5b48a'],33,,,,,,,,,,,,,,,,Carpi,1683,00:02:33.126,Pass,
,,,,,,,,,,,,,,,,1.24838,,,,,,,,,,,,,,ec578a6d-fba6-485d-9bd9-522c7c4209f8,76,,"[9.3, 0.1]",3879589,2,,,,,0.6435011,,,,,"[16.5, 5.5]",,Low Pass,,9.0,,,,Yussif Raman Chibsah,9903.0,,,,,Throw-in,1,From Throw In,Roberto Crivello,296873.0,Left Back,8,Frosinone,291,['84796208-2be1-4a9b-aac9-c5ea385f17c3'],50,,,,,,,,,,,,,,,,Frosinone,291,00:02:50.660,Pass,
,,,,,,,,,,,,,,,,0.823757,,,,,,,,,,,,,,e8170581-5719-48bc-b1f4-3e6f5610eed8,85,,"[107.5, 74.6]",3879589,2,,,,,2.3217254,,Left Foot,,,"[104.7, 77.6]",,Ground Pass,,4.103657,,,,Ryder Matos Santos,7696.0,,,,,,1,Regular Play,Marco Borriello,8871.0,Center Forward,9,Carpi,1683,['f1d51c21-d1b0-40c6-b614-195a363a216f'],54,,,,,,,,,,,,,,,,Carpi,1683,00:02:54.895,Pass,
,,,,,,,,,,,,,,,,1.345641,,,,,,,,,,,,,,656e4ca1-6217-4cc6-b4db-716148461774,89,,"[97.8, 77.7]",3879589,2,,,,,-2.9569964,,Right Foot,,,"[73.7, 73.2]",,Ground Pass,,24.516525,,,,Nicolás Federico Spolli,8278.0,,,,,,1,Regular Play,Ryder Matos Santos,7696.0,Right Midfield,9,Carpi,1683,['5c1fe29a-e185-41ef-8238-8fff590ca5ff'],57,,,,,,,,,,,,,,,,Carpi,1683,00:02:57.338,Pass,
,,,,,,,,,,,,,,,,1.105071,,,,,,,,,,,,,,f6344078-e093-4362-a330-84e237e51e49,92,,"[75.3, 71.3]",3879589,3,,,,,-0.7054297,16bbf156-deba-4a39-8e25-774c1347d1d0,Right Foot,,,"[90.8, 58.1]",,High Pass,,20.359028,,,,Marco Borriello,8871.0,True,,,,,1,Regular Play,Nicolás Federico Spolli,8278.0,Right Center Back,9,Carpi,1683,['b4d384f4-a215-40e6-bdba-065b829fbb2e'],0,,,,,,,,,,,,,,,,Carpi,1683,00:03:00.350,Pass,
,,,,,,,,,,,,,,,,1.724761,,,,,,,,,,,,,,b8cbd4dc-40b3-492c-8b23-4074b3ef3626,103,,"[8.2, 67.8]",3879589,3,,,,,-1.6056659,,Right Foot,,,"[7.9, 59.2]",,Ground Pass,,8.605231,,,,Modibo Diakité,174418.0,,,,,Recovery,1,Regular Play,Aleandro Rosi,7462.0,Right Back,10,Frosinone,291,"['4cc6e9bf-6583-42d5-8f01-3278a8ebc845', '6bd239fc-89e8-4902-830e-291df426a4d1']",9,,,,,,,,,,,,,,,,Frosinone,291,00:03:09.276,Pass,True
,,,,,,,,,,,,,,,,1.056493,,,,,,,,,,,,,,90c2f5a6-c16f-4efe-9a82-a97bf274c001,113,,"[32.0, 80.0]",3879589,3,,,,,-1.6217725,,,,,"[31.5, 70.2]",,Low Pass,,9.812747,,,,Mirko Gori,20636.0,,,,,Throw-in,1,From Throw In,Aleandro Rosi,7462.0,Right Back,11,Frosinone,291,['a3f95a0d-c6c5-4779-982c-da6402aca27a'],24,,,,,,,,,,,,,,,,Frosinone,291,00:03:24.954,Pass,
,,,,,,,,,,,,,,,,1.971056,,,,,,,,,,,,,,1b4e6fd2-2db1-4517-8eaa-496b9e9dc1c0,116,,"[31.5, 70.2]",3879589,3,,,,,-0.0344691,,Right Foot,,,"[63.4, 69.1]",,High Pass,,31.91896,,Incomplete,,Daniel Ciofani,13613.0,,,,,,1,From Throw In,Mirko Gori,20636.0,Left Defensive Midfield,11,Frosinone,291,"['a737fc6e-2764-47e8-aded-c8e89c68facb', 'ad9d11d5-b81c-49e9-ac73-5d72588b705b', 'f00f2d69-ba5e-4144-adf8-76cec5fd6d86']",26,,,,,,,,,,,,,,,,Frosinone,291,00:03:26.010,Pass,True
,,,,,,,,,,,,,,,,0.578534,,,,,,,,,,,,,,ad9d11d5-b81c-49e9-ac73-5d72588b705b,118,,"[56.7, 11.0]",3879589,3,,,,,0.11065722,,Head,,,"[71.1, 12.6]",,Low Pass,,14.488616,,Incomplete,,Luca Marrone,31572.0,,,,,Recovery,1,From Throw In,Simone Romagnoli,7172.0,Left Center Back,11,Frosinone,291,"['1b4e6fd2-2db1-4517-8eaa-496b9e9dc1c0', '2f5b82f3-b7f1-43cc-8fc0-8bb8dc6018e7', '6677d429-0a19-41b7-9af8-f142be0676fb']",27,,,,,,,,,,,,,,,,Carpi,1683,00:03:27.981,Pass,
,,,,,,,,,,,,,,,,1.817999,,,,,,,,,,,,,,6677d429-0a19-41b7-9af8-f142be0676fb,120,,"[49.0, 67.5]",3879589,3,,,,,-1.9251254,,Head,,,"[42.6, 50.2]",,High Pass,,18.445868,,,,Yussif Raman Chibsah,9903.0,,,,,Recovery,1,From Throw In,Luca Paganini,23470.0,Right Midfield,11,Frosinone,291,"['6fe342d5-7807-495e-a805-21058d6db02a', 'ad9d11d5-b81c-49e9-ac73-5d72588b705b']",28,,,,,,,,,,,,,,,,Frosinone,291,00:03:28.560,Pass,
,,,,,,,,,,,,,,,,1.38413,,,,,,,,,,,,,,27753198-960b-45e4-8fe3-a56da0694c4d,129,,"[78.1, 30.2]",3879589,3,,,,,1.5947918,,Left Foot,,,"[77.5, 55.2]",,Ground Pass,,25.007198,,,,Gaetano Letizia,7114.0,,,,,Free Kick,1,From Free Kick,Luca Marrone,31572.0,Center Defensive Midfield,13,Carpi,1683,['25b772fb-f329-4056-94c9-8ba99f2d7d03'],55,,,,,,,,,,,,,,,,Carpi,1683,00:03:55.697,Pass,
,,,,,,,,,,,,,,,,1.53158,,,,,,,,,,,,,,ea5c8b21-52dc-4ad5-a7f8-b70c6eaa6137,132,,"[78.1, 61.5]",3879589,3,,,,,0.6801979,,Right Foot,,,"[95.9, 75.9]",,Ground Pass,,22.895414,,,,Ryder Matos Santos,7696.0,,,,,,1,From Free Kick,Gaetano Letizia,7114.0,Right Back,13,Carpi,1683,['b231622e-33ce-4549-bb65-1fe47c822de5'],58,,,,,,,,,,,,,,,,Carpi,1683,00:03:58.046,Pass,
,,,,,,,,,,,,,,,,0.276265,,,,,,,,,,,,,,bbd7b937-7822-46e7-bb1c-02e5787e21af,139,,"[92.6, 75.2]",3879589,4,,,,,2.2390857,,Right Foot,,,"[91.1, 77.1]",,Ground Pass,,2.4207437,,,,Gaetano Letizia,7114.0,,,,,Recovery,1,From Free Kick,Ryder Matos Santos,7696.0,Right Midfield,13,Carpi,1683,"['25aee755-0d48-4f3a-b2ed-dea109432aba', '407d51ae-c153-4df1-a19b-c23a1a04a903']",2,,,,,,,,,,,,,,,,Carpi,1683,00:04:02.546,Pass,True
,,,,,,,,,,,,,,,,0.789358,,,,,,,,,,,,,,e96f196d-b1be-44ef-8bfe-64f052e101f8,142,,"[97.6, 78.4]",3879589,4,,,,,-2.5809057,,Right Foot,,,"[93.3, 75.7]",,Ground Pass,,5.0774007,,,,Ryder Matos Santos,7696.0,,,,,,1,From Free Kick,Gaetano Letizia,7114.0,Right Back,13,Carpi,1683,['59035438-6178-4c56-ba0a-f378393e60b1'],4,,,,,,,,,,,,,,,,Carpi,1683,00:04:04.380,Pass,
,,,,,,,,,,,,,,,,1.408985,,,,,,,,,,,,,,0ec6e30d-0c29-40b9-892e-60f5c1240004,147,,"[95.1, 76.3]",3879589,4,,,,,-1.3034667,,Right Foot,True,,"[103.7, 44.9]",,High Pass,,32.55641,,,,Marco Borriello,8871.0,,,,,,1,From Free Kick,Ryder Matos Santos,7696.0,Right Midfield,13,Carpi,1683,['91a01245-dd31-4de6-97ae-00403f56d01b'],6,,,,,,,,,,,,,,,,Carpi,1683,00:04:06.451,Pass,
,,,,,,,,,,,,,,,,0.782386,,,,,,,,,,,,,,856ff926-01d4-4c92-ba4b-716e22daeb8e,155,,"[24.2, 28.3]",3879589,4,,,,,2.7693233,,Left Foot,,,"[13.7, 32.4]",,Ground Pass,,11.272089,,,,Leonardo Blanchard,387847.0,,,,,,1,Regular Play,Mirko Gori,20636.0,Left Defensive Midfield,14,Frosinone,291,['734f2bee-6641-4412-a0ae-0c7c1b2c115d'],11,,,,,,,,,,,,,,,,Frosinone,291,00:04:11.342,Pass,
,,,,,,,,,,,,,,,,2.003712,,,,,,,,,,,,,,4d73a3da-2ac2-4a5f-a5bb-3bc338e54ab0,158,,"[15.1, 34.5]",3879589,4,,,,,0.86113834,,Left Foot,,,"[42.5, 66.4]",,High Pass,,42.05199,,,,Luca Paganini,23470.0,,,,,,1,Regular Play,Leonardo Blanchard,387847.0,Left Center Back,14,Frosinone,291,['c532fd6b-580c-48b8-b438-7111009238c7'],13,,,,,,,,,,,,,,,,Frosinone,291,00:04:13.735,Pass,
,,,,,,,,,,,,,,,,3.340232,,,,,,,,,,,,,,a3298e7c-70d8-4c4f-abc0-036bea5115e0,160,,"[42.5, 66.3]",3879589,4,,,,,0.17781216,,Right Foot,,,"[77.0, 72.5]",,High Pass,,35.052673,,Incomplete,,Federico Dionisi,24235.0,,,,,,1,Regular Play,Luca Paganini,23470.0,Right Midfield,14,Frosinone,291,"['95d3b37e-6e0d-4c54-a8a9-2fe7271d10c8', 'dc30af7c-63af-4ffd-9ddf-91db5fcc8670']",15,,,,,,,,,,,,,,,,Frosinone,291,00:04:15.739,Pass,
,,,,,,,,,,,,,,,,3.424291,,,,,,,,,,,,,,c3790484-f7be-4d4e-b0c6-0c065f025103,174,,"[17.6, 12.3]",3879589,4,,,,,0.14363846,,Right Foot,,,"[81.9, 21.6]",,High Pass,,64.96907,,Pass Offside,,Marco Borriello,8871.0,,,,,Free Kick,1,From Free Kick,Vid Belec,8662.0,Goalkeeper,15,Carpi,1683,['7211c20a-0c30-497a-bdf0-0f9f5e252e35'],52,,,,,,,,,,,,,,,,Carpi,1683,00:04:52.156,Pass,
,,,,,,,,,,,,,,,,1.671621,,,,,,,,,,,,,,b75292ad-8447-4a09-864b-31d55ab1ccba,176,,"[40.0, 52.0]",3879589,5,,True,,,-1.5486597,,Right Foot,,,"[40.6, 24.9]",,Ground Pass,,27.106642,,,,Leonardo Blanchard,387847.0,,,,,Free Kick,1,From Free Kick,Modibo Diakité,174418.0,Right Center Back,16,Frosinone,291,['6ac9432e-281d-4c7c-8383-ebb5cdd2f3dc'],8,,,,,,,,,,,,,,,,Frosinone,291,00:05:08.977,Pass,
