50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.014111,,,,,,,,,,,,,993eee3d-6c5d-461b-b1ea-c87c612785e6,99,,,"[42.9, 58.4]",3879618,3,,,,1.9471662,,Right Foot,,,,"[36.3, 75.1]",,Ground Pass,,17.956892,,,Ignazio Abate,7463.0,,,,,,1,From Goal Kick,Juraj Kucka,10919.0,Right Center Midfield,9,AC Milan,243,['4b601acf-ec6f-44a6-973d-d062d6918db4'],44,,,,,,,,,,,,,,,,,,AC Milan,243,00:03:44.629,Pass,
,,,,,,,,,,,,,,,,2.717058,,,,,,,,,,,,,75cc848d-0394-41a8-bdb3-c6a57cf783d3,103,,,"[37.0, 75.5]",3879618,3,,,,-0.22359501,,Right Foot,,,,"[73.5, 67.2]",,High Pass,,37.431805,,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,1,From Goal Kick,Ignazio Abate,7463.0,Right Back,9,AC Milan,243,"['1b1d0491-afbb-41e9-9084-0c90a4fb758c', 'b1b5323d-a584-44dc-91b7-404bb06be886']",46,,,,,,,,,,,,,,,,,,AC Milan,243,00:03:46.406,Pass,True
,,,,,,,,,,,,,,,,1.84143,,,,,,,,,,,,,2604b950-2eab-4d85-9a4a-abbd78651c0b,106,,,"[73.5, 67.2]",3879618,3,,,True,-0.28095686,,,,,,"[88.4, 62.9]",,High Pass,,15.508062,Incomplete,,Alessio Cerci,7702.0,,,,,,1,From Goal Kick,Carlos Arturo Bacca Ahumada,5688.0,Center Forward,9,AC Milan,243,"['4866c45c-ba1e-48cc-8fa1-94a9f22e8bf2', 'a234530f-b3e1-4545-85a4-223e25af62b9', 'd8c9ec23-c3c2-44a5-b599-530bb39b77b2']",49,,,,,,,,,,,,,,,,,,AC Milan,243,00:03:49.203,Pass,True
,,,,,,,,,,,,,,,,2.222179,,,,,,,,,,,,,4866c45c-ba1e-48cc-8fa1-94a9f22e8bf2,108,,,"[31.7, 17.2]",3879618,3,,,,-0.888708,,Head,,,,"[45.1, 0.7]",,High Pass,,21.255823,Out,,Paul Pogba,20004.0,,,,,Interception,1,From Goal Kick,Andrea Barzagli,6943.0,Right Center Back,9,AC Milan,243,"['2604b950-2eab-4d85-9a4a-abbd78651c0b', '45dd2c9c-0f98-4847-a6ee-80907fbc58ea']",51,,,,,,,,,,,,,,,,,,Juventus,224,00:03:51.044,Pass,
,,,,,,,,,,,,,,,,0.544157,,,,,,,,,,,,,ab922077-e961-4f8a-959c-a9aa111ce0fe,110,,,"[76.8, 80.0]",3879618,4,,,,-1.1727821,,,,,,"[80.5, 71.2]",,Low Pass,,9.546204,,,Juraj Kucka,10919.0,,,,,Throw-in,1,From Throw In,Ignazio Abate,7463.0,Right Back,10,AC Milan,243,['760390cf-3790-4d8f-abe7-8783943cac80'],1,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:01.350,Pass,
,,,,,,,,,,,,,,,,0.637052,,,,,,,,,,,,,4cc48e1b-7433-4bd3-8131-bf32a2ca842d,114,,,"[83.0, 71.8]",3879618,4,,,,2.4746845,,Right Foot,,,,"[78.3, 75.5]",,Ground Pass,,5.9816384,,,Ignazio Abate,7463.0,,,,,,1,From Throw In,Juraj Kucka,10919.0,Right Center Midfield,10,AC Milan,243,"['bb4f1e84-7672-4d0b-98fd-4f5f89fdc4e7', 'de7f7b03-89c9-432d-88d9-4e5fcd6fcd8b']",2,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:02.721,Pass,True
,,,,,,,,,,,,,,,,2.080358,,,,,,,,,,,,,8ef1a69c-02a4-4d9b-ab70-ce6a91b66ede,117,,,"[78.3, 75.5]",3879618,4,,,,-2.267177,,Right Foot,,,,"[53.3, 45.6]",,Ground Pass,,38.97448,,,Alessio Romagnoli,7458.0,,,,,,1,From Throw In,Ignazio Abate,7463.0,Right Back,10,AC Milan,243,['ee293495-6cb4-4a40-9d1e-12fe4946f89c'],4,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:04.475,Pass,
,,,,,,,,,,,,,,,,1.623354,,,,,,,,,,,,,f8889490-6a03-480e-ad41-1ab8025629e2,121,,,"[52.2, 38.5]",3879618,4,,,,-1.205837,,Left Foot,,,,"[60.3, 17.3]",,Ground Pass,,22.694714,,,Luca Antonelli,8874.0,,,,,,1,From Throw In,Alessio Romagnoli,7458.0,Left Center Back,10,AC Milan,243,"['ee98d19e-f4bc-4734-af52-34057bcb1d4a', 'f9a48dad-6639-4e89-af1f-a42f5d4eaa16']",7,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:07.437,Pass,True
,,,,,,,,,,,,,,,,1.444125,,,,,,,,,,,,,3603ecbc-65ab-4443-a9a3-20494e4c2f29,124,,,"[63.8, 16.9]",3879618,4,,,,0.23795772,,Left Foot,,,,"[87.3, 22.6]",,Ground Pass,,24.181398,Incomplete,,Giacomo Bonaventura,7026.0,,,,,,1,From Throw In,Luca Antonelli,8874.0,Left Back,10,AC Milan,243,"['42637c6b-cca4-44c5-8603-75665369cd89', '815280bd-9878-4d6b-b0ff-9bf82f3a676a']",10,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:10.486,Pass,
,,,,,,,,,,,,,,,,1.61811,,,,,,,,,,,,,42637c6b-cca4-44c5-8603-75665369cd89,126,,,"[32.8, 57.5]",3879618,4,,,,-0.036066826,,Right Foot,,,,"[52.2, 56.8]",,Ground Pass,,19.412624,,,Paulo Bruno Exequiel Dybala,5743.0,,,,,Recovery,1,Regular Play,Andrea Barzagli,6943.0,Right Center Back,11,Juventus,224,"['3603ecbc-65ab-4443-a9a3-20494e4c2f29', '74982991-b826-4698-bb7b-02cb3b5e7974']",11,,,,,,,,,,,,,,,,,,Juventus,224,00:04:11.930,Pass,
,,,,,,,,,,,,,,,,0.491939,,,,,,,,,,,,,7970a4b7-c315-43a4-ae30-842d64dfb198,128,,,"[52.2, 56.8]",3879618,4,,,,-2.974161,,Left Foot,,,,"[45.1, 55.6]",,Ground Pass,,7.2006946,,,Stefano Sturaro,7013.0,,,,,,1,Regular Play,Paulo Bruno Exequiel Dybala,5743.0,Left Center Forward,11,Juventus,224,['60aae7e7-4833-4be6-b6bc-2839b825ccb4'],13,,,,,,,,,,,,,,,,,,Juventus,224,00:04:13.548,Pass,
,,,,,,,,,,,,,,,,2.253232,,,,,,,,,,,,,17a6e885-4a8f-4713-b909-78f23d44e967,131,,,"[45.1, 55.6]",3879618,4,,,,-0.16150239,,Left Foot,,,,"[80.7, 49.8]",,Ground Pass,,36.069378,Incomplete,,Mario Mandžukić,5472.0,,,,,,1,Regular Play,Stefano Sturaro,7013.0,Right Center Midfield,11,Juventus,224,"['a0434ee5-3a9a-4a89-9eb8-3e68b2c81846', 'a0f7e7ba-6b1f-47b3-a3dc-02a3de199c62']",14,,,,,,,,,,,,,,,,,,Juventus,224,00:04:14.194,Pass,
,,,,,,,,,,,,,,,,2.6566,,,,,,,,,,,,,a0f7e7ba-6b1f-47b3-a3dc-02a3de199c62,134,,,"[39.4, 30.3]",3879618,4,,,,2.8020926,,Right Foot,,,,"[14.2, 39.2]",,Ground Pass,,26.725456,,,Gianluigi Donnarumma,7036.0,,,,,Recovery,1,Regular Play,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,12,AC Milan,243,"['17a6e885-4a8f-4713-b909-78f23d44e967', '387c84b6-2bd0-4e03-9ebf-ac086795ad0f', 'b0544229-8a75-4fb6-b673-c228f318b0f4']",16,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:16.448,Pass,True
,,,,,,,,,,,,,,,,1.263435,,,,,,,,,,,,,eab01a1b-aacf-4349-a37b-382918eb02f2,137,,,"[14.2, 39.2]",3879618,4,,,,0.48447794,,Right Foot,,,,"[18.0, 41.2]",,Ground Pass,,4.2941823,,,Alex Rodrigo Dias da Costa,40945.0,,,,,,1,Regular Play,Gianluigi Donnarumma,7036.0,Goalkeeper,12,AC Milan,243,['eee59058-3df6-424d-9be5-8bfd984be8ef'],20,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:20.399,Pass,
