50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.45653,,,,,,,,,,,,,1eddbe17-1d07-4ce5-9a2f-55c73122c6cc,17,,,"[73.8, 51.6]",3879734,0,,,,,-1.5202066,,Right Foot,,,"[74.2, 43.7]",,Ground Pass,,7.91012,,,,,Andrea Bertolacci,7147.0,,,,,,1,From Kick Off,Riccardo Montolivo,7166.0,Right Defensive Midfield,2,AC Milan,243,['fddf2cd9-50fc-4eaa-a52e-d8a6fd1bc28e'],11,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:11.161,Pass,
,,,,,,,,,,,,,,,0.727084,,,,,,,,,,,,,d6a06d0a-ed40-4668-903d-34f2ac97222d,20,,,"[74.0, 44.3]",3879734,0,,,,,-0.1638082,,Left Foot,,,"[86.1, 42.3]",,Low Pass,,12.264175,,,,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,1,From Kick Off,Andrea Bertolacci,7147.0,Left Defensive Midfield,2,AC Milan,243,['a7b77388-710f-483a-8523-a7d4953bb7bd'],11,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:11.971,Pass,
,,,,,,,,,,,,,,,2.324274,,,,,,,,,,,,,6bff2251-a9f2-46d9-a3e4-a5b8f22a66e6,33,,,"[34.6, 49.2]",3879734,0,,,,,-1.733127,,Right Foot,,,"[28.0, 8.9]",,Ground Pass,,40.836872,,,,,Felipe Dias da Silva dal Belo,6938.0,,True,,,Free Kick,1,From Free Kick,Danilo Larangeira,7799.0,Center Back,4,Udinese,230,['52e481c9-ab9a-41c7-a25c-97153f5cc4f8'],30,,,,,,,,,,,,,,,,,,Udinese,230,00:00:30.109,Pass,
,,,,,,,,,,,,,,,1.841829,,,,,,,,,,,,,8408390b-0fb0-4509-acfe-b3947bd2ca9b,36,,,"[32.8, 11.3]",3879734,0,,,,,-0.083792835,,Left Foot,,,"[70.9, 8.1]",,High Pass,,38.234146,,,Incomplete,,Pablo Estífer Armero,29312.0,,,,,,1,From Free Kick,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,4,Udinese,230,"['71859480-67a1-462d-a419-1f1b284e2ce1', 'e7971232-4fc0-4a8e-80b7-18cc29f0c26e']",35,,,,,,,,,,,,,,,,,,Udinese,230,00:00:35.007,Pass,
,,,,,,,,,,,,,,,0.896905,,,,,,,,,,,,,ef4ee2e0-3234-4e7b-8739-924d4aa9cfe0,41,,,"[42.8, 47.5]",3879734,0,,,,True,0.61895245,,,,,"[50.1, 52.7]",,Low Pass,,8.962701,,,,,Riccardo Montolivo,7166.0,,,,,Recovery,1,From Free Kick,Alessio Romagnoli,7458.0,Left Center Back,4,Udinese,230,"['5f9f9826-0fff-49d5-86f6-91e829b3099a', 'fdde7243-9f06-47ba-b2b6-05ada5b9061f']",39,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:39.679,Pass,True
,,,,,,,,,,,,,,,1.66931,,,,,,,,,,,,,af9eb275-f86c-4394-9257-f2a736c833f2,45,,,"[48.4, 53.8]",3879734,0,,,,,-0.8931756,,Right Foot,,,"[62.0, 36.9]",,High Pass,,21.692625,,,Incomplete,,M''Baye Babacar Niang,5661.0,,,,,,1,From Free Kick,Riccardo Montolivo,7166.0,Right Defensive Midfield,4,Udinese,230,"['63a1f9f5-4bf7-4fb1-88ba-a536b829dac6', 'd93a4a1b-c753-4b95-8184-edf10362ef68']",41,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:41.013,Pass,
,,,,,,,,,,,,,,,0.84328,,,,,,,,,,,,,6f93e46a-d047-47c4-867c-92967800de10,50,,,"[57.9, 42.6]",3879734,0,,,,,-0.4241944,,Right Foot,,,"[64.1, 39.8]",,High Pass,,6.8029404,,,Incomplete,,Ryder Matos Santos,7696.0,,,,,,1,From Free Kick,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,4,Udinese,230,"['0797fe93-6c1f-4936-b9bf-4ada4567ef6e', '3a7b9e9e-806f-46fd-947d-58aaa5e23f96', 'f9ca9b7a-3b1a-4480-84fa-62a615129ae7']",43,,,,,,,,,,,,,,,,,,Udinese,230,00:00:43.208,Pass,True
,,,,,,,,,,,,,,,0.719103,,,,,,,,,,,,,267f5b10-385a-4907-bd3b-8758cc3caf25,54,,,"[56.4, 36.9]",3879734,0,,,,,0.19270076,,Left Foot,,,"[64.6, 38.5]",,Ground Pass,,8.354639,,,,,Juraj Kucka,10919.0,,,,,,1,From Free Kick,Andrea Bertolacci,7147.0,Left Defensive Midfield,4,Udinese,230,['c7f61a50-17d9-46b5-a249-2d8f38b39e82'],44,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:44.579,Pass,
,,,,,,,,,,,,,,,1.42384,,,,,,,,,,,,,e48cb8f2-eb16-4398-9e66-bc1aea269d87,57,,,"[89.3, 31.5]",3879734,0,,,,,-0.32682666,,Right Foot,,,"[101.1, 27.5]",,Ground Pass,,12.459535,,,Incomplete,,M''Baye Babacar Niang,5661.0,,,Through Ball,True,,1,From Free Kick,Juraj Kucka,10919.0,Left Midfield,4,Udinese,230,"['7e0b2bad-8c2a-4651-8414-96dc321c2f8c', '8fa17f35-ad32-4017-b729-aadd5121a77d']",48,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:48.654,Pass,
,,,,,,,,,,True,,,,,1.139726,,,,,,,,,,,,,8fa17f35-ad32-4017-b729-aadd5121a77d,59,,,"[19.0, 52.6]",3879734,0,,,,,0.31362066,,Right Foot,,,"[26.4, 55.0]",,Ground Pass,,7.77946,,,,,Emmanuel Agyemang-Badu,24722.0,,,,,Interception,1,From Free Kick,Molla Wagué,3577.0,Right Center Back,4,Udinese,230,"['babd8b20-49ed-4748-b56e-5271d6f5272e', 'e48cb8f2-eb16-4398-9e66-bc1aea269d87']",50,,,,,,,,,,,,,,,,,,Udinese,230,00:00:50.078,Pass,
,,,,,,,,,,,,,,,0.7404,,,,,,,,,,,,,f9ff2153-b531-4864-b6dd-d5b27f5f5998,63,,,"[22.0, 51.5]",3879734,0,,,,,2.0294936,,Right Foot,,,"[18.0, 59.6]",,Ground Pass,,9.033825,,,Incomplete,,Edenílson Andrade dos Santos,25116.0,,,,,,1,From Free Kick,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,4,Udinese,230,"['44dea124-7d6d-491b-853e-75b30ebeb90c', 'dab3837c-428b-4ae4-a229-24e5308c3eb8']",51,,,,,,,,,,,,,,,,,,Udinese,230,00:00:51.258,Pass,
,,,,,,,,,,,,,,,4.870774,,,,,,,,,,,,,b97fc3b2-215f-4e28-b71e-3411c73d0f62,67,,,"[110.8, 24.9]",3879734,0,,,,,1.4700856,,Left Foot,,,"[115.6, 72.4]",,Low Pass,,47.74191,,,Incomplete,,M''Baye Babacar Niang,5661.0,,True,,,,1,From Free Kick,Luca Antonelli,8874.0,Left Back,4,Udinese,230,"['1f44ea84-ceee-4ca1-9073-2639914f3de7', '5a831087-8b7a-4573-94ce-c739fcb2f113']",53,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:53.265,Pass,
,,,,,,,,,,,,,,,2.089253,,,,,,,,,,,,,6e48deb8-04d6-49d9-953c-cb884c9e6a06,70,,,"[14.1, 5.9]",3879734,1,,True,,,1.6879051,,Left Foot,,,"[12.5, 19.5]",,Ground Pass,,13.693794,,,,,Francesco Lodi,40367.0,,,,,,1,Regular Play,Pablo Estífer Armero,29312.0,Left Wing Back,5,Udinese,230,['c3cc5d67-2dae-4e82-8752-18ef5c7a1843'],0,,,,,,,,,,,,,,,,,,Udinese,230,00:01:00.343,Pass,
,,,,,,,,,,,,,,,1.780406,,,,,,,,,,,,,34194283-ccb3-44fe-aca4-810fc39ac26a,72,,,"[13.3, 20.3]",3879734,1,,,,,0.19101267,,Left Foot,,,"[49.5, 27.3]",,High Pass,,36.870583,,,Incomplete,,Cyril Théréau,8272.0,,,,,,1,Regular Play,Francesco Lodi,40367.0,Center Defensive Midfield,5,Udinese,230,"['6e0ac815-3ab1-40c8-b883-be797a2cdb08', 'b1470040-068f-4cda-a965-cf74b161c62f']",2,,,,,,,,,,,,,,,,,,Udinese,230,00:01:02.831,Pass,
,,,,,,,,,,,,,,,0.752475,,,,,,,,,,,,,6e0ac815-3ab1-40c8-b883-be797a2cdb08,74,,,"[70.6, 52.8]",3879734,1,,,,,0.44908553,,Left Foot,,,"[78.9, 56.8]",,Low Pass,,9.213577,,,,,Riccardo Montolivo,7166.0,,,,,Interception,1,Regular Play,Alessio Romagnoli,7458.0,Left Center Back,5,Udinese,230,"['1cb936d1-813e-4475-aa4a-4844dcf4b997', '34194283-ccb3-44fe-aca4-810fc39ac26a']",4,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:04.612,Pass,
,,,,,,,,,,,,,,,1.445059,,,,,,,,,,,,,0ff004ed-c11b-42b7-beb5-4e4fa9ed689c,77,,,"[77.9, 56.2]",3879734,1,,,,,-1.5707964,,Right Foot,,,"[77.9, 52.2]",,Ground Pass,,4.0,,,Incomplete,,Alessio Romagnoli,7458.0,,,,,,1,Regular Play,Riccardo Montolivo,7166.0,Right Defensive Midfield,5,Udinese,230,"['b61d794d-dcf0-44ed-8400-e4d5d806f290', 'd955253d-7c76-4efc-860f-2c9bef9ef6cf']",5,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:05.611,Pass,
,,,,,,,,,,,,,,,1.107689,,,,,,,,,,,,,b61d794d-dcf0-44ed-8400-e4d5d806f290,79,,,"[42.2, 27.9]",3879734,1,,,,,3.024484,,Right Foot,,,"[35.4, 28.7]",,Ground Pass,,6.846897,,,,,Zdravko Kuzmanović,6577.0,,,,,Recovery,1,Regular Play,Ryder Matos Santos,7696.0,Right Center Forward,5,Udinese,230,"['0ff004ed-c11b-42b7-beb5-4e4fa9ed689c', '5e18e47c-de6a-480c-8ee7-30813dae2931']",7,,,,,,,,,,,,,,,,,,Udinese,230,00:01:07.056,Pass,
,,,,,,,,,,,,,,,1.888078,,,,,,,,,,,,,bca69d2e-95e4-4ca4-85a8-ae9983b7661a,82,,,"[34.3, 32.6]",3879734,1,,,,,0.6194428,,Right Foot,,,"[69.5, 57.7]",,High Pass,,43.23251,,,,,Cyril Théréau,8272.0,,,,,,1,Regular Play,Zdravko Kuzmanović,6577.0,Left Center Midfield,5,Udinese,230,['67512115-04ba-4cbb-9056-fa06e630efe9'],8,,,,,,,,,,,,,,,,,,Udinese,230,00:01:08.853,Pass,
,,,,,,,,,,,,,,,1.603294,,,,,,,,,,,,,0eee2d2d-34e2-4b28-a940-dc172e868e92,85,,,"[102.8, 59.3]",3879734,1,,,,,3.0725536,,Right Foot,,,"[84.0, 60.6]",,Ground Pass,,18.844893,,,,,Emmanuel Agyemang-Badu,24722.0,,,,,,1,Regular Play,Cyril Théréau,8272.0,Left Center Forward,5,Udinese,230,['a0b5b39c-1774-4da1-a07f-1d56a0f4e771'],19,,,,,,,,,,,,,,,,,,Udinese,230,00:01:19.532,Pass,
,,,,,,,,,,,,,,,1.086647,,,,,,,,,,,,,d09edb22-b399-4bda-beef-ea52aef3c619,88,,,"[84.2, 56.4]",3879734,1,,,,,-1.6745887,,Right Foot,,,"[83.2, 46.8]",,Ground Pass,,9.651943,,,,,Francesco Lodi,40367.0,,,,,,1,Regular Play,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,5,Udinese,230,['ee8f2615-e46d-4f7a-896c-d89028d671c9'],21,,,,,,,,,,,,,,,,,,Udinese,230,00:01:21.803,Pass,
,,,,,,,,,,,,,,,2.17225,,,,,,,,,,,,,e19c6c4f-3e2e-4bbd-9560-81bcd0ca987b,91,,,"[80.2, 43.2]",3879734,1,,,,,-0.657777,,Left Foot,,,"[105.7, 23.5]",,High Pass,,32.22328,,,Incomplete,,Pablo Estífer Armero,29312.0,,,,,,1,Regular Play,Francesco Lodi,40367.0,Center Defensive Midfield,5,Udinese,230,"['32a859b9-c428-4105-8b5b-971f8edb8d15', '557402d9-1a44-4e81-8df8-3dd900cf8206']",23,,,,,,,,,,,,,,,,,,Udinese,230,00:01:23.715,Pass,
,,,,,,,,,,True,,,,,1.5503,,,,,,,,,,,,,32a859b9-c428-4105-8b5b-971f8edb8d15,93,,,"[14.4, 56.6]",3879734,1,,,,,0.39140514,,Head,,,"[20.7, 59.2]",,High Pass,,6.8154235,,,,,Keisuke Honda,5683.0,,,,,Interception,1,Regular Play,Ignazio Abate,7463.0,Right Back,6,AC Milan,243,"['268e8768-00bc-4f89-9df7-3ac49ab15c4c', 'e19c6c4f-3e2e-4bbd-9560-81bcd0ca987b']",25,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:25.887,Pass,
,,,,,,,,,,,,,,,1.175723,,,,,,,,,,,,,07f6da2e-9fd0-4fa0-9136-b189acc8a927,96,,,"[20.9, 59.4]",3879734,1,,,,,-0.7406519,,Head,,,"[27.9, 53.0]",,High Pass,,9.484725,,,,,Riccardo Montolivo,7166.0,,,,,,1,Regular Play,Keisuke Honda,5683.0,Right Midfield,6,AC Milan,243,['ab7abc4e-a2ef-4b0f-b3ef-4834c260b70c'],27,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:27.517,Pass,
,,,,,,,,,,,,,,,1.617599,,,,,,,,,,,,,aaa1cfc4-455e-4400-8d2b-4ddc3cff71a7,99,,,"[30.1, 50.4]",3879734,1,,,,,-0.7585847,,Right Foot,,,"[43.5, 37.7]",,High Pass,,18.462124,,,,,M''Baye Babacar Niang,5661.0,,,,,,1,Regular Play,Riccardo Montolivo,7166.0,Right Defensive Midfield,6,AC Milan,243,['5f67d3e4-0708-4c37-8b40-ed8fbda6b985'],28,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:28.773,Pass,
,,,,,,,,,,,,,,,1.542725,,,,,,,,,,,,,c6c0cdf4-efc0-42e9-b5e8-00a9b08a1b46,103,,,"[43.1, 40.1]",3879734,1,,,,,2.8345468,,Right Foot,,,"[34.9, 42.7]",,High Pass,,8.602325,,,,,Riccardo Montolivo,7166.0,,,,,,1,Regular Play,M''Baye Babacar Niang,5661.0,Left Center Forward,6,AC Milan,243,"['4099dab3-8264-4e96-81ce-b685dbbb6c59', 'b9ebe466-2227-4249-a539-f5262d25da99']",30,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:30.471,Pass,True
,,,,,,,,,,,,,,,2.943634,,,,,,,,,,,,,ed342b7a-cba3-4db4-a091-5aeb27715ab9,106,,,"[35.3, 42.5]",3879734,1,,,,,0.083548896,,Right Foot,,,"[75.9, 45.9]",,High Pass,,40.742115,,,Incomplete,,Keisuke Honda,5683.0,,,,,,1,Regular Play,Riccardo Montolivo,7166.0,Right Defensive Midfield,6,AC Milan,243,"['e16b3902-ab1f-4ce8-b2cb-4aea1d17ded1', 'f624c4f1-69b5-4bfc-b774-cd1dd7ab742d']",32,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:32.053,Pass,
,,,,,,,,,,,,,,,1.0991,,,,,,,,,,,,,25e1de2c-315e-4a89-b3e1-f7825b8f91ba,109,,,"[77.9, 80.0]",3879734,1,,,,,-2.1939957,,,,,"[71.0, 70.4]",,Low Pass,,11.822436,,,,,Riccardo Montolivo,7166.0,,,,,Throw-in,1,From Throw In,Ignazio Abate,7463.0,Right Back,7,AC Milan,243,['62677135-ca2f-4e5d-85ce-dab93b5a2111'],48,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:48.572,Pass,
,,,,,,,,,,,,,,,0.995256,,,,,,,,,,,,,3e4debe2-8d1f-437f-94e6-7bc6df849eea,112,,,"[68.5, 69.4]",3879734,1,,,,,1.3981148,,Right Foot,,,"[70.0, 78.0]",,Ground Pass,,8.729834,,,,,Ignazio Abate,7463.0,,,,,,1,From Throw In,Riccardo Montolivo,7166.0,Right Defensive Midfield,7,AC Milan,243,['2be1cd20-4a60-4c56-ac10-4f22bb118317'],49,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:49.954,Pass,
,,,,,,,,,,,,,,,0.806558,,,,,,,,,,,,,27b2d753-b3c1-408e-b166-217ec21a1003,115,,,"[71.4, 77.1]",3879734,1,,,,,-1.8880626,,Right Foot,,,"[69.2, 70.4]",,Ground Pass,,7.05195,,,,,Riccardo Montolivo,7166.0,,,,,,1,From Throw In,Ignazio Abate,7463.0,Right Back,7,AC Milan,243,['6961401e-116d-4132-adb6-980658694360'],51,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:51.517,Pass,
,,,,,,,,,,,,,,,1.25653,,,,,,,,,,,,,815355ea-f427-45c9-bd70-4d53f09109af,118,,,"[69.4, 70.2]",3879734,1,,,,,2.340811,,Right Foot,,,"[63.0, 76.8]",,Ground Pass,,9.193476,,,,,Ignazio Abate,7463.0,,,,,,1,From Throw In,Riccardo Montolivo,7166.0,Right Defensive Midfield,7,AC Milan,243,['4679ca3e-1141-4a88-88fa-c218b0fb8bf4'],53,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:53.319,Pass,
,,,,,,,,,,,,,,,0.587674,,,,,,,,,,,,,8980dd05-3d8d-4420-9b08-f964eca7a59c,121,,,"[61.8, 71.6]",3879734,1,,,,,-1.2014626,,Right Foot,,,"[64.2, 65.4]",,Ground Pass,,6.6483083,,,,,Andrea Bertolacci,7147.0,,,,,,1,From Throw In,Ignazio Abate,7463.0,Right Back,7,AC Milan,243,['759a4d0e-6db2-4f7e-95d5-dc98a0bcb26e'],55,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:55.632,Pass,
