50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0862409a-6c0c-4c01-a5cc-ddd710106394,1825,,,"[106.7, 49.2]",3879734,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mario Barwuah Balotelli,3371.0,Right Center Forward,98,AC Milan,243,['9ab5ee8f-a9f5-4e96-9481-930a94006c16'],27,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:27.017,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,24ecf12e-b80e-41b8-8143-beba8b97d29f,1830,,,"[53.4, 60.0]",3879734,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,99,Udinese,230,['666c96ef-e888-4e5b-a6ac-7fffb6adce5f'],55,,,,,,,,,,,,,,,,,,Udinese,230,00:00:55.161,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,286936df-4705-4732-bac9-a41d8792b3fc,1832,,,"[70.5, 65.5]",3879734,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Cyril Théréau,8272.0,Left Center Forward,99,Udinese,230,['11f7d80c-fd5f-40bf-af78-1d44379febdb'],56,,,,,,,,,,,,,,,,,,Udinese,230,00:00:56.717,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f45b62a5-8a4b-42fa-b599-ef65e16d1c7e,1835,,,"[78.5, 78.7]",3879734,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Edenílson Andrade dos Santos,25116.0,Right Wing Back,99,Udinese,230,['d0a343e1-d1d8-403a-a127-4005bbf0fc96'],58,,,,,,,,,,,,,,,,,,Udinese,230,00:00:58.911,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b53ca852-867b-466f-a8d4-6c2576e4cdb5,1838,,,"[92.2, 76.6]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Ryder Matos Santos,7696.0,Right Center Forward,99,Udinese,230,"['b582e9ee-b46c-4ce5-b495-aaee9f84c2cd', 'b7925c9d-223f-4cb0-bed1-185ae5f80ac5']",0,,,,,,,,,,,,,,,,,,Udinese,230,00:01:00.250,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a268b8e-2661-48bd-b55c-f08564d03f22,1843,,,"[106.2, 65.7]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Cyril Théréau,8272.0,Left Center Forward,100,Udinese,230,['cbc725f2-8327-48fa-aa69-e79e64716f7c'],9,,,,,,,,,,,,,,,,,,Udinese,230,00:01:09.664,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9bb3e8cb-169f-42f0-9cec-b2bf2d2b10d1,1845,,,"[103.8, 77.1]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ryder Matos Santos,7696.0,Right Center Forward,100,Udinese,230,['c505d9b0-b654-415b-bd56-e6c35cdc2b2e'],10,,,,,,,,,,,,,,,,,,Udinese,230,00:01:10.621,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd93e6bb-8d48-45e8-8912-beda643d531c,1848,,,"[98.3, 76.8]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Edenílson Andrade dos Santos,25116.0,Right Wing Back,100,Udinese,230,['0483506c-96eb-49f5-852d-42f2a7aa3dff'],13,,,,,,,,,,,,,,,,,,Udinese,230,00:01:13.052,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,65237cff-06e9-4484-83b6-ca83fb2f309c,1850,,,"[104.3, 69.7]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Cyril Théréau,8272.0,Left Center Forward,100,Udinese,230,['5649ce67-06ea-4ab9-a0cc-1cdbe44d193f'],13,,,,,,,,,,,,,,,,,,Udinese,230,00:01:13.209,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,acbc619c-c524-4681-bb0d-cc1d39247376,1857,,,"[92.9, 63.5]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Francesco Lodi,40367.0,Center Defensive Midfield,101,Udinese,230,['77a86089-7a29-4a30-9505-d8ff5ef2386a'],24,,,,,,,,,,,,,,,,,,Udinese,230,00:01:24.396,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,caf2348f-23a7-4a7f-ae62-b51876634954,1861,,,"[102.2, 62.9]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Edenílson Andrade dos Santos,25116.0,Right Wing Back,101,Udinese,230,"['7572cf73-6171-433c-9b19-25af7afc56e8', 'e84070ec-5366-4adc-adcc-2a2b38f4cd49']",25,,,,,,,,,,,,,,,,,,Udinese,230,00:01:25.563,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,14b95318-77aa-468b-b2ca-97f7291be05c,1863,,,"[106.7, 37.6]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Cyril Théréau,8272.0,Left Center Forward,101,Udinese,230,['f4867848-28b8-479c-a258-cc2fa2d1a840'],26,,,,,,,,,,,,,,,,,,Udinese,230,00:01:26.655,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,eee16aa8-6d74-4d23-92c2-e8767d5eb736,1867,,,"[99.1, 62.1]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ryder Matos Santos,7696.0,Right Center Forward,101,Udinese,230,['dadfb47a-934f-4505-a885-97e3c9c5f05d'],30,,,,,,,,,,,,,,,,,,Udinese,230,00:01:30.882,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9fe48a35-6a25-4874-bbd3-a614c8ded7d0,1870,,,"[33.6, 8.7]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,M''Baye Babacar Niang,5661.0,Left Midfield,102,AC Milan,243,"['7da69978-8a90-4b07-8029-4ce4289da6f5', 'ef742074-b353-450d-9701-49e1e35e3ba3']",32,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:32.383,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,96b1f5ae-011d-499d-b8bc-fb110eb691e3,1874,,,"[35.2, 14.9]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrea Bertolacci,7147.0,Left Defensive Midfield,102,AC Milan,243,"['37a99fdb-bc55-457e-81b4-86c034b37e21', 'ef38517c-6c53-400b-9359-e11db6e7c26e']",34,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:34.267,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3f88bde-02ee-400c-a499-149ee6eb47e9,1877,,,"[38.8, 20.6]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Riccardo Montolivo,7166.0,Right Defensive Midfield,102,AC Milan,243,['731ecfee-f1da-4061-aacb-7a29861be55b'],38,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:38.480,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7f45b2d-fe20-47d6-8ac4-a95ae6bda158,1881,,,"[45.9, 67.4]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ignazio Abate,7463.0,Right Back,102,AC Milan,243,['83bec1b9-d5c7-42a7-8a75-f30c633c8f98'],41,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:41.604,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,16a4e760-ab28-480c-9eca-e7364a051af5,1885,,,"[64.3, 54.4]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mario Barwuah Balotelli,3371.0,Right Center Forward,102,AC Milan,243,['65910a94-c246-41c1-9c3c-1e0df722f926'],45,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:45.030,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,c26d40f1-1570-4465-b30b-4a96e11f3800,1892,,,"[90.8, 60.5]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keisuke Honda,5683.0,Right Midfield,102,AC Milan,243,['6cbd7d8c-4a78-4c91-906b-b8831077467c'],49,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:49.509,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,cef503ed-6fc6-4d64-ad32-88d30d5de655,1894,,,"[22.7, 23.8]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Danilo Larangeira,7799.0,Center Back,103,Udinese,230,['ec9e4806-a84f-4c72-add8-1662d6417c9b'],50,,,,,,,,,,,,,,,,,,Udinese,230,00:01:50.359,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c14cc983-ed3e-4d3f-a820-51b91c21151a,1897,,,"[48.2, 30.9]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Cyril Théréau,8272.0,Left Center Forward,103,Udinese,230,['8a2eca16-339d-40e9-915a-31113c7895e8'],55,,,,,,,,,,,,,,,,,,Udinese,230,00:01:55.408,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,3fa07f68-a9ce-4617-b65a-1c2bc752bff5,1899,,,"[61.5, 45.8]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ryder Matos Santos,7696.0,Right Center Forward,103,Udinese,230,['f4d58e7f-788c-411d-81bc-f8663de9f1ca'],57,,,,,,,,,,,,,,,,,,Udinese,230,00:01:57.886,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,a01dc0b3-5f68-4842-8016-8fabbba56205,1904,,,"[55.1, 38.3]",3879734,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alessio Romagnoli,7458.0,Left Center Back,103,Udinese,230,['765fe0b0-f8f5-4d5e-a5da-e7272ba32ab5'],58,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:58.912,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,051cd427-ab43-4aa6-be36-aa59e798b536,1910,,,"[99.2, 41.4]",3879734,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Cyril Théréau,8272.0,Left Center Forward,103,Udinese,230,"['6284eac8-8104-4926-88c9-1bc04ca45a1f', '8190da1c-0e10-4afa-a966-d801b182a9b0']",7,,,,,,,,,,,,,,,,,,Udinese,230,00:02:07.675,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e64dbe3a-f312-4b2d-8b68-eaf4178e8106,1922,,,"[108.1, 40.0]",3879734,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francesco Lodi,40367.0,Center Defensive Midfield,103,Udinese,230,"['0c15d927-b6b6-440c-aecf-8b9ef23d13b7', 'd32ab5fa-ac04-48cd-a429-e3ea895df73f']",12,,,,,,,,,,,,,,,,,,Udinese,230,00:02:12.324,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a5abd58-816a-4295-a106-162873e79f9b,1928,,,"[46.1, 39.3]",3879734,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Riccardo Montolivo,7166.0,Right Defensive Midfield,104,AC Milan,243,['339026a3-c901-4ed8-8a70-e09d187af731'],17,,,,,,,,,,,,,,,,,,AC Milan,243,00:02:17.392,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0217eeff-8388-4728-a964-d2c9b43eca22,1931,,,"[78.8, 17.7]",3879734,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Carlos Arturo Bacca Ahumada,5688.0,Left Center Forward,104,AC Milan,243,['f45b294c-f87f-4749-9058-6669c4c10f38'],20,,,,,,,,,,,,,,,,,,AC Milan,243,00:02:20.898,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,239ee532-8627-440f-b7ad-c1d72de2f08b,1934,,,"[107.6, 29.1]",3879734,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,M''Baye Babacar Niang,5661.0,Left Midfield,104,AC Milan,243,['c670718d-65d1-4214-ae18-ad73f6dd25fa'],24,,,,,,,,,,,,,,,,,,AC Milan,243,00:02:24.359,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,008bbabc-4524-428b-8ddc-b5d7e25e913c,1938,,,"[56.3, 40.8]",3879734,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Ryder Matos Santos,7696.0,Right Center Forward,105,Udinese,230,['f96902d0-fb21-421c-9351-d5fce06601f8'],23,,,,,,,,,,,,,,,,,,Udinese,230,00:03:23.030,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,55fdb990-ae75-4872-a289-67c33e8ecc59,1940,,,"[46.1, 44.6]",3879734,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Francesco Lodi,40367.0,Center Defensive Midfield,105,Udinese,230,['80701bfc-870d-48e9-af1a-eca54407910d'],24,,,,,,,,,,,,,,,,,,Udinese,230,00:03:24.272,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6baa7980-a04e-4d09-bee7-1bff15152d35,1942,,,"[42.0, 62.4]",3879734,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Molla Wagué,3577.0,Right Center Back,105,Udinese,230,['ad9ee8e7-e785-4b2a-8ca3-fe7deb184a96'],25,,,,,,,,,,,,,,,,,,Udinese,230,00:03:25.773,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,1156699e-82f9-42ee-b664-b0e893ec3c11,1949,,,"[84.9, 64.3]",3879734,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Ryder Matos Santos,7696.0,Right Center Forward,105,Udinese,230,['7473f79f-a56b-429e-bbbe-65a76a509cc4'],30,,,,,,,,,,,,,,,,,,Udinese,230,00:03:30.228,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5cd8439-5838-48c2-9e8f-5d1100a32469,1952,,,"[56.8, 15.4]",3879734,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,M''Baye Babacar Niang,5661.0,Left Midfield,106,AC Milan,243,['e3eedade-7bf6-4d4d-aace-a81aa6bb7573'],32,,,,,,,,,,,,,,,,,,AC Milan,243,00:03:32.233,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a35a1269-b9b3-4782-bb9b-d897ad6b2dab,1955,,,"[47.1, 32.4]",3879734,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Riccardo Montolivo,7166.0,Right Defensive Midfield,106,AC Milan,243,['23b0ab37-598d-4819-b16d-6bda67dd173d'],33,,,,,,,,,,,,,,,,,,AC Milan,243,00:03:33.857,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,f1c8e98a-1c0b-4aeb-bfd6-a38a1cf471dc,1960,,,"[74.5, 37.9]",3879734,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mario Barwuah Balotelli,3371.0,Right Center Forward,106,AC Milan,243,['ea6d8f23-bb37-4da4-a669-151954260ec9'],36,,,,,,,,,,,,,,,,,,AC Milan,243,00:03:36.440,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e487c8d-5ef0-4734-a4c4-bbc6939a312c,1964,,,"[57.7, 73.0]",3879734,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,107,Udinese,230,['06487fa1-d97d-4645-bcbb-16775b796528'],41,,,,,,,,,,,,,,,,,,Udinese,230,00:03:41.627,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b59b9f4-199f-4a0c-be32-ce076e2eca75,1967,,,"[62.6, 71.3]",3879734,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Danilo Larangeira,7799.0,Center Back,107,Udinese,230,['771f7c79-d0b8-4f13-b52c-c60355ddf6c6'],45,,,,,,,,,,,,,,,,,,Udinese,230,00:03:45.465,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfb1cc65-fefb-4aff-a7b8-b069388283c5,1970,,,"[61.7, 76.1]",3879734,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,107,Udinese,230,['2293768a-be98-4b07-b913-b16b1c48fe10'],47,,,,,,,,,,,,,,,,,,Udinese,230,00:03:47.359,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7055b673-3943-4e95-be5d-15ba91ccb983,1973,,,"[44.6, 31.9]",3879734,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,107,Udinese,230,['b9f82a43-3a6d-4a8a-81c8-c1ee41993302'],50,,,,,,,,,,,,,,,,,,Udinese,230,00:03:50.806,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,df42604f-7577-4826-97f2-58196c314283,1977,,,"[52.5, 3.9]",3879734,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pablo Estífer Armero,29312.0,Left Wing Back,107,Udinese,230,['7ab3a306-d5fe-49d2-9b36-10e7fa611f2e'],54,,,,,,,,,,,,,,,,,,Udinese,230,00:03:54.495,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,830fb473-0f51-4009-b156-23d660c095ab,1985,,,"[76.8, 51.5]",3879734,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Riccardo Montolivo,7166.0,Right Defensive Midfield,108,AC Milan,243,['9598ede0-7f27-4aad-ae52-0108a0fc2978'],3,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:03.458,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,33a56d8d-25ec-4493-8435-9d0986ee709b,1988,,,"[81.4, 36.7]",3879734,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrea Bertolacci,7147.0,Left Defensive Midfield,108,AC Milan,243,['4203f574-5870-4006-a41c-6fb90b5912e8'],5,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:05.064,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4947422-df88-4c20-ae40-d5de91fde880,1991,,,"[84.9, 18.9]",3879734,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,M''Baye Babacar Niang,5661.0,Left Midfield,108,AC Milan,243,['c54a2a0a-607d-4e2e-a54a-dc51a55be99e'],7,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:07.615,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f12f579-dbb7-4c19-8bb4-c97e696f1aba,1994,,,"[80.2, 43.5]",3879734,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Riccardo Montolivo,7166.0,Right Defensive Midfield,108,AC Milan,243,['72c0c65a-abac-4302-bcd8-d7921556f4f7'],12,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:12.204,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,335a87b7-546b-4c06-9554-3de9ad84a8e1,1997,,,"[97.7, 61.9]",3879734,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keisuke Honda,5683.0,Right Midfield,108,AC Milan,243,['9689a40f-51c1-49ee-9c4a-48968a7d7e60'],14,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:14.720,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,d40f3997-f53c-4855-b28c-57fed5bcec28,2001,,,"[114.4, 35.2]",3879734,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mario Barwuah Balotelli,3371.0,Right Center Forward,108,AC Milan,243,['45edda7b-8604-45f6-bf22-dd9aaa8909dc'],19,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:19.898,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,913fb1f2-0953-400a-a6d4-c5709a686808,2005,,,"[24.1, 49.1]",3879734,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francesco Lodi,40367.0,Center Defensive Midfield,108,AC Milan,243,['2c94df50-956a-4681-a6f5-b54682db7ee9'],23,,,,,,,,,,,,,,,,,,Udinese,230,00:04:23.972,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfe26e1a-8f0a-42db-9f29-3900162dc047,2010,,,"[98.6, 9.4]",3879734,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Riccardo Montolivo,7166.0,Right Defensive Midfield,108,AC Milan,243,['db254d73-5b33-4109-9263-4eeabe4206e4'],28,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:28.756,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2b806b0-59fe-46a4-ba88-db9b26a234e4,2013,,,"[92.9, 8.7]",3879734,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,M''Baye Babacar Niang,5661.0,Left Midfield,108,AC Milan,243,['c1399f92-ddc6-47c1-907e-6681085532ac'],29,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:29.441,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1ae4964-ceac-4f7e-8ca2-37bce2fe1ca0,2016,,,"[91.7, 4.2]",3879734,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Riccardo Montolivo,7166.0,Right Defensive Midfield,108,AC Milan,243,['66370b48-749e-48a2-aa6c-fa22bd3f92fe'],33,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:33.089,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,620525cd-cea1-4cf8-bc0d-c6b851d5de70,2019,,,"[105.0, 4.7]",3879734,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,M''Baye Babacar Niang,5661.0,Left Midfield,108,AC Milan,243,['5459cb1a-ebb7-491d-937c-b45ba007fc33'],35,,,,,,,,,,,,,,,,,,AC Milan,243,00:04:35.411,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,e90ca2b6-b1cc-4123-a330-49ba6d41f962,2024,,,"[116.1, 33.1]",3879734,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Luca Antonelli,8874.0,Left Back,109,AC Milan,243,['2bfd7474-6bec-4cf6-bcbb-459bb2eb583d'],5,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:05.143,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,619601e8-b059-4707-8669-447a55d0bae5,2031,,,"[43.0, 28.9]",3879734,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Ignazio Abate,7463.0,Right Back,109,AC Milan,243,['378205a1-940b-4421-9821-18677bf2879d'],13,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:13.783,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,278bd184-7b96-4f2c-95d4-4ad8d4a4d95a,2034,,,"[54.9, 39.7]",3879734,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Andrea Bertolacci,7147.0,Left Defensive Midfield,109,AC Milan,243,['f05b9e3e-4ddf-4bb5-aa43-620cb43930da'],19,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:19.017,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,70367156-aa9a-4f3e-84e3-b68e7a891f9a,2037,,,"[62.0, 59.4]",3879734,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Ignazio Abate,7463.0,Right Back,109,AC Milan,243,['009c06c4-c370-46cf-bf9b-f99ed95b32ca'],22,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:22.087,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,54016ecf-c24c-43cc-9361-52519295e611,2040,,,"[69.7, 73.8]",3879734,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Carlos Arturo Bacca Ahumada,5688.0,Left Center Forward,109,AC Milan,243,['3853a0db-4613-4af6-bb4d-2fec22750854'],24,,,,,,,,,,,,,,,,,,AC Milan,243,00:05:24.322,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,80fe7484-ae8a-4c5b-9929-4d3869a5a5c1,2048,,,"[89.4, 69.7]",3879734,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,M''Baye Babacar Niang,5661.0,Left Midfield,110,AC Milan,243,['001fee4f-5ebc-432a-a187-ba6d1b97d06d'],37,,,,,,,,,,,,,,,,,,AC Milan,243,00:06:37.272,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0418945-0446-4c8c-afd0-df9267a57486,2051,,,"[73.6, 58.4]",3879734,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Riccardo Montolivo,7166.0,Right Defensive Midfield,110,AC Milan,243,['bcf5a494-75c5-4f01-991d-2060ec4b8751'],39,,,,,,,,,,,,,,,,,,AC Milan,243,00:06:39.510,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,92aa3295-0c9d-4e91-b291-d5e09770c919,2055,,,"[105.3, 23.2]",3879734,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Alessio Romagnoli,7458.0,Left Center Back,110,AC Milan,243,['53476528-c3f1-4fde-bdf5-b4a9c05dee50'],43,,,,,,,,,,,,,,,,,,AC Milan,243,00:06:43.997,Ball Receipt*,
