50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.479113,,,,,,,,,,7b0cb2b7-7eaf-47fc-8784-0cc0e3c85267,47,,"[59.2, 76.5]",3879690,0,,,,,-2.5936658,,Right Foot,,"[39.7, 64.6]",,Ground Pass,,22.844255,,,Nenad Tomović,7056.0,,,,,,,1,Regular Play,Facundo Sebastián Roncaglia,6830.0,Right Center Back,3,Fiorentina,239,"['32c5788b-cf2f-4ec9-9938-4021ea20072a', '6b873414-a88f-440f-bf20-b74d925f0ff4']",34,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:34.355,Pass,True
,,,,,,,,,,,,,,,,1.050342,,,,,,,,,,5ed32e8a-6d3e-4ba9-9a26-3bce967ee9c0,50,,"[39.2, 60.2]",3879690,0,,,,,-0.92092586,,Right Foot,,"[50.6, 45.2]",,Ground Pass,,18.840382,,,Mario Suárez Mata,23488.0,,,,,,,1,Regular Play,Nenad Tomović,7056.0,Center Back,3,Fiorentina,239,['fc85f9d9-1f8e-4bb1-852d-19cbd27fcf1f'],38,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:38.789,Pass,
,,,,,,,,,,,,,,,,1.060316,,,,,,,,,,80abfa7b-f0a2-42d9-a159-ac71d06515db,53,,"[50.6, 45.2]",3879690,0,,,,,2.5686264,,Right Foot,,"[35.1, 55.2]",,Ground Pass,,18.445868,,,Nenad Tomović,7056.0,,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,3,Fiorentina,239,['ec5ec8a6-4ab7-4788-a71a-abf8242ef826'],40,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:40.297,Pass,
,,,,,,,,,,,,,,,,1.043892,,,,,,,,,,b855fe49-1ee8-4527-ae69-64684f57b4d1,56,,"[40.1, 55.4]",3879690,0,,,,,-0.5469167,,Right Foot,,"[64.9, 40.3]",,Ground Pass,,29.035324,,,Borja Valero Iglesias,6997.0,,,,,,,1,Regular Play,Nenad Tomović,7056.0,Center Back,3,Fiorentina,239,['1a6c458b-d09b-4ede-9e87-f17a4ec60599'],43,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:43.528,Pass,
,,,,,,,,,,,,,,,,1.306094,,,,,,,,,,229a462f-e65a-480b-869d-94ce786fd2e3,59,,"[66.3, 38.3]",3879690,0,,,,,-0.7611605,,Right Foot,,"[83.2, 22.2]",,Ground Pass,,23.34138,Incomplete,,Nikola Kalinić,7033.0,,,,,,,1,Regular Play,Borja Valero Iglesias,6997.0,Left Attacking Midfield,3,Fiorentina,239,"['8020b05b-e36f-40a3-84ae-76f43a2fbcf2', '9d3d2471-fb29-422d-a220-d200e8c0b330']",45,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:45.378,Pass,
,,,,,,,,,,,,,,,,2.644724,,,,,,,,,,8020b05b-e36f-40a3-84ae-76f43a2fbcf2,61,,"[36.9, 57.9]",3879690,0,,,,,-2.5959375,,Right Foot,,"[8.9, 40.9]",,Ground Pass,,32.75668,,,Gianluigi Donnarumma,7036.0,,,,,,Recovery,1,Regular Play,Ignazio Abate,7463.0,Right Back,3,Fiorentina,239,"['229a462f-e65a-480b-869d-94ce786fd2e3', '8feb79a3-8165-407f-ad2a-04b8f3484c42']",46,,,,,,,,,,,,,,,,,AC Milan,243,00:00:46.684,Pass,
,,,,,,,,,,,,,,,,5.193078,,,,,,,,,,db334a1a-8640-4b12-ae8a-b23bcb0351b9,63,,"[7.5, 41.2]",3879690,0,,,,,-0.36887532,,Right Foot,,"[62.6, 19.9]",,High Pass,,59.073685,Pass Offside,,Giacomo Bonaventura,7026.0,,,,,,,1,Regular Play,Gianluigi Donnarumma,7036.0,Goalkeeper,3,Fiorentina,239,['5a29ea7b-7655-400f-9772-3920f36b83ff'],49,,,,,,,,,,,,,,,,,AC Milan,243,00:00:49.329,Pass,
,,,,,,,,,,,,,,,,2.08308,,,,,,,,,,d0b797dc-84a7-4c58-af3b-fa8876149687,65,,"[57.0, 59.2]",3879690,1,,,,,-0.5404195,,Right Foot,,"[75.5, 48.1]",,Ground Pass,,21.574522,Incomplete,,Borja Valero Iglesias,6997.0,,,,,,Free Kick,1,From Free Kick,Matías Vecino Falero,5255.0,Right Defensive Midfield,4,Fiorentina,239,"['3346b3a5-c8ad-456b-afeb-99ba510b66f9', '5bc2e551-9dda-41f0-bf71-14e88bf2a361']",3,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:03.276,Pass,
,,,,,,,,,,,,,,,,0.811249,,,,,,,,,,4b4cab0c-bbe0-41e7-8500-3721c215411e,68,,"[64.4, 43.5]",3879690,1,,,,,2.0852478,,Right Foot,,"[59.2, 52.7]",,Ground Pass,,10.567876,,,Matías Vecino Falero,5255.0,,,,,,Recovery,1,From Free Kick,Mario Suárez Mata,23488.0,Left Defensive Midfield,4,Fiorentina,239,['d6381a72-5772-44ee-8676-165a68fd1d3d'],6,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:06.858,Pass,
,,,,,,,,,,,,,,,,1.212655,,,,,,,,,,03e9d436-3319-40d5-9789-cb0b11b9cdd4,71,,"[59.2, 55.4]",3879690,1,,,,,1.2420529,,Right Foot,,"[66.5, 76.8]",,Ground Pass,,22.610838,,,Federico Bernardeschi,7777.0,,,,,,,1,From Free Kick,Matías Vecino Falero,5255.0,Right Defensive Midfield,4,Fiorentina,239,['a9a09041-ea6a-4281-b1a3-6b5edb1603da'],8,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:08.511,Pass,
,,,,,,,,,,,,,,,,0.898985,,,,,,,,,,4f4712d5-e4e6-48ef-a6bb-d5b80fa27db3,75,,"[56.7, 74.3]",3879690,1,,,,,-1.0876707,,Left Foot,,"[63.1, 62.1]",,Ground Pass,,13.776793,,,Matías Vecino Falero,5255.0,,,,,,,1,From Free Kick,Federico Bernardeschi,7777.0,Right Wing Back,4,Fiorentina,239,"['2ac8d735-7341-49fa-b7bb-45f3df5bc178', '764c03ee-1ae0-4aca-bd41-4327d5602418']",13,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:13.565,Pass,True
,,,,,,,,,,,,,,,,2.525447,,,,,,,,,,21b0e52d-ab5d-4525-bd1b-c715a9b72490,78,,"[67.0, 42.0]",3879690,1,,,,,-1.5158688,,Right Foot,,"[68.6, 12.9]",,Ground Pass,,29.143953,,,Marcos Alonso Mendoza,3964.0,,,,,,,1,From Free Kick,Matías Vecino Falero,5255.0,Right Defensive Midfield,4,Fiorentina,239,['29971fcd-3a44-481c-99b8-d86e810dfc03'],18,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:18.118,Pass,
,,,,,,,,,,,,,,,,1.997875,,,,,,,,,,9de43821-5d2f-44d0-8359-b07ffd32dfc9,81,,"[70.1, 10.4]",3879690,1,,,,,2.7896888,,Left Foot,,"[57.3, 15.1]",,Ground Pass,,13.635615,,,Davide Astori,8275.0,,,,,,,1,From Free Kick,Marcos Alonso Mendoza,3964.0,Left Wing Back,4,Fiorentina,239,['d824126a-10f7-45bc-9533-768962df9da3'],20,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:20.724,Pass,
,,,,,,,,,,,,,,,,1.250465,,,,,,,,,,17166afa-89e1-4d2b-8563-b14535799ee9,85,,"[53.4, 17.0]",3879690,1,,,,,2.30942,,Left Foot,,"[42.2, 29.3]",,Ground Pass,,16.635204,,,Nenad Tomović,7056.0,,,,,,,1,From Free Kick,Davide Astori,8275.0,Left Center Back,4,Fiorentina,239,['4816751b-d9c8-42e7-94c9-b8a925b5f22d'],23,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:23.337,Pass,
,,,,,,,,,,,,,,,,1.31616,,,,,,,,,,9b87db3e-917e-429a-abf4-98a24c86fc2d,88,,"[42.0, 32.6]",3879690,1,,,,,1.502355,,Right Foot,,"[43.7, 57.4]",,Ground Pass,,24.858198,,,Facundo Sebastián Roncaglia,6830.0,,,,,,,1,From Free Kick,Nenad Tomović,7056.0,Center Back,4,Fiorentina,239,['0dd5ab66-9546-443c-9ee3-5f25c112c3a8'],26,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:26.591,Pass,
,,,,,,,,,,,,,,,,1.086834,,,,,,,,,,9449555d-de15-47b8-b5bf-a30f3571e1bc,91,,"[43.4, 58.2]",3879690,1,,,,,-2.424789,,Right Foot,,"[36.4, 52.1]",,Ground Pass,,9.284934,,,Nenad Tomović,7056.0,,,,,,,1,From Free Kick,Facundo Sebastián Roncaglia,6830.0,Right Center Back,4,Fiorentina,239,['48a13663-ce85-4f7d-aa05-db3fe62062aa'],30,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:30.425,Pass,
,,,,,,,,,,,,,,,,1.23511,,,,,,,,,,a5ea3b5e-38aa-4416-90af-bbd94522dda2,95,,"[39.5, 54.8]",3879690,1,,,,,-0.21998388,,Right Foot,,"[71.7, 47.6]",,High Pass,,32.99515,Incomplete,,Nikola Kalinić,7033.0,,,,,,,1,From Free Kick,Nenad Tomović,7056.0,Center Back,4,Fiorentina,239,"['066b2e7d-8f72-4335-b1d1-b067c1498913', '888de069-5f15-46f7-940e-e585db651428']",33,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:33.417,Pass,
,,,,,,,,,,,,,,,,2.349658,,,,,,,,,,681853ac-7560-484f-8755-5a1be9071432,99,,"[52.5, 37.0]",3879690,1,,,,,0.32057822,,Right Foot,,"[78.1, 45.5]",,High Pass,,26.974247,Incomplete,,Keisuke Honda,5683.0,,,,,,Recovery,1,From Free Kick,Riccardo Montolivo,7166.0,Right Defensive Midfield,4,Fiorentina,239,"['0b55f193-b2dc-49a8-891c-3fe16de6dcf2', '34d030c1-0b21-4c1e-aacd-5cab59a779a5', '3c2d5d2f-ee55-45d2-bca6-7ee7e43e2c66']",35,,,,,,,,,,,,,,,,,AC Milan,243,00:01:35.770,Pass,True
,,,,,,,,,,,,,,,,2.48695,,,,,,,,,,0b55f193-b2dc-49a8-891c-3fe16de6dcf2,101,,"[42.0, 34.6]",3879690,1,,,,,0.074528374,,Right Foot,,"[79.5, 37.4]",,High Pass,,37.60439,,,Nikola Kalinić,7033.0,,,,,,Recovery,1,From Free Kick,Davide Astori,8275.0,Left Center Back,4,Fiorentina,239,"['681853ac-7560-484f-8755-5a1be9071432', '83d7bdde-4a4b-405f-8a82-70b68bbbb760']",38,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:38.119,Pass,
,,,,,,,,,,,,,,,,1.743654,,,,,,,,,,aaf98f00-671f-430a-92df-f0e85ef9de9d,103,,"[78.9, 35.7]",3879690,1,,,,,-2.024875,,Head,,"[74.8, 27.3]",,High Pass,,9.347192,,,Josip Iličić,7139.0,,,,,,,1,From Free Kick,Nikola Kalinić,7033.0,Center Forward,4,Fiorentina,239,['e393a1f4-a0ac-4f96-b3e2-2bd4c6808b92'],40,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:40.606,Pass,
,,,,,,,,,,,,,,,,1.512448,,,,,,,,,,a45a0452-eda0-496a-b5ad-5f00b04f6413,106,,"[91.2, 17.0]",3879690,1,,,,,1.4637688,,Left Foot,,"[92.5, 29.1]",,Ground Pass,,12.169634,,,Borja Valero Iglesias,6997.0,,,,,,,1,From Free Kick,Josip Iličić,7139.0,Right Attacking Midfield,4,Fiorentina,239,['df36dfb5-f439-4dbf-9e78-2a7a924440da'],45,,,,,,,,,,,,,,,,,Fiorentina,239,00:01:45.754,Pass,
,,,,,,,,,,,,,,,,1.95679,,,,,,,,,,64ea5a47-dccb-4376-8fb2-86089529b7be,115,,"[27.6, 26.4]",3879690,1,,,,,-1.7240565,,Left Foot,,"[25.7, 14.1]",,Ground Pass,,12.445883,,,Luca Antonelli,8874.0,,,,,,,1,Regular Play,Giacomo Bonaventura,7026.0,Left Midfield,5,AC Milan,243,['038bc20c-930d-4f0a-8d06-fd20b4bbc49d'],52,,,,,,,,,,,,,,,,,AC Milan,243,00:01:52.198,Pass,
,,,,,,,,,,,,,,,,1.263211,,,,,,,,,,aeab9f82-ffc8-4387-8afb-d6a47e88bee4,118,,"[36.2, 5.8]",3879690,1,,,,,0.9434881,,Left Foot,,"[42.0, 13.8]",,Ground Pass,,9.881295,,,Giacomo Bonaventura,7026.0,,,,,,,1,Regular Play,Luca Antonelli,8874.0,Left Back,5,AC Milan,243,['0c9e3b78-65ae-4a35-841f-2bcf1b7984f2'],56,,,,,,,,,,,,,,,,,AC Milan,243,00:01:56.539,Pass,
,,,,,,,,,,,,,,,,0.867176,,,,,,,,,,71a57ac1-cce6-4e03-98f5-a5dfe663712f,122,,"[53.2, 10.2]",3879690,1,,,,,-0.43779132,,Left Foot,,"[67.3, 3.6]",,Ground Pass,,15.568237,,,M''Baye Babacar Niang,5661.0,,,,,,,1,Regular Play,Giacomo Bonaventura,7026.0,Left Midfield,5,AC Milan,243,"['d11f067a-92bb-4a22-ad9b-12b0aa6de0e6', 'ef413055-0c27-4f8f-aad5-8f48b9f813f1']",59,,,,,,,,,,,,,,,,,AC Milan,243,00:01:59.613,Pass,True
,,,,,,,,,,,,,,,,0.463189,,,,,,,,,,838ecadd-f4aa-4d17-9c7e-3a82959a060d,126,,"[67.5, 3.6]",3879690,2,,,,,1.1801893,,Right Foot,,"[68.9, 7.0]",,Ground Pass,,3.6769552,,,Giacomo Bonaventura,7026.0,,,,,,,1,Regular Play,M''Baye Babacar Niang,5661.0,Right Center Forward,5,AC Milan,243,"['2f0e54c9-3c97-4f40-8df1-85f42b73af8e', 'e5955698-5359-4548-ba1f-fb8d20162b36']",0,,,,,,,,,,,,,,,,,AC Milan,243,00:02:00.677,Pass,True
