50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.575584,,,,,,,,,,,,,,,cedad215-2a08-4d06-88e3-f3684f3df40b,16,,"[50.9, 45.3]",3879699,0,,,,,-0.5910329,,Right Foot,,,,"[58.5, 40.2]",,Ground Pass,,9.1525955,,,,,Lorenzo Insigne,7037.0,,,,,,,1,Regular Play,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,3,Napoli,227,['b12f2d41-d3e2-4b64-bc63-2aaa0d5996fd'],8,,,,,,,,,,,,,,,,,Napoli,227,00:00:08.547,Pass,
,,,,,,,,,,,,,,,,,0.728779,,,,,,,,,,,,,,,236e8647-68a8-4a48-8b4d-20462e0fa72a,22,,"[44.4, 41.3]",3879699,0,,,,,0.55616623,,Left Foot,,,,"[48.1, 43.6]",,Ground Pass,,4.356604,,,,,Édgar Osvaldo Barreto Cáceres,7009.0,,,,,,Recovery,1,Regular Play,Niklas Moisander,9884.0,Right Center Back,4,Sampdoria,234,['d6bb64be-d1fe-4134-bcc5-da3adf28f778'],11,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:11.552,Pass,
,,,,,,,,,,,,,,,,,0.469044,,,,,,,,,,,,,,,0d8a5817-ee1c-4036-be1d-034dac544e4f,25,,"[48.1, 43.6]",3879699,0,,,,,-1.4550371,,Right Foot,,,,"[49.1, 35.0]",,Ground Pass,,8.657945,,,,,Fernando Lucas Martins,16586.0,,,,,,,1,Regular Play,Édgar Osvaldo Barreto Cáceres,7009.0,Right Defensive Midfield,4,Sampdoria,234,['b8bc2d3b-1ee4-4e92-98ee-626fade02769'],12,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:12.831,Pass,
,,,,,,,,,,,,,,,,,2.339158,,,,,,,,,,,,,,,a9809342-6670-479e-a50e-33c7da2d8889,29,,"[49.7, 33.4]",3879699,0,,,,,1.693593,,Right Foot,,,,"[45.8, 65.0]",,High Pass,,31.839754,,,,,Mattia Cassani,387417.0,,,,,,,1,Regular Play,Fernando Lucas Martins,16586.0,Left Defensive Midfield,4,Sampdoria,234,['56856948-4cdc-43ce-a9f7-0ab966acff2f'],14,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:14.057,Pass,
,,,,,,,,,,,,,,,,,2.929388,,,,,,,,,,,,,,,ab62eb3b-47a0-4147-a62e-36406ef49c1a,32,,"[57.6, 73.8]",3879699,0,,,,,-0.9118673,,Right Foot,,,,"[95.7, 24.6]",,High Pass,,62.227406,,,Incomplete,,Antonio Cassano,19850.0,,,True,,,,1,Regular Play,Mattia Cassani,387417.0,Right Back,4,Sampdoria,234,"['35937698-ca44-47b9-a67b-22cd670b6aaf', 'cad4ff8a-0390-4800-acb2-b8d11604b053']",18,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:18.726,Pass,
,,,,,,,,,,,,,,,,,0.730004,,,,,,,,,,,,,,,35cc3cad-f72b-4268-8f50-65c02220b1a7,43,,"[79.4, 4.9]",3879699,0,,,,,2.0630076,,Left Foot,,,,"[75.7, 11.8]",,Ground Pass,,7.8294315,,,,,Fernando Lucas Martins,16586.0,,,,,,,1,Regular Play,Vasco Regini,7012.0,Left Back,4,Sampdoria,234,['6b7903d6-43fb-4964-8714-11571fec1472'],29,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:29.534,Pass,
,,,,,,,,,,,,,,,,,1.229447,,,,,,,,,,,,,,,c958deda-376e-4598-9e67-a972a1e94d9f,46,,"[73.4, 13.0]",3879699,0,,,,,1.608162,,Right Foot,,,,"[73.0, 23.7]",,Ground Pass,,10.707474,,,,,Édgar Osvaldo Barreto Cáceres,7009.0,,,,,,,1,Regular Play,Fernando Lucas Martins,16586.0,Left Defensive Midfield,4,Sampdoria,234,['9a1d3c62-eba6-4a43-911f-1e5985dc3d90'],31,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:31.237,Pass,
,,,,,,,,,,,,,,,,,0.729587,,,,,,,,,,,,,,,dea4ec3d-b9a3-4fd3-ba45-f3312d48bbb8,49,,"[73.0, 23.7]",3879699,0,,,,,-2.1634936,,Right Foot,,,,"[66.4, 13.9]",,Ground Pass,,11.815245,,,,,Fernando Lucas Martins,16586.0,,,,,,,1,Regular Play,Édgar Osvaldo Barreto Cáceres,7009.0,Right Defensive Midfield,4,Sampdoria,234,['f3e93ce0-6132-4e85-8289-487e1a63e53d'],33,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:33.078,Pass,
,,,,,,,,,,,,,,,,,2.379145,,,,,,,,,,,,,,,70d7935a-9a65-4ce8-8c42-28e2690b990f,52,,"[64.2, 14.4]",3879699,0,,,,,-2.7822876,,Right Foot,,,,"[43.7, 6.7]",,Ground Pass,,21.898401,,,,,Ervin Zukanović,7137.0,,,,,,,1,Regular Play,Fernando Lucas Martins,16586.0,Left Defensive Midfield,4,Sampdoria,234,['6f7acd84-58e9-48ba-92a1-ae9d1ed062bb'],34,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:34.858,Pass,
,,,,,,,,,,,,,,,,,1.477029,,,,,,,,,,,,,,,b763a32d-c8e4-4217-b47e-dc2bf90fda36,55,,"[57.4, 5.4]",3879699,0,,,,,0.34484312,,Left Foot,,,,"[92.2, 17.9]",,High Pass,,36.976883,,,Pass Offside,,Eder Citadin Martins,7000.0,,,,Through Ball,True,,1,Regular Play,Ervin Zukanović,7137.0,Left Center Back,4,Sampdoria,234,['365c5e6a-efc7-44a5-8aa4-d1aeae62465f'],39,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:39.492,Pass,
,,,,,,,,,,,,,,,,,3.661178,,,,,,,,,,,,,,,1fb474b9-31aa-4159-9404-cd4fd3a4b56a,57,,"[26.5, 60.8]",3879699,0,,True,,,-1.0175456,,Right Foot,,,,"[56.7, 11.9]",,Low Pass,,57.473907,,,,,Marek Hamšík,7025.0,,,True,,,Free Kick,1,From Free Kick,Elseid Hysaj,7031.0,Right Back,5,Napoli,227,['51a3b80f-c39d-45c1-bea3-b0d6549d4d5d'],52,,,,,,,,,,,,,,,,,Napoli,227,00:00:52.395,Pass,
,,,,,,,,,,,,,,,,,5.112652,,,,,,,,,,,,,,,679ebe85-e951-4ba8-b924-5d07004989a6,59,,"[65.3, 12.6]",3879699,0,,,,,-0.05114366,,Right Foot,,,,"[120.0, 9.8]",,Ground Pass,,54.771618,,,Out,,Lorenzo Insigne,7037.0,,,,,,,1,From Free Kick,Marek Hamšík,7025.0,Left Center Midfield,5,Napoli,227,['8e78f84c-d063-47cf-9719-17c1fce5489f'],57,,,,,,,,,,,,,,,,,Napoli,227,00:00:57.944,Pass,
,,,,,,,,,,,,,,,,,2.204641,,,,,,,,,,,,,,,529a3763-ccd5-4e1d-8ed6-e1be5d778eef,61,,"[7.0, 44.1]",3879699,1,,True,,,-1.4732052,,Right Foot,,,,"[9.8, 15.5]",,Ground Pass,,28.736736,,,,,Ervin Zukanović,7137.0,,,,,,Goal Kick,1,From Goal Kick,Emiliano Viviano,7018.0,Goalkeeper,6,Sampdoria,234,['855d509e-da3f-4d20-acfa-b8244891c321'],8,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:08.034,Pass,
,,,,,,,,,,,,,,,,,1.646934,,,,,,,,,,,,,,,09f14a34-7795-4a85-a3b4-c743de5f79af,63,,"[9.7, 18.6]",3879699,1,,,,,1.8795183,,Left Foot,,,,"[3.8, 37.1]",,Ground Pass,,19.418034,,,,,Emiliano Viviano,7018.0,,,,,,,1,From Goal Kick,Ervin Zukanović,7137.0,Left Center Back,6,Sampdoria,234,['8e910b7d-ac73-4b89-a1b4-eb2dcf531768'],12,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:12.806,Pass,
,,,,,,,,,,,,,,,,,2.464073,,,,,,,,,,,,,,,f77a68e1-faa9-4f30-a390-864a74cd4087,67,,"[4.5, 39.5]",3879699,1,,,,,0.9893141,,Left Foot,,,,"[30.2, 78.6]",,High Pass,,46.789955,,,,,Mattia Cassani,387417.0,,,,,,,1,From Goal Kick,Emiliano Viviano,7018.0,Goalkeeper,6,Sampdoria,234,['af3f0570-711c-4e8b-930c-13bc2ab64579'],15,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:15.569,Pass,
,,,,,,,,,,,,,,,,,0.968899,,,,,,,,,,,,,,,6afec6fb-d28d-4fad-b578-347c86936fb0,70,,"[90.1, 0.1]",3879699,1,,,,,1.5363272,,,,,,"[90.3, 5.9]",,Low Pass,,5.8034472,,,,,Lorenzo Insigne,7037.0,,,,,,Throw-in,1,From Throw In,Faouzi Ghoulam,8876.0,Left Back,7,Napoli,227,['10a15bd0-33f3-4aed-a626-cd2999c1f2bd'],35,,,,,,,,,,,,,,,,,Napoli,227,00:01:35.233,Pass,
,,,,,,,,,,,,,,,,,1.473314,,,,,,,,,,,,,,,beb62752-51d3-4dd2-937b-6acccd81909c,73,,"[82.4, 5.6]",3879699,1,,,,,-3.12087,,Right Foot,,,,"[63.1, 5.2]",,Ground Pass,,19.304144,,,,,Kalidou Koulibaly,5675.0,,,,,,,1,From Throw In,Lorenzo Insigne,7037.0,Left Wing,7,Napoli,227,['a9f4c244-69e5-464e-b3c3-7f179bca34ff'],37,,,,,,,,,,,,,,,,,Napoli,227,00:01:37.466,Pass,
,,,,,,,,,,,,,,,,,1.668711,,,,,,,,,,,,,,,d847dcab-fbd4-43f9-80e0-060402c5cef7,76,,"[62.2, 7.5]",3879699,1,,,,,1.8370484,,Right Foot,,,,"[55.3, 32.8]",,Ground Pass,,26.224035,,,,,Raúl Albiol i Tortajada,7030.0,,,,,,,1,From Throw In,Kalidou Koulibaly,5675.0,Left Center Back,7,Napoli,227,['2d52c9d0-6b8f-4e3c-b638-431e3bbe5c02'],40,,,,,,,,,,,,,,,,,Napoli,227,00:01:40.426,Pass,
,,,,,,,,,,,,,,,,,1.182172,,,,,,,,,,,,,,,01dd711c-a362-471b-a04c-e8b39d244820,79,,"[56.3, 33.3]",3879699,1,,,,,-1.6927685,,Right Foot,,,,"[54.4, 17.8]",,Ground Pass,,15.616017,,,,,Kalidou Koulibaly,5675.0,,,,,,,1,From Throw In,Raúl Albiol i Tortajada,7030.0,Right Center Back,7,Napoli,227,['d9982ee8-92ad-4f86-bfe8-69f3508eeaa1'],43,,,,,,,,,,,,,,,,,Napoli,227,00:01:43.750,Pass,
,,,,,,,,,,,,,,,,,1.016723,,,,,,,,,,,,,,,ad46d906-ada2-4ea0-a1d1-b5a0098aab79,82,,"[63.2, 14.1]",3879699,1,,,,,-0.97178096,,Right Foot,,,,"[70.3, 3.7]",,Ground Pass,,12.592458,,,,,Marek Hamšík,7025.0,,,,,,,1,From Throw In,Kalidou Koulibaly,5675.0,Left Center Back,7,Napoli,227,['ca666b11-811f-4877-bd77-942558b7e0a4'],47,,,,,,,,,,,,,,,,,Napoli,227,00:01:47.275,Pass,
,,,,,,,,,,,,,,,,,1.032191,,,,,,,,,,,,,,,ebcc3fec-f49e-41c8-b6f0-8da737ef2731,85,,"[70.3, 3.7]",3879699,1,,,,,2.2956624,,Left Foot,,,,"[64.1, 10.7]",,Ground Pass,,9.350936,,,,,Kalidou Koulibaly,5675.0,,,,,,,1,From Throw In,Marek Hamšík,7025.0,Left Center Midfield,7,Napoli,227,['31504b93-917f-4bdb-b580-27f82cdec4f2'],49,,,,,,,,,,,,,,,,,Napoli,227,00:01:49.156,Pass,
,,,,,,,,,,,,,,,,,3.223122,,,,,,,,,,,,,,,14bc2d9a-aced-4144-aff9-acb22812db7f,88,,"[64.1, 10.7]",3879699,1,,,,,0.50083625,,Right Foot,,,,"[115.8, 39.0]",,High Pass,,58.93878,,,Incomplete,,,,,,,,,,1,From Throw In,Kalidou Koulibaly,5675.0,Left Center Back,7,Napoli,227,['f57511b0-00d4-4f1b-8876-16d95ba8eeea'],51,,,,,,,,,,,,,,,,,Napoli,227,00:01:51.599,Pass,
,,,,,,,,,,,,,,,,,4.7178,,,,,,,,,,,,,,,17a842d9-0871-4e4a-80a1-c8e0031cf752,90,,"[10.1, 42.7]",3879699,2,,True,,,-0.6024247,,Drop Kick,,,,"[71.9, 0.2]",,High Pass,,75.003265,,,Out,,Eder Citadin Martins,7000.0,,,True,,,,1,From Throw In,Emiliano Viviano,7018.0,Goalkeeper,7,Napoli,227,['7899d973-7bea-40b0-b688-1eb555092b1c'],7,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:07.269,Pass,
,,,,,,,,,,,,,,,,,2.371724,,,,,,,,,,,,,,,de37ac4e-9ea0-492a-9714-3b4063fb65b7,92,,"[41.5, 80.0]",3879699,2,,True,,,-2.1178734,,,,,,"[34.8, 69.0]",,Low Pass,,12.879829,,,,,Raúl Albiol i Tortajada,7030.0,,,,,,Throw-in,1,From Throw In,Elseid Hysaj,7031.0,Right Back,8,Napoli,227,['13674b7a-0492-4bb0-9551-b56df8a123d7'],14,,,,,,,,,,,,,,,,,Napoli,227,00:02:14.562,Pass,
,,,,,,,,,,,,,,,,,2.760211,,,,,,,,,,,,,,,f03900ef-8926-4e08-ae53-b82ffc61959b,95,,"[46.3, 66.9]",3879699,2,,,,,-0.5247958,,Right Foot,,,,"[80.5, 47.1]",,High Pass,,39.518097,,,Incomplete,,Gonzalo Gerardo Higuaín,5497.0,,,,,,,1,From Throw In,Raúl Albiol i Tortajada,7030.0,Right Center Back,8,Napoli,227,"['18ca11d5-b78a-4d17-97e3-2d498758ba57', 'c1175d91-288c-4457-bd60-a0fbf3d8b638', 'e089bfd6-1edf-4de3-af0d-d0bb73b8d1ba']",21,,,,,,,,,,,,,,,,,Napoli,227,00:02:21.353,Pass,True
,,,,,,,,,,,,,,,,,1.533189,,,,,,,,,,,,,,,ea01fafa-e9f8-4005-b983-b7e42a5eb2fd,100,,"[35.7, 35.3]",3879699,2,,,,,2.8477232,,Right Foot,,,,"[12.9, 42.2]",,Ground Pass,,23.821209,,,,,Emiliano Viviano,7018.0,,,,,,,1,Regular Play,Niklas Moisander,9884.0,Right Center Back,9,Sampdoria,234,"['087aaf3b-5c1f-4f62-bbc4-551a6880a138', '3c7c0984-cf0d-4c1f-9d94-d0948a62a664']",25,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:25.433,Pass,True
,,,,,,,,,,,,,,,,,3.79844,,,,,,,,,,,,,,,77bf3e32-992f-4f45-aaec-3ee755f2c700,103,,"[12.9, 42.2]",3879699,2,,,,,-0.5459356,,Right Foot,,,,"[68.7, 8.3]",,High Pass,,65.290504,,,,,Antonio Cassano,19850.0,,,,,,,1,Regular Play,Emiliano Viviano,7018.0,Goalkeeper,9,Sampdoria,234,['b24966f4-36ba-4121-9961-cd93689dd27f'],27,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:27.046,Pass,
,,,,,,,,,,,,,,,,,0.581647,,,,,,,,,,,,,,,c404eb6c-5198-4301-acd1-4b6ec2ad3ed6,105,,"[68.7, 8.3]",3879699,2,,,,,1.5948881,,Right Foot,,,,"[68.5, 16.6]",,Ground Pass,,8.302409,,,,,Carlos Joaquín Correa,6822.0,,,,,,,1,Regular Play,Antonio Cassano,19850.0,Center Forward,9,Sampdoria,234,['69cafe57-d309-4ac7-bb9b-3d2a2f11e594'],30,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:30.844,Pass,
,,,,,,,,,,,,,,,,,0.796695,,,,,,,,,,,,,,,db18b39a-db1d-40ee-b00c-33bdf21ce7d9,114,,"[17.3, 76.4]",3879699,2,,,,,-2.8323936,,Right Foot,,,,"[10.1, 74.1]",,Ground Pass,,7.558439,,,,,Elseid Hysaj,7031.0,,,,,,,1,Regular Play,José María Callejón Bueno,7029.0,Right Wing,10,Napoli,227,['b7cc5515-c74f-40e6-b7ff-b1132fa0cd97'],39,,,,,,,,,,,,,,,,,Napoli,227,00:02:39.041,Pass,
,,,,,,,,,,,,,,,,,0.618381,,,,,,,,,,,,,,,f49a5978-b6bd-4033-9bc8-94fcda6c9e2d,118,,"[10.6, 77.1]",3879699,2,,,,,-0.17307603,,Right Foot,,,,"[24.9, 74.6]",,Low Pass,,14.516887,,,,,Jorge Luiz Frello Filho,7024.0,,,,,,,1,Regular Play,Elseid Hysaj,7031.0,Right Back,10,Napoli,227,['8351453f-3a6a-45aa-8697-77ae818b44cf'],41,,,,,,,,,,,,,,,,,Napoli,227,00:02:41.386,Pass,
,,,,,,,,,,,,,,,,,3.315622,,,,,,,,,,,,,,,225952c6-edb0-413b-9bb1-d50550f9d4ab,120,,"[24.9, 74.6]",3879699,2,,,,,0.0,,Right Foot,,,,"[47.0, 74.6]",,High Pass,,22.1,,,Incomplete,,,,,,,,,,1,Regular Play,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,10,Napoli,227,['38bb7bd7-d0d8-4959-9380-7732c2d28bde'],42,,,,,,,,,,,,,,,,,Napoli,227,00:02:42.004,Pass,
,,,,,,,,,,,,,,,,,0.878403,,,,,,,,,,,,,,,38bb7bd7-d0d8-4959-9380-7732c2d28bde,121,,"[73.1, 5.5]",3879699,2,,,,,-0.5404195,,Left Foot,,,,"[78.1, 2.5]",,Ground Pass,,5.8309517,,,,,Fernando Lucas Martins,16586.0,,,,,,Recovery,1,Regular Play,Ervin Zukanović,7137.0,Left Center Back,11,Sampdoria,234,"['225952c6-edb0-413b-9bb1-d50550f9d4ab', '7f1cd219-83eb-4be0-9885-008225f9292e']",45,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:45.320,Pass,
