50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.61759,,,,,,,,,,,,,cadff91b-8b2f-4ac5-9feb-2529acd7a633,94,,,"[78.8, 53.0]",3879793,2,,,,,-0.39386863,,Right Foot,,,"[86.5, 49.8]",,Ground Pass,,8.338465,Incomplete,,Duván Esteban Zapata Banguera,7017.0,,,,,,1,Regular Play,Silvan Widmer,7796.0,Right Wing Back,9,Udinese,230,"['9f9f195c-04a4-4710-8784-85039369fb5f', 'bbf6f1fd-4833-4d8b-bd2e-c335972cd0f1']",1,,,,,,,,,,,,,,,,,Udinese,230,00:02:01.502,Pass,
,,,,,,,,,,,,,,,,1.167342,,,,,,,,,,,,,661314e1-b7cb-42c6-8a70-caeabd0f5724,99,,,"[30.2, 23.1]",3879793,2,,,,,3.0488362,,Right Foot,,,"[21.6, 23.9]",,Ground Pass,,8.637129,,,Federico Peluso,7118.0,,,,,,1,Regular Play,Francesco Magnanelli,7127.0,Center Defensive Midfield,10,Sassuolo,232,['f2b0acaa-3fb4-470c-a069-f3f3416f646e'],4,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:04.659,Pass,
,,,,,,,,,,,,,,,,2.575176,,,,,,,,,,,,,758cf724-15f7-4514-bfc6-feb3d1ec1357,103,,,"[21.6, 23.9]",3879793,2,,,,,0.337308,,Left Foot,,,"[63.8, 38.7]",,High Pass,,44.720016,Incomplete,,Gregoire Defrel,7457.0,,,,,,1,Regular Play,Federico Peluso,7118.0,Left Back,10,Sassuolo,232,"['91d62b79-6b0a-48f0-ad38-6e5bab80a23d', 'e772dfcb-3452-4587-91ba-15491367ddf7', 'f688e5b4-b750-42db-86dc-213cc57b1f24']",6,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:06.703,Pass,True
,,,,,,,,,,,,,,,,1.457919,,,,,,,,,,,,,91d62b79-6b0a-48f0-ad38-6e5bab80a23d,105,,,"[56.3, 41.4]",3879793,2,,,,True,-0.12599568,,,,,"[71.3, 39.5]",,High Pass,,15.119855,Incomplete,,Emil Hallfreðsson,5512.0,,,,,Recovery,1,Regular Play,Danilo Larangeira,7799.0,Center Back,10,Sassuolo,232,"['4744aeb3-f5fe-41b6-916d-615ed3e341f4', '501f61b8-c7d7-44ef-9c5e-70687dbc82d6', '758cf724-15f7-4514-bfc6-feb3d1ec1357', 'ac0a2f9e-c831-4548-8196-325269c25b42']",9,,,,,,,,,,,,,,,,,Udinese,230,00:02:09.278,Pass,True
,,,,,,,,,,,,,,,,0.931703,,,,,,,,,,,,,07b3eb3e-a234-4ae5-a7c4-d5df9d52c4c2,110,,,"[49.9, 40.0]",3879793,2,,,,,-2.7744188,,Right Foot,,,"[44.7, 38.0]",,Ground Pass,,5.5713553,,,Francesco Magnanelli,7127.0,,,,,,1,Regular Play,Lorenzo Pellegrini,6963.0,Right Center Midfield,10,Sassuolo,232,['f372a29f-b4c9-4345-a278-9fb406594459'],11,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:11.671,Pass,
,,,,,,,,,,,,,,,,4.325054,,,,,,,,,,,,,65b9c9d5-7ecd-4e8a-bb31-d3943b153c33,114,,,"[45.4, 36.7]",3879793,2,,,,,0.2083516,,Right Foot,,,"[110.2, 50.4]",,High Pass,,66.23239,Incomplete,,Gregoire Defrel,7457.0,,,,,,1,Regular Play,Francesco Magnanelli,7127.0,Center Defensive Midfield,10,Sassuolo,232,"['4e53b264-67a1-4901-9441-465589392803', '7c966033-4fc6-4c94-a1eb-fbf5ac87f578', 'cc3e67a3-60d7-45d9-aebb-1f3240af00ce']",13,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:13.510,Pass,True
,,,,,,,,,,,,,,,,1.886811,,,,,,,,,,,,,10984bb3-eddf-4790-878a-79f096b9a21d,118,,,"[12.9, 30.1]",3879793,2,,,,,-1.1047274,,Right Foot,,,"[21.2, 13.6]",,Ground Pass,,18.469976,,,Felipe Dias da Silva dal Belo,6938.0,,,,,,1,Regular Play,Orestis Karnezis,3742.0,Goalkeeper,11,Udinese,230,['cd7cee9b-6214-4064-bc71-2db07804fef0'],20,,,,,,,,,,,,,,,,,Udinese,230,00:02:20.573,Pass,
,,,,,,,,,,,,,,,,2.668415,,,,,,,,,,,,,31d7519f-0ee5-41ec-866b-9ef615e2a35a,121,,,"[27.2, 11.7]",3879793,2,,,,,-0.007858384,,Left Foot,,,"[78.1, 11.3]",,High Pass,,50.901573,,,Cyril Théréau,8272.0,,,,,,1,Regular Play,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,11,Udinese,230,['cb1ced24-8e6f-40aa-8730-cfe205898a8f'],24,,,,,,,,,,,,,,,,,Udinese,230,00:02:24.518,Pass,
,,,,,,,,,,,,,,,,1.612644,,,,,,,,,,,,,e6c3b02c-7fda-463d-824f-bb216af7ee19,127,,,"[85.8, 8.9]",3879793,3,,,,,0.92582893,94cbf144-5a60-41e2-8359-3cb98bec6083,Left Foot,True,,"[110.4, 41.6]",,High Pass,,40.920044,,,Cyril Théréau,8272.0,True,,,,Free Kick,1,From Free Kick,Emil Hallfreðsson,5512.0,Left Defensive Midfield,12,Udinese,230,['7bcd0cba-2890-4a48-85ec-ba29fe559231'],2,,,,,,,,,,,,,,,,,Udinese,230,00:03:02.148,Pass,
,,,,,,,,,,,,,,,,2.25741,,,,,,,,,,,,,9ac5cd31-2c8c-4206-a8d5-9b10a9e4980d,132,,,"[7.0, 36.1]",3879793,3,,True,,,0.8990009,,Right Foot,,,"[40.0, 77.6]",,High Pass,,53.02122,,,Šime Vrsaljko,5461.0,,True,,,Goal Kick,1,From Goal Kick,Andrea Consigli,7132.0,Goalkeeper,13,Sassuolo,232,['a7187b24-e235-47f9-bc2f-f54e6fc19ebc'],29,,,,,,,,,,,,,,,,,Sassuolo,232,00:03:29.547,Pass,
,,,,,,,,,,,,,,,,2.76602,,,,,,,,,,,,,533d1519-81d0-4713-a0bd-e15ed7a11cf3,134,,,"[40.0, 77.6]",3879793,3,,True,,,-0.7317584,,Head,,,"[55.7, 63.5]",,High Pass,,21.102133,,,Matteo Politano,7109.0,,,,,,1,From Goal Kick,Šime Vrsaljko,5461.0,Right Back,13,Sassuolo,232,['e3ac62a7-cd9d-44c4-9009-4e28de514f90'],31,,,,,,,,,,,,,,,,,Sassuolo,232,00:03:31.968,Pass,
