bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.796753,,,,,,,,,,,,,37b03a58-b10a-4dd6-baba-888f1b7891b0,17,,,"[35.3, 32.6]",3879685,0,,,,,-0.29376805,,Left Foot,,,"[71.0, 21.8]",,High Pass,37.297855,,,Incomplete,,Leonardo Pavoletti,8180.0,,,,,,1,From Kick Off,Nicolás Andrés Burdisso,7467.0,Center Back,2,Genoa,233,"['2b056a2a-6c61-4be3-9ca0-597a10b2f72a', '2c3ea6dd-2773-465d-9368-5f3aa01cfe65']",9,,,,,,,,,,,,,,,,,,,Genoa,233,00:00:09.073,Pass,
,,,,,,,,,,,,,,,,,,1.214942,,,,,,,,,,,,,688e0db3-fb81-4a8e-8449-02f166b9c28c,20,,,"[64.3, 0.1]",3879685,0,,,,,1.5182133,,,,,"[65.1, 15.3]",,Low Pass,15.221038,,,,,Panagiotis Tachtsidis,30772.0,,,,,Throw-in,1,From Throw In,Diego Sebastián Laxalt Suárez,5717.0,Left Wing Back,3,Genoa,233,['79631af1-7ab1-473c-9887-6225a2036af2'],20,,,,,,,,,,,,,,,,,,,Genoa,233,00:00:20.565,Pass,
,,,,,,,,,,,,,,,,,,1.147528,,,,,,,,,,,,,cc5d8cec-865a-42f4-a401-7363d5a20688,22,,,"[65.1, 14.5]",3879685,0,,,,,-1.7278261,,Left Foot,,,"[63.2, 2.5]",,Low Pass,12.149486,,,,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,1,From Throw In,Panagiotis Tachtsidis,30772.0,Left Attacking Midfield,3,Genoa,233,['b880ebce-abc6-4e84-9caf-24600602f67d'],21,,,,,,,,,,,,,,,,,,,Genoa,233,00:00:21.780,Pass,
,,,,,,,,,,,,,,,,,,1.109673,,,,,,,,,,,,,e1fb4ab7-ad2f-46a6-990e-bdd5af6ca3a8,24,,,"[63.5, 2.9]",3879685,0,,,,,0.2536741,,Right Foot,,,"[77.0, 6.4]",,Ground Pass,13.946325,,,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,1,From Throw In,Diego Sebastián Laxalt Suárez,5717.0,Left Wing Back,3,Genoa,233,['a1a772f1-77d5-40ca-8cdc-abdc9f52ad48'],22,,,,,,,,,,,,,,,,,,,Genoa,233,00:00:22.927,Pass,
,,,,,,,,,,,,,,,,,,0.729186,,,,,,,,,,,,,117a3eac-d2d1-4eb7-acc8-62b962666190,29,,,"[70.2, 2.6]",3879685,0,,,,,2.918116,,Right Foot,,,"[57.0, 5.6]",,Ground Pass,13.536617,,,,,Armando Izzo,9940.0,,,,,,1,From Throw In,Tomás Eduardo Rincón Hernández,7475.0,Left Defensive Midfield,3,Genoa,233,"['0ead2b50-5f9f-4875-90d7-758850c00894', '9bd6289a-bdf2-4a5d-b395-f3afc5029c68']",27,,,,,,,,,,,,,,,,,,,Genoa,233,00:00:27.472,Pass,True
,,,,,,,,,,,,,,,,,,1.380349,,,,,,,,,,,,,84fe535b-75ac-43e8-9b4f-20202691b3b6,32,,,"[55.9, 7.5]",3879685,0,,,,,2.6758082,,Right Foot,,,"[37.2, 16.9]",,Ground Pass,20.929644,,,,,Nicolás Andrés Burdisso,7467.0,,,,,,1,From Throw In,Armando Izzo,9940.0,Left Center Back,3,Genoa,233,['f315700f-8965-4ef9-a167-39cf4fc96ce5'],29,,,,,,,,,,,,,,,,,,,Genoa,233,00:00:29.149,Pass,
,,,,,,,,,,,,,,,,,,2.813448,,,,,,,,,,,,,b3201a59-db4a-4d48-8f1f-019ecf11be9e,35,,,"[43.5, 40.7]",3879685,0,,,,,0.98099303,,Right Foot,,,"[69.2, 79.1]",,High Pass,46.2066,,,,,Cristian Daniel Ansaldi,7464.0,,,,,,1,From Throw In,Nicolás Andrés Burdisso,7467.0,Center Back,3,Genoa,233,['3b1fb139-0542-46e1-b009-2795719a72cb'],34,,,,,,,,,,,,,,,,,,,Genoa,233,00:00:34.868,Pass,
,,,,,,,,,,,,,,,,,,0.103602,,,,,,,,,,,,,b7ad8094-edad-40c6-9286-1c28545e3d8a,39,,,"[72.9, 72.6]",3879685,0,,,,,-1.2220253,,Right Foot,,,"[73.3, 71.5]",,Ground Pass,1.17047,,,Incomplete,,Jesús Joaquín Fernández Sáez de la Torre,7022.0,,,,,,1,From Throw In,Cristian Daniel Ansaldi,7464.0,Right Wing Back,3,Genoa,233,"['11b1a77e-e424-4ded-a889-f7eef3c6a92e', 'f53cde0e-cd0d-44bd-a4d7-e081453c0e6a']",39,,,,,,,,,,,,,,,,,,,Genoa,233,00:00:39.272,Pass,
,,,,,,,,,,,,True,,,,,,1.481516,,,,,,,,,,,,,f53cde0e-cd0d-44bd-a4d7-e081453c0e6a,41,,,"[46.8, 8.6]",3879685,0,,,,,-0.04850561,,Right Foot,,,"[57.1, 8.1]",,Ground Pass,10.312129,,,,,Alejandro Darío Gómez,7006.0,,,,,Interception,1,Regular Play,Luca Cigarini,8420.0,Center Defensive Midfield,4,Atalanta,228,"['1a89dc7a-a93f-4b9f-9d61-4023f835608a', 'b7ad8094-edad-40c6-9286-1c28545e3d8a']",39,,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:39.375,Pass,
,,,,,,,,,,,,,,,,,,2.551289,,,,,,,,,,,,,0d00f645-1fe3-421e-a152-319412069016,48,,,"[55.2, 8.3]",3879685,0,,True,,,-2.8890383,,Left Foot,,,"[42.8, 5.1]",,Ground Pass,12.806249,,,,,Gabriel Alejandro Paletta,38237.0,,,,,Free Kick,1,From Free Kick,Davide Brivio,31231.0,Left Back,5,Atalanta,228,['e21ef6cd-7c69-45d2-a7de-981d6fc95b50'],57,,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:57.662,Pass,
,,,,,,,,,,,,,,,,,,2.904581,,,,,,,,,,,,,6fb4d1ea-409d-42b7-9710-2a5467d4e707,50,,,"[40.4, 13.0]",3879685,1,,,,,1.2413977,,Right Foot,,,"[61.8, 75.6]",,High Pass,66.156784,,,,,Gianpaolo Bellini,386607.0,,True,,,,1,From Free Kick,Gabriel Alejandro Paletta,38237.0,Left Center Back,5,Atalanta,228,['3cfc8832-46c8-4661-a8e4-fbdbc52bb01a'],2,,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:02.676,Pass,
,,,,,,,,,,,,,,,,,,1.067125,,,,,,,,,,,,,483653ef-df4f-4723-98cb-30a272b0d362,53,,,"[63.7, 73.0]",3879685,1,,,,,-2.3561945,,Left Foot,,,"[55.5, 64.8]",,Ground Pass,11.596551,,,,,Alberto Grassi,6952.0,,,,,,1,From Free Kick,Gianpaolo Bellini,386607.0,Right Back,5,Atalanta,228,['a2721821-ce0f-4f0e-b7a8-c9452eaf97c1'],6,,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:06.918,Pass,
,,,,,,,,,,,,,,,,,,7.132087,,,,,,,,,,,,,5a4798fa-98a4-403b-86dd-4852fbbd18d6,57,,,"[55.8, 66.7]",3879685,1,,,,,-0.01713228,,Right Foot,,,"[120.0, 65.6]",,High Pass,64.20942,,,Out,,Gianpaolo Bellini,386607.0,,,,,,1,From Free Kick,Alberto Grassi,6952.0,Right Center Midfield,5,Atalanta,228,"['1a4759c7-8b01-4e0b-bf51-232cd8cf6d62', 'bb3cd227-087f-4b0d-83b7-b9736fa97e3a']",8,,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:08.070,Pass,True
,,,,,,,,,,,,,,,,,,1.588778,,,,,,,,,,,,,172bec04-a8ca-47cf-82ad-a0af514a64e1,61,,,"[7.0, 36.1]",3879685,1,,,,,-1.3900968,,Right Foot,,,"[10.8, 15.3]",,Ground Pass,21.144266,,,,,Armando Izzo,9940.0,,,,,Goal Kick,1,From Goal Kick,Mattia Perin,7148.0,Goalkeeper,6,Genoa,233,['b1a32c71-8c5c-40e6-bfbb-9051a10c6b77'],26,,,,,,,,,,,,,,,,,,,Genoa,233,00:01:26.137,Pass,
,,,,,,,,,,,,,,,,,,2.670219,,,,,,,,,,,,,ef4c9b8b-e709-4194-907d-d133b8492359,64,,,"[22.4, 8.2]",3879685,1,,,,,0.31982625,,Left Foot,,,"[69.2, 23.7]",,High Pass,49.3,,,Pass Offside,,Leonardo Pavoletti,8180.0,,,,,,1,From Goal Kick,Armando Izzo,9940.0,Left Center Back,6,Genoa,233,['64965981-f59f-4bd7-8990-b81f67b36c02'],31,,,,,,,,,,,,,,,,,,,Genoa,233,00:01:31.181,Pass,
,,,,,,,,,,,,,,,,,,2.655525,,,,,,,,,,,,,c6a10b6a-2f11-44a5-a92f-b368f8309a34,66,,,"[49.8, 56.5]",3879685,1,,True,,,1.4940244,,Right Foot,,,"[50.9, 70.8]",,Ground Pass,14.342245,,,,,Marco D''Alessandro,8184.0,,,,,Free Kick,1,From Free Kick,Gabriel Alejandro Paletta,38237.0,Left Center Back,7,Atalanta,228,['8ee24b9b-e205-479f-bd1a-fb20f8e6a9cf'],38,,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:38.441,Pass,
,,,,,,,,,,,,,,,,,,1.341098,,,,,,,,,,,,,6a31f0b6-1f33-471e-bdb1-06f0706681ee,68,,,"[55.8, 69.7]",3879685,1,,,,,-0.1850505,,Right Foot,,,"[76.1, 65.9]",,Ground Pass,20.652603,,,Incomplete,,Germán Gustavo Denis,49439.0,,,,,,1,From Free Kick,Marco D''Alessandro,8184.0,Right Wing,7,Atalanta,228,"['b04a2c46-1e01-4926-9b45-2cdd3bc7422d', 'f134efe8-ee76-469e-a6f6-f138a1c3d95c']",43,,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:43.732,Pass,
,,,,,,,,,,,,,,,,,,1.904501,,,,,,,,,,,,,b04a2c46-1e01-4926-9b45-2cdd3bc7422d,70,,,"[44.0, 14.2]",3879685,1,,,,,-1.1955255,,Left Foot,,,"[49.2, 1.0]",,Ground Pass,14.187318,,,Out,,Diego Sebastián Laxalt Suárez,5717.0,,,,,Recovery,1,From Free Kick,Armando Izzo,9940.0,Left Center Back,7,Atalanta,228,"['6a31f0b6-1f33-471e-bdb1-06f0706681ee', 'ef8ace65-2f63-480f-8cce-3cbe90a641e7']",45,,,,,,,,,,,,,,,,,,,Genoa,233,00:01:45.073,Pass,
,,,,,,,,,,,,,,,,,,1.193678,,,,,,,,,,,,,7e04d754-711e-4b18-84a5-8d20c1db5d29,72,,,"[71.4, 80.0]",3879685,1,,,,,-0.8078159,,,,,"[82.3, 68.6]",,Low Pass,15.772445,,,,,Germán Gustavo Denis,49439.0,,,,,Throw-in,1,From Throw In,Gianpaolo Bellini,386607.0,Right Back,8,Atalanta,228,['96a087a7-5003-4f76-aef7-90ef7a0595c4'],56,,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:56.373,Pass,
,,,,,,,,,,,,,,,,,,0.847949,,,,,,,,,,,,,b2baabbd-35c3-44aa-b1ce-4fff8bbc58de,75,,,"[83.1, 69.2]",3879685,1,,,,,2.2896264,,Right Foot,,,"[76.1, 77.2]",,Ground Pass,10.630146,,,,,Gianpaolo Bellini,386607.0,,,,,,1,From Throw In,Germán Gustavo Denis,49439.0,Center Forward,8,Atalanta,228,"['1f7e1214-ac43-423d-b971-3593acbadf1d', 'ed1a9db0-1516-490f-824c-22ff99c15593']",57,,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:57.567,Pass,True
,,,,,,,,,,,,,,,,,,1.029768,,,,,,,,,,,,,8c889718-7923-426b-b0be-cbb63438b090,78,,,"[77.4, 74.9]",3879685,1,,,,,-2.5213432,,Right Foot,,,"[68.3, 68.4]",,Ground Pass,11.1830225,,,,,Luca Cigarini,8420.0,,,,,,1,From Throw In,Gianpaolo Bellini,386607.0,Right Back,8,Atalanta,228,['e65777a4-bc07-4e34-8af3-9ab2447d9899'],59,,,,,,,,,,,,,,,,,,,Atalanta,228,00:01:59.435,Pass,
,,,,,,,,,,,,,,,,,,2.929385,,,,,,,,,,,,,4f9e6f59-7ad4-4bce-bc96-e908411ce705,81,,,"[64.5, 61.6]",3879685,2,,,,,-1.5386186,,Right Foot,,,"[66.0, 15.0]",,High Pass,46.624134,,,,,Davide Brivio,31231.0,,True,,,,1,From Throw In,Luca Cigarini,8420.0,Center Defensive Midfield,8,Atalanta,228,['ecb0f292-53bd-4c31-b7e1-a914c0014071'],1,,,,,,,,,,,,,,,,,,,Atalanta,228,00:02:01.192,Pass,
,,,,,,,,,,,,,,,,,,0.938319,,,,,,,,,,,,,d30e81ad-c458-48b7-b6ea-a4aab0ff8cbd,84,,,"[75.2, 3.0]",3879685,2,,,,,-0.11825751,,Left Foot,,,"[85.3, 1.8]",,Ground Pass,10.171038,,,,,Alejandro Darío Gómez,7006.0,,,,,,1,From Throw In,Davide Brivio,31231.0,Left Back,8,Atalanta,228,['01cd895a-cbbb-4d9b-b829-04b656352c13'],5,,,,,,,,,,,,,,,,,,,Atalanta,228,00:02:05.984,Pass,
,,,,,,,,,,,,,,,,,,0.830722,,,,,,,,,,,,,d7dbbecb-6a4c-452d-88d7-3b8c1ff319ba,88,,,"[79.1, 1.8]",3879685,2,,,,,1.2265776,,Right Foot,,,"[82.9, 12.4]",,Ground Pass,11.2605505,,,,,Jasmin Kurtič,6941.0,,,,,,1,From Throw In,Alejandro Darío Gómez,7006.0,Left Wing,8,Atalanta,228,"['5a27f790-c2e1-4659-94db-1374b45bd1ae', '8bf992b6-2fe8-4a4b-8ed6-9a11a683332c']",8,,,,,,,,,,,,,,,,,,,Atalanta,228,00:02:08.762,Pass,True
,,,,,,,,,,,,,,,,,,0.261603,,,,,,,,,,,,,71eccc44-e59e-4fb9-8884-bef5c0d210a0,92,,,"[79.9, 1.5]",3879685,2,,,,,2.1995926,,Right Foot,,,"[79.1, 2.6]",,Ground Pass,1.360147,,,Incomplete,,Alejandro Darío Gómez,7006.0,,,,,,1,From Throw In,Jasmin Kurtič,6941.0,Left Center Midfield,8,Atalanta,228,"['c16a2d16-522f-4f4f-99e0-754479fab560', 'dbc0920f-2522-46ab-918f-262fc217e5f1']",12,,,,,,,,,,,,,,,,,,,Atalanta,228,00:02:12.249,Pass,
,,,,,,,,,,,,,,,,,,0.484247,,,,,,,,,,,,,dbc0920f-2522-46ab-918f-262fc217e5f1,94,,,"[41.0, 77.5]",3879685,2,,,,,-1.0460006,,Right Foot,,,"[42.1, 75.6]",,Ground Pass,2.1954498,,,,,Luca Rigoni,7461.0,,,,,Recovery,1,Regular Play,Ezequiel Muñoz,6894.0,Right Center Back,9,Genoa,233,"['71eccc44-e59e-4fb9-8884-bef5c0d210a0', 'f20e5f7c-8f05-4b38-b24b-95de106d6ff9']",12,,,,,,,,,,,,,,,,,,,Genoa,233,00:02:12.510,Pass,
,,,,,,,,,,,,,,,,,,1.690062,,,,,,,,,,,,,cbaa47da-3f42-41a5-8fb0-891f397ca20e,98,,,"[45.7, 78.6]",3879685,2,,,,,-0.8193474,,Right Foot,,,"[71.3, 51.2]",,High Pass,37.49827,,,,,Leonardo Pavoletti,8180.0,,,,,,1,Regular Play,Luca Rigoni,7461.0,Right Defensive Midfield,9,Genoa,233,['7175f889-a0dd-440e-877e-07b2a98d0348'],13,,,,,,,,,,,,,,,,,,,Genoa,233,00:02:13.990,Pass,
,,,,,,,,,,,,,,,,,,5.274519,,,,,,,,,,,,,ca4de758-d5c6-4041-a0a7-97b2c7bdaaa0,103,,,"[54.8, 55.3]",3879685,2,,,,,-0.29726836,,Head,,,"[100.5, 41.3]",,High Pass,47.796337,,,Incomplete,,,,,,,,Recovery,1,Regular Play,Tomás Eduardo Rincón Hernández,7475.0,Left Defensive Midfield,9,Genoa,233,['e1cf0a04-c56a-40b3-bc21-33e8cae05553'],19,,,,,,,,,,,,,,,,,,,Genoa,233,00:02:19.397,Pass,
,,,,,,,,,,,,,,,,,,2.023282,,,,,,,,,,,,,e1cf0a04-c56a-40b3-bc21-33e8cae05553,104,,,"[19.6, 38.8]",3879685,2,,,,,0.8374345,,Right Foot,,,"[28.7, 48.9]",,Ground Pass,13.5948515,,,,,Rafael Tolói,7002.0,,,,,Recovery,1,Regular Play,Marco Sportiello,7157.0,Goalkeeper,10,Atalanta,228,"['a99df163-4d9d-4321-bbae-adc1418907f8', 'ca4de758-d5c6-4041-a0a7-97b2c7bdaaa0']",24,,,,,,,,,,,,,,,,,,,Atalanta,228,00:02:24.671,Pass,
,,,,,,,,,,,,,,,,,,2.043361,,,,,,,,,,,,,fd7a16f5-6031-4f7a-858b-0973aadb352f,107,,,"[28.7, 49.6]",3879685,2,,,,,0.9272952,,Right Foot,,,"[42.8, 68.4]",,Ground Pass,23.5,,,,,Gianpaolo Bellini,386607.0,,,,,,1,Regular Play,Rafael Tolói,7002.0,Right Center Back,10,Atalanta,228,['ff3b0363-f5e3-4d15-a217-044f4d77c0b2'],27,,,,,,,,,,,,,,,,,,,Atalanta,228,00:02:27.026,Pass,
,,,,,,,,,,,,,,,,,,1.406675,,,,,,,,,,,,,1cfefe10-f47e-42ec-96f5-d359668ae1ee,110,,,"[48.7, 70.7]",3879685,2,,,,,-0.035699114,,Right Foot,,,"[68.3, 70.0]",,Ground Pass,19.612495,,,,,Marco D''Alessandro,8184.0,,,,,,1,Regular Play,Gianpaolo Bellini,386607.0,Right Back,10,Atalanta,228,['5ad26653-9e6c-47bd-ae58-aa94d854078b'],30,,,,,,,,,,,,,,,,,,,Atalanta,228,00:02:30.446,Pass,
