50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.493713,,,,,,,,,,,,,,,,96eba695-31d5-47bf-8036-183ab731eab1,17,,"[51.6, 6.6]",3879766,0,,,,0.6264788,,Right Foot,,,,"[77.3, 25.2]",,High Pass,,31.724596,,,Miroslav Klose,19286.0,,,,,,1,From Kick Off,Senad Lulić,7785.0,Left Back,2,Lazio,236,['0c778509-ac58-4aa4-83b5-29c277a37365'],11,,,,,,,,,,,,,,,,,Lazio,236,00:00:11.180,Pass,
,,,,,,,,,,,,,,,,,,2.137613,,,,,,,,,,,,,,,,8d969031-5990-4591-84ae-420ccd2469b7,20,,"[76.4, 25.4]",3879766,0,,,,1.0814034,,Right Foot,,,,"[81.3, 34.6]",,Ground Pass,,10.423532,Incomplete,,Sergej Milinković-Savić,5589.0,,,,,,1,From Kick Off,Miroslav Klose,19286.0,Center Forward,2,Lazio,236,"['5a6dc839-0f5c-4dd3-87a9-ed804afefe23', 'd6069a91-c23c-4543-8008-d6558b478f04']",12,,,,,,,,,,,,,,,,,Lazio,236,00:00:12.730,Pass,
,,,,,,,,,,,,,,,,,,0.034552,,,,,,,,,,,,,,,,d6069a91-c23c-4543-8008-d6558b478f04,23,,"[38.8, 45.5]",3879766,0,,,,-1.0062269,,Left Foot,,,,"[40.7, 42.5]",,Ground Pass,,3.5510561,Incomplete,,,,,,,,Recovery,1,From Kick Off,Francesco Acerbi,7119.0,Left Center Back,2,Lazio,236,"['8d969031-5990-4591-84ae-420ccd2469b7', 'c41fa050-5002-40e9-bd0d-6943110be5a0']",14,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:14.868,Pass,
,,,,,,,,,,,,,,,,,,1.035915,,,,,,,,,,,,,,,,5ca08ac3-dbb7-491a-a56d-c9814c392615,25,,"[84.3, 28.2]",3879766,0,,,,1.3501492,,Right Foot,,,,"[86.7, 38.9]",,Ground Pass,,10.965857,,,Sergej Milinković-Savić,5589.0,,,,,Recovery,1,From Kick Off,Miroslav Klose,19286.0,Center Forward,2,Lazio,236,['37af635c-4d9c-4171-897c-2cfbe14376e5'],15,,,,,,,,,,,,,,,,,Lazio,236,00:00:15.534,Pass,
,,,,,,,,,,,,,,,,,,0.183108,,,,,,,,,,,,,,,,d5dd3886-bc37-4ca8-8a81-39f545256b75,28,,"[89.7, 39.9]",3879766,0,,,,1.0982994,,Right Foot,,,,"[92.0, 44.4]",,Ground Pass,,5.0537114,Incomplete,,Felipe Anderson Pereira Gomes,8172.0,,,,,,1,From Kick Off,Sergej Milinković-Savić,5589.0,Right Center Midfield,2,Lazio,236,"['2f8899eb-c117-4bc9-a227-50c9b6d53f8a', 'df0df75e-5d5c-4146-9aac-efe46be6020c']",16,,,,,,,,,,,,,,,,,Lazio,236,00:00:16.875,Pass,
,,,,,,,,,,,,,,,,,,2.751874,,,,,,,,,,,,,,,,618df37d-fb47-426c-bf0c-8d4910fbb9ab,32,,"[34.7, 36.7]",3879766,0,,,,1.2123736,,Left Foot,,,,"[46.5, 68.2]",,Low Pass,,33.637627,Incomplete,,,,,,,,Recovery,1,From Kick Off,Gregoire Defrel,7457.0,Center Forward,2,Lazio,236,"['447c7b5f-65fb-41f3-bfb7-58d636c31bac', '57bd2d49-1539-447d-921a-8a1b3da1daeb']",19,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:19.112,Pass,True
,,,,,,,,,,,,,,,,,,1.81126,,,,,,,,,,,,,,,,4a34f9de-23ab-48d0-9416-b1ff2f7dd0fa,36,,"[95.2, 7.0]",3879766,0,,,,1.1150671,,Right Foot,True,,,"[112.6, 42.5]",,High Pass,,39.53492,Incomplete,,Felipe Anderson Pereira Gomes,8172.0,,,,,,1,From Kick Off,Senad Lulić,7785.0,Left Back,2,Lazio,236,"['25e89325-e72f-42b3-9056-b2369bc30725', '9fb1defa-ee8b-4a82-b3a0-7e2f21431043', 'd26ab5c2-e903-4c79-8f48-ef16b841c36d']",27,,,,,,,,,,,,,,,,,Lazio,236,00:00:27.466,Pass,True
,,,,,,,,,,,,,,,,,,1.250199,,,,,,,,,,,,,,,,b1833368-3203-4f32-81af-b2975b4191ba,42,,"[105.7, 0.1]",3879766,0,,,,1.0077885,,,,,,"[113.4, 12.3]",,High Pass,,14.426711,,,Marco Parolo,8173.0,,,,,Throw-in,1,From Throw In,Senad Lulić,7785.0,Left Back,3,Lazio,236,['a8543029-956e-4640-84dc-bfba5fdb0e29'],44,,,,,,,,,,,,,,,,,Lazio,236,00:00:44.227,Pass,
,,,,,,,,,,,,,,,,,,3.33176,,,,,,,,,,,,,,,,1a3202f6-1255-46db-aca0-ba6a9a689049,47,,"[7.0, 36.1]",3879766,1,,,,-0.5368029,,Right Foot,,,,"[55.9, 7.0]",,High Pass,,56.903603,,,Federico Peluso,7118.0,,,,,Goal Kick,1,From Goal Kick,Andrea Consigli,7132.0,Goalkeeper,4,Sassuolo,232,['ac2dd520-15dc-4613-83ca-c0c89a5c877e'],11,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:11.115,Pass,
,,,,,,,,,,,,,,,,,,1.333618,,,,,,,,,,,,,,,,8992bc32-cb80-4aa1-9fee-b8070cd5a737,49,,"[55.9, 7.0]",3879766,1,,,True,-0.119428925,,,,,,"[73.4, 4.9]",,High Pass,,17.62555,Incomplete,,,,,,,,,1,From Goal Kick,Federico Peluso,7118.0,Left Back,4,Sassuolo,232,"['03afc2a1-f9be-491d-bb73-8e739858596a', 'b1d93333-6bd0-4b95-86b8-ebc714953faf']",14,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:14.487,Pass,True
,,,,,,,,,,,,,,,,,,0.456487,,,,,,,,,,,,,,,,bdf237dd-8d3c-4f52-ab87-182e00222a68,53,,"[47.8, 75.4]",3879766,1,,,,-0.12062367,,Right Foot,,,,"[54.4, 74.6]",,Ground Pass,,6.6483083,,,Felipe Anderson Pereira Gomes,8172.0,,,,,,1,Regular Play,Abdoulay Konko,26683.0,Right Back,5,Lazio,236,['064a27a7-fe94-4220-a943-672b76287e9e'],16,,,,,,,,,,,,,,,,,Lazio,236,00:01:16.603,Pass,
,,,,,,,,,,,,,,,,,,0.757732,,,,,,,,,,,,,,,,4f242faf-8b62-4ce9-a26a-fa5fe16a580a,56,,"[54.4, 74.6]",3879766,1,,,,-1.1441689,,Left Foot,,,,"[57.4, 68.0]",,Ground Pass,,7.2498274,,,Sergej Milinković-Savić,5589.0,,,,,,1,Regular Play,Felipe Anderson Pereira Gomes,8172.0,Right Wing,5,Lazio,236,['82376798-6333-44db-a84d-f6d7a9849aa7'],17,,,,,,,,,,,,,,,,,Lazio,236,00:01:17.199,Pass,
,,,,,,,,,,,,,,,,,,0.721763,,,,,,,,,,,,,,,,a7c0a067-7d2f-474b-a908-9f5a11ed73fd,60,,"[60.6, 75.4]",3879766,1,,,,-3.1156244,,Right Foot,,,,"[52.9, 75.2]",,Ground Pass,,7.702597,,,Abdoulay Konko,26683.0,,,,,,1,Regular Play,Sergej Milinković-Savić,5589.0,Right Center Midfield,5,Lazio,236,['7363cd62-4126-4c58-86e1-8dcb1017eff0'],19,,,,,,,,,,,,,,,,,Lazio,236,00:01:19.676,Pass,
,,,,,,,,,,,,,,,,,,0.913848,,,,,,,,,,,,,,,,ad7fc296-ae61-4a70-9dd8-45d0fcce97c1,64,,"[52.9, 75.4]",3879766,1,,,,-2.6202662,,Right Foot,,,,"[38.1, 66.9]",,Ground Pass,,17.06722,,,Milan Biševac,3103.0,,,,,,1,Regular Play,Abdoulay Konko,26683.0,Right Back,5,Lazio,236,"['08970258-3edf-45ee-ad5f-c1a1bc43809c', '80e8046b-28ed-4d40-a8f2-286d64c87b32']",21,,,,,,,,,,,,,,,,,Lazio,236,00:01:21.128,Pass,True
,,,,,,,,,,,,,,,,,,1.139653,,,,,,,,,,,,,,,,c8c0b7a9-cdee-45dc-bc41-8543f071d89d,67,,"[38.1, 65.0]",3879766,1,,,,-1.6085143,,Right Foot,,,,"[37.5, 49.1]",,Ground Pass,,15.911317,,,Maurício dos Santos Nascimento,9939.0,,,,,,1,Regular Play,Milan Biševac,3103.0,Right Center Back,5,Lazio,236,['9f4a423b-44bc-4e99-9bd9-78ae144596e6'],22,,,,,,,,,,,,,,,,,Lazio,236,00:01:22.855,Pass,
,,,,,,,,,,,,,,,,,,1.437709,,,,,,,,,,,,,,,,edd62c2a-4848-4b32-a2fe-bf301a4032bf,71,,"[42.4, 46.8]",3879766,1,,,,-1.191752,,Right Foot,,,,"[51.8, 23.2]",,Low Pass,,25.403149,,,Senad Lulić,7785.0,,,,,,1,Regular Play,Maurício dos Santos Nascimento,9939.0,Left Center Back,5,Lazio,236,"['608ff9b9-6e3f-4b82-b7b3-71a156fd7b69', '8d0c1a5a-0d40-46d2-9c2a-51bc1ff6fedd']",24,,,,,,,,,,,,,,,,,Lazio,236,00:01:24.851,Pass,True
,,,,,,,,,,,,,,,,,,3.355801,,,,,,,,,,,,,,,,631f77aa-0564-44ae-9807-50a72e62736d,74,,"[53.3, 24.1]",3879766,1,,,,0.26306227,,Left Foot,,,,"[106.4, 38.4]",,High Pass,,54.991817,Incomplete,,Miroslav Klose,19286.0,,,,,,1,Regular Play,Senad Lulić,7785.0,Left Back,5,Lazio,236,"['6b825287-a781-4dbd-9fd5-ef892438b583', 'ce689349-4138-44a6-b999-dc90d85894f7']",27,,,,,,,,,,,,,,,,,Lazio,236,00:01:27.845,Pass,
,,,,,,,,,,,,,,,,,,1.284652,,,,,,,,,,,,,,,,e9ad1b37-07b9-447c-81f3-9d7d9ae5f95a,77,,"[13.9, 35.0]",3879766,1,True,,,-1.1807482,,Keeper Arm,,,,"[17.6, 26.0]",,Ground Pass,,9.730879,,,Francesco Acerbi,7119.0,,,,,,1,From Keeper,Andrea Consigli,7132.0,Goalkeeper,6,Sassuolo,232,['54419fc4-21d2-4980-8037-5c40cbe181ca'],33,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:33.189,Pass,
,,,,,,,,,,,,,,,,,,1.257753,,,,,,,,,,,,,,,,5b957635-70a9-420a-a1ca-db3c4b8aeadb,79,,"[18.9, 26.9]",3879766,1,,,,0.8093936,,Left Foot,,,,"[31.1, 39.7]",,Ground Pass,,17.68276,,,Francesco Magnanelli,7127.0,,,,,,1,From Keeper,Francesco Acerbi,7119.0,Left Center Back,6,Sassuolo,232,['0e3a20ad-3a88-4ac6-a0aa-80087d83eea8'],35,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:35.189,Pass,
,,,,,,,,,,,,,,,,,,1.929231,,,,,,,,,,,,,,,,b0fb4e49-5a74-454c-94c1-1985e39b9680,83,,"[30.8, 37.6]",3879766,1,,,,-2.0707603,,Right Foot,,,,"[18.4, 14.9]",,Ground Pass,,25.866001,,,Francesco Acerbi,7119.0,,,,,,1,From Keeper,Francesco Magnanelli,7127.0,Center Defensive Midfield,6,Sassuolo,232,"['ad2d0ea9-774a-4b23-ac98-cb13c10517c2', 'c57766b7-db23-446e-b15d-6dd5fc4c048f']",36,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:36.967,Pass,True
,,,,,,,,,,,,,,,,,,2.663136,,,,,,,,,,,,,,,,f3392104-0285-4963-9d56-735358be8f35,86,,"[17.2, 14.5]",3879766,1,,,,-0.1978145,,Left Foot,,,,"[63.1, 5.3]",,High Pass,,46.812927,Incomplete,,Nicola Sansone,6859.0,,,,,,1,From Keeper,Francesco Acerbi,7119.0,Left Center Back,6,Sassuolo,232,"['7d2147ee-64e0-46fc-bf7a-acd15eb2a78e', '8772deab-a9dc-42f9-af41-82d578bcf658']",39,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:39.675,Pass,
,,,,,,,,,,,,,,,,,,1.309342,,,,,,,,,,,,,,,,8772deab-a9dc-42f9-af41-82d578bcf658,89,,"[57.0, 74.8]",3879766,1,,,True,-0.21109334,,,,,,"[66.8, 72.7]",,High Pass,,10.022474,,,Sergej Milinković-Savić,5589.0,,,,,Recovery,1,Regular Play,Abdoulay Konko,26683.0,Right Back,7,Lazio,236,"['70092788-5694-4f0c-91e4-8e607b9d4dc6', 'a1dad93d-b30b-42fb-8b0c-b7aa75d68d50', 'f3392104-0285-4963-9d56-735358be8f35']",42,,,,,,,,,,,,,,,,,Lazio,236,00:01:42.338,Pass,True
,,,,,,,,,,,,,,,,,,1.218884,,,,,,,,,,,,,,,,a3a6eaba-61ea-4795-a208-e2957381eae1,99,,"[69.2, 73.3]",3879766,1,,,,0.62548506,,Left Foot,,,,"[72.8, 75.9]",,Ground Pass,,4.4407206,Incomplete,,Felipe Anderson Pereira Gomes,8172.0,,,,,,1,Regular Play,Sergej Milinković-Savić,5589.0,Right Center Midfield,7,Lazio,236,"['a27810be-fca7-4737-9970-618409b3439d', 'c4df7f46-3daf-4fe0-8273-cadcb462585b', 'cb2ac07c-7008-486a-99b3-f97d647cd8a2']",47,,,,,,,,,,,,,,,,,Lazio,236,00:01:47.905,Pass,True
,,,,,,,,,,,,,,,,,,0.45812,,,,,,,,,,,,,,,,c4df7f46-3daf-4fe0-8273-cadcb462585b,102,,"[47.3, 4.2]",3879766,1,True,,,0.52807444,,Left Foot,,,,"[56.9, 9.8]",,Ground Pass,,11.1139555,,,Joseph Alfred Duncan,7698.0,,,,,Recovery,1,Regular Play,Federico Peluso,7118.0,Left Back,8,Sassuolo,232,"['0f25d48e-e1fa-414f-b3a0-bb236efdc70b', 'a3a6eaba-61ea-4795-a208-e2957381eae1', 'de4e61d9-127d-4f3a-a3d3-6c71473ee9ae']",49,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:49.124,Pass,True
,,,,,,,,,,,,,,,,,,0.690301,,,,,,,,,,,,,,,,13a1fd13-f483-42f5-b896-0016c6c296b8,104,,"[56.9, 9.8]",3879766,1,True,,,3.0535853,,Right Foot,,,,"[50.1, 10.4]",,Ground Pass,,6.8264194,,,Nicola Sansone,6859.0,,,,,,1,Regular Play,Joseph Alfred Duncan,7698.0,Left Center Midfield,8,Sassuolo,232,['31ab4783-f355-4d6c-8c82-a6ee7d5f489b'],49,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:49.622,Pass,
,,,,,,,,,,,,,,,,,,0.485204,,,,,,,,,,,,,,,,9b72690a-d12c-4318-b662-fed644b27a64,108,,"[50.5, 11.1]",3879766,1,,,,-0.42200503,,Right Foot,,,,"[55.4, 8.9]",,Ground Pass,,5.3712196,,,Joseph Alfred Duncan,7698.0,,,,,,1,Regular Play,Nicola Sansone,6859.0,Left Wing,8,Sassuolo,232,['200788ca-4550-4dc4-b648-3df4cf2310af'],50,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:50.352,Pass,
,,,,,,,,,,,,,,,,,,3.594931,,,,,,,,,,,,,,,,d1ee28f9-3df2-4fc6-be63-3588a3b8d053,111,,"[56.5, 8.5]",3879766,1,,,,-0.060611684,,Left Foot,,,,"[94.4, 6.2]",,Ground Pass,,37.969727,Incomplete,,Federico Peluso,7118.0,,,,,,1,Regular Play,Joseph Alfred Duncan,7698.0,Left Center Midfield,8,Sassuolo,232,"['98c29370-cd3d-45f6-92a1-5ba14d1d195e', 'e2fe85ea-ea2b-4580-aee8-739491f05b4e']",51,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:51.877,Pass,
,,,,,,,,,,,,,,,,,,0.858326,,,,,,,,,,,,,,,,e2fe85ea-ea2b-4580-aee8-739491f05b4e,114,,"[25.7, 73.9]",3879766,1,,,,-2.0740707,,Left Foot,,,,"[20.8, 65.0]",,Ground Pass,,10.159724,,,Milan Biševac,3103.0,,,,,Recovery,1,Regular Play,Abdoulay Konko,26683.0,Right Back,9,Lazio,236,"['62b488bd-bfe9-43e9-a961-8704275af705', '6bed901a-9ff6-4ddf-bbb9-98034a40cb75', 'd1ee28f9-3df2-4fc6-be63-3588a3b8d053']",55,,,,,,,,,,,,,,,,,Lazio,236,00:01:55.472,Pass,True
,,,,,,,,,,,,,,,,,,2.412446,,,,,,,,,,,,,,,,707e270e-30d2-4693-a990-8c26566f2edf,118,,"[18.9, 69.9]",3879766,1,,,,0.1260881,,Right Foot,,,,"[54.4, 74.4]",,High Pass,,35.784073,,,Felipe Anderson Pereira Gomes,8172.0,,,,,,1,Regular Play,Milan Biševac,3103.0,Right Center Back,9,Lazio,236,"['a4c9ec39-c18c-4915-acd4-5ae160928346', 'e0bfcf5f-b5ba-4365-bd66-3640be831d64']",58,,,,,,,,,,,,,,,,,Lazio,236,00:01:58.669,Pass,True
,,,,,,,,,,,,,,,,,,1.17984,,,,,,,,,,,,,,,,06373fde-d989-419d-b435-fc77916075ae,129,,"[81.8, 74.4]",3879766,2,,,,-1.1586496,,Right Foot,,,,"[90.5, 54.5]",,Ground Pass,,21.718655,Incomplete,,Marco Parolo,8173.0,,,,,,1,Regular Play,Felipe Anderson Pereira Gomes,8172.0,Right Wing,9,Lazio,236,"['45cdc317-4de3-41fd-be82-8e63d187f690', 'a20d820d-45f1-48b0-a007-13c88393e96d']",5,,,,,,,,,,,,,,,,,Lazio,236,00:02:05.733,Pass,
,,,,,,,,,,,,,,,,,,0.476443,,,,,,,,,,,,,,,,02bf78c6-50dd-45d7-9cc6-46516261bca8,135,,"[84.3, 57.5]",3879766,2,,,,-0.9374989,,Right Foot,,,,"[90.1, 49.6]",,Ground Pass,,9.80051,,,Antonio Candreva,7776.0,,,,,,1,Regular Play,Miroslav Klose,19286.0,Center Forward,9,Lazio,236,"['d0bfa3e7-0658-4ed7-89ca-64542d70c2ee', 'fa027327-cb17-4f14-975a-8f47258ae115']",9,,,,,,,,,,,,,,,,,Lazio,236,00:02:09.280,Pass,True
