50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.315931,,,,,,,,,,,,,,28f59fa6-49fc-4b6a-99e2-4c2ed36f111d,19,,"[11.7, 45.3]",3879771,0,,,,1.6131439,,Left Foot,,,,"[11.2, 57.1]",,Ground Pass,,11.810589,,,,,Paolo Cannavaro,8848.0,,,,,Recovery,1,Regular Play,Francesco Acerbi,7119.0,Left Center Back,3,Sassuolo,232,"['379a45c3-b8d7-4092-8f0d-6fb689ddfe0d', '46cbf4e1-f1c2-4eab-a61d-d684eef019ea']",10,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:10.339,Pass,
,,,,,,,,,,,,,,,,,3.9239,,,,,,,,,,,,,,f80b005a-e792-4538-89ae-a2c09639a4f3,21,,"[11.5, 57.1]",3879771,0,,,,-0.7428706,,Left Foot,,,,"[50.7, 21.1]",,High Pass,,53.222553,,,Incomplete,,Nicola Sansone,6859.0,,,,,,1,Regular Play,Paolo Cannavaro,8848.0,Right Center Back,3,Sassuolo,232,"['4de3e7d3-84f2-4065-a4d9-9dbe03bd2990', '53aa38cd-d675-46a3-831d-f5a832afa9e3']",11,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:11.654,Pass,
,,,,,,,,,,,,,,,,,0.216288,,,,,,,,,,,,,,53aa38cd-d675-46a3-831d-f5a832afa9e3,23,,"[69.4, 59.0]",3879771,0,,,True,-0.9453113,,,,,,"[72.0, 55.4]",,High Pass,,4.4407206,,,Incomplete,,,,,,,,Recovery,1,Regular Play,Mattia De Sciglio,6944.0,Right Back,3,Sassuolo,232,"['63a29959-10ad-44be-8121-b7166317eafe', '7496c73a-ead7-4d16-97c4-d18933c26af8', 'f80b005a-e792-4538-89ae-a2c09639a4f3']",15,,,,,,,,,,,,,,,,,AC Milan,243,00:00:15.578,Pass,True
,,,,,,,,,,,,,,,,,1.004324,,,,,,,,,,,,,,c949cfe5-94be-4f41-a2cf-f167c6f32535,26,,"[48.8, 43.0]",3879771,0,,,,-1.3465616,,Head,,,,"[51.4, 31.6]",,High Pass,,11.692733,,,,,Nicola Sansone,6859.0,,,,,Recovery,1,Regular Play,Simone Missiroli,7113.0,Right Center Midfield,3,Sassuolo,232,['0c60661d-1321-4349-9831-7a2cc67c72c6'],17,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:17.622,Pass,
,,,,,,,,,,,,,,,,,1.359828,,,,,,,,,,,,,,7ce718ba-c164-456d-9b25-2adfcbc88f86,39,,"[46.3, 27.0]",3879771,1,,,,-0.89883316,,Head,,,,"[53.3, 18.2]",,Low Pass,,11.2445545,,,,,Juraj Kucka,10919.0,,,,,Recovery,1,From Counter,Mario Barwuah Balotelli,3371.0,Left Center Forward,5,AC Milan,243,['5bc7a07f-acd6-4f58-852c-34e53ca0f6b9'],29,,,,,,,,,,,,,,,,,AC Milan,243,00:01:29.638,Pass,
,,,,,,,,,,,,,,,,,0.805195,,,,,,,,,,,,,,8ea9e72b-5e1e-4eb4-8a24-2ad72e48375f,43,,"[67.2, 16.0]",3879771,1,,,,0.32175055,c7703b89-765a-48c7-9f0e-388e54356f43,Right Foot,,,,"[85.8, 22.2]",,Ground Pass,,19.606121,,,,,Mario Barwuah Balotelli,3371.0,True,,,,,1,From Counter,Juraj Kucka,10919.0,Right Defensive Midfield,5,AC Milan,243,['568caa3a-527c-4f2f-970e-419b142be5d9'],34,,,,,,,,,,,,,,,,,AC Milan,243,00:01:34.836,Pass,
,,,,,,,,,,,,,,,,,0.342151,,,,,,,,,,,,,,10dc2f0e-1ae1-4553-b422-03a846a5006b,50,,"[28.3, 50.7]",3879771,1,,,,-0.4636476,,Right Foot,,,,"[31.7, 49.0]",,Ground Pass,,3.8013155,,,Incomplete,,Gregoire Defrel,7457.0,,,,,Recovery,1,Regular Play,Simone Missiroli,7113.0,Right Center Midfield,5,AC Milan,243,"['2343af95-796b-4503-a122-11940a5315b7', '8f3e41c0-2188-48ae-a32f-ef58270b1796', 'b1c503c4-48c4-4e21-ac2a-0beae95af474']",43,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:43.556,Pass,True
,,,,,,,,,,,,,,,,,0.952811,,,,,,,,,,,,,,dffcd3e5-759a-40a9-9a5a-03487112d6dc,53,,"[87.7, 42.4]",3879771,1,,,,0.9234042,,Right Foot,,,,"[93.9, 50.6]",,Ground Pass,,10.280078,,,,,Keisuke Honda,5683.0,,,,,Recovery,1,Regular Play,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,5,AC Milan,243,['c8aebfe8-a226-49f4-9543-d57872220343'],44,,,,,,,,,,,,,,,,,AC Milan,243,00:01:44.843,Pass,
,,,,,,,,,,,,,,,,,1.565149,,,,,,,,,,,,,,963cb02f-ba2c-4737-ad89-d6a0baef605d,64,,"[117.5, 69.7]",3879771,1,,,,3.034857,,Left Foot,,,,"[100.7, 71.5]",,Ground Pass,,16.896152,,,,,Mattia De Sciglio,6944.0,,,,,,1,Regular Play,Keisuke Honda,5683.0,Right Midfield,5,AC Milan,243,['dd93433a-e8fb-47ed-a04c-5b5aa112d9f6'],57,,,,,,,,,,,,,,,,,AC Milan,243,00:01:57.457,Pass,
,,,,,,,,,,,,,,,,,1.002938,,,,,,,,,,,,,,b153b751-5670-405c-a4e2-57770584be7a,67,,"[100.0, 71.5]",3879771,2,,,,-1.175388,,Right Foot,True,,,"[109.6, 48.5]",,High Pass,,24.923082,,,Incomplete,,,,,,,,,1,Regular Play,Mattia De Sciglio,6944.0,Right Back,5,AC Milan,243,['ab91cf8c-b174-49f6-982e-309d136f2832'],0,,,,,,,,,,,,,,,,,AC Milan,243,00:02:00.116,Pass,
,,,,,,,,,,,,,,,,,1.058986,,,,,,,,,,,,,,e93555ee-a783-4372-ba45-f418ecef217d,71,,"[56.9, 80.0]",3879771,2,,,,-0.5996843,,,,,,"[66.7, 73.3]",,Low Pass,,11.871394,,,,,Keisuke Honda,5683.0,,,,,Throw-in,1,From Throw In,Mattia De Sciglio,6944.0,Right Back,6,AC Milan,243,['9e7ca245-9ab7-4117-b753-71b62e3d64aa'],17,,,,,,,,,,,,,,,,,AC Milan,243,00:02:17.945,Pass,
,,,,,,,,,,,,,,,,,1.101374,,,,,,,,,,,,,,0c41b9ec-974f-4dd9-a6f0-9ac410759730,78,,"[55.0, 8.1]",3879771,2,,,True,0.94759697,,,,,,"[59.6, 14.5]",,Low Pass,,7.881624,,,,,Nicola Sansone,6859.0,,,,,,1,From Throw In,Federico Peluso,7118.0,Left Back,6,AC Milan,243,"['25a4a7c0-12a4-4dad-b209-dbb76af92b87', 'f11fee0b-834c-44e2-ab97-5314e59d1261']",20,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:20.386,Pass,True
,,,,,,,,,,,,,,,,,4.78661,,,,,,,,,,,,,,cbe764bf-1ad0-4db3-a511-7ca77aad73a8,81,,"[56.0, 14.1]",3879771,2,,,,0.65497214,,Right Foot,,,,"[96.1, 44.9]",,High Pass,,50.563328,,,Incomplete,,,,,,,,,1,From Throw In,Nicola Sansone,6859.0,Left Wing,6,AC Milan,243,['d900f770-5f84-4a33-bdcd-b2692beea0f4'],21,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:21.876,Pass,
,,,,,,,,,,,,,,,,,1.150025,,,,,,,,,,,,,,70bca430-76bc-401f-aa93-ec71dd4075b2,84,,"[24.0, 35.2]",3879771,2,,,,-1.1575791,,Right Foot,,,,"[29.7, 22.2]",,Ground Pass,,14.194717,,,,,Luca Antonelli,8874.0,,,,,,1,From Throw In,Gianluigi Donnarumma,7036.0,Goalkeeper,6,AC Milan,243,['6ffb6ad1-e750-4f8f-89d0-28c49edea6e4'],27,,,,,,,,,,,,,,,,,AC Milan,243,00:02:27.550,Pass,
,,,,,,,,,,,,,,,,,1.902999,,,,,,,,,,,,,,8b171a88-40d1-4685-b38b-10a2aa549878,87,,"[30.9, 31.8]",3879771,2,,,,1.3958782,,Left Foot,,,,"[35.0, 55.0]",,Ground Pass,,23.5595,,,,,Alex Rodrigo Dias da Costa,40945.0,,,,,,1,From Throw In,Luca Antonelli,8874.0,Left Back,6,AC Milan,243,['2f546db4-6d82-47ed-9f59-cc2a05a11413'],30,,,,,,,,,,,,,,,,,AC Milan,243,00:02:30.050,Pass,
,,,,,,,,,,,,,,,,,1.364156,,,,,,,,,,,,,,db45489b-869b-48bc-89e2-816312cb66f3,90,,"[37.4, 54.3]",3879771,2,,,,-1.6103015,,Right Foot,,,,"[36.4, 29.0]",,Ground Pass,,25.319756,,,,,Cristian Eduardo Zapata Valencia,6360.0,,,,,,1,From Throw In,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,6,AC Milan,243,['6e6c05a5-6349-4247-aa13-32cd1f94787f'],33,,,,,,,,,,,,,,,,,AC Milan,243,00:02:33.703,Pass,
,,,,,,,,,,,,,,,,,2.931825,,,,,,,,,,,,,,fb92ede4-f382-42e7-89ac-73b73de77871,93,,"[36.2, 29.0]",3879771,2,,,,-1.1625684,,Right Foot,,,,"[48.7, 0.1]",,Ground Pass,,31.487457,,,Out,,Luca Antonelli,8874.0,,,,,,1,From Throw In,Cristian Eduardo Zapata Valencia,6360.0,Left Center Back,6,AC Milan,243,['6105e541-40a2-41f5-87fd-5fa5f111865d'],35,,,,,,,,,,,,,,,,,AC Milan,243,00:02:35.890,Pass,
,,,,,,,,,,,,,,,,,0.933806,,,,,,,,,,,,,,6384cf1b-b113-4015-9766-259984e59266,95,,"[78.6, 80.0]",3879771,2,,,,-1.2833331,,,,,,"[82.0, 68.5]",,Low Pass,,11.992081,,,,,Domenico Berardi,7131.0,,,,,Throw-in,1,From Throw In,Šime Vrsaljko,5461.0,Right Back,7,Sassuolo,232,['5b97a5e1-a92f-4bed-9dd9-bcb81bed657a'],43,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:43.476,Pass,
,,,,,,,,,,,,,,,,,0.924424,,,,,,,,,,,,,,f6a6e0d6-4405-420f-8452-25f6fce6d824,98,,"[77.9, 68.5]",3879771,2,,,,-0.6977571,,Left Foot,,,,"[90.9, 57.6]",,Ground Pass,,16.964964,,,,,Gregoire Defrel,7457.0,,,,,,1,From Throw In,Domenico Berardi,7131.0,Right Wing,7,Sassuolo,232,['1143c071-8c26-4bed-ae92-8c76253d7678'],46,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:46.449,Pass,
,,,,,,,,,,,,,,,,,0.768668,,,,,,,,,,,,,,5e0d19a2-a8c6-4388-a5fc-fb5db8ebdf31,102,,"[89.2, 57.2]",3879771,2,,,,-2.8116455,,Left Foot,,,,"[81.9, 54.7]",,Ground Pass,,7.7162166,,,,,Domenico Berardi,7131.0,,,,,,1,From Throw In,Gregoire Defrel,7457.0,Center Forward,7,Sassuolo,232,"['405fa424-73a8-4688-843f-133481fb887c', '95185928-4b61-45b8-9508-825d90d97321']",48,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:48.059,Pass,True
,,,,,,,,,,,,,,,,,2.409231,,,,,,,,,,,,,,cc72f093-7c45-47ea-88a0-45c8bff1d03f,108,,"[76.2, 52.3]",3879771,3,True,,,0.53380877,,Right Foot,,,,"[109.7, 72.1]",,High Pass,,38.91388,,,,,Šime Vrsaljko,5461.0,,,,,Free Kick,1,From Free Kick,Francesco Magnanelli,7127.0,Center Defensive Midfield,8,Sassuolo,232,['c07b410d-53d2-46e0-9ef4-4a5070d7d09e'],5,,,,,,,,,,,,,,,,,Sassuolo,232,00:03:05.723,Pass,
,,,,,,,,,,,,,,,,,0.909004,,,,,,,,,,,,,,ff0158a4-3db3-4d1c-a3e8-dff9328575b7,110,,"[111.6, 69.0]",3879771,3,,,,-1.6255361,,Right Foot,True,,,"[110.4, 47.1]",,Ground Pass,,21.932852,,,Incomplete,,,,,,,,,1,From Free Kick,Šime Vrsaljko,5461.0,Right Back,8,Sassuolo,232,['96c3de72-5e28-4476-8ce5-b41438402f98'],9,,,,,,,,,,,,,,,,,Sassuolo,232,00:03:09.611,Pass,
,,,,,,,,,,,,,,,,,3.17907,,,,,,,,,,,,,,891d4119-6021-44fe-aa83-16f4514257c2,121,,"[8.6, 67.9]",3879771,3,,,,-0.16072495,,Right Foot,,,,"[78.3, 56.6]",,High Pass,,70.610054,,,Incomplete,,Mario Barwuah Balotelli,3371.0,,,,,Free Kick,1,From Free Kick,Gianluigi Donnarumma,7036.0,Goalkeeper,9,AC Milan,243,"['b61d76e0-4c43-4675-9fee-6a60254c06a2', 'ce4e4edf-d1a6-403f-b4f6-b5d0fe915347']",43,,,,,,,,,,,,,,,,,AC Milan,243,00:03:43.254,Pass,
,,,,,,,,,,,,,,,,,0.996704,,,,,,,,,,,,,,c34add44-04bb-4864-a443-ecd1173fc9d7,125,,"[45.9, 24.6]",3879771,3,,,True,-0.8422474,,,,,,"[51.7, 18.1]",,Low Pass,,8.711487,,,Incomplete,,Joseph Alfred Duncan,7698.0,,,,,Recovery,1,From Free Kick,Simone Missiroli,7113.0,Right Center Midfield,9,AC Milan,243,"['2257c528-f6b8-4b9a-bc0a-7148f5b23e79', '48320394-d9b0-445b-9ae2-29476f677bd1', '7aac1c54-a520-4d37-82c3-9d55bc546191']",47,,,,,,,,,,,,,,,,,Sassuolo,232,00:03:47.307,Pass,True
,,,,,,,,,,,,,,,,,1.092841,,,,,,,,,,,,,,627db1da-a23f-48d4-9eb6-119d848c47b5,129,,"[43.0, 18.1]",3879771,3,,,,-0.7788623,,Right Foot,,,,"[50.7, 10.5]",,Low Pass,,10.818965,,,,,Nicola Sansone,6859.0,,,,,Recovery,1,Regular Play,Francesco Magnanelli,7127.0,Center Defensive Midfield,10,Sassuolo,232,['cab214b1-9b3d-4217-9a43-d13585c8f7e1'],49,,,,,,,,,,,,,,,,,Sassuolo,232,00:03:49.371,Pass,
,,,,,,,,,,,,,,,,,0.721308,,,,,,,,,,,,,,a9e6e2e7-f96f-463d-acb5-95964acba160,132,,"[54.6, 10.5]",3879771,3,,,,1.929567,,Right Foot,,,,"[51.9, 17.7]",,Ground Pass,,7.6896033,,,,,Joseph Alfred Duncan,7698.0,,,,,,1,Regular Play,Nicola Sansone,6859.0,Left Wing,10,Sassuolo,232,['bee2578f-216d-4c7f-be5c-376f7df0d7dd'],50,,,,,,,,,,,,,,,,,Sassuolo,232,00:03:50.504,Pass,
,,,,,,,,,,,,,,,,,2.373499,,,,,,,,,,,,,,d41abd91-658e-49d5-bd15-4089c8c4c921,139,,"[55.8, 14.1]",3879771,4,,,,0.71639645,,Left Foot,,,,"[93.7, 47.1]",,High Pass,,50.253456,,,Incomplete,,Gregoire Defrel,7457.0,,,,,Free Kick,1,From Free Kick,Francesco Acerbi,7119.0,Left Center Back,11,Sassuolo,232,"['b81aa281-068f-4c16-8bf6-d281b76b69ae', 'bb0671a5-4d41-48dc-b36e-bfc4f83f16ec']",13,,,,,,,,,,,,,,,,,Sassuolo,232,00:04:13.916,Pass,
,,,,,,,,,,,,,,,,,0.942855,,,,,,,,,,,,,,f10d9dcd-102f-4a50-a4b2-29f57d0d606d,145,,"[73.6, 60.0]",3879771,4,,,,0.9119903,,Right Foot,,,,"[85.6, 75.5]",,Ground Pass,,19.602295,,,,,Domenico Berardi,7131.0,,,,,,1,From Free Kick,Šime Vrsaljko,5461.0,Right Back,11,Sassuolo,232,['db3d2a74-167c-4887-b7d8-c832c4564abd'],20,,,,,,,,,,,,,,,,,Sassuolo,232,00:04:20.292,Pass,
,,,,,,,,,,,,,,,,,1.360085,,,,,,,,,,,,,,64313dce-508e-411c-97d5-deeadcf08409,161,,"[50.4, 22.9]",3879771,4,True,,,-1.5707964,,Right Foot,,,,"[50.4, 15.3]",,Ground Pass,,7.6,,,,,Cristian Eduardo Zapata Valencia,6360.0,,,,,Free Kick,1,From Free Kick,Andrea Bertolacci,7147.0,Left Defensive Midfield,13,AC Milan,243,['010295c9-fd43-4a13-82c5-fb25f371c898'],49,,,,,,,,,,,,,,,,,AC Milan,243,00:04:49.857,Pass,
,,,,,,,,,,,,,,,,,1.155451,,,,,,,,,,,,,,f4e13088-8629-4a3a-92e0-4e5140373b38,163,,"[54.0, 13.5]",3879771,4,,,,-0.68788236,,Right Foot,,,,"[64.1, 5.2]",,Ground Pass,,13.072873,,,,,Luca Antonelli,8874.0,,,,,,1,From Free Kick,Cristian Eduardo Zapata Valencia,6360.0,Left Center Back,13,AC Milan,243,['2ebd736b-3a9d-41bf-b85c-61f76ba0ccaf'],51,,,,,,,,,,,,,,,,,AC Milan,243,00:04:51.676,Pass,
,,,,,,,,,,,,,,,,,1.366428,,,,,,,,,,,,,,91108ac5-99ea-4840-9d2d-71895433119f,166,,"[63.1, 5.1]",3879771,4,,,,2.819842,,Left Foot,,,,"[49.9, 9.5]",,Ground Pass,,13.9140215,,,,,Cristian Eduardo Zapata Valencia,6360.0,,,,,,1,From Free Kick,Luca Antonelli,8874.0,Left Back,13,AC Milan,243,['dc717ba7-08b4-4187-89f0-04641416ee09'],52,,,,,,,,,,,,,,,,,AC Milan,243,00:04:52.912,Pass,
,,,,,,,,,,,,,,,,,2.235853,,,,,,,,,,,,,,5c14575c-9be1-434a-98cc-e06d7da398e4,169,,"[44.6, 12.8]",3879771,4,,,,1.6785859,,Right Foot,,,,"[41.7, 39.6]",,Ground Pass,,26.956446,,,,,Alex Rodrigo Dias da Costa,40945.0,,,,,,1,From Free Kick,Cristian Eduardo Zapata Valencia,6360.0,Left Center Back,13,AC Milan,243,['b2941609-155e-4d38-bcb4-261a24e0f462'],55,,,,,,,,,,,,,,,,,AC Milan,243,00:04:55.688,Pass,
