50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.804848,,,,,,,,,,,,,,,7b309ade-e010-4126-a161-32255fefda76,21,,,"[54.2, 52.0]",3879545,0,,,,-1.4382448,,Right Foot,,,,"[55.6, 41.5]",,Ground Pass,,10.592922,,,Seydou Kéita,20169.0,,,,,,1,From Kick Off,Miralem Pjanić,6947.0,Right Center Midfield,2,AS Roma,229,"['663e2d80-e09e-4259-a63b-e995316aa2d3', '879ccbfa-ed76-41fd-b2c5-44d8426ee259']",11,,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:11.559,Pass,True
,,,,,,,,,,,,,,,,,,0.864288,,,,,,,,,,,,,,,bc96dddb-2933-40e4-ad28-1f1948ac3edf,24,,,"[55.6, 41.5]",3879545,0,,,,2.224101,,Left Foot,,,,"[49.4, 49.6]",,Low Pass,,10.20049,Incomplete,,Miralem Pjanić,6947.0,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Center Defensive Midfield,2,AS Roma,229,"['449ef9fc-cf27-498e-80ad-27ff7fb85b18', '6087c59f-8672-42a5-8866-ba5b7b251b0a']",12,,,,,,,,,,,,,,,,,,,AS Roma,229,00:00:12.515,Pass,
,,,,,,,,,,,,,,,,,,2.182208,,,,,,,,,,,,,,,95b53032-905a-472d-a2f8-e05318a1f1b6,31,,,"[70.3, 30.6]",3879545,0,,,,2.2170346,,Left Foot,,,,"[57.1, 48.1]",,Ground Pass,,21.920082,,,Matías Agustín Silvestre,7019.0,,,,,Free Kick,1,From Free Kick,Fernando Lucas Martins,16586.0,Center Defensive Midfield,4,Sampdoria,234,['05cf812d-48bc-4ebd-9492-06472ba89418'],37,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:37.970,Pass,
,,,,,,,,,,,,,,,,,,1.435839,,,,,,,,,,,,,,,0372fa05-bc5a-485c-9b4a-707c8057a4d7,35,,,"[58.7, 52.2]",3879545,0,,,,1.2833331,,Right Foot,,,,"[65.5, 75.2]",,Ground Pass,,23.984161,,,Pedro Miguel Almeida Lopes Pereira,8423.0,,,,,,1,From Free Kick,Matías Agustín Silvestre,7019.0,Right Center Back,4,Sampdoria,234,"['89c6a10c-ff88-4fd9-af80-2dcf020a9414', 'ffee090a-0f7e-44e3-9b02-973400b00577']",41,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:41.869,Pass,True
,,,,,,,,,,,,,,,,,,0.860507,,,,,,,,,,,,,,,fe5523cc-4c49-401d-95bc-3b88ab652eb0,38,,,"[68.2, 74.9]",3879545,0,,,,-0.18125553,,Right Foot,,,,"[93.3, 70.3]",,Low Pass,,25.518032,,,Édgar Osvaldo Barreto Cáceres,7009.0,,,,,,1,From Free Kick,Pedro Miguel Almeida Lopes Pereira,8423.0,Right Back,4,Sampdoria,234,['a0b87e27-137b-46cd-9770-b5a4cd9a4951'],44,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:44.682,Pass,
,,,,,,,,,,,,,,,,,,0.648001,,,,,,,,,,,,,,,636ae6af-2a07-4328-bb26-7ea21cd6428a,41,,,"[97.1, 75.5]",3879545,0,,,,-1.5454853,,Right Foot,,,,"[97.3, 67.6]",,Low Pass,,7.902531,Incomplete,,Luis Fernando Muriel Fruto,6334.0,,,,,,1,From Free Kick,Édgar Osvaldo Barreto Cáceres,7009.0,Right Center Midfield,4,Sampdoria,234,"['8bcb1bf6-a178-417e-8107-fac64b787f0c', 'e45b17f4-b02e-4e22-91b6-350a6917c58a']",47,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:47.865,Pass,
,,,,,,,,,,,,,,,,,,0.589482,,,,,,,,,,,,,,,f66418d9-eb6b-4c91-8d92-b38ab37cbd2a,44,,,"[103.0, 80.0]",3879545,0,,,,-2.1697075,,,,,,"[98.7, 73.7]",,Low Pass,,7.6275816,,,Carlos Joaquín Correa,6822.0,,,,,Throw-in,1,From Throw In,Pedro Miguel Almeida Lopes Pereira,8423.0,Right Back,5,Sampdoria,234,['28b5d2f9-b920-4b18-ba46-ddbef0efbec9'],58,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:58.839,Pass,
,,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,,,fbfa3089-7dd7-4b6f-95fe-9c3a46af7aaa,47,,,"[97.9, 73.7]",3879545,1,,,,2.9441972,,Right Foot,,,,"[80.4, 77.2]",,Ground Pass,,17.84657,,,Fernando Lucas Martins,16586.0,,,,,,1,From Throw In,Carlos Joaquín Correa,6822.0,Center Attacking Midfield,5,Sampdoria,234,['3e426ca6-5f26-44aa-afc5-f9839ccc5369'],0,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:00.229,Pass,
,,,,,,,,,,,,,,,,,,3.675913,,,,,,,,,,,,,,,695e3888-fa51-4b71-8ad0-69b80f26369f,50,,,"[80.0, 76.7]",3879545,1,,,,-2.1001742,,Right Foot,,,,"[54.9, 33.8]",,Low Pass,,49.70332,,,Ervin Zukanović,7137.0,,True,,,,1,From Throw In,Fernando Lucas Martins,16586.0,Center Defensive Midfield,5,Sampdoria,234,['80f3f2c0-3298-4248-820a-d707e6807d8a'],2,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:02.828,Pass,
,,,,,,,,,,,,,,,,,,2.583232,,,,,,,,,,,,,,,93f850ae-1e2d-42b8-ba37-f289e55b8708,54,,,"[46.2, 29.9]",3879545,1,,,,2.8287792,,Left Foot,,,,"[15.9, 39.7]",,Ground Pass,,31.845407,,,Emiliano Viviano,7018.0,,,,,,1,From Throw In,Ervin Zukanović,7137.0,Left Center Back,5,Sampdoria,234,"['265bbbc0-1192-49d8-9c37-d06e6ac82819', '5fa48e51-16a7-4532-92d3-9265b88fe017']",8,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:08.144,Pass,True
,,,,,,,,,,,,,,,,,,3.731761,,,,,,,,,,,,,,,527f3df0-a1b0-4746-aeba-51c636a32014,58,,,"[16.3, 38.3]",3879545,1,,,,-0.4326231,,Left Foot,,,,"[75.2, 11.1]",,High Pass,,64.87719,,,Eder Citadin Martins,7000.0,,,,,,1,From Throw In,Emiliano Viviano,7018.0,Goalkeeper,5,Sampdoria,234,"['147f7a71-c60f-454f-9249-fb685c5c2278', '3e90c861-7a23-4049-82d1-6dcde500feba']",12,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:12.240,Pass,True
,,,,,,,,,,,,,,,,,,1.226836,,,,,,,,,,,,,,,dfd328af-945c-4ada-bdf3-bc7a9d56cf5d,64,,,"[35.2, 60.7]",3879545,1,,,,0.53744334,,Left Foot,,,,"[55.0, 72.5]",,High Pass,,23.049513,,,Mohamed Salah,3531.0,,,,,,1,Regular Play,Konstantinos Manolas,7048.0,Right Center Back,6,AS Roma,229,['2693cb9a-993d-4042-8659-c83f0f342f01'],22,,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:22.725,Pass,
,,,,,,,,,,,,,,,,,,1.279065,,,,,,,,,,,,,,,3d541ede-53a8-409d-a3a5-37b0cca2542c,67,,,"[55.0, 72.2]",3879545,1,,,,2.7329743,,Left Foot,,,,"[45.3, 76.4]",,Ground Pass,,10.570241,,,Alessandro Florenzi,6964.0,,,,,,1,Regular Play,Mohamed Salah,3531.0,Right Wing,6,AS Roma,229,['51306de2-1bb2-4d3e-a3e5-d1a2a9c565ad'],25,,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:25.042,Pass,
,,,,,,,,,,,,,,,,,,1.057749,,,,,,,,,,,,,,,d0097202-e06d-455b-976f-f1a60995a85b,70,,,"[49.0, 72.8]",3879545,1,,,,-2.2479239,,Right Foot,,,,"[44.9, 67.7]",,Ground Pass,,6.5436993,,,Miralem Pjanić,6947.0,,,,,,1,Regular Play,Alessandro Florenzi,6964.0,Right Back,6,AS Roma,229,['f284f89f-5d14-4407-b579-127682c81fd8'],29,,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:29.732,Pass,
,,,,,,,,,,,,,,,,,,1.698723,,,,,,,,,,,,,,,3c646402-9215-4b5f-add1-281690ea5fe8,73,,,"[47.3, 65.9]",3879545,1,,,,1.1550825,,Right Foot,,,,"[52.2, 77.0]",,Ground Pass,,12.133425,,,Alessandro Florenzi,6964.0,,,,,,1,Regular Play,Miralem Pjanić,6947.0,Right Center Midfield,6,AS Roma,229,['862ce716-3f92-44cc-89b2-db59c80d8190'],32,,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:32.377,Pass,
,,,,,,,,,,,,,,,,,,1.296586,,,,,,,,,,,,,,,5790471f-4ec9-4cc3-b163-b8768e55703c,76,,,"[52.2, 77.0]",3879545,1,,,,-1.9545113,,Right Foot,,,,"[45.7, 60.9]",,Ground Pass,,17.362604,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Alessandro Florenzi,6964.0,Right Back,6,AS Roma,229,['b324626d-2382-4657-8425-c4fc2cee25b2'],34,,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:34.961,Pass,
,,,,,,,,,,,,,,,,,,1.088918,,,,,,,,,,,,,,,cce6cf7c-cca3-4ae0-bc46-619c04f8ad14,80,,,"[47.6, 46.4]",3879545,1,,,,-1.1006833,,Left Foot,,,,"[57.0, 27.9]",,Ground Pass,,20.751144,,,Radja Nainggolan,6962.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Center Defensive Midfield,6,AS Roma,229,"['75fefdb6-f04b-44a1-a83f-bc8dff2626a0', 'eea20d54-1074-43fc-a24d-2132a9ebc4d4']",39,,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:39.659,Pass,True
,,,,,,,,,,,,,,,,,,1.28262,,,,,,,,,,,,,,,f6404934-efc3-4198-95ad-b7333debc81f,83,,,"[55.7, 26.9]",3879545,1,,,,-2.899726,,Right Foot,,,,"[33.0, 21.3]",,Ground Pass,,23.380547,,,Daniele De Rossi,7051.0,,,,,,1,Regular Play,Radja Nainggolan,6962.0,Left Center Midfield,6,AS Roma,229,['b57f8f25-8a2a-48f4-a697-ef8513c33d65'],41,,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:41.615,Pass,
,,,,,,,,,,,,,,,,,,1.948019,,,,,,,,,,,,,,,f0ff8f48-bcf7-4128-8b3c-a22fb1fbeaa0,87,,,"[31.0, 22.4]",3879545,1,,,,2.2957494,,Right Foot,,,,"[14.7, 40.8]",,Ground Pass,,24.581497,,,Morgan De Sanctis,40529.0,,,,,,1,Regular Play,Daniele De Rossi,7051.0,Left Center Back,6,AS Roma,229,"['0f4b3be3-28e4-47a5-b409-bee8881d61b3', '32331543-fc85-4b5c-aff4-0f8b770e9408']",44,,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:44.012,Pass,True
,,,,,,,,,,,,,,,,,,3.244041,,,,,,,,,,,,,,,1a995983-3aa9-4175-82ff-c8a4c6f84111,90,,,"[15.2, 43.6]",3879545,1,,,,0.21778789,,Right Foot,,,,"[75.3, 56.9]",,High Pass,,61.554043,Incomplete,,Edin Džeko,6973.0,,,,,,1,Regular Play,Morgan De Sanctis,40529.0,Goalkeeper,6,AS Roma,229,"['12028773-059e-4206-a6be-342b815cc496', '5eb96a5b-4d2f-4002-8482-56c6221013a0']",52,,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:52.624,Pass,
,,,,,,,,,,,,,,,,,,1.663369,,,,,,,,,,,,,,,5eb96a5b-4d2f-4002-8482-56c6221013a0,92,,,"[44.8, 23.2]",3879545,1,,,,0.23554498,,Head,,,,"[57.3, 26.2]",,Low Pass,,12.85496,Incomplete,,Carlos Joaquín Correa,6822.0,,,,,Interception,1,Regular Play,Ervin Zukanović,7137.0,Left Center Back,6,AS Roma,229,"['1a995983-3aa9-4175-82ff-c8a4c6f84111', '29e5c563-dbdf-4d82-981a-b74fd3e64851', 'c7f94f03-575f-4860-bafc-790409df490b']",55,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:55.868,Pass,
,,,,,,,,,,,,,,,,,,1.099122,,,,,,,,,,,,,,,29e5c563-dbdf-4d82-981a-b74fd3e64851,94,,,"[62.8, 53.9]",3879545,1,,,,-0.4250402,,Right Foot,,,,"[72.3, 49.6]",,Low Pass,,10.427847,,,Radja Nainggolan,6962.0,,,,,Recovery,1,Regular Play,Miralem Pjanić,6947.0,Right Center Midfield,6,AS Roma,229,"['4e781b76-894d-4380-875c-5917fdc33691', '5eb96a5b-4d2f-4002-8482-56c6221013a0']",57,,,,,,,,,,,,,,,,,,,AS Roma,229,00:01:57.531,Pass,
,,,,,,,,,,,,,,,,,,2.0429,,,,,,,,,,,,,,,166424b9-b8f1-4f3d-aa0a-471f4d6d8bcc,98,,,"[77.6, 53.9]",3879545,2,,,,0.45215386,,Right Foot,,,,"[91.6, 60.7]",,Ground Pass,,15.564061,,,Mohamed Salah,3531.0,,,,,,1,Regular Play,Radja Nainggolan,6962.0,Left Center Midfield,6,AS Roma,229,"['9316d61f-ba3a-4986-b108-8090eb90f949', 'a935a3e8-a5fd-447f-a9ad-66d3fc9e266c']",0,,,,,,,,,,,,,,,,,,,AS Roma,229,00:02:00.635,Pass,True
,,,,,,,,,,,,,,,,,,0.512429,,,,,,,,,,,,,,,a6b4cf01-f666-49c3-9a0d-8d01d9bb5ddb,103,,,"[87.1, 54.0]",3879545,2,,,,-2.1708465,,Left Foot,,,,"[79.3, 42.6]",,Low Pass,,13.813037,,,Miralem Pjanić,6947.0,,,,,,1,Regular Play,Mohamed Salah,3531.0,Right Wing,6,AS Roma,229,['583e7f3f-fc32-406f-b015-dd165c71ddd5'],3,,,,,,,,,,,,,,,,,,,AS Roma,229,00:02:03.603,Pass,
,,,,,,,,,,,,,,,,,,2.077925,,,,,,,,,,,,,,,86efd908-83fa-4c98-9e76-b57589141ffb,106,,,"[79.3, 42.6]",3879545,2,,,,-0.9272952,,Right Foot,,,,"[93.7, 23.4]",,High Pass,,24.0,Incomplete,,Edin Džeko,6973.0,,,,,,1,Regular Play,Miralem Pjanić,6947.0,Right Center Midfield,6,AS Roma,229,"['cc46a510-d0f9-488a-8068-2de41519b738', 'f19d2cc0-7798-4b7a-b460-f8193e099343']",4,,,,,,,,,,,,,,,,,,,AS Roma,229,00:02:04.120,Pass,
,,,,,,,,,,,,,,,,,,1.792321,,,,,,,,,,,,,,,cc46a510-d0f9-488a-8068-2de41519b738,108,,,"[26.4, 56.7]",3879545,2,,,,-0.732194,,Right Foot,,,,"[44.2, 40.7]",,High Pass,,23.934076,Incomplete,,Luis Fernando Muriel Fruto,6334.0,,,,,Recovery,1,Regular Play,Pedro Miguel Almeida Lopes Pereira,8423.0,Right Back,6,AS Roma,229,"['40b112a0-d299-43e9-9788-f9f69d7f2dc8', '86efd908-83fa-4c98-9e76-b57589141ffb', '904a4667-b1d5-45b3-a35a-54608b753b2f']",6,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:06.198,Pass,
,,,,,,,,,,,,,,,,,,1.881298,,,,,,,,,,,,,,,40b112a0-d299-43e9-9788-f9f69d7f2dc8,110,,,"[75.9, 39.4]",3879545,2,,,,-1.915629,,Head,,,,"[67.1, 14.9]",,Low Pass,,26.03248,,,Lucas Digne,6849.0,,,,,Interception,1,Regular Play,Seydou Kéita,20169.0,Center Defensive Midfield,6,AS Roma,229,"['812f3531-9799-47f7-891d-341c3359032f', 'cc46a510-d0f9-488a-8068-2de41519b738']",7,,,,,,,,,,,,,,,,,,,AS Roma,229,00:02:07.991,Pass,
,,,,,,,,,,,,,,,,,,1.099181,,,,,,,,,,,,,,,a786d3b3-e7ed-4150-a794-242e6095c706,113,,,"[67.1, 14.9]",3879545,2,,,,-0.9004655,,Left Foot,,,,"[75.9, 3.8]",,Ground Pass,,14.165098,,,Iago Falqué Silva,7468.0,,,,,,1,Regular Play,Lucas Digne,6849.0,Left Back,6,AS Roma,229,['80b90373-3f1f-4b52-aae6-a0e56a4486c7'],11,,,,,,,,,,,,,,,,,,,AS Roma,229,00:02:11.014,Pass,
,,,,,,,,,,,,,,,,,,1.054202,,,,,,,,,,,,,,,b6d94418-0b84-475f-bdf4-d4eaad422d94,116,,,"[75.9, 3.8]",3879545,2,,True,,-0.6627295,,Left Foot,,,,"[80.0, 0.6]",,Ground Pass,,5.2009616,Injury Clearance,,,,,,,,,1,Regular Play,Iago Falqué Silva,7468.0,Left Wing,6,AS Roma,229,,13,,,,,,,,,,,,,,,,,,,AS Roma,229,00:02:13.848,Pass,
,,,,,,,,,,,,,,,,,,0.890902,,,,,,,,,,,,,,,28c88275-9168-4e51-8b61-11e76d4e8fd5,118,,,"[37.6, 80.0]",3879545,2,,,,-1.851208,,,,,,"[34.0, 67.5]",,Low Pass,,13.008075,,,Fernando Lucas Martins,16586.0,,,,,Throw-in,1,From Throw In,Pedro Miguel Almeida Lopes Pereira,8423.0,Right Back,7,Sampdoria,234,['536bd772-1590-4da5-81aa-f202e7e9c5b1'],37,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:37.973,Pass,
