50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.685945,,,,,,,,,,e389232f-0c76-40f4-b6ec-6fa098fa2af7,18,,,"[15.6, 7.9]",3879644,0,,,,,0.09347678,,Left Foot,,,"[50.8, 11.2]",,High Pass,,35.354347,,,Incomplete,,,,,,,,,1,From Kick Off,Achraf Lazaar,10032.0,Left Back,2,Atalanta,228,['0d063eb9-289d-4deb-aed2-148c78f5b077'],12,,,,,,,,,,,,,,,,,Palermo,2256,00:00:12.843,Pass,
,,,,,,,,,,,,,,,,,1.554438,,,,,,,,,,0d063eb9-289d-4deb-aed2-148c78f5b077,19,,,"[69.3, 68.9]",3879644,0,,,,,-0.046121117,,Head,,,"[82.3, 68.3]",,High Pass,,13.013839,,,,,Luca Cigarini,8420.0,,,,,Recovery,1,From Kick Off,Marten de Roon,6994.0,Center Defensive Midfield,2,Atalanta,228,"['e389232f-0c76-40f4-b6ec-6fa098fa2af7', 'f1dd5d84-806e-4e85-96a5-ac5fd41a9497']",14,,,,,,,,,,,,,,,,,Atalanta,228,00:00:14.529,Pass,
,,,,,,,,,,,,,,,,,2.617255,,,,,,,,,,da5b98da-25ba-4270-90bf-0b6b20750c75,23,,,"[82.6, 67.5]",3879644,0,,,,,-0.3510309,,Left Foot,,,"[89.7, 64.9]",,High Pass,,7.5610847,,,Incomplete,,Germán Gustavo Denis,49439.0,,,,,,1,From Kick Off,Luca Cigarini,8420.0,Right Center Midfield,2,Atalanta,228,"['79ce8f78-b3c9-45c7-a6a6-cebd4abc7618', 'a41d5916-c4c9-44a9-80ed-4b7b005215ee', 'ebe2557c-3a95-4b9d-ad40-e72699c3a0d3']",16,,,,,,,,,,,,,,,,,Atalanta,228,00:00:16.466,Pass,True
,,,,,,,,,,,,,,,,,2.845526,,,,,,,,,,835291d4-0f27-4946-b9b6-d72bc7289628,28,,,"[23.1, 21.6]",3879644,0,,,,,2.1696146,,Left Foot,,,"[7.2, 44.9]",,Ground Pass,,28.208155,,,,,Stefano Sorrentino,7055.0,,,,,,1,From Kick Off,Achraf Lazaar,10032.0,Left Back,2,Atalanta,228,['b5c07751-915c-4888-8d06-d2ace60c569b'],21,,,,,,,,,,,,,,,,,Palermo,2256,00:00:21.229,Pass,
,,,,,,,,,,,,,,,,,3.582202,,,,,,,,,,cdb1a43a-51d2-42e0-9a00-67aa0563dda7,31,,,"[7.2, 45.1]",3879644,0,,,,,0.01204761,,Right Foot,,,"[57.0, 45.7]",,High Pass,,49.803616,,,Incomplete,,,,,,,,,1,From Kick Off,Stefano Sorrentino,7055.0,Goalkeeper,2,Atalanta,228,['fda08c10-96cc-49f9-8848-d24f01218a26'],24,,,,,,,,,,,,,,,,,Palermo,2256,00:00:24.239,Pass,
,,,,,,,,,,,,,,,,,1.875451,,,,,,,,,,fda08c10-96cc-49f9-8848-d24f01218a26,32,,,"[63.1, 34.4]",3879644,0,,,,,0.6781991,,Head,,,"[84.2, 51.4]",,High Pass,,27.09631,,,Incomplete,,Germán Gustavo Denis,49439.0,,,,,Recovery,1,From Kick Off,Nicolò Cherubin,45590.0,Left Center Back,2,Atalanta,228,"['14decd63-4194-44c3-bbe8-3d5d9ff3c7d6', '17256305-cb3c-4086-9060-afb7d65ac564', 'cdb1a43a-51d2-42e0-9a00-67aa0563dda7']",27,,,,,,,,,,,,,,,,,Atalanta,228,00:00:27.821,Pass,
,,,,,,,,,,,,,,,,,1.859683,,,,,,,,,,17256305-cb3c-4086-9060-afb7d65ac564,34,,,"[35.9, 28.7]",3879644,0,,,,,-0.2899142,,Head,,,"[59.7, 21.6]",,High Pass,,24.836466,,,Incomplete,,Gastón Brugman,30704.0,,,,,Recovery,1,From Kick Off,Giancarlo González Castro,5584.0,Left Center Back,2,Atalanta,228,"['675b921e-7ea5-4111-a398-2b0182f087d4', '69d70383-56f2-440b-a2aa-eaa49209ed5f', 'fda08c10-96cc-49f9-8848-d24f01218a26']",29,,,,,,,,,,,,,,,,,Palermo,2256,00:00:29.696,Pass,
,,,,,,,,,,,,,,,,,0.984189,,,,,,,,,,69d70383-56f2-440b-a2aa-eaa49209ed5f,36,,,"[60.4, 58.5]",3879644,0,,,,,0.0,,Head,,,"[70.3, 58.5]",,Low Pass,,9.9,,,,,Luca Cigarini,8420.0,,,,,Recovery,1,From Kick Off,Cristian Raimondi,40333.0,Right Back,2,Atalanta,228,"['17256305-cb3c-4086-9060-afb7d65ac564', '41ade95f-48b6-451a-9771-453d7815401f']",31,,,,,,,,,,,,,,,,,Atalanta,228,00:00:31.556,Pass,
,,,,,,,,,,,,,,,,,0.979507,,,,,,,,,,b7c899ee-9543-4e4b-9587-67dcd0b9bee2,40,,,"[70.3, 60.0]",3879644,0,,,,,0.3708913,,Right Foot,,,"[82.9, 64.9]",,Low Pass,,13.519245,,,,,Maximiliano Nicol Moralez,12759.0,,,,,,1,From Kick Off,Luca Cigarini,8420.0,Right Center Midfield,2,Atalanta,228,"['9ba52acd-5362-461f-adba-64fba133ed0f', 'd61d4688-b52d-4f10-aaa4-3822002c8b07']",32,,,,,,,,,,,,,,,,,Atalanta,228,00:00:32.667,Pass,True
,,,,,,,,,,,,,,,,,0.048323,,,,,,,,,,7407420c-2278-419c-b476-99c4bcb931ae,44,,,"[81.8, 62.4]",3879644,0,,,,,-1.5707964,,Right Foot,,,"[81.8, 61.7]",,Low Pass,,0.7,,,Incomplete,,Germán Gustavo Denis,49439.0,,,,,,1,From Kick Off,Maximiliano Nicol Moralez,12759.0,Right Wing,2,Atalanta,228,"['2b8a42cf-a928-43ae-bf10-4ebc40e4ff10', '2f786da4-4c6b-4519-8a98-ae3abb4a7e5c', '425ba238-5dbf-4171-8057-6399582de03f']",33,,,,,,,,,,,,,,,,,Atalanta,228,00:00:33.750,Pass,True
,,,,,,,,,,,,,,,,,0.082617,,,,,,,,,,dc75deac-598f-49db-878f-a1fd8debb0b3,48,,,"[48.6, 14.3]",3879644,0,,,,,-0.33929262,,Right Foot,,,"[50.3, 13.7]",,Low Pass,,1.8027756,,,Incomplete,,Gastón Brugman,30704.0,,,,,Recovery,1,From Kick Off,Achraf Lazaar,10032.0,Left Back,2,Atalanta,228,"['85fd4478-9f0d-42fc-a8d1-21ec9975ad7e', '95d71d67-201b-484a-88de-b0a2663b1bf4', 'ad3b1cee-5f41-4e50-a46e-8d7736e4deac']",35,,,,,,,,,,,,,,,,,Palermo,2256,00:00:35.988,Pass,True
,,,,,,,,,,,,,,,,,1.663928,,,,,,,,,,db755686-f5a2-417e-9c7a-6e48f4ec7ee1,52,,,"[54.8, 10.9]",3879644,0,,True,,,2.1242263,,Left Foot,,,"[35.4, 42.3]",,Ground Pass,,36.90962,,,,,Edoardo Goldaniga,8102.0,,,,,Free Kick,1,From Free Kick,Achraf Lazaar,10032.0,Left Back,3,Palermo,2256,['28d54b77-cf46-4c8f-a581-d1ee2d4dd895'],52,,,,,,,,,,,,,,,,,Palermo,2256,00:00:52.061,Pass,
,,,,,,,,,,,,,,,,,1.292133,,,,,,,,,,d0980738-b64a-4e4a-8a89-ad1b0da3b7ab,55,,,"[33.7, 35.7]",3879644,0,,,,,-1.4829725,,Right Foot,,,"[35.1, 19.8]",,Ground Pass,,15.961516,,,,,Giancarlo González Castro,5584.0,,,,,,1,From Free Kick,Edoardo Goldaniga,8102.0,Right Center Back,3,Palermo,2256,"['00e458c6-a8dd-4684-b7fa-1d4ed0ac66f0', '36724490-d37e-4954-bb50-c61ca19ca951']",55,,,,,,,,,,,,,,,,,Palermo,2256,00:00:55.365,Pass,True
,,,,,,,,,,,,,,,,,1.146118,,,,,,,,,,de23c358-74e8-4bdd-ae68-fc93d4228882,58,,,"[39.0, 17.1]",3879644,0,,,,,0.6373974,,Right Foot,,,"[54.8, 28.8]",,Ground Pass,,19.660366,,,,,Gastón Brugman,30704.0,,,,,,1,From Free Kick,Giancarlo González Castro,5584.0,Left Center Back,3,Palermo,2256,"['2244fa5b-e7ec-462d-8766-459d684dc50c', 'e3928657-05fa-4132-b65c-338263840074']",56,,,,,,,,,,,,,,,,,Palermo,2256,00:00:56.658,Pass,True
,,,,,,,,,,,,,,,,,0.859733,,,,,,,,,,711a2dc0-ee82-47e2-b6c5-d29f8237ab32,62,,,"[54.0, 27.4]",3879644,0,,,,,-1.5244719,,Right Foot,,,"[54.7, 12.3]",,Ground Pass,,15.116217,,,,,Achraf Lazaar,10032.0,,,,,,1,From Free Kick,Gastón Brugman,30704.0,Center Attacking Midfield,3,Palermo,2256,['82f3a274-d5aa-48a9-aa1f-4673710257af'],57,,,,,,,,,,,,,,,,,Palermo,2256,00:00:57.817,Pass,
,,,,,,,,,,,,,,,,,0.770345,,,,,,,,,,ea5b239e-32ca-4427-ae17-cf400e83c237,65,,,"[55.4, 10.2]",3879644,0,,,,,0.8494613,,Left Foot,,,"[67.8, 24.3]",,Ground Pass,,18.776848,,,,,Alberto Gilardino,38389.0,,,,,,1,From Free Kick,Achraf Lazaar,10032.0,Left Back,3,Palermo,2256,['068c26d6-92ed-4832-b233-f7f0b46cfb84'],58,,,,,,,,,,,,,,,,,Palermo,2256,00:00:58.729,Pass,
,,,,,,,,,,,,,,,,,1.939112,,,,,,,,,,f3b8fe46-322e-439f-b13c-40fbbe94adc8,69,,,"[67.6, 25.4]",3879644,1,,,,,-2.9385474,,Right Foot,,,"[54.0, 22.6]",,Ground Pass,,13.885244,,,,,Giancarlo González Castro,5584.0,,,,,,1,From Free Kick,Alberto Gilardino,38389.0,Right Center Forward,3,Palermo,2256,['a0eed403-2e1a-41d9-987b-0b25b4fb5b8f'],1,,,,,,,,,,,,,,,,,Palermo,2256,00:01:01.479,Pass,
,,,,,,,,,,,,,,,,,3.083272,,,,,,,,,,711e7de1-b2e5-4d58-8da6-70b62d5c43ae,72,,,"[45.4, 22.9]",3879644,1,,,,,1.2874436,,Right Foot,,,"[60.6, 75.1]",,Ground Pass,,54.368004,,,,,Siniša Anđelković,40350.0,,True,,,,1,From Free Kick,Giancarlo González Castro,5584.0,Left Center Back,3,Palermo,2256,['06bd1184-e56a-4a0e-b3f5-478c6ade4441'],4,,,,,,,,,,,,,,,,,Palermo,2256,00:01:04.794,Pass,
,,,,,,,,,,,,,,,,,3.18177,,,,,,,,,,a39d8f5c-aeb2-4b60-af49-8bec5066d10f,75,,,"[67.8, 76.3]",3879644,1,,,,,-1.4197074,,Right Foot,,,"[72.2, 47.4]",,Ground Pass,,29.233028,,,Incomplete,,Mato Jajalo,30735.0,,,,,,1,From Free Kick,Siniša Anđelković,40350.0,Right Back,3,Palermo,2256,"['6a720720-b14c-400b-9e96-a472828d644a', 'a6dcabd6-3b0c-4bee-a34f-35114df85b7c']",10,,,,,,,,,,,,,,,,,Palermo,2256,00:01:10.287,Pass,
,,,,,,,,,,,,,,,,,3.004053,,,,,,,,,,a6dcabd6-3b0c-4bee-a34f-35114df85b7c,77,,,"[47.9, 32.7]",3879644,1,,,,,-0.42200503,,Right Foot,,,"[106.7, 6.3]",,High Pass,,64.454636,,,,,Alejandro Darío Gómez,7006.0,,,,,Recovery,1,From Free Kick,Luca Cigarini,8420.0,Right Center Midfield,3,Palermo,2256,"['3eb9e036-4d91-429d-99aa-c34078c762eb', 'a39d8f5c-aeb2-4b60-af49-8bec5066d10f']",13,,,,,,,,,,,,,,,,,Atalanta,228,00:01:13.468,Pass,
,,,,,,,,,,,,,,,,,2.741595,,,,,,,,,,0a17b924-b708-4087-b80f-f507fd336f9a,84,,,"[15.0, 77.3]",3879644,1,,,,,-0.49440715,,Right Foot,,,"[53.4, 56.6]",,High Pass,,43.623962,,,Incomplete,,Alberto Gilardino,38389.0,,,,,,1,From Free Kick,Edoardo Goldaniga,8102.0,Right Center Back,3,Palermo,2256,"['03b5702c-00e0-4b2f-a943-c4207ea85a14', 'f0d93172-4571-4269-96ec-b5b5240a936d']",24,,,,,,,,,,,,,,,,,Palermo,2256,00:01:24.793,Pass,
,,,,,,,,,,,,,,,,,2.190003,,,,,,,,,,f0d93172-4571-4269-96ec-b5b5240a936d,86,,,"[66.7, 23.5]",3879644,1,,,,,-0.9566369,,Right Foot,,,"[83.2, 0.1]",,High Pass,,28.632324,,,Out,,,,,,,,Recovery,1,From Free Kick,Gabriel Alejandro Paletta,38237.0,Right Center Back,3,Palermo,2256,['0a17b924-b708-4087-b80f-f507fd336f9a'],27,,,,,,,,,,,,,,,,,Atalanta,228,00:01:27.535,Pass,
,,,,,,,,,,,,,,,,,1.695053,,,,,,,,,,3e5bff25-5534-4866-ad07-493fae3a42ed,87,,,"[36.9, 80.0]",3879644,1,,,,,-0.07375758,,,,,"[57.2, 78.5]",,High Pass,,20.355343,,,,,Alberto Gilardino,38389.0,,,,,Throw-in,1,From Throw In,Siniša Anđelković,40350.0,Right Back,4,Palermo,2256,['d7133a0d-d5fe-48ab-9748-559f6e98cb8d'],45,,,,,,,,,,,,,,,,,Palermo,2256,00:01:45.051,Pass,
,,,,,,,,,,,,,,,,,1.649312,,,,,,,,,,39ce6903-799f-41a2-b3b9-ccf8ff6bb150,89,,,"[57.2, 78.5]",3879644,1,,,,,-0.8643703,,Head,,,"[63.6, 71.0]",,High Pass,,9.859513,,,Incomplete,,Aleksandar Trajkovski,30512.0,,,,,,1,From Throw In,Alberto Gilardino,38389.0,Right Center Forward,4,Palermo,2256,"['6706de00-240d-402a-9926-db54e441d826', '89e9fa30-237e-4a21-a9e2-1ddef3ffe636']",46,,,,,,,,,,,,,,,,,Palermo,2256,00:01:46.786,Pass,
,,,,,,,,,,,,,,,,,1.487384,,,,,,,,,,6706de00-240d-402a-9926-db54e441d826,91,,,"[56.5, 9.1]",3879644,1,,,,,-2.4775465,,Head,,,"[47.3, 1.9]",,High Pass,,11.682466,,,,,Davide Brivio,31231.0,,,,,Recovery,1,From Throw In,Marten de Roon,6994.0,Center Defensive Midfield,4,Palermo,2256,"['39ce6903-799f-41a2-b3b9-ccf8ff6bb150', '9c355c55-5ea5-4bb1-bbfa-c352d24256f7']",48,,,,,,,,,,,,,,,,,Atalanta,228,00:01:48.435,Pass,
,,,,,,,,,,,,,,,,,1.68927,,,,,,,,,,8f7279e1-1c54-4e38-a0ec-18b3a94de5ef,94,,,"[47.3, 1.9]",3879644,1,,,,,-0.1269728,,Left Foot,,,"[61.4, 0.1]",,High Pass,,14.214429,,,Out,,,,,,,,,1,From Throw In,Davide Brivio,31231.0,Left Back,4,Palermo,2256,,50,,,,,,,,,,,,,,,,,Atalanta,228,00:01:50.017,Pass,
,,,,,,,,,,,,,,,,,1.321619,,,,,,,,,,c770e3ba-6c71-4a2b-b371-56a05c074028,95,,,"[65.0, 80.0]",3879644,2,,,,,-0.15641782,,,,,"[92.9, 75.6]",,High Pass,,28.244823,,,,,Alberto Gilardino,38389.0,,,,,Throw-in,1,From Throw In,Siniša Anđelković,40350.0,Right Back,5,Palermo,2256,['ab3106a2-8901-4ce9-8f7b-0aa31a9f91b7'],4,,,,,,,,,,,,,,,,,Palermo,2256,00:02:04.362,Pass,
,,,,,,,,,,,,,,,,,1.448443,,,,,,,,,,bd0b1bf2-83b8-452f-8c56-c0734ffce6a6,98,,,"[89.4, 76.2]",3879644,2,,,,,-2.1745458,,Right Foot,,,"[85.4, 70.4]",,High Pass,,7.045566,,,,,Oscar Hiljemark,5605.0,,,,,,1,From Throw In,Alberto Gilardino,38389.0,Right Center Forward,5,Palermo,2256,"['3eca6e58-ee02-4028-8c99-89230f3ab4eb', '63b17946-2456-422e-8775-ad9a23b1f1cf']",5,,,,,,,,,,,,,,,,,Palermo,2256,00:02:05.683,Pass,True
,,,,,,,,,,,,,,,,,3.450502,,,,,,,,,,fae1a372-5bfa-4e42-ac3c-a061b270484b,106,,,"[37.9, 8.1]",3879644,2,,,,,0.69167876,,Left Foot,,,"[79.8, 42.8]",,High Pass,,54.403126,,,Incomplete,,,,,,,,,1,From Throw In,Jasmin Kurtič,6941.0,Left Center Midfield,5,Palermo,2256,"['1313a937-92d4-4bec-a007-3aba29275969', '5ede3820-15ac-46c5-a457-a050a1862234']",9,,,,,,,,,,,,,,,,,Atalanta,228,00:02:09.457,Pass,True
,,,,,,,,,,,,,,,,,2.107049,,,,,,,,,,1313a937-92d4-4bec-a007-3aba29275969,107,,,"[40.3, 37.3]",3879644,2,,,,,-0.011627383,,Head,,,"[57.5, 37.1]",,High Pass,,17.201162,,,,,Ivaylo Chochev,40349.0,,,,,Recovery,1,From Throw In,Giancarlo González Castro,5584.0,Left Center Back,5,Palermo,2256,"['573989f1-ec59-4d93-a444-abc0fec0cedc', 'fae1a372-5bfa-4e42-ac3c-a061b270484b']",12,,,,,,,,,,,,,,,,,Palermo,2256,00:02:12.907,Pass,
,,,,,,,,,,,,,,,,,2.568688,,,,,,,,,,334c3236-9082-4569-b40b-b7a1eaccc81a,110,,,"[57.5, 37.1]",3879644,2,,,,True,-1.7731179,,,,,"[55.1, 25.4]",,High Pass,,11.943618,,,,,Achraf Lazaar,10032.0,,,,,,1,From Throw In,Ivaylo Chochev,40349.0,Left Center Midfield,5,Palermo,2256,"['5b33a365-0667-471e-aa0a-8278172649ae', 'f07faa40-20d0-440c-933d-e80cca32e9bc']",15,,,,,,,,,,,,,,,,,Palermo,2256,00:02:15.015,Pass,True
,,,,,,,,,,,,,,,,,0.552953,,,,,,,,,,fc7e152a-291e-41a2-8e14-a11e4446e836,114,,,"[71.1, 18.4]",3879644,2,,,,,1.0863184,,Left Foot,,,"[76.1, 27.9]",,Ground Pass,,10.7354555,,,,,Aleksandar Trajkovski,30512.0,,,,,,1,From Throw In,Achraf Lazaar,10032.0,Left Back,5,Palermo,2256,['a49dd798-2d33-44af-9e9a-bb8f4a9e2f85'],19,,,,,,,,,,,,,,,,,Palermo,2256,00:02:19.638,Pass,
