50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,"[25.9, 59.3]",,,,,,,,,,,,0.513243,,,,,,,,,,,,,,56787e56-c74b-4249-b98c-58fb317bbf8f,464,,"[28.7, 57.5]",3879822,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Radovanović,7042.0,Center Defensive Midfield,31,Chievo,231,"['1820c9f3-1b74-4673-9d29-079dbf80aa17', '87185a05-f488-45f1-b761-38ba6445a1b1', 'f35f723f-dc86-460b-a5ce-65cdebbb9512']",1,,,,,,,,,,,,,,,,,Chievo,231,00:13:01.694,Carry,True
,,,,,"[31.1, 70.9]",,,,,,,,,,,,1.062259,,,,,,,,,,,,,,84be7612-ad49-4876-941c-c338048d5307,468,,"[32.1, 70.4]",3879822,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabrizio Cacciatore,7050.0,Right Back,31,Chievo,231,"['16235d26-3707-42c1-b2f9-e6576b3ad623', 'c8b6afcc-a61f-45af-87e2-df8b9ae967d4']",3,,,,,,,,,,,,,,,,,Chievo,231,00:13:03.063,Carry,
,,,,,"[39.5, 54.2]",,,,,,,,,,,,1.744982,,,,,,,,,,,,,,36e41109-817d-40c0-b416-7366cfe00d81,471,,"[34.2, 53.3]",3879822,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Radovanović,7042.0,Center Defensive Midfield,31,Chievo,231,"['55f1b875-5627-49e9-ae13-6ee40c259d68', '8fd67933-1e23-4d14-bd13-17b93069067b']",5,,,,,,,,,,,,,,,,,Chievo,231,00:13:05.212,Carry,
,,,,,"[28.7, 11.2]",,,,,,,,,,,,2.385428,,,,,,,,,,,,,,bccb785a-8d43-463f-9c6e-01948c300c48,482,,"[29.6, 7.1]",3879822,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ivan Radovanović,7042.0,Center Defensive Midfield,33,Chievo,231,"['0e0c4702-7ede-44f0-9f5f-b3a5a94addfb', 'c1a9d8ca-9229-4151-96d7-f00e5c061e6f', 'ee2a3c7b-cdc7-4af6-881d-aeac323c31e8']",36,,,,,,,,,,,,,,,,,Chievo,231,00:13:36.624,Carry,True
,,,,,"[99.2, 41.9]",,,,,,,,,,,,3.798695,,,,,,,,,,,,,,9b26e2ef-7235-4f6c-b4d1-bc846433a583,487,,"[89.0, 67.9]",3879822,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cyril Théréau,8272.0,Left Center Forward,34,Udinese,230,"['487a2b26-4a5c-4ca4-95ca-ae25cf1a6d5d', '5445cee7-fb68-4958-b50c-c35f4de7a390', '892a56ef-3fe5-4207-8375-2a3386977721']",39,,,,,,,,,,,,,,,,,Udinese,230,00:13:39.981,Carry,True
,,,,,"[56.8, 22.8]",,,,,,,,,,,,0.335975,,,,,,,,,,,,,,d14af408-518f-45fe-bb59-c0b14d195d8f,500,,"[56.4, 26.4]",3879822,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ivan Radovanović,7042.0,Center Defensive Midfield,35,Chievo,231,"['7610eb1b-877f-4850-aef1-2573c42a4146', 'cc7296f7-9c39-4ce3-9382-4fcb97101b38']",15,,,,,,,,,,,,,,,,,Chievo,231,00:14:15.474,Carry,
,,,,,"[68.2, 15.6]",,,,,,,,,,,,2.359119,,,,,,,,,,,,,,ca670039-7aa3-4ad5-a5ad-1b65e8e5e9e1,503,,"[56.8, 14.5]",3879822,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Massimo Gobbi,8645.0,Left Back,35,Chievo,231,"['3e278020-d314-4746-acff-f50ffe2028f6', '5b0ef3d2-d9f9-4aa6-a326-71532a221b2b', 'cb47643d-6c13-42ed-8ba4-e4b543925759']",16,,,,,,,,,,,,,,,,,Chievo,231,00:14:16.674,Carry,True
,,,,,"[63.2, 28.3]",,,,,,,,,,,,0.894909,,,,,,,,,,,,,,ebc2a403-e2ff-463c-bde9-a5a967075400,508,,"[64.5, 22.8]",3879822,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ivan Radovanović,7042.0,Center Defensive Midfield,35,Chievo,231,"['279d6eac-5b4b-4629-a301-dbb068da232f', '456aeaf2-f0cf-4dc6-90d1-cf8560f4bbda', '6e7458ef-46aa-48f4-b2d4-5fc2707c6180']",19,,,,,,,,,,,,,,,,,Chievo,231,00:14:19.966,Carry,True
,,,,,"[51.1, 39.8]",,,,,,,,,,,,1.030631,,,,,,,,,,,,,,d421c4c7-0b6d-42b6-9c01-724880a0f6c8,511,,"[51.1, 40.4]",3879822,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Alessandro Gamberini,7052.0,Right Center Back,35,Chievo,231,"['abdd81e4-caa5-424d-9f36-bae05fbb483b', 'c54ac8ec-6e54-4a82-9d8b-493123bb8409']",22,,,,,,,,,,,,,,,,,Chievo,231,00:14:22.424,Carry,
,,,,,"[58.8, 64.5]",,,,,,,,,,,,2.223759,,,,,,,,,,,,,,5e609932-bb9d-4cf4-ae39-7a8a831ec095,514,,"[50.4, 65.0]",3879822,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Fabrizio Cacciatore,7050.0,Right Back,35,Chievo,231,"['498c19e3-5c0c-4d3e-a384-4fe875335078', '74b89a97-402b-45bb-a19f-624539e19d6c']",25,,,,,,,,,,,,,,,,,Chievo,231,00:14:25.108,Carry,
,,,,,"[85.1, 57.7]",,,,,,,,,,,,0.04,,,,,,,,,,,,,,ee05ec2a-e72a-40bb-b55a-2a966fc0ddcb,517,,"[85.1, 59.8]",3879822,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Valter Birsa,7045.0,Center Attacking Midfield,35,Chievo,231,"['88a2dc80-898b-4352-82c8-14ccc815927b', 'ba53467b-c1be-49a0-9ab8-e9cb3a514c77']",28,,,,,,,,,,,,,,,,,Chievo,231,00:14:28.774,Carry,
,,,,,"[47.9, 22.6]",,,,,,,,,,,,0.282306,,,,,,,,,,,,,,85586ed0-2d03-4f52-9db4-e62b4ee9f7a0,527,,"[46.9, 24.4]",3879822,14,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,36,Udinese,230,"['82ea21f1-d4cf-402f-a010-7928d14c9563', 'df71eb75-6e7b-4cde-88fd-3ff268661b9e', 'e69743e5-9ced-4c0f-9750-6f10f945d7b9']",38,,,,,,,,,,,,,,,,,Udinese,230,00:14:38.285,Carry,True
,,,,,"[66.2, 66.7]",,,,,,,,,,,,1.026906,,,,,,,,,,,,,,488af25b-f449-45cc-8222-24c03027eecd,533,,"[66.7, 67.4]",3879822,14,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabrizio Cacciatore,7050.0,Right Back,37,Chievo,231,"['20a40183-5fe4-4a4b-8150-01d6193c747e', 'be800858-8def-4e59-b1b3-b04c239e9da3', 'fa33841d-9774-4994-91ae-86c0022af14b']",41,,,,,,,,,,,,,,,,,Chievo,231,00:14:41.292,Carry,True
,,,,,"[76.4, 50.9]",,,,,,,,,,,,3.467725,,,,,,,,,,,,,,25856f22-a971-493e-bca6-b77307b951eb,536,,"[66.7, 55.7]",3879822,14,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Radovanović,7042.0,Center Defensive Midfield,37,Chievo,231,"['62399c31-670f-4f34-aff4-f3b4bfb9bd82', 'cad1169d-869f-4cb2-ba06-5c4518634b8f']",43,,,,,,,,,,,,,,,,,Chievo,231,00:14:43.693,Carry,
,,,,,"[81.4, 41.0]",,,,,,,,,,,,0.878427,,,,,,,,,,,,,,fc3059ca-15a1-49dc-9337-814a2ed6577d,541,,"[85.1, 42.8]",3879822,14,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Valter Birsa,7045.0,Center Attacking Midfield,37,Chievo,231,"['35fe468e-0312-40db-895a-d52e89c0c7ef', '50609b73-abe7-486c-8dfd-4da95005cfe3', '5d57d6bb-cbfe-414e-9e0c-497180c1a933', 'c2ce348a-a741-4dfa-9b83-50e77ffdf208']",48,,,,,,,,,,,,,,,,,Chievo,231,00:14:48.212,Carry,True
,,,,,"[82.9, 47.5]",,,,,,,,,,,,0.079999,,,,,,,,,,,,,,8e0f9ae1-4d59-4c2f-8411-18db86612564,545,,"[81.8, 48.7]",3879822,14,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Radovanović,7042.0,Center Defensive Midfield,37,Chievo,231,"['0592fadd-bb15-40ea-865b-8e8b82d123a0', '0acd264d-264b-48cc-b6d3-8ee29ac7bcd1', '50cc76ea-3b42-4483-8255-18d6670acad5']",49,,,,,,,,,,,,,,,,,Chievo,231,00:14:49.946,Carry,True
,,,,,"[75.2, 14.8]",,,,,,,,,,,,2.647811,,,,,,,,,,,,,,df63d108-252f-4a84-89d2-1c278bb54ba1,548,,"[76.8, 13.0]",3879822,14,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Massimo Gobbi,8645.0,Left Back,37,Chievo,231,"['2132d52b-49bf-4807-9d95-6f4bf955170a', '319668e4-4f63-424c-a349-d08ef5216c38']",52,,,,,,,,,,,,,,,,,Chievo,231,00:14:52.348,Carry,
,,,,,"[85.1, 23.5]",,,,,,,,,,,,0.085087,,,,,,,,,,,,,,a0a0f605-cef7-43c8-9af2-8b51b572e5e2,551,,"[84.7, 23.7]",3879822,14,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Valter Birsa,7045.0,Center Attacking Midfield,37,Chievo,231,"['9cdb24a3-b52d-41d5-858e-c94517e2c983', '9f5d349e-52ac-42a1-8dc9-7f3a6ec22c6a']",56,,,,,,,,,,,,,,,,,Chievo,231,00:14:56.210,Carry,
,,,,,"[28.9, 55.4]",,,,,,,,,,,,2.425918,,,,,,,,,,,,,,5a8d08b5-9d1a-4806-8fbf-873dc88fb75b,555,,"[22.3, 62.7]",3879822,14,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,38,Udinese,230,"['56c76191-0172-48e6-92ce-9d20ff2c19ad', '7f20f9fb-0f8d-42f2-9e4d-470643620bdd']",58,,,,,,,,,,,,,,,,,Udinese,230,00:14:58.593,Carry,
,,,,,"[33.9, 21.5]",,,,,,,,,,,,0.068317,,,,,,,,,,,,,,1e2c4b6e-d35a-4ab7-bd8b-263af65f6205,558,,"[31.5, 21.3]",3879822,15,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giovanni Pasquale,386656.0,Left Wing Back,38,Udinese,230,"['070b59ab-9c3c-44c0-830b-8487731de26d', 'ae8a1b29-5eb7-4625-95d1-be0bb37d09ae']",3,,,,,,,,,,,,,,,,,Udinese,230,00:15:03.097,Carry,
,,,,,"[48.3, 14.0]",,,,,,,,,,,,1.547345,,,,,,,,,,,,,,7ea4b617-cc40-4aaa-86fd-d82e2292eea4,561,,"[47.5, 16.7]",3879822,15,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,38,Udinese,230,"['8891df4a-4562-40d0-a3ea-31710d497169', '926a5167-3d84-4881-a50f-8ea35062daed', 'b55d0c95-e4a6-4707-afbd-e6689478c087']",4,,,,,,,,,,,,,,,,,Udinese,230,00:15:04.313,Carry,True
,,,,,"[81.0, 8.1]",,,,,,,,,,,,1.281423,,,,,,,,,,,,,,6fcce5af-0bf5-4f2f-9df2-14f23bd89450,569,,"[81.0, 6.4]",3879822,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,39,Udinese,230,"['2788304d-b0aa-478b-ae33-06d2100a3ef4', 'af2d5969-0459-4452-935e-9133f6c505e0', 'd38dd7d3-3766-4005-a5d3-aabf6e74018f']",25,,,,,,,,,,,,,,,,,Udinese,230,00:15:25.942,Carry,True
,,,,,"[74.7, 18.0]",,,,,,,,,,,,0.998975,,,,,,,,,,,,,,f0d6b85f-b947-40a2-bc15-cf6ed7c3b4d8,572,,"[74.1, 18.7]",3879822,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,39,Udinese,230,"['06e9f889-0586-43af-ae27-61cca51c8a6d', '3ed96566-1d77-4958-89c3-f983ebb8beba']",27,,,,,,,,,,,,,,,,,Udinese,230,00:15:27.928,Carry,
,,,,,"[90.9, 72.0]",,,,,,,,,,,,1.301431,,,,,,,,,,,,,,5d98b319-d8b8-43d1-99b5-6295e7aa3941,575,,"[88.5, 71.5]",3879822,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Silvan Widmer,7796.0,Right Wing Back,39,Udinese,230,"['194ed20c-ba6a-4c95-baca-a20922221fda', '6282d472-3d8f-48b0-badd-e701602ffff4', 'b5b93097-977e-432f-9f90-1d0668d30815']",32,,,,,,,,,,,,,,,,,Udinese,230,00:15:32.009,Carry,True
,,,,,"[11.6, 10.8]",,,,,,,,,,,,3.627666,,,,,,,,,,,,,,cf7486a1-836e-4c8f-9d02-5b20c0aaf2d3,581,,"[11.4, 23.5]",3879822,15,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Perparim Hetemaj,7046.0,Left Center Midfield,40,Chievo,231,"['006a3119-5c90-4282-a96c-74308e9f6df9', '0bf5457d-2cbb-427e-b17f-f11025e0e72f', '6b568ff0-3433-47f0-a77b-577b2a50393d']",35,,,,,,,,,,,,,,,,,Chievo,231,00:15:35.381,Carry,True
,,,,,"[100.5, 70.8]",,,,,,,,,,,,0.1244,,,,,,,,,,,,,,fa97db96-4471-4ff3-86da-953b6311bb4d,588,,"[99.7, 71.8]",3879822,15,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,40,Chievo,231,"['1ebb07b4-1339-471d-8f6e-fc1a69ac4404', '3a274ce2-7013-4ee3-ad72-693d24ebb239', '63665417-7899-405e-b26c-f9577565f4ee', '6a353e7b-9d82-49da-912b-45882d86bda0', 'b7163088-ce22-47d1-8932-6fe5d1abb8ef']",40,,,,,,,,,,,,,,,,,Udinese,230,00:15:40.590,Carry,True
,,,,,"[9.0, 37.4]",,,,,,,,,,,,16.114843,,,,,,,,,,,,,,9e5812d5-6687-45a4-a8ec-b13f31a2d102,594,,"[3.7, 36.7]",3879822,15,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Albano Benjamín Bizzarri,7803.0,Goalkeeper,40,Chievo,231,"['12b06db8-3c81-4a29-8a4b-f07517c3479c', '76b54d78-1fae-479e-bb54-bd3f7b3e7483']",44,,,,,,,,,,,,,,,,,Chievo,231,00:15:44.529,Carry,
,,,,,"[2.1, 76.8]",,,,,,,,,,,,1.293074,,,,,,,,,,,,,,b7226633-e594-4be3-bb88-b6abf592a3e2,599,,"[20.7, 68.7]",3879822,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Molla Wagué,3577.0,Right Center Back,40,Chievo,231,"['5f004421-f5ad-4a33-bb9f-7cb789faa8a0', '86eb5f97-f241-48c8-aaaf-a62a476f8a40', 'b3828d51-d3c7-4814-b2ec-9d9088704718']",6,,,,,,,,,,,,,,,,,Udinese,230,00:16:06.616,Carry,True
,,,,,"[69.1, 8.6]",,,,,,,,,,,,1.521519,,,,,,,,,,,,,,2e4bf8cc-4839-4342-b165-e3e82841faa4,606,,"[61.0, 15.4]",3879822,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Boštjan Cesar,8877.0,Left Center Back,40,Chievo,231,"['32d60cea-8f93-4ce5-a9a3-040fa8f2974a', '79e6ff88-2d27-4971-bacf-68074264b76c']",12,,,,,,,,,,,,,,,,,Chievo,231,00:16:12.785,Carry,
,,,,,"[70.1, 27.8]",,,,,,,,,,,,2.105081,,,,,,,,,,,,,,e091c80b-7f98-418e-ac1e-46c2f1bc5084,611,,"[67.2, 18.5]",3879822,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Radovanović,7042.0,Center Defensive Midfield,40,Chievo,231,"['c305902f-f79f-40df-9a1b-c877863796fd', 'c9885034-c52a-4d24-832f-372fd0970617']",18,,,,,,,,,,,,,,,,,Chievo,231,00:16:18.411,Carry,
,,,,,"[64.1, 60.0]",,,,,,,,,,,,0.983713,,,,,,,,,,,,,,ecadffe7-f9d1-42ab-9a14-27b4d98f82ea,614,,"[64.1, 58.3]",3879822,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabrizio Cacciatore,7050.0,Right Back,40,Chievo,231,"['1c1c8d17-669e-4be5-980c-58afc51a7a1e', 'ee9f383d-5e5a-416f-99a2-6d9858112643']",22,,,,,,,,,,,,,,,,,Chievo,231,00:16:22.269,Carry,
,,,,,"[69.1, 50.7]",,,,,,,,,,,,0.70029,,,,,,,,,,,,,,b4b97cb7-44e8-43b1-be42-e181ff2b20ac,617,,"[69.3, 50.7]",3879822,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Radovanović,7042.0,Center Defensive Midfield,40,Chievo,231,"['5beea9bd-7937-48de-bf10-24bc593e971c', '6fcaa17e-ca7e-447f-a5a4-10a185ba245a']",24,,,,,,,,,,,,,,,,,Chievo,231,00:16:24.482,Carry,
,,,,,"[82.3, 68.9]",,,,,,,,,,,,2.370572,,,,,,,,,,,,,,bda162dd-bc23-4780-a457-0d9427a17906,620,,"[75.7, 66.1]",3879822,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabrizio Cacciatore,7050.0,Right Back,40,Chievo,231,"['a6deb1d0-befd-4109-a5de-1f62121c43dc', 'c77b1822-75a0-4fcf-9751-4ba626a3ed5c']",27,,,,,,,,,,,,,,,,,Chievo,231,00:16:27.469,Carry,
,,,,,"[94.8, 68.9]",,,,,,,,,,,,2.751312,,,,,,,,,,,,,,9ad55a79-4b37-4b8c-99ba-31f066d85dff,624,,"[95.4, 68.4]",3879822,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Valter Birsa,7045.0,Center Attacking Midfield,40,Chievo,231,"['0b7a1bba-b303-47c6-8457-364320baa46a', '0dbd215c-5fab-4d20-875d-78a2a5a283b5', '21d25020-f45d-42ff-9898-dcdabe8c9dbb', '467606b4-117c-4d18-9edc-8c290bb8c396']",30,,,,,,,,,,,,,,,,,Chievo,231,00:16:30.819,Carry,True
,,,,,"[93.2, 67.6]",,,,,,,,,,,,0.347762,,,,,,,,,,,,,,f1fe58fd-0418-43e1-a354-9e72b808ef56,627,,"[94.8, 68.9]",3879822,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Valter Birsa,7045.0,Center Attacking Midfield,40,Chievo,231,"['0dbd215c-5fab-4d20-875d-78a2a5a283b5', '21d25020-f45d-42ff-9898-dcdabe8c9dbb', '467606b4-117c-4d18-9edc-8c290bb8c396', '6c22f5fb-b8ee-43e7-b341-763afd2f2cb8']",33,,,,,,,,,,,,,,,,,Chievo,231,00:16:33.570,Carry,True
,,,,,"[92.5, 55.5]",,,,,,,,,,,,0.08,,,,,,,,,,,,,,9932e7d0-fee5-47b5-9367-6152b1fe1d62,630,,"[93.4, 53.8]",3879822,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Perparim Hetemaj,7046.0,Left Center Midfield,40,Chievo,231,"['3b3e4a64-5c5f-4930-8e18-1edcfbcaf750', 'cc8b8fd9-34d9-4c2b-b480-53130bc8ec1d']",35,,,,,,,,,,,,,,,,,Chievo,231,00:16:35.740,Carry,
,,,,,"[39.9, 72.2]",,,,,,,,,,,,8.988984,,,,,,,,,,,,,,a6c68695-ffc3-45a5-9151-3b7a298db218,634,,"[6.5, 59.9]",3879822,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Silvan Widmer,7796.0,Right Wing Back,41,Udinese,230,"['29770764-128c-4403-960f-0b83ebdea9fc', '4f642e75-a562-4990-8403-0a63ae4ea5d6']",38,,,,,,,,,,,,,,,,,Udinese,230,00:16:38.867,Carry,
,,,,,"[34.8, 67.2]",,,,,,,,,,,,2.779569,,,,,,,,,,,,,,a673a823-8375-4e52-954d-250133de52f2,637,,"[33.2, 70.2]",3879822,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Zdravko Kuzmanović,6577.0,Center Defensive Midfield,41,Udinese,230,"['0152a8e5-4163-44ce-bd00-2a7617725377', 'd3d439a5-6e39-4a85-a7a6-5359a6144c12']",49,,,,,,,,,,,,,,,,,Udinese,230,00:16:49.056,Carry,
,,,,,"[33.0, 70.6]",,,,,,,,,,,,0.181038,,,,,,,,,,,,,,50fcb402-0c2f-4272-8c89-69e5df15941d,642,,"[33.0, 72.2]",3879822,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Molla Wagué,3577.0,Right Center Back,41,Udinese,230,"['343e3099-6bea-40c0-ad25-17454c4ad467', 'dc0449aa-2fcc-4102-96e6-337fcc70ac6b']",54,,,,,,,,,,,,,,,,,Udinese,230,00:16:54.134,Carry,
,,,,,"[43.1, 46.0]",,,,,,,,,,,,4.026224,,,,,,,,,,,,,,0154e94a-f77e-468a-8bd0-7db3959521b6,645,,"[33.4, 52.2]",3879822,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danilo Larangeira,7799.0,Center Back,41,Udinese,230,"['6304e61e-7a6e-4ec9-b757-8e1cf756b014', 'a10bfb4a-f114-4316-b4e2-10c0b9b18482']",55,,,,,,,,,,,,,,,,,Udinese,230,00:16:55.967,Carry,
,,,,,"[41.4, 18.0]",,,,,,,,,,,,1.476335,,,,,,,,,,,,,,068c2455-d8f1-41cd-84a4-36b2c03af4fb,648,,"[41.4, 18.0]",3879822,17,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,41,Udinese,230,"['9a863ada-824c-4bec-a5da-6256f13ef64b', 'a5fe0ae3-0c88-4512-94a2-0e79d531b4b9']",1,,,,,,,,,,,,,,,,,Udinese,230,00:17:01.661,Carry,
,,,,,"[98.1, 33.6]",,,,,,,,,,,,0.086446,,,,,,,,,,,,,,a9759052-c107-4ccf-99ff-d9fb8218529f,666,,"[97.1, 35.5]",3879822,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cyril Théréau,8272.0,Left Center Forward,42,Udinese,230,"['29aacdb4-3574-4639-8c2b-eadeebf0233b', '38b4210d-3006-44ac-9706-5ccc6f7b6d48']",33,,,,,,,,,,,,,,,,,Udinese,230,00:17:33.274,Carry,
,,,,,"[72.9, 9.5]",,,,,,,,,,,,3.293,,,,,,,,,,,,,,1e9f6ae6-9a01-42a6-86ca-d101beb2242f,673,,"[74.3, 12.5]",3879822,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Giovanni Pasquale,386656.0,Left Wing Back,42,Udinese,230,"['6d50241c-595d-48f5-b67c-92d274fb60b9', 'b42dde00-7e91-436e-a202-8541bb125bce']",38,,,,,,,,,,,,,,,,,Udinese,230,00:17:38.624,Carry,
,,,,,"[105.6, 9.3]",,,,,,,,,,,,2.608381,,,,,,,,,,,,,,b70515b8-6ff1-471f-96c9-7813541d25f2,676,,"[104.6, 10.1]",3879822,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cyril Théréau,8272.0,Left Center Forward,42,Udinese,230,"['1d156cb9-70d3-4d8e-98b9-f752ce30705d', '61f4b59d-dd44-4b4d-b7f6-5e5c8a388fa8', '9e7a3bae-0069-4835-91f2-ec9a4c059233']",44,,,,,,,,,,,,,,,,,Udinese,230,00:17:44.072,Carry,True
,,,,,"[117.0, 6.8]",,,,,,,,,,,,1.837967,,,,,,,,,,,,,,2f0ef6c5-f34b-4ee3-9a14-f2fbc37a2c24,680,,"[103.9, 2.3]",3879822,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Giovanni Pasquale,386656.0,Left Wing Back,42,Udinese,230,"['16692b84-2f7c-41ed-a284-b6ac3df6a0c3', '2ce2bfc6-a35e-4ef7-89a9-94f71783601e']",47,,,,,,,,,,,,,,,,,Udinese,230,00:17:47.226,Carry,
,,,,,"[89.4, 6.4]",,,,,,,,,,,,0.741488,,,,,,,,,,,,,,c5d7b807-6724-48b5-a3e2-ecec557b689c,687,,"[89.4, 5.9]",3879822,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,43,Udinese,230,"['329e69f4-bae5-415a-8c0a-0f216d0393cc', '89349de6-e899-45a5-b612-a9af42ea234f']",10,,,,,,,,,,,,,,,,,Udinese,230,00:18:10.919,Carry,
,,,,,"[84.1, 6.8]",,,,,,,,,,,,2.642716,,,,,,,,,,,,,,1d7f3db0-c47a-4640-bf72-8517295bf4a9,690,,"[82.2, 5.7]",3879822,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Giovanni Pasquale,386656.0,Left Wing Back,43,Udinese,230,"['0f13c209-99d1-4068-bf43-124a7fd49dc0', '33a7619a-7d46-4466-b85d-25e34c09545c', 'f305aa28-05f4-449d-af7b-dde742623fc5']",12,,,,,,,,,,,,,,,,,Udinese,230,00:18:12.316,Carry,True
,,,,,"[83.0, 11.9]",,,,,,,,,,,,0.800882,,,,,,,,,,,,,,41eec637-85dd-453d-a185-58118e2c0c15,694,,"[83.9, 11.0]",3879822,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,43,Udinese,230,"['09a8cb41-cbf7-41d2-9e3e-c3f1f233ae48', 'fd8fb87f-04dc-41a5-ae86-4cfbd7b4a70b']",16,,,,,,,,,,,,,,,,,Udinese,230,00:18:16.049,Carry,
,,,,,"[110.0, 56.2]",,,,,,,,,,,,0.834503,,,,,,,,,,,,,,be9ddc1f-8582-450a-aa84-871a68d388e1,698,,"[107.7, 54.9]",3879822,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cyril Théréau,8272.0,Left Center Forward,43,Udinese,230,"['69d63dee-4fe8-4714-9d64-fba62afa18e1', '85d6945b-1ac1-4937-bbc6-84cdd5f8cb0a', 'f379c5dd-850a-468b-b9cd-d866f3a35a5c']",19,,,,,,,,,,,,,,,,,Udinese,230,00:18:19.917,Carry,True
