50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.889185,,,,,,,,,,,,,,,1abee9ad-f044-4242-810a-883f9bfec25d,17,,"[87.3, 8.8]",3879871,0,,,True,0.68009806,,,,,"[94.1, 14.3]",,Low Pass,,8.745856,,,,Simone Verdi,7170.0,,,,,,,1,From Kick Off,Kevin Lasagna,7793.0,Center Forward,2,Carpi,1683,"['1f58cdc5-49fa-4206-bf13-781b5f731012', 'ea5adfc9-9a8b-4d5f-a6f8-b81cb01d1650']",10,,,,,,,,,,,,,,,,,Carpi,1683,00:00:10.389,Pass,True
,,,,,,,,,,,,True,,,,,,1.677273,,,,,,,,,,,,,,,25497435-4289-4cb6-a6d7-67eccf131e33,22,,"[26.9, 59.3]",3879871,0,,,,-0.71435684,,Right Foot,,,"[41.2, 46.9]",,Ground Pass,,18.927494,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,Interception,1,Regular Play,Iván Rodrigo Piris Leguizamón,46670.0,Right Center Back,3,Udinese,230,"['974cfe84-e242-449b-ab12-6d3b92000bfd', 'c44e605c-52fc-4ad3-9576-ac3c22ba0beb']",11,,,,,,,,,,,,,,,,,Udinese,230,00:00:11.985,Pass,True
,,,,,,,,,,,,,,,,,,4.21557,,,,,,,,,,,,,,,455969eb-591d-4419-add1-ba4989848de1,26,,"[43.2, 54.9]",3879871,0,,,,0.21134815,,Right Foot,,,"[96.8, 66.4]",,Ground Pass,,54.819798,,,,Duván Esteban Zapata Banguera,7017.0,,,,,,,1,Regular Play,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,3,Udinese,230,['fec2ea51-9fe8-4856-9d9e-d66fc0a83480'],14,,,,,,,,,,,,,,,,,Udinese,230,00:00:14.855,Pass,
,,,,,,,,,,,,,,,,,,0.820488,,,,,,,,,,,,,,,434fc4e3-ca9d-4067-a23d-ecbd23ab9d08,30,,"[115.1, 59.0]",3879871,0,,,,-1.4999473,,Right Foot,True,,"[116.2, 43.5]",,High Pass,,15.538983,,Incomplete,,Cyril Théréau,8272.0,,,,,,,1,Regular Play,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,3,Udinese,230,"['3e41cfcf-3e4c-4dcb-b557-d40ff81af194', 'dbf5d482-cf55-42bb-a553-bb71eaf814d8']",21,,,,,,,,,,,,,,,,,Udinese,230,00:00:21.119,Pass,
,,,,,,,,,,,,,,,,,,3.360206,,,,,,,,,,,,,,,99e09222-c075-484d-aaff-bdcf308bd2b9,34,,"[10.2, 36.8]",3879871,0,,,,0.04064026,,Drop Kick,,,"[76.6, 39.5]",,High Pass,,66.45487,,Incomplete,,Kevin Lasagna,7793.0,,,,,,,1,Regular Play,Simone Colombi,34315.0,Goalkeeper,3,Udinese,230,"['95e29856-cc47-4144-8816-9cce6be16c41', 'e5987d3c-2f2c-4bcb-8693-37683dcb819a']",25,,,,,,,,,,,,,,,,,Carpi,1683,00:00:25.760,Pass,
,,,,,,,,,,,,,,,,,,3.556102,,,,,,,,,,,,,,,e5987d3c-2f2c-4bcb-8693-37683dcb819a,36,,"[43.5, 40.6]",3879871,0,,,,-1.4795252,,Head,,,"[46.2, 11.1]",,Low Pass,,29.623302,,,,Ali Adnan Kadhim Al Tameemi,8191.0,,,,,,Recovery,1,Regular Play,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,3,Udinese,230,"['845c5892-87d2-42ec-b4a1-3393902c991e', '99e09222-c075-484d-aaff-bdcf308bd2b9']",29,,,,,,,,,,,,,,,,,Udinese,230,00:00:29.120,Pass,
,,,,,,,,,,,,,,,,,,1.184538,,,,,,,,,,,,,,,f14774cb-eb46-4214-8e87-cd9e0471f5f3,39,,"[47.1, 11.9]",3879871,0,,,,0.86718255,,Left Foot,,,"[61.1, 28.4]",,Ground Pass,,21.639086,,,,Cyril Théréau,8272.0,,,,,,,1,Regular Play,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,3,Udinese,230,['4a3880a0-6d74-49ea-9b03-f404bbdebb3b'],34,,,,,,,,,,,,,,,,,Udinese,230,00:00:34.462,Pass,
,,,,,,,,,,,,,,,,,,0.96526,,,,,,,,,,,,,,,98654917-ecdb-4833-b2bf-c97af540557e,43,,"[57.9, 27.3]",3879871,0,,,,-2.4159522,,Left Foot,,,"[51.7, 21.8]",,Ground Pass,,8.287943,,,,Francesco Lodi,40367.0,,,,,,,1,Regular Play,Cyril Théréau,8272.0,Left Center Forward,3,Udinese,230,"['509b1abb-278a-4d2f-bc87-40b3fdf4ac4f', '5994c4f4-efbd-4f5b-a7e5-29030d775e12']",36,,,,,,,,,,,,,,,,,Udinese,230,00:00:36.315,Pass,True
,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,7a12ce09-f05c-4e29-a441-c4bc49640c97,46,,"[50.9, 21.8]",3879871,0,,,,-0.48312566,,Left Foot,,,"[75.3, 9.0]",,Ground Pass,,27.553585,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,,1,Regular Play,Francesco Lodi,40367.0,Center Defensive Midfield,3,Udinese,230,['2f37865d-f9d1-452e-976b-f042e9cce6be'],37,,,,,,,,,,,,,,,,,Udinese,230,00:00:37.374,Pass,
,,,,,,,,,,,,,,,,,,1.015283,,,,,,,,,,,,,,,9e5e5b99-06c9-449c-bef9-c9aab6f56a98,49,,"[76.1, 8.6]",3879871,0,,,,1.7348264,,Right Foot,,,"[73.7, 23.1]",,Ground Pass,,14.697279,,,,Cyril Théréau,8272.0,,,,,,,1,Regular Play,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,3,Udinese,230,['7ae21b3a-51fb-4f3d-b6b0-182b041f2a84'],38,,,,,,,,,,,,,,,,,Udinese,230,00:00:38.774,Pass,
,,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,,,538d00d1-5f34-4014-82af-bd52abaed5ab,53,,"[91.2, 19.9]",3879871,0,,,,-0.87976724,,Right Foot,,,"[102.2, 6.6]",,Ground Pass,,17.259491,,,,Ali Adnan Kadhim Al Tameemi,8191.0,,,,,,,1,Regular Play,Cyril Théréau,8272.0,Left Center Forward,3,Udinese,230,"['c8a58007-263f-43b5-ad6e-ad9030204695', 'cd8baf79-3734-4770-87a0-4bfda05624e5']",42,,,,,,,,,,,,,,,,,Udinese,230,00:00:42.511,Pass,True
,,,,,,,,,,,,,,,,,,2.081501,,,,,,,,,,,,,,,983f0cfb-99f3-417a-8634-f5a62a631f6e,56,,"[115.3, 6.5]",3879871,0,,,,1.5327712,,Left Foot,True,,"[116.7, 43.3]",,High Pass,,36.826622,,Incomplete,,Duván Esteban Zapata Banguera,7017.0,,,,,,,1,Regular Play,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,3,Udinese,230,"['23e9f3e8-bb2c-419f-aee8-9008a3c74b42', '74820d87-6c5a-4bfc-8f46-d05f202238ff']",45,,,,,,,,,,,,,,,,,Udinese,230,00:00:45.941,Pass,
,,,,,,,,,,,,,,,,,,3.56678,,,,,,,,,,,,,,,36bfe67c-900d-49af-bea2-8c1db23f23db,59,,"[10.8, 36.0]",3879871,1,True,,,-0.053282853,,Right Foot,,,"[70.8, 32.8]",,High Pass,,60.085274,,Incomplete,,Kevin Lasagna,7793.0,,,,,,,1,Regular Play,Simone Colombi,34315.0,Goalkeeper,3,Udinese,230,"['37003ec2-c3a9-4395-ad42-77f9c5358d57', '6a31df40-9198-4b49-94ba-23c90c9b6a3a']",8,,,,,,,,,,,,,,,,,Carpi,1683,00:01:08.071,Pass,
,,,,,,,,,,,,,,,,,,2.350057,,,,,,,,,,,,,,,3f530e50-6124-436f-bad5-cbd94ff547ea,63,,"[13.0, 41.2]",3879871,1,,,,-0.7767027,,Head,,,"[30.4, 24.1]",,High Pass,,24.396107,,,,Ali Adnan Kadhim Al Tameemi,8191.0,,,,,,Recovery,1,Regular Play,Danilo Larangeira,7799.0,Center Back,3,Udinese,230,['18c1bfee-431d-4bc0-8603-bdeeeee9a81b'],13,,,,,,,,,,,,,,,,,Udinese,230,00:01:13.693,Pass,
,,,,,,,,,,,,,,,,,,3.39745,,,,,,,,,,,,,,,d7ab5fb7-0df0-4d3e-93fe-80e0237da658,66,,"[25.6, 23.1]",3879871,1,,,,-0.81278855,,Right Foot,,,"[39.8, 8.1]",,High Pass,,20.655266,,Incomplete,,Bruno Miguel Borges Fernandes,5204.0,,,,,,,1,Regular Play,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,3,Udinese,230,"['6eddcba3-860f-4263-bf9e-86176eda63d5', '9ed75b3d-0dab-4b72-bcad-b06526547f02', 'ebb0636c-df7c-453b-a621-41998cc47794']",16,,,,,,,,,,,,,,,,,Udinese,230,00:01:16.043,Pass,True
,,,,,,,,,,,,,,,,,,2.522392,,,,,,,,,,,,,,,6eddcba3-860f-4263-bf9e-86176eda63d5,68,,"[80.3, 72.0]",3879871,1,,,,0.38138127,,Right Foot,,,"[100.0, 79.9]",,High Pass,,21.224985,,Out,,Marco Crimi,31273.0,,,,,,Recovery,1,Regular Play,Stefano Sabelli,30750.0,Right Wing Back,3,Udinese,230,"['d7ab5fb7-0df0-4d3e-93fe-80e0237da658', 'e2942c40-4cf5-4545-9c11-f91ab128ae69']",19,,,,,,,,,,,,,,,,,Carpi,1683,00:01:19.441,Pass,
,,,,,,,,,,,,,,,,,,4.663708,,,,,,,,,,,,,,,ee9e9807-aaaa-4f99-ad27-4d87c75e92e6,70,,"[23.0, 0.1]",3879871,1,True,,,1.4131557,,,,,"[28.5, 34.7]",,High Pass,,35.034412,,,,Danilo Larangeira,7799.0,,,,,,Throw-in,1,From Throw In,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,4,Udinese,230,['0df87ba6-312b-4c46-81e5-eea85d1a1577'],30,,,,,,,,,,,,,,,,,Udinese,230,00:01:30.275,Pass,
,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,bf0fc166-5778-4a85-8ce2-a506a7221d1d,72,,"[28.6, 46.0]",3879871,1,,,,1.347492,,Right Foot,,,"[34.3, 71.1]",,Ground Pass,,25.739075,,,,Iván Rodrigo Piris Leguizamón,46670.0,,,,,,,1,From Throw In,Danilo Larangeira,7799.0,Center Back,4,Udinese,230,['3f345639-3540-4644-80a6-30d3d64682c8'],35,,,,,,,,,,,,,,,,,Udinese,230,00:01:35.118,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,27bb9064-2227-47ec-bb9e-3ac0d2e41d4b,75,,"[33.0, 71.4]",3879871,1,,,,-1.7596935,,Right Foot,,,"[30.4, 57.8]",,Ground Pass,,13.846299,,,,Danilo Larangeira,7799.0,,,,,,,1,From Throw In,Iván Rodrigo Piris Leguizamón,46670.0,Right Center Back,4,Udinese,230,['68c38ac6-d987-4332-86d4-3d9ed852ad4a'],38,,,,,,,,,,,,,,,,,Udinese,230,00:01:38.698,Pass,
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,efda09c2-1468-4265-8fbe-b17f4e80fc8d,78,,"[32.3, 54.6]",3879871,1,,,,0.8134685,,Right Foot,,,"[54.8, 78.4]",,Ground Pass,,32.751945,,,,Emmanuel Agyemang-Badu,24722.0,,,,,,,1,From Throw In,Danilo Larangeira,7799.0,Center Back,4,Udinese,230,['27ed493c-3492-44da-8f0a-1620a3df35ff'],42,,,,,,,,,,,,,,,,,Udinese,230,00:01:42.054,Pass,
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,b8443dee-673e-457e-829b-1749c7ff9232,80,,"[54.8, 77.2]",3879871,1,,,,-3.0875912,,Right Foot,,,"[47.4, 76.8]",,Ground Pass,,7.410803,,,,Iván Rodrigo Piris Leguizamón,46670.0,,,,,,,1,From Throw In,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,4,Udinese,230,['755c8ed9-f282-4f0a-889d-5412c3011dc8'],43,,,,,,,,,,,,,,,,,Udinese,230,00:01:43.654,Pass,
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,8a85c594-e8f8-46e4-a7f8-614f15be1ca3,83,,"[49.5, 74.2]",3879871,1,,,,-1.4898922,,Right Foot,,,"[51.3, 52.0]",,Ground Pass,,22.272854,,,,Francesco Lodi,40367.0,,,,,,,1,From Throw In,Iván Rodrigo Piris Leguizamón,46670.0,Right Center Back,4,Udinese,230,['1e7620b0-e9c1-4270-a1e9-249f101714dc'],46,,,,,,,,,,,,,,,,,Udinese,230,00:01:46.550,Pass,
,,,,,,,,,,,,,,,,,,1.100972,,,,,,,,,,,,,,,3c0cece3-65ea-40f2-8050-f0361b0abf9a,86,,"[55.3, 42.0]",3879871,1,,,,-0.4473003,,Left Foot,,,"[84.9, 27.8]",,Ground Pass,,32.829865,,,,Cyril Théréau,8272.0,,,,,,,1,From Throw In,Francesco Lodi,40367.0,Center Defensive Midfield,4,Udinese,230,['1497b25f-76f7-40f7-a025-5c37c9609d59'],49,,,,,,,,,,,,,,,,,Udinese,230,00:01:49.258,Pass,
,,,,,,,,,,,,,,,,,,2.248134,,,,,,,,,,,,,,,166a52d9-6a95-4f5f-b068-3cb742336514,88,,"[83.1, 28.6]",3879871,1,,,,0.28638357,,Right Foot,,,"[99.4, 33.4]",,Ground Pass,,16.992058,,Incomplete,,Bruno Miguel Borges Fernandes,5204.0,,,,,,,1,From Throw In,Cyril Théréau,8272.0,Left Center Forward,4,Udinese,230,"['ce91fc08-fdb3-4621-88a8-53495f403f3c', 'e619fcca-1ad9-464f-87cf-759ee764e8f5']",50,,,,,,,,,,,,,,,,,Udinese,230,00:01:50.359,Pass,
,,,,,,,,,,,,,,,,,,0.863093,,,,,,,,,,,,,,,b19f4584-1548-4d93-90a0-93e70e470b53,92,,"[93.6, 0.1]",3879871,1,,,,1.9038246,,,,,"[88.1, 16.0]",,Low Pass,,16.824387,,,,Cyril Théréau,8272.0,,,,,,Throw-in,1,From Throw In,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,5,Udinese,230,['5c9858d9-e44c-4034-ac51-f29d9e9292b1'],59,,,,,,,,,,,,,,,,,Udinese,230,00:01:59.711,Pass,
,,,,,,,,,,,,,,,,,,2.011755,,,,,,,,,,,,,,,7bc7b467-1c27-411c-b74a-87d94eba9875,95,,"[81.2, 6.1]",3879871,2,,,,2.7374601,,Right Foot,,,"[65.3, 12.9]",,Ground Pass,,17.293062,,,,Felipe Dias da Silva dal Belo,6938.0,,,,,,,1,From Throw In,Cyril Théréau,8272.0,Left Center Forward,5,Udinese,230,['14362178-9590-42d5-b89c-01c23d6827fc'],2,,,,,,,,,,,,,,,,,Udinese,230,00:02:02.037,Pass,
,,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,,,03e54e65-4450-46b8-91aa-f037450440b1,98,,"[65.0, 13.7]",3879871,2,,,,-0.6080892,,Right Foot,,,"[75.2, 6.6]",,Ground Pass,,12.427792,,,,Cyril Théréau,8272.0,,,,,,,1,From Throw In,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,5,Udinese,230,['18e83b36-8f02-43fa-a6c5-a4a8e731712a'],4,,,,,,,,,,,,,,,,,Udinese,230,00:02:04.312,Pass,
,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,067a3d56-60c6-4568-9240-313f30632337,101,,"[70.6, 8.6]",3879871,2,,,,1.8996726,,Right Foot,,,"[53.4, 59.0]",,High Pass,,53.25411,,,,Iván Rodrigo Piris Leguizamón,46670.0,,,True,,,,1,From Throw In,Cyril Théréau,8272.0,Left Center Forward,5,Udinese,230,['2d0bed2d-b2ff-49a0-adad-ddc40f3d8d1f'],9,,,,,,,,,,,,,,,,,Udinese,230,00:02:09.173,Pass,
,,,,,,,,,,,,,,,,,,1.020426,,,,,,,,,,,,,,,95934b32-e96e-4e62-8fa8-b78bf6562a86,104,,"[64.8, 66.4]",3879871,2,,,,-0.40668282,,Right Foot,,,"[85.0, 57.7]",,Ground Pass,,21.993862,,,,Duván Esteban Zapata Banguera,7017.0,,,,,,,1,From Throw In,Iván Rodrigo Piris Leguizamón,46670.0,Right Center Back,5,Udinese,230,['56bdcf51-5d19-4f93-a67a-7f51a8c97fca'],17,,,,,,,,,,,,,,,,,Udinese,230,00:02:17.903,Pass,
,,,,,,,,,,,,,,,,,,0.789033,,,,,,,,,,,,,,,ddfa85bd-cf35-46f6-b68b-0a7c61020e04,110,,"[87.6, 57.8]",3879871,3,,,,-0.48995733,,Right Foot,,,"[105.6, 48.2]",,High Pass,,20.4,,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,6,Udinese,230,['31e5f7fb-7947-4592-8575-74142a4291bc'],17,,,,,,,,,,,,,,,,,Udinese,230,00:03:17.988,Pass,
,,,,,,,,,,,,,,,,,,2.995294,,,,,,,,,,,,,,,2cbb31b9-8a9b-4b70-a69e-6e8b6b5a3dcf,112,,"[87.0, 22.8]",3879871,3,,,,2.6863887,,Left Foot,,,"[53.7, 39.1]",,Low Pass,,37.07533,,,,Iván Rodrigo Piris Leguizamón,46670.0,,,,,,Recovery,1,From Free Kick,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,6,Udinese,230,['3d03d4ee-7cff-4b2f-9ab3-f07b854745e1'],21,,,,,,,,,,,,,,,,,Udinese,230,00:03:21.495,Pass,
