bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.37776,,,,,,,,,,,,,,888f4afb-f1e7-4ecf-b1f0-19ab4ded3791,18,,,"[29.3, 56.7]",3879681,0,,,,,0.47531196,,Right Foot,,,,"[66.8, 76.0]",High Pass,,42.17511,,Incomplete,,Yuto Nagatomo,5690.0,,,,,,1,From Kick Off,João Miranda de Souza Filho,5551.0,Right Center Back,2,Inter Milan,238,"['1659c6a0-4057-430f-ba69-5ef45adee70a', '22a1c820-fd5e-4dc2-a1be-3f72b302d0ac', '583b6802-f1c6-4704-95bb-7560c153dc3d']",14,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:14.239,Pass,True
,,,,,,,,,,,,,,,,,1.15431,,,,,,,,,,,,,,583b6802-f1c6-4704-95bb-7560c153dc3d,21,,,"[53.3, 4.1]",3879681,0,,,,True,-0.2222553,,,,,,"[71.0, 0.1]",High Pass,,18.146349,,Out,,,,,,,,Interception,1,From Kick Off,Federico Peluso,7118.0,Left Back,2,Inter Milan,238,"['28a34769-d670-4805-b5c3-cd17a622054b', '888f4afb-f1e7-4ecf-b1f0-19ab4ded3791']",16,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:16.617,Pass,True
,,,,,,,,,,,,,,,,,0.93728,,,,,,,,,,,,,,7bbba581-2367-413b-9969-dadf1ddfb4bb,22,,,"[64.8, 80.0]",3879681,0,,,,,-0.3172663,,,,,,"[71.5, 77.8]",Low Pass,,7.05195,,,,Adem Ljajić,5587.0,,,,,Throw-in,1,From Throw In,Yuto Nagatomo,5690.0,Right Back,3,Inter Milan,238,['f25b522e-f04e-48c9-af25-b55d038b7537'],25,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:25.440,Pass,
,,,,,,,,,,,,,,,,,0.70301,,,,,,,,,,,,,,3ac2fa81-863b-4ef3-8104-43dfadb2e688,24,,,"[73.0, 77.6]",3879681,0,,,,,-3.038511,,Right Foot,,,,"[70.1, 77.3]",Ground Pass,,2.9154758,,,,Yuto Nagatomo,5690.0,,,,,,1,From Throw In,Adem Ljajić,5587.0,Right Wing,3,Inter Milan,238,['4ad7485a-456f-40e4-9f59-49f8d861caaf'],26,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:26.378,Pass,
,,,,,,,,,,,,,,,,,2.467093,,,,,,,,,,,,,,e0a3b0de-277a-4c46-9ea3-2f2bf7f544b4,29,,,"[70.1, 78.9]",3879681,0,,,,,-0.16630675,,Right Foot,,,,"[98.1, 74.2]",Ground Pass,,28.391724,,Incomplete,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,1,From Throw In,Yuto Nagatomo,5690.0,Right Back,3,Inter Milan,238,"['0063e3cc-2e6f-401e-810b-3b5aafd2eb50', '2e257060-bc55-43a2-8ed4-ba63c5263b7c', '5435d7d7-1ee3-4ad8-96b3-285845df1f62', '80eda852-70ac-445f-ad1f-2e1f69b8e75b']",28,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:28.174,Pass,True
,,,,,,,,,,,,,,,,,2.49028,,,,,,,,,,,,,,5435d7d7-1ee3-4ad8-96b3-285845df1f62,32,,,"[22.0, 5.9]",3879681,0,,,,,2.292149,,Right Foot,,,,"[2.3, 28.3]",Ground Pass,,29.830353,,,,Andrea Consigli,7132.0,,,,,Recovery,1,Regular Play,Francesco Acerbi,7119.0,Left Center Back,4,Sassuolo,232,"['5991cacf-2d52-4347-ac96-fef3365370ac', '9d955489-16f6-4577-a9cc-970109cb36cc', 'e0a3b0de-277a-4c46-9ea3-2f2bf7f544b4']",30,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:30.641,Pass,True
,,,,,,,,,,,,,,,,,2.865661,,,,,,,,,,,,,,5be73f61-5001-4863-9d17-e5540587f7c3,36,,,"[3.6, 30.3]",3879681,0,,,,,0.88274574,,Right Foot,,,,"[26.7, 58.4]",Ground Pass,,36.37609,,,,Šime Vrsaljko,5461.0,,,,,,1,Regular Play,Andrea Consigli,7132.0,Goalkeeper,4,Sassuolo,232,"['51346a29-3949-4584-b111-662c575e7d2b', '82fb795d-36bf-46b6-8815-fbef2357e85a']",34,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:34.429,Pass,True
,,,,,,,,,,,,,,,,,1.220808,,,,,,,,,,,,,,0fc03318-f6b4-4963-bd08-7bda3e77d8c7,39,,,"[33.6, 63.7]",3879681,0,,,,,-0.10150183,,Right Foot,,,,"[44.4, 62.6]",Ground Pass,,10.855874,,,,Domenico Berardi,7131.0,,,,,,1,Regular Play,Šime Vrsaljko,5461.0,Right Back,4,Sassuolo,232,['41c6f56f-ad6e-400f-85e7-fb28a115b8b4'],37,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:37.334,Pass,
,,,,,,,,,,,,,,,,,0.900276,,,,,,,,,,,,,,e01c0c6d-ad61-48fc-8ee0-877c313df41b,45,,,"[42.9, 80.0]",3879681,0,,,,,-1.5707964,,,,,,"[42.9, 65.7]",Low Pass,,14.3,,,,Francesco Magnanelli,7127.0,,,,,Throw-in,1,From Throw In,Šime Vrsaljko,5461.0,Right Back,5,Sassuolo,232,['a3388c91-41be-4c3c-aa2e-03c212fbd9f9'],52,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:52.235,Pass,
,,,,,,,,,,,,,,,,,1.87626,,,,,,,,,,,,,,ae7dc345-3517-4e1b-b771-e94b9461626d,49,,,"[44.9, 67.1]",3879681,0,,,,,-0.040718224,,Right Foot,,,,"[71.9, 66.0]",High Pass,,27.022398,,,,Diego Falcinelli,8093.0,,,,,,1,From Throw In,Francesco Magnanelli,7127.0,Center Defensive Midfield,5,Sassuolo,232,['fb6291d6-b971-4f36-888f-87c5ae84e490'],53,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:53.160,Pass,
,,,,,,,,,,,,,,,,,0.365105,,,,,,,,,,,,,,2c56b44e-af41-42de-bed0-7be1b755e06a,54,,,"[80.1, 73.3]",3879681,0,,,,,2.7201734,,Left Foot,,,,"[77.2, 74.6]",Ground Pass,,3.1780498,,Incomplete,,Simone Missiroli,7113.0,,,,,,1,From Throw In,Diego Falcinelli,8093.0,Center Forward,5,Sassuolo,232,"['40ec0cc0-d3e5-4d3c-bf4a-ff0e2075aa10', '82fc96b9-b4fa-490b-aed7-501d7666e202', 'ab3a0623-c04f-4758-8d7f-05eed0210028']",57,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:57.734,Pass,True
,,,,,,,,,,,,,,,,,0.713643,,,,,,,,,,,,,,680c7b26-3299-4182-8219-c7c8c426893e,57,,,"[41.7, 5.3]",3879681,0,,,,,3.006065,,Right Foot,,,,"[35.1, 6.2]",Ground Pass,,6.661081,,,,Jeison Fabián Murillo Cerón,6585.0,,,,,Recovery,1,Regular Play,Geoffrey Kondogbia,6589.0,Left Center Midfield,6,Inter Milan,238,['4f944e15-ad6a-40cb-b9a2-f740a7d4e431'],58,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:58.577,Pass,
,,,,,,,,,,,,,,,,,0.570257,,,,,,,,,,,,,,ad1edb93-6a51-41bb-8b09-240b1eae0a91,60,,,"[36.0, 6.2]",3879681,0,,,,,1.1741859,,Left Foot,,,,"[40.9, 17.9]",Ground Pass,,12.684636,,,,Gary Alexis Medel Soto,16453.0,,,,,,1,Regular Play,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,6,Inter Milan,238,['268ad83b-c002-47bc-9f1b-f13ced927f10'],59,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:59.578,Pass,
,,,,,,,,,,,,,,,,,0.873016,,,,,,,,,,,,,,6a4533e7-64da-4947-bfd5-7b59c55897f7,65,,,"[44.4, 17.7]",3879681,1,,,,,-1.735945,,Right Foot,,,,"[43.1, 9.9]",Low Pass,,7.9075913,,,,Geoffrey Kondogbia,6589.0,,,,,,1,Regular Play,Gary Alexis Medel Soto,16453.0,Center Defensive Midfield,6,Inter Milan,238,"['e3cbf3e1-dfd3-4a31-89ec-b296d0270c9b', 'e6eda85a-d56a-415a-b695-fb28705fceae', 'f9cae48d-7691-481f-b67e-d43f1eefad73']",0,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:00.531,Pass,True
,,,,,,,,,,,,,,,,,3.504163,,,,,,,,,,,,,,de51f493-1898-4f13-adf5-2ac668bcaae0,68,,,"[45.3, 8.6]",3879681,1,,,,,2.5772636,,Left Foot,,,,"[15.6, 27.4]",High Pass,,35.15011,,,,João Miranda de Souza Filho,5551.0,,,,,,1,Regular Play,Geoffrey Kondogbia,6589.0,Left Center Midfield,6,Inter Milan,238,"['0850f92c-b699-4937-9ff2-176fc96225fd', '65589eb2-9a2c-46d4-82bf-6582557f999e']",1,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:01.404,Pass,True
,,,,,,,,,,,,,,,,,1.503831,,,,,,,,,,,,,,4368581f-1fb2-49ef-bbc9-564cced32891,70,,,"[15.8, 27.2]",3879681,1,,,,,2.55359,,Head,,,,"[3.2, 35.6]",Low Pass,,15.143315,,,,Samir Handanovič,7001.0,,,,,,1,Regular Play,João Miranda de Souza Filho,5551.0,Right Center Back,6,Inter Milan,238,['f34dce51-b515-457e-8bd8-dd78cb891634'],4,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:04.908,Pass,
,,,,,,,,,,,,,,,,,1.993484,,,,,,,,,,,,,,9bab2f82-a4d6-4df0-b2af-52a9d8d2a99a,74,,,"[25.8, 63.8]",3879681,1,,,,,0.24383056,,Right Foot,,,,"[66.8, 74.0]",High Pass,,42.249733,,Incomplete,,Adem Ljajić,5587.0,,,,,,1,Regular Play,Samir Handanovič,7001.0,Goalkeeper,6,Inter Milan,238,"['0ea1ef77-0c59-4458-bb96-84dee17dd73a', 'f74a9687-7684-4adc-8b63-d36ad749df96']",16,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:16.969,Pass,
,,,,,,,,,,,,,,,,,1.708746,,,,,,,,,,,,,,0ea1ef77-0c59-4458-bb96-84dee17dd73a,76,,,"[53.3, 6.1]",3879681,1,,,,,2.565416,,Head,,,,"[35.6, 17.6]",High Pass,,21.107819,,,,Francesco Acerbi,7119.0,,,,,Recovery,1,Regular Play,Federico Peluso,7118.0,Left Back,7,Sassuolo,232,"['966cb7cc-5479-4e08-b50f-5a298315c58f', '9bab2f82-a4d6-4df0-b2af-52a9d8d2a99a']",18,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:18.962,Pass,
,,,,,,,,,,,,,,,,,3.597393,,,,,,,,,,,,,,e50892ea-9a62-488c-8ff7-0495c9ebae29,79,,,"[40.0, 18.1]",3879681,1,,,,,2.6236053,,Left Foot,,,,"[12.1, 34.0]",Ground Pass,,32.112614,,,,Andrea Consigli,7132.0,,,,,,1,Regular Play,Francesco Acerbi,7119.0,Left Center Back,7,Sassuolo,232,['d771962a-1da1-41b0-b152-0bb3f654d071'],22,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:22.692,Pass,
,,,,,,,,,,,,,,,,,2.415874,,,,,,,,,,,,,,ea8b263d-4bbf-49ad-a7ec-0e50cb4c51a9,83,,,"[11.0, 32.5]",3879681,1,,,,,0.008129902,,Right Foot,,,,"[60.2, 32.9]",Low Pass,,49.201626,,,,Diego Falcinelli,8093.0,,,,,,1,Regular Play,Andrea Consigli,7132.0,Goalkeeper,7,Sassuolo,232,"['588c4054-7c83-4038-ab32-9a98aacb7c54', 'c2a19b1e-4fb2-43c8-aa0c-80dde4fa67e8']",27,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:27.117,Pass,True
,,,,,,,,,,,,,,,,,1.535024,,,,,,,,,,,,,,eaa6ed93-5a21-436c-97dd-fcd12fd4fa0b,87,,,"[61.9, 38.7]",3879681,1,,,,,1.3988986,,Right Foot,,,,"[64.4, 53.1]",Ground Pass,,14.615403,,,,Simone Missiroli,7113.0,,,,,,1,Regular Play,Diego Falcinelli,8093.0,Center Forward,7,Sassuolo,232,['e42babc8-0eef-4cee-a058-b49a9515e7a4'],31,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:31.217,Pass,
,,,,,,,,,,,,,,,,,1.530889,,,,,,,,,,,,,,894f65cb-fbfa-46d4-ad89-58be88ec1087,90,,,"[74.8, 61.5]",3879681,1,,,,,0.5384432,,Right Foot,,,,"[89.7, 70.4]",Ground Pass,,17.35569,,,,Domenico Berardi,7131.0,,,,,,1,Regular Play,Simone Missiroli,7113.0,Right Center Midfield,7,Sassuolo,232,['b68bbede-263e-4e03-b086-05aa1a7e7dac'],33,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:33.602,Pass,
,,,,,,,,,,,,,,,,,2.470715,,,,,,,,,,,,,,e71b9973-67ce-4317-b0d5-66449bafeacc,93,,,"[89.7, 70.4]",3879681,1,,,,,-0.13029216,,Left Foot,,,,"[118.7, 66.6]",Ground Pass,,29.247906,,,,Simone Missiroli,7113.0,,,,,,1,Regular Play,Domenico Berardi,7131.0,Right Wing,7,Sassuolo,232,['104b41a5-c04e-4f37-82e9-64c7dfeda419'],36,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:36.494,Pass,
,,,,,,,,,,,,,,,,,0.225431,,,,,,,,,,,,,,4d65fa5b-0809-49eb-b807-bd8f06d2e92f,97,,,"[117.8, 66.0]",3879681,1,,,,,-1.8717166,,Right Foot,,,,"[116.9, 63.1]",Ground Pass,,3.0364454,,Incomplete,,,,,,,,,1,Regular Play,Simone Missiroli,7113.0,Right Center Midfield,7,Sassuolo,232,"['02f923db-e28a-44e4-b69d-1a2203029660', '0e19eb3a-b27c-4b86-8c99-d4d7b5540231']",39,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:39.198,Pass,True
,,,,,,,,,,,,,,,,,0.217065,,,,,,,,,,,,,,72941887-6320-4f16-89e5-faee7dac5347,102,,,"[11.8, 7.5]",3879681,1,,,,,-0.4636476,,Left Foot,,,,"[16.2, 5.3]",Low Pass,,4.9193497,,Incomplete,,,,,,,,,1,Regular Play,Ivan Perišić,5474.0,Left Wing,8,Inter Milan,238,"['70c9cbfb-160a-4363-b981-f1572681a5fa', '7e750691-df7c-4d5e-b110-2d1771473632']",43,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:43.178,Pass,True
,,,,,,,,,,,,,,,,,2.797085,,,,,,,,,,,,,,1c3a0cc4-384b-4462-a414-88868c2d5bd1,106,,,"[9.4, 15.0]",3879681,1,,,,,-0.09517696,,Left Foot,,,,"[51.3, 11.0]",High Pass,,42.090496,,Incomplete,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,1,Regular Play,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,8,Inter Milan,238,"['4257d91d-f507-4f15-a2eb-d33f7a0145f9', '46f36661-af26-443e-8ed6-1516cc68afb2']",46,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:46.263,Pass,
,,,,,,,,,,,,,,,,,2.687791,,,,,,,,,,,,,,4257d91d-f507-4f15-a2eb-d33f7a0145f9,108,,,"[68.8, 69.1]",3879681,1,,,,,-0.0778087,,Right Foot,,,,"[98.3, 66.8]",High Pass,,29.589525,,,,Simone Missiroli,7113.0,,,,,Recovery,1,Regular Play,Paolo Cannavaro,8848.0,Right Center Back,8,Inter Milan,238,"['1c3a0cc4-384b-4462-a414-88868c2d5bd1', 'fba4c958-0230-498b-b01b-3c2467a3e0e0']",49,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:49.060,Pass,
,,,,,,,,,,,,,,,,,0.990304,,,,,,,,,,,,,,b4fe41de-32c8-4166-bb48-61fa554ad576,111,,,"[99.2, 66.4]",3879681,1,,,,True,-2.2966623,,,,,,"[92.1, 58.4]",Low Pass,,10.696261,,Incomplete,,Francesco Magnanelli,7127.0,,,,,,1,Regular Play,Simone Missiroli,7113.0,Right Center Midfield,8,Inter Milan,238,"['55cc3a7c-838e-4d33-b5be-b83ecea740df', '961981b0-99f9-4285-8008-3c70b98af8f5', 'c6c0ac60-a6d4-4fba-b341-78706cbb7a6c']",51,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:51.828,Pass,True
,,,,,,,,,,,,,,,,,2.435789,,,,,,,,,,,,,,38b67706-4c3f-4077-b60f-3f4e35d7502d,115,,,"[26.4, 20.3]",3879681,1,,,,,0.47501075,,Right Foot,,,,"[57.9, 36.5]",High Pass,,35.421604,,Incomplete,,Adem Ljajić,5587.0,,,,,,1,Regular Play,Gary Alexis Medel Soto,16453.0,Center Defensive Midfield,8,Inter Milan,238,"['97e34e10-3583-436a-b5c9-f547fc74c356', 'c70681ec-abcb-42fc-bea6-26786c2c879c']",53,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:53.695,Pass,
,,,,,,,,,,,,,,,,,1.173196,,,,,,,,,,,,,,97e34e10-3583-436a-b5c9-f547fc74c356,117,,,"[62.2, 43.6]",3879681,1,,,,,0.4358218,,Head,,,,"[82.6, 53.1]",High Pass,,22.503555,,,,Francesco Magnanelli,7127.0,,,,,Recovery,1,Regular Play,Federico Peluso,7118.0,Left Back,9,Sassuolo,232,"['0e9ce6bc-bcb5-4928-baeb-d51707082860', '38b67706-4c3f-4077-b60f-3f4e35d7502d']",56,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:56.131,Pass,
,,,,,,,,,,,,,,,,,0.316102,,,,,,,,,,,,,,dea2e099-ff87-4933-b557-450738c61df8,119,,,"[81.5, 53.5]",3879681,1,,,,,0.8794594,,Head,,,,"[83.9, 56.4]",Low Pass,,3.764306,,Incomplete,,,,,,,,,1,Regular Play,Francesco Magnanelli,7127.0,Center Defensive Midfield,9,Sassuolo,232,['4ff5cc72-e7b7-4433-bd08-aadc95cc366c'],57,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:57.344,Pass,
