bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.842121,,,,,,,,,,,,,f3cc7310-c154-4139-8096-5d8943a356d8,32,,"[71.7, 5.5]",3749454,0,,,,,3.1415927,,Left Foot,,,,"[63.8, 5.5]",,Ground Pass,,7.9,,,Joey Barton,38552.0,,,,,,Recovery,1,Regular Play,Michael Tarnat,24758.0,Left Back,3,Manchester City,36,"['30f9a1ee-4c34-48a5-bd47-d185ffc9f878', 'ec18f21d-3e86-4ed2-ab87-42845bc030bb']",23,,,,,,,,,,,,,,,,,Manchester City,36,00:00:23.168,Pass,True
,,,,,,,,,,,,,,,,1.712646,,,,,,,,,,,,,58b29869-4ba3-40a9-b607-6fec03428468,36,,"[63.6, 5.7]",3749454,0,,,,,2.4025748,,Right Foot,,,,"[51.2, 17.0]",,Ground Pass,,16.776472,,,Paul Bosvelt,19636.0,,,,,,,1,Regular Play,Joey Barton,38552.0,Left Defensive Midfield,3,Manchester City,36,"['0c47e98f-189d-4777-9410-f1b125ad41b4', '9ab0ab14-013f-46c4-b1fd-54810a09adc0']",25,,,,,,,,,,,,,,,,,Manchester City,36,00:00:25.054,Pass,True
,,,,,,,,,,,,,,,,0.09781,,,,,,,,,,,,,c3e5ef59-eaea-43c6-a14c-557ff0ac66d3,40,,"[52.3, 16.8]",3749454,0,,,,,-2.333976,,Right Foot,,,,"[50.1, 14.5]",,Ground Pass,,3.1827662,Incomplete,,Sylvain Distin,40218.0,,,,,,,1,Regular Play,Paul Bosvelt,19636.0,Right Defensive Midfield,3,Manchester City,36,"['05ef8165-17c5-4485-8546-550fbe3c937a', 'd347c10a-42c9-45c4-9bf1-5b9257c5beb4']",26,,,,,,,,,,,,,,,,,Manchester City,36,00:00:26.806,Pass,
,,,,,,,,,,,,,,,,1.822477,,,,,,,,,,,,,77a26945-c377-4fce-aeae-c833530bf404,44,,"[52.0, 11.7]",3749454,0,,,,,2.891614,,Right Foot,,,,"[37.9, 15.3]",,Ground Pass,,14.55232,Incomplete,,Sylvain Distin,40218.0,,,,,,Recovery,1,Regular Play,Joey Barton,38552.0,Left Defensive Midfield,3,Manchester City,36,"['a725327e-f6b1-4a73-9d80-49bc1057441a', 'ad18ccba-29c6-4d78-b674-bf0453b82c8a']",28,,,,,,,,,,,,,,,,,Manchester City,36,00:00:28.099,Pass,
,,,,,,,,,,,,,,,,0.1596,,,,,,,,,,,,,1a0e97d9-21d8-413f-9d72-456212a7bbe8,49,,"[101.2, 65.4]",3749454,0,,,,,-1.6421038,,Right Foot,,,,"[101.0, 62.6]",,Ground Pass,,2.8071337,Incomplete,,Sylvain Wiltord,15512.0,,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Center Forward,3,Manchester City,36,"['0e864a7f-a9ac-4455-8139-829fa99a8952', '6a0bbaa4-02ca-42d8-9e33-a431b9ee89f0', 'e3081b23-d75d-4866-a958-ec52e909d755']",31,,,,,,,,,,,,,,,,,Arsenal,1,00:00:31.878,Pass,True
,,,,,,,,,,,,,,,,1.332344,,,,,,,,,,,,,93a9d2cb-d0a5-48e8-aab8-2a24e6f21ef5,52,,"[120.0, 80.0]",3749454,0,,,,,-1.8173122,,Right Foot,,,,"[112.3, 49.4]",,High Pass,,31.553923,Incomplete,True,,,,,,Outswinging,,Corner,1,From Corner,Robert Pirès,19312.0,Left Midfield,4,Arsenal,1,['5ecc8848-150d-42e9-b13c-c570cde4880b'],57,,,,,,,,,,,,,,,,,Arsenal,1,00:00:57.439,Pass,
,,,,,,,,,,,,,,,,0.708113,,,,,,,,,,,,,6bbdfbd9-9d87-4941-96b3-7c73230a1424,66,,"[35.4, 15.3]",3749454,1,,,,,3.1149323,,Left Foot,,,,"[27.9, 15.5]",,Ground Pass,,7.502666,,,Joey Barton,38552.0,,,,,,Recovery,1,Regular Play,Nicolas Anelka,15519.0,Left Center Forward,5,Manchester City,36,['1d689ca7-6c80-4951-96e3-a98876cf7682'],6,,,,,,,,,,,,,,,,,Manchester City,36,00:01:06.187,Pass,
,,,,,,,,,,,,,,,,2.758965,,,,,,,,,,,,,2b14c538-678a-477b-932d-8b8f6721cbfd,68,,"[27.9, 15.5]",3749454,1,,,,,-0.098117925,,Left Foot,,,,"[72.6, 11.1]",,High Pass,,44.91603,Incomplete,,Shaun Wright-Phillips,38551.0,,,,,,,1,Regular Play,Joey Barton,38552.0,Left Defensive Midfield,5,Manchester City,36,"['42213b2f-ff43-4374-bd8c-1a5a84aca1e2', 'e9af27c8-122c-4460-b7fe-be75f3444563']",6,,,,,,,,,,,,,,,,,Manchester City,36,00:01:06.895,Pass,
,,,,,,,,,,,,,,,,1.196971,,,,,,,,,,,,,3087770c-068a-44b6-acfb-cdba65a09866,72,,"[76.4, 0.1]",3749454,1,,,,,0.17728564,,,,,,"[100.4, 4.4]",,High Pass,,24.382166,,,Nicolas Anelka,15519.0,,,,,,Throw-in,1,From Throw In,Michael Tarnat,24758.0,Left Back,6,Manchester City,36,['d90f5bf7-9773-4788-a17c-2e2ce188f5ee'],24,,,,,,,,,,,,,,,,,Manchester City,36,00:01:24.533,Pass,
,,,,,,,,,,,,,,,,0.172881,,,,,,,,,,,,,5621d97a-4055-4859-8a7e-76684b24c600,76,,"[100.6, 0.1]",3749454,1,,,,,2.9352686,,Right Foot,,,,"[96.3, 1.0]",,Ground Pass,,4.3931766,Incomplete,,Michael Tarnat,24758.0,,,,,,,1,From Throw In,Nicolas Anelka,15519.0,Left Center Forward,6,Manchester City,36,"['613681e2-cf4b-45bf-88ed-037a64c013e7', 'c7d76386-ab87-4b03-929e-e701d3a75e7c']",26,,,,,,,,,,,,,,,,,Manchester City,36,00:01:26.457,Pass,
,,,,,,,,,,,,,,,,2.603902,,,,,,,,,,,,,8c1da32c-4e6a-4d7a-bbf1-ad888b6b0b83,79,,"[86.5, 0.1]",3749454,1,,,,,2.6976912,,,,,,"[64.0, 10.8]",,Low Pass,,24.914654,,,Sylvain Distin,40218.0,,,,,,Throw-in,1,From Throw In,Michael Tarnat,24758.0,Left Back,7,Manchester City,36,['1594ac73-5ff5-466c-a33a-97b426a3629c'],29,,,,,,,,,,,,,,,,,Manchester City,36,00:01:29.964,Pass,
,,,,,,,,,,,,,,,,1.13082,,,,,,,,,,,,,0b07eaa6-2cce-4c11-9ef6-6362112c05de,82,,"[63.8, 13.0]",3749454,1,,,,,0.0,,Left Foot,,,,"[84.1, 13.0]",,Ground Pass,,20.3,Incomplete,,Nicolas Anelka,15519.0,,,,,,,1,From Throw In,Sylvain Distin,40218.0,Left Center Back,7,Manchester City,36,"['7cbc24f4-397d-4d9b-b519-4629b017c35c', 'a305f857-6799-4cec-b05f-3d100ea953b0']",35,,,,,,,,,,,,,,,,,Manchester City,36,00:01:35.480,Pass,
,,,,,,,,,,,,,,,,1.114996,,,,,,,,,,,,,f6ce6f56-e0d0-4ed5-bbd5-96c53af127f1,87,,"[54.8, 68.2]",3749454,1,,,,,-0.6375488,,Right Foot,,,,"[62.9, 62.2]",,Ground Pass,,10.080178,,,Sylvain Wiltord,15512.0,,,,,,,1,Regular Play,Fredrik Ljungberg,15754.0,Right Midfield,8,Arsenal,1,['b3b7bd55-39d2-4b4c-ac25-a64b9d83b140'],39,,,,,,,,,,,,,,,,,Arsenal,1,00:01:39.547,Pass,
,,,,,,,,,,,,,,,,0.308112,,,,,,,,,,,,,85b42631-eb3b-481c-8364-bce0fb1471fd,91,,"[64.6, 59.2]",3749454,1,,,,,-1.5011418,,Right Foot,,,,"[64.9, 54.9]",,Ground Pass,,4.3104525,Unknown,,,,,,,,,,1,Regular Play,Sylvain Wiltord,15512.0,Right Center Forward,8,Arsenal,1,['40134a4c-fbb2-4362-b7f6-4300b86ed53e'],41,,,,,,,,,,,,,,,,,Arsenal,1,00:01:41.304,Pass,True
,,,,,,,,,,,,,,,,2.094,,,,,,,,,,,,,bb174209-6388-4d73-aaaa-9a0fc5597c62,94,,"[64.4, 39.5]",3749454,1,,True,,,-1.7724776,,Right Foot,,,,"[58.9, 12.6]",,Low Pass,,27.45651,,,Ashley Cole,12529.0,,,,,,Free Kick,1,From Free Kick,Gilberto Aparecido da Silva,40221.0,Right Defensive Midfield,9,Arsenal,1,['758a9589-5faf-45a6-89b4-59f2a73ae1e5'],58,,,,,,,,,,,,,,,,,Arsenal,1,00:01:58.495,Pass,
,,,,,,,,,,,,,,,,1.095212,,,,,,,,,,,,,8e8ae2ca-1fef-481c-a9df-ed1072e02ce3,96,,"[62.1, 11.7]",3749454,2,,,,,0.7614028,,Left Foot,,,,"[74.9, 23.9]",,Ground Pass,,17.68276,,,Thierry Henry,15516.0,,,,,,,1,From Free Kick,Ashley Cole,12529.0,Left Back,9,Arsenal,1,['625d732f-edea-403e-a97c-91e74c6693b0'],2,,,,,,,,,,,,,,,,,Arsenal,1,00:02:02.507,Pass,
,,,,,,,,,,,,,,,,0.646681,,,,,,,,,,,,,9f2b1b43-b8ce-414d-b28b-58140908d0ff,98,,"[74.9, 24.6]",3749454,2,,,,,-0.7853982,,Right Foot,,,,"[79.2, 20.3]",,Ground Pass,,6.081118,Incomplete,,Robert Pirès,19312.0,,,,,,,1,From Free Kick,Thierry Henry,15516.0,Left Center Forward,9,Arsenal,1,"['7e48c977-03f5-4bf3-a931-5b170936b72d', 'f092df1c-5989-4578-91fd-92ddf88c1e36']",3,,,,,,,,,,,,,,,,,Arsenal,1,00:02:03.602,Pass,
,,,,,,,,,,,,,,,,0.963107,,,,,,,,,,,,,fd6a5300-9701-47ae-b3e6-e3687fdf1d97,102,,"[40.5, 60.9]",3749454,2,,,,,-0.15204327,,Right Foot,,,,"[52.9, 59.0]",,Ground Pass,,12.54472,,,Antoine Sibierski,40223.0,,,,,,,1,Regular Play,Jihai Sun,40215.0,Right Back,10,Manchester City,36,['6b844222-d909-42f2-b58c-47f4a7111a64'],5,,,,,,,,,,,,,,,,,Manchester City,36,00:02:05.690,Pass,
,,,,,,,,,,,,,,,,0.926888,,,,,,,,,,,,,7808ffcc-618d-4cc3-948e-bb7ff5a5adb6,105,,"[69.4, 68.2]",3749454,2,,,,,-1.1689256,,Right Foot,,,,"[74.5, 56.2]",,Ground Pass,,13.038788,,,Nicolas Anelka,15519.0,,,,,,,1,Regular Play,Antoine Sibierski,40223.0,Right Center Forward,10,Manchester City,36,['375194f6-45ca-4268-8f7b-d625a8b46f03'],9,,,,,,,,,,,,,,,,,Manchester City,36,00:02:09.491,Pass,
,,,,,,,,,,,,,,,,2.184597,,,,,,,,,,,,,655f8b67-b740-4c54-a3ed-3472ee32b77e,111,,"[81.3, 60.9]",3749454,2,,,,,-0.6529571,,Left Foot,,,,"[114.9, 35.2]",,High Pass,,42.30189,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Michael Tarnat,24758.0,Left Back,11,Manchester City,36,['e67e4ab3-d32f-4cf2-85b2-526843e58ecf'],35,,,,,,,,,,,,,,,,,Manchester City,36,00:02:35.570,Pass,
,,,,,,,,,,,,,,,,5.499922,,,,,,,,,,,,,07f1ab15-e1fa-48bc-8474-914f02cc9ee0,114,,"[17.3, 50.6]",3749454,2,,,,,0.11732023,,Drop Kick,,,,"[99.6, 60.3]",,High Pass,,82.86966,Incomplete,,,,,,,,,,1,From Keeper,Jens Lehmann,20015.0,Goalkeeper,12,Arsenal,1,['a33ba3a9-c75b-40d0-9714-46b0427198b9'],48,,,,,,,,,,,,,,,,,Arsenal,1,00:02:48.156,Pass,
,,,,,,,,,,,,,,,,1.337794,,,,,,,,,,,,,a33ba3a9-c75b-40d0-9714-46b0427198b9,115,,"[20.5, 19.8]",3749454,2,,,,,2.6625617,,Head,,,,"[7.6, 26.5]",,Low Pass,,14.536161,,,David Seaman,15409.0,,,,,,Recovery,1,Regular Play,Sylvain Distin,40218.0,Left Center Back,13,Manchester City,36,"['07f1ab15-e1fa-48bc-8474-914f02cc9ee0', 'c470999e-b794-4456-acbc-fdf6a97efe58']",53,,,,,,,,,,,,,,,,,Manchester City,36,00:02:53.655,Pass,
,,,,,,,,,,,,,,,,1.518828,,,,,,,,,,,,,f19cef19-acc9-4bd6-9e57-b9c9d608b956,118,,"[11.6, 25.4]",3749454,2,,,,,-0.9238509,,Keeper Arm,,,,"[22.1, 11.5]",,Ground Pass,,17.420103,,,Sylvain Distin,40218.0,,,,,,,1,Regular Play,David Seaman,15409.0,Goalkeeper,13,Manchester City,36,['dbbadc68-6bb3-493c-a69b-05c3fcbd508a'],56,,,,,,,,,,,,,,,,,Manchester City,36,00:02:56.302,Pass,
,,,,,,,,,,,,,,,,1.61463,,,,,,,,,,,,,ae680ddb-2e48-4509-92e2-c63ccfb9ef6c,121,,"[22.9, 11.3]",3749454,2,,,,,0.074627504,,Right Foot,,,,"[33.6, 12.1]",,Ground Pass,,10.729865,,,Michael Tarnat,24758.0,,,,,,,1,Regular Play,Sylvain Distin,40218.0,Left Center Back,13,Manchester City,36,['654a30e7-a7cd-45af-abad-d7b7b8ac58cc'],58,,,,,,,,,,,,,,,,,Manchester City,36,00:02:58.063,Pass,
,,,,,,,,,,,,,,,,1.609085,,,,,,,,,,,,,cc6f9504-253e-4058-896f-f5ed6eace52c,124,,"[39.8, 6.1]",3749454,3,,,,,0.095554754,,Left Foot,,,,"[71.1, 9.1]",,Low Pass,,31.443441,Incomplete,,,,,,,,,,1,Regular Play,Michael Tarnat,24758.0,Left Back,13,Manchester City,36,['5b4025aa-7041-4756-8587-a56ba0127f40'],1,,,,,,,,,,,,,,,,,Manchester City,36,00:03:01.688,Pass,
,,,,,,,,,,,,,,,,1.697448,,,,,,,,,,,,,5b4025aa-7041-4756-8587-a56ba0127f40,125,,"[49.0, 71.0]",3749454,3,,,,,-0.4372748,,Right Foot,,,,"[65.9, 63.1]",,High Pass,,18.655294,Incomplete,,,,,,,,,Recovery,1,Regular Play,Martin Keown,15654.0,Right Center Back,13,Manchester City,36,"['1640debe-cb1c-4986-9d0c-4c72a757b05c', 'cc6f9504-253e-4058-896f-f5ed6eace52c']",3,,,,,,,,,,,,,,,,,Arsenal,1,00:03:03.297,Pass,
,,,,,,,,,,,,,,,,0.913363,,,,,,,,,,,,,1640debe-cb1c-4986-9d0c-4c72a757b05c,127,,"[54.2, 17.0]",3749454,3,,,,,-1.4925252,,Left Foot,,,,"[55.0, 6.8]",,Low Pass,,10.231324,,,Trevor Sinclair,40217.0,,,,,,Recovery,1,Regular Play,Joey Barton,38552.0,Left Defensive Midfield,13,Manchester City,36,"['2203d6c6-8792-40c3-92ce-0df52a1dd703', '5b4025aa-7041-4756-8587-a56ba0127f40']",4,,,,,,,,,,,,,,,,,Manchester City,36,00:03:04.994,Pass,
,,,,,,,,,,,,,,,,1.533184,,,,,,,,,,,,,8761b097-4825-4ad8-a761-681a7ae0924f,130,,"[54.8, 3.5]",3749454,3,,,,,2.9192438,,Right Foot,,,,"[43.3, 6.1]",,Ground Pass,,11.79025,,,Michael Tarnat,24758.0,,,,,,,1,Regular Play,Trevor Sinclair,40217.0,Left Midfield,13,Manchester City,36,['2052389b-3d0e-4656-b2bb-c9d7d5451a38'],6,,,,,,,,,,,,,,,,,Manchester City,36,00:03:06.481,Pass,
