ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.627987,,,,,,,,,,,,,2ef4eefe-aa45-4212-bfa4-c4e7ec021145,18,,"[40.5, 19.5]",3749192,0,,,,,1.200847,,Left Foot,,,,"[56.4, 60.5]",Ground Pass,,43.975105,,Incomplete,Gilberto Aparecido da Silva,40221.0,,True,,,,1,From Kick Off,Pascal Cygan,26194.0,Left Center Back,2,Arsenal,1,"['14ce1e1b-5539-46f1-8a3a-20de44c2786b', 'd46425ec-e0e8-4b99-be22-0e0fd29a69eb']",9,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:09.030,Pass,
,,,,,,,,,,,,,,,,0.781084,,,,,,,,,,,,,47bebe1a-b10f-4c0b-a291-d26c7495317c,22,,"[73.1, 37.2]",3749192,0,,,,,0.2569644,,Right Foot,,,,"[86.8, 40.8]",Ground Pass,,14.165098,,,Louis Saha,20505.0,,,,,,1,Regular Play,Steed Malbranque,40407.0,Right Wing,3,Fulham,55,['e05a7a71-c441-4ba1-86d5-83e86e8eaf54'],14,,,,,,,,,,,,,,,,,,Fulham,55,00:00:14.389,Pass,
,,,,,,,,,,,,,,,,1.007925,,,,,,,,,,,,,b31aed17-b1ef-43ae-935c-7ebdc70cecb6,27,,"[86.8, 40.8]",3749192,0,,,,,1.6680496,2d0bf9e7-8cc2-4871-b4bf-a0b73ba38c5d,Left Foot,,,,"[86.4, 44.9]",Ground Pass,,4.119466,,,Zat Knight,40413.0,True,,,,Free Kick,1,From Free Kick,Louis Saha,20505.0,Center Forward,4,Fulham,55,['24ee4066-85ff-45ff-bc8f-f42fd1b67085'],47,,,,,,,,,,,,,,,,,,Fulham,55,00:00:47.568,Pass,
,,,,,,,,,,,,,,,,2.237471,,,,,,,,,,,,,06956720-7f60-4c1f-ba03-d674daafaf9d,32,,"[71.4, 42.8]",3749192,0,,,,,-1.6532179,,Right Foot,,,,"[69.5, 19.8]",Ground Pass,,23.078344,,,Jérôme Bonnissel,40414.0,,,,,Recovery,1,From Free Kick,Moritz Volz,40408.0,Right Back,4,Fulham,55,['b684e86a-2f8c-403f-a9f6-4bd6e88f02ea'],51,,,,,,,,,,,,,,,,,,Fulham,55,00:00:51.828,Pass,
,,,,,,,,,,,,,,,,1.882738,,,,,,,,,,,,,e237252d-f4e6-445d-91aa-efe87a86d80c,35,,"[70.4, 20.1]",3749192,0,,,,,0.826471,,Left Foot,,,,"[98.4, 50.5]",High Pass,,41.32989,,Incomplete,,,,,,,,1,From Free Kick,Jérôme Bonnissel,40414.0,Left Back,4,Fulham,55,['bad84b34-2a69-4fc4-94e2-33708b689ef2'],55,,,,,,,,,,,,,,,,,,Fulham,55,00:00:55.455,Pass,
,,,,,,,,,,,,,,,,1.736521,,,,,,,,,,,,,bad84b34-2a69-4fc4-94e2-33708b689ef2,36,,"[21.7, 29.6]",3749192,0,,,,,0.63243574,,Right Foot,,,,"[49.4, 49.9]",High Pass,,34.342102,,,Dennis Bergkamp,15042.0,,,,,Recovery,1,Regular Play,Ashley Cole,12529.0,Left Back,5,Arsenal,1,"['5a9e4074-8c79-4cc0-9b65-7699d3ee3c2b', 'e237252d-f4e6-445d-91aa-efe87a86d80c']",57,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:57.337,Pass,
,,,,,,,,,,,,,,,,0.712436,,,,,,,,,,,,,cec294bd-efe0-4d30-87d5-29c4d37e914a,39,,"[49.4, 49.9]",3749192,0,,,,,1.8319352,,Right Foot,,,,"[46.3, 61.5]",Ground Pass,,12.007081,,,Fredrik Ljungberg,15754.0,,,,,,1,Regular Play,Dennis Bergkamp,15042.0,Right Center Forward,5,Arsenal,1,['56a04dbb-41d7-4659-94b7-2a97edd6415b'],59,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:59.101,Pass,
,,,,,,,,,,,,,,,,1.901312,,,,,,,,,,,,,9356c50b-bd80-4df2-93ec-71e3b6e5c910,46,,"[56.9, 59.1]",3749192,1,,,,,-2.2592025,,Right Foot,,,,"[40.2, 38.8]",Ground Pass,,26.286499,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,Free Kick,1,From Free Kick,Gilberto Aparecido da Silva,40221.0,Right Defensive Midfield,6,Arsenal,1,['d54c1d8d-6bda-4db6-97d9-43f77e7d7522'],26,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:26.741,Pass,
,,,,,,,,,,,,,,,,1.376183,,,,,,,,,,,,,2ba1a57b-fb9c-47b5-9701-3ac00e17b327,48,,"[40.2, 38.8]",3749192,1,,,,,-1.2883955,,Right Foot,,,,"[45.8, 19.5]",Ground Pass,,20.09602,,,Pascal Cygan,26194.0,,,,,,1,From Free Kick,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Right Center Back,6,Arsenal,1,['abe835c5-7dd9-4f49-bdcd-e3445dd99a10'],28,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:28.642,Pass,
,,,,,,,,,,,,,,,,1.487422,,,,,,,,,,,,,1ce890c1-c20e-48ee-ad80-6e19ddc993d5,51,,"[45.8, 19.5]",3749192,1,,,,,-1.1822499,,Left Foot,,,,"[52.8, 2.4]",Ground Pass,,18.477283,,,Ashley Cole,12529.0,,,,,,1,From Free Kick,Pascal Cygan,26194.0,Left Center Back,6,Arsenal,1,['34f0c351-80dd-4534-b55c-d10f7b5159a7'],30,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:30.878,Pass,
,,,,,,,,,,,,,,,,0.99547,,,,,,,,,,,,,fa646c49-9d71-4b75-9d34-0eefc0ae06f3,54,,"[52.8, 2.4]",3749192,1,,,,,1.1685748,,Left Foot,,,,"[60.5, 20.5]",Ground Pass,,19.669773,,,Eduardo César Daude Gaspar,26014.0,,,,,,1,From Free Kick,Ashley Cole,12529.0,Left Back,6,Arsenal,1,['5b263790-9aa4-4e74-9278-0ba7e461035a'],35,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:35.053,Pass,
,,,,,,,,,,,,,,,,1.447417,,,,,,,,,,,,,8ce5f313-c27e-49fe-aed9-693d152eb970,57,,"[54.5, 15.1]",3749192,1,,,,,3.1066418,,Right Foot,,,,"[40.2, 15.6]",Ground Pass,,14.308739,,,Pascal Cygan,26194.0,,,,,,1,From Free Kick,Eduardo César Daude Gaspar,26014.0,Left Defensive Midfield,6,Arsenal,1,['98aec4d5-b147-4107-9ca1-86033af65c3d'],36,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:36.972,Pass,
,,,,,,,,,,,,,,,,1.693309,,,,,,,,,,,,,36702927-9481-4f9b-981e-2fd9ebf718ea,60,,"[40.2, 15.6]",3749192,1,,,,,1.8708112,,Left Foot,,,,"[31.6, 43.4]",Ground Pass,,29.099829,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,1,From Free Kick,Pascal Cygan,26194.0,Left Center Back,6,Arsenal,1,['bc483f75-5dba-4939-9691-426b8764cae1'],40,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:40.178,Pass,
,,,,,,,,,,,,,,,,1.422681,,,,,,,,,,,,,62576488-0785-40db-a0e7-2f8b43c15db9,63,,"[35.2, 43.9]",3749192,1,,,,,0.6153395,,Right Foot,,,,"[46.8, 52.1]",Ground Pass,,14.205632,,,Gilberto Aparecido da Silva,40221.0,,,,,,1,From Free Kick,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Right Center Back,6,Arsenal,1,['25a3c8e3-2dd2-40b5-9132-a048d1e0037b'],43,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:43.717,Pass,
,,,,,,,,,,,,,,,,2.510294,,,,,,,,,,,,,ce42467f-8e9a-4d10-a24a-8807d3aa5e39,66,,"[50.6, 52.1]",3749192,1,,,,,-0.7136262,,Right Foot,,,,"[91.6, 16.6]",High Pass,,54.23329,,,Thierry Henry,15516.0,,,,,,1,From Free Kick,Gilberto Aparecido da Silva,40221.0,Right Defensive Midfield,6,Arsenal,1,['8be519e1-ef6c-48cf-8db9-c08f8a0f2f95'],47,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:47.452,Pass,
,,,,,,,,,,,,,,,,2.17082,,,,,,,,,,,,,519c547e-a163-493c-a89d-3880097bc4d5,72,,"[108.8, 0.1]",3749192,1,,True,,,1.8097328,,,,,,"[106.9, 7.9]",Low Pass,,8.028076,,Incomplete,,,,,,,Throw-in,1,From Throw In,Robert Pirès,19312.0,Left Midfield,7,Arsenal,1,['dcb6c08a-515a-4b52-8063-23dc9c963e3d'],57,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:57.564,Pass,
,,,,,,,,,,,,,,,,3.23476,,,,,,,,,,,,,c5f4ca3e-adfa-444b-92d2-b833832f04b6,74,,"[13.2, 72.4]",3749192,2,,,,,-0.3403407,,Right Foot,,,,"[58.1, 56.5]",High Pass,,47.632133,,Incomplete,,,,,,,,1,From Throw In,Junichi Inamoto,40409.0,Left Wing,7,Arsenal,1,['0d4a6c74-76fe-4708-9de8-6b3ee06f2740'],0,,,,,,,,,,,,,,,,,,Fulham,55,00:02:00.482,Pass,
,,,,,,,,,,,,,,,,2.660449,,,,,,,,,,,,,0d4a6c74-76fe-4708-9de8-6b3ee06f2740,76,,"[62.0, 23.6]",3749192,2,,,,True,1.5707964,,,,,,"[62.0, 55.4]",High Pass,,31.8,,,Kolo Habib Touré,38412.0,,,,,Recovery,1,From Throw In,Pascal Cygan,26194.0,Left Center Back,7,Arsenal,1,"['26251313-c4ef-4c88-b7aa-c8fea5cb0c83', '765c3faf-9f0d-4c2a-a76a-9fecafa539b8', 'c5f4ca3e-adfa-444b-92d2-b833832f04b6']",3,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:03.717,Pass,True
,,,,,,,,,,,,,,,,1.337286,,,,,,,,,,,,,1c1768bb-66af-4b4a-9ec6-7670f686ae7e,79,,"[63.7, 55.2]",3749192,2,,,,,1.0076903,,Right Foot,,,,"[75.0, 73.1]",Ground Pass,,21.168373,,,Fredrik Ljungberg,15754.0,,,,,,1,From Throw In,Kolo Habib Touré,38412.0,Right Back,7,Arsenal,1,['46f0e761-6725-4de6-b3ab-8b851130b188'],7,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:07.152,Pass,
,,,,,,,,,,,,,,,,1.375294,,,,,,,,,,,,,1fd85b58-6241-40ba-b6d1-ad88732b7d44,82,,"[76.7, 66.3]",3749192,2,,,,,-2.7014012,,Right Foot,,,,"[62.9, 59.8]",Ground Pass,,15.25418,,,Gilberto Aparecido da Silva,40221.0,,,,,,1,From Throw In,Fredrik Ljungberg,15754.0,Right Midfield,7,Arsenal,1,['fbe8b565-2032-4e2c-8776-04f3bb1cea8b'],11,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:11.609,Pass,
,,,,,,,,,,,,,,,,2.233946,,,,,,,,,,,,,1b19c5c0-938f-453b-b486-446d66f1a60d,85,,"[63.9, 59.8]",3749192,2,,,,,-1.4090104,,Right Foot,,,,"[70.2, 21.2]",High Pass,,39.11074,,Incomplete,,,,,,,,1,From Throw In,Gilberto Aparecido da Silva,40221.0,Right Defensive Midfield,7,Arsenal,1,['116799e6-a280-46c9-bfb1-8bb8c8e053db'],13,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:13.879,Pass,
,,,,,,,,,,,,,,,,0.901353,,,,,,,,,,,,,116799e6-a280-46c9-bfb1-8bb8c8e053db,86,,"[49.9, 58.9]",3749192,2,,,,,-1.6413859,,Right Foot,,,,"[49.2, 49.0]",Low Pass,,9.924717,,,Lee Clark,38566.0,,,,,Recovery,1,Regular Play,Junichi Inamoto,40409.0,Left Wing,8,Fulham,55,"['1b19c5c0-938f-453b-b486-446d66f1a60d', '237f8400-24ff-4118-919d-1d4b9dd41830']",16,,,,,,,,,,,,,,,,,,Fulham,55,00:02:16.113,Pass,
,,,,,,,,,,,,,,,,1.270242,,,,,,,,,,,,,ecd64fc8-887d-4be8-b2ee-79a93a9c486c,89,,"[49.2, 48.5]",3749192,2,,,,,2.0710769,,Left Foot,,,,"[41.0, 63.5]",Low Pass,,17.095028,,,Moritz Volz,40408.0,,,,,,1,Regular Play,Lee Clark,38566.0,Left Center Midfield,8,Fulham,55,['b082ffde-2fdc-40e3-8f5e-e2e96825727d'],17,,,,,,,,,,,,,,,,,,Fulham,55,00:02:17.142,Pass,
,,,,,,,,,,,,,,,,0.67907,,,,,,,,,,,,,805a3ee4-8fcc-4b12-8cc0-f3a4f64cef85,92,,"[41.2, 63.3]",3749192,2,,,,,-0.9788255,,Right Foot,,,,"[45.1, 57.5]",Ground Pass,,6.9892774,,,Lee Clark,38566.0,,,,,,1,Regular Play,Moritz Volz,40408.0,Right Back,8,Fulham,55,['a83739f2-c4f6-4afe-8a3d-b171fe150b7d'],19,,,,,,,,,,,,,,,,,,Fulham,55,00:02:19.289,Pass,
,,,,,,,,,,,,,,,,2.016915,,,,,,,,,,,,,2707eb72-73eb-461d-8e16-6b1e3e4d3287,95,,"[48.5, 57.2]",3749192,2,,,,,1.8592911,,Right Foot,,,,"[43.9, 72.7]",Ground Pass,,16.168179,,,Moritz Volz,40408.0,,,,,,1,Regular Play,Lee Clark,38566.0,Left Center Midfield,8,Fulham,55,['508a3e20-91bd-4b96-b19c-e10efc13f991'],21,,,,,,,,,,,,,,,,,,Fulham,55,00:02:21.230,Pass,
,,,,,,,,,,,,,,,,0.768326,,,,,,,,,,,,,3b56e991-4683-40c5-83c8-ca83edaf946c,99,,"[47.3, 70.7]",3749192,2,,,,,0.5062575,,Right Foot,,,,"[57.4, 76.3]",Low Pass,,11.548593,,,Junichi Inamoto,40409.0,,,,,,1,Regular Play,Moritz Volz,40408.0,Right Back,8,Fulham,55,['88792636-0983-42b4-8483-942fb1fd3116'],23,,,,,,,,,,,,,,,,,,Fulham,55,00:02:23.274,Pass,
,,,,,,,,,,,,,,,,1.207429,,,,,,,,,,,,,1b19baa2-bb45-474c-bfeb-cee906cbdae8,104,,"[49.9, 0.1]",3749192,2,,True,,,2.2160156,,,,,,"[42.9, 9.4]",Low Pass,,11.6400175,,,Pascal Cygan,26194.0,,,,,Throw-in,1,From Throw In,Ashley Cole,12529.0,Left Back,9,Arsenal,1,['b414a651-3930-4d96-81fa-edae2cada6be'],31,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:31.195,Pass,
,,,,,,,,,,,,,,,,1.361922,,,,,,,,,,,,,31d0fc39-387f-4d3c-84ee-cfd67623b62b,106,,"[42.9, 7.4]",3749192,2,,,,,-0.48637098,,Left Foot,,,,"[51.6, 2.8]",Ground Pass,,9.84124,,,Ashley Cole,12529.0,,,,,,1,From Throw In,Pascal Cygan,26194.0,Left Center Back,9,Arsenal,1,['f68deee7-7a6b-4196-9648-6617fc204272'],34,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:34.405,Pass,
,,,,,,,,,,,,,,,,1.407537,,,,,,,,,,,,,9e52792d-9bec-4781-9972-8d605509fb20,109,,"[56.4, 2.4]",3749192,2,,,,,1.5938337,,Left Foot,,,,"[55.9, 24.1]",Ground Pass,,21.70576,,,Eduardo César Daude Gaspar,26014.0,,,,,,1,From Throw In,Ashley Cole,12529.0,Left Back,9,Arsenal,1,['506cc510-4773-4ccd-b170-827e3fdf2d0f'],37,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:37.494,Pass,
,,,,,,,,,,,,,,,,0.864939,,,,,,,,,,,,,20237fed-cda3-4341-be15-baeb71cf83c8,112,,"[57.4, 24.1]",3749192,2,,,,,1.1018994,,Left Foot,,,,"[65.1, 39.3]",Ground Pass,,17.039072,,,Fredrik Ljungberg,15754.0,,,,,,1,From Throw In,Eduardo César Daude Gaspar,26014.0,Left Defensive Midfield,9,Arsenal,1,['99e0fa6f-e830-4a6e-b479-bf6146243396'],40,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:40.188,Pass,
,,,,,,,,,,,,,,,,1.37418,,,,,,,,,,,,,1b4d3b64-f7d4-490a-a9fd-4e6337cbd6a7,116,,"[63.9, 41.7]",3749192,2,,,,,1.5770855,,Right Foot,,,,"[63.7, 73.5]",Ground Pass,,31.800629,,,Kolo Habib Touré,38412.0,,,,,,1,From Throw In,Fredrik Ljungberg,15754.0,Right Midfield,9,Arsenal,1,"['70274c4c-aa9b-493c-935a-6744d767a443', 'ad35a7a2-2eb4-4ead-9848-8e1404cdb396']",42,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:42.772,Pass,True
,,,,,,,,,,,,,,,,1.141525,,,,,,,,,,,,,02272331-a73c-41e7-961b-47d33db3c4a9,119,,"[63.4, 73.3]",3749192,2,,,,,-1.9696,,Right Foot,,,,"[56.7, 57.4]",Ground Pass,,17.253984,,,Gilberto Aparecido da Silva,40221.0,,,,,,1,From Throw In,Kolo Habib Touré,38412.0,Right Back,9,Arsenal,1,['376fdd52-0aac-4fc4-b965-1238813bf822'],44,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:44.451,Pass,
,,,,,,,,,,,,,,,,1.490886,,,,,,,,,,,,,cbe85817-bf92-4505-9061-6bf1c17ac8da,122,,"[62.9, 53.3]",3749192,2,,,,,1.1151009,,Right Foot,,,,"[72.8, 73.5]",Ground Pass,,22.495556,,,Kolo Habib Touré,38412.0,,,,,,1,From Throw In,Gilberto Aparecido da Silva,40221.0,Right Defensive Midfield,9,Arsenal,1,['e8d17ae2-6552-4ec0-a49a-70d3365d3b8f'],49,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:49.335,Pass,
,,,,,,,,,,,,,,,,1.808242,,,,,,,,,,,,,de11747e-cd8f-4882-88f9-196de481e16c,126,,"[62.4, 71.4]",3749192,2,,,,,-2.221717,,Left Foot,,,,"[47.7, 52.1]",Ground Pass,,24.260668,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,1,From Throw In,Kolo Habib Touré,38412.0,Right Back,9,Arsenal,1,"['88ae0afe-5239-472d-9eb5-aca1cd2f02e2', 'ddfe5936-6775-48e9-9eab-070071e04084']",52,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:52.138,Pass,True
