ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.324493,,,,,,,,,,,,,,d54b181f-a548-4e02-859b-aa91e4b5d250,19,,"[77.9, 19.2]",3749434,0,,,,,0.83248377,,Right Foot,,,,"[87.0, 29.2]",,Ground Pass,,13.520725,,,Mikael Forssell,40301.0,,,,,,,1,From Kick Off,David Dunn,40302.0,Center Attacking Midfield,2,Birmingham City,54,"['272a9482-b507-4d87-b861-9f8b7dacb1c7', '8ba7160e-a45d-4dae-892b-478fd79cf0bf']",10,,,,,,,,,,,,,,,,Birmingham City,54,00:00:10.626,Pass,True
,,,,,,,,,,,,,,,,1.413774,,,,,,,,,,,,,,0e3dfe55-57f2-47d0-9364-68663a90d4b3,27,,"[34.8, 52.1]",3749434,0,,,,,-0.081216305,,Left Foot,,,,"[52.0, 50.7]",,Low Pass,,17.256884,,,Dennis Bergkamp,15042.0,,,,,,,1,Regular Play,Pascal Cygan,26194.0,Left Center Back,3,Arsenal,1,"['3f2eb934-8e18-4647-ae8d-6ccc2f07a676', '889685ed-4580-4912-907a-80f8e183e223']",14,,,,,,,,,,,,,,,,Arsenal,1,00:00:14.806,Pass,True
,,,,,,,,,,,,,,,,3.823453,,,,,,,,,,,,,,23bfb43f-11ba-4ebf-8bc1-1a293f2f3de9,30,,"[54.7, 42.0]",3749434,0,,,,,-0.6909689,,Left Foot,,,,"[99.2, 5.2]",,Low Pass,,57.745045,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Dennis Bergkamp,15042.0,Right Center Forward,3,Arsenal,1,['d02acb7f-8c30-43dc-a8da-bdf885e56262'],17,,,,,,,,,,,,,,,,Arsenal,1,00:00:17.935,Pass,
,,,,,,,,,,,,,,,,0.950442,,,,,,,,,,,,,,000481e8-91e1-49c0-87c2-c33d9a015f9d,33,,"[110.3, 16.5]",3749434,0,,,,,-3.049654,,Right Foot,,,,"[96.2, 15.2]",,Low Pass,,14.159802,,,Gaël Clichy,20302.0,,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Center Forward,3,Arsenal,1,['c39aa0e9-d3ec-49fc-a0d1-277e39af204b'],28,,,,,,,,,,,,,,,,Arsenal,1,00:00:28.091,Pass,
,,,,,,,,,,,,,,,,0.748025,,,,,,,,,,,,,,b1dbf3db-9ff5-481b-9913-2afbb0ba3c2d,37,,"[93.7, 14.8]",3749434,0,,,,,3.0118902,,Left Foot,,,,"[82.2, 16.3]",,Ground Pass,,11.597413,,,Eduardo César Daude Gaspar,26014.0,,,,,,,1,Regular Play,Gaël Clichy,20302.0,Left Midfield,3,Arsenal,1,"['774c7b93-6928-4a60-a8d8-a6672aa26c8d', 'a9ce423d-cc96-4006-a68b-3a9a88474513']",29,,,,,,,,,,,,,,,,Arsenal,1,00:00:29.799,Pass,True
,,,,,,,,,,,,,,,,0.92519,,,,,,,,,,,,,,824e9bcf-f3fa-473b-b4c0-d1b29cf9a8c3,44,,"[82.0, 19.1]",3749434,0,,,,,-1.4374461,,Left Foot,,,,"[84.2, 2.7]",,Ground Pass,,16.546904,,,Gaël Clichy,20302.0,,,,,,,1,Regular Play,Eduardo César Daude Gaspar,26014.0,Right Defensive Midfield,3,Arsenal,1,['f7f1181a-53de-4794-aa8f-97cf28f1d927'],34,,,,,,,,,,,,,,,,Arsenal,1,00:00:34.588,Pass,
,,,,,,,,,,,,,,,,0.957884,,,,,,,,,,,,,,585737e1-41c6-4ebc-892d-dd1a0e5aba29,48,,"[38.7, 80.0]",3749434,0,,True,,,-2.6741428,,,,,,"[28.2, 74.7]",,High Pass,,11.761803,,,Kenny Cunningham,40296.0,,,,,,Throw-in,1,From Throw In,Damien Johnson,40293.0,Right Back,4,Birmingham City,54,['a025bf89-4c11-43f6-985c-e2eeb6c7f937'],48,,,,,,,,,,,,,,,,Birmingham City,54,00:00:48.879,Pass,
,,,,,,,,,,,,,,,,2.172404,,,,,,,,,,,,,,0d90cace-58b0-49a5-99aa-830a0e46df81,50,,"[35.4, 74.2]",3749434,0,,,,,-0.2802735,,Right Foot,,,,"[88.9, 58.8]",,High Pass,,55.672344,,Incomplete,Mikael Forssell,40301.0,,,,,,,1,From Throw In,Kenny Cunningham,40296.0,Right Center Back,4,Birmingham City,54,"['57d5e9cb-ee9b-4c88-b1c3-078619da3f21', 'ad3072d5-fa1b-4c97-a50d-06ed5b2bd05b']",51,,,,,,,,,,,,,,,,Birmingham City,54,00:00:51.059,Pass,
,,,,,,,,,,,,,,,,1.871282,,,,,,,,,,,,,,ad3072d5-fa1b-4c97-a50d-06ed5b2bd05b,52,,"[31.2, 21.3]",3749434,0,,,,,0.11794711,,Head,,,,"[65.8, 25.4]",,High Pass,,34.84207,,,Thierry Henry,15516.0,,,,,,Recovery,1,Regular Play,Pascal Cygan,26194.0,Left Center Back,5,Arsenal,1,"['0d90cace-58b0-49a5-99aa-830a0e46df81', '2f6e5e6e-ca9c-4c04-86b3-81c10c915557']",53,,,,,,,,,,,,,,,,Arsenal,1,00:00:53.231,Pass,
,,,,,,,,,,,,,,,,1.136983,,,,,,,,,,,,,,c6b2819e-1a9c-42c6-b62a-5fb43c25e146,55,,"[65.8, 25.4]",3749434,0,,,,,2.5622666,,Right Foot,,,,"[55.1, 32.4]",,Low Pass,,12.786321,,,Robert Pirès,19312.0,,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Center Forward,5,Arsenal,1,['a077e473-5158-4099-99bb-079d0c3a5639'],55,,,,,,,,,,,,,,,,Arsenal,1,00:00:55.108,Pass,
,,,,,,,,,,,,,,,,2.934385,,,,,,,,,,,,,,bc5204b1-67cb-4d8a-8a1d-f956010b7922,58,,"[63.7, 37.7]",3749434,0,,,,,1.3878925,,Right Foot,,,,"[70.1, 72.3]",,Ground Pass,,35.186928,,,Kolo Habib Touré,38412.0,,,,,,,1,Regular Play,Robert Pirès,19312.0,Left Defensive Midfield,5,Arsenal,1,['96fb02c0-a094-41dd-b496-81d41685a939'],58,,,,,,,,,,,,,,,,Arsenal,1,00:00:58.788,Pass,
,,,,,,,,,,,,,,,,0.747865,,,,,,,,,,,,,,acc6e3a6-22bf-4dd3-b558-f7f8177dea12,61,,"[77.3, 72.4]",3749434,1,,,,,-1.5707964,,Right Foot,,,,"[77.3, 67.7]",,Ground Pass,,4.7,,,Dennis Bergkamp,15042.0,,,,,,,1,Regular Play,Kolo Habib Touré,38412.0,Right Back,5,Arsenal,1,['a104fced-5a87-4dda-92eb-1b02c9cd392a'],2,,,,,,,,,,,,,,,,Arsenal,1,00:01:02.903,Pass,
,,,,,,,,,,,,,,,,1.169964,,,,,,,,,,,,,,ef5374c0-12b1-4426-b415-0fa48127f45b,65,,"[77.9, 68.1]",3749434,1,,,,,-0.7501187,,Right Foot,,,,"[86.7, 59.9]",,Ground Pass,,12.0283,,,Robert Pirès,19312.0,,,,,,,1,Regular Play,Dennis Bergkamp,15042.0,Right Center Forward,5,Arsenal,1,['fe3db416-99d1-4f8c-872b-ccecf322a6b3'],4,,,,,,,,,,,,,,,,Arsenal,1,00:01:04.216,Pass,
,,,,,,,,,,,,,,,,0.884892,,,,,,,,,,,,,,bdf8645e-74a8-470c-a76e-cefac86aa106,68,,"[71.7, 66.5]",3749434,1,,,,,-2.0466757,,Right Foot,,,,"[65.0, 53.5]",,Ground Pass,,14.624979,,,Eduardo César Daude Gaspar,26014.0,,,,,,,1,Regular Play,Robert Pirès,19312.0,Left Defensive Midfield,5,Arsenal,1,['b63a2a24-8717-4c42-8809-6550c03bea3e'],8,,,,,,,,,,,,,,,,Arsenal,1,00:01:08.962,Pass,
,,,,,,,,,,,,,,,,1.602992,,,,,,,,,,,,,,d7e262af-2037-4084-a53c-962ce78354cb,71,,"[60.3, 53.5]",3749434,1,,,,,-1.7238195,,Left Foot,,,,"[57.2, 33.4]",,Ground Pass,,20.33765,,,Pascal Cygan,26194.0,,,,,,,1,Regular Play,Eduardo César Daude Gaspar,26014.0,Right Defensive Midfield,5,Arsenal,1,['c4766baa-d159-41d6-9496-b8f0705cfd71'],10,,,,,,,,,,,,,,,,Arsenal,1,00:01:10.818,Pass,
,,,,,,,,,,,,,,,,4.780379,,,,,,,,,,,,,,e165ddc1-7c16-4739-849f-d33fe4858b4b,74,,"[66.5, 26.8]",3749434,1,,,,,0.8842485,,Left Foot,,,,"[110.1, 80.0]",,High Pass,,68.78372,,Out,Fredrik Ljungberg,15754.0,,,True,,,,1,Regular Play,Pascal Cygan,26194.0,Left Center Back,5,Arsenal,1,['cdd8f8be-24e8-4508-804c-cce25a090311'],14,,,,,,,,,,,,,,,,Arsenal,1,00:01:14.431,Pass,
,,,,,,,,,,,,,,,,1.721873,,,,,,,,,,,,,,cce9734a-93cd-4f38-a53f-732e0f1d0570,76,,"[13.1, 0.1]",3749434,1,,,,,0.060900208,,,,,,"[29.5, 1.1]",,High Pass,,16.43046,,,David Dunn,40302.0,,,,,,Throw-in,1,From Throw In,Jamie Clapham,40298.0,Left Back,6,Birmingham City,54,['5f21ab9f-4461-429f-80ea-bd4c4e883a3a'],36,,,,,,,,,,,,,,,,Birmingham City,54,00:01:36.393,Pass,
,,,,,,,,,,,,,,,,1.714767,,,,,,,,,,,,,,cdf931d0-d175-4c39-b245-40068d24f908,81,,"[92.6, 77.9]",3749434,1,,,,,-2.7329743,,Right Foot,,,,"[82.9, 73.7]",,Low Pass,,10.570241,,,Kolo Habib Touré,38412.0,,,,,,Recovery,1,Regular Play,Fredrik Ljungberg,15754.0,Right Midfield,7,Arsenal,1,['3097261b-f576-46ad-8eb9-14c2f3511632'],38,,,,,,,,,,,,,,,,Arsenal,1,00:01:38.819,Pass,
,,,,,,,,,,,,,,,,0.65236,,,,,,,,,,,,,,140942a8-1555-432d-a56b-157610f48274,84,,"[82.5, 72.0]",3749434,1,,,,,-2.0451963,,Left Foot,,,,"[78.7, 64.6]",,Ground Pass,,8.318654,,,Robert Pirès,19312.0,,,,,,,1,Regular Play,Kolo Habib Touré,38412.0,Right Back,7,Arsenal,1,"['bb50b38e-1e47-4690-99e3-47135f5fc9cb', 'd2938cd3-e4fe-4f43-b1fa-570d9530cd5d']",40,,,,,,,,,,,,,,,,Arsenal,1,00:01:40.534,Pass,True
,,,,,,,,,,,,,,,,1.986404,,,,,,,,,,,,,,39892728-ceb1-4153-bedc-23c6b8baca5c,87,,"[81.4, 59.6]",3749434,1,,,,,-1.5707964,,Right Foot,,,,"[81.4, 23.4]",,Ground Pass,,36.2,,,Ashley Cole,12529.0,,,,,,,1,Regular Play,Robert Pirès,19312.0,Left Defensive Midfield,7,Arsenal,1,['94815a85-c17c-4ceb-876b-39d794f620a6'],42,,,,,,,,,,,,,,,,Arsenal,1,00:01:42.817,Pass,
,,,,,,,,,,,,,,,,1.484854,,,,,,,,,,,,,,e71d3d6f-3df1-46df-bce7-b25101858848,90,,"[86.9, 20.1]",3749434,1,,,,,-0.9962258,,Left Foot,,,,"[97.0, 4.5]",,Ground Pass,,18.584133,,,Gaël Clichy,20302.0,,,,,,,1,Regular Play,Ashley Cole,12529.0,Left Back,7,Arsenal,1,['fe049e63-d799-49a0-bcdf-9c22d62546c4'],46,,,,,,,,,,,,,,,,Arsenal,1,00:01:46.323,Pass,
,,,,,,,,,,,,,,,,1.184406,,,,,,,,,,,,,,00436676-19a5-4634-a5a4-a1e154f12da2,93,,"[99.0, 3.8]",3749434,1,,,,,1.0811242,,Left Foot,,,,"[108.7, 22.0]",,High Pass,,20.62353,,Incomplete,Ashley Cole,12529.0,,,,,,,1,Regular Play,Gaël Clichy,20302.0,Left Midfield,7,Arsenal,1,"['7471a374-b7dc-4319-8363-44f0f443af8b', 'ea159673-3ec1-4bd0-b59f-ff17580c59d3']",48,,,,,,,,,,,,,,,,Arsenal,1,00:01:48.948,Pass,
,,,,,,,,,,,,,,,,1.178741,,,,,,,,,,,,,,7471a374-b7dc-4319-8363-44f0f443af8b,95,,"[11.4, 58.1]",3749434,1,,,,,0.57004046,,Head,,,,"[15.3, 60.6]",,High Pass,,4.632494,,,Robbie Savage,40290.0,,,,,,Recovery,1,Regular Play,Stephen Clemence,40297.0,Right Wing,8,Birmingham City,54,"['00436676-19a5-4634-a5a4-a1e154f12da2', '2b166c91-392a-43ef-a8d7-8c3ad28e7d8a']",50,,,,,,,,,,,,,,,,Birmingham City,54,00:01:50.133,Pass,
,,,,,,,,,,,,,,,,1.707351,,,,,,,,,,,,,,f887c628-47fb-48e0-af27-1e540b7858b7,98,,"[14.7, 60.5]",3749434,1,,,,,2.5887513,,Right Foot,,,,"[5.3, 66.3]",,Low Pass,,11.045361,,,Stephen Clemence,40297.0,,,,,,,1,Regular Play,Robbie Savage,40290.0,Left Center Midfield,8,Birmingham City,54,"['5b99a8d8-8955-44be-bfad-3f57531a5954', 'dbc1c804-4844-4a77-b3fd-a304c3c829b3']",51,,,,,,,,,,,,,,,,Birmingham City,54,00:01:51.311,Pass,True
,,,,,,,,,,,,,,,,0.601886,,,,,,,,,,,,,,e9af02d1-61e6-44ea-8b2a-383ef74c3a55,102,,"[106.7, 0.1]",3749434,2,,True,,,2.690523,,,,,,"[100.3, 3.2]",,High Pass,,7.1112585,,,Gaël Clichy,20302.0,,,,,,Throw-in,1,From Throw In,Ashley Cole,12529.0,Left Back,9,Arsenal,1,['1bd86151-20fb-48a5-945a-dba3274e0f1a'],1,,,,,,,,,,,,,,,,Arsenal,1,00:02:01.066,Pass,
,,,,,,,,,,,,,,,,0.860765,,,,,,,,,,,,,,f38c62d7-f71e-4a82-b8cf-d07fd0b7a4d6,105,,"[101.7, 3.2]",3749434,2,,,,,2.7956254,,Left Foot,,,,"[93.1, 6.3]",,Low Pass,,9.141663,,,Eduardo César Daude Gaspar,26014.0,,,,,,,1,From Throw In,Gaël Clichy,20302.0,Left Midfield,9,Arsenal,1,"['27b52c04-51c8-4435-86cb-b55f9035c824', '56e7dfc0-c455-4017-920f-5ed0390b680e']",2,,,,,,,,,,,,,,,,Arsenal,1,00:02:02.161,Pass,True
,,,,,,,,,,,,,,,,1.149739,,,,,,,,,,,,,,37a3c9b7-b7f9-42ba-ad6f-2ea928a6c6f8,108,,"[93.7, 7.6]",3749434,2,,,,,2.026412,,Left Foot,,,,"[83.9, 27.6]",,Ground Pass,,22.271955,,,Robert Pirès,19312.0,,,,,,,1,From Throw In,Eduardo César Daude Gaspar,26014.0,Right Defensive Midfield,9,Arsenal,1,['c0cb6bec-b6da-4c62-90e8-deaa0738140a'],4,,,,,,,,,,,,,,,,Arsenal,1,00:02:04.461,Pass,
,,,,,,,,,,,,,,,,0.848468,,,,,,,,,,,,,,3434896b-c80a-440b-9056-5a8030f73769,111,,"[83.6, 30.2]",3749434,2,,,,,1.6805892,d7e93b06-47fe-4321-938f-7c8aca5ccd78,Right Foot,,,,"[82.2, 42.9]",,Ground Pass,,12.776933,,,Thierry Henry,15516.0,True,,,,,,1,From Throw In,Robert Pirès,19312.0,Left Defensive Midfield,9,Arsenal,1,['fac8fc5e-6fd1-4e59-a52d-bfc9435f052d'],7,,,,,,,,,,,,,,,,Arsenal,1,00:02:07.073,Pass,
,,,,,,,,,,,,,,,,3.743162,,,,,,,,,,,,,,7ce0fe42-a41e-4d67-a298-d895f528ab18,116,,"[6.0, 44.0]",3749434,2,,,,,0.26703656,,Right Foot,,,,"[70.7, 61.7]",,High Pass,,67.077415,,,Stephen Clemence,40297.0,,,,,,Goal Kick,1,From Goal Kick,Maik Taylor,40292.0,Goalkeeper,10,Birmingham City,54,['eef3b951-b2e9-4e92-89e8-3f600d88ded3'],35,,,,,,,,,,,,,,,,Birmingham City,54,00:02:35.624,Pass,
,,,,,,,,,,,,,,,,0.966708,,,,,,,,,,,,,,a5bf42fb-ca3d-4680-890e-9082f3b0ce0a,119,,"[70.7, 61.7]",3749434,2,,,,True,-0.66963893,,,,,,"[80.3, 54.1]",,Low Pass,,12.244183,,Incomplete,Mikael Forssell,40301.0,,,,,,,1,From Goal Kick,Stephen Clemence,40297.0,Right Wing,10,Birmingham City,54,"['44483d60-0b5c-46d8-9826-0d628cadbf0f', '4db9a7ff-9450-4604-8782-9872080fe5bf', 'a092f575-54f6-4b39-b905-57964f7a93bb']",39,,,,,,,,,,,,,,,,Birmingham City,54,00:02:39.367,Pass,True
,,,,,,,,,,,,,,,,1.6564,,,,,,,,,,,,,,44483d60-0b5c-46d8-9826-0d628cadbf0f,121,,"[39.8, 26.0]",3749434,2,,,,,0.0,,Head,,,,"[60.0, 26.0]",,High Pass,,20.2,,,Dennis Bergkamp,15042.0,,,,,,Recovery,1,Regular Play,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Right Center Back,11,Arsenal,1,"['a5bf42fb-ca3d-4680-890e-9082f3b0ce0a', 'de767ccc-a52e-4bc0-a913-7f680aacf219']",40,,,,,,,,,,,,,,,,Arsenal,1,00:02:40.334,Pass,
,,,,,,,,,,,,,,,,2.612829,,,,,,,,,,,,,,00f3ef07-95b6-4d02-8263-326b17267f30,123,,"[59.8, 25.9]",3749434,2,,,,,-2.1650949,,Head,,,,"[45.0, 4.0]",,High Pass,,26.431988,,,Ashley Cole,12529.0,,,,,,,1,Regular Play,Dennis Bergkamp,15042.0,Right Center Forward,11,Arsenal,1,['a29dfe73-5aa9-4504-a746-dc7ffe718c72'],41,,,,,,,,,,,,,,,,Arsenal,1,00:02:41.991,Pass,
,,,,,,,,,,,,,,,,2.385246,,,,,,,,,,,,,,50cad2b4-ea83-4616-9f6d-96f59d033281,128,,"[51.8, 75.8]",3749434,2,,,,,-0.362956,,Right Foot,,,,"[88.4, 61.9]",,High Pass,,39.150608,,,Mikael Forssell,40301.0,,,,,,Recovery,1,Regular Play,Kenny Cunningham,40296.0,Right Center Back,11,Arsenal,1,['80411eba-e117-4456-887f-e1020a2ba149'],47,,,,,,,,,,,,,,,,Birmingham City,54,00:02:47.020,Pass,
