50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.839919,,,,,,,,,,,,,,ffda8f04-6fae-49a0-862a-0bdfd448815e,39,,,"[72.7, 41.9]",3749274,0,,,,,-0.34038195,,Right Foot,,,,"[82.3, 38.5]",Ground Pass,,10.184301,,,,José Antonio Reyes Calderón,23816.0,,,,,,1,Regular Play,Ray Parlour,24972.0,Right Defensive Midfield,3,Arsenal,1,"['96ca8029-76cc-4aff-aea0-f8e32f41ef58', 'b7117422-4a54-487e-984b-798238f997cf']",24,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:24.561,Pass,True
,,,,,,,,,,,,,,,,,,0.820909,,,,,,,,,,,,,,73b8196d-d405-4e92-ac25-151d16dc54c3,43,,,"[84.3, 36.3]",3749274,0,,,,,1.7539071,,Right Foot,,,,"[83.3, 41.7]",Ground Pass,,5.491812,,,,Ray Parlour,24972.0,,,,,,1,Regular Play,José Antonio Reyes Calderón,23816.0,Right Center Forward,3,Arsenal,1,"['3a98fd50-560b-4f88-b00c-197141cf2b2c', 'fe3f9a0f-5325-423d-a27e-a9baf7507d1c']",25,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:25.461,Pass,True
,,,,,,,,,,,,,,,,,,0.904293,,,,,,,,,,,,,,559b79fd-35c2-4eeb-abf0-6dfe6fe6a941,49,,,"[25.5, 19.9]",3749274,0,,,,,-0.5912232,,Left Foot,,,,"[39.8, 10.3]",Ground Pass,,17.22353,,,,Richard Hughes,376516.0,,,,,,1,Regular Play,Nigel Quashie,40338.0,Left Defensive Midfield,4,Portsmouth,105,['5360fbd5-5caa-4364-bd55-3a5a139fe51d'],30,,,,,,,,,,,,,,,,,,Portsmouth,105,00:00:30.605,Pass,
,,,,,,,,,,,,,,,,,,1.75582,,,,,,,,,,,,,,6e879baf-a848-4b6b-a9f7-3d19b966fad9,52,,,"[40.6, 9.9]",3749274,0,,,,,-2.7807558,,Left Foot,,,,"[24.7, 3.9]",Ground Pass,,16.994411,,,,Matthew Taylor,4357.0,,,,,,1,Regular Play,Richard Hughes,376516.0,Left Midfield,4,Portsmouth,105,['c899d861-1482-4109-a9be-c065bc89a4a8'],32,,,,,,,,,,,,,,,,,,Portsmouth,105,00:00:32.127,Pass,
,,,,,,,,,,,,,,,,,,2.05452,,,,,,,,,,,,,,83650cd1-76ea-48ba-8b94-67cfd4fa0754,55,,,"[24.7, 4.3]",3749274,0,,,,,-0.14189705,,Left Foot,,,,"[52.0, 0.4]",High Pass,,27.577164,,Out,,,,,,,,,1,Regular Play,Matthew Taylor,4357.0,Left Back,4,Portsmouth,105,,34,,,,,,,,,,,,,,,,,,Portsmouth,105,00:00:34.014,Pass,
,,,,,,,,,,,,,,,,,,1.797605,,,,,,,,,,,,,,b852096d-d6b5-41c2-afc9-9b76fe9584bd,56,,,"[65.5, 80.0]",3749274,0,,,,,-1.6932573,,,,,,"[63.9, 67.0]",High Pass,,13.098091,,,,José Antonio Reyes Calderón,23816.0,,,,,Throw-in,1,From Throw In,Laureano Bisan-Etame Mayer,40222.0,Right Back,5,Arsenal,1,['4f3e23e0-37f6-4c35-8715-cb142c2e4bf4'],46,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:46.142,Pass,
,,,,,,,,,,,,,,,,,,1.194264,,,,,,,,,,,,,,0ed6f8aa-eacb-4668-8251-88b166b8f5f0,60,,,"[64.1, 66.6]",3749274,0,,,,,-0.5828105,,Left Foot,,,,"[86.4, 51.9]",Ground Pass,,26.709175,,Incomplete,,Thierry Henry,15516.0,,,,,,1,From Throw In,José Antonio Reyes Calderón,23816.0,Right Center Forward,5,Arsenal,1,"['4712ca54-aa23-4926-9c83-900ef45543d1', '68db3845-bb38-4750-93db-b44d20997117', 'f0a03375-d249-40dc-9ae5-a00515cb98da']",49,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:49.681,Pass,True
,,,,,,,,,,,,,,,,,,2.300491,,,,,,,,,,,,,,3c05bbdf-45d2-401b-bd6a-a1319c26ddb9,64,,,"[48.6, 34.2]",3749274,0,,,,,-0.39048004,,Right Foot,,,,"[88.2, 17.9]",High Pass,,42.823475,,Incomplete,,Trésor Lomana LuaLua,376518.0,,,,,,1,From Throw In,Arjan de Zeeuw,40339.0,Right Center Back,5,Arsenal,1,"['34213d4b-f28a-4791-8af7-829ddffdb57e', 'dd8ff0aa-ed07-48d4-bc26-951a096ddeed']",53,,,,,,,,,,,,,,,,,,Portsmouth,105,00:00:53.943,Pass,
,,,,,,,,,,,,,,,,,,1.8936,,,,,,,,,,,,,,34213d4b-f28a-4791-8af7-829ddffdb57e,66,,,"[31.9, 62.2]",3749274,0,,,,,-0.59320545,,Head,,,,"[54.0, 47.3]",High Pass,,26.653706,,,,Patrick Vieira,15515.0,,,,,Recovery,1,From Throw In,Laureano Bisan-Etame Mayer,40222.0,Right Back,5,Arsenal,1,"['1f7722db-d97c-4d0a-8da7-9f6e496d0af8', '3c05bbdf-45d2-401b-bd6a-a1319c26ddb9']",56,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:56.244,Pass,
,,,,,,,,,,,,,,,,,,0.624816,,,,,,,,,,,,,,3988a5c8-a9e2-4b9c-9e62-fab66a0c8844,74,,,"[70.9, 39.2]",3749274,1,,,,,2.4393358,,Right Foot,,,,"[68.3, 41.4]",Ground Pass,,3.4058774,,,,Steve Stone,15505.0,,,,,,1,Regular Play,Yakubu Aiyegbeni,40337.0,Right Center Forward,6,Portsmouth,105,['4af7effa-68b1-4a8d-9f33-ab7b9d82cfd3'],0,,,,,,,,,,,,,,,,,,Portsmouth,105,00:01:00.859,Pass,
,,,,,,,,,,,,,,,,,,2.591692,,,,,,,,,,,,,,52efdb38-6d8a-482d-ad5f-32d42ece4d8a,78,,,"[65.9, 31.0]",3749274,1,,,,,-1.6509455,,Right Foot,,,,"[63.9, 6.1]",Ground Pass,,24.980192,,,,Matthew Taylor,4357.0,,,,,,1,Regular Play,Steve Stone,15505.0,Right Midfield,6,Portsmouth,105,['ee956a04-ee39-4727-99de-d8f623edf629'],4,,,,,,,,,,,,,,,,,,Portsmouth,105,00:01:04.247,Pass,
,,,,,,,,,,,,,,,,,,0.182984,,,,,,,,,,,,,,925a95c1-0a71-484a-a54e-16e7abf9232c,81,,,"[67.1, 6.3]",3749274,1,,,,,0.0,,Left Foot,,,,"[68.7, 6.3]",Ground Pass,,1.6,,Incomplete,,Trésor Lomana LuaLua,376518.0,,,,,,1,Regular Play,Matthew Taylor,4357.0,Left Back,6,Portsmouth,105,"['38c09280-6cf0-4df9-87f7-853d0fcedd5f', '643438b8-2c42-4720-b087-43b2a5f6b6f5']",6,,,,,,,,,,,,,,,,,,Portsmouth,105,00:01:06.928,Pass,
,,,,,,,,,,,,,,,,,,0.947039,,,,,,,,,,,,,,e2ed4747-521d-429a-84bd-f8fe7e7a8511,84,,,"[49.4, 16.3]",3749274,1,,,,,-1.3315648,,Left Foot,,,,"[51.4, 8.1]",Ground Pass,,8.440379,,,,Nigel Quashie,40338.0,,,,,Recovery,1,Regular Play,Dejan Stefanovic,40340.0,Left Center Back,6,Portsmouth,105,['ea010bac-a137-4f99-863a-8734b18dec06'],9,,,,,,,,,,,,,,,,,,Portsmouth,105,00:01:09.622,Pass,
,,,,,,,,,,,,,,,,,,1.592466,,,,,,,,,,,,,,ce64b088-b9f6-409a-a4e6-a09e17457485,88,,,"[53.4, 4.7]",3749274,1,,,,,0.4789973,,Left Foot,,,,"[89.6, 23.5]",High Pass,,40.790684,,Incomplete,,,,,,,,,1,Regular Play,Nigel Quashie,40338.0,Left Defensive Midfield,6,Portsmouth,105,"['923bcf2d-fa6d-4adf-a5d8-b632d27a6441', '98e84480-df0b-4834-ab06-d125f004e8f6']",11,,,,,,,,,,,,,,,,,,Portsmouth,105,00:01:11.983,Pass,True
,,,,,,,,,,,,,,,,,,0.329262,,,,,,,,,,,,,,923bcf2d-fa6d-4adf-a5d8-b632d27a6441,89,,,"[30.5, 56.6]",3749274,1,,,,,-0.15660188,,Right Foot,,,,"[34.3, 56.0]",High Pass,,3.847077,,Incomplete,,Ray Parlour,24972.0,,,,,Recovery,1,Regular Play,Kolo Habib Touré,38412.0,Right Center Back,6,Portsmouth,105,"['4d5e567f-0aca-4104-a55a-dfb2a992d122', 'ce64b088-b9f6-409a-a4e6-a09e17457485', 'f4ca35b9-9587-488a-abcf-bf1e06a5ccce']",13,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:13.575,Pass,
,,,,,,,,,,,,,,,,,,1.126763,,,,,,,,,,,,,,fde0fe9f-68a1-4128-b3c9-6a6774806773,92,,,"[26.5, 73.6]",3749274,1,,,,,0.26211983,,Right Foot,,,,"[34.7, 75.8]",Ground Pass,,8.489994,,,,David Bentley,376521.0,,,,,Recovery,1,Regular Play,Laureano Bisan-Etame Mayer,40222.0,Right Back,7,Arsenal,1,['991e0463-3840-4fd7-990c-685d32d829b0'],15,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:15.790,Pass,
,,,,,,,,,,,,,,,,,,1.259124,,,,,,,,,,,,,,65104aa9-cbff-4462-852e-784203100b90,96,,,"[39.2, 74.8]",3749274,1,,,,,-2.2599676,,Right Foot,,,,"[27.5, 60.6]",Ground Pass,,18.399185,,,,Kolo Habib Touré,38412.0,,,,,,1,Regular Play,David Bentley,376521.0,Right Midfield,7,Arsenal,1,"['d3dcbb4c-85d6-4cb7-91fd-b6000940abd8', 'f3ea8836-ea41-465a-98dc-14fbffdfac09']",17,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:17.392,Pass,True
,,,,,,,,,,,,,,,,,,0.806547,,,,,,,,,,,,,,a0beb18b-bc58-4dfb-8216-bfffd703f351,99,,,"[31.3, 59.8]",3749274,1,,,,,1.7506498,,Left Foot,,,,"[29.7, 68.6]",Ground Pass,,8.944272,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,1,Regular Play,Kolo Habib Touré,38412.0,Right Center Back,7,Arsenal,1,['d2a1b0fe-0c3f-46ae-8ea7-1c3b36b5224e'],18,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:18.701,Pass,
,,,,,,,,,,,,,,,,,,2.003839,,,,,,,,,,,,,,6bc48fc8-7c4b-4f6e-949f-da40ed5c87cb,102,,,"[29.7, 68.6]",3749274,1,,,,,-2.0852478,,Right Foot,,,,"[24.5, 59.4]",Ground Pass,,10.567876,,,,Kolo Habib Touré,38412.0,,,,,,1,Regular Play,Laureano Bisan-Etame Mayer,40222.0,Right Back,7,Arsenal,1,['888f93e3-1918-4b50-9521-2cc9e168beec'],20,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:20.857,Pass,
,,,,,,,,,,,,,,,,,,1.069217,,,,,,,,,,,,,,a7d90af1-3885-4dc5-b594-e5e9507d2a98,105,,,"[24.3, 58.2]",3749274,1,,,,,-0.6486425,,Right Foot,,,,"[30.5, 53.5]",Ground Pass,,7.7801027,,,,Ray Parlour,24972.0,,,,,,1,Regular Play,Kolo Habib Touré,38412.0,Right Center Back,7,Arsenal,1,['c28ec63c-d2b9-40e4-8e30-f5cbb9e43a7f'],25,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:25.207,Pass,
,,,,,,,,,,,,,,,,,,1.169947,,,,,,,,,,,,,,27c63af9-092f-40e6-8fb9-42650ed05b84,108,,,"[37.3, 53.8]",3749274,1,,,,,-0.8327312,,Right Foot,,,,"[55.4, 33.9]",Ground Pass,,26.900187,,,,Patrick Vieira,15515.0,,,,,,1,Regular Play,Ray Parlour,24972.0,Right Defensive Midfield,7,Arsenal,1,['565d6aba-8d98-40f8-b71e-e4bc03ec94cc'],28,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:28.737,Pass,
,,,,,,,,,,,,,,,,,,2.05309,,,,,,,,,,,,,,3d728148-e65d-4f0a-a4f2-fe0d5b335108,120,,,"[94.6, 24.4]",3749274,1,,,,,-0.5657015,,Right Foot,,,,"[107.2, 16.4]",Ground Pass,,14.925146,,,,Ashley Cole,12529.0,,,,,,1,Regular Play,Fredrik Ljungberg,15754.0,Left Midfield,7,Arsenal,1,['3f86f0f8-a009-452f-bf10-874118a3ace3'],36,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:36.519,Pass,
,,,,,,,,,,,,,,,,,,0.834095,,,,,,,,,,,,,,439fc135-c20e-4986-b1a7-44134762c62b,123,,,"[107.2, 16.4]",3749274,1,,,,,1.5568112,,Left Foot,True,,,"[107.4, 30.7]",Low Pass,,14.301398,,,,Fredrik Ljungberg,15754.0,,,,,,1,Regular Play,Ashley Cole,12529.0,Left Back,7,Arsenal,1,['0bb62b98-fc11-49ae-87d4-9f9476bb937d'],38,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:38.762,Pass,
,,,,,,,,,,,,,,,,,,3.092512,,,,,,,,,,,,,,2f2704d8-90c6-4d6a-a310-2ae76a9e173b,127,,,"[14.7, 48.6]",3749274,2,,,,,0.045000654,,Right Foot,,,,"[79.1, 51.5]",High Pass,,64.46526,,Incomplete,,Yakubu Aiyegbeni,40337.0,,,,,Free Kick,1,From Free Kick,Shaka Hislop,38403.0,Goalkeeper,8,Portsmouth,105,"['4aa9861f-4dda-4a39-8ffe-7a3b979d1ef0', '82fa510a-972b-49b6-88d4-62feaeacd4b6']",2,,,,,,,,,,,,,,,,,,Portsmouth,105,00:02:02.362,Pass,
,,,,,,,,,,,,,,,,,,3.192792,,,,,,,,,,,,,,81d13b4f-863d-44e5-8317-78aadf3aee6c,131,,,"[65.1, 41.6]",3749274,2,,,,,-0.23374318,,Head,,,,"[107.1, 31.6]",High Pass,,43.174065,,Incomplete,,Trésor Lomana LuaLua,376518.0,,,,,Recovery,1,From Free Kick,Amdy Moustapha Faye,40343.0,Right Defensive Midfield,8,Portsmouth,105,"['0b8ff324-e8c1-47ca-8468-839632c086e5', '95f71ec0-d941-4f04-842c-23973d62947a']",7,,,,,,,,,,,,,,,,,,Portsmouth,105,00:02:07.348,Pass,
,,,,,,,,,,,,,,,,,,1.774638,,,,,,,,,,,,,,bf66b4e9-ab8a-4eb3-a65f-1fd4dd18b2a6,135,,,"[12.8, 47.7]",3749274,2,,,,,0.87990254,,Keeper Arm,,,,"[31.9, 70.8]",Ground Pass,,29.973656,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,1,Regular Play,Jens Lehmann,20015.0,Goalkeeper,9,Arsenal,1,['84123654-648a-41f0-8d16-04ff52ab5ee6'],15,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:15.035,Pass,
