ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.28647,,,,,,,,,,,,,78a015f6-0c2c-496f-b472-483d47bf70e3,25,,,"[49.6, 75.2]",3749431,0,,,,,-2.0979424,,Right Foot,,,,"[37.9, 55.1]",Low Pass,,23.257257,,,,"Andy O""Brien",40225.0,,,,,,1,From Kick Off,Aaron Hughes,20059.0,Right Back,2,Newcastle United,37,['93c8e92f-43d4-4216-ad04-b5db60a96d5e'],15,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:15.594,Pass,
,,,,,,,,,,,,,,,1.059376,,,,,,,,,,,,,e73f3ebe-bc3a-4edc-a3f2-b303154992ca,28,,,"[38.7, 58.3]",3749431,0,,,,,0.35378006,,Right Foot,,,,"[56.3, 64.8]",Low Pass,,18.76193,,Incomplete,,,,,,,,,1,From Kick Off,"Andy O""Brien",40225.0,Right Center Back,2,Newcastle United,37,['c1cca24b-4490-4efd-b5e8-25ae4b074de6'],16,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:16.921,Pass,
,,,,,,,,,,,,,,,0.49422,,,,,,,,,,,,,74e03494-c15e-4ad8-886f-1ab7d73080f4,31,,,"[64.3, 10.1]",3749431,0,,,,,0.30288488,,Right Foot,,,,"[70.7, 12.1]",Ground Pass,,6.7052217,,,,Eduardo César Daude Gaspar,26014.0,,,,,,1,From Kick Off,Patrick Vieira,15515.0,Left Defensive Midfield,2,Newcastle United,37,['7da8d43b-4b30-472b-ac14-80655d9935f2'],20,,,,,,,,,,,,,,,,,Arsenal,1,00:00:20.548,Pass,
,,,,,,,,,,,,,,,1.226976,,,,,,,,,,,,,c0e01809-8e04-4f6b-b547-1529520bf941,38,,,"[60.6, 64.3]",3749431,0,,,,,-1.487655,,Right Foot,,,,"[61.1, 58.3]",Low Pass,,6.0207973,,,,Jermaine Jenas,40234.0,,,,,Recovery,1,From Kick Off,Craig Bellamy,40226.0,Right Center Forward,2,Newcastle United,37,['eb37b64a-8d36-41b3-919a-a4f9c723e06b'],23,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:23.041,Pass,
,,,,,,,,,,,,,,,2.38553,,,,,,,,,,,,,53f70d5e-9ad3-4ef0-a5c2-b14b6ebae39b,44,,,"[60.6, 60.0]",3749431,0,,,,,-0.8508219,,Right Foot,,,,"[87.7, 29.1]",High Pass,,41.10012,,Incomplete,,Alan Shearer,40231.0,,,,,Free Kick,1,From Free Kick,Aaron Hughes,20059.0,Right Back,3,Newcastle United,37,"['29b7e88a-72ef-44ef-b4cd-95b251307c7a', 'b55019f0-351e-40f5-988c-590e8ad3dc47']",44,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:44.795,Pass,
,,,,,,,,,,,,,,,1.622053,,,,,,,,,,,,,29b7e88a-72ef-44ef-b4cd-95b251307c7a,46,,,"[32.4, 51.0]",3749431,0,,,,,-0.4058888,,Head,,,,"[56.6, 40.6]",High Pass,,26.340084,,,,Thierry Henry,15516.0,,,,,Recovery,1,Regular Play,Gilberto Aparecido da Silva,40221.0,Right Defensive Midfield,4,Arsenal,1,"['53f70d5e-9ad3-4ef0-a5c2-b14b6ebae39b', '98896fa7-823a-4d61-8fe0-3851457d18ef']",47,,,,,,,,,,,,,,,,,Arsenal,1,00:00:47.180,Pass,
,,,,,,,,,,,,,,,0.63456,,,,,,,,,,,,,5ae06632-a2b7-4c73-b8c1-1167084541dd,49,,,"[55.5, 41.8]",3749431,0,,,,,-1.5175135,,Left Foot,,,,"[56.3, 26.8]",Low Pass,,15.021318,,,,José Antonio Reyes Calderón,23816.0,,,,,,1,Regular Play,Thierry Henry,15516.0,Right Center Forward,4,Arsenal,1,['7162db10-4314-4aa3-a5c7-3bcbc288b632'],49,,,,,,,,,,,,,,,,,Arsenal,1,00:00:49.798,Pass,
,,,,,,,,,,,,,,,2.268409,,,,,,,,,,,,,855cc4cc-a367-42aa-8385-39045f3ddfaf,52,,,"[56.6, 26.8]",3749431,0,,,,,0.7157436,,Left Foot,,,,"[72.7, 40.8]",High Pass,,21.335651,,Incomplete,,,,,,,,,1,Regular Play,José Antonio Reyes Calderón,23816.0,Left Center Forward,4,Arsenal,1,['2eed418d-2001-47b8-94ed-c57da5c97138'],50,,,,,,,,,,,,,,,,,Arsenal,1,00:00:50.473,Pass,
,,,,,,,,,,,,,,,2.207623,,,,,,,,,,,,,45d10ff4-5e11-4935-82c8-67bd3e13ba2a,55,,,"[34.9, 29.4]",3749431,0,,,,,2.782822,,Right Foot,,,,"[8.5, 39.3]",Ground Pass,,28.195211,,,,Shay Given,20446.0,,,,,,1,Regular Play,Jonathan Woodgate,38418.0,Left Center Back,5,Newcastle United,37,['355e1bff-411d-42b0-907f-b8e1a6bfa265'],54,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:54.873,Pass,
,,,,,,,,,,,,,,,3.409213,,,,,,,,,,,,,e034def5-9add-4541-bdbc-52e7e631725d,58,,,"[23.7, 45.8]",3749431,1,,,,,-0.22411212,,Right Foot,,,,"[91.7, 30.3]",High Pass,,69.74418,,,,Alan Shearer,40231.0,,,,,,1,Regular Play,Shay Given,20446.0,Goalkeeper,5,Newcastle United,37,['e38c11cf-d59a-45d1-b801-1fbcb1968db3'],12,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:12.415,Pass,
,,,,,,,,,,,,,,,1.527221,,,,,,,,,,,,,23d915e5-80ba-4cf1-b6de-c734c82460c8,64,,,"[26.9, 56.7]",3749431,1,,,,,0.822669,,Right Foot,,,,"[41.1, 72.0]",Ground Pass,,20.874147,,,,Sylvain Wiltord,15512.0,,,,,,1,Regular Play,Gilberto Aparecido da Silva,40221.0,Right Defensive Midfield,6,Arsenal,1,['adabf302-3ece-47fe-8e21-9ef0376771b6'],18,,,,,,,,,,,,,,,,,Arsenal,1,00:01:18.069,Pass,
,,,,,,,,,,,,,,,1.14731,,,,,,,,,,,,,484fd84f-36e8-43f8-8f3d-196b94717422,67,,,"[41.1, 72.0]",3749431,1,,,,,-2.9853952,,Right Foot,,,,"[28.4, 70.0]",High Pass,,12.856516,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,1,Regular Play,Sylvain Wiltord,15512.0,Right Midfield,6,Arsenal,1,['5cf32fc0-b886-448f-a802-cba22e2bd6cd'],19,,,,,,,,,,,,,,,,,Arsenal,1,00:01:19.626,Pass,
,,,,,,,,,,,,,,,0.913203,,,,,,,,,,,,,5b895675-e136-43aa-81aa-dd73135664c7,70,,,"[28.4, 69.7]",3749431,1,,,,,-0.5975565,,Right Foot,,,,"[35.6, 64.8]",Ground Pass,,8.70919,,,,Gilberto Aparecido da Silva,40221.0,,,,,,1,Regular Play,Laureano Bisan-Etame Mayer,40222.0,Right Back,6,Arsenal,1,['033f7292-0fdf-4720-9764-6775dd697e16'],21,,,,,,,,,,,,,,,,,Arsenal,1,00:01:21.363,Pass,
,,,,,,,,,,,,,,,1.272823,,,,,,,,,,,,,5f8dcb9b-610f-446e-9204-b70b6982262d,73,,,"[35.0, 64.5]",3749431,1,,,,,2.4468544,,Right Foot,,,,"[27.8, 70.5]",Ground Pass,,9.372299,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,1,Regular Play,Gilberto Aparecido da Silva,40221.0,Right Defensive Midfield,6,Arsenal,1,"['cee95e04-3773-40d0-96c9-0d94680b8a47', 'fb36a868-f07e-4bd8-9be9-07ee0900efc6']",22,,,,,,,,,,,,,,,,,Arsenal,1,00:01:22.276,Pass,True
,,,,,,,,,,,,,,,2.782979,,,,,,,,,,,,,6adc7574-3892-4346-a601-ae48b19a7101,77,,,"[27.2, 70.5]",3749431,1,,,,,-0.4625972,,Left Foot,,,,"[65.3, 51.5]",High Pass,,42.574757,,Incomplete,,José Antonio Reyes Calderón,23816.0,,,,,,1,Regular Play,Laureano Bisan-Etame Mayer,40222.0,Right Back,6,Arsenal,1,"['2d8f073a-a5e3-4de5-bddf-adaa66ba137c', '83c76f07-7c1b-4ae1-abca-ef9aae279060', '9e636a48-fc4a-4f80-9e59-5274f8e272d0']",23,,,,,,,,,,,,,,,,,Arsenal,1,00:01:23.589,Pass,True
,,,,,,,,,,,,,,,0.986412,,,,,,,,,,,,,2d8f073a-a5e3-4de5-bddf-adaa66ba137c,79,,,"[54.8, 28.6]",3749431,1,,,,,-0.3623472,,Head,,,,"[70.1, 22.8]",High Pass,,16.362457,,,,Gary Speed,24799.0,,,,,Recovery,1,Regular Play,Jonathan Woodgate,38418.0,Left Center Back,7,Newcastle United,37,"['6adc7574-3892-4346-a601-ae48b19a7101', '772003a4-2c28-46bb-84f8-b9e8e280a345']",26,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:26.372,Pass,
,,,,,,,,,,,,,,,1.180559,,,,,,,,,,,,,bdbe19e2-e488-442e-8fef-a393b14f5019,81,,,"[70.1, 22.8]",3749431,1,,,,,0.35877067,,Head,,,,"[83.7, 27.9]",High Pass,,14.524806,,Incomplete,,Alan Shearer,40231.0,,,,,,1,Regular Play,Gary Speed,24799.0,Left Defensive Midfield,7,Newcastle United,37,"['2507839c-8e52-4ee6-bda0-d7fb6dbeebd8', 'f3b1e60c-c046-4a10-a42d-2099fa0c6c30']",27,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:27.398,Pass,
,,,,,,,,,,,,,,,1.650524,,,,,,,,,,,,,de745d7d-99b7-4771-8e8f-78a243af3edd,85,,,"[65.0, 65.7]",3749431,1,,,,True,-1.131937,,,,,,"[71.9, 51.0]",High Pass,,16.238842,,Incomplete,,José Antonio Reyes Calderón,23816.0,,,,,Recovery,1,Regular Play,Sylvain Wiltord,15512.0,Right Midfield,7,Newcastle United,37,"['6557a044-e94b-41fd-89a4-2f28bc106973', '94a306a4-b983-467d-a22b-14234515b0db', 'f3d5ceb4-3a61-47ab-a72e-9e3ac3ac6fcf']",31,,,,,,,,,,,,,,,,,Arsenal,1,00:01:31.594,Pass,True
,,,,,,,,,,,,,,,2.25238,,,,,,,,,,,,,d49090a5-1beb-4afb-a7b3-93cbe4130cc9,89,,,"[37.9, 32.6]",3749431,1,,,,,-3.1085467,,Right Foot,,,,"[13.7, 31.8]",Ground Pass,,24.213219,,,,Shay Given,20446.0,,,,,,1,Regular Play,Jonathan Woodgate,38418.0,Left Center Back,7,Newcastle United,37,['76d17261-86a5-4fcf-b5a1-68c34e60cb82'],36,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:36.439,Pass,
,,,,,,,,,,,,,,,3.506164,,,,,,,,,,,,,03063801-14a1-45b7-b416-5c530bcead04,91,,,"[13.7, 31.8]",3749431,1,,True,,,0.039527424,,Right Foot,,,,"[84.5, 34.6]",High Pass,,70.85535,,,,Alan Shearer,40231.0,,,,,,1,Regular Play,Shay Given,20446.0,Goalkeeper,7,Newcastle United,37,['2a2dac6e-ae05-4638-893b-749d9a1fc64c'],50,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:50.339,Pass,
,,,,,,,,,,,,,,,1.43678,,,,,,,,,,,,,c72b0b40-56c0-4de6-a904-abaac5d75029,93,,,"[84.5, 34.6]",3749431,1,,,,True,-0.23883119,,,,,,"[96.0, 31.8]",High Pass,,11.835962,,Incomplete,,Craig Bellamy,40226.0,,,,,,1,Regular Play,Alan Shearer,40231.0,Left Center Forward,7,Newcastle United,37,"['233dbc8d-03d3-4bd5-874a-9d8e1196820b', 'a9c65f81-0194-4456-b042-0d600108034c', 'ec7938a6-9c87-4a06-be05-46d6f4b7a553']",53,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:53.860,Pass,True
,,,,,,,,,,,,,,,2.88706,,,,,,,,,,,,,233dbc8d-03d3-4bd5-874a-9d8e1196820b,96,,,"[24.1, 48.3]",3749431,1,,,,,-0.015150356,,Head,,,,"[37.3, 48.1]",High Pass,,13.201515,,,,Patrick Vieira,15515.0,,,,,Recovery,1,Regular Play,Kolo Habib Touré,38412.0,Right Center Back,7,Newcastle United,37,"['4ca71a04-7dba-43e3-8e1a-014099eb5f75', 'c72b0b40-56c0-4de6-a904-abaac5d75029']",55,,,,,,,,,,,,,,,,,Arsenal,1,00:01:55.297,Pass,
,,,,,,,,,,,,,,,1.471134,,,,,,,,,,,,,5395da36-cfa7-418f-870a-22b7cc231035,99,,,"[37.3, 48.1]",3749431,1,,,,True,-0.43662715,,,,,,"[44.8, 44.6]",High Pass,,8.276473,,Incomplete,,,,,,,,,1,Regular Play,Patrick Vieira,15515.0,Left Defensive Midfield,7,Newcastle United,37,"['127eb66a-68ce-4013-96a9-283f89bd1b80', '23c44e56-2133-422a-8444-b5f37f2bc225']",56,,,,,,,,,,,,,,,,,Arsenal,1,00:01:56.713,Pass,True
,,,,,,,,,,,,,,,3.727321,,,,,,,,,,,,,981b56ee-36fc-490e-8b15-88ffedceacb3,103,,,"[76.8, 35.5]",3749431,1,,,,,1.8118099,,Right Foot,,,,"[69.5, 65.2]",Low Pass,,30.583982,,,,Aaron Hughes,20059.0,,,,,,1,Regular Play,Jermaine Jenas,40234.0,Right Defensive Midfield,7,Newcastle United,37,['9021a616-78d3-4334-820f-9850ec72fd0d'],58,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:58.645,Pass,
,,,,,,,,,,,,,,,1.739018,,,,,,,,,,,,,335d6884-32aa-40a2-86cf-67616ce38a65,106,,,"[69.5, 66.3]",3749431,2,,,,,-0.010713875,,Right Foot,,,,"[97.5, 66.0]",High Pass,,28.001608,,Incomplete,,Alan Shearer,40231.0,,,,,,1,Regular Play,Aaron Hughes,20059.0,Right Back,7,Newcastle United,37,"['5c020341-4e3a-41ff-95cb-4d356842662b', 'bca51d1d-a350-4541-9d8e-5cff5dd2fc40']",3,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:03.090,Pass,
,,,,,,,,,,,,,,,1.683461,,,,,,,,,,,,,1b03d4e5-8893-4a45-a70c-10e282d9d979,111,,,"[45.1, 0.1]",3749431,2,,True,,,0.89983845,,,,,,"[52.8, 9.8]",High Pass,,12.384668,,Incomplete,,José Antonio Reyes Calderón,23816.0,,,,,Throw-in,1,From Throw In,Ashley Cole,12529.0,Left Back,8,Arsenal,1,"['35100ad1-ae90-4962-b644-b4a02118156f', 'd062592b-3803-48fe-9a9a-7359e8a8da38']",13,,,,,,,,,,,,,,,,,Arsenal,1,00:02:13.434,Pass,
,,,,,,,,,,,,,,,1.673744,,,,,,,,,,,,,56bff002-cf87-43d5-a58a-0e4689dce949,120,,,"[70.1, 72.0]",3749431,2,,,,True,-1.4288993,,,,,,"[72.1, 58.0]",Low Pass,,14.142136,,Incomplete,,,,,,,,Recovery,1,From Throw In,Alan Shearer,40231.0,Left Center Forward,8,Arsenal,1,"['cbcb3b63-4c32-4e3b-8366-ed321681cad0', 'cd47ad38-f5db-43cb-983b-efa29d674299']",19,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:19.051,Pass,True
,,,,,,,,,,,,,,,1.174559,,,,,,,,,,,,,53ea4cab-59a5-4f95-b343-b136a33ffbc2,124,,,"[48.3, 19.8]",3749431,2,,,,,-0.09966865,,Left Foot,,,,"[56.3, 19.0]",Ground Pass,,8.039901,,,,José Antonio Reyes Calderón,23816.0,,,,,,1,From Throw In,Gilberto Aparecido da Silva,40221.0,Right Defensive Midfield,8,Arsenal,1,['3532d006-b7ee-4334-a64a-380258db3cf9'],21,,,,,,,,,,,,,,,,,Arsenal,1,00:02:21.592,Pass,
,,,,,,,,,,,,,,,1.116958,,,,,,,,,,,,,265df148-61af-4c2c-b3a9-f479bcbc54fc,130,,,"[40.1, 58.8]",3749431,2,,,,,-0.29040194,,Right Foot,,,,"[48.8, 56.2]",Ground Pass,,9.080198,,,,Jermaine Jenas,40234.0,,,,,Recovery,1,Regular Play,Aaron Hughes,20059.0,Right Back,9,Newcastle United,37,['1a6fd8b3-4f53-4ea2-99c3-e003d11ab6d1'],27,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:27.986,Pass,
