50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,2.3197,,,,,,,,,,,,,ee634173-3ff8-4513-b978-8ab8a1edef50,16,,"[19.1, 3.2]",3749360,0,,,,,1.0927093,,Head,,,"[24.8, 14.2]",,High Pass,,12.389108,,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Ashley Cole,12529.0,Left Back,2,Blackburn Rovers,98,"['57498d46-d7c0-4785-ae4e-cab455614f42', '8ac00965-363f-49ff-a285-37ba4d4e6fbe']",8,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:08.241,Pass,
,,,,,,,,,,,,,,,,,,,,1.542684,,,,,,,,,,,,,8ac00965-363f-49ff-a285-37ba4d4e6fbe,17,,"[95.3, 65.9]",3749360,0,,,,,-1.2012099,,Head,,,"[99.6, 54.8]",,Low Pass,,11.903781,,,Incomplete,,Dwight Yorke,24766.0,,,,,,Recovery,1,From Kick Off,Brett Emerton,40357.0,Right Midfield,2,Blackburn Rovers,98,"['356f1c81-82df-4898-86bc-eb188e7228ff', 'c9bcf38c-5076-4551-b57e-5d20498bdb18', 'ee634173-3ff8-4513-b978-8ab8a1edef50']",10,,,,,,,,,,,,,,,,,,Blackburn Rovers,98,00:00:10.561,Pass,
,,,,,,,,,,,,,,,,,,,,1.585766,,,,,,,,,,,,,c9bcf38c-5076-4551-b57e-5d20498bdb18,20,,"[20.5, 25.3]",3749360,0,,,,,-1.6902252,,Right Foot,,,"[20.2, 22.8]",,High Pass,,2.5179358,,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Patrick Vieira,15515.0,Right Center Midfield,2,Blackburn Rovers,98,"['15e9eb70-d652-4b23-88e3-6f1c55b6a028', '8ac00965-363f-49ff-a285-37ba4d4e6fbe']",12,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:12.103,Pass,
,,,,,,,,,,,,,,,,,,,,1.010971,,,,,,,,,,,,,15e9eb70-d652-4b23-88e3-6f1c55b6a028,21,,"[99.9, 57.3]",3749360,0,,,,,3.0204496,,Head,,,"[88.4, 58.7]",,High Pass,,11.584904,,,,,Barry Ferguson,40352.0,,,,,,Recovery,1,From Kick Off,Dwight Yorke,24766.0,Left Center Forward,2,Blackburn Rovers,98,"['5119b313-5004-4ff9-ae54-729e57d87626', 'c9bcf38c-5076-4551-b57e-5d20498bdb18']",13,,,,,,,,,,,,,,,,,,Blackburn Rovers,98,00:00:13.689,Pass,
,,,,,,,,,,,,,,,,,,,,1.226701,,,,,,,,,,,,,f2ac08ab-cf0f-46e4-bca2-fbc28b7143cc,24,,"[87.9, 52.9]",3749360,0,,,,,-1.1238899,,Left Foot,,,"[100.6, 26.4]",,High Pass,,29.386051,,,,,Lucas Neill,40354.0,,,,,,,1,From Kick Off,Barry Ferguson,40352.0,Left Center Midfield,2,Blackburn Rovers,98,['1d2161d1-ee8b-4e9f-ab41-2ddcfbc0a298'],15,,,,,,,,,,,,,,,,,,Blackburn Rovers,98,00:00:15.950,Pass,
,,,,,,,,,,,,,,,,,,,,1.201209,,,,,,,,,,,,,4eee6c12-481c-4469-bbc7-fd4798bfa48d,27,,"[100.6, 26.4]",3749360,0,,,,,1.2952313,9219d3a5-782b-4c73-ae82-b56ce563b180,Right Foot,,,"[104.7, 40.9]",,Low Pass,,15.06851,,,,,Dwight Yorke,24766.0,True,,,,,,1,From Kick Off,Lucas Neill,40354.0,Left Midfield,2,Blackburn Rovers,98,['b4cf8de7-d4bb-4340-bc8a-870f64b1236a'],17,,,,,,,,,,,,,,,,,,Blackburn Rovers,98,00:00:17.294,Pass,
,,,,,,,,,,,,,,,,,,,,3.252415,,,,,,,,,,,,,0a2c1139-22cc-443c-b39c-f57d1d3b1203,33,,"[6.0, 44.0]",3749360,0,,,,,0.17417523,,Right Foot,,,"[63.4, 54.1]",,High Pass,,58.281815,,,,,Patrick Vieira,15515.0,,,,,,Goal Kick,1,From Goal Kick,Jens Lehmann,20015.0,Goalkeeper,3,Arsenal,1,['b476582b-7395-4ce0-84bb-d5854e01ffc1'],46,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:46.557,Pass,
,,,,,,,,,,,,,,,,,,,,0.694816,,,,,,,,,,,,,0885963f-43d2-47df-bcca-6d2fc40257c3,35,,"[63.4, 54.1]",3749360,0,,,,,-0.9467733,,Head,,,"[67.0, 49.1]",,High Pass,,6.1611686,,,Incomplete,,,,,,,,,,1,From Goal Kick,Patrick Vieira,15515.0,Right Center Midfield,3,Arsenal,1,['fa90f90d-e725-44df-b9d1-faa02533758b'],49,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:49.810,Pass,
,,,,,,,,,,,,,,,,,,,,0.954417,,,,,,,,,,,,,888a3c58-5da4-40c6-a8bb-ef517f3f5196,39,,"[54.2, 29.6]",3749360,0,,,,,-0.041836042,,Right Foot,,,"[75.7, 28.7]",,Low Pass,,21.51883,,,Incomplete,,Dwight Yorke,24766.0,,,,,,,1,From Goal Kick,Tugay Kerimoğlu,15095.0,Right Center Midfield,3,Arsenal,1,"['4148ca39-6151-4039-b27e-72709ac0808e', '7ccdca70-67f8-4e15-a5f2-27f24d2a7e79', 'ea8f0db3-7cbc-4ae4-81a6-cde799c3ee27']",51,,,,,,,,,,,,,,,,,,Blackburn Rovers,98,00:00:51.487,Pass,True
,,,,,,,,,,,,,,,,,,,,2.04488,,,,,,,,,,,,,4148ca39-6151-4039-b27e-72709ac0808e,41,,"[44.4, 51.4]",3749360,0,,,,,-0.8132794,,Right Foot,,,"[56.6, 38.5]",,High Pass,,17.755281,,,Incomplete,,Gilberto Aparecido da Silva,40221.0,,,,,,Recovery,1,From Goal Kick,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Right Center Back,3,Arsenal,1,"['61bbf784-498f-46bf-a5c9-bb260dfadf9e', '6999aae5-d9d1-4716-a8d9-b7fd234acb36', '888a3c58-5da4-40c6-a8bb-ef517f3f5196']",52,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:52.441,Pass,
,,,,,,,,,,,,,,,,,,,,2.18706,,,,,,,,,,,,,6999aae5-d9d1-4716-a8d9-b7fd234acb36,43,,"[63.5, 41.6]",3749360,0,,,,,-1.418147,,Head,,,"[65.3, 29.9]",,Low Pass,,11.837652,,,Incomplete,,,,,,,,,Recovery,1,From Goal Kick,Barry Ferguson,40352.0,Left Center Midfield,3,Arsenal,1,"['4148ca39-6151-4039-b27e-72709ac0808e', 'd75d2a76-cdd7-45d3-a988-0cfaeb6d5348']",54,,,,,,,,,,,,,,,,,,Blackburn Rovers,98,00:00:54.486,Pass,
,,,,,,,,,,,,,,,,,,,,0.537759,,,,,,,,,,,,,766c233d-51e5-467a-af13-8e21a77c2f9a,46,,"[56.0, 51.8]",3749360,0,,,,,-0.88114965,,Right Foot,,,"[64.0, 42.1]",,Ground Pass,,12.573384,,,,,Dennis Bergkamp,15042.0,,,,,,,1,From Goal Kick,Patrick Vieira,15515.0,Right Center Midfield,3,Arsenal,1,['c0f1d15e-dc8e-4be4-b878-896ae717f6c9'],57,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:57.336,Pass,
,,,,,,,,,,,,,,,,,,,,1.908804,,,,,,,,,,,,,fe30fed6-0686-4fd3-945a-943ac931b01f,48,,"[64.0, 42.1]",3749360,0,,,,,1.8562206,,Right Foot,,,"[56.4, 68.0]",,Low Pass,,26.992035,,,,,Fredrik Ljungberg,15754.0,,,,,,,1,From Goal Kick,Dennis Bergkamp,15042.0,Right Center Forward,3,Arsenal,1,['077cb6aa-c69b-4f31-97f7-81b34590354a'],57,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:57.873,Pass,
,,,,,,,,,,,,,,,,,,,,0.737532,,,,,,,,,,,,,76d2b340-d7ce-40c6-bf80-e89b295fea12,52,,"[54.4, 66.8]",3749360,1,,,,,-1.8072525,,Right Foot,,,"[50.4, 50.2]",,Ground Pass,,17.075129,,,,,Patrick Vieira,15515.0,,,,,,,1,From Goal Kick,Fredrik Ljungberg,15754.0,Right Midfield,3,Arsenal,1,"['83ad849f-7238-4e14-8187-6a399a29b37e', 'dd4925f1-8376-4cd2-ae7d-2108b3142f1d']",0,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:00.263,Pass,True
,,,,,,,,,,,,,,,,,,,,1.599503,,,,,,,,,,,,,acf6e733-dd84-4f47-bec5-685639b8d8d2,55,,"[50.4, 50.2]",3749360,1,,,,,1.8650309,,Right Foot,,,"[44.4, 70.0]",,Ground Pass,,20.689127,,,,,Kolo Habib Touré,38412.0,,,,,,,1,From Goal Kick,Patrick Vieira,15515.0,Right Center Midfield,3,Arsenal,1,['9a43ddf5-486a-4096-80b1-1fc0de870888'],1,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:01.160,Pass,
,,,,,,,,,,,,,,,,,,,,1.337682,,,,,,,,,,,,,09e120b9-3da1-4f80-a430-903e08ce5cb3,63,,"[51.3, 68.0]",3749360,1,,,,,0.9272952,,Right Foot,,,"[57.3, 76.0]",,Low Pass,,10.0,,,,,Fredrik Ljungberg,15754.0,,,,,,,1,From Goal Kick,Kolo Habib Touré,38412.0,Right Back,3,Arsenal,1,"['4ba544f9-38f9-47ad-8c7f-c55c09ad2b16', '910ccb13-14b0-4d6c-a1a7-f49c14237491']",5,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:05.223,Pass,True
,,,,,,,,,,,,,,,,,,,,2.945288,,,,,,,,,,,,,4e949879-715d-463a-b5b7-95e3e6002777,69,,"[61.3, 76.2]",3749360,1,,,,,-1.4644173,,Right Foot,,,"[68.7, 6.9]",,High Pass,,69.69398,,,Incomplete,,Ashley Cole,12529.0,,,True,,,Free Kick,1,From Free Kick,Kolo Habib Touré,38412.0,Right Back,4,Arsenal,1,"['1aa4130d-3b3b-4d60-b4fe-3d8739260036', 'd028284e-cacd-41d2-bc53-9542e02659ce']",30,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:30.190,Pass,
,,,,,,,,,,,,,,,,,,,,3.380842,,,,,,,,,,,,,1aa4130d-3b3b-4d60-b4fe-3d8739260036,72,,"[51.4, 73.2]",3749360,1,,,,True,0.021455934,,,,,"[74.7, 73.7]",,High Pass,,23.305365,,,Incomplete,,Paul Gallagher,9003.0,,,,,,Recovery,1,From Free Kick,Brett Emerton,40357.0,Right Midfield,4,Arsenal,1,"['139138b0-e6c2-4b8c-8459-0699e2c04235', '4e949879-715d-463a-b5b7-95e3e6002777', '67590b87-2eee-4c7e-bc53-a0551985790b', '949e34c4-a566-4f6f-b40d-f68bf8434e0a']",33,,,,,,,,,,,,,,,,,,Blackburn Rovers,98,00:01:33.136,Pass,True
,,,,,,,,,,,,,,,,,,,,2.3271,,,,,,,,,,,,,949e34c4-a566-4f6f-b40d-f68bf8434e0a,75,,"[45.4, 6.4]",3749360,1,,,,,0.007159782,,Left Foot,,,"[87.3, 6.7]",,High Pass,,41.901073,,,Incomplete,,Thierry Henry,15516.0,,,,,,Recovery,1,From Free Kick,Pascal Cygan,26194.0,Left Center Back,4,Arsenal,1,"['06f04c11-a2b1-4f6b-8144-58dc0bd9374b', '1aa4130d-3b3b-4d60-b4fe-3d8739260036', 'aca91631-d22d-4abf-8b4a-b0da0c0cd2e0', 'bb556145-feaa-40bd-8370-4758c71deddd']",36,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:36.516,Pass,True
,,,,,,,,,,,,,,,,,,,,1.705786,,,,,,,,,,,,,fb99439d-a30c-4295-b0aa-c19d7b0c34ff,79,,"[38.1, 65.1]",3749360,1,,,,,-0.14337562,,Right Foot,,,"[66.5, 61.0]",,High Pass,,28.694424,,,,,Dwight Yorke,24766.0,,,,,,,1,Regular Play,Andy Todd,40355.0,Right Center Back,5,Blackburn Rovers,98,['ea9ba496-aa86-4ca5-9a87-65d01e64520f'],40,,,,,,,,,,,,,,,,,,Blackburn Rovers,98,00:01:40.485,Pass,
,,,,,,,,,,,,,,,,,,,,0.67662,,,,,,,,,,,,,90c3ea31-ffc7-4ba5-9fba-d584b822ccc9,81,,"[66.5, 61.0]",3749360,1,,,,,2.6690958,,Head,,,"[62.0, 63.3]",,Low Pass,,5.0537114,,,,,Paul Gallagher,9003.0,,,,,,,1,Regular Play,Dwight Yorke,24766.0,Left Center Forward,5,Blackburn Rovers,98,['90cfa7ad-0c3e-40bc-b2fc-6d262768d6ec'],42,,,,,,,,,,,,,,,,,,Blackburn Rovers,98,00:01:42.255,Pass,
,,,,,,,,,,,,,,,,,,,,0.841431,,,,,,,,,,,,,9c120e74-078f-4108-9476-e6cd1579c98b,85,,"[62.0, 62.2]",3749360,1,,,,,-2.9258265,,Right Foot,,,"[54.7, 60.6]",,Ground Pass,,7.4732857,,,,,Barry Ferguson,40352.0,,,,,,,1,Regular Play,Paul Gallagher,9003.0,Right Center Forward,5,Blackburn Rovers,98,['951a891f-5575-40cc-a426-2175b1470bbc'],43,,,,,,,,,,,,,,,,,,Blackburn Rovers,98,00:01:43.503,Pass,
,,,,,,,,,,,,,,,,,,,,2.353741,,,,,,,,,,,,,fae2d0fe-1dcf-4294-929f-b5fc3634c07d,89,,"[57.2, 69.3]",3749360,1,,,,,-0.28099912,,Right Foot,,,"[101.2, 56.6]",,High Pass,,45.79618,,,Incomplete,,Dwight Yorke,24766.0,,,,,,,1,Regular Play,Barry Ferguson,40352.0,Left Center Midfield,5,Blackburn Rovers,98,"['6337e115-7e5f-4435-a4a3-e414552e4d8e', 'aa86da25-a6b1-45a0-abeb-d5df00d009fa']",46,,,,,,,,,,,,,,,,,,Blackburn Rovers,98,00:01:46.592,Pass,
,,,,,,,,,,,,,,,,,,,,1.24167,,,,,,,,,,,,,aa86da25-a6b1-45a0-abeb-d5df00d009fa,91,,"[18.9, 23.5]",3749360,1,,,,,0.4238676,,Head,,,"[27.1, 27.2]",,Low Pass,,8.99611,,,,,Gilberto Aparecido da Silva,40221.0,,,,,,Recovery,1,Regular Play,Pascal Cygan,26194.0,Left Center Back,6,Arsenal,1,"['933d6160-53a4-4351-8e65-de82ec6725ae', 'fae2d0fe-1dcf-4294-929f-b5fc3634c07d']",48,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:48.946,Pass,
,,,,,,,,,,,,,,,,,,,,1.815465,,,,,,,,,,,,,15e0719a-5b04-41ed-9e4d-a232539632c3,101,,"[25.8, 42.1]",3749360,1,,,,,2.0233743,,Right Foot,,,"[20.5, 53.0]",,Ground Pass,,12.120231,,,,,Kolo Habib Touré,38412.0,,,,,,Recovery,1,Regular Play,Patrick Vieira,15515.0,Right Center Midfield,6,Arsenal,1,['e7f664ae-c58b-4657-bb21-df0a016d7d98'],53,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:53.192,Pass,
,,,,,,,,,,,,,,,,,,,,0.422886,,,,,,,,,,,,,473ef0f2-085d-45ec-a73c-faccfd70e842,104,,"[34.1, 63.6]",3749360,1,,,,,0.5645694,,Right Foot,,,"[43.1, 69.3]",,Ground Pass,,10.653169,,,Incomplete,,,,,,,,,,1,Regular Play,Kolo Habib Touré,38412.0,Right Back,6,Arsenal,1,['a3148fd9-9c52-4150-bf13-b6d132d91f58'],58,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:58.392,Pass,
,,,,,,,,,,,,,,,,,,,,0.991387,,,,,,,,,,,,,c1354e4a-b528-457e-a399-56cdca5a4cb3,106,,"[55.5, 80.0]",3749360,2,,,,,-1.4453326,,,,,"[58.3, 57.8]",,High Pass,,22.37588,,,,,Patrick Vieira,15515.0,,,,,,Throw-in,1,From Throw In,Kolo Habib Touré,38412.0,Right Back,7,Arsenal,1,['c5685684-2bac-4d10-b6a9-ec37e839e181'],8,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:08.791,Pass,
,,,,,,,,,,,,,,,,,,,,2.525376,,,,,,,,,,,,,9d1c782c-26cb-4ec6-847c-a09b353cd24b,108,,"[58.3, 57.8]",3749360,2,,,,,-2.7899365,,Left Foot,,,"[44.4, 52.7]",,High Pass,,14.80608,,,,,Gilberto Aparecido da Silva,40221.0,,,,,,,1,From Throw In,Patrick Vieira,15515.0,Right Center Midfield,7,Arsenal,1,['27235bef-4c15-4ac0-bd28-fe53c76f5a91'],9,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:09.783,Pass,
,,,,,,,,,,,,,,,,,,,,1.319102,,,,,,,,,,,,,dd546118-21a1-474d-b8f1-fac78dd9a866,111,,"[44.4, 52.7]",3749360,2,,,,,-2.6480627,,Right Foot,,,"[29.9, 44.9]",,Ground Pass,,16.464811,,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,,1,From Throw In,Gilberto Aparecido da Silva,40221.0,Left Center Midfield,7,Arsenal,1,['108a1ad8-1d3f-4f37-897c-02400b90e39f'],12,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:12.880,Pass,
,,,,,,,,,,,,,,,,,,,,1.512089,,,,,,,,,,,,,70e7c1a1-f0c0-478a-b103-5d62f3f2ddf2,113,,"[29.9, 44.9]",3749360,2,,,,,-1.6826866,,Right Foot,,,"[26.9, 18.2]",,Ground Pass,,26.868011,,,,,Pascal Cygan,26194.0,,,,,,,1,From Throw In,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Right Center Back,7,Arsenal,1,['0cb75c13-87c5-4ffb-b35b-7d9f39ff91c2'],14,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:14.199,Pass,
