50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,4.873115,,,,,,,,,,,,,a569b4af-9248-4f6a-afe1-5013f881f49b,17,,"[15.2, 37.8]",3749117,0,,True,,,-0.954281,,Keeper Arm,,,"[33.2, 12.4]",,High Pass,,31.131334,,,,Robert Pirès,19312.0,,,,,,,1,Regular Play,Jens Lehmann,20015.0,Goalkeeper,3,Arsenal,1,['ac0d0b16-84cd-4288-9cf3-c3f50548deae'],12,,,,,,,,,,,,,,,,,Arsenal,1,00:00:12.614,Pass,
,,,,,,,,,,,,,,,,2.059308,,,,,,,,,,,,,b6c69605-466c-4130-9f01-f4ed46de5129,19,,"[82.0, 9.6]",3749117,0,,,,,0.6175022,,Right Foot,,,"[102.7, 24.3]",,Ground Pass,,25.38858,,,,Nwankwo Christian Kanu,24971.0,,,,,,,1,Regular Play,Robert Pirès,19312.0,Left Midfield,3,Arsenal,1,['eab68c28-cab4-4a1c-b4c6-aae645008a35'],19,,,,,,,,,,,,,,,,,Arsenal,1,00:00:19.073,Pass,
,,,,,,,,,,,,,,,,2.220981,,,,,,,,,,,,,dddf54d5-8662-4a3b-ac78-8c8794fb0c11,25,,"[105.7, 0.1]",3749117,0,,,,,2.8051374,,,,,"[85.4, 7.2]",,Low Pass,,21.505814,,,,Pascal Cygan,26194.0,,,,,,Throw-in,1,From Throw In,Ashley Cole,12529.0,Left Back,4,Arsenal,1,['36fcd53e-9147-4bb3-833f-3af81bac9947'],32,,,,,,,,,,,,,,,,,Arsenal,1,00:00:32.392,Pass,
,,,,,,,,,,,,,,,,1.268802,,,,,,,,,,,,,bf5fd611-35c2-48aa-893f-cfd2bfbeb799,28,,"[71.5, 16.4]",3749117,0,,,,,1.8538253,,Left Foot,,,"[64.2, 41.5]",,Ground Pass,,26.140007,,,,Ray Parlour,24972.0,,,,,,,1,From Throw In,Pascal Cygan,26194.0,Left Center Back,4,Arsenal,1,['02b496bc-c7bb-4241-b4d0-b071f241966a'],37,,,,,,,,,,,,,,,,,Arsenal,1,00:00:37.576,Pass,
,,,,,,,,,,,,,,,,2.411578,,,,,,,,,,,,,bca77afc-7b7a-4dd0-ad95-332126ab4e03,31,,"[64.2, 41.5]",3749117,0,,,,,2.6362197,,Right Foot,,,"[44.5, 52.4]",,Ground Pass,,22.51444,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,,1,From Throw In,Ray Parlour,24972.0,Right Defensive Midfield,4,Arsenal,1,['035177bc-e29d-49b6-9530-f8c09c56ae6e'],39,,,,,,,,,,,,,,,,,Arsenal,1,00:00:39.058,Pass,
,,,,,,,,,,,,,,,,0.034678,,,,,,,,,,,,,9880a0e5-8c1b-46e1-938c-98d56f61f37c,34,,"[44.5, 51.7]",3749117,0,,,,,0.95449936,,Right Foot,,,"[46.2, 54.1]",,Ground Pass,,2.9410882,,Incomplete,,Kolo Habib Touré,38412.0,,,,,,,1,From Throw In,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Right Center Back,4,Arsenal,1,"['09115443-c6c4-41d3-8dde-835be1eff551', '36318262-c7f4-4101-96ae-26639c52e43e']",41,,,,,,,,,,,,,,,,,Arsenal,1,00:00:41.509,Pass,
,,,,,,,,,,,,,,,,1.372156,,,,,,,,,,,,,cf22b8b6-b7c7-4135-8096-ee3568d69387,37,,"[83.9, 30.5]",3749117,0,,,,,-0.08865588,,Head,,,"[92.9, 29.7]",,Low Pass,,9.035485,,Pass Offside,,Wayne Mark Rooney,3538.0,,,,,,Recovery,1,From Throw In,Duncan Ferguson,24794.0,Center Forward,4,Arsenal,1,['398c0dbe-f6ee-405f-b99f-fc5ab352f3a3'],42,,,,,,,,,,,,,,,,,Everton,29,00:00:42.917,Pass,
,,,,,,,,,,,,,,,,0.990991,,,,,,,,,,,,,75930208-15b4-4626-8f5a-9b9b6b2b0129,39,,"[11.6, 40.0]",3749117,0,,True,,,0.026309717,,Right Foot,,,"[26.8, 40.4]",,Ground Pass,,15.205262,,,,Pascal Cygan,26194.0,,,,,,Free Kick,1,From Free Kick,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Right Center Back,5,Arsenal,1,['654047b4-d6cf-42ea-81ae-22ba7a7d4e89'],57,,,,,,,,,,,,,,,,,Arsenal,1,00:00:57.354,Pass,
,,,,,,,,,,,,,,,,1.680337,,,,,,,,,,,,,14303646-5be5-4f91-9295-796ab87b6a0d,41,,"[27.0, 38.9]",3749117,0,,,,,-1.0490745,,Left Foot,,,"[46.2, 5.5]",,Ground Pass,,38.52532,,,,Ashley Cole,12529.0,,,,,,,1,From Free Kick,Pascal Cygan,26194.0,Left Center Back,5,Arsenal,1,['e7f7383b-4b56-4dde-a6c7-5ef4e5f7364f'],58,,,,,,,,,,,,,,,,,Arsenal,1,00:00:58.417,Pass,
,,,,,,,,,,,,,,,,1.157485,,,,,,,,,,,,,a79a3174-e489-4f09-a09a-6de0a8a17151,45,,"[43.7, 5.1]",3749117,1,,,,,1.2160907,,Right Foot,,,"[49.7, 21.3]",,Ground Pass,,17.275415,,,,Patrick Vieira,15515.0,,,,,,,1,From Free Kick,Ashley Cole,12529.0,Left Back,5,Arsenal,1,"['1b8ab5d2-834d-45b2-b27f-235d78ca1cc1', 'f581e668-833c-467e-bcdf-b6ddb12e884b']",1,,,,,,,,,,,,,,,,,Arsenal,1,00:01:01.150,Pass,True
,,,,,,,,,,,,,,,,0.876772,,,,,,,,,,,,,eb7f05bc-edea-4229-a3a3-d6442ca6ec4f,49,,"[49.0, 25.6]",3749117,1,,,,,0.7782554,,Right Foot,,,"[63.1, 39.5]",,Ground Pass,,19.799496,,,,Nwankwo Christian Kanu,24971.0,,,,,,,1,From Free Kick,Patrick Vieira,15515.0,Left Defensive Midfield,5,Arsenal,1,"['c56f9d5d-cc16-4666-8f6c-c0ed3cd263d7', 'fa4c064c-57c7-49f1-a303-2ba3ab85cba7']",5,,,,,,,,,,,,,,,,,Arsenal,1,00:01:05.090,Pass,True
,,,,,,,,,,,,,,,,0.885562,,,,,,,,,,,,,7683bf34-a5a7-46db-8940-170606418d46,52,,"[63.1, 39.5]",3749117,1,,,,,1.6020361,,Right Foot,,,"[62.9, 45.9]",,Ground Pass,,6.4031243,,,,Fredrik Ljungberg,15754.0,,,,,,,1,From Free Kick,Nwankwo Christian Kanu,24971.0,Right Center Forward,5,Arsenal,1,['400c3dff-ba9e-4882-ab63-53ef5e82c070'],6,,,,,,,,,,,,,,,,,Arsenal,1,00:01:06.118,Pass,
,,,,,,,,,,,,,,,,3.000507,,,,,,,,,,,,,f0e52143-84f3-46bb-84d5-fbac082cbf1e,55,,"[62.9, 45.3]",3749117,1,,,,,-0.34940684,,Right Foot,,,"[113.4, 26.9]",,High Pass,,53.74765,,Incomplete,,Thierry Henry,15516.0,,,,,,,1,From Free Kick,Fredrik Ljungberg,15754.0,Right Midfield,5,Arsenal,1,"['109d81d0-3ef5-46d7-9e61-1e6cc0fb862c', 'dd9621ac-cd96-4f3a-90cf-14f896b180d1']",7,,,,,,,,,,,,,,,,,Arsenal,1,00:01:07.043,Pass,
,,,,,,,,,,,,,,,,4.029579,,,,,,,,,,,,,fe09bda0-30c9-40d8-b32e-b161f5f7ce9b,59,,"[15.2, 58.3]",3749117,1,,,,,-0.017262561,,Drop Kick,,,"[90.5, 57.0]",,High Pass,,75.31122,,,,Duncan Ferguson,24794.0,,,,,,,1,From Keeper,Nigel Martyn,19497.0,Goalkeeper,6,Everton,29,['8a3750bf-57f9-4290-8c04-72851eeb9276'],16,,,,,,,,,,,,,,,,,Everton,29,00:01:16.664,Pass,
,,,,,,,,,,,,,,,,1.85339,,,,,,,,,,,,,37943ddb-62b7-424f-9247-7d61814fcd3b,61,,"[90.5, 57.0]",3749117,1,,,,,-0.79131526,,Head,,,"[98.9, 48.5]",,Low Pass,,11.950314,,Incomplete,,Tomasz Radziński,40286.0,,,,,,,1,From Keeper,Duncan Ferguson,24794.0,Center Forward,6,Everton,29,"['acda4422-d756-4876-8808-ab88bcfead16', 'fe502294-7a63-4e94-96f3-d5e3a6400348']",20,,,,,,,,,,,,,,,,,Everton,29,00:01:20.694,Pass,
,,,,,,,,,,,,,,,,1.540656,,,,,,,,,,,,,5e94ebb4-0b4b-4bf3-aa17-4720250e15a0,64,,"[77.5, 61.3]",3749117,1,,,,,-0.09966865,,Right Foot,,,"[92.5, 59.8]",,Low Pass,,15.074814,,Incomplete,,Tomasz Radziński,40286.0,,,,,,Recovery,1,From Keeper,Tie Li,40287.0,Center Defensive Midfield,6,Everton,29,"['67972115-18e8-4df3-b097-781193ed9683', 'ea5c8bcf-6955-4f2b-8f5b-42c8069dae93']",24,,,,,,,,,,,,,,,,,Everton,29,00:01:24.243,Pass,
,,,,,,,,,,,,,,,,1.59056,,,,,,,,,,,,,c6d891b2-641a-495b-89b9-b57a67dc8b72,68,,"[26.6, 19.0]",3749117,1,,,,,-1.0734537,,Left Foot,,,"[32.3, 8.5]",,Ground Pass,,11.947385,,,,Robert Pirès,19312.0,,,,,,,1,Regular Play,Ashley Cole,12529.0,Left Back,7,Arsenal,1,['adc20754-852f-470a-adf1-63b0aee61668'],26,,,,,,,,,,,,,,,,,Arsenal,1,00:01:26.451,Pass,
,,,,,,,,,,,,,,,,1.938599,,,,,,,,,,,,,8e31df25-72e6-4f0e-a8a6-165dca592927,72,,"[33.8, 8.3]",3749117,1,,,,,0.8673845,,Right Foot,,,"[63.4, 43.2]",,High Pass,,45.762104,,,,Nwankwo Christian Kanu,24971.0,,,,,,,1,Regular Play,Robert Pirès,19312.0,Left Midfield,7,Arsenal,1,"['72c33918-d8b3-4109-9594-dfa4c9bad14c', 'eac32e52-f6a9-4b7f-bec4-c4734040707c']",28,,,,,,,,,,,,,,,,,Arsenal,1,00:01:28.321,Pass,True
,,,,,,,,,,,,,,,,1.668782,,,,,,,,,,,,,2a491c65-a106-4c84-a9fb-e5da4867b861,74,,"[63.4, 40.8]",3749117,1,,,,,-1.6444334,,Head,,,"[62.5, 28.6]",,Low Pass,,12.233151,,,,Fredrik Ljungberg,15754.0,,,,,,,1,Regular Play,Nwankwo Christian Kanu,24971.0,Right Center Forward,7,Arsenal,1,['e7cee4ff-8093-460e-9132-6283857ef9fa'],30,,,,,,,,,,,,,,,,,Arsenal,1,00:01:30.454,Pass,
,,,,,,,,,,,,,,,,1.483291,,,,,,,,,,,,,24a1e887-7186-455b-a5ac-101e372fad3f,76,,"[62.5, 30.1]",3749117,1,,,,,1.8834286,,Head,,,"[59.3, 40.0]",,High Pass,,10.404326,,,,Ray Parlour,24972.0,,,,,,,1,Regular Play,Fredrik Ljungberg,15754.0,Right Midfield,7,Arsenal,1,['dd602a96-3fbd-4788-944e-d8805916647d'],32,,,,,,,,,,,,,,,,,Arsenal,1,00:01:32.303,Pass,
,,,,,,,,,,,,,,,,1.971991,,,,,,,,,,,,,82eee92f-ac99-46cd-bb0c-36104bafee31,79,,"[59.3, 40.0]",3749117,1,,,,,1.0772325,,Right Foot,,,"[67.8, 55.8]",,Low Pass,,17.941294,,,,Nwankwo Christian Kanu,24971.0,,,,,,,1,Regular Play,Ray Parlour,24972.0,Right Defensive Midfield,7,Arsenal,1,['184e31b1-37cf-4122-8b2d-81512accb70e'],33,,,,,,,,,,,,,,,,,Arsenal,1,00:01:33.914,Pass,
,,,,,,,,,,,,,,,,1.061553,,,,,,,,,,,,,78ddcb87-ee84-4c50-8f01-949cb8af145f,82,,"[72.8, 60.5]",3749117,1,,,,,-0.3829847,,Right Foot,,,"[86.7, 54.9]",,Ground Pass,,14.98566,,,,Patrick Vieira,15515.0,,,,,,,1,Regular Play,Nwankwo Christian Kanu,24971.0,Right Center Forward,7,Arsenal,1,['32bdb628-31dd-47da-96f5-8db249708d87'],38,,,,,,,,,,,,,,,,,Arsenal,1,00:01:38.820,Pass,
,,,,,,,,,,,,,,,,0.69199,,,,,,,,,,,,,e8766bda-1058-4f4a-a42d-6e1903267997,89,,"[93.1, 56.6]",3749117,1,,,,,-0.61881477,,Left Foot,,,"[99.7, 51.9]",,Ground Pass,,8.1024685,,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Patrick Vieira,15515.0,Left Defensive Midfield,7,Arsenal,1,['8a776b4d-7608-4346-83f1-24f23d0203b0'],41,,,,,,,,,,,,,,,,,Arsenal,1,00:01:41.935,Pass,
,,,,,,,,,,,,,,,,0.929161,,,,,,,,,,,,,77ad09f7-49f0-4b28-af26-8c759a95896f,93,,"[96.9, 50.9]",3749117,1,,,,,-2.7776136,cac798d9-df58-43d6-ab76-6ae169d6f75b,Right Foot,,,"[90.6, 48.5]",,Ground Pass,,6.7416615,,,,Nwankwo Christian Kanu,24971.0,True,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Center Forward,7,Arsenal,1,['ca992449-2a25-4473-87fa-34e47361db1c'],44,,,,,,,,,,,,,,,,,Arsenal,1,00:01:44.197,Pass,
,,,,,,,,,,,,,,,,2.665318,,,,,,,,,,,,,e7210631-b0f2-4c1b-a247-bbc5d209579c,98,,"[11.8, 38.6]",3749117,2,,True,,,0.012948916,,Drop Kick,,,"[81.3, 39.5]",,High Pass,,69.50583,,,,Duncan Ferguson,24794.0,,,,,,,1,From Keeper,Nigel Martyn,19497.0,Goalkeeper,8,Everton,29,['b47d1273-681b-4648-88ab-667c0300c70d'],0,,,,,,,,,,,,,,,,,Everton,29,00:02:00.407,Pass,
,,,,,,,,,,,,,,,,1.365289,,,,,,,,,,,,,d212fddd-1cd6-4afd-893e-ec59b086ba1d,100,,"[82.4, 39.5]",3749117,2,,True,,,0.0,,Head,,,"[94.8, 39.5]",,Low Pass,,12.4,,Incomplete,,Tomasz Radziński,40286.0,,,,,,,1,Regular Play,Duncan Ferguson,24794.0,Center Forward,9,Everton,29,"['74d0137b-e105-4a57-9479-11d73c96202f', 'a48d7c9c-eb2b-49e7-a0f3-1ca24ca986bb']",3,,,,,,,,,,,,,,,,,Everton,29,00:02:03.132,Pass,
,,,,,,,,,,,,,,,,1.512967,,,,,,,,,,,,,a0842e7d-390b-4a46-babc-aac19d33c8c9,105,,"[73.4, 54.9]",3749117,2,,,,,-1.6563016,,Right Foot,,,"[71.9, 37.4]",,Ground Pass,,17.564169,,Incomplete,,Lee Carsley,375066.0,,,,,,Recovery,1,Regular Play,Tie Li,40287.0,Center Defensive Midfield,9,Everton,29,"['23140d6b-3d8e-4314-9a90-c397474badde', '40a3e102-6dd8-4034-b11a-ac13785f1be0']",8,,,,,,,,,,,,,,,,,Everton,29,00:02:08.489,Pass,
,,,,,,,,,,,,,,,,3.553247,,,,,,,,,,,,,31030dcd-c3a3-4698-a908-e43e0eccdd0c,110,,"[82.4, 40.8]",3749117,2,,,,,1.028818,,Left Foot,,,"[105.1, 78.5]",,Ground Pass,,44.00659,,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Fredrik Ljungberg,15754.0,Right Midfield,10,Arsenal,1,['d09c0610-69e8-4158-b6e8-97af8f9a3f6e'],13,,,,,,,,,,,,,,,,,Arsenal,1,00:02:13.629,Pass,
,,,,,,,,,,,,,,,,0.70092,,,,,,,,,,,,,5db56434-d0c4-411c-9431-0844e7f986ce,113,,"[110.2, 59.0]",3749117,2,,,,,-1.6332152,f09a038d-5a8e-4954-b6a6-5750295612ab,Right Foot,True,,"[109.3, 44.6]",,Ground Pass,,14.428098,,,,Fredrik Ljungberg,15754.0,True,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Center Forward,10,Arsenal,1,['c9804ac1-9969-4de1-b752-11a0a8f75250'],21,,,,,,,,,,,,,,,,,Arsenal,1,00:02:21.879,Pass,
,,,,,,,,,,,,,,,,1.817041,,,,,,,,,,,,,027d996b-13eb-4c2c-9bec-2a699426535d,121,,"[11.8, 48.7]",3749117,2,,,,,-0.4394499,,Right Foot,,,"[48.6, 31.4]",,High Pass,,40.66362,,,,Duncan Ferguson,24794.0,,,,,,,1,Regular Play,Tony Hibbert,129558.0,Right Back,11,Everton,29,['7d0fc34f-424b-4e44-b753-210e1e0fc0c7'],25,,,,,,,,,,,,,,,,,Everton,29,00:02:25.420,Pass,
,,,,,,,,,,,,,,,,1.096473,,,,,,,,,,,,,b8b9dc86-eb75-4c67-bd07-cefd19e00a6e,124,,"[36.4, 22.4]",3749117,2,,,,,-1.1650109,,Left Foot,,,"[42.2, 8.9]",,Ground Pass,,14.693195,,,,Wayne Mark Rooney,3538.0,,,,,,,1,Regular Play,Duncan Ferguson,24794.0,Center Forward,11,Everton,29,['f434f0bf-6404-4e90-bffc-912c79860795'],29,,,,,,,,,,,,,,,,,Everton,29,00:02:29.471,Pass,
,,,,,,,,,,,,,,,,0.070737,,,,,,,,,,,,,6af03a63-7bc7-4c57-93dc-dfe5c31d59ca,127,,"[64.0, 13.6]",3749117,2,,,,,1.7033478,,Right Foot,,,"[63.6, 16.6]",,Ground Pass,,3.026549,,Incomplete,,Duncan Ferguson,24794.0,,,,,,,1,Regular Play,Wayne Mark Rooney,3538.0,Left Wing,11,Everton,29,"['71557d0c-ecc4-4743-be57-de6cb1ff7d1a', '9537b52f-272a-4525-870f-e769800afcae']",34,,,,,,,,,,,,,,,,,Everton,29,00:02:34.701,Pass,
,,,,,,,,,,,,,,,,3.637556,,,,,,,,,,,,,fd37ff61-6e4d-40eb-a8e2-55fff6d9e2d7,131,,"[72.3, 61.3]",3749117,2,,,,,2.526046,,Right Foot,,,"[50.1, 77.0]",,Ground Pass,,27.190624,,,,Kolo Habib Touré,38412.0,,,,,,Recovery,1,Regular Play,Fredrik Ljungberg,15754.0,Right Midfield,12,Arsenal,1,['539008d8-7eb4-4d9d-8e81-06313ca35361'],37,,,,,,,,,,,,,,,,,Arsenal,1,00:02:37.840,Pass,
