50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.115634,,,,,,,,,,,,,8830110f-d37b-4a48-b319-29f386dd3f91,18,,"[27.9, 80.0]",3890380,0,,,,-1.5131679,,,,,,"[28.5, 69.6]",,High Pass,,10.417294,,,,Pascal Groß,3097.0,,,,,Throw-in,1,From Throw In,Tobias Levels,40460.0,Right Back,3,Ingolstadt,189,['964cb61b-72f7-4a7c-9303-9cad5cd28559'],16,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:16.797,Pass,
,,,,,,,,,,,,,,,,,,,3.167265,,,,,,,,,,,,,20e8353a-30bb-4f43-b906-83abc7c94862,22,,"[28.5, 69.8]",3890380,0,,,,-0.69620454,,Right Foot,,,,"[48.6, 53.0]",,High Pass,,26.196373,,Incomplete,,Alfredo Morales,12304.0,,,,,,1,From Throw In,Pascal Groß,3097.0,Right Center Midfield,3,Ingolstadt,189,"['764f4fef-7175-4774-9684-c15d3a0490da', 'b3179c0d-2596-4651-93d7-c88ebc5fcfe1', 'cff15957-4598-457b-a5db-a6920613d85c']",18,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:18.001,Pass,True
,,,,,,,,,,,,,,,,,,,1.630955,,,,,,,,,,,,,764f4fef-7175-4774-9684-c15d3a0490da,25,,"[71.5, 27.1]",3890380,0,,,True,0.7853982,,,,,,"[86.3, 41.9]",,High Pass,,20.93036,,Incomplete,,Artur Sobiech,11845.0,,,,,Recovery,1,From Throw In,Salif Sané,5664.0,Right Defensive Midfield,3,Ingolstadt,189,"['0ca23b42-5367-4308-862e-44c99194ca98', '20e8353a-30bb-4f43-b906-83abc7c94862', '27da75a5-b538-4462-a75a-09b4f04e2092', '8cae0da7-73b6-401f-bdb7-27af88c82aee']",21,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:21.168,Pass,True
,,,,,,,,,,,,,,,,,,,2.28735,,,,,,,,,,,,,0ca23b42-5367-4308-862e-44c99194ca98,27,,"[33.8, 38.2]",3890380,0,,,,-0.049958397,,Head,,,,"[55.8, 37.1]",,High Pass,,22.027483,,,,Mathew Leckie,5481.0,,,,,Recovery,1,From Throw In,Benjamin Hübner,8405.0,Left Center Back,3,Ingolstadt,189,"['63d9f101-a458-42a7-9c7d-3452da51d6d5', '764f4fef-7175-4774-9684-c15d3a0490da']",22,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:22.799,Pass,
,,,,,,,,,,,,,,,,,,,0.986618,,,,,,,,,,,,,c32fe376-430e-498f-8586-ff876891ca4a,29,,"[55.8, 37.1]",3890380,0,,,True,0.27094686,,,,,,"[64.8, 39.6]",,Low Pass,,9.340771,,Incomplete,,Tomáš Pekhart,20355.0,,,,,,1,From Throw In,Mathew Leckie,5481.0,Left Wing,3,Ingolstadt,189,"['0a25dfe7-a5c1-4191-b2c4-30304497927b', '6169ec6e-2c8d-45ff-b8a2-6ca1c48e03d7', 'bd8f3cf7-ba89-4c81-8758-e985d7a98370']",25,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:25.086,Pass,True
,,,,,,,,,,,,,,,,,,,1.179341,,,,,,,,,,,,,7b2d7b73-05ee-479f-a704-87700bb77ed9,37,,"[50.0, 49.7]",3890380,0,,,,0.6553349,,Left Foot,,,,"[63.4, 60.0]",,High Pass,,16.901184,,,,Moritz Hartmann,40464.0,,,,,,1,From Throw In,Pascal Groß,3097.0,Right Center Midfield,3,Ingolstadt,189,"['108e76f4-1d48-4721-a25a-ef48026079a4', 'bf756ded-8d99-4f02-8fca-492af1b23571']",29,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:29.168,Pass,True
,,,,,,,,,,,,,,,,,,,2.090797,,,,,,,,,,,,,fca4464d-88fa-44f2-94ad-1e56069c25fb,42,,"[62.0, 63.2]",3890380,0,,,,2.630921,,Right Foot,,,,"[45.4, 72.5]",,Ground Pass,,19.02761,,,,Tobias Levels,40460.0,,,,,,1,From Throw In,Moritz Hartmann,40464.0,Right Wing,3,Ingolstadt,189,"['96624c79-4c5d-45d1-870f-7c552d79abe7', 'c541ec92-013f-4d78-b6f7-1dd6694ce116']",31,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:31.108,Pass,True
,,,,,,,,,,,,,,,,,,,2.618096,,,,,,,,,,,,,894c81bf-7712-4960-90c4-453f2917b62c,46,,"[40.3, 69.6]",3890380,0,,,,-2.4366305,,Right Foot,,,,"[15.5, 48.5]",,Ground Pass,,32.56148,,,,Ramazan Özcan,12319.0,,,,,,1,From Throw In,Tobias Levels,40460.0,Right Back,3,Ingolstadt,189,"['0c7836b7-866a-406e-9eac-d37ab9092aec', '31bf8ebb-f86e-47db-b893-b595c0ae9d45']",34,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:34.655,Pass,True
,,,,,,,,,,,,,,,,,,,2.873016,,,,,,,,,,,,,fbc8a5c8-1178-40d2-b510-195544f32063,50,,"[16.7, 48.3]",3890380,0,,,,-0.4910106,,Left Foot,,,,"[75.8, 16.7]",,High Pass,,67.017685,,,,Alfredo Morales,12304.0,,,,,,1,From Throw In,Ramazan Özcan,12319.0,Goalkeeper,3,Ingolstadt,189,"['919beb3c-82d4-4b7d-8cb6-c453fc614adc', 'b547ba3d-e936-4ae3-82ac-90fce7fc9df4']",37,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:37.354,Pass,True
,,,,,,,,,,,,,,,,,,,2.837279,,,,,,,,,,,,,32aed434-396e-4b6d-b032-015cf0b627a7,53,,"[75.8, 16.7]",3890380,0,,,True,-0.9139372,,,,,,"[88.6, 0.1]",,Low Pass,,20.96187,,Out,,,,,,,,,1,From Throw In,Alfredo Morales,12304.0,Left Center Midfield,3,Ingolstadt,189,['056f9c12-a992-4cb9-8164-b05bddeabb54'],40,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:40.307,Pass,True
,,,,,,,,,,,,,,,,,,,3.535456,,,,,,,,,,,,,ba66d776-4838-4195-bf51-94305d1fb380,54,,"[27.6, 80.0]",3890380,0,,,,-2.4968712,,,,,,"[1.4, 60.3]",,Low Pass,,32.780025,,,,Ron-Robert Zieler,8947.0,,,,,Throw-in,1,From Throw In,Oliver Sorg,12316.0,Right Back,4,Hannover 96,178,['f56c9afe-569c-42e9-a868-fc278c24eddd'],49,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:49.060,Pass,
,,,,,,,,,,,,,,,,,,,3.738117,,,,,,,,,,,,,a5572bfe-cf54-44e5-9671-a6b2ca452e0b,57,,"[1.4, 60.3]",3890380,0,,,,0.22621913,,Right Foot,,,,"[51.8, 71.9]",,High Pass,,51.717693,,Incomplete,,Uffe Manich Bech,24244.0,,,,,,1,From Throw In,Ron-Robert Zieler,8947.0,Goalkeeper,4,Hannover 96,178,"['0ae58e6b-288a-4e80-a72b-e88eca2cb2c6', '35cbc1a9-44c2-4160-ad38-055cf016c400']",52,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:52.636,Pass,
,,,,,,,,,,,,,,,,,,,2.358148,,,,,,,,,,,,,0ae58e6b-288a-4e80-a72b-e88eca2cb2c6,59,,"[68.3, 8.2]",3890380,0,,,True,-0.5719182,,,,,,"[77.0, 2.6]",,High Pass,,10.346497,,Incomplete,,Alfredo Morales,12304.0,,,,,Recovery,1,From Throw In,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,4,Hannover 96,178,"['3a6660a8-abf2-44cc-b1e9-0010d7f78001', '7414f732-4188-4ccc-93ed-5eba857a0ac8', '841a3057-c7ca-4999-b5eb-b2fdd3052cf0', 'a5572bfe-cf54-44e5-9671-a6b2ca452e0b']",56,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:56.374,Pass,True
,,,,,,,,,,,,,,,,,,,0.926312,,,,,,,,,,,,,7414f732-4188-4ccc-93ed-5eba857a0ac8,63,,"[43.1, 77.5]",3890380,0,,,True,-0.41704923,,,,,,"[51.0, 74.0]",,High Pass,,8.640602,,,,Uffe Manich Bech,24244.0,,,,,Recovery,1,From Throw In,Oliver Sorg,12316.0,Right Back,4,Hannover 96,178,"['0ae58e6b-288a-4e80-a72b-e88eca2cb2c6', '9354ad56-a566-4942-8b74-45d51bdfc1e1', 'beaf8080-ae60-4683-9e65-2f073d3e8a65']",58,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:58.732,Pass,True
,,,,,,,,,,,,,,,,,,,0.923766,,,,,,,,,,,,,c8eea7f6-e2a9-4047-97a3-7b57c00d6425,65,,"[51.0, 74.0]",3890380,0,,,,0.16930377,,Head,,,,"[62.7, 76.0]",,High Pass,,11.869709,,,,Leon Andreasen,400613.0,,,,,,1,From Throw In,Uffe Manich Bech,24244.0,Right Wing,4,Hannover 96,178,['3a835202-a71c-4fbd-9feb-730a751635ed'],59,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:59.773,Pass,
,,,,,,,,,,,,,,,,,,,2.67885,,,,,,,,,,,,,81ce1107-2de7-454e-aa27-9ef4a82ae500,75,,"[71.2, 63.4]",3890380,1,,,,-1.5837156,,Left Foot,,,,"[70.7, 24.7]",,Low Pass,,38.703228,,,,Kenan Karaman,8541.0,,,,,,1,From Throw In,Leon Andreasen,400613.0,Center Attacking Midfield,4,Hannover 96,178,"['26d48bb8-a09e-4d1c-a333-fdb999231a83', '4472fb58-2945-4f08-ba53-ffcfb474cae0']",3,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:03.401,Pass,True
,,,,,,,,,,,,,,,,,,,0.827601,,,,,,,,,,,,,678fd8aa-a690-406d-808a-3d74fa6a1215,78,,"[67.2, 21.1]",3890380,1,,,,2.6224465,,Right Foot,,,,"[56.7, 27.1]",,Ground Pass,,12.093387,,,,Christian Schulz,400614.0,,,,,,1,From Throw In,Kenan Karaman,8541.0,Left Wing,4,Hannover 96,178,['21812ddc-8ebf-4e5d-94d4-968775525f5d'],7,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:07.312,Pass,
,,,,,,,,,,,,,,,,,,,1.826066,,,,,,,,,,,,,7f86aab1-de7b-4154-868d-214297de2e8e,82,,"[45.4, 29.9]",3890380,1,,,,2.7543433,,Left Foot,,,,"[19.9, 40.3]",,Ground Pass,,27.539246,,,,Ron-Robert Zieler,8947.0,,,,,,1,From Throw In,Christian Schulz,400614.0,Left Center Back,4,Hannover 96,178,['28f1b97d-c75c-4a63-b31e-f8eb2ba9287c'],12,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:12.084,Pass,
,,,,,,,,,,,,,,,,,,,3.68069,,,,,,,,,,,,,4d6268f3-628b-4868-b126-08a0030cccdb,85,,"[15.1, 46.5]",3890380,1,,,,0.25724328,,Right Foot,,,,"[76.3, 62.6]",,High Pass,,63.282303,,,,Uffe Manich Bech,24244.0,,,,,,1,From Throw In,Ron-Robert Zieler,8947.0,Goalkeeper,4,Hannover 96,178,['6359ab65-16f4-455a-9224-4cc76bc4a08f'],16,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:16.973,Pass,
,,,,,,,,,,,,,,,,,,,1.544874,,,,,,,,,,,,,a6932c53-a0a8-459d-beb2-ae6130d99651,87,,"[76.3, 62.6]",3890380,1,,,,-1.1207998,,Head,,,,"[82.0, 50.8]",,Low Pass,,13.104579,,Incomplete,,Artur Sobiech,11845.0,,,,,,1,From Throw In,Uffe Manich Bech,24244.0,Right Wing,4,Hannover 96,178,"['436c1884-5ddc-4b82-a909-ba093063f462', '5afc1c94-a054-4e87-81aa-c94d39c8e852']",20,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:20.698,Pass,
,,,,,,,,,,,,,,,,,,,1.375439,,,,,,,,,,,,,21b9aa80-ac14-47f2-bd8c-b36f10d9d438,93,,"[14.3, 46.7]",3890380,1,,,,1.0575441,,Left Foot,,,,"[26.7, 68.7]",,Ground Pass,,25.25391,,,,Marcelo Antônio Guedes Filho,3164.0,,,,,,1,From Throw In,Ron-Robert Zieler,8947.0,Goalkeeper,4,Hannover 96,178,['f281cbf5-f228-426b-861d-e6b76f001308'],35,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:35.998,Pass,
,,,,,,,,,,,,,,,,,,,2.042036,,,,,,,,,,,,,bfddc8d2-4567-404e-ba7a-6980dc90ef10,96,,"[25.9, 67.3]",3890380,1,,,,-2.0662425,,Right Foot,,,,"[15.2, 47.5]",,Ground Pass,,22.506222,,,,Ron-Robert Zieler,8947.0,,,,,,1,From Throw In,Marcelo Antônio Guedes Filho,3164.0,Right Center Back,4,Hannover 96,178,['b3b25ac3-2e92-4bae-94e6-efc271992493'],37,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:37.453,Pass,
,,,,,,,,,,,,,,,,,,,2.729928,,,,,,,,,,,,,e8ac0253-1651-4ae4-9baa-2c08e53cf71d,100,,"[20.3, 39.9]",3890380,1,,,,-0.21330419,,Left Foot,,,,"[69.7, 29.2]",,High Pass,,50.545525,,Incomplete,,Kenan Karaman,8541.0,,,,,,1,From Throw In,Ron-Robert Zieler,8947.0,Goalkeeper,4,Hannover 96,178,"['053ec680-a3d4-434c-9940-0fb7efffe348', '12290998-c59f-4c35-b460-9fd548c0300d', 'ad2bde2c-eca5-4e76-ab36-d0252894b909']",41,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:41.368,Pass,True
,,,,,,,,,,,,,,,,,,,0.886288,,,,,,,,,,,,,053ec680-a3d4-434c-9940-0fb7efffe348,102,,"[50.4, 50.9]",3890380,1,,,,0.23783593,,Right Foot,,,,"[63.6, 54.1]",,Low Pass,,13.582341,,,,Pascal Groß,3097.0,,,,,Recovery,1,Regular Play,Marvin Matip,9106.0,Right Center Back,5,Ingolstadt,189,"['143fb671-9ff2-45db-8380-b8001425876b', 'e8ac0253-1651-4ae4-9baa-2c08e53cf71d']",44,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:44.098,Pass,
,,,,,,,,,,,,,,,,,,,1.246763,,,,,,,,,,,,,d196c378-a1ed-4842-8798-f08054e2cf9a,106,,"[63.8, 55.3]",3890380,1,,,,2.6305764,,Right Foot,,,,"[46.5, 65.0]",,Ground Pass,,19.833809,,,,Tobias Levels,40460.0,,,,,,1,Regular Play,Pascal Groß,3097.0,Right Center Midfield,5,Ingolstadt,189,"['07eb3e21-d73f-469e-b564-37cc8fbed3fc', 'e0d1de8e-81ac-49c6-8caf-30dfb3aa0029']",45,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:45.591,Pass,True
,,,,,,,,,,,,,,,,,,,0.816262,,,,,,,,,,,,,537b0f92-932f-4298-87f3-75043a97573c,109,,"[44.6, 65.6]",3890380,1,,,,-0.9369368,,Right Foot,,,,"[53.2, 53.9]",,Ground Pass,,14.520675,,,,Roger de Oliveira Bernardo,40459.0,,,,,,1,Regular Play,Tobias Levels,40460.0,Right Back,5,Ingolstadt,189,['a457ce81-99a1-4917-a785-db1e3035bb92'],47,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:47.835,Pass,
,,,,,,,,,,,,,,,,,,,1.062793,,,,,,,,,,,,,5c3f0f5e-0552-440f-8bf2-c638e7739d8b,112,,"[53.2, 53.9]",3890380,1,,,,-0.2965458,,Right Foot,,,,"[74.8, 47.3]",,Ground Pass,,22.585836,,,,Tomáš Pekhart,20355.0,,,,,,1,Regular Play,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,5,Ingolstadt,189,['007f075f-0e39-499c-ae00-18872e50767e'],50,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:50.499,Pass,
,,,,,,,,,,,,,,,,,,,1.405387,,,,,,,,,,,,,84db29ce-369b-46b1-a807-d93865d24598,116,,"[74.7, 48.9]",3890380,1,,,,1.3009472,,Right Foot,,,,"[81.2, 72.4]",,Ground Pass,,24.38237,,,,Pascal Groß,3097.0,,,,,,1,Regular Play,Tomáš Pekhart,20355.0,Center Forward,5,Ingolstadt,189,"['18ce78a9-0dd6-4e98-b3aa-5bc51d588858', '7c516e1f-ab1e-49d4-92cf-6faf6581b297']",52,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:52.797,Pass,True
,,,,,,,,,,,,,,,,,,,1.034828,,,,,,,,,,,,,c7a1b7eb-fb29-4f39-8e61-821f0cce44f3,120,,"[85.9, 72.1]",3890380,1,,,,-0.8390053,,Right Foot,,,,"[105.3, 50.5]",,Ground Pass,,29.033085,,Incomplete,,Alfredo Morales,12304.0,,,,,,1,Regular Play,Pascal Groß,3097.0,Right Center Midfield,5,Ingolstadt,189,"['490ee4ba-2940-4552-9f8d-4fa0980060ec', '72c89657-5cc6-4100-81ba-2cdcba0f86a3', '8a803758-8a06-4ec6-b142-2195768dd1cf']",55,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:55.682,Pass,True
,,,,,,,,,,,,,,,,,,,3.646464,,,,,,,,,,,,,ee8c30a3-ec56-4509-b30c-14770e080d8d,125,,"[7.0, 44.1]",3890380,2,,,,-0.26454848,,Right Foot,,,,"[71.6, 26.6]",,High Pass,,66.9284,,,,Leon Andreasen,400613.0,,,,,Goal Kick,1,From Goal Kick,Ron-Robert Zieler,8947.0,Goalkeeper,6,Hannover 96,178,['4be4b183-217b-4afe-8046-94f42315d7a4'],25,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:25.951,Pass,
