50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.54588,,,,,,,,,,,,,257e638a-9bdc-421b-a9c8-7df8bae55bdd,15,,"[63.3, 10.2]",3890424,0,,,,,2.087615,,Right Foot,,,"[55.4, 24.1]",,Ground Pass,,15.988121,,,Roman Neustädter,16534.0,,,,,,1,From Kick Off,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,2,Schalke 04,181,['d8248981-af93-44a3-a7d0-279a80a1a8d2'],11,,,,,,,,,,,,,,,,Schalke 04,181,00:00:11.597,Pass,
,,,,,,,,,,,,,,,,,,1.840043,,,,,,,,,,,,,c52e6000-3411-4138-a79d-97abc6008419,18,,"[54.2, 24.0]",3890424,0,,,,,2.058249,,Right Foot,,,"[45.4, 40.6]",,Ground Pass,,18.788294,,,Leon Goretzka,6324.0,,,,,,1,From Kick Off,Roman Neustädter,16534.0,Left Center Back,2,Schalke 04,181,['c622800b-aa25-4c52-abde-75b6882743c4'],14,,,,,,,,,,,,,,,,Schalke 04,181,00:00:14.219,Pass,
,,,,,,,,,,,,,,,,,,2.045981,,,,,,,,,,,,,a7f73406-5422-481f-b809-37b437ac418f,21,,"[57.3, 39.3]",3890424,0,,,,,-1.1344768,,Right Foot,,,"[65.6, 21.5]",,Ground Pass,,19.64001,,,Roman Neustädter,16534.0,,,,,,1,From Kick Off,Leon Goretzka,6324.0,Left Defensive Midfield,2,Schalke 04,181,['9743c120-b953-47cb-bed5-c5097da1148d'],18,,,,,,,,,,,,,,,,Schalke 04,181,00:00:18.786,Pass,
,,,,,,,,,,,,,,,,,,1.851491,,,,,,,,,,,,,aa5ad3bd-fe57-41f5-bc86-ebab254ab455,25,,"[73.7, 6.6]",3890424,0,,,,,0.30001485,,Right Foot,,,"[101.5, 15.2]",,Ground Pass,,29.099829,Incomplete,,Klaas-Jan Huntelaar,8060.0,,,,,,1,From Kick Off,Roman Neustädter,16534.0,Left Center Back,2,Schalke 04,181,"['36369bbb-ac2a-4714-b44a-cc571a9058f1', '4fbd1940-ba8a-4450-9658-cc61fc5ec1ac', '81e8880d-a6e2-4899-85db-b47a24d6a9b5']",22,,,,,,,,,,,,,,,,Schalke 04,181,00:00:22.767,Pass,True
,,,,,,,,,,,,,,,,,,5.062252,,,,,,,,,,,,,36369bbb-ac2a-4714-b44a-cc571a9058f1,27,,"[18.6, 64.9]",3890424,0,,,,,0.3332443,,Right Foot,,,"[21.2, 65.8]",,High Pass,,2.7513633,,,Sandro Wagner,9723.0,,,,,Recovery,1,From Counter,Aytac Sulu,9217.0,Right Center Back,3,Darmstadt 98,872,"['282519b0-64d2-4d23-b8d4-b327ed0c20dc', 'aa5ad3bd-fe57-41f5-bc86-ebab254ab455']",24,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:24.618,Pass,
,,,,,,,,,,,,,,,,,,1.375843,,,,,,,,,,,,,15989c50-b98b-4129-ba3b-7625e2e27a20,33,,"[100.7, 80.0]",3890424,0,,,,,-0.59230363,,,,,"[111.4, 72.8]",,High Pass,,12.896899,Incomplete,,Sandro Wagner,9723.0,,,,,Throw-in,1,From Throw In,György Garics,20522.0,Right Back,4,Darmstadt 98,872,"['a9839999-71cf-416b-bbc5-867bb29e52b1', 'e8905c33-9419-433b-aaf6-6405eea47676']",48,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:48.688,Pass,
,,,,,,,,,,,,,,,,,,1.251601,,,,,,,,,,,,,56870ec1-24b0-494b-b637-176d91f651da,36,,"[108.1, 80.0]",3890424,1,,,,,-1.2475902,,,,,"[115.0, 59.4]",,High Pass,,21.72487,,,Sandro Wagner,9723.0,,,,,Throw-in,1,From Throw In,György Garics,20522.0,Right Back,5,Darmstadt 98,872,['7a0680bd-b621-44f6-981d-cafa78b62e64'],1,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:01.746,Pass,
,,,,,,,,,,,,,,,,,,2.196104,,,,,,,,,,,,,06a7707e-fda7-419a-aa86-242a90831615,39,,"[114.5, 61.0]",3890424,1,,,,True,1.3101939,,,,,"[116.5, 68.5]",,High Pass,,7.7620873,,,Marcel Heller,9401.0,,,,,,1,From Throw In,Sandro Wagner,9723.0,Center Forward,5,Darmstadt 98,872,"['73bf2ace-f836-4b2b-a197-71e72c97a206', 'ff613d57-716b-4ad0-bfbf-9eb7e15b424b']",2,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:02.998,Pass,True
,,,,,,,,,,,,,,,,,,1.421215,,,,,,,,,,,,,0a8d3f0f-d9de-4343-9df5-ad9452a32252,48,,"[7.2, 2.7]",3890424,1,,,,,1.5355169,,Right Foot,,,"[7.5, 11.2]",,Low Pass,,8.505293,,,Sead Kolašinac,3510.0,,,,,,1,Regular Play,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,6,Schalke 04,181,['4dde5b26-09dd-4ccf-b8ad-8cb606b530c0'],10,,,,,,,,,,,,,,,,Schalke 04,181,00:01:10.623,Pass,
,,,,,,,,,,,,,,,,,,2.29703,,,,,,,,,,,,,00fcfb5f-7f88-4140-bfa2-6961b91e4d3b,51,,"[10.9, 12.4]",3890424,1,,,,,0.355295,,Right Foot,,,"[55.1, 28.8]",,High Pass,,47.14446,Incomplete,,Klaas-Jan Huntelaar,8060.0,,,,,,1,Regular Play,Sead Kolašinac,3510.0,Left Back,6,Schalke 04,181,"['111ef64f-caf6-4398-9551-ed27ae461819', '6bca7ed2-a765-416c-8d1d-446b948e5c70', 'd39a0810-7b06-44dc-ac2f-e5e4dbaa750c']",12,,,,,,,,,,,,,,,,Schalke 04,181,00:01:12.044,Pass,True
,,,,,,,,,,,,,,,,,,2.672738,,,,,,,,,,,,,111ef64f-caf6-4398-9551-ed27ae461819,53,,"[65.0, 51.3]",3890424,1,,,,,-0.1665463,,Head,,,"[88.2, 47.4]",,High Pass,,23.525518,Incomplete,,Jérôme Gondorf,8388.0,,,,,Recovery,1,Regular Play,Aytac Sulu,9217.0,Right Center Back,6,Schalke 04,181,"['00fcfb5f-7f88-4140-bfa2-6961b91e4d3b', '14a060d0-b2b6-48a5-8304-1599d48ad383', '4d305905-6036-44d8-b154-52dbf397d855']",14,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:14.341,Pass,
,,,,,,,,,,,,,,,,,,2.496966,,,,,,,,,,,,,276d0f20-5a48-4bb2-a294-b0a9d0fb1b27,58,,"[29.8, 38.1]",3890424,1,,,,,-0.059969414,,Left Foot,,,"[78.1, 35.2]",,High Pass,,48.386982,Incomplete,,Klaas-Jan Huntelaar,8060.0,,,,,,1,Regular Play,Johannes Geis,6717.0,Right Defensive Midfield,6,Schalke 04,181,"['3483abee-c19e-4a9e-b5db-4c64b41379e6', '470b5ead-50c3-4913-a52a-4cdfaf34bc8b', '5d2b325f-e255-49a2-9ce3-e6243f0ffb7e']",17,,,,,,,,,,,,,,,,Schalke 04,181,00:01:17.620,Pass,True
,,,,,,,,,,,,,,,,,,0.6998,,,,,,,,,,,,,5d2b325f-e255-49a2-9ce3-e6243f0ffb7e,60,,"[42.0, 44.9]",3890424,1,,,,,-1.0184928,,Head,,,"[47.3, 36.3]",,Low Pass,,10.10198,Incomplete,,Luca Caldirola,9404.0,,,,,Recovery,1,Regular Play,Slobodan Rajković,35033.0,Left Center Back,6,Schalke 04,181,"['276d0f20-5a48-4bb2-a294-b0a9d0fb1b27', '7da18e26-6014-47b0-bdb9-59ee793b6553', 'f2b96570-ea37-4621-bb6b-7433c2ff741d']",20,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:20.117,Pass,
,,,,,,,,,,,,,,,,,,0.739558,,,,,,,,,,,,,4b9233a4-139e-471a-a774-585ca7851f8d,69,,"[113.4, 21.6]",3890424,1,,,,,1.6466001,,Left Foot,True,,"[112.2, 37.4]",,Ground Pass,,15.845504,Incomplete,,Klaas-Jan Huntelaar,8060.0,,,,,,1,Regular Play,Leroy Sané,3053.0,Right Wing,6,Schalke 04,181,"['26d434ef-f23a-47af-8100-6dcdcc0532b1', '648e6006-fd76-4bbf-9991-2e7fa0ff7f00', 'ea597d72-9511-4390-952f-bace4f7a2c76']",26,,,,,,,,,,,,,,,,Schalke 04,181,00:01:26.613,Pass,True
,,,,,,,,,,,,,,,,,,1.350378,,,,,,,,,,,,,a610a14c-3081-42e9-8a5a-475909101c56,72,,"[111.5, 0.1]",3890424,1,,,,,1.7242203,,,,,"[110.0, 9.8]",,High Pass,,9.815294,,,Max Meyer,8508.0,,,,,Throw-in,1,From Throw In,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,7,Schalke 04,181,['27950d3d-67d5-43c2-988c-f3e64c71d9cc'],37,,,,,,,,,,,,,,,,Schalke 04,181,00:01:37.608,Pass,
,,,,,,,,,,,,,,,,,,1.125614,,,,,,,,,,,,,d58cc2b9-b359-4d9e-b7a1-ea420bdf09eb,75,,"[109.0, 9.3]",3890424,1,,,,,3.0882452,,Right Foot,,,"[88.4, 10.4]",,Ground Pass,,20.629349,,,Sead Kolašinac,3510.0,,,,,,1,From Throw In,Max Meyer,8508.0,Center Attacking Midfield,7,Schalke 04,181,['821de454-ec05-487c-b830-d9cb0e494609'],40,,,,,,,,,,,,,,,,Schalke 04,181,00:01:40.674,Pass,
,,,,,,,,,,,,,,,,,,0.823109,,,,,,,,,,,,,e119c17f-fd0d-4a8f-9a5f-9e07f1c7bc0d,78,,"[88.1, 10.4]",3890424,1,,,,,-0.19739556,,Left Foot,,,"[97.6, 8.5]",,Ground Pass,,9.688137,,,Max Meyer,8508.0,,,,,,1,From Throw In,Sead Kolašinac,3510.0,Left Back,7,Schalke 04,181,['6976d6bb-5bac-4714-9de6-8e439ebe71b6'],42,,,,,,,,,,,,,,,,Schalke 04,181,00:01:42.900,Pass,
,,,,,,,,,,,,,,,,,,2.258278,,,,,,,,,,,,,2edaed2f-aa1e-46b3-86aa-64395b27dbf8,81,,"[97.6, 8.5]",3890424,1,,,,,3.0140831,,Right Foot,,,"[74.2, 11.5]",,Ground Pass,,23.591524,Incomplete,,Sead Kolašinac,3510.0,,,,,,1,From Throw In,Max Meyer,8508.0,Center Attacking Midfield,7,Schalke 04,181,"['75623f3e-7844-405c-a997-0a0e568108d9', '91e411a1-55a2-499b-a5b1-083cc7877245']",44,,,,,,,,,,,,,,,,Schalke 04,181,00:01:44.435,Pass,
,,,,,,,,,,,,,,,,,,0.419089,,,,,,,,,,,,,8b88f042-6357-4137-84a7-0aa011109835,85,,"[75.3, 71.6]",3890424,1,,,,,-0.06053202,,Left Foot,,,"[78.6, 71.4]",,Low Pass,,3.306055,Incomplete,,Jérôme Gondorf,8388.0,,,,,,1,From Throw In,Marcel Heller,9401.0,Right Midfield,7,Schalke 04,181,"['00026686-deb0-4272-94c2-20c3ba51cfaa', '427802f9-4f38-4133-8c72-3415c8ce779f']",51,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:51.668,Pass,
,,,,,,,,,,,,,,,,,,0.997879,,,,,,,,,,,,,742cd8f5-ec73-479b-99cd-1dc258f05850,88,,"[45.6, 11.5]",3890424,1,,,,,1.3258177,,Left Foot,,,"[48.1, 21.5]",,Ground Pass,,10.307764,,,Leon Goretzka,6324.0,,,,,Recovery,1,From Throw In,Sead Kolašinac,3510.0,Left Back,7,Schalke 04,181,['36659015-7d1c-4689-84c5-b4189e67f8e8'],53,,,,,,,,,,,,,,,,Schalke 04,181,00:01:53.491,Pass,
,,,,,,,,,,,,,,,,,,3.423721,,,,,,,,,,,,,be281f95-8b3a-4e7c-b218-1ca2cc7305cf,91,,"[49.2, 37.0]",3890424,1,,,,,0.8306348,,Right Foot,,,"[84.0, 75.1]",,High Pass,,51.600872,,,Leroy Sané,3053.0,,,,,,1,From Throw In,Leon Goretzka,6324.0,Left Defensive Midfield,7,Schalke 04,181,['c11138c3-c538-4441-a823-790e62b8a5a9'],58,,,,,,,,,,,,,,,,Schalke 04,181,00:01:58.025,Pass,
,,,,,,,,,,,,,,,,,,2.056652,,,,,,,,,,,,,dce1e980-1a0a-4afe-88ae-43148d118d0a,95,,"[74.8, 73.1]",3890424,2,,,,,-2.7573233,,Left Foot,,,"[56.5, 65.7]",,Ground Pass,,19.739553,,,Joël Andre Job Matip,3502.0,,,,,,1,From Throw In,Leroy Sané,3053.0,Right Wing,7,Schalke 04,181,"['d817ebfc-5aeb-4e0d-8d23-fea65141af3c', 'dbd733e8-82af-43cd-9dc9-36781d179c9d']",2,,,,,,,,,,,,,,,,Schalke 04,181,00:02:02.812,Pass,True
,,,,,,,,,,,,,,,,,,1.763479,,,,,,,,,,,,,666db987-15d6-4d13-9314-34c31bdd087c,98,,"[67.2, 64.1]",3890424,2,,,,,-0.9794077,,Right Foot,,,"[80.9, 43.7]",,Ground Pass,,24.57336,,,Klaas-Jan Huntelaar,8060.0,,,,,,1,From Throw In,Joël Andre Job Matip,3502.0,Right Center Back,7,Schalke 04,181,['d70ff1d1-1bc2-4f9f-867f-1e44aba624f9'],7,,,,,,,,,,,,,,,,Schalke 04,181,00:02:07.355,Pass,
,,,,,,,,,,,,,,,,,,0.612,,,,,,,,,,,,,c0466dba-b3de-47ff-8d2c-edeaeff80624,102,,"[74.2, 52.1]",3890424,2,,,,,1.7459733,,Right Foot,,,"[72.2, 63.4]",,Ground Pass,,11.475626,,,Johannes Geis,6717.0,,,,,,1,From Throw In,Klaas-Jan Huntelaar,8060.0,Center Forward,7,Schalke 04,181,"['04099353-dbe2-438b-b260-6de6f072d144', '4b6df64f-415d-4228-96cf-0fae4cac8420']",10,,,,,,,,,,,,,,,,Schalke 04,181,00:02:10.937,Pass,True
,,,,,,,,,,,,,,,,,,1.645495,,,,,,,,,,,,,b3f35d21-9eb5-4e42-a8f0-81f1d8d5221d,105,,"[72.2, 62.4]",3890424,2,,,,,0.9398948,,Right Foot,,,"[82.5, 76.5]",,Ground Pass,,17.461386,,,Uilson de Souza Paula Júnior,30312.0,,,,,,1,From Throw In,Johannes Geis,6717.0,Right Defensive Midfield,7,Schalke 04,181,['3ad8fd1d-63f0-4367-9a4f-117a6760a711'],12,,,,,,,,,,,,,,,,Schalke 04,181,00:02:12.982,Pass,
,,,,,,,,,,,,,,,,,,0.950999,,,,,,,,,,,,,6432e272-5b7b-421c-b21d-54ab4b37dd11,108,,"[88.1, 75.2]",3890424,2,,,,,-0.33713394,,Right Foot,,,"[97.8, 71.8]",,Ground Pass,,10.278619,,,Max Meyer,8508.0,,,,,,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,7,Schalke 04,181,['ea258d0a-0600-4056-b3bb-fb006633d420'],16,,,,,,,,,,,,,,,,Schalke 04,181,00:02:16.537,Pass,
,,,,,,,,,,,,,,,,,,0.650808,,,,,,,,,,,,,ac151ca5-9d0d-4b80-b374-f7333378f005,111,,"[95.1, 62.4]",3890424,2,,,,,-1.9740778,,Right Foot,,,"[91.9, 54.9]",,Ground Pass,,8.15414,,,Leroy Sané,3053.0,,,,,,1,From Throw In,Max Meyer,8508.0,Center Attacking Midfield,7,Schalke 04,181,['50c6813e-ad44-4347-ba18-fe42c3e15678'],21,,,,,,,,,,,,,,,,Schalke 04,181,00:02:21.488,Pass,
,,,,,,,,,,,,,,,,,,1.91691,,,,,,,,,,,,,cca770d7-c11f-447a-a2f4-7f34e83617c8,113,,"[91.9, 54.9]",3890424,2,,,,,0.9509637,,Left Foot,,,"[108.1, 77.6]",,Low Pass,,27.887812,,,Uilson de Souza Paula Júnior,30312.0,,,,,,1,From Throw In,Leroy Sané,3053.0,Right Wing,7,Schalke 04,181,['1ddd7785-3c22-47ee-95bd-52ffc8acd51e'],22,,,,,,,,,,,,,,,,Schalke 04,181,00:02:22.138,Pass,
,,,,,,,,,,,,,,,,,,1.992284,,,,,,,,,,,,,d0233e9c-46c5-47a4-aefb-4b9a716f9e18,119,,"[34.7, 8.3]",3890424,2,,,,,1.088575,,Left Foot,,,"[41.4, 21.1]",,Ground Pass,,14.447491,,,Sandro Wagner,9723.0,,,,,,1,Regular Play,Konstantin Rausch,11134.0,Left Midfield,8,Darmstadt 98,872,['f596f62e-31fc-47f4-9c8b-f6a17b423429'],29,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:29.424,Pass,
,,,,,,,,,,,,,,,,,,3.904063,,,,,,,,,,,,,be36fc50-23b5-4c9b-bb23-e90bd6e4e00c,123,,"[36.7, 4.5]",3890424,2,,,,,-0.058755822,,Left Foot,,,"[80.9, 1.9]",,High Pass,,44.276405,,,Konstantin Rausch,11134.0,,,,,,1,Regular Play,Sandro Wagner,9723.0,Center Forward,8,Darmstadt 98,872,['39c64aea-0477-45ad-85db-367ff3439273'],33,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:33.704,Pass,
,,,,,,,,,,,,,,,,,,0.833281,,,,,,,,,,,,,f1840463-f65b-49cb-80a5-1e66402cd40d,126,,"[107.9, 14.2]",3890424,2,,,,,1.3402745,,Left Foot,True,,"[112.5, 33.8]",,Ground Pass,,20.13256,Incomplete,,Jan Rosenthal,40477.0,,,,,,1,Regular Play,Konstantin Rausch,11134.0,Left Midfield,8,Darmstadt 98,872,"['317a89bd-dced-4333-b9c2-678b0d451589', 'e0519336-9f60-4a7b-aa86-9bca024f422d']",41,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:41.476,Pass,
,,,,,,,,,,,,,,,,,,2.029972,,,,,,,,,,,,,17186931-013c-4567-9644-35213bb9d262,129,,"[95.7, 0.1]",3890424,3,,,,,0.93983144,,,,,"[111.7, 22.0]",,High Pass,,27.122131,Incomplete,,Sandro Wagner,9723.0,,,,,Throw-in,1,From Throw In,Luca Caldirola,9404.0,Left Back,9,Darmstadt 98,872,"['14534cd5-c819-46d1-bcba-63a675764842', '2a41ef5b-52b1-4d38-8a9b-bad79275032f']",18,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:18.105,Pass,
