50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.438506,,,,,,,,,,,,,09364f9f-7c9d-46c5-a3b6-496d07a2b09e,17,,,"[42.9, 3.7]",3890522,0,,,,,1.7262877,,Left Foot,,,"[40.0, 22.2]",Ground Pass,,18.725918,,,Daniel Baier,8317.0,,,,,,1,From Kick Off,Philipp Max,8319.0,Left Back,2,Augsburg,172,['8118ef8e-6eda-48f8-b827-f898fc32c425'],9,,,,,,,,,,,,,,,Augsburg,172,00:00:09.744,Pass,
,,,,,,,,,,,,,,,,2.234488,,,,,,,,,,,,,f30fbafa-cc58-4966-8f35-6afe9b750b71,20,,,"[42.6, 24.6]",3890522,0,,,,,-0.8553476,,Right Foot,,,"[49.9, 16.2]",Ground Pass,,11.128792,,,Ragnar Klavan,4174.0,,,,,,1,From Kick Off,Daniel Baier,8317.0,Left Defensive Midfield,2,Augsburg,172,['f37749f1-e68c-4c5a-a297-31f336c2933e'],14,,,,,,,,,,,,,,,Augsburg,172,00:00:14.038,Pass,
,,,,,,,,,,,,,,,,1.239998,,,,,,,,,,,,,ee48b7c4-c06f-4ede-9e2c-5f26b6191264,23,,,"[49.9, 16.2]",3890522,0,,,,,2.4149504,,Left Foot,,,"[40.9, 24.2]",Ground Pass,,12.0415945,,,Daniel Baier,8317.0,,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,['7aea5136-fea5-4fe5-936f-2f74904b94ca'],17,,,,,,,,,,,,,,,Augsburg,172,00:00:17.559,Pass,
,,,,,,,,,,,,,,,,2.133331,,,,,,,,,,,,,3e65337b-2fd2-4c09-a3e1-90bf3acd7727,26,,,"[40.9, 24.2]",3890522,0,,,,,1.5781853,,Right Foot,,,"[40.6, 64.8]",Ground Pass,,40.60111,,,Jeffrey Gouweleeuw,8318.0,,True,,,,1,From Kick Off,Daniel Baier,8317.0,Left Defensive Midfield,2,Augsburg,172,['e4e5f201-1361-4192-9d49-4e20876ccd6e'],19,,,,,,,,,,,,,,,Augsburg,172,00:00:19.241,Pass,
,,,,,,,,,,,,,,,,1.660451,,,,,,,,,,,,,44284b57-de7d-47db-a1cc-adf81fb8e852,29,,,"[40.9, 60.0]",3890522,0,,,,,-1.7617496,,Right Foot,,,"[35.7, 33.1]",Ground Pass,,27.397993,,,Daniel Baier,8317.0,,,,,,1,From Kick Off,Jeffrey Gouweleeuw,8318.0,Right Center Back,2,Augsburg,172,['f66876c1-a61f-4184-8f30-7afc31f34b0c'],23,,,,,,,,,,,,,,,Augsburg,172,00:00:23.350,Pass,
,,,,,,,,,,,,,,,,1.599998,,,,,,,,,,,,,9f547eaa-79dc-477c-a005-d4905fa57d3b,32,,,"[35.7, 33.1]",3890522,0,,,,,-0.8967185,,Right Foot,,,"[50.4, 14.7]",Ground Pass,,23.551008,,,Ragnar Klavan,4174.0,,,,,,1,From Kick Off,Daniel Baier,8317.0,Left Defensive Midfield,2,Augsburg,172,['a41afcfe-2081-4d50-bc40-bd4e5fccd83d'],26,,,,,,,,,,,,,,,Augsburg,172,00:00:26.248,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,263a4731-c8df-40c0-8fb7-d459aa6d87d5,35,,,"[50.4, 16.7]",3890522,0,,,,,2.144463,,Left Foot,,,"[42.0, 29.7]",Ground Pass,,15.477726,,,Daniel Baier,8317.0,,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,['3ff15c62-8cae-452a-8c92-2a6d018b3a55'],29,,,,,,,,,,,,,,,Augsburg,172,00:00:29.599,Pass,
,,,,,,,,,,,,,,,,1.815755,,,,,,,,,,,,,536bdd7f-8dbf-4833-ae34-afc93660b8cd,39,,,"[51.9, 38.9]",3890522,0,,,,,1.6814536,,Right Foot,,,"[48.7, 67.7]",Ground Pass,,28.977232,,,Jeffrey Gouweleeuw,8318.0,,,,,,1,From Kick Off,Daniel Baier,8317.0,Left Defensive Midfield,2,Augsburg,172,['ec7dcb65-3edc-4d0e-a64f-8d8962ed0d5a'],36,,,,,,,,,,,,,,,Augsburg,172,00:00:36.944,Pass,
,,,,,,,,,,,,,,,,1.493269,,,,,,,,,,,,,89abd62f-8c63-4fd9-920d-b52409eb7abe,42,,,"[49.5, 69.5]",3890522,0,,,,,0.46049306,,Right Foot,,,"[62.2, 75.8]",Ground Pass,,14.176742,,,Daniel Tawiah Opare,9400.0,,,,,,1,From Kick Off,Jeffrey Gouweleeuw,8318.0,Right Center Back,2,Augsburg,172,['dd420211-136c-4288-b555-a3f4e71536d7'],40,,,,,,,,,,,,,,,Augsburg,172,00:00:40.080,Pass,
,,,,,,,,,,,,,,,,1.936503,,,,,,,,,,,,,27951478-b8fd-43f0-b762-f0fcbd15cde4,47,,,"[7.0, 36.1]",3890522,1,,,,,-1.0298178,,Right Foot,,,"[22.8, 9.8]",Ground Pass,,30.6811,,,Georg Niedermeier,40470.0,,,,,Goal Kick,1,From Goal Kick,Przemysław Tytoń,9082.0,Goalkeeper,3,VfB Stuttgart,174,['ee295657-3723-41b4-8a49-c649cef59539'],9,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:09.437,Pass,
,,,,,,,,,,,,,,,,2.192087,,,,,,,,,,,,,4c062e54-4980-4cc8-846a-6c590b680986,51,,,"[31.7, 6.3]",3890522,1,,,,,0.46465465,,Left Foot,,,"[71.4, 26.2]",High Pass,,44.408333,Incomplete,,Timo Werner,5557.0,,,,,,1,From Goal Kick,Georg Niedermeier,40470.0,Left Center Back,3,VfB Stuttgart,174,"['9c034a87-3594-43c4-9504-44b2dd31c6e4', 'a03acd64-9e61-40eb-8e5e-2fdddd2121a9', 'f4361599-16cf-4b3f-a498-bdf2df60f334']",12,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:12.867,Pass,True
,,,,,,,,,,,,,,,,1.970497,,,,,,,,,,,,,a03acd64-9e61-40eb-8e5e-2fdddd2121a9,54,,,"[48.7, 53.9]",3890522,1,,,,True,1.5340482,,,,,"[49.2, 67.5]",Low Pass,,13.609188,,,Daniel Tawiah Opare,9400.0,,,,,Recovery,1,From Goal Kick,Jeffrey Gouweleeuw,8318.0,Right Center Back,3,VfB Stuttgart,174,"['2760ec61-0de6-4140-9878-b07793cfee21', '4c062e54-4980-4cc8-846a-6c590b680986', 'c0d97646-709f-4e06-ae71-2d1ff5374716']",15,,,,,,,,,,,,,,,Augsburg,172,00:01:15.059,Pass,True
,,,,,,,,,,,,,,,,4.837526,,,,,,,,,,,,,dc5ad0dd-295d-4cfa-9651-060b54946644,57,,,"[50.7, 77.2]",3890522,1,,,,,-0.38164017,,Right Foot,,,"[111.5, 52.8]",High Pass,,65.51336,Incomplete,,Alfreð Finnbogason,5514.0,,,,,,1,From Goal Kick,Daniel Tawiah Opare,9400.0,Right Back,3,VfB Stuttgart,174,"['78c01706-fb2a-4677-935b-7517ee839fea', 'fca22302-bb29-4b59-9d9c-0298ca5f4711']",19,,,,,,,,,,,,,,,Augsburg,172,00:01:19.447,Pass,
,,,,,,,,,,,,,,,,1.916007,,,,,,,,,,,,,6a9bf487-5089-4165-9731-0af07bf68710,60,,,"[13.3, 34.0]",3890522,1,,True,,,-0.08145204,,Right Foot,,,"[28.0, 32.8]",Ground Pass,,14.7488985,,,Daniel Didavi,8243.0,,,,,,1,From Goal Kick,Przemysław Tytoń,9082.0,Goalkeeper,3,VfB Stuttgart,174,['b4ff16b6-07dd-4472-8746-3414ef6ba511'],36,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:36.531,Pass,
,,,,,,,,,,,,,,,,2.770242,,,,,,,,,,,,,feebc770-f64c-46ef-8cd3-ca37b26418f8,62,,,"[28.5, 32.8]",3890522,1,,,,,-1.2895641,,Left Foot,,,"[36.3, 5.8]",Ground Pass,,28.104092,,,Georg Niedermeier,40470.0,,,,,,1,From Goal Kick,Daniel Didavi,8243.0,Left Defensive Midfield,3,VfB Stuttgart,174,['f4701970-ff6b-4aa5-9132-0b260c231a11'],39,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:39.871,Pass,
,,,,,,,,,,,,,,,,1.380699,,,,,,,,,,,,,52ff1e37-39e3-4da5-ab89-af1d689cd957,64,,,"[38.3, 5.8]",3890522,1,,,,,1.827313,,Left Foot,,,"[33.5, 24.1]",Ground Pass,,18.919039,,,Daniel Didavi,8243.0,,,,,,1,From Goal Kick,Georg Niedermeier,40470.0,Left Center Back,3,VfB Stuttgart,174,['dc5d84cf-b674-4cb6-9361-d2a3c75db3f3'],42,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:42.641,Pass,
,,,,,,,,,,,,,,,,1.787447,,,,,,,,,,,,,93f80a91-dfd3-4ec1-841b-66f9996e58a7,67,,,"[34.8, 32.0]",3890522,1,,,,,1.7681919,,Left Foot,,,"[29.7, 57.5]",Ground Pass,,26.005,,,Toni Šunjić,38172.0,,,,,,1,From Goal Kick,Daniel Didavi,8243.0,Left Defensive Midfield,3,VfB Stuttgart,174,['50227b25-47bc-4c35-9d19-288c9f56d43d'],46,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:46.023,Pass,
,,,,,,,,,,,,,,,,1.470508,,,,,,,,,,,,,0f6f05d1-5010-46e9-b37f-31cdfce74057,70,,,"[36.8, 59.3]",3890522,1,,,,,-1.7842762,,Right Foot,,,"[33.7, 45.0]",Ground Pass,,14.632156,,,Daniel Didavi,8243.0,,,,,,1,From Goal Kick,Toni Šunjić,38172.0,Right Center Back,3,VfB Stuttgart,174,['4c51e1d4-70d4-4a32-a6c2-a48e38e881af'],50,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:50.518,Pass,
,,,,,,,,,,,,,,,,1.110669,,,,,,,,,,,,,afe1ab03-428e-4606-aaf1-47d261beb6f6,74,,,"[36.0, 45.8]",3890522,1,,,,,1.7401001,,Left Foot,,,"[34.0, 57.5]",Ground Pass,,11.869709,,,Toni Šunjić,38172.0,,,,,,1,From Goal Kick,Daniel Didavi,8243.0,Left Defensive Midfield,3,VfB Stuttgart,174,"['1764030a-367c-4955-a988-2e58cdb691ec', '56167410-de3f-48a4-aa4a-92d05e83b28f']",53,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:53.998,Pass,True
,,,,,,,,,,,,,,,,2.391227,,,,,,,,,,,,,70027e7c-7321-4abe-8b85-af999aa0fd4d,76,,,"[33.7, 57.5]",3890522,1,,,,,-2.6944726,,Right Foot,,,"[9.3, 45.8]",Ground Pass,,27.060118,,,Przemysław Tytoń,9082.0,,,,,,1,From Goal Kick,Toni Šunjić,38172.0,Right Center Back,3,VfB Stuttgart,174,['f841a433-d6d3-4569-a510-823cdb104373'],55,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:55.109,Pass,
,,,,,,,,,,,,,,,,2.359724,,,,,,,,,,,,,8b6b67da-c5e9-4883-ac47-31f4e1cea1fc,79,,,"[9.3, 45.8]",3890522,1,,,,,-1.3856148,,Right Foot,,,"[16.1, 9.5]",Ground Pass,,36.931423,,,Georg Niedermeier,40470.0,,,,,,1,From Goal Kick,Przemysław Tytoń,9082.0,Goalkeeper,3,VfB Stuttgart,174,['033611f0-1414-4799-bce2-ac85a8d273be'],58,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:58.787,Pass,
,,,,,,,,,,,,,,,,1.264824,,,,,,,,,,,,,a78b10b1-d4fd-4aa4-acd1-25435057be62,82,,,"[34.3, 6.3]",3890522,2,,,,,0.58126414,,Right Foot,,,"[51.5, 17.6]",Low Pass,,20.579845,Incomplete,,Daniel Didavi,8243.0,,,,,,1,From Goal Kick,Georg Niedermeier,40470.0,Left Center Back,3,VfB Stuttgart,174,"['2d6c41f4-f7a8-45c6-8c28-0984f609055f', 'afe06351-563f-42e7-b806-b03138806e96']",3,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:03.907,Pass,
,,,,,,,,,,,,,,,,1.799956,,,,,,,,,,,,,afe06351-563f-42e7-b806-b03138806e96,84,,,"[68.6, 62.5]",3890522,2,,,,,-0.4117462,,Right Foot,,,"[84.4, 55.6]",High Pass,,17.24094,,,Halil Altıntop,40462.0,,,,,Recovery,1,Regular Play,Dominik Kohr,8207.0,Right Defensive Midfield,4,Augsburg,172,"['29fda6f6-5017-4345-b34d-6dbe09fad123', 'a78b10b1-d4fd-4aa4-acd1-25435057be62']",5,,,,,,,,,,,,,,,Augsburg,172,00:02:05.171,Pass,
,,,,,,,,,,,,,,,,0.613756,,,,,,,,,,,,,b796c9e0-feb2-47d1-a230-c2473834edfd,88,,,"[82.1, 57.3]",3890522,2,,,,,2.6992185,,Right Foot,,,"[78.3, 59.1]",Ground Pass,,4.204759,,,Ja-Cheol Koo,5627.0,,,,,,1,Regular Play,Halil Altıntop,40462.0,Center Attacking Midfield,4,Augsburg,172,['c1ba740a-6749-4390-9b39-49b10bdbd434'],8,,,,,,,,,,,,,,,Augsburg,172,00:02:08.745,Pass,
,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,6ce88b5c-d7cb-4c08-ac8f-7a6fbadc19a5,94,,,"[42.7, 26.2]",3890522,2,,,,,-3.0402462,,Right Foot,,,"[36.8, 25.6]",Ground Pass,,5.93043,,,Daniel Didavi,8243.0,,,,,Recovery,1,Regular Play,Artem Kravets,27639.0,Left Center Forward,5,VfB Stuttgart,174,"['47f4759c-f349-4c1d-ae08-6a49449c02f2', 'de5ca2d8-a9ac-4d57-86d0-42233a2907b1']",13,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:13.637,Pass,True
,,,,,,,,,,,,,,,,0.458903,,,,,,,,,,,,,58461008-8a04-415f-b169-56bd82682dbc,97,,,"[36.8, 25.6]",3890522,2,,,,,1.3171222,,Left Foot,,,"[38.9, 33.7]",Ground Pass,,8.367795,,,Christian Gentner,8959.0,,,,,,1,Regular Play,Daniel Didavi,8243.0,Left Defensive Midfield,5,VfB Stuttgart,174,['03949af1-ebe6-4028-bcc1-a85ab78c5fed'],14,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:14.714,Pass,
,,,,,,,,,,,,,,,,0.317519,,,,,,,,,,,,,9cfc974a-284f-461d-b327-fab7b7d74843,101,,,"[43.5, 29.6]",3890522,2,,,,,-0.7853982,,Right Foot,,,"[45.2, 27.9]",Ground Pass,,2.4041631,Incomplete,,Artem Kravets,27639.0,,,,,,1,Regular Play,Christian Gentner,8959.0,Right Defensive Midfield,5,VfB Stuttgart,174,"['99f949d9-4de1-4710-a008-7b3663a46f18', 'f3db13e2-a456-409b-b68c-d182ad6d9541', 'f9f58b5b-348c-4aa4-8e03-b1f6d32ea486']",16,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:16.430,Pass,True
,,,,,,,,,,,,,,,,1.625716,,,,,,,,,,,,,c9be0799-582f-48a1-8fc6-d974300c6f16,106,,,"[78.6, 38.6]",3890522,2,,,,,0.36813077,,Left Foot,,,"[99.6, 46.7]",High Pass,,22.508,Incomplete,,Alfreð Finnbogason,5514.0,,,,,,1,Regular Play,Caiuby Francisco da Silva,8303.0,Left Wing,5,VfB Stuttgart,174,"['546e7df4-4d55-4576-a853-6c1e996c2ebb', 'f2eddc35-18ca-4eae-a8e4-e7f50d378af0']",19,,,,,,,,,,,,,,,Augsburg,172,00:02:19.105,Pass,
,,,,,,,,,,,,,,,,2.385507,,,,,,,,,,,,,546e7df4-4d55-4576-a853-6c1e996c2ebb,108,,,"[20.5, 33.4]",3890522,2,,,,,1.8424495,,Head,,,"[14.4, 55.3]",Low Pass,,22.733675,,,Daniel Schwaab,8270.0,,,,,Recovery,1,Regular Play,Georg Niedermeier,40470.0,Left Center Back,5,VfB Stuttgart,174,"['bf5bd37c-6789-4a7d-82a9-5e3c30a0dedb', 'c9be0799-582f-48a1-8fc6-d974300c6f16']",20,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:20.730,Pass,
,,,,,,,,,,,,,,,,2.90804,,,,,,,,,,,,,979ef402-19f1-48a8-8b24-bd290f5adaab,114,,,"[17.8, 58.5]",3890522,3,,,,,-0.124538414,,Right Foot,,,"[84.9, 50.1]",High Pass,,67.62374,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Przemysław Tytoń,9082.0,Goalkeeper,6,VfB Stuttgart,174,['cf59ac21-ffc3-4d21-9b73-ce9310c207b3'],0,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:00.213,Pass,
,,,,,,,,,,,,,,,,1.388016,,,,,,,,,,,,,cf59ac21-ffc3-4d21-9b73-ce9310c207b3,115,,,"[35.2, 30.0]",3890522,3,,,,,-0.38050637,,Head,,,"[54.7, 22.2]",High Pass,,21.002142,Incomplete,,Caiuby Francisco da Silva,8303.0,,,,,Recovery,1,From Free Kick,Jeffrey Gouweleeuw,8318.0,Right Center Back,6,VfB Stuttgart,174,"['5baf7f6c-5589-4e7f-8fa6-85060af47de2', '979ef402-19f1-48a8-8b24-bd290f5adaab', 'c1102fa1-4954-4cbd-adf1-2ae6d8f0648c']",3,,,,,,,,,,,,,,,Augsburg,172,00:03:03.121,Pass,
,,,,,,,,,,,,,,,,2.062764,,,,,,,,,,,,,c1102fa1-4954-4cbd-adf1-2ae6d8f0648c,117,,,"[65.4, 57.9]",3890522,3,,,,,0.4700441,,Head,,,"[84.1, 67.4]",High Pass,,20.974747,Incomplete,,Florian Klein,9728.0,,,,,Recovery,1,From Free Kick,Christian Gentner,8959.0,Right Defensive Midfield,6,VfB Stuttgart,174,"['048c39a0-c070-45b2-892f-568f1edb0ccc', 'acd15bb0-2c4c-47b3-82b9-7a26506cbba0', 'cf59ac21-ffc3-4d21-9b73-ce9310c207b3']",4,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:04.509,Pass,
