50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.721547,,,,,,,,,,,,,a21ac692-d64e-4091-983c-a9318c8025e7,55,,"[88.8, 47.2]",3890262,2,,,,,-1.5544044,,Right Foot,,,,"[89.0, 35.0]",,Ground Pass,,12.201639,,,,Konstantin Rausch,11134.0,,,,,,1,From Free Kick,Dominik Stroh-Engel,40481.0,Center Forward,6,Darmstadt 98,872,"['08050899-99b6-4f77-8f7e-795aa368c267', 'a2b32ffb-9538-4162-8acc-753ad06b64a6']",12,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:12.332,Pass,True
,,,,,,,,,,,,,,,,0.365907,,,,,,,,,,,,,d4cf8b76-151f-4b33-8bf9-da360c192397,57,,"[89.0, 35.2]",3890262,2,,,,,0.6319742,,Right Foot,,,,"[94.6, 39.3]",,Ground Pass,,6.940461,,Incomplete,,Marco Sailer,400612.0,,,,,,1,From Free Kick,Konstantin Rausch,11134.0,Left Midfield,6,Darmstadt 98,872,"['17ee8d3e-2a17-4d50-b5bb-b3d1cc7760a2', 'ccb39019-bfba-4a6e-95da-94801feaf207']",13,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:13.054,Pass,
,,,,,,,,,,,,,,,,1.020397,,,,,,,,,,,,,17ee8d3e-2a17-4d50-b5bb-b3d1cc7760a2,59,,"[25.5, 40.8]",3890262,2,,,,,-0.10673567,,Left Foot,,,,"[31.1, 40.2]",,Ground Pass,,5.632051,,Incomplete,,Oliver Sorg,12316.0,,,,,Recovery,1,From Free Kick,Marcelo Antônio Guedes Filho,3164.0,Right Center Back,6,Darmstadt 98,872,"['80c88c4a-8a2b-4e72-bb26-42a4e994f00a', '93c0cedc-562a-4bb7-85f3-8d72fbaaea40', 'd4cf8b76-151f-4b33-8bf9-da360c192397']",13,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:13.420,Pass,
,,,,,,,,,,,,,,,,2.122716,,,,,,,,,,,,,cd7b913c-5f6d-45aa-b1be-9c87de0d4f8e,64,,"[26.8, 51.1]",3890262,2,,,,,0.6357321,,Right Foot,,,,"[41.3, 61.8]",,Ground Pass,,18.020544,,,,Kenan Karaman,8541.0,,,,,,1,Regular Play,Marcelo Antônio Guedes Filho,3164.0,Right Center Back,7,Hannover 96,178,['1eabbdc0-9b61-4cf3-a42c-7fd3ecf10030'],16,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:16.197,Pass,
,,,,,,,,,,,,,,,,1.892113,,,,,,,,,,,,,7622acbb-4fdf-46d8-855b-0b81da671352,73,,"[46.0, 50.2]",3890262,2,,,,,-1.1797482,,Right Foot,,,,"[60.1, 16.0]",,Ground Pass,,36.992565,,,,Felix Klaus,8551.0,,,,,,1,Regular Play,Manuel Schmiedebach,8543.0,Right Defensive Midfield,7,Hannover 96,178,['0771e834-073c-43bd-a3b1-9283f5db518a'],20,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:20.586,Pass,
,,,,,,,,,,,,,,,,3.022894,,,,,,,,,,,,,a992ea0c-5dcd-461a-b219-aabd8f91b0bd,79,,"[61.6, 17.1]",3890262,2,,True,,,1.7435763,,Left Foot,,,,"[51.6, 74.4]",,High Pass,,58.166054,,,,Oliver Sorg,12316.0,,True,,,Free Kick,1,From Free Kick,Miiko Martín Albornoz Inola,13126.0,Left Back,8,Hannover 96,178,['ab7b17a6-5239-4821-be4c-d341d13b2501'],32,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:32.344,Pass,
,,,,,,,,,,,,,,,,2.05034,,,,,,,,,,,,,c14f015c-a3de-46b2-a91b-cec2769cb00d,81,,"[49.2, 70.5]",3890262,2,,,,,-1.8306108,,Right Foot,,,,"[36.6, 23.1]",,High Pass,,49.0461,,,,Christian Schulz,400614.0,,True,,,,1,From Free Kick,Oliver Sorg,12316.0,Right Back,8,Hannover 96,178,['fb9f561a-85db-4d07-98b9-ca090fb73052'],38,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:38.117,Pass,
,,,,,,,,,,,,,,,,0.923078,,,,,,,,,,,,,21d3c02c-983c-4d44-acb9-430e30af435a,85,,"[43.5, 18.6]",3890262,2,,,,,-0.09790031,,Left Foot,,,,"[65.9, 16.4]",,Ground Pass,,22.507776,,,,Felix Klaus,8551.0,,,,,,1,From Free Kick,Christian Schulz,400614.0,Left Center Back,8,Hannover 96,178,['df24ce3f-1523-4557-9064-3c6e2cc00352'],43,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:43.225,Pass,
,,,,,,,,,,,,,,,,0.717162,,,,,,,,,,,,,26f684a7-39fa-43c9-9e75-f2b1007b82f5,89,,"[56.9, 15.1]",3890262,2,,,,,2.1020699,,Right Foot,,,,"[51.2, 24.8]",,Ground Pass,,11.250778,,,,Salif Sané,5664.0,,,,,,1,From Free Kick,Felix Klaus,8551.0,Left Wing,8,Hannover 96,178,"['6121ee6e-7985-49da-ac88-ae804cdb89ce', '9c8396bb-446c-4675-b989-f0ae95b478c9']",45,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:45.940,Pass,True
,,,,,,,,,,,,,,,,1.974889,,,,,,,,,,,,,1e39dad8-72a8-4149-a1d5-946ecf18c1f3,92,,"[51.2, 24.8]",3890262,2,,,,,-2.7744188,,Right Foot,,,,"[34.3, 18.3]",,Ground Pass,,18.106905,,,,Christian Schulz,400614.0,,,,,,1,From Free Kick,Salif Sané,5664.0,Left Defensive Midfield,8,Hannover 96,178,['73cf2e4a-96b2-4d21-8117-d9466ccf5d75'],46,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:46.698,Pass,
,,,,,,,,,,,,,,,,2.135949,,,,,,,,,,,,,e1f4048c-a2e6-413b-9b10-fc54c0b80ddf,94,,"[34.1, 19.0]",3890262,2,,,,,2.2455373,,Left Foot,,,,"[22.1, 34.0]",,Ground Pass,,19.209373,,,,Ron-Robert Zieler,8947.0,,,,,,1,From Free Kick,Christian Schulz,400614.0,Left Center Back,8,Hannover 96,178,['99eb53e2-faaf-48cb-9632-47ebd7f83ef3'],48,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:48.672,Pass,
,,,,,,,,,,,,,,,,2.257514,,,,,,,,,,,,,129d4ed5-e103-4e7b-8406-44b3c6bd9c5a,97,,"[21.0, 42.5]",3890262,2,,,,,1.075186,,Right Foot,,,,"[40.3, 78.2]",,Ground Pass,,40.583,,,,Oliver Sorg,12316.0,,,,,,1,From Free Kick,Ron-Robert Zieler,8947.0,Goalkeeper,8,Hannover 96,178,['d3c8e038-c1b7-43de-911d-90b9514e6359'],51,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:51.610,Pass,
,,,,,,,,,,,,,,,,1.249203,,,,,,,,,,,,,8c05ad3c-fb0f-4bef-9db1-ac9dd7d07b4c,101,,"[38.8, 77.2]",3890262,2,,,,,-1.2277724,,Left Foot,,,True,"[41.8, 68.8]",,Ground Pass,,8.9196415,,,,Manuel Schmiedebach,8543.0,,,,,,1,From Free Kick,Oliver Sorg,12316.0,Right Back,8,Hannover 96,178,"['71ab9a13-e3b4-48f2-978a-df5723dcfe87', '76aba6d9-7529-45d6-a84e-8c4bb2a53370']",55,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:55.849,Pass,True
,,,,,,,,,,,,,,,,0.119999,,,,,,,,,,,,,8d8a7b33-d660-4d8c-a0e4-5ad4e75a63c9,106,,"[41.8, 68.8]",3890262,2,,,,,1.2924967,,Right Foot,,,,"[42.8, 72.3]",,Ground Pass,,3.640055,,Unknown,,Oliver Sorg,12316.0,,,,,,1,From Free Kick,Manuel Schmiedebach,8543.0,Right Defensive Midfield,8,Hannover 96,178,"['2d96702c-f702-4232-b0b0-a0b061e1292a', 'a4ae7a1c-4df3-43aa-b249-228a23ddc3eb']",57,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:57.106,Pass,True
,,,,,,,,,,,,,,,,2.414608,,,,,,,,,,,,,f8e1d5d5-a51b-4927-883c-89e31d153c59,109,,"[36.6, 74.4]",3890262,2,,,,,-2.1969128,,Left Foot,,,,"[15.7, 45.5]",,Ground Pass,,35.66539,,,,Ron-Robert Zieler,8947.0,,,,,Recovery,1,From Free Kick,Oliver Sorg,12316.0,Right Back,8,Hannover 96,178,['1d2dc0b2-532a-48f0-98bd-81c83cedacb0'],59,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:59.205,Pass,
,,,,,,,,,,,,,,,,2.422048,,,,,,,,,,,,,1fde99e6-3077-4767-9148-891081b638af,112,,"[28.7, 52.1]",3890262,3,,,,,-1.3885411,,Right Foot,,,,"[34.1, 22.8]",,Ground Pass,,29.793455,,,,Christian Schulz,400614.0,,,,,,1,From Free Kick,Ron-Robert Zieler,8947.0,Goalkeeper,8,Hannover 96,178,['1d684489-c613-467d-89dc-ab7195efad4a'],4,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:03:04.943,Pass,
,,,,,,,,,,,,,,,,4.891343,,,,,,,,,,,,,6adb03e3-9e48-4cbe-87d9-b76c07b33c17,116,,"[39.6, 11.3]",3890262,3,,,,,0.053431682,,Left Foot,,,,"[120.0, 15.6]",,High Pass,,80.51491,,Out,,Felix Klaus,8551.0,,,,,,1,From Free Kick,Christian Schulz,400614.0,Left Center Back,8,Hannover 96,178,"['8fb21925-03c7-483a-8031-fee49f2ae7c7', 'fc2a3503-b8e7-4454-a10c-94285c8b0510']",8,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:03:08.398,Pass,True
,,,,,,,,,,,,,,,,4.03306,,,,,,,,,,,,,1023e404-b9b4-4678-a17a-a04e69c87be4,118,,"[6.0, 44.0]",3890262,3,,,,,0.15490933,,Right Foot,,,,"[75.8, 54.9]",,High Pass,,70.64595,,Incomplete,,Dominik Stroh-Engel,40481.0,,,,,Goal Kick,1,From Goal Kick,Christian Mathenia,8306.0,Goalkeeper,9,Darmstadt 98,872,"['1d252be4-c807-4bf7-9371-45a6a59c921e', 'd60f1402-d4aa-48b9-9274-4b63880f6684']",40,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:40.240,Pass,
,,,,,,,,,,,,,,,,2.324072,,,,,,,,,,,,,1d252be4-c807-4bf7-9371-45a6a59c921e,120,,"[44.3, 25.2]",3890262,3,,True,,,0.7928607,,Head,,,,"[57.6, 38.7]",,High Pass,,18.950989,,Incomplete,,Edgar Prib,24914.0,,,,,Recovery,1,From Goal Kick,Salif Sané,5664.0,Left Defensive Midfield,9,Darmstadt 98,872,"['1023e404-b9b4-4678-a17a-a04e69c87be4', '63989611-a85d-4f92-b660-038e4bff0729', '97170f93-e771-471e-b1ce-607dfa9cd539']",44,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:03:44.273,Pass,
,,,,,,,,,,,,,,,,1.327089,,,,,,,,,,,,,97170f93-e771-471e-b1ce-607dfa9cd539,123,,"[62.5, 41.4]",3890262,3,,,,True,0.348771,,,,,,"[79.0, 47.4]",,High Pass,,17.55705,,,,Dominik Stroh-Engel,40481.0,,,,,Recovery,1,From Goal Kick,Peter Niemeyer,40467.0,Left Defensive Midfield,9,Darmstadt 98,872,"['1d252be4-c807-4bf7-9371-45a6a59c921e', '546015aa-ffe2-4325-8581-9c46bee04a3e', '66ff0ee1-d060-40c8-99ff-802fce6d24f4']",46,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:46.597,Pass,True
,,,,,,,,,,,,,,,,0.474753,,,,,,,,,,,,,ebee13c0-fe53-48c2-a587-c8b14c360c76,131,,"[83.5, 50.0]",3890262,3,,,,,2.3779302,,Right Foot,,,,"[78.8, 54.5]",,Ground Pass,,6.5069194,,,,Jérôme Gondorf,8388.0,,,,,Recovery,1,From Goal Kick,Marco Sailer,400612.0,Center Attacking Midfield,9,Darmstadt 98,872,['3c1b43aa-cebc-42a3-8315-40353bde241c'],50,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:50.919,Pass,
