50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.795854,,,,,,,,,,,,,,62d18923-3551-4683-b31a-988b8fdeeffb,17,,"[21.4, 64.7]",3890373,0,,,,,-1.5170846,,Right Foot,,,"[23.4, 27.5]",,Ground Pass,,37.253723,,,,Tony Jantschke,12320.0,,,,,,1,From Free Kick,Andreas Christensen,3959.0,Right Center Back,3,Borussia Mönchengladbach,185,['5ee31916-bba4-406d-b6ef-c00291fe026a'],15,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:15.642,Pass,
,,,,,,,,,,,,,,,,,1.487326,,,,,,,,,,,,,,ee033e48-9657-47aa-9673-fe98097ce672,20,,"[29.5, 23.4]",3890373,0,,,,,-0.94494987,,Right Foot,,,"[44.1, 3.2]",,Ground Pass,,24.923883,,,,Oscar Wendt,8809.0,,,,,,1,From Free Kick,Tony Jantschke,12320.0,Left Center Back,3,Borussia Mönchengladbach,185,['927f1c89-2a03-4a83-8604-79a8cf85834c'],19,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:19.685,Pass,
,,,,,,,,,,,,,,,,,1.580113,,,,,,,,,,,,,,93cdf0c6-f6f3-4825-abd0-c93e2efd14d7,23,,"[44.7, 3.3]",3890373,0,,,,,1.823872,,Left Foot,,,"[37.2, 32.3]",,Ground Pass,,29.954132,,,,Håvard Nordtveit,8395.0,,,,,,1,From Free Kick,Oscar Wendt,8809.0,Left Back,3,Borussia Mönchengladbach,185,['2c329c73-24e1-4b1b-a926-0305ee06666a'],22,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:22.693,Pass,
,,,,,,,,,,,,,,,,,2.140546,,,,,,,,,,,,,,52494923-62e0-4307-9df0-3e6522a1e051,26,,"[40.4, 37.3]",3890373,0,,,,,1.3088821,,Right Foot,,,"[49.3, 70.5]",,Ground Pass,,34.372227,,,,Andreas Christensen,3959.0,,,,,,1,From Free Kick,Håvard Nordtveit,8395.0,Right Defensive Midfield,3,Borussia Mönchengladbach,185,['2ab83187-9ad1-48bb-bf26-5674f804604f'],25,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:25.994,Pass,
,,,,,,,,,,,,,,,,,1.96326,,,,,,,,,,,,,,933f2b95-af0b-4b12-bec9-d1cfda57eb62,29,,"[49.9, 72.6]",3890373,0,,,,,-1.8383365,,Right Foot,,,"[44.5, 52.9]",,Ground Pass,,20.426699,,,,Håvard Nordtveit,8395.0,,,,,,1,From Free Kick,Andreas Christensen,3959.0,Right Center Back,3,Borussia Mönchengladbach,185,['b2e629be-ff5a-49e3-89a8-37037c92b736'],29,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:29.850,Pass,
,,,,,,,,,,,,,,,,,2.15947,,,,,,,,,,,,,,60111f8a-53e9-4c29-9dfd-dad96bec25cb,32,,"[48.6, 45.0]",3890373,0,,,,,-1.484058,,Right Foot,,,"[51.0, 17.4]",,Ground Pass,,27.704151,,,,Tony Jantschke,12320.0,,,,,,1,From Free Kick,Håvard Nordtveit,8395.0,Right Defensive Midfield,3,Borussia Mönchengladbach,185,['f3b8db75-0b52-40ec-b43b-965d79c6d2a3'],32,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:32.636,Pass,
,,,,,,,,,,,,,,,,,1.12851,,,,,,,,,,,,,,49bcbc41-474d-4ab1-b427-df4a38c167aa,35,,"[56.3, 17.4]",3890373,0,,,,,-0.648145,,Right Foot,,,"[76.9, 1.8]",,Ground Pass,,25.840279,,,,Oscar Wendt,8809.0,,,,,,1,From Free Kick,Tony Jantschke,12320.0,Left Center Back,3,Borussia Mönchengladbach,185,['4e55c9aa-33a8-48f1-9104-a18e41bfb739'],36,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:36.218,Pass,
,,,,,,,,,,,,,,,,,3.090497,,,,,,,,,,,,,,f7608528-28df-4249-b026-4cf0412887aa,37,,"[76.3, 1.6]",3890373,0,,,,,-0.044613235,,Left Foot,,,"[109.9, 0.1]",,Low Pass,,33.633465,,Out,,Raffael Caetano de Araújo,8810.0,,,,,,1,From Free Kick,Oscar Wendt,8809.0,Left Back,3,Borussia Mönchengladbach,185,['8a4e5424-5ace-4dc4-9a5a-d034532599e3'],37,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:37.347,Pass,
,,,,,,,,,,,,,,,,,1.790865,,,,,,,,,,,,,,0d07a68e-a782-4457-bafe-79386874b5c1,39,,"[14.7, 80.0]",3890373,0,,,,,-0.21077567,,,,,"[36.2, 75.4]",,High Pass,,21.986588,,Incomplete,,Salif Sané,5664.0,,,,,Throw-in,1,From Throw In,Oliver Sorg,12316.0,Right Back,4,Hannover 96,178,"['3d39e2c3-541b-4d8c-a274-5bd660737303', '4b2d8c43-db9f-47e2-9df5-6e9d46b16dc5']",54,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:54.912,Pass,
,,,,,,,,,,,,,,,,,1.971847,,,,,,,,,,,,,,4b2d8c43-db9f-47e2-9df5-6e9d46b16dc5,41,,"[83.9, 4.7]",3890373,0,,,,,0.18444665,,Head,,,"[97.3, 7.2]",,High Pass,,13.631214,,Incomplete,,Raffael Caetano de Araújo,8810.0,,,,,Recovery,1,From Throw In,Fabian Johnson,11283.0,Left Midfield,4,Hannover 96,178,"['0d07a68e-a782-4457-bafe-79386874b5c1', '4ff77748-a2bb-4ded-9e01-884a559da80a', '89f15887-10c5-4b46-b869-3e36611d6a60']",56,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:56.703,Pass,
,,,,,,,,,,,,,,,,,1.613024,,,,,,,,,,,,,,4ff77748-a2bb-4ded-9e01-884a559da80a,44,,"[22.8, 72.9]",3890373,0,,,,True,0.8294872,,,,,"[29.3, 80.0]",,High Pass,,9.626006,,Out,,Uffe Manich Bech,24244.0,,,,,Recovery,1,From Throw In,Marcelo Antônio Guedes Filho,3164.0,Right Center Back,4,Hannover 96,178,"['4b2d8c43-db9f-47e2-9df5-6e9d46b16dc5', '69359b30-df7e-4508-b39e-f12e527ac056', '6ee3f832-55aa-49a8-9763-533ca6a48265']",58,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:58.675,Pass,True
,,,,,,,,,,,,,,,,,1.696029,,,,,,,,,,,,,,bf913ab2-ca8d-41c7-bd73-4238989f04c1,46,,"[77.6, 0.1]",3890373,1,,,,,3.059361,,,,,"[59.4, 1.6]",,Low Pass,,18.26171,,,,Tony Jantschke,12320.0,,,,,Throw-in,1,From Throw In,Oscar Wendt,8809.0,Left Back,5,Borussia Mönchengladbach,185,['9f77572f-225b-4d96-b381-1ad612f257c6'],3,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:03.809,Pass,
,,,,,,,,,,,,,,,,,1.256174,,,,,,,,,,,,,,17d65b91-3d7d-4a1d-b5ba-b62c2c2811ec,49,,"[55.3, 2.0]",3890373,1,,,,,1.9280226,,Right Foot,,,"[44.7, 30.4]",,Ground Pass,,30.313694,,,,Andreas Christensen,3959.0,,,,,,1,From Throw In,Tony Jantschke,12320.0,Left Center Back,5,Borussia Mönchengladbach,185,['5cfd1884-8171-4dfa-ba5c-1963f3e0855c'],6,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:06.725,Pass,
,,,,,,,,,,,,,,,,,2.104935,,,,,,,,,,,,,,e2643c8b-15fd-4899-9621-7896691d0e61,52,,"[46.2, 33.3]",3890373,1,,,,,-1.4038855,,Right Foot,,,"[49.3, 14.9]",,Ground Pass,,18.659313,,,,Tony Jantschke,12320.0,,,,,,1,From Throw In,Andreas Christensen,3959.0,Right Center Back,5,Borussia Mönchengladbach,185,['681817f8-a181-4b44-b152-9f8b1696f574'],11,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:11.012,Pass,
,,,,,,,,,,,,,,,,,1.086245,,,,,,,,,,,,,,13ad6bff-5ec0-48d7-9e81-799d65fc8d80,55,,"[56.1, 14.9]",3890373,1,,,,,-0.9595421,,Right Foot,,,"[65.0, 2.2]",,Ground Pass,,15.508062,,,,Oscar Wendt,8809.0,,,,,,1,From Throw In,Tony Jantschke,12320.0,Left Center Back,5,Borussia Mönchengladbach,185,['0c12900b-543f-41ef-96de-f950ae4db6f0'],15,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:15.059,Pass,
,,,,,,,,,,,,,,,,,1.101707,,,,,,,,,,,,,,120ab3ce-cd9d-45cf-80b1-66b03771ca02,57,,"[65.0, 2.2]",3890373,1,,,,,2.4098341,,Left Foot,,,"[49.3, 16.3]",,Ground Pass,,21.102133,,,,Tony Jantschke,12320.0,,,,,,1,From Throw In,Oscar Wendt,8809.0,Left Back,5,Borussia Mönchengladbach,185,['08ac316d-8078-4880-89e5-4f539d7ac691'],16,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:16.145,Pass,
,,,,,,,,,,,,,,,,,1.802865,,,,,,,,,,,,,,59833713-f4dc-4d1e-9f87-3a83145fa4f6,60,,"[48.1, 17.8]",3890373,1,,,,,1.7126933,,Right Foot,,,"[43.0, 53.5]",,Ground Pass,,36.062447,,,,Andreas Christensen,3959.0,,,,,,1,From Throw In,Tony Jantschke,12320.0,Left Center Back,5,Borussia Mönchengladbach,185,['b304ccb3-2bef-4427-a381-f3ad893e2743'],18,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:18.494,Pass,
,,,,,,,,,,,,,,,,,1.867347,,,,,,,,,,,,,,7c61034f-d66d-4346-860c-e0ec461d138e,63,,"[43.0, 53.5]",3890373,1,,,,,0.76234144,,Right Foot,,,"[67.4, 76.8]",,Ground Pass,,33.73796,,,,Julian Korb,8545.0,,,,,,1,From Throw In,Andreas Christensen,3959.0,Right Center Back,5,Borussia Mönchengladbach,185,['5ec1579b-f8a6-48e6-b41d-a37f7b7639c9'],21,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:21.867,Pass,
,,,,,,,,,,,,,,,,,0.308923,,,,,,,,,,,,,,66b21a20-d0d6-4720-9fe9-3788060d9a0b,67,,"[67.7, 78.4]",3890373,1,,,,,-0.06885649,,Right Foot,,,"[70.6, 78.2]",,Low Pass,,2.9068885,,Incomplete,,Ibrahima Traoré,11285.0,,,,,,1,From Throw In,Julian Korb,8545.0,Right Back,5,Borussia Mönchengladbach,185,"['34edb5d2-6a02-40a9-9030-faaf37dcd720', '50323253-3c84-472c-86fd-a51d55351f18', 'eb75c1df-7be2-4cff-8e6b-32f6553dd305']",24,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:24.486,Pass,True
,,,,,,,,,,,,,,,,,1.427886,,,,,,,,,,,,,,f91300e5-a297-42a5-93d8-372adeffcb41,70,,"[52.4, 80.0]",3890373,1,,,,,-2.6980317,,,,,"[34.3, 71.4]",,Low Pass,,20.039211,,,,Andreas Christensen,3959.0,,,,,Throw-in,1,From Throw In,Julian Korb,8545.0,Right Back,6,Borussia Mönchengladbach,185,['68bab0eb-1e38-4ffa-96c7-38031f31840d'],32,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:32.145,Pass,
,,,,,,,,,,,,,,,,,1.400902,,,,,,,,,,,,,,76ca0201-636e-4510-8f1f-068bf56050c8,73,,"[34.3, 70.0]",3890373,1,,,,,-1.2194844,,Right Foot,,,"[42.4, 47.9]",,Ground Pass,,23.53763,,,,Håvard Nordtveit,8395.0,,,,,,1,From Throw In,Andreas Christensen,3959.0,Right Center Back,6,Borussia Mönchengladbach,185,['d7090e87-3947-4d62-8ee0-7bac97e44f65'],35,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:35.013,Pass,
,,,,,,,,,,,,,,,,,1.22025,,,,,,,,,,,,,,affe8219-e41b-411b-b4e1-e2cf95375a6e,76,,"[44.5, 41.9]",3890373,1,,,,,-1.3442565,,Right Foot,,,"[51.0, 13.7]",,Ground Pass,,28.939419,,,,Fabian Johnson,11283.0,,,,,,1,From Throw In,Håvard Nordtveit,8395.0,Right Defensive Midfield,6,Borussia Mönchengladbach,185,['1c21a098-9e73-4568-94b7-571bddee7d06'],37,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:37.687,Pass,
,,,,,,,,,,,,,,,,,1.155663,,,,,,,,,,,,,,1a7f75d1-7b78-4b4e-a17a-b8ec72caa02f,79,,"[51.0, 13.7]",3890373,1,,,,,-0.7288547,,Right Foot,,,"[65.0, 1.2]",,Ground Pass,,18.768324,,,,Oscar Wendt,8809.0,,,,,,1,From Throw In,Fabian Johnson,11283.0,Left Midfield,6,Borussia Mönchengladbach,185,['117615c8-8c94-41ed-9628-7601d9d6ba24'],40,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:40.663,Pass,
,,,,,,,,,,,,,,,,,0.864765,,,,,,,,,,,,,,152da779-7c23-4832-8ced-f1b4fcb1868f,82,,"[65.0, 1.2]",3890373,1,,,,,2.884766,,Left Foot,,,"[55.1, 3.8]",,Ground Pass,,10.235722,,,,Fabian Johnson,11283.0,,,,,,1,From Throw In,Oscar Wendt,8809.0,Left Back,6,Borussia Mönchengladbach,185,['c1d563a1-fd66-489e-801f-4e997dc113d0'],43,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:43.820,Pass,
,,,,,,,,,,,,,,,,,1.361561,,,,,,,,,,,,,,b336ad1d-0046-4b4f-b7da-d4e9a39b2e10,85,,"[54.1, 5.7]",3890373,1,,,,,2.324403,,Left Foot,,,"[40.4, 20.3]",,Ground Pass,,20.021238,,,,Tony Jantschke,12320.0,,,,,,1,From Throw In,Fabian Johnson,11283.0,Left Midfield,6,Borussia Mönchengladbach,185,['28dd2706-6933-4f36-b168-a0ecc7144ecf'],45,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:45.413,Pass,
,,,,,,,,,,,,,,,,,1.296998,,,,,,,,,,,,,,0583318f-fccd-4018-97ac-3925478cd7d3,88,,"[37.5, 22.9]",3890373,1,,,,,1.4060689,,Right Foot,,,"[43.9, 61.4]",,Ground Pass,,39.028324,,,,Andreas Christensen,3959.0,,,,,,1,From Throw In,Tony Jantschke,12320.0,Left Center Back,6,Borussia Mönchengladbach,185,['2feadae6-e8e4-484a-b3e1-6cc719a6a031'],48,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:48.094,Pass,
,,,,,,,,,,,,,,,,,1.190971,,,,,,,,,,,,,,751e6bc3-88b2-4afa-a984-e60a814550cc,91,,"[47.4, 63.0]",3890373,1,,,,,-0.9961517,,Right Foot,,,"[55.3, 50.8]",,Ground Pass,,14.534442,,,,Mahmoud Dahoud,8238.0,,,,,,1,From Throw In,Andreas Christensen,3959.0,Right Center Back,6,Borussia Mönchengladbach,185,['b3937ac7-ad52-4e68-9398-9de6ec5b03bb'],51,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:51.677,Pass,
,,,,,,,,,,,,,,,,,2.922392,,,,,,,,,,,,,,e90d2245-efa3-4d1a-b3d9-4a2af75a3ac5,95,,"[54.9, 52.7]",3890373,1,,,,,2.8154368,,Right Foot,,,"[34.5, 59.6]",,Ground Pass,,21.53532,,,,Andreas Christensen,3959.0,,,,,,1,From Throw In,Mahmoud Dahoud,8238.0,Left Defensive Midfield,6,Borussia Mönchengladbach,185,"['2b57852d-fd1b-4e93-b2f2-2d35c0b4b660', '6e4daab6-c2a7-4481-ab75-1ebe77da669a']",53,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:53.713,Pass,True
,,,,,,,,,,,,,,,,,1.182858,,,,,,,,,,,,,,074694f4-19ec-4fae-a489-dd678d0e4558,99,,"[34.5, 59.1]",3890373,1,,,,,-1.2719837,,Right Foot,,,"[41.4, 36.7]",,Ground Pass,,23.438643,,,,Håvard Nordtveit,8395.0,,,,,,1,From Throw In,Andreas Christensen,3959.0,Right Center Back,6,Borussia Mönchengladbach,185,['0ce072ef-b036-49af-98a7-fcfe1f0b38e6'],57,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:57.903,Pass,
,,,,,,,,,,,,,,,,,2.97719,,,,,,,,,,,,,,5209a9fd-06dc-4a48-a0b2-6e4b1511dad9,102,,"[45.4, 37.6]",3890373,2,,,,,-0.72695416,,Right Foot,,,"[85.2, 2.2]",,High Pass,,53.265373,,,,Fabian Johnson,11283.0,,,,,,1,From Throw In,Håvard Nordtveit,8395.0,Right Defensive Midfield,6,Borussia Mönchengladbach,185,['65b21fb8-434f-4202-8e6a-ce1fcc8b679f'],0,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:00.956,Pass,
,,,,,,,,,,,,,,,,,2.053689,,,,,,,,,,,,,,443468fa-22d3-44c5-ad1c-47cbca7de5a6,104,,"[85.2, 2.2]",3890373,2,,,,,0.46951264,,Head,,,"[98.8, 9.1]",,High Pass,,15.250246,,Incomplete,,Oscar Wendt,8809.0,,,,,,1,From Throw In,Fabian Johnson,11283.0,Left Midfield,6,Borussia Mönchengladbach,185,"['2186e8bf-e6a0-487a-8fe0-04db0ed4b244', '46340f33-936c-44a3-b822-841faaa4dbf3']",3,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:03.933,Pass,
