50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.001834,,,,,,,,,,,,,24947c7a-70e6-426c-b81f-52449a00a0a1,15,,"[48.5, 2.9]",3890460,0,,,,3.0768683,,Right Foot,,,"[37.7, 3.6]",,Ground Pass,,10.822661,,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,,1,From Throw In,Christian Gentner,8959.0,Left Center Midfield,3,VfB Stuttgart,174,['c6e5d5df-8aa9-4fef-8d00-80ff0d5462f8'],23,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:23.094,Pass,
,,,,,,,,,,,,,,,,,,5.621882,,,,,,,,,,,,,49d8edd7-a1d5-4736-ae62-9c8a0efad9c2,18,,"[37.9, 4.2]",3890460,0,,,,1.7447587,,Left Foot,,,"[26.6, 68.5]",,High Pass,,65.28537,,,,Kevin Großkreutz,20665.0,,,True,,,1,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,3,VfB Stuttgart,174,"['566b0243-6ede-4bd1-8d67-ce3c61d18630', '8ac835e8-5680-4b1e-b0db-fcf749a52959']",24,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:24.096,Pass,True
,,,,,,,,,,,,,,,,,,1.372892,,,,,,,,,,,,,b6a044c8-e894-4180-9eb6-82a9971984a9,21,,"[22.9, 70.4]",3890460,0,,,,-1.6944559,,Right Foot,,,"[20.7, 52.7]",,Ground Pass,,17.836199,,,,Daniel Schwaab,8270.0,,,,,,1,From Throw In,Kevin Großkreutz,20665.0,Right Back,3,VfB Stuttgart,174,['d1c47ad5-567a-4b03-b3cb-81d4c75deb7d'],31,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:31.119,Pass,
,,,,,,,,,,,,,,,,,,2.282677,,,,,,,,,,,,,0478e05f-125e-4821-955c-2fceedc87b9a,24,,"[22.1, 52.5]",3890460,0,,,,-1.601438,,Right Foot,,,"[21.3, 26.4]",,Ground Pass,,26.112257,,,,Georg Niedermeier,40470.0,,,,,,1,From Throw In,Daniel Schwaab,8270.0,Right Center Back,3,VfB Stuttgart,174,['1a1f3671-0bf4-4ee1-b8bd-53a53224b7e7'],34,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:34.277,Pass,
,,,,,,,,,,,,,,,,,,1.434839,,,,,,,,,,,,,63dffe43-0401-4bb8-8f33-564fd9367ff0,27,,"[27.5, 16.0]",3890460,0,,,,-0.4789786,,Right Foot,,,"[50.8, 3.9]",,Ground Pass,,26.254524,,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,,1,From Throw In,Georg Niedermeier,40470.0,Left Center Back,3,VfB Stuttgart,174,['615bf006-3fb7-4214-9e16-8e2f5ac40225'],37,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:37.906,Pass,
,,,,,,,,,,,,,,,,,,1.984403,,,,,,,,,,,,,06a6ed4d-405b-4be1-9e41-aae81b7cf62c,30,,"[51.0, 3.9]",3890460,0,,,,2.739371,,Left Foot,,,"[32.9, 11.6]",,Ground Pass,,19.669773,,,,Georg Niedermeier,40470.0,,,,,,1,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,3,VfB Stuttgart,174,['fe8bdb31-4da6-45ab-932b-b8ac03144313'],39,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:39.527,Pass,
,,,,,,,,,,,,,,,,,,2.317602,,,,,,,,,,,,,68a536e1-3632-40c2-93f3-fd219860537d,34,,"[49.6, 43.3]",3890460,0,,,,1.3338246,,Left Foot,,,"[56.0, 69.8]",,Ground Pass,,27.261879,,,,Daniel Schwaab,8270.0,,,,,,1,From Throw In,Georg Niedermeier,40470.0,Left Center Back,3,VfB Stuttgart,174,"['5fbd6d45-b532-4abd-a257-ae72c950ac6c', 'ad132534-9951-4dc9-8b6d-575b70e6dd41']",46,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:46.888,Pass,True
,,,,,,,,,,,,,,,,,,2.194682,,,,,,,,,,,,,3eac491a-7b26-4ec9-809f-1f975b3ac48c,38,,"[62.7, 71.6]",3890460,0,,,,-0.5858428,,Right Foot,,,"[94.8, 50.3]",,High Pass,,38.524017,,Incomplete,,Timo Werner,5557.0,,,,,,1,From Throw In,Daniel Schwaab,8270.0,Right Center Back,3,VfB Stuttgart,174,"['cfdaa4cb-3957-4089-bb9a-3fe2a3616e36', 'de83b949-3177-4d8e-82f3-52af02b3682f', 'df413a23-6ea9-4090-9947-35a7e1932d86']",50,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:50.128,Pass,True
,,,,,,,,,,,,,,,,,,0.734322,,,,,,,,,,,,,df413a23-6ea9-4090-9947-35a7e1932d86,40,,"[25.3, 29.8]",3890460,0,,,,-0.58075637,,Head,,,"[34.9, 23.5]",,Low Pass,,11.482595,,,,Andre Hoffmann,12294.0,,,,,Recovery,1,Regular Play,Salif Sané,5664.0,Right Center Back,4,Hannover 96,178,"['3eac491a-7b26-4ec9-809f-1f975b3ac48c', '6d392f7a-2f2d-491b-a8b9-b145c7201dec']",52,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:52.322,Pass,
,,,,,,,,,,,,,,,,,,2.136503,,,,,,,,,,,,,ce905f96-e52b-4ade-9d4c-b499e0f63939,42,,"[34.5, 24.5]",3890460,0,,,,0.89854914,,Head,,,"[46.2, 39.2]",,High Pass,,18.787762,,,,Kenan Karaman,8541.0,,,,,,1,Regular Play,Andre Hoffmann,12294.0,Left Defensive Midfield,4,Hannover 96,178,['58696451-efcc-4835-a6ba-0f0e77d4e4f0'],53,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:53.057,Pass,
,,,,,,,,,,,,,,,,,,0.747926,,,,,,,,,,,,,9c1b627a-98e5-4e9c-b661-dda8619f9e67,48,,"[51.4, 43.8]",3890460,1,,,,-0.44872335,,Right Foot,,,"[56.8, 41.2]",,Ground Pass,,5.9933295,,,,Hotaru Yamaguchi,5694.0,,,,,Free Kick,1,From Free Kick,Salif Sané,5664.0,Right Center Back,5,Hannover 96,178,['07a99701-16f9-4582-8f48-9a7973dc435f'],8,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:08.128,Pass,
,,,,,,,,,,,,,,,,,,0.885607,,,,,,,,,,,,,8c522118-a961-41e6-abdf-681530880fe5,50,,"[56.8, 41.2]",3890460,1,,,,2.8501358,,Right Foot,,,"[46.8, 44.2]",,Ground Pass,,10.440307,,,,Salif Sané,5664.0,,,,,,1,From Free Kick,Hotaru Yamaguchi,5694.0,Right Defensive Midfield,5,Hannover 96,178,['74a2abcd-5801-4e14-977a-82dafe7b57cf'],8,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:08.875,Pass,
,,,,,,,,,,,,,,,,,,1.440238,,,,,,,,,,,,,40eace99-bae3-4bb2-9d60-87acd868ec7a,54,,"[45.8, 44.6]",3890460,1,,,,-1.899639,,Right Foot,,,"[38.6, 23.5]",,Ground Pass,,22.294619,,,,Christian Schulz,400614.0,,,,,,1,From Free Kick,Salif Sané,5664.0,Right Center Back,5,Hannover 96,178,"['4bba1e4b-fb52-414c-b117-55ddf6409d2d', 'e79a27fe-03e6-476e-83d5-24ca32c3c436']",10,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:10.149,Pass,True
,,,,,,,,,,,,,,,,,,1.570751,,,,,,,,,,,,,3535d549-3086-4160-9c27-f7bd0d539b20,60,,"[50.2, 6.7]",3890460,1,,,,1.1058028,,Left Foot,,,"[65.1, 36.4]",,Ground Pass,,33.228,,,,Iver Tobias Rørvik Fossum,13125.0,,,,,Free Kick,1,From Free Kick,Christian Schulz,400614.0,Left Center Back,6,Hannover 96,178,['f75a3931-0eba-468f-b014-02221a9ff7ec'],28,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:28.033,Pass,
,,,,,,,,,,,,,,,,,,2.595546,,,,,,,,,,,,,6a85a9af-69aa-4b50-9b56-7a6bd7f1daf0,66,,"[43.0, 40.4]",3890460,1,,,,-0.4585282,,Right Foot,,,"[66.5, 28.8]",,High Pass,,26.20706,,Incomplete,,Hotaru Yamaguchi,5694.0,,,,,Recovery,1,From Free Kick,Salif Sané,5664.0,Right Center Back,6,Hannover 96,178,"['11ad344e-3091-4989-bf8e-3b695f172e33', '67566849-8548-4f66-9644-b441817f8360']",31,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:31.970,Pass,
,,,,,,,,,,,,,,,,,,1.356174,,,,,,,,,,,,,d841ff3d-942d-4cd9-b07a-f6d079128f08,70,,"[63.3, 20.7]",3890460,1,,,,1.0091728,,Right Foot,,,"[68.9, 29.6]",,Ground Pass,,10.515227,,,,Hotaru Yamaguchi,5694.0,,,,,Recovery,1,From Free Kick,Hiroshi Kiyotake,38524.0,Right Center Forward,6,Hannover 96,178,"['75840cb8-ba93-49a2-a54d-8a9fb5eb097a', '9bd4865f-52cf-4861-8659-0ce994870a09']",36,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:36.305,Pass,True
,,,,,,,,,,,,,,,,,,0.81552,,,,,,,,,,,,,b921c763-b93f-488a-b0ce-91e72d2f9e10,74,,"[68.1, 29.0]",3890460,1,,,,0.8834434,,Right Foot,,,"[79.1, 42.4]",,Ground Pass,,17.336666,,,,Kenan Karaman,8541.0,,,,,,1,From Free Kick,Hotaru Yamaguchi,5694.0,Right Defensive Midfield,6,Hannover 96,178,['aea9d933-ee30-4de2-8475-daaf5c3156a0'],38,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:38.600,Pass,
,,,,,,,,,,,,,,,,,,0.639125,,,,,,,,,,,,,553075c8-9982-4dd0-9ac9-95f7b5594c61,78,,"[87.8, 44.6]",3890460,1,,,,0.9473655,,Right Foot,,,"[94.2, 53.5]",,Ground Pass,,10.962208,,,,Iver Tobias Rørvik Fossum,13125.0,,,,,,1,From Free Kick,Kenan Karaman,8541.0,Right Midfield,6,Hannover 96,178,['c8fa04c4-be58-4cb9-9c6c-f40173930097'],42,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:42.049,Pass,
,,,,,,,,,,,,,,,,,,0.856458,,,,,,,,,,,,,f0430e84-74a3-4d9b-a516-518d43e23426,83,,"[17.5, 19.2]",3890460,1,,,,-0.048155513,,Left Foot,,,"[34.1, 18.4]",,Ground Pass,,16.619267,,,,Filip Kostić,5591.0,,,,,,1,From Free Kick,Emiliano Adrián Insúa Zapata,12626.0,Left Back,6,Hannover 96,178,['8b361525-71e3-4708-8f2d-9ebacc6baccc'],44,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:44.725,Pass,
,,,,,,,,,,,,,,,,,,0.697666,,,,,,,,,,,,,12ff8049-4263-451a-93a5-ad8398257897,89,,"[80.7, 71.5]",3890460,1,,,,-1.5381992,,Right Foot,,,"[81.3, 53.1]",,Ground Pass,,18.40978,,,,Hiroshi Kiyotake,38524.0,,,,,,1,From Free Kick,Hotaru Yamaguchi,5694.0,Right Defensive Midfield,6,Hannover 96,178,['af333044-484c-4f66-8664-ffdf063ab600'],49,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:49.647,Pass,
,,,,,,,,,,,,,,,,,,0.910083,,,,,,,,,,,,,2705ce4b-ea8d-4b8e-aa3a-1c5b3b4bcae4,91,,"[81.3, 52.7]",3890460,1,,,,2.1674566,,Right Foot,,,"[74.1, 63.3]",,Low Pass,,12.8140545,,,,Andre Hoffmann,12294.0,,,,,,1,From Free Kick,Hiroshi Kiyotake,38524.0,Right Center Forward,6,Hannover 96,178,['61e8669a-151c-48be-8998-b329e414f7de'],50,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:50.345,Pass,
,,,,,,,,,,,,,,,,,,0.935207,,,,,,,,,,,,,0904075f-3884-4753-9a0c-305a473f5bdd,95,,"[73.7, 64.7]",3890460,1,,,,1.3938061,,Right Foot,,,"[75.9, 77.0]",,Ground Pass,,12.495199,,,,Hiroki Sakai,3530.0,,,,,,1,From Free Kick,Andre Hoffmann,12294.0,Left Defensive Midfield,6,Hannover 96,178,['85564a27-48d5-4301-b6b8-2a3d25a078e9'],53,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:53.721,Pass,
,,,,,,,,,,,,,,,,,,0.718121,,,,,,,,,,,,,59b1f1af-29d9-4c81-a00f-1ba87977a792,98,,"[75.7, 74.6]",3890460,1,,,,-0.9151007,,Right Foot,,,"[80.7, 68.1]",,Ground Pass,,8.20061,,,,Hiroshi Kiyotake,38524.0,,,,,,1,From Free Kick,Hiroki Sakai,3530.0,Right Back,6,Hannover 96,178,['45f7aadc-a1dd-4a58-a226-616d4db8d2ab'],56,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:56.174,Pass,
,,,,,,,,,,,,,,,,,,1.140143,,,,,,,,,,,,,cb41781a-6698-4665-a40c-06a496a26d39,100,,"[79.9, 69.7]",3890460,1,,,,2.7332246,,Right Foot,,,"[69.5, 74.2]",,Ground Pass,,11.331814,,,,Hiroki Sakai,3530.0,,,,,,1,From Free Kick,Hiroshi Kiyotake,38524.0,Right Center Forward,6,Hannover 96,178,['1db26828-5af6-4562-a574-1bfa40871007'],56,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:56.892,Pass,
,,,,,,,,,,,,,,,,,,1.355912,,,,,,,,,,,,,8dec86d8-4bed-4b5d-a4ef-9fdb62d988ab,103,,"[68.1, 74.2]",3890460,1,,,,-3.0615501,,Right Foot,,,"[49.4, 72.7]",,Ground Pass,,18.760063,,,,Salif Sané,5664.0,,,,,,1,From Free Kick,Hiroki Sakai,3530.0,Right Back,6,Hannover 96,178,['4e74a6d6-8503-4115-92f9-db815294b05a'],58,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:58.032,Pass,
,,,,,,,,,,,,,,,,,,0.775402,,,,,,,,,,,,,d9143c39-f3d8-4bfb-8799-ca48aa36adf3,106,,"[49.6, 72.7]",3890460,2,,,,-0.3006764,,Right Foot,,,"[62.5, 68.7]",,Ground Pass,,13.505924,,,,Andre Hoffmann,12294.0,,,,,,1,From Free Kick,Salif Sané,5664.0,Right Center Back,6,Hannover 96,178,['3dfe2286-1ea1-41f5-932e-110489c5ef36'],1,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:01.731,Pass,
,,,,,,,,,,,,,,,,,,1.499379,,,,,,,,,,,,,cb7beecc-4c32-4a49-b3a5-2300cc5f6045,109,,"[63.1, 70.9]",3890460,2,,,,3.1415927,,Left Foot,,,"[45.8, 70.9]",,Ground Pass,,17.3,,,,Salif Sané,5664.0,,,,,,1,From Free Kick,Andre Hoffmann,12294.0,Left Defensive Midfield,6,Hannover 96,178,"['a8be22f5-16ac-4797-9bfe-d1e04b6a2568', 'b0347490-9acd-40d5-8d9b-13eb6cc00f8c']",2,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:02.507,Pass,True
,,,,,,,,,,,,,,,,,,1.125277,,,,,,,,,,,,,bcf93e74-3f7d-47b0-97a4-b182ab93a1b1,112,,"[44.4, 73.4]",3890460,2,,,,-0.050237026,,Right Foot,,,"[62.3, 72.5]",,Ground Pass,,17.922611,,,,Iver Tobias Rørvik Fossum,13125.0,,,,,,1,From Free Kick,Salif Sané,5664.0,Right Center Back,6,Hannover 96,178,['e51541e8-7537-4476-9403-3bae65861aa3'],5,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:05.970,Pass,
,,,,,,,,,,,,,,,,,,1.212216,,,,,,,,,,,,,dc4a642f-566d-40d1-b628-6d7ca722489a,114,,"[62.5, 72.3]",3890460,2,,,,-3.0167227,,Right Foot,,,"[38.6, 69.3]",,Ground Pass,,24.08755,,,,Salif Sané,5664.0,,,,,,1,From Free Kick,Iver Tobias Rørvik Fossum,13125.0,Left Center Forward,6,Hannover 96,178,['ba3d0a7f-a708-4020-b7e5-64a147e733d1'],7,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:07.095,Pass,
,,,,,,,,,,,,,,,,,,2.262753,,,,,,,,,,,,,d9880d05-11a1-42f2-a1e7-a01aa0d67653,117,,"[38.6, 53.3]",3890460,2,,,,-1.5529411,,Right Foot,,,"[39.2, 19.7]",,Ground Pass,,33.60536,,,,Christian Schulz,400614.0,,,,,,1,From Free Kick,Salif Sané,5664.0,Right Center Back,6,Hannover 96,178,['98930b54-60f1-41d2-a5e1-5d78e37c8a62'],12,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:12.600,Pass,
,,,,,,,,,,,,,,,,,,3.418022,,,,,,,,,,,,,ea6930c6-e37a-48d9-ae22-ce01a5e548ca,121,,"[46.4, 6.9]",3890460,2,,,,0.032377347,,Left Foot,,,"[95.8, 8.5]",,High Pass,,49.425903,,,,Marius Wolf,9410.0,,,,,,1,From Free Kick,Christian Schulz,400614.0,Left Center Back,6,Hannover 96,178,['468d604e-7b37-48fa-92a6-a1611a845acf'],16,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:16.729,Pass,
,,,,,,,,,,,,,,,,,,1.257286,,,,,,,,,,,,,b010cf3d-5d90-4962-a91b-16e5cd32aa8e,126,,"[104.4, 0.1]",3890460,2,,,,1.2449973,,,,,"[111.9, 22.3]",,High Pass,,23.432669,,,,Hiroshi Kiyotake,38524.0,,,,,Throw-in,1,From Throw In,Oliver Sorg,12316.0,Left Back,7,Hannover 96,178,['4ab4b05e-a749-4dde-9c27-ef19b15c472c'],29,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:29.087,Pass,
