50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.8479,,,,,,,,,,,,c702e80e-6e96-4921-96dc-d96e7af481fd,38,,"[50.4, 50.6]",3890336,0,,,,-2.1171563,,Right Foot,,,,"[41.4, 35.8]",,Ground Pass,,17.321663,,,,,Joël Andre Job Matip,3502.0,,,,,,,1,Regular Play,Johannes Geis,6717.0,Right Defensive Midfield,4,Schalke 04,181,['0ee9c250-1e69-484c-8867-700c461a9058'],26,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:26.771,Pass,
,,,,,,,,,,,,,,,,1.145834,,,,,,,,,,,,4bb40181-9c14-496b-a3ca-7d04af9df7db,41,,"[41.4, 35.8]",3890336,0,,,,-0.249736,,Right Foot,,,,"[66.1, 29.5]",,Ground Pass,,25.490782,,,,,Max Meyer,8508.0,,,,,,,1,Regular Play,Joël Andre Job Matip,3502.0,Left Center Back,4,Schalke 04,181,['0f903458-6224-4033-901e-9b8812f76b19'],28,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:28.657,Pass,
,,,,,,,,,,,,,,,,3.730329,,,,,,,,,,,,4750cbfb-7524-43c8-8939-ec23e0cde269,45,,"[69.5, 30.2]",3890336,0,,,,-0.8055567,,Right Foot,,,,"[93.8, 4.9]",,Ground Pass,,35.079624,,,Incomplete,,Dennis Aogo,8958.0,,,,,,,1,Regular Play,Max Meyer,8508.0,Left Midfield,4,Schalke 04,181,"['271a2440-4780-483e-977b-e52b7599e2c1', 'd9277203-d4fe-4a21-b932-d72237eb64aa']",30,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:30.797,Pass,
,,,,,,,,,,,,,,,,2.774203,,,,,,,,,,,,5723c2bb-5f6f-40a6-aec1-606adc9b5fd0,52,,"[30.2, 64.5]",3890336,1,,,,0.21912237,,Right Foot,,,,"[76.9, 74.9]",,High Pass,,47.844017,,,,,Vedad Ibišević,8571.0,,,,,,Free Kick,1,From Free Kick,Mitchell Weiser,8576.0,Right Back,6,Hertha Berlin,173,['f24cfac3-a8f4-48bb-8742-af513ae03431'],0,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:00.169,Pass,
,,,,,,,,,,,,,,,,3.372003,,,,,,,,,,,,660cafd3-ebb4-4022-8bd1-ec77bbabaacb,56,,"[40.8, 7.6]",3890336,1,,,,2.5116465,,Left Foot,,,,"[9.8, 30.2]",,Ground Pass,,38.363525,,,,,Ralf Fährmann,8517.0,,,,,,Recovery,1,Regular Play,Dennis Aogo,8958.0,Left Back,7,Schalke 04,181,['72fea5b9-3770-42e9-8c94-da141cbf0bff'],4,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:04.281,Pass,
,,,,,,,,,,,,,,,,1.560676,,,,,,,,,,,,b7216817-2931-471d-935e-df801c854f5d,58,,"[10.4, 30.2]",3890336,1,,,,-0.8787589,,Right Foot,,,,"[22.5, 15.6]",,Ground Pass,,18.962332,,,,,Joël Andre Job Matip,3502.0,,,,,,,1,Regular Play,Ralf Fährmann,8517.0,Goalkeeper,7,Schalke 04,181,['73e5643d-2b5d-41dc-be14-4acb9fd91db5'],7,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:07.653,Pass,
,,,,,,,,,,,,,,,,1.342164,,,,,,,,,,,,1a77f5ec-9055-4812-ad48-c6bff2d27fed,61,,"[22.8, 16.2]",3890336,1,,,,1.2733235,,Right Foot,,,,"[27.0, 29.9]",,Ground Pass,,14.329341,,,,,Johannes Geis,6717.0,,,,,,,1,Regular Play,Joël Andre Job Matip,3502.0,Left Center Back,7,Schalke 04,181,['192d1f0c-3dfc-4a5e-8105-c05e6a1f605d'],10,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:10.123,Pass,
,,,,,,,,,,,,,,,,0.990211,,,,,,,,,,,,fea9daa7-5605-4fbe-b2a0-4ec46d5449d8,64,,"[36.1, 33.3]",3890336,1,,,,-0.495383,,Right Foot,,,,"[48.5, 26.6]",,Ground Pass,,14.094325,,,,,Leon Goretzka,6324.0,,,,,,,1,Regular Play,Johannes Geis,6717.0,Right Defensive Midfield,7,Schalke 04,181,['f55f8d44-6d40-4325-af89-fc990182ec46'],14,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:14.204,Pass,
,,,,,,,,,,,,,,,,1.547679,,,,,,,,,,,,a9491f3b-4207-420d-9ea4-c2ea61e8e75a,67,,"[47.7, 26.0]",3890336,1,,,,-1.3496227,,Left Foot,,,,"[51.5, 9.1]",,Ground Pass,,17.32195,,,,,Joël Andre Job Matip,3502.0,,,,,,,1,Regular Play,Leon Goretzka,6324.0,Left Defensive Midfield,7,Schalke 04,181,['e241b9b5-b49f-438b-989f-d2c7de05f690'],15,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:15.957,Pass,
,,,,,,,,,,,,,,,,3.756392,,,,,,,,,,,,055f6e22-0d52-493c-9c35-cca2c1ac6eab,70,,"[63.6, 15.9]",3890336,1,,,,-0.14090401,,Right Foot,,,,"[120.0, 7.9]",,High Pass,,56.96455,,,Out,,Franco Matías Di Santo,8512.0,,,,,,,1,Regular Play,Joël Andre Job Matip,3502.0,Left Center Back,7,Schalke 04,181,['f222b894-78b9-4913-b55c-1560245281be'],20,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:20.736,Pass,
,,,,,,,,,,,,,,,,1.999999,,,,,,,,,,,,c793cff3-db1e-4cd5-ae1f-21a2fb12f3f1,72,,"[6.0, 44.0]",3890336,1,True,,,-1.4576453,,Right Foot,,,,"[10.0, 8.8]",,Ground Pass,,35.426544,,,,,Fabian Lustenberger,8965.0,,,,,,Goal Kick,1,From Goal Kick,Rune Almenning Jarstein,8577.0,Goalkeeper,8,Hertha Berlin,173,['d10867b7-c55e-4e73-aa2e-03ea8c5c7206'],36,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:36.585,Pass,
,,,,,,,,,,,,,,,,2.719801,,,,,,,,,,,,d6fedb2e-46d5-4eea-b5de-d0f4e8f337d4,74,,"[15.3, 5.5]",3890336,1,,,,0.3291396,,Left Foot,,,,"[63.9, 22.1]",,High Pass,,51.356792,,,Incomplete,,Salomon Armand Magloire Kalou,8575.0,,,,,,,1,From Goal Kick,Fabian Lustenberger,8965.0,Left Center Back,8,Hertha Berlin,173,"['a1d87480-337a-4e0e-b20f-bb9c33abb067', 'eb02f086-3a33-4c17-b1d3-6696510b1909']",39,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:39.889,Pass,
,,,,,,,,,,,,,,,,1.802466,,,,,,,,,,,,a1d87480-337a-4e0e-b20f-bb9c33abb067,77,,"[56.2, 58.0]",3890336,1,,,True,0.6365082,,,,,,"[74.6, 71.6]",,High Pass,,22.88056,,,Incomplete,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,Recovery,1,From Goal Kick,Benedikt Höwedes,7016.0,Right Center Back,8,Hertha Berlin,173,"['23e26ab6-6159-46be-b90a-3b0eacc49149', '8cff17f7-22f0-4950-ae91-229d80d69fcb', 'c8cfa516-a54e-491b-bbc7-44d2934b7bf2', 'd6fedb2e-46d5-4eea-b5de-d0f4e8f337d4']",42,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:42.609,Pass,True
,,,,,,,,,,,,,,,,1.193475,,,,,,,,,,,,23e26ab6-6159-46be-b90a-3b0eacc49149,79,,"[45.5, 8.5]",3890336,1,,,,0.13301279,,Head,,,,"[59.7, 10.4]",,High Pass,,14.326549,,,Incomplete,,Tolga Ciğerci,30439.0,,,,,,Recovery,1,From Goal Kick,Marvin Plattenhardt,5569.0,Left Back,8,Hertha Berlin,173,"['2205689a-6bff-4e78-b719-18f9de0e74a9', 'a1d87480-337a-4e0e-b20f-bb9c33abb067', 'c094e199-6d07-4f05-9c4f-16963594a0f8']",44,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:44.411,Pass,
,,,,,,,,,,,,,,,,1.698355,,,,,,,,,,,,b655a41f-e651-4b81-9257-66fe2a26e578,82,,"[55.9, 0.1]",3890336,1,,,,1.0456322,,,,,,"[68.3, 21.5]",,High Pass,,24.732973,,,,,Vedad Ibišević,8571.0,,,,,,Throw-in,1,From Throw In,Marvin Plattenhardt,5569.0,Left Back,9,Hertha Berlin,173,['01a470f6-d178-43de-9d4e-5a5788e22ea1'],58,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:58.816,Pass,
,,,,,,,,,,,,,,,,1.367838,,,,,,,,,,,,48e2a532-064f-4211-8d8b-f2f9280e9678,88,,"[55.4, 54.7]",3890336,2,,,,-0.69589436,,Right Foot,,,,"[63.9, 47.6]",,Ground Pass,,11.075197,,,,,Leon Goretzka,6324.0,,,,,,Free Kick,1,From Free Kick,Johannes Geis,6717.0,Right Defensive Midfield,10,Schalke 04,181,['e63375b9-6e4a-4225-b28f-1be1ba8c640d'],21,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:21.057,Pass,
,,,,,,,,,,,,,,,,0.840731,,,,,,,,,,,,fcad89a5-4a8c-419c-b757-3ef7c3b9dce9,90,,"[63.9, 47.6]",3890336,2,,,,2.7583084,,Right Foot,,,,"[51.5, 52.6]",,Ground Pass,,13.370116,,,,,Johannes Geis,6717.0,,,,,,,1,From Free Kick,Leon Goretzka,6324.0,Left Defensive Midfield,10,Schalke 04,181,['0a509f03-57a9-4757-975c-3e27d5cf42b9'],22,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:22.425,Pass,
,,,,,,,,,,,,,,,,3.734737,,,,,,,,,,,,f588e6ad-6103-403d-97e2-4891b2f3832d,93,,"[53.9, 52.6]",3890336,2,,,,0.31514832,,Right Foot,,,,"[113.1, 71.9]",,High Pass,,62.266605,,,,,Sascha Riether,25003.0,,,,,,,1,From Free Kick,Johannes Geis,6717.0,Right Defensive Midfield,10,Schalke 04,181,['5dcec5c3-25fd-4438-b5d6-884d2b7a0f4f'],25,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:25.287,Pass,
,,,,,,,,,,,,,,,,1.095237,,,,,,,,,,,,2267b0df-b539-434e-aea3-166602b3e37a,95,,"[112.8, 71.6]",3890336,2,,,,-1.5707964,,Right Foot,True,,,"[112.8, 48.5]",,Low Pass,,23.1,,,,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,,1,From Free Kick,Sascha Riether,25003.0,Right Back,10,Schalke 04,181,['15fa99bd-459c-4034-ab53-6194fa690d30'],29,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:29.022,Pass,
,,,,,,,,,,,,,,,,3.175693,,,,,,,,,,,,9a174e91-1da9-4001-b85b-e6075689495e,102,,"[16.5, 42.9]",3890336,2,,,,-0.32322764,,Right Foot,,,,"[77.4, 22.5]",,High Pass,,64.22593,,,Incomplete,,Vedad Ibišević,8571.0,,,,,,,1,Regular Play,Rune Almenning Jarstein,8577.0,Goalkeeper,11,Hertha Berlin,173,"['481d364a-d931-486e-8584-d572fca646dc', '82df28b4-e96e-42cd-a4e7-77473aea8344']",46,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:46.986,Pass,
,,,,,,,,,,,,,,,,1.683979,,,,,,,,,,,,82df28b4-e96e-42cd-a4e7-77473aea8344,105,,"[42.7, 57.6]",3890336,2,,,True,-0.112851806,,,,,,"[57.7, 55.9]",,Low Pass,,15.096026,,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Benedikt Höwedes,7016.0,Right Center Back,11,Hertha Berlin,173,"['9a174e91-1da9-4001-b85b-e6075689495e', 'a80ee32c-43e2-4f2e-aa8c-869ab490312c', 'bbfe6bb2-440a-468d-accd-e474d5b99e58']",50,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:50.162,Pass,True
,,,,,,,,,,,,,,,,1.611247,,,,,,,,,,,,a80ee32c-43e2-4f2e-aa8c-869ab490312c,106,,"[62.4, 24.2]",3890336,2,,,,-1.6828253,,Right Foot,,,,"[60.6, 8.2]",,Ground Pass,,16.100931,,,,,Marvin Plattenhardt,5569.0,,,,,,Recovery,1,Regular Play,Per Ciljan Skjelbred,8578.0,Right Defensive Midfield,11,Hertha Berlin,173,"['82df28b4-e96e-42cd-a4e7-77473aea8344', '90e46e7f-4f29-45b2-ab06-61ca1065f956']",51,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:51.846,Pass,
,,,,,,,,,,,,,,,,0.90462,,,,,,,,,,,,5407b1a1-b77a-47f0-9612-c32d5f74828e,108,,"[60.6, 7.9]",3890336,2,,,,-0.27384204,,Left Foot,,,,"[78.4, 2.9]",,Ground Pass,,18.488916,,,,,Tolga Ciğerci,30439.0,,,,,,,1,Regular Play,Marvin Plattenhardt,5569.0,Left Back,11,Hertha Berlin,173,['a708434f-a5df-42d6-873a-57aa31d0b4ce'],53,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:53.457,Pass,
