50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.525197,,,,,,,,,,,,,,9cdb7133-dda6-40c3-957e-750cc7c14ebb,80,,,"[80.4, 15.9]",3890391,2,,,,,1.0255692,,Right Foot,,,,"[84.1, 22.0]",Low Pass,,7.1344237,,,Philipp Hosiner,10902.0,,,,,,1,From Keeper,Leonardo Bittencourt,8826.0,Left Midfield,8,FC Köln,186,['24f5cd12-4966-4064-9286-fc9f3939776f'],8,,,,,,,,,,,,,,,,,FC Köln,186,00:02:08.236,Pass,
,,,,,,,,,,,,,,,,,,2.012009,,,,,,,,,,,,,,ca1e6073-58bc-48e5-b2af-a779793dc522,83,,,"[88.5, 22.6]",3890391,2,,,,,1.1891562,,Right Foot,,,,"[100.7, 53.0]",Ground Pass,,32.75668,,,Leonardo Bittencourt,8826.0,,,,,,1,From Keeper,Philipp Hosiner,10902.0,Right Center Forward,8,FC Köln,186,['25ccaa60-4eed-4dbb-b91d-95e0102b11a5'],10,,,,,,,,,,,,,,,,,FC Köln,186,00:02:10.336,Pass,
,,,,,,,,,,,,,,,,,,0.809076,,,,,,,,,,,,,,3a278b28-c664-4310-968b-ee125d69b20c,86,,,"[110.0, 56.0]",3890391,2,,,,,-2.252567,dffe8cc3-f8a9-4e3a-bef2-88b4558b8ede,Right Foot,,,,"[104.4, 49.1]",Ground Pass,,8.886507,,,Anthony Modeste,23486.0,True,,,,,1,From Keeper,Leonardo Bittencourt,8826.0,Left Midfield,8,FC Köln,186,['424ff650-3083-4062-8971-7d188ef7dec7'],13,,,,,,,,,,,,,,,,,FC Köln,186,00:02:13.482,Pass,
,,,,,,,,,,,,,,,,,,0.54553,,,,,,,,,,,,,,cf46ad5f-cb4d-4483-aefc-38f471e66b55,99,,,"[102.5, 56.0]",3890391,4,,,,,-1.5707964,,Right Foot,,,,"[102.5, 53.8]",Ground Pass,,2.2,,,Leonardo Bittencourt,8826.0,,,,,Free Kick,1,From Free Kick,Marcel Risse,8823.0,Right Back,9,FC Köln,186,['8d34c488-5930-425f-8d95-a810ddc5ddc6'],36,,,,,,,,,,,,,,,,,FC Köln,186,00:04:36.339,Pass,
,,,,,,,,,,,,,,,,,,0.354243,,,,,,,,,,,,,,952e163f-d01a-4fcb-870e-29895fed6f64,101,,,"[102.5, 53.8]",3890391,4,,True,,,1.3258177,0569fdbe-35c1-4134-9d9f-a11644914f86,Right Foot,,,,"[102.8, 55.0]",Ground Pass,,1.2369317,,,Marcel Risse,8823.0,True,,,,,1,From Free Kick,Leonardo Bittencourt,8826.0,Left Midfield,9,FC Köln,186,['83dc7cfa-1edb-44c7-b868-27f00c1030d4'],36,,,,,,,,,,,,,,,,,FC Köln,186,00:04:36.931,Pass,
,,,,,,,,,,,,,,,,,,1.48012,,,,,,,,,,,,,,e12cdfdb-60c3-421a-ae39-37ab9a1822a7,107,,,"[3.5, 21.7]",3890391,4,,,,,-0.1581509,,Left Foot,,,,"[26.7, 18.0]",High Pass,,23.49319,Incomplete,,,,,,,,,1,From Free Kick,Paul Verhaegh,8237.0,Right Back,9,FC Köln,186,['e8f3786e-63a0-49cd-8bcb-9bc5be1a8358'],40,,,,,,,,,,,,,,,,,Augsburg,172,00:04:40.862,Pass,
,,,,,,,,,,,,,,,,,,3.708635,,,,,,,,,,,,,,e8f3786e-63a0-49cd-8bcb-9bc5be1a8358,108,,,"[93.4, 62.1]",3890391,4,,True,,,1.8107625,,Head,,,,"[91.1, 71.5]",High Pass,,9.677293,,,Matthias Lehmann,8827.0,,,,,Recovery,1,Regular Play,Marcel Risse,8823.0,Right Back,10,FC Köln,186,"['d53a3c31-5e6a-4c6d-bb61-822633408f3b', 'e12cdfdb-60c3-421a-ae39-37ab9a1822a7']",42,,,,,,,,,,,,,,,,,FC Köln,186,00:04:42.342,Pass,
,,,,,,,,,,,,,,,,,,1.826241,,,,,,,,,,,,,,779b58fd-7e0e-48cd-a081-04c002e4f6f1,111,,,"[79.2, 45.2]",3890391,4,,,,,-1.6654844,,Right Foot,,,,"[77.5, 27.3]",High Pass,,17.980545,,,Kevin Vogt,8397.0,,,,,,1,Regular Play,Matthias Lehmann,8827.0,Right Defensive Midfield,10,FC Köln,186,['94eba4bb-9fbb-4408-9ccd-dfceb780d5cc'],46,,,,,,,,,,,,,,,,,FC Köln,186,00:04:46.051,Pass,
,,,,,,,,,,,,,,,,,,1.632051,,,,,,,,,,,,,,a1ca95f0-34ec-4f76-868f-b31c8869128c,116,,,"[80.8, 26.9]",3890391,4,,,,,-0.7764432,,Right Foot,,,,"[97.7, 10.3]",Ground Pass,,23.689028,,,Anthony Modeste,23486.0,,,,,,1,Regular Play,Kevin Vogt,8397.0,Left Defensive Midfield,10,FC Köln,186,"['68f93b31-0b0f-4172-9e26-ba896744f16c', 'b3959900-66a5-46f7-abe5-7c90ca7d29c4']",49,,,,,,,,,,,,,,,,,FC Köln,186,00:04:49.187,Pass,True
,,,,,,,,,,,,,,,,,,4.171567,,,,,,,,,,,,,,c9badcee-c61e-45c7-a3bf-dd751ce8069a,123,,,"[21.3, 74.1]",3890391,6,,,,,-0.07455667,,Right Foot,,,,"[86.9, 69.2]",High Pass,,65.782745,Injury Clearance,,,,,,,,,1,Other,Paul Verhaegh,8237.0,Right Back,11,Augsburg,172,,4,,,,,,,,,,,,,,,,,Augsburg,172,00:06:04.785,Pass,
,,,,,,,,,,,,,,,,,,1.348741,,,,,,,,,,,,,,03497c9f-a093-47bf-9e35-ab29cb68eb04,126,,,"[34.2, 12.9]",3890391,6,,,,,2.004602,,Left Foot,,,,"[27.9, 26.5]",Ground Pass,,14.988329,,,Dominik Maroh,11286.0,,,,,,1,Regular Play,Dominique Heintz,8828.0,Left Center Back,12,FC Köln,186,['b99ea809-e159-44a3-9139-d2b36df5b4f1'],10,,,,,,,,,,,,,,,,,FC Köln,186,00:06:10.455,Pass,
,,,,,,,,,,,,,,,,,,1.998395,,,,,,,,,,,,,,303132d5-9e6c-4409-bfb0-1e5c36a76dc9,129,,,"[27.2, 40.9]",3890391,6,,,,,1.3528382,,Right Foot,,,,"[33.8, 70.7]",Ground Pass,,30.522123,,,Marcel Risse,8823.0,,,,,,1,Regular Play,Dominik Maroh,11286.0,Right Center Back,12,FC Köln,186,['5efb163f-fa32-44ef-a9a9-c7a586c7866f'],13,,,,,,,,,,,,,,,,,FC Köln,186,00:06:13.127,Pass,
,,,,,,,,,,,,,,,,,,2.560888,,,,,,,,,,,,,,955a2709-2ad0-45e9-8dbe-cfa7129dc09b,132,,,"[38.7, 72.7]",3890391,6,,,,,-0.19902475,,Right Foot,,,,"[97.7, 60.8]",High Pass,,60.18812,Incomplete,,Philipp Hosiner,10902.0,,,,,,1,Regular Play,Marcel Risse,8823.0,Right Back,12,FC Köln,186,"['8d76431c-9504-4ffb-91df-7975e12bf849', 'db3bce3f-abae-4a88-a540-2edb426b5864']",16,,,,,,,,,,,,,,,,,FC Köln,186,00:06:16.663,Pass,
,,,,,,,,,,,,,,,,,,1.225905,,,,,,,,,,,,,,401de28a-3197-4c6b-96fc-c2e05d4054e0,137,,,"[5.5, 6.0]",3890391,6,,,,,0.14189705,,Left Foot,,,,"[21.6, 8.3]",High Pass,,16.263456,Incomplete,,Philipp Max,8319.0,,,,,,1,Regular Play,Ragnar Klavan,4174.0,Left Center Back,12,FC Köln,186,"['6e414cb4-43b6-4ff3-8e6b-dccc0990fad7', 'a30f762c-f0cd-488a-98a4-8994dcbcb17e']",22,,,,,,,,,,,,,,,,,Augsburg,172,00:06:22.618,Pass,
