bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.587652,,,,,,,,,,,,,c8f6dd6a-10db-47e5-b37e-799b1b13257d,16,,"[42.1, 27.3]",3890267,0,,,,0.11460353,,Head,,,"[56.0, 28.9]",,High Pass,13.991783,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Timm Klose,9461.0,Left Center Back,2,Eintracht Frankfurt,184,"['823ebf37-0727-4b44-8bdb-db8965b9e8c8', '898de4ed-5eca-4cae-a586-40d47f256653']",9,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:09.021,Pass,
,,,,,,,,,,,,,,,,,,,0.787912,,,,,,,,,,,,,9df4f51a-2a2e-44ff-8e7d-e40e2513399c,19,,"[68.2, 47.8]",3890267,0,,,,-0.20653607,,Right Foot,,,"[78.7, 45.6]",,Ground Pass,10.728001,,,,Haris Seferović,5543.0,,,,,,,1,From Kick Off,Marco Russ,8812.0,Right Defensive Midfield,2,Eintracht Frankfurt,184,['65fedde3-8f24-482e-be21-47b911534420'],11,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:11.645,Pass,
,,,,,,,,,,,,,,,,,,,0.647292,,,,,,,,,,,,,b4de0b9e-6549-4ee1-a68c-217d66591ad1,24,,"[81.0, 48.6]",3890267,0,,,,0.035279475,,Left Foot,,,"[89.5, 48.9]",,Ground Pass,8.505293,,Incomplete,,Stefan Aigner,21156.0,,,,,,,1,From Kick Off,Haris Seferović,5543.0,Right Center Forward,2,Eintracht Frankfurt,184,"['43086bbb-9c3f-4ac4-a270-0aaad7bd8b81', '5fbc0839-c9c1-4640-b6fe-0d50e68a2f1e', '72679bdd-2328-4c49-9e57-ade912a6abfe']",13,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:13.187,Pass,True
,,,,,,,,,,,,,,,,,,,0.998048,,,,,,,,,,,,,4945755a-44a1-425b-993c-00f2524135b3,29,,"[23.7, 27.9]",3890267,0,,,,-0.79570705,,Left Foot,,,"[28.5, 23.0]",,Ground Pass,6.8593,,Incomplete,,,,,,,,,,1,From Kick Off,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,2,Eintracht Frankfurt,184,"['c4ac1d68-89d0-41f8-af11-f96f3693857b', 'd5b467f1-5ec1-4a46-8489-8835b6ae4538']",15,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:15.111,Pass,True
,,,,,,,,,,,,,,,,,,,0.169145,,,,,,,,,,,,,27b83e43-49ee-401d-b04b-6000c07afc43,36,,"[86.1, 64.2]",3890267,0,,,,0.0,,Right Foot,,,"[90.2, 64.2]",,Low Pass,4.1,,Incomplete,,Makoto Hasebe,5681.0,,,,,,Recovery,1,From Kick Off,Marco Russ,8812.0,Right Defensive Midfield,2,Eintracht Frankfurt,184,"['ca418697-ba05-4673-8b21-4e006532d0f4', 'd358b699-56d4-427a-a4d8-5a153d160794']",22,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:22.362,Pass,
,,,,,,,,,,,,,,,,,,,1.027937,,,,,,,,,,,,,fe78863e-ca19-4df3-9a44-691f5b4370c9,40,,"[84.9, 61.0]",3890267,0,,,True,-0.9600704,,,,,"[89.8, 54.0]",,Low Pass,8.544589,,,,Stefan Aigner,21156.0,,,,,,Recovery,1,From Kick Off,Marco Russ,8812.0,Right Defensive Midfield,2,Eintracht Frankfurt,184,"['4edce770-e37b-4995-bc54-8704b38c93ae', 'ddc4bb8e-6f19-49af-b193-da1f9be94721']",23,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:23.676,Pass,True
,,,,,,,,,,,,,,,,,,,0.903101,,,,,,,,,,,,,d131357b-ad13-4a8b-a153-5ec9d4864017,42,,"[89.8, 54.0]",3890267,0,,,,1.1830894,,Right Foot,,,"[97.6, 73.1]",,Ground Pass,20.631287,,,,Makoto Hasebe,5681.0,,,,,,,1,From Kick Off,Stefan Aigner,21156.0,Right Midfield,2,Eintracht Frankfurt,184,['224d9f04-bb61-4642-aabb-142dc29b3899'],24,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:24.704,Pass,
,,,,,,,,,,,,,,,,,,,2.807579,,,,,,,,,,,,,d1ec5fc2-b858-44b9-8ab1-e9e4dba16e7f,44,,"[97.6, 73.1]",3890267,0,,,,-0.3613168,,Right Foot,,,"[114.8, 66.6]",,Ground Pass,18.387224,,,,Haris Seferović,5543.0,,,,,,,1,From Kick Off,Makoto Hasebe,5681.0,Right Back,2,Eintracht Frankfurt,184,['c20655a2-9a76-4f6b-bb74-731e2c046439'],25,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:25.607,Pass,
,,,,,,,,,,,,,,,,,,,0.710206,,,,,,,,,,,,,2363e155-2f51-4082-8694-3286e97eb0f6,48,,"[111.1, 68.2]",3890267,0,,,,-1.7607846,,Left Foot,True,,"[106.1, 42.2]",,High Pass,26.476404,,Incomplete,,,,,,,,,,1,From Kick Off,Haris Seferović,5543.0,Right Center Forward,2,Eintracht Frankfurt,184,['df9a5cd6-a461-429a-9f8e-da1e2108b592'],30,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:30.326,Pass,
,,,,,,,,,,,,,,,,,,,0.884853,,,,,,,,,,,,,0b3a69d6-5d42-4d92-b518-5fcd37fd79cf,50,,"[80.7, 59.0]",3890267,0,,,,-1.1437702,,Right Foot,,,"[89.3, 40.1]",,Ground Pass,20.764633,,,,Stefan Reinartz,400619.0,,,,,,Recovery,1,From Kick Off,Marco Russ,8812.0,Right Defensive Midfield,2,Eintracht Frankfurt,184,['71e90984-498d-4a62-8823-801698ab88ab'],32,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:32.651,Pass,
,,,,,,,,,,,,,,,,,,,2.532191,,,,,,,,,,,,,f0b1d57e-a961-4183-a180-2a0e32d83619,53,,"[89.3, 40.1]",3890267,0,,,,0.25889638,,Right Foot,,,"[111.2, 45.9]",,High Pass,22.655022,,Incomplete,,Stefan Aigner,21156.0,,,,,,,1,From Kick Off,Stefan Reinartz,400619.0,Left Defensive Midfield,2,Eintracht Frankfurt,184,"['789b1a98-38e9-4476-a512-19aa57d71911', 'b44b6901-2205-4fde-aaef-9140b0b102f5', 'e354907f-2264-422b-a8f3-94c41cfe58aa']",33,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:33.536,Pass,True
,,,,,,,,,,,,,,,,,,,1.224098,,,,,,,,,,,,,36d8e0e4-acbd-4aa6-893b-2704d9db5c0d,58,,"[105.2, 54.0]",3890267,0,,,,-0.7916093,,Head,,,"[113.2, 45.9]",,High Pass,11.384639,,Pass Offside,,Stefan Aigner,21156.0,,,,,,Recovery,1,From Kick Off,Haris Seferović,5543.0,Right Center Forward,2,Eintracht Frankfurt,184,['dcc2c8b7-d197-4be4-907d-a2ce341bdb5d'],38,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:38.527,Pass,
,,,,,,,,,,,,,,,,,,,3.652038,,,,,,,,,,,,,27355026-1999-44e3-b333-05d56ac237a5,60,,"[6.9, 34.2]",3890267,1,,,,0.55182254,,Left Foot,,,"[73.5, 75.2]",,High Pass,78.20844,,Incomplete,,Ivan Perišić,5474.0,,,True,,,Free Kick,1,From Free Kick,Koen Casteels,8240.0,Goalkeeper,3,Wolfsburg,179,"['3569aed4-bb05-45b3-b964-18110014be14', '39aab350-f87e-42fb-aaaa-736c7ff2ee46']",9,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:09.163,Pass,
,,,,,,,,,,,,,,,,,,,0.611314,,,,,,,,,,,,,39aab350-f87e-42fb-aaaa-736c7ff2ee46,62,,"[46.6, 4.9]",3890267,1,,,,0.7140907,,Head,,,"[57.1, 14.0]",,Low Pass,13.894604,,,,Takashi Inui,5687.0,,,,,,Recovery,1,From Counter,Bastian Oczipka,8504.0,Left Back,4,Eintracht Frankfurt,184,"['07f3ca47-b2a8-460b-911d-66b85137e0c8', '27355026-1999-44e3-b333-05d56ac237a5']",12,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:12.815,Pass,
,,,,,,,,,,,,,,,,,,,0.569186,,,,,,,,,,,,,1d6a8390-d676-491a-ba15-dabf6be41b0a,65,,"[57.1, 14.0]",3890267,1,,,,0.0,,Right Foot,,,"[76.6, 14.0]",,Ground Pass,19.5,,,,Luc Castaignos,7846.0,,,,,,,1,From Counter,Takashi Inui,5687.0,Left Midfield,4,Eintracht Frankfurt,184,['68737b6c-9119-446d-b990-16576ed6661e'],14,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:14.420,Pass,
,,,,,,,,,,,,,,,,,,,1.027014,,,,,,,,,,,,,03abcf9a-e426-4629-b50b-dd560892287b,68,,"[32.4, 59.9]",3890267,1,,,,0.09065989,,Right Foot,,,"[54.4, 61.9]",,Ground Pass,22.090721,,,,Josuha Guilavogui,8230.0,,,,,,Recovery,1,Regular Play,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,5,Wolfsburg,179,['c488cac1-0ebe-40fd-b186-b9d07e936dd1'],16,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:16.070,Pass,
,,,,,,,,,,,,,,,,,,,1.119794,,,,,,,,,,,,,b98f3611-e5d2-4c7c-b9b9-2dc88a0ed2dd,72,,"[54.4, 61.9]",3890267,1,,,,2.4216745,,Right Foot,,,"[41.4, 73.3]",,Ground Pass,17.29046,,,,Adelino André Vieira Freitas,10790.0,,,,,,,1,Regular Play,Josuha Guilavogui,8230.0,Right Defensive Midfield,5,Wolfsburg,179,"['41e204bc-0c7e-4514-85a2-15a812413d67', 'f7da8863-9303-4344-bc5a-576536e86b3c']",17,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:17.177,Pass,True
,,,,,,,,,,,,,,,,,,,3.894375,,,,,,,,,,,,,50a86779-2081-4721-b90f-83d4155ec628,76,,"[41.4, 73.3]",3890267,1,,,,0.06410125,,Right Foot,,,"[100.6, 77.1]",,High Pass,59.321835,,,,Ivan Perišić,5474.0,,,,,,,1,Regular Play,Adelino André Vieira Freitas,10790.0,Right Back,5,Wolfsburg,179,"['6671f977-6df7-4d78-b1de-a23c49e4f4c6', 'f40290bc-945e-4556-87e1-eaa1aa54d083']",19,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:19.095,Pass,True
,,,,,,,,,,,,,,,,,,,1.753966,,,,,,,,,,,,,eda8c605-cd5f-4d19-8853-ddde81052565,80,,"[106.0, 72.1]",3890267,1,,,,-1.3543994,,Left Foot,True,,"[114.2, 34.8]",,High Pass,38.190704,,Incomplete,,Kevin De Bruyne,3089.0,,,,,,,1,Regular Play,Ivan Perišić,5474.0,Right Wing,5,Wolfsburg,179,"['53342e0e-0c17-4a78-90a9-e8df577e7df4', 'da379ffe-cc1a-4337-8964-8049d4ae276d', 'f99629a1-e6a5-4481-ad8f-7645b648ad6a']",27,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:27.300,Pass,True
,,,,,,,,,,,,,,,,,,,1.330804,,,,,,,,,,,,,6e8200a9-3f2b-408a-ba20-e70ce10f9293,89,,"[12.9, 39.7]",3890267,1,,,,0.32414863,,Right Foot,,,"[25.4, 43.9]",,Ground Pass,13.186736,,,,Marco Russ,8812.0,,,,,,Recovery,1,Regular Play,Carlos Augusto Zambrano Ochandarte,36359.0,Right Center Back,6,Eintracht Frankfurt,184,"['b066eb6e-2f9e-4036-b4e8-dc06c74cf11e', 'c98adfff-e091-4aff-9750-19b11119af81']",33,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:33.488,Pass,True
,,,,,,,,,,,,,,,,,,,3.438191,,,,,,,,,,,,,0871cf8d-f01d-4d09-9345-8cd6c692f618,99,,"[22.5, 29.7]",3890267,1,,,,-1.7827058,,Right Foot,,,"[17.1, 4.6]",,Ground Pass,25.674307,,,,Bastian Oczipka,8504.0,,,,,,,1,Regular Play,David Ángel Abraham,8678.0,Left Center Back,6,Eintracht Frankfurt,184,"['0b3a124d-af71-4c0d-9d64-103186875bf3', '35c1a5e5-da99-4693-8104-886cfd757d82']",38,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:38.106,Pass,True
,,,,,,,,,,,,,,,,,,,2.645818,,,,,,,,,,,,,e6b194b0-f0bd-47f1-8f08-d02ce64124b8,101,,"[17.1, 4.6]",3890267,1,,,,0.15280786,,Left Foot,,,"[64.5, 11.9]",,High Pass,47.958836,,,,Luc Castaignos,7846.0,,,,,,,1,Regular Play,Bastian Oczipka,8504.0,Left Back,6,Eintracht Frankfurt,184,['4c37847b-6edf-42ed-a43b-3e2bf8b055e7'],41,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:41.544,Pass,
,,,,,,,,,,,,,,,,,,,1.27953,,,,,,,,,,,,,1fd66362-9ac8-4ef3-be4f-8391a00d6543,110,,"[93.8, 22.6]",3890267,1,,,,0.9464622,,Right Foot,,,"[112.1, 48.0]",,Ground Pass,31.30575,,Pass Offside,,Haris Seferović,5543.0,,,,,,,1,Regular Play,Luc Castaignos,7846.0,Left Center Forward,6,Eintracht Frankfurt,184,"['85eae062-f07b-4455-9e97-c7411dafb765', 'cc07257a-2a03-4f12-8134-62ddc5338a50', 'd5003a0a-ff90-4c20-9e2b-05cb11f055a0']",49,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:49.576,Pass,True
,,,,,,,,,,,,,,,,,,,2.532503,,,,,,,,,,,,,eda138ae-3c25-4f31-a325-04c2e09b54c4,112,,"[10.1, 32.7]",3890267,2,True,,,0.9502504,,Right Foot,,,"[32.9, 64.6]",,Ground Pass,39.21033,,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,Free Kick,1,From Free Kick,Koen Casteels,8240.0,Goalkeeper,7,Wolfsburg,179,['9f3f23fd-408a-4b08-a217-229b781b5ffe'],16,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:16.391,Pass,
,,,,,,,,,,,,,,,,,,,1.124566,,,,,,,,,,,,,f7de2158-bb9a-4d22-9ac4-6c09a0c06dcc,114,,"[32.9, 64.6]",3890267,2,,,,-2.5636907,,Right Foot,,,"[12.2, 51.1]",,Ground Pass,24.713154,,,,Koen Casteels,8240.0,,,,,,,1,From Free Kick,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,7,Wolfsburg,179,['030e486c-9ace-46ca-8920-a22069c36a63'],19,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:19.982,Pass,
,,,,,,,,,,,,,,,,,,,2.356395,,,,,,,,,,,,,a5678fe6-504d-43fa-833f-e2572d4e27a3,118,,"[11.8, 47.4]",3890267,2,,,,-1.1042473,,Left Foot,,,"[32.6, 6.1]",,High Pass,46.24208,,,,Ricardo Iván Rodríguez Araya,5544.0,,,True,,,,1,From Free Kick,Koen Casteels,8240.0,Goalkeeper,7,Wolfsburg,179,['5beb17ec-be24-4424-9380-91b1c0605837'],23,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:23.052,Pass,
,,,,,,,,,,,,,,,,,,,0.098337,,,,,,,,,,,,,4ddf2de1-9fa0-4256-83e3-d92a54c513c0,122,,"[32.4, 6.1]",3890267,2,,,,-0.24017102,,Left Foot,,,"[37.3, 4.9]",,Low Pass,5.0447993,,Incomplete,,,,,,,,,,1,From Free Kick,Ricardo Iván Rodríguez Araya,5544.0,Left Back,7,Wolfsburg,179,"['0d8c0f40-fd38-4557-b00d-9b9acba891cb', '6ec7be51-8096-44e0-bcd2-396ead04088e']",26,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:26.111,Pass,True
,,,,,,,,,,,,,,,,,,,1.88328,,,,,,,,,,,,,520c8205-d916-456f-9ad7-1eb4b4b43c4f,124,,"[37.3, 0.1]",3890267,2,,,,0.21427578,,,,,"[56.6, 4.3]",,High Pass,19.751709,,Incomplete,,Adelino André Vieira Freitas,10790.0,,,,,,Throw-in,1,From Throw In,Ricardo Iván Rodríguez Araya,5544.0,Left Back,8,Wolfsburg,179,"['1dcbe143-3227-4ca8-a341-83f0bf76afb7', '47789126-f448-4672-839a-1010fadcd6ca']",41,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:41.043,Pass,
,,,,,,,,,,,,,,,,,,,1.033023,,,,,,,,,,,,,1dcbe143-3227-4ca8-a341-83f0bf76afb7,126,,"[63.5, 75.8]",3890267,2,,,,-0.07878396,,Head,,,"[78.7, 74.6]",,Low Pass,15.247294,,,,Stefan Aigner,21156.0,,,,,,Recovery,1,From Throw In,Marco Russ,8812.0,Right Defensive Midfield,8,Wolfsburg,179,"['1871d331-842a-449c-9f6d-ff8f981ad044', '520c8205-d916-456f-9ad7-1eb4b4b43c4f']",42,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:42.926,Pass,
,,,,,,,,,,,,,,,,,,,1.711061,,,,,,,,,,,,,e5914276-050a-423a-9d48-cae3f957517e,132,,"[36.2, 6.6]",3890267,2,,,,1.7550795,,Left Foot,,,"[28.8, 46.3]",,Ground Pass,40.383785,,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,,1,From Throw In,Ricardo Iván Rodríguez Araya,5544.0,Left Back,8,Wolfsburg,179,"['877cd04b-053f-4439-977a-0ed9c6042725', 'ac10185a-2b31-4fb8-8a13-b02986cbf5c1']",45,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:45.964,Pass,True
