50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.715118,,,,,,,,,,,,60d0d206-228c-4844-b7c8-89dd7adae20d,17,,"[57.1, 78.7]",3890470,0,,,,,-0.32175055,,Right Foot,,,"[77.8, 71.8]",,High Pass,,21.819715,,,Incomplete,,Vedad Ibišević,8571.0,,,,,,1,From Kick Off,Peter Pekarík,9722.0,Right Back,2,Hertha Berlin,173,"['64f84714-04b5-479c-9d67-5c6dec3239c5', 'a4f58c8d-b5cb-4598-8549-ed917fcb1b01']",9,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:09.335,Pass,
,,,,,,,,,,,,,,,0.876824,,,,,,,,,,,,d2b1413e-9e82-418f-a362-d71363a222d2,22,,"[49.9, 13.3]",3890470,0,,,,,2.8150113,,Right Foot,,,"[43.7, 15.4]",,Low Pass,,6.545991,,,,,Marco Russ,8812.0,,,,,,1,Regular Play,Marco Jhonfai Fabián De La Mora,6317.0,Center Attacking Midfield,3,Eintracht Frankfurt,184,['5a404386-82e0-4a3d-b8a9-1e40aecc1d3c'],13,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:13.196,Pass,
,,,,,,,,,,,,,,,0.83038,,,,,,,,,,,,9540ae66-6872-4cc0-9933-c46e6e3bac4f,25,,"[43.7, 15.6]",3890470,0,,,,,-0.9581277,,Right Foot,,,"[53.4, 1.8]",,Ground Pass,,16.868017,,,,,Szabolcs Huszti,18888.0,,,,,,1,Regular Play,Marco Russ,8812.0,Right Defensive Midfield,3,Eintracht Frankfurt,184,['896bea68-c9dc-4e0a-90fd-66768cfa4f4a'],15,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:15.000,Pass,
,,,,,,,,,,,,,,,1.778567,,,,,,,,,,,,819985fd-a33d-492e-a294-48835d53dd00,29,,"[51.3, 2.8]",3890470,0,,,,,3.1258044,,Right Foot,,,"[32.3, 3.1]",,High Pass,,19.002369,,,,,Bastian Oczipka,8504.0,,,,,,1,Regular Play,Szabolcs Huszti,18888.0,Left Wing,3,Eintracht Frankfurt,184,"['c73f3dbe-e69b-42bd-8470-cdfb8e4abaca', 'ed186ba8-9fc5-43aa-97b6-14f0ddb0268d']",16,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:16.891,Pass,True
,,,,,,,,,,,,,,,3.377427,,,,,,,,,,,,1355f2dc-d468-4b2f-aa68-07b4b0a7673e,35,,"[31.1, 2.9]",3890470,0,,,,,0.4241504,,Right Foot,,,"[92.0, 30.4]",,High Pass,,66.821106,,,Incomplete,,Stefan Aigner,21156.0,,,,,Free Kick,1,From Free Kick,Lukáš Hrádecký,8667.0,Goalkeeper,4,Eintracht Frankfurt,184,"['7bbed746-ec87-41c4-881f-616654453493', 'b58408c8-21c6-4b6a-9ebb-72b2f755db9d']",42,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:42.576,Pass,
,,,,,,,,,,,,,,,2.032028,,,,,,,,,,,,d5074dd1-1a7b-474d-8ecd-931876d6df2d,38,,"[94.5, 22.7]",3890470,0,,,,,0.62722147,,Head,,,"[113.4, 36.4]",,High Pass,,23.343094,,,Incomplete,,Stefan Aigner,21156.0,,,,,Recovery,1,From Free Kick,Haris Seferović,5543.0,Center Forward,4,Eintracht Frankfurt,184,"['c92aa2fc-bdbf-475f-ad7e-1aded4d58210', 'ef2f273c-5a0d-4b98-ac88-9fd84616bff0']",48,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:48.414,Pass,
,,,,,,,,,,,,,,,1.748004,,,,,,,,,,,,c6aff6b4-ea76-4b88-bbe8-16725db3273d,42,,"[10.9, 43.9]",3890470,0,,,,,1.2058035,,Keeper Arm,,,"[20.3, 68.5]",,Ground Pass,,26.334768,,,,,Niklas Stark,8570.0,,,,,,1,From Keeper,Rune Almenning Jarstein,8577.0,Goalkeeper,5,Hertha Berlin,173,['398f04ca-dda6-4d4d-9790-09992119dfbc'],56,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:56.293,Pass,
,,,,,,,,,,,,,,,0.815858,,,,,,,,,,,,0a983c52-eebf-4c77-9a1f-2b4527cf1607,45,,"[27.9, 72.1]",3890470,0,,,,,0.51048833,,Right Foot,,,"[37.9, 77.7]",,Ground Pass,,11.461239,,,,,Peter Pekarík,9722.0,,,,,,1,From Keeper,Niklas Stark,8570.0,Right Center Back,5,Hertha Berlin,173,['b096bd86-6a39-40b9-82f8-716656330ebc'],59,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:59.872,Pass,
,,,,,,,,,,,,,,,1.163578,,,,,,,,,,,,2e9ae4b7-f064-4071-96ca-ddfcdee50dbf,48,,"[37.1, 77.7]",3890470,1,,,,,-2.4805496,,Right Foot,,,"[27.2, 70.0]",,Ground Pass,,12.541929,,,,,Niklas Stark,8570.0,,,,,,1,From Keeper,Peter Pekarík,9722.0,Right Back,5,Hertha Berlin,173,['6ebbe3df-fc4c-4693-b05a-06764b6a718f'],0,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:00.768,Pass,
,,,,,,,,,,,,,,,1.092013,,,,,,,,,,,,9b7cbc04-00c4-47cb-bbf1-4d52de896133,51,,"[27.2, 68.5]",3890470,1,,,,,-0.81654954,,Right Foot,,,"[44.3, 50.3]",,Ground Pass,,24.972986,,,,,Per Ciljan Skjelbred,8578.0,,,,,,1,From Keeper,Niklas Stark,8570.0,Right Center Back,5,Hertha Berlin,173,['2f76f2e7-123e-498e-b3d2-0b8e9bc83dc3'],5,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:05.176,Pass,
,,,,,,,,,,,,,,,1.338129,,,,,,,,,,,,b91551ac-2772-4ad5-b22e-437c54401e16,54,,"[44.1, 44.7]",3890470,1,,,,,-1.5973681,,Right Foot,,,"[43.3, 14.6]",,Ground Pass,,30.11063,,,,,John Anthony Brooks,12327.0,,,,,,1,From Keeper,Per Ciljan Skjelbred,8578.0,Right Defensive Midfield,5,Hertha Berlin,173,['b15f4a82-91b7-4f3f-a9a0-95897936698c'],7,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:07.825,Pass,
,,,,,,,,,,,,,,,2.24016,,,,,,,,,,,,e6e66abf-0933-4ff0-8aa6-43ac61ceb8d9,57,,"[43.9, 6.2]",3890470,1,,,,,2.6395552,,Left Foot,,,"[15.3, 21.9]",,Ground Pass,,32.62591,,,,,Rune Almenning Jarstein,8577.0,,,,,,1,From Keeper,John Anthony Brooks,12327.0,Left Center Back,5,Hertha Berlin,173,['7985b49a-fc4c-4261-8d6a-10021bf80e81'],10,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:10.486,Pass,
,,,,,,,,,,,,,,,2.282939,,,,,,,,,,,,69a269ab-7fc6-4896-9593-909cdbb37f14,60,,"[15.3, 25.9]",3890470,1,,,,,1.4185587,,Right Foot,,,"[20.9, 62.4]",,Ground Pass,,36.92709,,,,,Niklas Stark,8570.0,,,,,,1,From Keeper,Rune Almenning Jarstein,8577.0,Goalkeeper,5,Hertha Berlin,173,['4bb35554-ff98-4c42-90a2-0cdf2307bdb3'],15,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:15.518,Pass,
,,,,,,,,,,,,,,,1.067973,,,,,,,,,,,,9d68a3e5-94b9-446d-8448-5b8d21d49125,63,,"[31.8, 66.4]",3890470,1,,,,,-1.1860225,,Right Foot,,,"[36.7, 54.3]",,Ground Pass,,13.054502,,,,,Vladimír Darida,8579.0,,,,,,1,From Keeper,Niklas Stark,8570.0,Right Center Back,5,Hertha Berlin,173,['c0da39ed-bf6b-4fec-9e4f-03aa678b852a'],20,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:20.060,Pass,
,,,,,,,,,,,,,,,1.73201,,,,,,,,,,,,91d37efc-3809-4d2a-a7e6-666c40776c56,66,,"[33.5, 58.7]",3890470,1,,,,,1.4607168,,Right Foot,,,"[35.6, 77.7]",,Ground Pass,,19.1157,,,,,Niklas Stark,8570.0,,,,,,1,From Keeper,Vladimír Darida,8579.0,Left Defensive Midfield,5,Hertha Berlin,173,['decd9a2a-7a4c-493b-9d2b-c20bd7c6696b'],22,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:22.352,Pass,
,,,,,,,,,,,,,,,2.126698,,,,,,,,,,,,419cdbfd-373a-44e3-9812-022945c929af,69,,"[37.1, 77.0]",3890470,1,,,,,-2.2800708,,Right Foot,,,"[15.3, 51.6]",,Ground Pass,,33.472378,,,,,Rune Almenning Jarstein,8577.0,,,,,,1,From Keeper,Niklas Stark,8570.0,Right Center Back,5,Hertha Berlin,173,['f0114a48-2cdd-4440-a38b-660cc3dafef9'],26,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:26.247,Pass,
,,,,,,,,,,,,,,,2.606172,,,,,,,,,,,,fa64501e-28d8-4b81-8058-0e0268ef0e26,72,,"[20.3, 48.9]",3890470,1,,,,,-1.0112747,,Right Foot,,,"[50.8, 0.2]",,High Pass,,57.46251,,,Out,,Marvin Plattenhardt,5569.0,,True,,,,1,From Keeper,Rune Almenning Jarstein,8577.0,Goalkeeper,5,Hertha Berlin,173,['f5295245-79a6-40f6-82d9-f24d2bf84688'],32,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:32.115,Pass,
,,,,,,,,,,,,,,,1.259657,,,,,,,,,,,,04020932-c77b-4496-813f-45bf4e9c729f,74,,"[73.9, 80.0]",3890470,1,,,,,-0.73927706,,,,,"[87.5, 67.6]",,High Pass,,18.404346,,,,,Stefan Aigner,21156.0,,,,,Throw-in,1,From Throw In,Makoto Hasebe,5681.0,Right Back,6,Eintracht Frankfurt,184,['f52b959c-661b-44e8-8bab-286aee414e28'],53,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:53.798,Pass,
,,,,,,,,,,,,,,,1.4706,,,,,,,,,,,,000265bf-b0ba-453b-ae49-8f6a864ea53c,76,,"[87.5, 67.6]",3890470,1,,,,True,-2.629203,,,,,"[73.1, 59.5]",,High Pass,,16.521803,,,Incomplete,,,,,,,,,1,From Throw In,Stefan Aigner,21156.0,Right Wing,6,Eintracht Frankfurt,184,"['77eb6503-1d6a-4db4-9d15-db34375a8e41', '8792c106-ecd7-4e5b-90fc-126e08468ddd']",55,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:55.127,Pass,True
,,,,,,,,,,,,,,,1.78902,,,,,,,,,,,,5cb120a9-dd84-424c-80fa-b433324441b6,81,,"[58.3, 27.2]",3890470,1,,,,,1.2454997,,Right Foot,,,"[64.0, 44.1]",,Ground Pass,,17.835358,,,Incomplete,,Mitchell Weiser,8576.0,,,,,Recovery,1,From Throw In,Vedad Ibišević,8571.0,Right Center Forward,6,Eintracht Frankfurt,184,"['08584c18-6a0f-4d41-9f97-44975dd671ba', '7cc6cc99-a25f-402f-b457-6f6c045aa6c9', '858fa68a-15d0-4589-9b06-3c732622e9ea']",58,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:58.623,Pass,True
,,,,,,,,,,,,,,,1.73766,,,,,,,,,,,,888ec3be-73dd-4feb-9a72-edd9ef76a9e6,85,,"[64.3, 27.1]",3890470,2,,,,,-1.3839267,,Right Foot,,,"[68.8, 3.3]",,Ground Pass,,24.221685,,,,,Szabolcs Huszti,18888.0,,,,,,1,From Throw In,Bastian Oczipka,8504.0,Left Back,6,Eintracht Frankfurt,184,['cef1fa23-9037-4438-a688-d7c2de4d4728'],1,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:01.867,Pass,
,,,,,,,,,,,,,,,1.645751,,,,,,,,,,,,20377d3b-f46d-4d89-b3b8-9a4653ce8a4f,88,,"[72.4, 2.4]",3890470,2,,,,,0.7290064,,Left Foot,,,"[98.6, 25.8]",,High Pass,,35.128338,,,Incomplete,,Haris Seferović,5543.0,,,,,,1,From Throw In,Szabolcs Huszti,18888.0,Left Wing,6,Eintracht Frankfurt,184,"['a0e31064-eb9e-4691-9d37-be61168676f9', 'a6cc5faf-21a7-4f52-93e1-431650d355d5']",4,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:04.744,Pass,
,,,,,,,,,,,,,,,0.986949,,,,,,,,,,,,a6cc5faf-21a7-4f52-93e1-431650d355d5,90,,"[21.5, 54.3]",3890470,2,,,,,0.36717382,,Head,,,"[34.5, 59.3]",,Low Pass,,13.928389,,,,,Vladimír Darida,8579.0,,,,,Recovery,1,Regular Play,Niklas Stark,8570.0,Right Center Back,7,Hertha Berlin,173,"['20377d3b-f46d-4d89-b3b8-9a4653ce8a4f', '70598ad6-2203-42a9-a696-0d205d661b42']",6,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:06.390,Pass,
,,,,,,,,,,,,,,,1.237398,,,,,,,,,,,,6c7bc0ae-95fd-452c-8c8d-3ea55390d2e7,94,,"[33.9, 56.6]",3890470,2,,,,,2.7301364,,Right Foot,,,"[22.9, 61.4]",,Ground Pass,,12.001667,,,,,Niklas Stark,8570.0,,,,,,1,Regular Play,Vladimír Darida,8579.0,Left Defensive Midfield,7,Hertha Berlin,173,['ca48e56f-febd-425a-bb9b-b7de31853e43'],8,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:08.001,Pass,
,,,,,,,,,,,,,,,1.67465,,,,,,,,,,,,6fa8c23c-ad08-4b05-8f35-8a9681e28a64,97,,"[22.0, 61.4]",3890470,2,,,,,-2.3940773,,Right Foot,,,"[4.2, 44.9]",,Ground Pass,,24.271175,,,,,Rune Almenning Jarstein,8577.0,,,,,,1,Regular Play,Niklas Stark,8570.0,Right Center Back,7,Hertha Berlin,173,['6a0979f5-a14c-42dc-98cf-8c2ba0ac5252'],9,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:09.359,Pass,
,,,,,,,,,,,,,,,1.117094,,,,,,,,,,,,6f9d3482-d192-4917-b282-c943c74f8fb0,101,,"[3.2, 56.0]",3890470,2,,,,,0.9438226,,Right Foot,,,"[17.4, 75.6]",,Ground Pass,,24.203306,,,,,Niklas Stark,8570.0,,,,,,1,Regular Play,Rune Almenning Jarstein,8577.0,Goalkeeper,7,Hertha Berlin,173,"['8a147744-cef8-4767-bd83-e34a7a8bc03c', 'd9a79924-6b7b-4235-87e1-33f014e5d4bc']",12,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:12.724,Pass,True
,,,,,,,,,,,,,,,0.981601,,,,,,,,,,,,0f64fc33-f25d-402f-b8b7-387177b092f8,104,,"[14.9, 75.8]",3890470,2,,,,,-0.6627295,,Right Foot,,,"[23.1, 69.4]",,Ground Pass,,10.401923,,,,,Per Ciljan Skjelbred,8578.0,,,,,,1,Regular Play,Niklas Stark,8570.0,Right Center Back,7,Hertha Berlin,173,['fec30820-1cc6-441c-983d-b30d15db421c'],15,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:15.902,Pass,
,,,,,,,,,,,,,,,1.302901,,,,,,,,,,,,c48f4f82-fad4-487c-8853-78e5ac8e8e5e,107,,"[23.1, 69.4]",3890470,2,,,,,-0.7517717,,Right Foot,,,"[40.0, 53.6]",,Ground Pass,,23.135471,,,,,Salomon Armand Magloire Kalou,8575.0,,,,,,1,Regular Play,Per Ciljan Skjelbred,8578.0,Right Defensive Midfield,7,Hertha Berlin,173,['12c31cbe-4915-47d7-8637-663e65cf8d91'],18,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:18.632,Pass,
,,,,,,,,,,,,,,,2.270678,,,,,,,,,,,,497b53ca-131c-45c7-9797-36d7b0fc8a24,112,,"[49.8, 41.2]",3890470,2,,,,,-1.5308176,,Right Foot,,,"[51.3, 3.7]",,Low Pass,,37.529987,,,,,Marvin Plattenhardt,5569.0,,,,,,1,Regular Play,Salomon Armand Magloire Kalou,8575.0,Left Center Forward,7,Hertha Berlin,173,['08966a06-378e-4832-b81d-d0c74b2fcfeb'],23,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:23.149,Pass,
,,,,,,,,,,,,,,,1.161526,,,,,,,,,,,,809ad206-c5df-49be-a5d7-f7eb4d96ef75,115,,"[57.1, 5.8]",3890470,2,,,,,-0.41167134,,Left Foot,,,"[64.2, 2.7]",,Ground Pass,,7.7472577,,,,,Genki Haraguchi,5697.0,,,,,,1,Regular Play,Marvin Plattenhardt,5569.0,Left Back,7,Hertha Berlin,173,['e0a59384-b98c-4152-9e26-69859dd59f97'],27,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:27.208,Pass,
,,,,,,,,,,,,,,,1.446657,,,,,,,,,,,,02888c4c-2873-4fc3-8e4d-7ee63cb06854,119,,"[63.0, 3.7]",3890470,2,,,,,2.7564352,,Right Foot,,,"[37.1, 14.2]",,Ground Pass,,27.94745,,,,,John Anthony Brooks,12327.0,,,,,,1,Regular Play,Genki Haraguchi,5697.0,Left Midfield,7,Hertha Berlin,173,['0beb168d-1f7c-4065-8ce1-ba9657fe748e'],30,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:30.124,Pass,
,,,,,,,,,,,,,,,1.908342,,,,,,,,,,,,90ed359c-8076-41e3-8092-2c8a22ad4e24,122,,"[38.5, 16.5]",3890470,2,,,,,1.405965,,Left Foot,,,"[47.0, 67.6]",,Ground Pass,,51.802124,,,,,Niklas Stark,8570.0,,True,,,,1,Regular Play,John Anthony Brooks,12327.0,Left Center Back,7,Hertha Berlin,173,['2194007d-5beb-4d91-a69f-a9c38e3aec52'],33,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:33.343,Pass,
