50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.692381,,,,,,,,,,c3e632e0-88b5-45de-9753-c8f80f6d9baf,22,,"[66.7, 2.8]",3890419,0,,,,0.52662724,,Left Foot,,,"[75.3, 7.8]",,Low Pass,,9.947865,,,,,Philipp Bargfrede,8390.0,,,,,,,1,From Kick Off,Santiago García,26359.0,Left Back,2,Werder Bremen,176,['777e110c-0e46-4a24-b74a-fe1cc3761047'],11,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:11.021,Pass,
,,,,,,,,,,,,,,,,,,0.066222,,,,,,,,,,38343f07-04bd-42ca-b420-f76115e87ede,26,,"[75.3, 7.8]",3890419,0,,,,0.0,,Right Foot,,,"[76.9, 7.8]",,Low Pass,,1.6,,,Incomplete,,Anthony Ujah,12624.0,,,,,,,1,From Kick Off,Philipp Bargfrede,8390.0,Left Defensive Midfield,2,Werder Bremen,176,"['78ee950b-7ee0-4094-8fe4-97561a72b81a', 'b821c19a-dff3-477a-8d74-da19fe6679e3']",12,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:12.203,Pass,
,,,,,,,,,,,,,,,,,,1.82767,,,,,,,,,,3b18c997-3380-4f63-bffa-1019997db92f,32,,"[44.0, 76.5]",3890419,0,,,,-1.9609678,,Right Foot,,,"[34.5, 53.4]",,Ground Pass,,24.97719,,,,,Joël Andre Job Matip,3502.0,,,,,,Free Kick,1,From Free Kick,Johannes Geis,6717.0,Right Defensive Midfield,3,Schalke 04,181,['8b0a93a1-0f85-424e-977f-03cb31f1622c'],23,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:23.431,Pass,
,,,,,,,,,,,,,,,,,,2.010181,,,,,,,,,,d1737c84-f2d8-44cf-9bda-7ca79dd52619,35,,"[34.1, 45.6]",3890419,0,,,,-1.2423195,,Right Foot,,,"[43.2, 18.9]",,Ground Pass,,28.208155,,,,,Roman Neustädter,16534.0,,,,,,,1,From Free Kick,Joël Andre Job Matip,3502.0,Right Center Back,3,Schalke 04,181,['0289ca1f-1070-40b8-8052-b3ae26551349'],26,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:26.362,Pass,
,,,,,,,,,,,,,,,,,,1.24763,,,,,,,,,,9fb394c1-ef6d-4068-b7b2-e43c3e56bf1b,38,,"[51.1, 12.3]",3890419,0,,,,-0.47511938,,Right Foot,,,"[71.9, 1.6]",,Ground Pass,,23.39081,,,,,Sead Kolašinac,3510.0,,,,,,,1,From Free Kick,Roman Neustädter,16534.0,Left Center Back,3,Schalke 04,181,['b182a860-b19f-4cb8-8963-2a8af026b204'],29,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:29.557,Pass,
,,,,,,,,,,,,,,,,,,0.951824,,,,,,,,,,992beb5b-f6b7-429d-8d26-813e661e0bc4,41,,"[71.1, 1.7]",3890419,0,,,,0.5232783,,Left Foot,,,"[81.5, 7.7]",,Ground Pass,,12.006665,,,,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,,1,From Free Kick,Sead Kolašinac,3510.0,Left Back,3,Schalke 04,181,['39717c14-af0c-439c-bc80-e5f82fac2719'],31,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:31.772,Pass,
,,,,,,,,,,,,,,,,,,1.408895,,,,,,,,,,3ec5dcf1-5835-444f-9e8e-e4b6d86be00c,55,,"[63.8, 51.4]",3890419,0,,,,-1.205049,,Right Foot,,,"[76.4, 18.5]",,Low Pass,,35.230244,,,,,Florian Grillitsch,11396.0,,,,,,,1,Regular Play,Clemens Fritz,20010.0,Right Defensive Midfield,4,Werder Bremen,176,['b447a35a-20cb-4765-a8ca-e643bdb5b34a'],39,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:39.074,Pass,
,,,,,,,,,,,,,,,,,,2.074229,,,,,,,,,,4c3f5f29-9d22-4f68-8d01-66ecc79254ff,59,,"[84.6, 18.5]",3890419,0,,,,-1.0544338,,Right Foot,,,"[93.4, 3.0]",,Ground Pass,,17.82386,,,,,Santiago García,26359.0,,,,,,,1,Regular Play,Florian Grillitsch,11396.0,Left Midfield,4,Werder Bremen,176,['82c15a0f-c681-4bf3-8de0-da948e072340'],42,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:42.037,Pass,
,,,,,,,,,,,,,,,,,,1.917417,,,,,,,,,,f775cb1a-e9cf-4e34-804f-b21d5c6a73c4,64,,"[108.4, 0.1]",3890419,1,,,,1.3791479,,,,,"[113.6, 26.9]",,High Pass,,27.299816,,,Incomplete,,Anthony Ujah,12624.0,,,,,,Throw-in,1,From Throw In,Santiago García,26359.0,Left Back,5,Werder Bremen,176,"['06ade735-83fe-45e2-b7e9-d6fb10fbfe8b', '38b3b5d1-6abb-449a-ab8f-732ffc248a5f']",1,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:01.421,Pass,
,,,,,,,,,,,,,,,,,,2.07081,,,,,,,,,,c14daad7-d735-42a7-ac2c-96ecdb534bf8,71,,"[64.7, 64.8]",3890419,1,,,,0.5382217,,Right Foot,,,"[84.8, 76.8]",,Ground Pass,,23.409613,,,,,Theodor Gebre Selassie,8396.0,,,,,,Recovery,1,From Throw In,Jannik Vestergaard,8815.0,Right Center Back,5,Werder Bremen,176,['97e5083e-5e8d-44ee-9cc3-75c9f58f1bb7'],10,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:10.630,Pass,
,,,,,,,,,,,,,,,,,,5.300977,,,,,,,,,,66450aea-dfb4-4dd7-94fd-843fe603a045,81,,"[97.2, 77.3]",3890419,1,,,,-1.5461899,,Right Foot,,,"[99.1, 0.1]",,High Pass,,77.22338,,,Out,,Philipp Bargfrede,8390.0,,,True,,,Free Kick,1,From Free Kick,Florian Grillitsch,11396.0,Left Midfield,6,Werder Bremen,176,['45caeb10-cf15-4e53-bb5d-b5a831e56957'],51,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:51.052,Pass,
,,,,,,,,,,,,,,,,,,1.011468,,,,,,,,,,1c865ebf-6ad3-42c7-82ea-fc7824fd6d46,83,,"[29.1, 80.0]",3890419,2,,,,-1.0329608,,,,,"[32.5, 74.3]",,Low Pass,,6.6370173,,,,,Johannes Geis,6717.0,,,,,,Throw-in,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,7,Schalke 04,181,['df1e8a25-2628-4703-aa16-db988862ed70'],2,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:02.729,Pass,
,,,,,,,,,,,,,,,,,,0.953493,,,,,,,,,,3f3b8091-654e-4b15-8e5e-b56e6d19a218,86,,"[32.5, 74.3]",3890419,2,,,,0.43308944,,Right Foot,,,"[41.8, 78.6]",,Ground Pass,,10.245975,,,,,Leon Goretzka,6324.0,,,,,,,1,From Throw In,Johannes Geis,6717.0,Right Defensive Midfield,7,Schalke 04,181,['248da57f-403e-42fa-9eb4-47f1f31dd133'],4,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:04.481,Pass,
,,,,,,,,,,,,,,,,,,0.388272,,,,,,,,,,25526350-4e7b-4062-bcae-7b361778cae7,90,,"[43.1, 79.1]",3890419,2,,,,-3.0868528,,Right Foot,,,"[35.8, 78.7]",,Ground Pass,,7.3109508,,,,,Uilson de Souza Paula Júnior,30312.0,,,,,,,1,From Throw In,Leon Goretzka,6324.0,Left Defensive Midfield,7,Schalke 04,181,['41f9a726-fd38-44bd-a7a2-a1b9c73d6134'],5,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:05.510,Pass,
,,,,,,,,,,,,,,,,,,0.795633,,,,,,,,,,374b8a89-6878-4cd8-b129-f26317a35b8b,93,,"[35.7, 78.7]",3890419,2,,,,-0.9751408,,Right Foot,,,"[41.8, 69.7]",,Ground Pass,,10.872442,,,,,Max Meyer,8508.0,,,,,,,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,7,Schalke 04,181,['e7702e25-12b3-4184-bd14-383d8a9ce7f7'],5,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:05.898,Pass,
,,,,,,,,,,,,,,,,,,1.741946,,,,,,,,,,fb4463e1-e7bc-4a89-a5f4-fb8963f4a3b4,97,,"[41.0, 69.6]",3890419,2,,,,-1.825421,,Left Foot,,,"[31.5, 33.1]",,Ground Pass,,37.716045,,,,,Roman Neustädter,16534.0,,,,,,,1,From Throw In,Max Meyer,8508.0,Center Attacking Midfield,7,Schalke 04,181,"['54bb8ec9-99f0-43f7-9242-50d42b1e61d9', '7dc1eed8-5df3-4df1-a15c-b35036acf202']",8,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:08.139,Pass,True
,,,,,,,,,,,,,,,,,,1.40792,,,,,,,,,,721bbc45-1d60-440b-ad47-861dfe82b37f,100,,"[55.8, 20.3]",3890419,2,,,,-0.75712806,,Right Foot,,,"[75.8, 1.4]",,Ground Pass,,27.517448,,,,,Sead Kolašinac,3510.0,,,,,,,1,From Throw In,Roman Neustädter,16534.0,Left Center Back,7,Schalke 04,181,['07f2d8c1-b861-46ba-895e-00c6803b9dbe'],13,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:13.997,Pass,
,,,,,,,,,,,,,,,,,,1.021374,,,,,,,,,,5383be7a-14d7-4eb6-917b-e1add181ea9a,103,,"[76.0, 2.5]",3890419,2,,,,2.7596738,,Left Foot,,,"[63.8, 7.4]",,Ground Pass,,13.1472435,,,,,Roman Neustädter,16534.0,,,,,,,1,From Throw In,Sead Kolašinac,3510.0,Left Back,7,Schalke 04,181,['1f3fb8b9-fdbf-4f98-9b32-987111ed5142'],17,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:17.032,Pass,
,,,,,,,,,,,,,,,,,,2.150515,,,,,,,,,,236b0a8d-00cc-4846-bda2-bca101e57791,106,,"[63.8, 7.4]",3890419,2,,,,1.8863026,,Right Foot,,,"[52.8, 41.1]",,Ground Pass,,35.449825,,,,,Joël Andre Job Matip,3502.0,,,,,,,1,From Throw In,Roman Neustädter,16534.0,Left Center Back,7,Schalke 04,181,['105b10c8-911f-436b-a7f1-4507dc25b26b'],19,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:19.156,Pass,
,,,,,,,,,,,,,,,,,,1.79543,,,,,,,,,,b1d1e0ab-9b27-4c59-bf2f-4214769b3bb0,109,,"[52.4, 44.8]",3890419,2,,,,1.2090671,,Right Foot,,,"[65.0, 78.1]",,Ground Pass,,35.604073,,,,,Uilson de Souza Paula Júnior,30312.0,,,,,,,1,From Throw In,Joël Andre Job Matip,3502.0,Right Center Back,7,Schalke 04,181,['e060dc39-0cb6-4a60-8933-f8375d15c784'],22,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:22.577,Pass,
,,,,,,,,,,,,,,,,,,0.931083,,,,,,,,,,398658d6-e794-4492-a8ce-ff448945d202,112,,"[71.1, 77.8]",3890419,2,,,,0.0819059,,Right Foot,,,"[84.5, 78.9]",,Ground Pass,,13.445073,,,,,Leroy Sané,3053.0,,,,,,,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,7,Schalke 04,181,['fc266d8f-599d-4757-8598-b0c4c7c6e39a'],26,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:26.170,Pass,
,,,,,,,,,,,,,,,,,,1.251869,,,,,,,,,,1095ab57-ac61-430b-8452-559a10ca8e05,116,,"[85.3, 78.9]",3890419,2,,,,-2.9361973,,Left Foot,,,"[70.9, 75.9]",,Ground Pass,,14.709181,,,,,Uilson de Souza Paula Júnior,30312.0,,,,,,,1,From Throw In,Leroy Sané,3053.0,Right Wing,7,Schalke 04,181,['ce1d25c0-38c2-4826-8fca-f75fb59b9847'],27,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:27.130,Pass,
,,,,,,,,,,,,,,,,,,1.949694,,,,,,,,,,63997233-4b09-4102-b495-f2f88e1535cf,119,,"[70.9, 75.9]",3890419,2,,,,-2.6203878,,Right Foot,,,"[50.0, 63.9]",,Ground Pass,,24.1,,,,,Joël Andre Job Matip,3502.0,,,,,,,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,7,Schalke 04,181,['5ef0911d-3c44-43cb-92c5-997c62e31b1c'],29,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:29.158,Pass,
,,,,,,,,,,,,,,,,,,0.860957,,,,,,,,,,e000bba9-26e6-4f5a-acc0-5160b0daf7a9,122,,"[55.6, 65.3]",3890419,2,,,,-0.014284743,,Right Foot,,,"[76.6, 65.0]",,Ground Pass,,21.002142,,,,,Max Meyer,8508.0,,,,,,,1,From Throw In,Joël Andre Job Matip,3502.0,Right Center Back,7,Schalke 04,181,['c86d1f92-714a-4ccb-a31c-18312036df3a'],32,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:32.664,Pass,
,,,,,,,,,,,,,,,,,,2.125979,,,,,,,,,,bf243257-0010-4b07-ae43-375c5a8e44c8,124,,"[76.6, 65.0]",3890419,2,,,,1.4397684,,Left Foot,,,"[78.3, 77.9]",,Ground Pass,,13.011534,,,,,Uilson de Souza Paula Júnior,30312.0,,,,,,,1,From Throw In,Max Meyer,8508.0,Center Attacking Midfield,7,Schalke 04,181,['2fcf5c5e-267c-4a72-9be7-5b3063a087a6'],33,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:33.525,Pass,
,,,,,,,,,,,,,,,,,,0.544012,,,,,,,,,,52f3d761-0e33-42d0-969d-86723bbbb66e,127,,"[84.5, 77.9]",3890419,2,,,,-0.52807444,,Right Foot,,,"[91.7, 73.7]",,Ground Pass,,8.335466,,,,,Leroy Sané,3053.0,,,,,,,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,7,Schalke 04,181,['df64891d-be2d-43ab-adf1-d1bc8372da9b'],37,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:37.269,Pass,
,,,,,,,,,,,,,,,,,,2.150936,,,,,,,,,,2bca3be1-2641-4f11-8c8c-93e7fd8c95a5,130,,"[81.5, 56.2]",3890419,2,,,,-1.262267,,Left Foot,,,"[95.3, 12.9]",,Ground Pass,,45.445904,,,,,Sead Kolašinac,3510.0,,,True,,,,1,From Throw In,Leroy Sané,3053.0,Right Wing,7,Schalke 04,181,['80c2495f-5bb4-42ea-9084-1e71bb24f2f3'],41,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:41.335,Pass,
,,,,,,,,,,,,,,,,,,1.705133,,,,,,,,,,6724ac60-d00e-44f0-8cad-a8cc0d614171,133,,"[97.7, 10.2]",3890419,2,,,,0.28647107,,Left Foot,,,"[110.6, 14.0]",,Ground Pass,,13.448049,,,,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,,1,From Throw In,Sead Kolašinac,3510.0,Left Back,7,Schalke 04,181,['96bb4d80-d587-481a-9e46-26b97f3e24bb'],45,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:45.027,Pass,
,,,,,,,,,,,,,,,,,,0.533805,,,,,,,,,,ff6f64e6-aec2-4800-845b-2197a26468f1,137,,"[112.7, 12.1]",3890419,2,,,,1.66083,,Left Foot,,,"[111.4, 26.5]",,Low Pass,,14.458562,,,Incomplete,,Klaas-Jan Huntelaar,8060.0,,,,,,,1,From Throw In,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,7,Schalke 04,181,"['1d8f8821-0bdd-4493-9b5d-d8827eb4d236', 'a31607b0-8595-4104-81c9-7ff8e7058ec1']",47,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:47.373,Pass,
,,,,,,,,,,,,,,,,,,0.241577,,,,,,,,,,a02408bb-fb3c-4027-95b3-2abcc565c26f,141,,"[83.7, 16.2]",3890419,2,,,,0.81986725,,Right Foot,,,"[85.1, 17.7]",,Low Pass,,2.0518284,,,,,Leroy Sané,3053.0,,,,,,Interception,1,From Throw In,Roman Neustädter,16534.0,Left Center Back,7,Schalke 04,181,['f3383557-2aa5-436c-890e-4f6c7a785041'],51,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:51.995,Pass,
,,,,,,,,,,,,,,,,,,1.702371,,,,,,,,,,aa686de5-508c-4034-ab8a-efd4134bc9ea,148,,"[78.3, 17.5]",3890419,2,,,,2.5566733,,Right Foot,,,"[55.8, 32.4]",,Ground Pass,,26.986292,,,,,Joël Andre Job Matip,3502.0,,,,,,,1,From Throw In,Roman Neustädter,16534.0,Left Center Back,7,Schalke 04,181,['25638845-7fc4-45da-9aee-7b51b9e64a90'],54,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:54.256,Pass,
