50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.077705,,,,,,,,,,,917f4c24-43d9-4709-83bd-aa9010b560aa,16,,"[37.4, 41.1]",3890428,0,,,,1.4137298,,Left Foot,,,"[40.9, 63.2]",,Ground Pass,,22.375433,,,Joshua Kimmich,5579.0,,,,,,1,From Kick Off,Holger Badstuber,9406.0,Left Center Back,2,Bayern Munich,169,['69894f20-8985-438b-9be6-015d56bc5fd5'],8,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:08.575,Pass,
,,,,,,,,,,,,,,,,,2.317821,,,,,,,,,,,33b0e2d2-e171-4c6a-8f68-f32fdd0d0c2a,19,,"[42.9, 64.5]",3890428,0,,,,0.43395337,,Right Foot,,,"[71.6, 77.8]",,Ground Pass,,31.631947,,,Thomas Müller,5562.0,,,,,,1,From Kick Off,Joshua Kimmich,5579.0,Right Center Back,2,Bayern Munich,169,['d4db72a5-08e6-48da-8ec3-de53650fd1ef'],11,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:11.295,Pass,
,,,,,,,,,,,,,,,,,1.416622,,,,,,,,,,,03e0b2c3-0695-4088-83ba-d00d5d1f3364,23,,"[70.4, 77.4]",3890428,0,,,,-2.9818904,,Right Foot,,,"[55.5, 75.0]",,Ground Pass,,15.092051,,,Joshua Kimmich,5579.0,,,,,,1,From Kick Off,Thomas Müller,5562.0,Right Center Midfield,2,Bayern Munich,169,"['2a07c3f0-05b6-4c60-bc44-b77654df23b7', '2c480dfe-c671-45c0-bd43-513374242f7a']",14,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:14.826,Pass,True
,,,,,,,,,,,,,,,,,1.585866,,,,,,,,,,,7cc9f34a-1e7a-4c0a-985d-42d0eb4003ef,26,,"[55.0, 75.0]",3890428,0,,,,-2.604985,,Right Foot,,,"[43.4, 68.1]",,Ground Pass,,13.497037,,,Holger Badstuber,9406.0,,,,,,1,From Kick Off,Joshua Kimmich,5579.0,Right Center Back,2,Bayern Munich,169,['3f012ea6-32dc-448b-a321-c02fd48ef69d'],19,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:19.652,Pass,
,,,,,,,,,,,,,,,,,2.676325,,,,,,,,,,,3c4d153d-6bf5-44e1-af55-edf730d6cb03,29,,"[56.7, 45.7]",3890428,0,,,,0.801693,,Left Foot,,,"[89.9, 80.0]",,High Pass,,47.736046,Out,,Thomas Müller,5562.0,,,,,,1,From Kick Off,Holger Badstuber,9406.0,Left Center Back,2,Bayern Munich,169,['fb2078d2-0e45-4823-90d5-82c34ead1f55'],26,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:26.384,Pass,
,,,,,,,,,,,,,,,,,2.267649,,,,,,,,,,,cd498dbe-b530-4fd7-bf42-7f18dad2b13b,31,,"[33.4, 0.1]",3890428,0,,,,0.17335744,,,,,"[55.1, 3.9]",,High Pass,,22.030207,,,Jiloan Hamad,30847.0,,,,,Throw-in,1,From Throw In,Jin-Su Kim,40538.0,Left Back,3,Hoffenheim,175,['560c022c-805b-4638-b3cb-0debd1e57151'],37,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:37.749,Pass,
,,,,,,,,,,,,,,,,,1.07076,,,,,,,,,,,71eccfbf-2644-4fd2-bf9c-d17264e0281e,34,,"[55.1, 3.9]",3890428,0,,,True,1.1483239,,,,,"[60.0, 14.8]",,High Pass,,11.950732,Incomplete,,,,,,,,,1,From Throw In,Jiloan Hamad,30847.0,Center Attacking Midfield,3,Hoffenheim,175,"['43df1e58-9b00-4df0-a326-081f6b7a6ad9', 'c5a09256-163a-4962-945f-96225dd4f087']",40,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:40.038,Pass,True
,,,,,,,,,,,,,,,,,1.445119,,,,,,,,,,,aa75c2bb-fa25-4651-a808-2bb3e506a832,38,,"[56.7, 62.4]",3890428,0,,,,-2.7358072,,Right Foot,,,"[43.2, 56.6]",,Ground Pass,,14.693195,,,Holger Badstuber,9406.0,,,,,,1,Regular Play,Xabier Alonso Olano,20133.0,Center Defensive Midfield,4,Bayern Munich,169,"['50796aec-6605-4314-9760-9f6cb0ab5226', '8de14ab1-0ff4-455a-af7b-a2d712bf2740']",42,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:42.504,Pass,True
,,,,,,,,,,,,,,,,,1.597574,,,,,,,,,,,d99edbdb-7059-44ae-b2fd-9df39d4821e7,41,,"[42.0, 51.1]",3890428,0,,,,-1.3948567,,Left Foot,,,"[47.6, 19.6]",,Ground Pass,,31.993906,,,David Olatukunbo Alaba,8220.0,,,,,,1,Regular Play,Holger Badstuber,9406.0,Left Center Back,4,Bayern Munich,169,['a565cf8c-73fa-49fd-ba20-a580000129f7'],45,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:45.313,Pass,
,,,,,,,,,,,,,,,,,0.943444,,,,,,,,,,,8d5d7735-e990-432c-8257-3a333909c77f,45,,"[65.5, 20.8]",3890428,0,,,,-1.031451,,Right Foot,,,"[73.7, 7.1]",,Ground Pass,,15.966528,,,Douglas Costa de Souza,5837.0,,,,,,1,Regular Play,David Olatukunbo Alaba,8220.0,Left Back,4,Bayern Munich,169,"['d961d225-2e15-4d55-922a-1156ea57ff7e', 'de24ead1-9c21-4fc4-a58a-fdf8481f58b8']",50,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:50.475,Pass,True
,,,,,,,,,,,,,,,,,0.43017,,,,,,,,,,,f6edeceb-4a41-4fe7-bd1a-74800bd2bba7,48,,"[84.6, 5.9]",3890428,0,,,,1.2392422,,Left Foot,,,"[86.7, 12.0]",,Ground Pass,,6.4513564,Incomplete,,Kingsley Coman,8217.0,,,,,,1,Regular Play,Douglas Costa de Souza,5837.0,Left Center Midfield,4,Bayern Munich,169,"['217f3269-96c3-46de-b3e3-5d654864be5d', '80bb1e39-ff3b-4258-b6e2-2126215fe99a']",53,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:53.639,Pass,
,,,,,,,,,,,,,,,,,0.56008,,,,,,,,,,,32bbccd4-fe17-468b-bc63-a85472523661,51,,"[84.6, 15.9]",3890428,0,,,,0.21293835,,Left Foot,,,"[92.0, 17.5]",,Ground Pass,,7.570997,,,Kingsley Coman,8217.0,,,,,Recovery,1,Regular Play,Douglas Costa de Souza,5837.0,Left Center Midfield,4,Bayern Munich,169,['d9ea75b3-f7d2-4ded-a7f2-0b4e5c0b2f03'],55,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:55.563,Pass,
,,,,,,,,,,,,,,,,,0.912474,,,,,,,,,,,3caf24cb-85dd-48ed-ab15-a1f6c98f2e9a,54,,"[92.0, 17.5]",3890428,0,,,,1.6591731,,Left Foot,,,"[91.3, 25.4]",,Ground Pass,,7.930952,,,Douglas Costa de Souza,5837.0,,,,,,1,Regular Play,Kingsley Coman,8217.0,Left Midfield,4,Bayern Munich,169,['42716469-0401-462b-bd1d-7ea3105ff703'],56,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:56.555,Pass,
,,,,,,,,,,,,,,,,,0.718799,,,,,,,,,,,63eda346-068e-4c81-a5d7-4bb6637099b4,56,,"[91.3, 25.4]",3890428,0,,,,1.8809644,,Left Foot,,,"[88.8, 33.2]",,Ground Pass,,8.190848,,,Robert Lewandowski,5668.0,,,,,,1,Regular Play,Douglas Costa de Souza,5837.0,Left Center Midfield,4,Bayern Munich,169,['00b4e1f8-e258-40da-825b-316c358801b3'],57,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:57.468,Pass,
,,,,,,,,,,,,,,,,,0.687962,,,,,,,,,,,8161cfad-0443-4aad-b792-58e07e5bf625,60,,"[90.7, 33.2]",3890428,0,,,,1.4621351,,Right Foot,,,"[91.3, 38.7]",,Ground Pass,,5.5326304,,,Thomas Müller,5562.0,,,,,,1,Regular Play,Robert Lewandowski,5668.0,Center Forward,4,Bayern Munich,169,['4e5bdee0-21d5-45ad-b3e3-95901e96b6f6'],59,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:59.908,Pass,
,,,,,,,,,,,,,,,,,1.331329,,,,,,,,,,,0a287835-2c34-4543-9cb8-cb997053622d,65,,"[90.7, 38.7]",3890428,1,,,,2.5413508,,Right Foot,,,"[72.0, 51.5]",,Low Pass,,22.6612,,,Joshua Kimmich,5579.0,,,,,,1,Regular Play,Thomas Müller,5562.0,Right Center Midfield,4,Bayern Munich,169,['81289f41-9d7c-4a48-9b4b-9f8e9e12fac4'],1,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:01.769,Pass,
,,,,,,,,,,,,,,,,,1.817669,,,,,,,,,,,b5a1323f-687f-4ab0-9f13-20212a2f97ca,68,,"[70.4, 52.9]",3890428,1,,,,0.97139525,,Right Foot,,,"[85.5, 75.0]",,Ground Pass,,26.766024,,,Arjen Robben,8218.0,,,,,,1,Regular Play,Joshua Kimmich,5579.0,Right Center Back,4,Bayern Munich,169,['09cf4a6d-0db2-4c9b-9f6f-6a038d3e0091'],4,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:04.004,Pass,
,,,,,,,,,,,,,,,,,0.9328,,,,,,,,,,,2e689d9c-a26b-4148-8dca-ce7f444fc8c3,71,,"[97.8, 65.7]",3890428,1,,,,-0.42439285,,Left Foot,,,"[111.3, 59.6]",,Ground Pass,,14.814182,,,Thomas Müller,5562.0,,,,,,1,Regular Play,Arjen Robben,8218.0,Right Midfield,4,Bayern Munich,169,['4ebac563-56b0-43cf-8fc0-6b976b6348f9'],8,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:08.908,Pass,
,,,,,,,,,,,,,,,,,1.572296,,,,,,,,,,,5e891c17-e31a-4d23-b326-df3a9869f07e,77,,"[120.0, 80.0]",3890428,1,,,,-1.8343602,f1f9aa5b-bd8b-4d36-97cb-5c81cd1b794c,Right Foot,,,"[109.8, 42.2]",,High Pass,,39.15201,,True,Robert Lewandowski,5668.0,True,,Outswinging,,Corner,1,From Corner,Xabier Alonso Olano,20133.0,Center Defensive Midfield,5,Bayern Munich,169,['96fd2972-18cc-4157-a4e5-1fcd0c23801a'],39,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:39.066,Pass,
,,,,,,,,,,,,,,,,,1.425912,,,,,,,,,,,24bba2d0-c0e1-4267-b7cd-5f1d0503d184,82,,"[6.0, 36.0]",3890428,1,,,,-0.09844616,,Right Foot,,,"[22.2, 34.4]",,Ground Pass,,16.27882,,,Tobias Strobl,12321.0,,,,,Goal Kick,1,From Goal Kick,Oliver Baumann,8393.0,Goalkeeper,6,Hoffenheim,175,['ad4f2f04-1160-433e-a218-0f92daa789e4'],53,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:53.857,Pass,
,,,,,,,,,,,,,,,,,1.493094,,,,,,,,,,,49eb751f-1124-4102-8bd7-c0e1db22d25e,86,,"[20.2, 33.0]",3890428,1,,,,3.050933,,Left Foot,,,"[4.8, 34.4]",,Ground Pass,,15.463506,,,Oliver Baumann,8393.0,,,,,,1,From Goal Kick,Tobias Strobl,12321.0,Left Defensive Midfield,6,Hoffenheim,175,"['3abdae04-c701-46f5-aaf4-50724fcbf301', 'fb8844fd-71c8-4142-9531-33b376f9acb3']",55,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:55.380,Pass,True
,,,,,,,,,,,,,,,,,3.206142,,,,,,,,,,,9f78fa2a-73a1-4d00-a596-9e1bb7d30c65,89,,"[8.8, 41.1]",3890428,1,,,,0.71004444,,Right Foot,,,"[49.4, 76.0]",,High Pass,,53.53849,,,Pavel Kadeřábek,9397.0,,,,,,1,From Goal Kick,Oliver Baumann,8393.0,Goalkeeper,6,Hoffenheim,175,['b6957f12-c3a4-488f-8891-e5d50b622713'],59,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:59.989,Pass,
,,,,,,,,,,,,,,,,,1.117875,,,,,,,,,,,dc117756-7593-45cf-a81b-d3c759d6d4d0,92,,"[49.4, 76.0]",3890428,2,,,True,-0.28605145,,,,,"[57.9, 73.5]",,High Pass,,8.860023,Incomplete,,Jonathan Schmid,8311.0,,,,,,1,From Goal Kick,Pavel Kadeřábek,9397.0,Right Back,6,Hoffenheim,175,"['27e73877-83fd-43f1-bce5-15d35e6e986d', 'a9ec3223-25cb-4775-8203-4f0d05ca00d4', 'd65f3d0b-8ecb-46f3-8028-c8b7a0dbeec2']",3,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:03.195,Pass,True
,,,,,,,,,,,,,,,,,0.935722,,,,,,,,,,,d65f3d0b-8ecb-46f3-8028-c8b7a0dbeec2,94,,"[62.2, 6.6]",3890428,2,,,,1.1793911,,Left Foot,,,"[67.4, 19.2]",,Low Pass,,13.630847,,,Xabier Alonso Olano,20133.0,,,,,Recovery,1,Regular Play,David Olatukunbo Alaba,8220.0,Left Back,7,Bayern Munich,169,"['d13c10bb-96c0-4e0b-ab32-5d1ff65e8c7d', 'dc117756-7593-45cf-a81b-d3c759d6d4d0']",4,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:04.313,Pass,
,,,,,,,,,,,,,,,,,1.287478,,,,,,,,,,,9187a958-633e-4609-a75f-03a9a0ad0323,98,,"[65.8, 17.8]",3890428,2,,,,-2.3697684,,Left Foot,,,"[54.6, 6.9]",,Ground Pass,,15.6285,,,David Olatukunbo Alaba,8220.0,,,,,,1,Regular Play,Xabier Alonso Olano,20133.0,Center Defensive Midfield,7,Bayern Munich,169,['e109c4d1-eb7a-4b76-97ae-acf4825481cf'],6,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:06.484,Pass,
,,,,,,,,,,,,,,,,,1.390422,,,,,,,,,,,03110e13-29e0-4567-8579-7d9d40dfc5e8,101,,"[53.4, 6.9]",3890428,2,,,,2.8978336,,Left Foot,,,"[34.1, 11.7]",,Ground Pass,,19.887936,,,Holger Badstuber,9406.0,,,,,,1,Regular Play,David Olatukunbo Alaba,8220.0,Left Back,7,Bayern Munich,169,['b9326409-d4d4-41c4-b7f2-b73fa22eff54'],7,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:07.880,Pass,
,,,,,,,,,,,,,,,,,1.758314,,,,,,,,,,,6ea91b0e-ff77-4eb0-b3bd-448662a87a97,104,,"[24.3, 17.1]",3890428,2,,,,2.2090018,,Right Foot,,,"[10.8, 35.3]",,Ground Pass,,22.660318,,,Manuel Neuer,5570.0,,,,,,1,Regular Play,Holger Badstuber,9406.0,Left Center Back,7,Bayern Munich,169,['f8379737-4797-4fa0-b1c8-c5ae9edb6770'],11,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:11.295,Pass,
,,,,,,,,,,,,,,,,,1.814089,,,,,,,,,,,7478eaa5-0c3f-445f-b8bc-aa03c4654e39,107,,"[14.1, 45.9]",3890428,2,,,,1.0613587,,Right Foot,,,"[22.2, 60.4]",,Ground Pass,,16.609034,,,Joshua Kimmich,5579.0,,,,,,1,Regular Play,Manuel Neuer,5570.0,Goalkeeper,7,Bayern Munich,169,['f9a3b92d-58d4-469b-88d1-8c7bdec8ad4b'],14,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:14.492,Pass,
,,,,,,,,,,,,,,,,,1.364625,,,,,,,,,,,07e15eaf-f265-4bc7-9b3a-164a3a72e7e8,111,,"[25.0, 61.7]",3890428,2,,,,-0.94742674,,Right Foot,,,"[33.7, 49.6]",,Ground Pass,,14.90302,,,Xabier Alonso Olano,20133.0,,,,,,1,Regular Play,Joshua Kimmich,5579.0,Right Center Back,7,Bayern Munich,169,"['c20b10d1-b385-4d64-9c38-32742cce6d6c', 'f3c93d4f-5849-4dfb-930d-1058578f3b9e']",16,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:16.833,Pass,True
,,,,,,,,,,,,,,,,,1.834562,,,,,,,,,,,c014ffae-e566-45ba-b388-dc6bede99183,114,,"[30.8, 49.6]",3890428,2,,,,-1.6067286,,Left Foot,,,"[29.7, 19.0]",,Ground Pass,,30.619764,,,Holger Badstuber,9406.0,,,,,,1,Regular Play,Xabier Alonso Olano,20133.0,Center Defensive Midfield,7,Bayern Munich,169,['85c50545-2cfc-44d0-9cd1-45ae17ad60bb'],19,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:19.331,Pass,
,,,,,,,,,,,,,,,,,1.634482,,,,,,,,,,,31a62365-5aa6-4227-99be-8157a5f9ee0a,117,,"[41.3, 12.9]",3890428,2,,,,-0.28346017,,Left Foot,,,"[64.3, 6.2]",,Ground Pass,,23.956001,,,David Olatukunbo Alaba,8220.0,,,,,,1,Regular Play,Holger Badstuber,9406.0,Left Center Back,7,Bayern Munich,169,['32c1012b-c8fc-45c5-8db7-da4c1910a9f2'],22,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:22.950,Pass,
,,,,,,,,,,,,,,,,,0.959691,,,,,,,,,,,4e6cf00b-ea49-42eb-9383-86528bef1443,120,,"[64.6, 6.2]",3890428,2,,,,1.749891,,Left Foot,,,"[62.5, 17.8]",,Ground Pass,,11.788554,,,Douglas Costa de Souza,5837.0,,,,,,1,Regular Play,David Olatukunbo Alaba,8220.0,Left Back,7,Bayern Munich,169,['bf11def6-e697-4fdd-984a-e92fa0d25c17'],25,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:25.424,Pass,
,,,,,,,,,,,,,,,,,1.195698,,,,,,,,,,,a80fef9b-3443-490c-9b2b-3352760c4de9,124,,"[62.5, 15.9]",3890428,2,,,,-0.5505949,,Left Foot,,,"[78.3, 6.2]",,Ground Pass,,18.539957,,,Kingsley Coman,8217.0,,,,,,1,Regular Play,Douglas Costa de Souza,5837.0,Left Center Midfield,7,Bayern Munich,169,"['0b209807-99dd-43c1-806d-60f32b128a97', '8d337c61-4768-4dd6-b632-f75e405327bf']",26,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:26.860,Pass,True
