ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.167692,,,,,,,,,,,,,7a603f97-8f48-4b9e-971b-4771bd1c4f3d,19,,"[115.7, 78.1]",3890560,0,,,,-1.7475052,,Right Foot,,,,"[115.2, 75.3]",,Low Pass,,2.8442926,,,Incomplete,,,,,,,,,1,From Kick Off,Marcel Heller,9401.0,Right Midfield,2,Darmstadt 98,872,"['1bff5940-f6a4-4d8a-9aeb-4e34f56f4ed5', '39781bde-6d45-46db-b190-72dfdd71b634']",17,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:17.187,Pass,True
,,,,,,,,,,,,,,,,,3.414396,,,,,,,,,,,,,bf8a5a58-6528-4fba-a693-c8d25655fd5f,21,,"[117.1, 80.0]",3890560,0,,,,-1.6236718,,,,,,"[115.2, 44.1]",,High Pass,,35.950245,,,Incomplete,,Felix Platte,22017.0,,,,,Throw-in,1,From Throw In,György Garics,20522.0,Right Back,3,Darmstadt 98,872,"['067794dd-22fa-43e3-8d26-f8e37ded9063', 'cf41539f-f1c0-41d2-970a-6c97e72d376a']",35,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:35.667,Pass,
,,,,,,,,,,,,,,,,,1.706188,,,,,,,,,,,,,4a2b56cd-5a1c-402c-83df-37b4fafd8d91,25,,"[17.0, 43.5]",3890560,0,,,,1.5017817,,Keeper Arm,,,,"[18.5, 65.2]",,Ground Pass,,21.751781,,,,,Nico Elvedi,8814.0,,,,,,1,Regular Play,Tobias Sippel,11398.0,Goalkeeper,4,Borussia Mönchengladbach,185,['aa0ecc64-513e-4342-b2b4-215472f905ab'],43,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:43.878,Pass,
,,,,,,,,,,,,,,,,,1.017158,,,,,,,,,,,,,4f1d49d8-b34b-4ec3-9f05-d37cde57f438,28,,"[24.3, 63.6]",3890560,0,,,,-0.03066523,,Right Foot,,,,"[40.6, 63.1]",,Ground Pass,,16.307667,,,,,Marvin Schulz,29245.0,,,,,,1,Regular Play,Nico Elvedi,8814.0,Right Center Back,4,Borussia Mönchengladbach,185,['f17b7449-b59d-444a-b994-d020db912270'],47,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:47.837,Pass,
,,,,,,,,,,,,,,,,,0.88036,,,,,,,,,,,,,e9787b5a-dae2-4e6b-a7e2-5270306ac15d,31,,"[40.6, 63.1]",3890560,0,,,,2.8098757,,Right Foot,,,,"[31.6, 66.2]",,Ground Pass,,9.518929,,,,,Nico Elvedi,8814.0,,,,,,1,Regular Play,Marvin Schulz,29245.0,Right Defensive Midfield,4,Borussia Mönchengladbach,185,['83893ab7-73d4-4699-988f-afbe54be73d8'],48,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:48.883,Pass,
,,,,,,,,,,,,,,,,,1.051281,,,,,,,,,,,,,2ec673f3-0f30-4164-8305-f1f50a5e731f,34,,"[31.6, 66.2]",3890560,0,,,,-1.849096,,Right Foot,,,,"[26.6, 48.7]",,Ground Pass,,18.200275,,,,,Andreas Christensen,3959.0,,,,,,1,Regular Play,Nico Elvedi,8814.0,Right Center Back,4,Borussia Mönchengladbach,185,['1542578b-ba4d-4abc-9073-4038a0e7cf5c'],50,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:50.789,Pass,
,,,,,,,,,,,,,,,,,1.451336,,,,,,,,,,,,,ccd5169f-bf12-486d-8aa8-e1b0f1f10a07,37,,"[27.1, 47.5]",3890560,0,,,,-1.0345492,,Right Foot,,,,"[39.7, 26.3]",,Ground Pass,,24.66171,,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Andreas Christensen,3959.0,Center Back,4,Borussia Mönchengladbach,185,['d37cf41d-00a2-4649-83e5-680a14a000e5'],52,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:52.816,Pass,
,,,,,,,,,,,,,,,,,1.181188,,,,,,,,,,,,,ee31154a-e474-4850-8b07-e524146dc6e5,41,,"[56.3, 12.9]",3890560,0,,,,-1.0226728,,Left Foot,,,,"[62.1, 3.4]",,Ground Pass,,11.130589,,,,,Patrick Herrmann,8813.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,4,Borussia Mönchengladbach,185,['481ec93b-d2b3-4a9e-86f3-88880d885a13'],57,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:57.068,Pass,
,,,,,,,,,,,,,,,,,0.680698,,,,,,,,,,,,,9ec600dd-1bf4-41f3-a4f7-74fb9610227f,44,,"[62.1, 3.4]",3890560,0,,,,1.6825733,,Right Foot,,,,"[61.0, 13.2]",,Ground Pass,,9.861542,,,,,Thorgan Hazard,5632.0,,,,,,1,Regular Play,Patrick Herrmann,8813.0,Left Wing Back,4,Borussia Mönchengladbach,185,['c7dfc759-b549-4515-9755-1da7f9f7af6d'],59,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:59.063,Pass,
,,,,,,,,,,,,,,,,,1.33874,,,,,,,,,,,,,1af9dddc-5519-4b81-b2d7-b083f5e17795,47,,"[61.0, 13.2]",3890560,1,,,,-3.1192749,,Right Foot,,,,"[38.6, 12.7]",,Ground Pass,,22.40558,,,,,Håvard Nordtveit,8395.0,,,,,,1,Regular Play,Thorgan Hazard,5632.0,Left Center Forward,4,Borussia Mönchengladbach,185,['d2952c0e-cfff-4863-b874-ca45ccea166e'],0,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:00.436,Pass,
,,,,,,,,,,,,,,,,,2.268797,,,,,,,,,,,,,9bf8058b-299a-4c9a-88e6-836a700d9211,50,,"[38.6, 12.7]",3890560,1,,,,1.425029,,Right Foot,,,,"[45.5, 59.7]",,Ground Pass,,47.503788,,,,,Nico Elvedi,8814.0,,True,,,,1,Regular Play,Håvard Nordtveit,8395.0,Left Center Back,4,Borussia Mönchengladbach,185,['6beb9cd8-bf68-4db2-9b02-cd58cb86adbb'],3,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:03.208,Pass,
,,,,,,,,,,,,,,,,,1.400171,,,,,,,,,,,,,a07e3ea0-e47f-443b-aeb9-fc149b4418b5,53,,"[50.5, 61.5]",3890560,1,,,,-2.1901693,,Right Foot,,,,"[42.8, 50.7]",,Ground Pass,,13.263861,,,,,Andreas Christensen,3959.0,,,,,,1,Regular Play,Nico Elvedi,8814.0,Right Center Back,4,Borussia Mönchengladbach,185,['784ea97c-133a-469a-b4d8-947e11c94e9c'],8,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:08.340,Pass,
,,,,,,,,,,,,,,,,,2.015329,,,,,,,,,,,,,b9a1cef6-f320-48be-b70a-15d47c240fe7,56,,"[43.2, 50.3]",3890560,1,,,,-1.2674769,,Right Foot,,,,"[51.4, 24.1]",,Ground Pass,,27.453234,,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Andreas Christensen,3959.0,Center Back,4,Borussia Mönchengladbach,185,['841b5622-d40d-4e89-a80d-ae03ba0eb8b6'],10,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:10.573,Pass,
,,,,,,,,,,,,,,,,,1.234666,,,,,,,,,,,,,c30144dc-108f-44e1-8496-d51d25e7eb52,59,,"[62.2, 15.9]",3890560,1,,,,0.31249157,,Left Foot,,,,"[81.7, 22.2]",,Ground Pass,,20.492437,,,,,Thorgan Hazard,5632.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,4,Borussia Mönchengladbach,185,['dda66bf3-faff-4600-bd6f-10218c562267'],14,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:14.288,Pass,
,,,,,,,,,,,,,,,,,1.646934,,,,,,,,,,,,,0da55dc3-6ad2-49a9-b58c-73fed69a8c1e,65,,"[50.7, 74.2]",3890560,1,,,,-0.48603192,,Right Foot,,,,"[66.6, 65.8]",,Low Pass,,17.98249,,,Incomplete,,Felix Platte,22017.0,,,,,,1,Regular Play,Marcel Heller,9401.0,Right Midfield,4,Borussia Mönchengladbach,185,"['20110483-fd95-4530-9b3d-5eebe4d6dcba', '7ffd4473-c0ac-4b0d-873f-50278cfe706f']",18,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:18.263,Pass,
,,,,,,,,,,,,,,,,,1.477376,,,,,,,,,,,,,b8929a63-7711-47c9-ad7d-e8eb508e34e4,71,,"[57.5, 9.6]",3890560,1,,,,-2.3858888,,Right Foot,,,,"[52.3, 4.7]",,Ground Pass,,7.1449285,,,,,Marvin Schulz,29245.0,,,,,,1,Regular Play,Håvard Nordtveit,8395.0,Left Center Back,4,Borussia Mönchengladbach,185,['a8587495-2d79-456d-8d77-f45a313110d6'],20,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:20.924,Pass,
,,,,,,,,,,,,,,,,,2.877602,,,,,,,,,,,,,90e310e8-eb88-46bf-a204-e872479c79e9,73,,"[52.3, 4.7]",3890560,1,,,,2.4848068,,Right Foot,,,,"[21.3, 28.6]",,Ground Pass,,39.143456,,,,,Tobias Sippel,11398.0,,,,,,1,Regular Play,Marvin Schulz,29245.0,Right Defensive Midfield,4,Borussia Mönchengladbach,185,['4e128c6a-a366-48ec-8c03-c288e684e258'],22,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:22.401,Pass,
,,,,,,,,,,,,,,,,,1.99127,,,,,,,,,,,,,8da42d79-3e89-4193-9b2d-0221668be12b,75,,"[21.3, 28.6]",3890560,1,,,,1.2420037,,Right Foot,,,,"[27.1, 45.6]",,Ground Pass,,17.962183,,,,,Andreas Christensen,3959.0,,,,,,1,Regular Play,Tobias Sippel,11398.0,Goalkeeper,4,Borussia Mönchengladbach,185,['15b6e2d8-09cd-4852-903d-fb438490ce9e'],25,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:25.279,Pass,
,,,,,,,,,,,,,,,,,1.691845,,,,,,,,,,,,,1aec2fad-08a0-4e58-805a-e46f3c259a9f,78,,"[28.7, 49.8]",3890560,1,,,,0.52078456,,Right Foot,,,,"[48.4, 61.1]",,Ground Pass,,22.71079,,,,,Jonas Hofmann,8804.0,,,,,,1,Regular Play,Andreas Christensen,3959.0,Center Back,4,Borussia Mönchengladbach,185,['a733904a-891b-4584-aa02-5b898cd26969'],27,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:27.875,Pass,
,,,,,,,,,,,,,,,,,1.403942,,,,,,,,,,,,,ae550b32-a73e-4a2e-af8e-8c7348115523,81,,"[58.7, 55.5]",3890560,1,,,,-1.4491429,,Right Foot,,,,"[62.6, 23.6]",,Ground Pass,,32.137516,,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Jonas Hofmann,8804.0,Center Attacking Midfield,4,Borussia Mönchengladbach,185,['9ac878a0-7bed-488c-9b91-8024a6671674'],32,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:32.910,Pass,
,,,,,,,,,,,,,,,,,1.06775,,,,,,,,,,,,,ba11eaf6-8042-46ac-a72f-6a32816d949d,84,,"[65.2, 22.0]",3890560,1,,,,-1.293461,,Left Foot,,,,"[69.1, 8.3]",,Ground Pass,,14.244297,,,,,Thorgan Hazard,5632.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,4,Borussia Mönchengladbach,185,['ebf3d13b-8c91-41b7-b9c9-9d667938e7a0'],36,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:36.713,Pass,
,,,,,,,,,,,,,,,,,1.402146,,,,,,,,,,,,,f0d64525-baa1-41f6-ba72-b31feb5277c5,87,,"[68.4, 8.3]",3890560,1,,,,2.534104,,Right Foot,,,,"[49.7, 21.3]",,Ground Pass,,22.774767,,,,,Håvard Nordtveit,8395.0,,,,,,1,Regular Play,Thorgan Hazard,5632.0,Left Center Forward,4,Borussia Mönchengladbach,185,['c6919ee4-c0bd-4c97-9a6d-1fa1f25b94e8'],38,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:38.719,Pass,
,,,,,,,,,,,,,,,,,2.912999,,,,,,,,,,,,,b4eff80c-11b5-4329-a220-f40c937e4782,90,,"[49.7, 21.3]",3890560,1,,,,1.0655972,,Right Foot,,,,"[79.4, 75.0]",,High Pass,,61.36595,,,,,Ibrahima Traoré,11285.0,,True,,,,1,Regular Play,Håvard Nordtveit,8395.0,Left Center Back,4,Borussia Mönchengladbach,185,['90a2f3de-ebfd-4123-8460-88856affe7c6'],41,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:41.767,Pass,
,,,,,,,,,,,,,,,,,0.589928,,,,,,,,,,,,,fc85ba96-83bf-4f7a-b040-025a86bdde1c,96,,"[81.7, 75.8]",3890560,1,True,,,-1.5707964,,Right Foot,,,,"[81.7, 59.7]",,Ground Pass,,16.1,,,,,Nico Elvedi,8814.0,,,,,Free Kick,1,From Free Kick,Ibrahima Traoré,11285.0,Right Wing Back,5,Borussia Mönchengladbach,185,['796f0fd7-210d-41d3-ac4b-6ceaed898964'],57,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:57.646,Pass,
,,,,,,,,,,,,,,,,,0.845688,,,,,,,,,,,,,7a722f33-21b0-4447-90e1-b57b680a2ecc,98,,"[65.9, 71.8]",3890560,1,,,,-0.7628456,,Right Foot,,,,"[72.7, 65.3]",,Ground Pass,,9.406913,,,,,Marvin Schulz,29245.0,,,,,,1,From Free Kick,Nico Elvedi,8814.0,Right Center Back,5,Borussia Mönchengladbach,185,['b10412e9-dc24-4b20-a310-503d7844a12f'],58,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:58.972,Pass,
,,,,,,,,,,,,,,,,,1.106691,,,,,,,,,,,,,f39653ef-9f13-4156-94ab-582cafa6f740,101,,"[73.4, 64.1]",3890560,1,,,,2.363828,,Right Foot,,,,"[66.8, 70.6]",,Ground Pass,,9.263369,,,,,Nico Elvedi,8814.0,,,,,,1,From Free Kick,Marvin Schulz,29245.0,Right Defensive Midfield,5,Borussia Mönchengladbach,185,['342ae41e-b45b-4881-9d35-bc72993a5d56'],59,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:59.916,Pass,
,,,,,,,,,,,,,,,,,1.443737,,,,,,,,,,,,,bde58f0f-ed7e-4f4e-9a06-945fd4a487c2,105,,"[65.7, 72.9]",3890560,2,,,,-2.822597,,Right Foot,,,,"[43.9, 65.7]",,Ground Pass,,22.958223,,,,,Andreas Christensen,3959.0,,,,,,1,From Free Kick,Nico Elvedi,8814.0,Right Center Back,5,Borussia Mönchengladbach,185,['22c47e00-1b68-413b-9a62-e06077499e40'],1,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:01.798,Pass,
,,,,,,,,,,,,,,,,,2.32686,,,,,,,,,,,,,8b2fad34-eb91-4ca1-84e0-33d2b1c3da34,108,,"[44.8, 65.5]",3890560,2,,,,-1.6176828,,Right Foot,,,,"[43.2, 31.4]",,Ground Pass,,34.137516,,,,,Håvard Nordtveit,8395.0,,,,,,1,From Free Kick,Andreas Christensen,3959.0,Center Back,5,Borussia Mönchengladbach,185,['80b65de1-b6b8-4981-9894-9477ba7c4747'],4,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:04.398,Pass,
,,,,,,,,,,,,,,,,,1.331366,,,,,,,,,,,,,dd60c8a8-f963-4842-baa6-4748d71629bc,110,,"[44.1, 30.7]",3890560,2,,,,-1.0443176,,Right Foot,,,,"[57.7, 7.3]",,Ground Pass,,27.065107,,,,,Thorgan Hazard,5632.0,,,,,,1,From Free Kick,Håvard Nordtveit,8395.0,Left Center Back,5,Borussia Mönchengladbach,185,['20040696-d190-4b10-abad-9cd0e123b1d6'],6,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:06.725,Pass,
,,,,,,,,,,,,,,,,,1.277745,,,,,,,,,,,,,ea5a13b6-a37b-49ca-b580-b400fb33f8b6,113,,"[59.6, 6.4]",3890560,2,,,,-0.7853982,,Right Foot,,,,"[65.4, 0.6]",,Ground Pass,,8.202438,,,Out,,Patrick Herrmann,8813.0,,,,,,1,From Free Kick,Thorgan Hazard,5632.0,Left Center Forward,5,Borussia Mönchengladbach,185,"['d18796bc-fb8e-4af5-964e-9ef636154644', 'e4d53f47-291b-42d9-bc63-f52e937e3ed5']",8,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:08.056,Pass,True
,,,,,,,,,,,,,,,,,1.762666,,,,,,,,,,,,,7a42f18f-98d9-467f-b472-3a126f86d970,115,,"[62.4, 80.0]",3890560,2,,,,-0.34174788,,,,,,"[77.3, 74.7]",,High Pass,,15.81455,,,,,Felix Platte,22017.0,,,,,Throw-in,1,From Throw In,György Garics,20522.0,Right Back,6,Darmstadt 98,872,['fc668067-1e1a-4f53-98b4-2703ca60d112'],19,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:19.955,Pass,
,,,,,,,,,,,,,,,,,1.627056,,,,,,,,,,,,,ce4ed089-87e9-4a04-81ea-b874f51e8c02,119,,"[77.4, 75.3]",3890560,2,,,,-0.1749603,,Right Foot,,,,"[97.2, 71.8]",,Low Pass,,20.106964,,,,,Marcel Heller,9401.0,,,,,,1,From Throw In,Felix Platte,22017.0,Center Forward,6,Darmstadt 98,872,['e90f1260-4044-4ac3-a293-b2fdf4dc075f'],22,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:22.431,Pass,
