50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.096939,,,,,,,,,,,,,,b0e4d2cf-fe41-4cd1-9c44-543fb0a7633f,20,,"[2.6, 4.4]",3890513,0,,,,,-0.90675014,,Left Foot,,,"[4.4, 2.1]",,Low Pass,,2.9206164,,Incomplete,,Giulio Donati,8549.0,,,,,,1,Regular Play,Leon Aderemi Balogun,5467.0,Left Center Back,3,FSV Mainz 05,177,"['27275581-1bcb-49fe-8442-853c8f642f84', '5143ce7c-43f8-466c-8cf5-a56a8f316bb8', '6df84ecc-bf5f-4f25-986c-73cb9d89adba', 'a2b442a0-288b-4548-a408-9c20cce7ee61']",10,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:10.833,Pass,True
,,,,,,,,,,,,,,,,1.344829,,,,,,,,,,,,,,ed959e08-a341-4759-89e5-3f4d4fab7064,23,,"[8.4, 0.1]",3890513,0,,,,,0.38050637,,,,,"[15.9, 3.1]",,Low Pass,,8.077747,,,,Pablo Ezequiel De Blasis,8555.0,,,,,Throw-in,1,From Throw In,Giulio Donati,8549.0,Left Back,4,FSV Mainz 05,177,['9ffeebe0-714a-42fb-a3b0-9f632a760415'],23,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:23.005,Pass,
,,,,,,,,,,,,,,,,0.925232,,,,,,,,,,,,,,e48aa258-8144-4763-80f9-d97c67e77407,26,,"[15.2, 3.4]",3890513,0,,,,,-2.6135182,,Head,,,"[10.4, 0.6]",,Low Pass,,5.5569777,,Out,,Giulio Donati,8549.0,,,,,,1,From Throw In,Pablo Ezequiel De Blasis,8555.0,Left Wing,4,FSV Mainz 05,177,"['00411b68-30e9-4dfe-948d-eb71361c7684', 'ca887f6c-e86e-431f-b6fb-f6b432dd0c5a']",24,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:24.350,Pass,True
,,,,,,,,,,,,,,,,0.899647,,,,,,,,,,,,,,8f2fdd18-af92-49af-a031-7721a9381605,28,,"[111.0, 80.0]",3890513,0,,,,,-1.686223,,,,,"[108.6, 59.3]",,High Pass,,20.838667,,,,Bruno Henrique Pinto,25152.0,,,,,Throw-in,1,From Throw In,Christian Träsch,23266.0,Right Back,5,Wolfsburg,179,['86831dbc-d5ee-4a22-8315-f3829fcf0347'],36,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:36.462,Pass,
,,,,,,,,,,,,,,,,1.584597,,,,,,,,,,,,,,b69a74ba-e322-4763-86e8-1f03bdc4865d,30,,"[108.6, 59.3]",3890513,0,,,,,-1.6387188,,Head,True,,"[107.6, 44.6]",,Low Pass,,14.733974,,Incomplete,,Bas Dost,10594.0,,,,,,1,From Throw In,Bruno Henrique Pinto,25152.0,Right Wing,5,Wolfsburg,179,"['3dad7052-2af0-47df-9be0-081692375b5f', 'c047c293-1fa8-408b-859f-a052b66c9643']",37,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:37.362,Pass,
,,,,,,,,,,,,,,,,1.010481,,,,,,,,,,,,,,ec677518-6a1e-4c7b-b51e-2637f355b0a5,33,,"[82.7, 80.0]",3890513,0,,,,,-1.388628,,,,,"[84.8, 68.6]",,Low Pass,,11.591807,,,,Bas Dost,10594.0,,,,,Throw-in,1,From Throw In,Christian Träsch,23266.0,Right Back,6,Wolfsburg,179,['54f5cfc7-4f69-4737-bef8-6ef0c0891cb7'],52,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:52.378,Pass,
,,,,,,,,,,,,,,,,1.130858,,,,,,,,,,,,,,748f1409-a471-476b-af0a-667b38d439ab,36,,"[84.8, 68.6]",3890513,0,,,,,0.11756557,,Right Foot,,,"[97.5, 70.1]",,Ground Pass,,12.788276,,,,Bruno Henrique Pinto,25152.0,,,,,,1,From Throw In,Bas Dost,10594.0,Center Forward,6,Wolfsburg,179,['2aaddc56-7ffd-4b78-916f-feb75cccc0df'],54,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:54.249,Pass,
,,,,,,,,,,,,,,,,0.360032,,,,,,,,,,,,,,4fd39aed-2fb9-45d1-8943-83d358c18cbe,39,,"[98.1, 72.7]",3890513,0,,,,,-2.284887,,Right Foot,,,"[94.2, 68.2]",,Ground Pass,,5.95483,,Incomplete,,Bas Dost,10594.0,,,,,,1,From Throw In,Bruno Henrique Pinto,25152.0,Right Wing,6,Wolfsburg,179,"['42e204ab-de09-42a5-91bd-3856c5a74e8a', '8c1115c6-3b2f-4d76-ae11-7b930073737e']",55,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:55.416,Pass,
,,,,,,,,,,,,,,,,2.2387,,,,,,,,,,,,,,d5688271-6fbf-43e7-b58d-5d6629e9a750,44,,"[21.0, 8.4]",3890513,0,,,,,2.099569,,Right Foot,,,"[5.4, 35.1]",,Ground Pass,,30.923292,,,,Loris Karius,3630.0,,,,,,1,Regular Play,Danny Latza,8539.0,Left Defensive Midfield,7,FSV Mainz 05,177,"['36eb7bed-6a4a-4a2c-a564-eb6b323c8b57', 'e721f7b5-a9c9-4122-b34d-432b8541e0fd']",57,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:57.603,Pass,True
,,,,,,,,,,,,,,,,2.622984,,,,,,,,,,,,,,5270b3e4-9717-4ab5-9852-8820ca654169,48,,"[5.5, 44.9]",3890513,1,,,,,0.96836007,,Right Foot,,,"[25.1, 73.4]",,Ground Pass,,34.58916,,,,Daniel Brosinski,8548.0,,,,,,1,Regular Play,Loris Karius,3630.0,Goalkeeper,7,FSV Mainz 05,177,"['0a7ad887-90e9-4097-a099-1e94c3c1e804', '63eeb1dd-ab11-4e0a-afcd-4f2f418d66ab']",1,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:01.674,Pass,True
,,,,,,,,,,,,,,,,1.270112,,,,,,,,,,,,,,563b85e4-0a81-4015-86a2-a4fb6d73925e,52,,"[25.7, 72.9]",3890513,1,,,,,-1.4332095,,Right Foot,,,"[27.5, 59.9]",,Ground Pass,,13.124023,,,,Julian Baumgartlinger,20037.0,,,,,,1,Regular Play,Daniel Brosinski,8548.0,Right Back,7,FSV Mainz 05,177,"['0f6ae711-b3b1-46e4-bff9-def5d7ba00ab', '82a6cfc7-b59c-4ce0-b5af-19c7d68eafb3']",4,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:04.595,Pass,True
,,,,,,,,,,,,,,,,1.20205,,,,,,,,,,,,,,79a0ccfd-1259-4ec8-bbb1-f10c786febb7,55,,"[43.5, 45.9]",3890513,1,,,,,-0.48166367,,Right Foot,,,"[61.1, 36.7]",,Ground Pass,,19.859507,,,,Jhon Andrés Córdoba Copete,8817.0,,,,,,1,Regular Play,Julian Baumgartlinger,20037.0,Right Defensive Midfield,7,FSV Mainz 05,177,['6af9d45f-8865-4d7b-8b10-19c22ba406bf'],10,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:10.743,Pass,
,,,,,,,,,,,,,,,,0.941365,,,,,,,,,,,,,,9d3ee281-5c86-4e5b-b34c-a842b6a84afd,58,,"[62.1, 36.4]",3890513,1,,,,,-1.972667,,Right Foot,,,"[58.7, 28.4]",,Low Pass,,8.692526,,,,Danny Latza,8539.0,,,,,,1,Regular Play,Jhon Andrés Córdoba Copete,8817.0,Center Forward,7,FSV Mainz 05,177,['3f672662-842e-45db-9047-561ab8e1dd57'],12,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:12.075,Pass,
,,,,,,,,,,,,,,,,3.623628,,,,,,,,,,,,,,5f1cf714-f29f-4099-9d8b-f56b5e995831,61,,"[63.5, 29.2]",3890513,1,,,,,-0.5434776,,Right Foot,,,"[111.5, 0.2]",,High Pass,,56.0803,,Out,,Pablo Ezequiel De Blasis,8555.0,,,,,,1,Regular Play,Danny Latza,8539.0,Left Defensive Midfield,7,FSV Mainz 05,177,['4024e662-e78d-4700-aaef-124a9fcea1a6'],13,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:13.097,Pass,
,,,,,,,,,,,,,,,,1.664092,,,,,,,,,,,,,,a301685f-dd09-499d-90dd-23b87c1c7ec1,63,,"[13.9, 80.0]",3890513,1,,,,,-0.35235325,,,,,"[43.0, 69.3]",,High Pass,,31.004839,,Incomplete,,Bruno Henrique Pinto,25152.0,,,,,Throw-in,1,From Throw In,Christian Träsch,23266.0,Right Back,8,Wolfsburg,179,"['06485f49-778c-4c8b-9129-118baf02d1e5', 'e4ac0e33-14cb-46b4-88a5-d5bfc8ae4c8c']",30,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:30.696,Pass,
,,,,,,,,,,,,,,,,1.392395,,,,,,,,,,,,,,e4ac0e33-14cb-46b4-88a5-d5bfc8ae4c8c,66,,"[77.1, 10.8]",3890513,1,,,,True,0.42803925,,,,,"[93.1, 18.1]",,High Pass,,17.586643,,Incomplete,,Jhon Andrés Córdoba Copete,8817.0,,,,,Recovery,1,From Throw In,Danny Latza,8539.0,Left Defensive Midfield,8,Wolfsburg,179,"['46bfd9d7-19bd-47ca-8b9c-06ef788c9cff', '54f4c1c8-1449-4122-a39a-1b3451498c7a', '9ad7166c-d871-43d1-89a0-818a8dbcd424', 'a301685f-dd09-499d-90dd-23b87c1c7ec1']",32,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:32.360,Pass,True
,,,,,,,,,,,,,,,,1.936086,,,,,,,,,,,,,,389640e4-6167-40a2-8422-eccc9cf630a6,70,,"[49.8, 0.1]",3890513,1,,True,,,2.2330117,,,,,"[31.4, 23.7]",,Low Pass,,29.92524,,,,Leon Aderemi Balogun,5467.0,,,,,Throw-in,1,From Throw In,Giulio Donati,8549.0,Left Back,9,FSV Mainz 05,177,['01cd6639-e8c2-4782-aa24-e6718283651d'],43,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:43.318,Pass,
,,,,,,,,,,,,,,,,2.476277,,,,,,,,,,,,,,dfd6021e-9eac-4465-a93a-aaf4e4f7d178,72,,"[28.8, 25.7]",3890513,1,,,,,1.3489016,,Right Foot,,,"[36.2, 58.5]",,Ground Pass,,33.624397,,,,Stefan Bell,8559.0,,,,,,1,From Throw In,Leon Aderemi Balogun,5467.0,Left Center Back,9,FSV Mainz 05,177,['1042bd65-08a1-46c8-8b93-0c8cf1b1073d'],46,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:46.595,Pass,
,,,,,,,,,,,,,,,,2.462225,,,,,,,,,,,,,,3b61af4e-e16e-48d0-895d-d8cefeec501c,75,,"[36.2, 57.4]",3890513,1,,,,,-1.5877439,,Right Foot,,,"[35.6, 22.0]",,Ground Pass,,35.405083,,,,Leon Aderemi Balogun,5467.0,,,,,,1,From Throw In,Stefan Bell,8559.0,Right Center Back,9,FSV Mainz 05,177,['ea8a0afa-5134-4afe-be6d-00b90554843f'],50,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:50.255,Pass,
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,e708fc3a-69fd-4c3f-ac33-c73e46051fc0,78,,"[37.4, 20.5]",3890513,1,,,,,-0.8858343,,Right Foot,,,"[49.0, 6.3]",,Ground Pass,,18.335758,,,,Giulio Donati,8549.0,,,,,,1,From Throw In,Leon Aderemi Balogun,5467.0,Left Center Back,9,FSV Mainz 05,177,['cdb6dfee-e62f-4d1b-8f81-2750d4bfaaff'],53,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:53.277,Pass,
,,,,,,,,,,,,,,,,1.91326,,,,,,,,,,,,,,9c064697-5b1c-417a-bb1b-e03ea7d32d27,81,,"[55.8, 11.5]",3890513,1,,,,,0.1382206,,Right Foot,,,"[93.9, 16.8]",,High Pass,,38.46687,,,,Danny Latza,8539.0,,,,,,1,From Throw In,Giulio Donati,8549.0,Left Back,9,FSV Mainz 05,177,['83b27693-dbfb-4fc9-ab15-53d0c3e1e190'],56,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:56.267,Pass,
,,,,,,,,,,,,,,,,1.746004,,,,,,,,,,,,,,e24a1917-6976-42ee-9067-909299fac81a,85,,"[109.9, 6.9]",3890513,2,,,,,2.3476477,,Right Foot,,,"[98.3, 18.7]",,Ground Pass,,16.546904,,,,Yunus Mallı,8679.0,,,,,,1,From Throw In,Danny Latza,8539.0,Left Defensive Midfield,9,FSV Mainz 05,177,['de9e7a84-4ef5-4a2c-9e37-403c937739a5'],3,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:03.137,Pass,
,,,,,,,,,,,,,,,,2.442038,,,,,,,,,,,,,,7925f28b-0dd5-48c8-a50a-2987e92e3dff,90,,"[95.1, 19.1]",3890513,2,,,,,-3.1097562,,Right Foot,,,"[63.7, 18.1]",,Ground Pass,,31.41592,,,,Leon Aderemi Balogun,5467.0,,,,,Recovery,1,From Throw In,Yunus Mallı,8679.0,Center Attacking Midfield,9,FSV Mainz 05,177,['63a7b434-76aa-4d37-aa13-74eb7d10979a'],6,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:06.464,Pass,
,,,,,,,,,,,,,,,,1.68743,,,,,,,,,,,,,,f45d6785-23ab-4974-80a0-da56fc85b3f9,93,,"[57.9, 20.5]",3890513,2,,,,,1.671988,,Right Foot,,,"[54.6, 53.0]",,Ground Pass,,32.66711,,,,Stefan Bell,8559.0,,,,,,1,From Throw In,Leon Aderemi Balogun,5467.0,Left Center Back,9,FSV Mainz 05,177,['4aecf1c5-6585-472e-930c-1d6424e18b99'],9,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:09.788,Pass,
,,,,,,,,,,,,,,,,0.16519,,,,,,,,,,,,,,7e7a0557-9d04-4ee0-9550-b726fce57bc7,96,,"[62.1, 55.7]",3890513,2,,,,,-0.47116625,,Right Foot,,,"[67.4, 53.0]",,High Pass,,5.948109,,Incomplete,,Jhon Andrés Córdoba Copete,8817.0,,,,,,1,From Throw In,Stefan Bell,8559.0,Right Center Back,9,FSV Mainz 05,177,"['3c711d98-f7af-4b06-83a5-09db42c774da', 'ed44c5cc-b649-48ff-8091-a7bf336fc977']",13,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:13.824,Pass,
,,,,,,,,,,,,,,,,1.325152,,,,,,,,,,,,,,80b20225-6690-4833-9e6f-a65dc2bc0b4d,100,,"[33.1, 60.6]",3890513,2,,,,True,0.10673567,,,,,"[41.5, 61.5]",,High Pass,,8.448076,,,,Bruno Henrique Pinto,25152.0,,,,,Recovery,1,Regular Play,Christian Träsch,23266.0,Right Back,10,Wolfsburg,179,"['6808b96c-ffb3-460a-9463-eba7ed577cab', 'c0807871-eed6-41bc-b32b-34a737852d55']",18,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:18.354,Pass,True
,,,,,,,,,,,,,,,,2.656879,,,,,,,,,,,,,,280396d2-d7fc-40de-a765-e949402a901f,107,,"[47.7, 70.9]",3890513,2,,,,,0.15835866,,Left Foot,,,"[74.0, 75.1]",,Ground Pass,,26.63325,,,,Maximilian Arnold,8235.0,,,,,,1,Regular Play,Bruno Henrique Pinto,25152.0,Right Wing,10,Wolfsburg,179,['7f19de90-949b-424b-baf7-b2c9fb573a2f'],21,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:21.564,Pass,
,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,c8faf8a8-4ceb-4f80-b2a0-e596d6911b75,110,,"[85.8, 71.2]",3890513,2,,,True,,1.456356,,Left Foot,,,"[86.8, 79.9]",,Ground Pass,,8.757282,,Injury Clearance,,,,,,,,,1,Regular Play,Maximilian Arnold,8235.0,Left Center Midfield,10,Wolfsburg,179,,28,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:28.084,Pass,
,,,,,,,,,,,,,,,,1.133324,,,,,,,,,,,,,,eeadb227-9792-42ab-80fc-4c6078d9e1b7,114,,"[37.8, 0.1]",3890513,3,,,,,1.2002523,,,,,"[43.2, 14.0]",,Low Pass,,14.912076,,,,Danny Latza,8539.0,,,,,Throw-in,1,From Throw In,Giulio Donati,8549.0,Left Back,11,FSV Mainz 05,177,['a9d0f2bf-4992-4c93-946b-70f09e1cff7f'],36,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:03:36.709,Pass,
,,,,,,,,,,,,,,,,4.525507,,,,,,,,,,,,,,e5c6a551-b5e6-47f0-8a92-123610cf6071,117,,"[47.1, 16.3]",3890513,3,,,,,0.3736139,,Right Foot,,,"[107.3, 39.9]",,Ground Pass,,64.66065,,Injury Clearance,,,,,,,,,1,From Throw In,Danny Latza,8539.0,Left Defensive Midfield,11,FSV Mainz 05,177,,39,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:03:39.482,Pass,
,,,,,,,,,,,,,,,,1.863585,,,,,,,,,,,,,,fd4e9613-ba6e-4d17-b705-1251095d9c35,119,,"[15.4, 42.6]",3890513,3,,,,,0.9642773,,Left Foot,,,"[26.5, 58.6]",,Ground Pass,,19.473314,,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,Recovery,1,Regular Play,Koen Casteels,8240.0,Goalkeeper,12,Wolfsburg,179,['ff3d73d7-db56-4d97-a53f-ae919f081c95'],43,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:03:43.485,Pass,
