50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.518871,,,,,,,,,,,,,71e0f34b-7184-4f08-bc58-49a6eda76cce,16,,"[38.1, 19.6]",3890315,0,,,,,0.39323977,,Head,,,"[61.0, 29.1]",,High Pass,,24.792337,,Incomplete,,Stefan Kießling,11394.0,,,,,Recovery,1,From Kick Off,Kyriakos Papadopoulos,8313.0,Left Center Back,2,Werder Bremen,176,"['30474f41-7e1f-4131-b0d6-298f1bc571d9', '536c53b4-dae1-490a-ae3e-e7aefef45198', '58f081a4-8dbf-431b-a312-c108695e8e5d']",9,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:09.705,Pass,
,,,,,,,,,,,,,,,,,,1.522788,,,,,,,,,,,,,00b120f6-43ba-4961-a1d0-81205fa9dcf6,21,,"[60.0, 51.5]",3890315,0,,,,,0.8428887,,Left Foot,,,"[73.1, 66.2]",,High Pass,,19.6901,,,,Clemens Fritz,20010.0,,,,,,1,From Kick Off,Zlatko Junuzović,8762.0,Center Attacking Midfield,2,Werder Bremen,176,['9b5f99b0-93b6-46e2-bf13-4588597bc877'],12,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:12.026,Pass,
,,,,,,,,,,,,,,,,,,0.490262,,,,,,,,,,,,,7102f9e4-c808-4ccf-8f20-8eb9979efc46,26,,"[45.6, 16.6]",3890315,0,,,,,-1.5239556,,Right Foot,,,"[45.9, 10.2]",,Ground Pass,,6.4070272,,,,Sebastian Boenisch,20415.0,,,,,Recovery,1,Regular Play,Christoph Kramer,8805.0,Left Defensive Midfield,3,Bayer Leverkusen,904,['9d6ba16d-7757-42b3-9be7-5cf00073f1fa'],14,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:14.760,Pass,
,,,,,,,,,,,,,,,,,,0.90911,,,,,,,,,,,,,184ad9b4-fb0b-4fcc-88da-7fb4d2483404,29,,"[45.9, 10.2]",3890315,0,,,,,0.695593,,Left Foot,,,"[57.4, 19.8]",,Ground Pass,,14.98032,,Incomplete,,Stefan Kießling,11394.0,,,,,,1,Regular Play,Sebastian Boenisch,20415.0,Left Back,3,Bayer Leverkusen,904,"['598e3819-c91f-4642-86e4-25ac8d164128', 'c8a25038-7569-4cd5-8f16-cd0f4557b6c5']",15,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:15.311,Pass,
,,,,,,,,,,,,,,,,,,1.787527,,,,,,,,,,,,,9908ae02-5f5f-4300-afaa-c6cf69d945c8,32,,"[50.6, 0.1]",3890315,0,,,,,0.64529645,,,,,"[68.4, 13.5]",,High Pass,,22.280035,,,,Stefan Kießling,11394.0,,,,,Throw-in,1,From Throw In,Sebastian Boenisch,20415.0,Left Back,4,Bayer Leverkusen,904,['809e0dd2-4f3d-4f62-b1c8-53e3c611f188'],29,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:29.446,Pass,
,,,,,,,,,,,,,,,,,,1.312051,,,,,,,,,,,,,bdff56d2-31d1-4277-836b-62a43e996e22,35,,"[69.3, 13.5]",3890315,0,,,,True,-1.04473,,,,,"[74.7, 4.2]",,Low Pass,,10.754069,,,,Julian Brandt,5555.0,,,,,,1,From Throw In,Stefan Kießling,11394.0,Left Center Forward,4,Bayer Leverkusen,904,"['510edd67-d389-422b-ae59-fa545d12c736', 'a4bb2ef0-98a5-444d-8104-07cc60c0ca71']",31,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:31.234,Pass,True
,,,,,,,,,,,,,,,,,,0.22837,,,,,,,,,,,,,ce79f9f2-4f7b-452e-b4d6-21fe1f6b66d4,39,,"[76.8, 10.2]",3890315,0,,,,,2.0222495,,Left Foot,,,"[73.6, 16.8]",,Ground Pass,,7.3348484,,Incomplete,,Karim Bellarabi,8213.0,,,,,,1,From Throw In,Julian Brandt,5555.0,Left Midfield,4,Bayer Leverkusen,904,"['171de113-a335-4878-bcf4-cceb3801ee20', '478b0120-c691-4564-98f0-35b41c3821a4', 'cffc44c9-d5e8-41f8-939c-8aba4a7f10f2']",34,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:34.049,Pass,True
,,,,,,,,,,,,,,,,,,1.175055,,,,,,,,,,,,,28f5840a-89eb-428a-95dc-3c37735beda3,43,,"[38.7, 39.2]",3890315,0,,,,,-1.9914597,,Right Foot,,,"[33.6, 27.8]",,Ground Pass,,12.488795,,,,Santiago García,26359.0,,,,,Recovery,1,From Throw In,Levin Mete Öztunali,8554.0,Left Center Midfield,4,Bayer Leverkusen,904,['2c9e54eb-69cd-46ba-94b0-9c40327fd468'],36,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:36.983,Pass,
,,,,,,,,,,,,,,,,,,1.077834,,,,,,,,,,,,,dc6cad6f-2804-49cc-9005-283df9110f64,47,,"[31.7, 16.9]",3890315,0,,,,,-0.074550375,,Left Foot,,,"[55.8, 15.1]",,Ground Pass,,24.167126,,Incomplete,,Levin Mete Öztunali,8554.0,,,,,,1,From Throw In,Santiago García,26359.0,Left Back,4,Bayer Leverkusen,904,"['005b18b5-96c7-49b9-8005-3b6107a4440c', '85944e83-7bac-4750-bf09-fc37d5d289a1', 'd29cb338-cadc-4ff6-a2c0-c8dc4de8762b']",39,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:39.471,Pass,True
,,,,,,,,,,,,,,,,,,1.541342,,,,,,,,,,,,,d29cb338-cadc-4ff6-a2c0-c8dc4de8762b,49,,"[64.3, 65.0]",3890315,0,,,,,0.069333136,,Left Foot,,,"[85.9, 66.5]",,Low Pass,,21.652021,,Incomplete,,Stefan Kießling,11394.0,,,,,Recovery,1,From Throw In,Giulio Donati,8549.0,Right Back,4,Bayer Leverkusen,904,"['23bab34b-e903-43df-839b-076f69744e92', 'a59d1218-973f-4796-980c-c09101d3a1d6', 'dc6cad6f-2804-49cc-9005-283df9110f64']",40,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:40.549,Pass,
,,,,,,,,,,,,,,,,,,0.711109,,,,,,,,,,,,,4aae4f91-4247-45e6-9315-f83cdee5f911,54,,"[75.2, 63.4]",3890315,0,,,,,0.8340085,,Right Foot,,,"[84.0, 73.1]",,Ground Pass,,13.096946,,,,Karim Bellarabi,8213.0,,,,,Recovery,1,From Throw In,Lars Bender,8969.0,Right Defensive Midfield,4,Bayer Leverkusen,904,"['07ef1d47-4728-4668-8e84-3adaf117bba8', '52c33ee0-dade-43cf-87b1-33fd1e79166d']",43,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:43.761,Pass,True
,,,,,,,,,,,,,,,,,,0.202941,,,,,,,,,,,,,e037f27b-0dd9-41f7-82d2-674c302974ae,58,,"[98.9, 60.5]",3890315,0,,,,,-0.40265465,,Right Foot,,,"[104.3, 58.2]",,Ground Pass,,5.8694124,,Incomplete,,Admir Mehmedi,8219.0,,,,,,1,From Throw In,Karim Bellarabi,8213.0,Right Center Forward,4,Bayer Leverkusen,904,"['15015b3b-9917-4495-b8e8-12115e13ad3d', '1bcaf1be-a49f-4bd9-9da5-919dcd88be4d']",47,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:47.757,Pass,
,,,,,,,,,,,,,,,,,,1.760513,,,,,,,,,,,,,7fcae0d1-db59-42fe-bd51-dcb34269ff85,63,,"[38.8, 16.2]",3890315,0,,,,,-0.07776494,,Left Foot,,,"[46.5, 15.6]",,Ground Pass,,7.7233415,,Incomplete,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,1,From Throw In,Jannik Vestergaard,8815.0,Left Center Back,4,Bayer Leverkusen,904,"['09e025ed-db7c-4f3a-93a2-76b6a99dce56', '867edfe2-8071-4936-a3af-56029ca741ba', 'f2b507bd-eb37-4480-8e64-d635a9cd4395']",52,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:52.461,Pass,True
,,,,,,,,,,,,,,,,,,1.011247,,,,,,,,,,,,,867edfe2-8071-4936-a3af-56029ca741ba,65,,"[73.6, 64.5]",3890315,0,,,,,1.2801971,,Right Foot,,,"[76.8, 75.2]",,Ground Pass,,11.168259,,,,Giulio Donati,8549.0,,,,,Recovery,1,From Throw In,Jonathan Tah,8221.0,Right Center Back,4,Bayer Leverkusen,904,"['790c3488-07d6-4672-a039-c6c95c330edb', '7fcae0d1-db59-42fe-bd51-dcb34269ff85']",54,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:54.221,Pass,
,,,,,,,,,,,,,,,,,,1.037585,,,,,,,,,,,,,1d08d51c-a2e2-4c96-95c7-7adb7e620e09,69,,"[72.4, 76.1]",3890315,0,,,,,-0.06329562,,Left Foot,,,"[86.6, 75.2]",,Ground Pass,,14.228493,,,,Admir Mehmedi,8219.0,,,,,,1,From Throw In,Giulio Donati,8549.0,Right Back,4,Bayer Leverkusen,904,['5861ce15-ce82-40dc-8000-0e4425fb083a'],55,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:55.348,Pass,
,,,,,,,,,,,,,,,,,,1.598826,,,,,,,,,,,,,865973d9-dd28-4965-ac92-30d86514b9d2,73,,"[85.9, 76.2]",3890315,0,,,,,-0.1429575,,Right Foot,,,"[99.1, 74.3]",,High Pass,,13.336041,,,,Giulio Donati,8549.0,,,,,,1,From Throw In,Admir Mehmedi,8219.0,Right Midfield,4,Bayer Leverkusen,904,"['6cb9eb8f-3b33-4382-a00a-40fafb3ec995', 'c62bac73-9b09-45c5-b94c-8031b9ed7523']",58,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:58.163,Pass,True
,,,,,,,,,,,,,,,,,,1.043387,,,,,,,,,,,,,30a304e6-1800-459f-b2fb-ca70a6f49e4c,81,,"[96.9, 68.6]",3890315,1,,,,,-2.953371,,Right Foot,,,"[90.6, 67.4]",,Ground Pass,,6.4132676,,Incomplete,,Karim Bellarabi,8213.0,,,,,,1,From Throw In,Giulio Donati,8549.0,Right Back,4,Bayer Leverkusen,904,"['2fdecf39-9557-4818-98b4-d31e90a0d5d3', 'bd039a32-29d1-49e0-b361-09f9cce14567', 'dda6cea6-1e73-49c5-8eb5-25a943d55653']",1,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:01.272,Pass,True
,,,,,,,,,,,,,,,,,,0.647958,,,,,,,,,,,,,2fdecf39-9557-4818-98b4-d31e90a0d5d3,83,,"[29.5, 12.7]",3890315,1,,,,,2.6387494,,Right Foot,,,"[17.5, 19.3]",,Ground Pass,,13.695254,,,,Jannik Vestergaard,8815.0,,,,,Recovery,1,From Throw In,Felix Kroos,9178.0,Center Defensive Midfield,4,Bayer Leverkusen,904,"['30a304e6-1800-459f-b2fb-ca70a6f49e4c', 'b1540810-d5ed-4008-be18-0bfd0e2130b3']",2,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:02.316,Pass,
,,,,,,,,,,,,,,,,,,1.681759,,,,,,,,,,,,,d50ee9ab-3d0e-4481-9903-2b940911a134,86,,"[19.1, 20.3]",3890315,1,,,,,0.013651029,,Left Foot,,,"[48.4, 20.7]",,High Pass,,29.30273,,Incomplete,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,1,From Throw In,Jannik Vestergaard,8815.0,Left Center Back,4,Bayer Leverkusen,904,"['72d0b572-cf84-4612-a027-97852d1ed0b7', 'cea5b151-99a9-4c05-8e1f-d80eb100771e']",3,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:03.084,Pass,
,,,,,,,,,,,,,,,,,,1.09166,,,,,,,,,,,,,2ed0a4e5-7351-4e1d-8457-9a750ceb526c,91,,"[72.8, 58.4]",3890315,1,,,,,-0.9604584,,Right Foot,,,"[84.9, 41.1]",,Ground Pass,,21.111609,,,,Julian Brandt,5555.0,,,,,,1,From Throw In,Jonathan Tah,8221.0,Right Center Back,4,Bayer Leverkusen,904,"['8863dfe7-39d1-4c14-89df-ab8d47dbe5f0', '9fbc67a0-961a-4708-aa69-2cc45e1e783e']",5,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:05.801,Pass,True
,,,,,,,,,,,,,,,,,,1.434518,,,,,,,,,,,,,f671973a-83ce-4caf-a06d-1af7e60912c5,95,,"[86.1, 38.3]",3890315,1,,,,,-1.4144257,,Left Foot,,,"[89.6, 16.1]",,Ground Pass,,22.474207,,,,Sebastian Boenisch,20415.0,,,,,,1,From Throw In,Julian Brandt,5555.0,Left Midfield,4,Bayer Leverkusen,904,['4aedf6c1-0ff0-4b03-ad4f-c6cc1bdf7e14'],9,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:09.842,Pass,
,,,,,,,,,,,,,,,,,,0.996961,,,,,,,,,,,,,e48764fc-304d-4646-968e-e42633712206,98,,"[90.3, 18.0]",3890315,1,,,,,2.4552073,,Left Foot,,,"[82.0, 24.8]",,Ground Pass,,10.729865,,,,Christoph Kramer,8805.0,,,,,,1,From Throw In,Sebastian Boenisch,20415.0,Left Back,4,Bayer Leverkusen,904,['3139822e-b275-4d72-b192-626593c5215c'],13,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:13.270,Pass,
,,,,,,,,,,,,,,,,,,1.233215,,,,,,,,,,,,,5f33fde1-cd86-4a94-972c-6de67d5ec939,102,,"[80.1, 24.1]",3890315,1,,,,,2.3094995,,Right Foot,,,"[64.8, 40.9]",,Ground Pass,,22.722897,,,,Jonathan Tah,8221.0,,,,,,1,From Throw In,Christoph Kramer,8805.0,Left Defensive Midfield,4,Bayer Leverkusen,904,['29ae0cdf-a404-4530-902c-d93ca1485cd1'],16,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:16.992,Pass,
,,,,,,,,,,,,,,,,,,1.305378,,,,,,,,,,,,,d5720d16-8369-409e-bf0d-18196178a6ce,105,,"[66.4, 41.9]",3890315,1,,,,,1.2637506,,Left Foot,,,"[74.2, 66.5]",,Ground Pass,,25.806976,,,,Giulio Donati,8549.0,,,,,,1,From Throw In,Jonathan Tah,8221.0,Right Center Back,4,Bayer Leverkusen,904,['6fec1b06-14e1-405c-9958-7d1affee4d5c'],18,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:18.906,Pass,
,,,,,,,,,,,,,,,,,,1.423697,,,,,,,,,,,,,3041d013-e226-4f36-ae35-4b3743fd315d,108,,"[74.5, 69.0]",3890315,1,,,,,0.44501624,,Right Foot,,,"[87.5, 75.2]",,Ground Pass,,14.402778,,,,Admir Mehmedi,8219.0,,,,,,1,From Throw In,Giulio Donati,8549.0,Right Back,4,Bayer Leverkusen,904,['bc8e69d0-62df-41f8-8cee-a686d66d0cdb'],21,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:21.266,Pass,
,,,,,,,,,,,,,,,,,,3.092411,,,,,,,,,,,,,5f36df47-1a1d-4bf2-8c15-2c512edebbe3,112,,"[89.8, 70.2]",3890315,1,,,,,0.047583103,,Right Foot,,,"[119.2, 71.6]",,Ground Pass,,29.433315,,Out,,Karim Bellarabi,8213.0,,,,,,1,From Throw In,Admir Mehmedi,8219.0,Right Midfield,4,Bayer Leverkusen,904,['8b861d56-07fa-413d-87f1-6afa9d699cb8'],24,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:24.734,Pass,
,,,,,,,,,,,,,,,,,,3.474839,,,,,,,,,,,,,7898cea8-ecfd-4439-ba35-33a3c56fd7e4,114,,"[7.0, 36.1]",3890315,1,,,,,-0.36524752,,Right Foot,,,"[62.7, 14.8]",,High Pass,,59.633717,,,,Anthony Ujah,12624.0,,,,,Goal Kick,1,From Goal Kick,Felix Wiedwald,23269.0,Goalkeeper,5,Werder Bremen,176,['6ea0dcd4-0d27-4ba5-b504-73b65a96e38a'],58,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:58.490,Pass,
,,,,,,,,,,,,,,,,,,2.202308,,,,,,,,,,,,,1460448c-58bf-4dfc-b2c6-4061e3fee1f5,116,,"[60.5, 14.4]",3890315,2,,,,True,1.2049742,,,,,"[70.0, 39.2]",,High Pass,,26.557297,,Incomplete,,Clemens Fritz,20010.0,,,,,,1,From Goal Kick,Anthony Ujah,12624.0,Right Center Forward,5,Werder Bremen,176,"['036922a1-b2af-4c36-b607-bbd7806d7045', '6796c3ee-d7ff-4a14-997b-d4405804bd31', '9fd73e14-fe74-4a45-b0f0-27c2f69b64ef']",2,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:02.005,Pass,True
,,,,,,,,,,,,,,,,,,5.413058,,,,,,,,,,,,,6796c3ee-d7ff-4a14-997b-d4405804bd31,119,,"[50.1, 40.9]",3890315,2,,,,,0.11956826,,Head,,,"[106.7, 47.7]",,High Pass,,57.007015,,Incomplete,,Karim Bellarabi,8213.0,,,,,Recovery,1,From Goal Kick,Sebastian Boenisch,20415.0,Left Back,5,Werder Bremen,176,"['1460448c-58bf-4dfc-b2c6-4061e3fee1f5', 'b85087a8-8e57-4f3d-82b7-3bfbe359cdc4', 'c3a14853-29d9-488f-88ad-8fe34c93457f']",4,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:04.207,Pass,
,,,,,,,,,,,,,,,,,,1.391622,,,,,,,,,,,,,6d176684-f109-4760-af6e-3cc503bda710,123,,"[13.4, 43.7]",3890315,2,,,,,0.9681695,,Keeper Arm,,,"[22.0, 56.2]",,Ground Pass,,15.172673,,,,Assani Lukimya-Mulongoti,51388.0,,,,,,1,From Goal Kick,Felix Wiedwald,23269.0,Goalkeeper,5,Werder Bremen,176,['e5b2dc6e-7c31-41cd-a786-1d3bcbd3430f'],11,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:11.866,Pass,
