50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,1.579558,,,,,,,,,,,,a490732e-b965-44e9-b1f8-c03886be14da,66,,,"[26.4, 15.3]",3890319,1,,,,0.9229849,,Right Foot,,,"[37.6, 30.1]",,High Pass,18.560173,Incomplete,,Josuha Guilavogui,8230.0,,,,,Recovery,1,From Keeper,Ricardo Iván Rodríguez Araya,5544.0,Left Back,5,Hannover 96,178,"['8067a462-84dc-45e7-be9d-3a714d117199', 'f75f167f-982e-4648-a032-67e30a305246']",23,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:23.105,Pass,
,,,,,,,,,,,,,1.598756,,,,,,,,,,,,96afd9b0-7b4e-4b1e-87c5-e08cc1eee8de,71,,,"[78.6, 56.2]",3890319,1,,,,2.3874342,,Right Foot,,,"[72.0, 62.4]",,Ground Pass,9.055386,Incomplete,,Oliver Sorg,12316.0,,,,,,1,From Keeper,Hiroshi Kiyotake,38524.0,Center Attacking Midfield,5,Hannover 96,178,"['0745c29b-5e36-45d2-ba64-af868f8ba5c2', '5c9d91a5-3666-4551-a71f-aaa5faa0f680', 'efc3c8a1-da0f-4fa5-83f9-f91687a62919']",25,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:25.498,Pass,True
,,,,,,,,,True,,,,0.76117,,,,,,,,,,,,efc3c8a1-da0f-4fa5-83f9-f91687a62919,73,,,"[48.1, 17.7]",3890319,1,,,,-0.056120783,,Right Foot,,,"[57.0, 17.2]",,Ground Pass,8.914034,,,André Schürrle,10281.0,,,,,Interception,1,Regular Play,Josuha Guilavogui,8230.0,Center Defensive Midfield,6,Wolfsburg,179,"['96afd9b0-7b4e-4b1e-87c5-e08cc1eee8de', '9b128756-260b-48e6-8f5f-36578808b142']",27,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:27.096,Pass,
,,,,,,,,,,,,,0.495829,,,,,,,,,,,,d28b15cc-53f3-4352-abb8-af8e10300c0f,75,,,"[57.1, 17.1]",3890319,1,,,,-1.6118691,,Left Foot,,,"[56.8, 9.8]",,Ground Pass,7.306162,,,Josuha Guilavogui,8230.0,,,,,,1,Regular Play,André Schürrle,10281.0,Left Midfield,6,Wolfsburg,179,['f77f02fd-461e-43d8-a60c-7cd5c1292b4b'],27,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:27.858,Pass,
,,,,,,,,,,,,,2.593071,,,,,,,,,,,,3910cfaa-0625-48c7-9884-1c3d581b8605,79,,,"[57.1, 80.0]",3890319,1,,,,-0.30844337,,,,,"[88.8, 69.9]",,High Pass,33.270107,Incomplete,,Leon Andreasen,400613.0,,,,,Throw-in,1,From Throw In,Oliver Sorg,12316.0,Right Back,7,Hannover 96,178,"['1a3a4b98-aaca-4ee2-bfb1-b67071975315', 'e5e2ad69-de5a-44fc-9884-8c9b36bc1bc6']",41,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:41.109,Pass,
,,,,,,,,,,,,,2.149887,,,,,,,,,,,,d0356a87-990d-437d-a053-dfb327c640c6,86,,,"[60.9, 80.0]",3890319,1,,,,-0.3349823,,,,,"[92.5, 69.0]",,High Pass,33.459827,Incomplete,,Artur Sobiech,11845.0,,,,,Throw-in,1,From Throw In,Oliver Sorg,12316.0,Right Back,9,Hannover 96,178,"['00678eae-053b-4edf-9a27-b31d71709784', 'b67ce03a-626e-42f8-bca7-728f0d7ed218']",59,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:59.010,Pass,
,,,,,,,,,,,,,2.48491,,,,,,,,,,,,c353b0ed-5f06-4106-b770-2b1eb4039022,89,,,"[86.8, 80.0]",3890319,2,,,,-1.0944308,,,,,"[99.7, 55.0]",,High Pass,28.13201,Incomplete,,Artur Sobiech,11845.0,,,,,Throw-in,1,From Throw In,Manuel Schmiedebach,8543.0,Right Defensive Midfield,10,Hannover 96,178,"['d3a0ba47-09bc-4e32-8e44-48b1dde4b8b5', 'd76e188a-60cf-4314-907f-b24af9f69e8d']",6,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:06.504,Pass,
,,,,,,,,,,,,,1.970926,,,,,,,,,,,,2e4b7612-4056-4062-9436-01dddc51a2ee,94,,,"[21.4, 28.2]",3890319,2,,,,0.6180589,,Right Foot,,,"[38.7, 40.5]",,Low Pass,21.22687,,,Julian Draxler,3186.0,,,,,,1,Regular Play,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,11,Wolfsburg,179,"['0f8a67f4-9753-44ca-9be9-009c300a88fe', '4b4a0a8f-3cee-44c1-97f8-9ef61561ef09']",10,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:10.056,Pass,True
,,,,,,,,,,,,,3.608514,,,,,,,,,,,,153745da-77b0-4f43-9541-b426db64c3af,97,,,"[40.4, 43.0]",3890319,2,,,,1.2002523,,Right Foot,,,"[51.2, 70.8]",,Ground Pass,29.824152,,,Daniel Caligiuri,8521.0,,,,,,1,Regular Play,Julian Draxler,3186.0,Right Center Midfield,11,Wolfsburg,179,['10730a55-5199-46d1-aac7-40dfa2ebfd47'],12,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:12.845,Pass,
,,,,,,,,,,,,,2.278634,,,,,,,,,,,,32666b41-58db-42a7-a512-3b28e314e0b7,100,,,"[67.5, 76.4]",3890319,2,,,,-2.5010612,,Right Foot,,,"[45.9, 60.3]",,Ground Pass,26.940119,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,1,Regular Play,Daniel Caligiuri,8521.0,Right Midfield,11,Wolfsburg,179,['d260aa90-54a1-4843-b2e9-392c53d7b7cd'],20,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:20.315,Pass,
,,,,,,,,,,,,,0.988459,,,,,,,,,,,,26d439d1-2dda-4648-9613-22d2dcbea993,102,,,"[46.6, 57.5]",3890319,2,,,,-0.3452449,,Right Foot,,,"[58.0, 53.4]",,Ground Pass,12.114867,,,Josuha Guilavogui,8230.0,,,,,,1,Regular Play,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,11,Wolfsburg,179,['2fad8e72-9c4e-4023-b66a-237634c80699'],22,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:22.594,Pass,
,,,,,,,,,,,,,1.840676,,,,,,,,,,,,40bb8008-79a9-45f7-b4a7-22fb09f7308b,105,,,"[61.0, 49.6]",3890319,2,,,,-1.4609462,,Right Foot,,,"[64.0, 22.4]",,Ground Pass,27.36494,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,1,Regular Play,Josuha Guilavogui,8230.0,Center Defensive Midfield,11,Wolfsburg,179,['dfa328f4-5f5a-4fab-9db9-2e308b9bd77f'],24,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:24.532,Pass,
,,,,,,,,,,,,,1.490614,,,,,,,,,,,,b4ee3b74-639d-4701-8c79-901da5f92873,108,,,"[70.4, 18.6]",3890319,2,,,,-0.59045357,,Left Foot,,,"[89.2, 6.0]",,Ground Pass,22.631836,,,André Schürrle,10281.0,,,,,,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,11,Wolfsburg,179,['aedb762c-d44d-4cfd-b704-3cd4b08fe091'],27,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:27.270,Pass,
,,,,,,,,,,,,,1.62866,,,,,,,,,,,,a6fade8d-08d9-4dae-bc6d-9ca5db109522,111,,,"[111.7, 6.6]",3890319,2,,,,1.3338246,,Left Foot,True,,"[118.1, 33.1]",,High Pass,27.261879,Incomplete,,Max Kruse,8386.0,,,,,,1,Regular Play,André Schürrle,10281.0,Left Midfield,11,Wolfsburg,179,"['5ecde127-21d0-49e4-b8f4-8dfe58c4d5dc', 'f531bf67-77b6-42cf-bed1-735b40fd9aa0']",31,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:31.895,Pass,
,,,,,,,,,,,,,3.26217,,,,,,,,,,,,3474b7f1-6462-4e41-b874-bb3518460aaa,115,,,"[15.9, 52.5]",3890319,2,,,,0.04644334,,Drop Kick,,,"[82.6, 55.6]",,High Pass,66.772,Incomplete,,Artur Sobiech,11845.0,,,,,,1,Regular Play,Ron-Robert Zieler,8947.0,Goalkeeper,12,Hannover 96,178,"['294c173c-e026-4fc6-8f44-bb70edff07ee', 'f6186e51-9425-463e-af1d-46845ac675c6']",38,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:38.219,Pass,
,,,,,,,,,,,,,1.097617,,,,,,,,,,,,4a8e595d-3bea-46ee-a622-48ac7654cfd4,118,,,"[99.3, 80.0]",3890319,3,,,,-0.9609903,,,,,"[104.4, 72.7]",,Low Pass,8.905055,,,Leon Andreasen,400613.0,,,,,Throw-in,1,From Throw In,Oliver Sorg,12316.0,Right Back,13,Hannover 96,178,['53527239-b77b-415b-8f2c-43f332ed07c7'],4,,,,,,,,,,,,,,,,,,Hannover 96,178,00:03:04.954,Pass,
,,,,,,,,,,,,,0.890034,,,,,,,,,,,,0fb922df-7d2c-4973-9f2b-7b93ad6049b4,121,,,"[104.9, 72.5]",3890319,3,,,,2.9195108,,Left Foot,,,"[98.7, 73.9]",,Ground Pass,6.3560996,,,Oliver Sorg,12316.0,,,,,,1,From Throw In,Leon Andreasen,400613.0,Right Midfield,13,Hannover 96,178,"['77579e6d-8fff-46ad-8aea-51966a61025f', 'c69804bd-4b6f-4633-92f3-93bf38d4d394']",6,,,,,,,,,,,,,,,,,,Hannover 96,178,00:03:06.051,Pass,True
