50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.40438,,,,,,,,,,,,,a6afb680-c795-4d75-b588-9de4495e5590,18,,,"[42.4, 50.9]",3890386,0,,,,True,1.5167948,,,,,,"[42.8, 58.3]",,High Pass,7.410803,,,,Pablo Ezequiel De Blasis,8555.0,,,,,Recovery,1,From Kick Off,Yunus Mallı,8679.0,Center Attacking Midfield,2,Hamburger SV,171,"['b84dabb3-fd57-4868-8884-b8a89eb13bc6', 'd63d511f-67da-4f64-aafb-4f23d7609dac']",8,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:08.590,Pass,True
,,,,,,,,,,,,,,,,,2.818667,,,,,,,,,,,,,0b1ce9c5-fab0-488b-b24c-cf230814bbe7,20,,,"[43.1, 58.3]",3890386,0,,,,,-0.551655,,Left Foot,,,,"[74.3, 39.1]",,High Pass,36.63441,,Incomplete,,Yoshinori Muto,6337.0,,,,,,1,From Kick Off,Pablo Ezequiel De Blasis,8555.0,Right Wing,2,Hamburger SV,171,"['2fa9be63-607b-4c10-8184-7c2e992633d2', 'b386857e-4aed-45b6-9ee5-639190ecb2c2']",9,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:09.995,Pass,
,,,,,,,,,,,,,,,,,1.8187,,,,,,,,,,,,,2fa9be63-607b-4c10-8184-7c2e992633d2,22,,,"[45.8, 41.0]",3890386,0,,,,,0.37681293,,Head,,,,"[64.5, 48.4]",,High Pass,20.110943,,,,Nicolai Müller,8302.0,,,,,Recovery,1,From Kick Off,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,2,Hamburger SV,171,"['0b1ce9c5-fab0-488b-b24c-cf230814bbe7', '1c49b863-5c7e-4814-bdce-59db8356625c']",12,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:12.813,Pass,
,,,,,,,,,,,,,,,,,2.034327,,,,,,,,,,,,,671b1e58-9c02-4862-b2eb-a758fbacffe6,29,,,"[49.1, 11.9]",3890386,0,,,,,-2.488746,,Right Foot,,,,"[37.2, 2.8]",,Ground Pass,14.980654,,,,Pierre Bengtsson,20871.0,,,,,,1,Regular Play,Gonzalo Alejandro Jara Reyes,30551.0,Left Defensive Midfield,3,FSV Mainz 05,177,['0847f921-ae54-4563-a83d-07bb96df0103'],17,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:17.249,Pass,
,,,,,,,,,,,,,,,,,1.596546,,,,,,,,,,,,,9afa7335-0831-48b0-aec2-66f376e48dc4,31,,,"[37.6, 4.0]",3890386,0,,,,,2.5851195,,Left Foot,,,,"[24.9, 11.9]",,Ground Pass,14.956604,,,,Alexander Hack,15847.0,,,,,,1,Regular Play,Pierre Bengtsson,20871.0,Left Back,3,FSV Mainz 05,177,['3c187832-b263-48b2-9a71-f9d5be791089'],19,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:19.283,Pass,
,,,,,,,,,,,,,,,,,3.2409,,,,,,,,,,,,,fa07a18c-cc55-46e6-810e-9ca754ab556c,33,,,"[24.7, 11.9]",3890386,0,,,,,-0.011999424,,Left Foot,,,,"[74.7, 11.3]",,High Pass,50.0036,,Incomplete,,Yoshinori Muto,6337.0,,,,,,1,Regular Play,Alexander Hack,15847.0,Left Center Back,3,FSV Mainz 05,177,"['7977cb8c-d92f-438a-82c9-f3e13905ec89', '84712457-d92e-4f3c-b40e-e368aa974d51']",20,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:20.880,Pass,
,,,,,,,,,,,,,,,,,1.982082,,,,,,,,,,,,,7977cb8c-d92f-438a-82c9-f3e13905ec89,35,,,"[45.4, 68.8]",3890386,0,,,,True,-0.6284505,,,,,,"[62.6, 56.3]",,High Pass,21.262407,,Incomplete,,Sven Schipplock,8321.0,,,,,Recovery,1,Regular Play,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,3,FSV Mainz 05,177,"['56998260-ccdb-4941-adcb-7614a99f5d9f', '654a2fb6-7753-4254-b175-3af70c9c7534', '77284d56-b004-44dd-9fb3-43849d624d4e', 'fa07a18c-cc55-46e6-810e-9ca754ab556c']",24,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:24.121,Pass,True
,,,,,,,,,,,,,,,,,0.762384,,,,,,,,,,,,,25ac6965-a4ff-423a-8f9d-13154383a0d6,44,,,"[73.6, 33.0]",3890386,0,,,,,-1.259798,,Right Foot,,,,"[75.4, 27.4]",,Ground Pass,5.8821764,,,,Yoshinori Muto,6337.0,,,,,Recovery,1,Regular Play,Yunus Mallı,8679.0,Center Attacking Midfield,3,FSV Mainz 05,177,['7cad5f61-fa79-489f-8c6e-d761a7319022'],28,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:28.120,Pass,
,,,,,,,,,,,,,,,,,0.129671,,,,,,,,,,,,,0b40e2c9-7243-43b7-b8c0-1a3154e5bcf2,47,,,"[80.0, 21.6]",3890386,0,,,,,0.22923194,,Right Foot,,,,"[83.0, 22.3]",,Ground Pass,3.0805843,,Incomplete,,Jairo Samperio Bustara,6925.0,,,,,,1,Regular Play,Yoshinori Muto,6337.0,Center Forward,3,FSV Mainz 05,177,"['988ba51c-a53a-4e81-964a-71aabbb49ff1', 'cb1caeda-6044-439e-905c-be691ffd9caf']",30,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:30.205,Pass,
,,,,,,,,,,,,,,,,,1.435284,,,,,,,,,,,,,7b3415f3-6690-4e86-a31a-f290c7efd748,50,,,"[31.0, 64.2]",3890386,0,,,,,-1.7384387,,Right Foot,,,,"[29.9, 57.7]",,Ground Pass,6.59242,,,,Johan Danon Djourou-Gbadjere,6359.0,,,,,Recovery,1,Regular Play,Gotoku Sakai,6339.0,Right Back,4,Hamburger SV,171,['fcec6673-1ce9-4a6d-9a76-c7bfd2c48cc2'],31,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:31.001,Pass,
,,,,,,,,,,,,,,,,,2.382657,,,,,,,,,,,,,a8dc1ddb-2d96-42ef-86fe-ee246093575b,53,,,"[29.9, 57.7]",3890386,0,,,,,-1.4349097,,Left Foot,,,,"[35.0, 20.4]",,Ground Pass,37.647045,,Incomplete,,Matthias Ostrzolek,8547.0,,,,,,1,Regular Play,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,4,Hamburger SV,171,"['4c881c09-f1b0-4a63-9e2b-133311ef4545', '98c35610-ef86-4bb5-ad0c-e90b7bbc7ece']",32,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:32.455,Pass,
,,,,,,,,,,,,,,,,,2.647431,,,,,,,,,,,,,4c881c09-f1b0-4a63-9e2b-133311ef4545,55,,,"[85.1, 59.7]",3890386,0,,,,,0.3048471,,Right Foot,,,,"[108.3, 67.0]",,Ground Pass,24.32139,,Incomplete,,Pablo Ezequiel De Blasis,8555.0,,,,,Recovery,1,Regular Play,Daniel Brosinski,8548.0,Right Back,4,Hamburger SV,171,"['548f6abd-724e-4737-9282-2d93d8994096', 'a8dc1ddb-2d96-42ef-86fe-ee246093575b', 'd562c06a-2ba8-44d0-b903-d8e18a9b3582']",34,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:34.838,Pass,
,,,,,,,,,,,,,,,,,1.477022,,,,,,,,,,,,,35a081f8-2ecc-4cee-b0af-d734f11a8e46,60,,,"[7.0, 2.2]",3890386,0,,,,,-0.06529168,,Left Foot,,,,"[33.0, 0.5]",,High Pass,26.055517,,Out,,Michael Gregoritsch,8309.0,,,,,,1,Regular Play,Matthias Ostrzolek,8547.0,Left Back,4,Hamburger SV,171,['cba8647b-d192-4b6d-9259-2f12eca826ad'],39,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:39.741,Pass,
,,,,,,,,,,,,,,,,,1.689962,,,,,,,,,,,,,635886eb-97d6-4e7c-81e1-8c04392171c7,62,,,"[93.9, 80.0]",3890386,0,,,,,-0.19032854,,,,,,"[115.7, 75.8]",,Low Pass,22.200901,,Incomplete,,Pablo Ezequiel De Blasis,8555.0,,,,,Throw-in,1,From Throw In,Daniel Brosinski,8548.0,Right Back,5,FSV Mainz 05,177,"['30295b88-c0df-47c9-991d-fa77e0b9cd40', '36e461b0-2553-48ea-94df-09d247736a4a']",47,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:47.738,Pass,
,,,,,,,,,,,,,,,,,0.609323,,,,,,,,,,,,,28a96430-cb9c-40d8-89c4-50a2e4a017f1,66,,,"[4.5, 3.3]",3890386,0,,,,,0.5364355,,Left Foot,,,,"[8.2, 5.5]",,Ground Pass,4.304649,,,,Ivo Iličević,24740.0,,,,,,1,Regular Play,Matthias Ostrzolek,8547.0,Left Back,6,Hamburger SV,171,['56441945-8e33-4017-baac-7b513eb99cca'],50,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:50.000,Pass,
,,,,,,,,,,,,,,,,,1.172187,,,,,,,,,,,,,190441bf-aefb-4a5d-9b11-2fede0f5ede0,70,,,"[9.2, 5.9]",3890386,0,,,,,1.1071488,,Right Foot,,,,"[12.8, 13.1]",,Ground Pass,8.049845,,,,Lewis Harry Holtby,8891.0,,,,,,1,Regular Play,Ivo Iličević,24740.0,Left Wing,6,Hamburger SV,171,['627816a8-9305-4232-a2fc-4d83ee9d0f51'],51,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:51.613,Pass,
,,,,,,,,,,,,,,,,,0.598595,,,,,,,,,,,,,51002b48-0349-423b-9d6f-df4db31de61d,73,,,"[12.8, 13.1]",3890386,0,,,,,-0.2837941,,Left Foot,,,,"[22.4, 10.3]",,Ground Pass,10.0,,,,Michael Gregoritsch,8309.0,,,,,,1,Regular Play,Lewis Harry Holtby,8891.0,Left Defensive Midfield,6,Hamburger SV,171,['3811f5fb-946f-4b12-87f2-1db6f97333ae'],52,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:52.825,Pass,
,,,,,,,,,,,,,,,,,2.124693,,,,,,,,,,,,,20ba81ed-4725-4050-b64e-6921dfdc1595,79,,,"[22.0, 8.3]",3890386,1,,,,,2.021086,,Left Foot,,,,"[11.8, 29.4]",,Ground Pass,23.436083,,,,Jaroslav Drobný,23499.0,,,,,Free Kick,1,From Free Kick,Lewis Harry Holtby,8891.0,Left Defensive Midfield,7,Hamburger SV,171,['46a1127c-2e06-44f4-936f-35d301899da0'],5,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:05.957,Pass,
,,,,,,,,,,,,,,,,,3.189606,,,,,,,,,,,,,3a2f1ec8-2438-4639-88f3-03f153165076,82,,,"[15.9, 31.0]",3890386,1,,,,,-0.039702788,,Right Foot,,,,"[73.8, 28.7]",,High Pass,57.945663,,Incomplete,,Michael Gregoritsch,8309.0,,,,,,1,From Free Kick,Jaroslav Drobný,23499.0,Goalkeeper,7,Hamburger SV,171,"['015be843-51e6-492c-a163-b600df3d0605', '387be48b-9cb0-4fde-a9be-16109b451b5c']",16,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:16.017,Pass,
,,,,,,,,,,,,,,,,,2.097611,,,,,,,,,,,,,015be843-51e6-492c-a163-b600df3d0605,85,,,"[46.3, 51.4]",3890386,1,,,,True,-0.7197034,,,,,,"[70.6, 30.1]",,High Pass,32.313774,,Incomplete,,Yoshinori Muto,6337.0,,,,,Recovery,1,From Free Kick,Julian Baumgartlinger,20037.0,Right Defensive Midfield,7,Hamburger SV,171,"['3a2f1ec8-2438-4639-88f3-03f153165076', '81f91c13-4fc4-4d13-887d-69dfc5fe3822', 'b3383570-c2bc-49d2-a66c-021b803bfbf1', 'eaa06225-7437-4af2-aacc-17279a6e6505']",19,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:19.206,Pass,True
,,,,,,,,,,,,,,,,,1.035471,,,,,,,,,,,,,d3e2b2bc-e907-4ab7-8679-8004cf4ef996,90,,,"[49.1, 49.3]",3890386,1,,,,,-0.11598198,,Left Foot,,,,"[59.4, 48.1]",,Ground Pass,10.369667,,,,Nicolai Müller,8302.0,,,,,,1,From Free Kick,Gotoku Sakai,6339.0,Right Back,7,Hamburger SV,171,['75f9903d-4f12-47f2-9410-3a1bbf597989'],22,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:22.154,Pass,
,,,,,,,,,,,,,,,,,1.153046,,,,,,,,,,,,,5493e245-6b09-4a42-a540-0dc079877c3d,98,,,"[53.0, 32.9]",3890386,1,,,,,-2.412545,,Right Foot,,,,"[42.7, 23.7]",,Ground Pass,13.810503,,,,Pierre Bengtsson,20871.0,,,,,,1,From Free Kick,Gonzalo Alejandro Jara Reyes,30551.0,Left Defensive Midfield,7,Hamburger SV,171,"['8901f841-7e6b-431c-9325-28ef90fa67f8', 'bcc8ffd5-bd15-4050-b1f5-6ac2f558cec3']",25,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:25.034,Pass,True
,,,,,,,,,,,,,,,,,2.16055,,,,,,,,,,,,,80a2e375-dd08-40a5-b87c-600b338b3c0a,102,,,"[43.1, 20.5]",3890386,1,,,,,-0.609806,,Left Foot,,,,"[72.3, 0.1]",,High Pass,35.62022,,Out,,Jairo Samperio Bustara,6925.0,,,,,,1,From Free Kick,Pierre Bengtsson,20871.0,Left Back,7,Hamburger SV,171,['cd7b2298-ff8f-491f-86ce-52e90887df63'],27,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:27.221,Pass,
,,,,,,,,,,,,,,,,,0.861479,,,,,,,,,,,,,985b33ab-05d4-480e-ad9b-4c34b2d0eba7,104,,,"[45.8, 80.0]",3890386,1,,,,,-1.1643778,,,,,,"[49.2, 72.1]",,Low Pass,8.600581,,,,Gideon Jung,8323.0,,,,,Throw-in,1,From Throw In,Gotoku Sakai,6339.0,Right Back,8,Hamburger SV,171,['421b3aeb-4f82-40bc-aa65-dd338e7d22c8'],32,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:32.344,Pass,
,,,,,,,,,,,,,,,,,0.916805,,,,,,,,,,,,,41edc1a9-59e5-45a2-af51-e45ea1b179e3,107,,,"[49.2, 72.1]",3890386,1,,,,,2.3645976,,Right Foot,,,,"[43.2, 78.0]",,Ground Pass,8.414867,,,,Gotoku Sakai,6339.0,,,,,,1,From Throw In,Gideon Jung,8323.0,Right Defensive Midfield,8,Hamburger SV,171,['28436a56-30d4-414f-ab73-0891a0b3f051'],33,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:33.245,Pass,
,,,,,,,,,,,,,,,,,1.965831,,,,,,,,,,,,,a27cd2d1-9066-4799-9964-3e8a11370d2a,109,,,"[43.2, 78.0]",3890386,1,,,,,-2.701287,,Right Foot,,,,"[22.4, 68.2]",,Ground Pass,22.993042,,,,Johan Danon Djourou-Gbadjere,6359.0,,,,,,1,From Throw In,Gotoku Sakai,6339.0,Right Back,8,Hamburger SV,171,['d460d44b-044f-4160-ac7b-571bcc2f0ada'],34,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:34.162,Pass,
,,,,,,,,,,,,,,,,,2.342005,,,,,,,,,,,,,5546873f-b194-4ba3-87b8-8002b956ac76,112,,,"[32.0, 59.5]",3890386,1,,,,,-1.5970371,,Right Foot,,,,"[31.0, 21.4]",,Ground Pass,38.11312,,,,Cleber Janderson Pereira Reis,40468.0,,,,,,1,From Throw In,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,8,Hamburger SV,171,['697bb296-2db7-409e-90ff-d2abc6a48cdb'],41,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:41.759,Pass,
,,,,,,,,,,,,,,,,,1.146105,,,,,,,,,,,,,d20b1f0f-1579-435e-9ce7-25f3e7006e4d,115,,,"[34.0, 19.0]",3890386,1,,,,,-1.1098735,,Right Foot,,,,"[41.3, 4.3]",,Ground Pass,16.4128,,,,Matthias Ostrzolek,8547.0,,,,,,1,From Throw In,Cleber Janderson Pereira Reis,40468.0,Left Center Back,8,Hamburger SV,171,['8c7ad38f-52d1-41c5-aa09-d70de1a16e6a'],45,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:45.553,Pass,
,,,,,,,,,,,,,,,,,1.073602,,,,,,,,,,,,,1eb09d10-96ba-429f-9269-0401829701ff,118,,,"[44.6, 4.0]",3890386,1,,,,,0.06885649,,Left Foot,,,,"[73.6, 6.0]",,High Pass,29.068884,,Incomplete,,Ivo Iličević,24740.0,,,,,,1,From Throw In,Matthias Ostrzolek,8547.0,Left Back,8,Hamburger SV,171,"['9c6dbc78-a9e1-4afb-9fd4-91e0021930e9', 'acf89b2e-1b9d-4522-863d-e3066b3c420b']",48,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:48.173,Pass,
,,,,,,,,,,,,,,,,,1.434328,,,,,,,,,,,,,9c6dbc78-a9e1-4afb-9fd4-91e0021930e9,120,,,"[46.5, 74.1]",3890386,1,,,,,0.3615777,,Right Foot,,,,"[62.1, 80.0]",,Low Pass,16.678429,,Out,,Pablo Ezequiel De Blasis,8555.0,,,,,Interception,1,From Throw In,Daniel Brosinski,8548.0,Right Back,8,Hamburger SV,171,"['1eb09d10-96ba-429f-9269-0401829701ff', 'be483e9a-727c-4d68-ab50-d74358c74cfa']",49,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:49.246,Pass,
