50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.266403,,,,,,,,,,,,,bb977747-314a-4dc0-a1e1-b7b8261461f9,15,,"[84.6, 17.8]",3890382,0,,,,True,-2.6632402,,,,,"[76.5, 13.6]",,Low Pass,,9.124144,,Incomplete,,Sascha Riether,25003.0,,,,,,1,From Kick Off,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,2,Schalke 04,181,"['db339476-e098-4cb5-a064-f1090f952d56', 'deb93c7c-ac3a-4765-b35e-7f93052c0794', 'f251d80b-cc17-4f61-908e-543cf528efeb']",7,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:07.875,Pass,True
,,,,,,,,,,,,,,,,,1.7487,,,,,,,,,,,,,2a6f30fa-fddb-4c8b-8b50-cdbba5408a82,18,,"[66.8, 0.1]",3890382,0,,,,,2.6112602,,,,,"[44.8, 13.0]",,Low Pass,,25.503138,,,,Joël Andre Job Matip,3502.0,,,,,Throw-in,1,From Throw In,Dennis Aogo,8958.0,Left Back,3,Schalke 04,181,['d0e17cb4-c7d3-4ef6-93e9-bf905151aa25'],13,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:13.392,Pass,
,,,,,,,,,,,,,,,,,1.092371,,,,,,,,,,,,,d055e269-99fa-4b87-9948-96cab48de25e,21,,"[43.8, 22.3]",3890382,0,,,,,0.19555168,,Right Foot,,,"[75.1, 28.5]",,Low Pass,,31.90815,,Incomplete,,,,,,,,,1,From Throw In,Joël Andre Job Matip,3502.0,Left Center Back,3,Schalke 04,181,['9187f807-4fb2-4f78-933e-706c076ee6bd'],17,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:17.227,Pass,
,,,,,,,,,,,,,,,,,1.563792,,,,,,,,,,,,,9187f807-4fb2-4f78-933e-706c076ee6bd,22,,"[45.0, 51.6]",3890382,0,,,,,-0.16418898,,Right Foot,,,"[61.9, 48.8]",,High Pass,,17.130383,,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,Recovery,1,From Throw In,Kevin Kampl,8222.0,Left Defensive Midfield,3,Schalke 04,181,"['0b04fc46-b875-4a44-89af-865bc315dd58', 'd055e269-99fa-4b87-9948-96cab48de25e', 'd12bb3ab-88b2-45fe-9df4-ef0b0c2e3910']",18,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:18.320,Pass,
,,,,,,,,,,,,,,,,,2.811171,,,,,,,,,,,,,d12bb3ab-88b2-45fe-9df4-ef0b0c2e3910,24,,"[58.2, 31.3]",3890382,0,,,,,-1.2841191,,Head,,,"[63.3, 14.0]",,High Pass,,18.036076,,,,Dennis Aogo,8958.0,,,,,Recovery,1,From Throw In,Pierre-Emile Højbjerg,3570.0,Left Defensive Midfield,3,Schalke 04,181,"['2732cb38-94f3-484b-ad8c-baa8a90ea02c', '9187f807-4fb2-4f78-933e-706c076ee6bd']",19,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:19.883,Pass,
,,,,,,,,,,,,,,,,,1.280909,,,,,,,,,,,,,2ad6856b-b694-4e58-a05a-6626b4540fcc,27,,"[63.4, 12.5]",3890382,0,,,,,-0.72864103,,Left Foot,,,"[72.7, 4.2]",,Ground Pass,,12.465152,,,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,1,From Throw In,Dennis Aogo,8958.0,Left Back,3,Schalke 04,181,['f1ebd71b-8383-4d56-a614-81e5ae735d11'],22,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:22.914,Pass,
,,,,,,,,,,,,,,,,,1.213762,,,,,,,,,,,,,6acbdb42-2f48-4314-8bf2-32a4c64c87f8,30,,"[71.8, 2.8]",3890382,0,,,,,0.11665544,,Right Foot,,,"[84.6, 4.3]",,Ground Pass,,12.887591,,,,Max Meyer,8508.0,,,,,,1,From Throw In,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,3,Schalke 04,181,"['1a82aeb5-114e-4235-b6aa-8d2a0e09a975', '8adb37e3-1edf-4c8f-b19c-a873ed3e0802']",24,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:24.195,Pass,True
,,,,,,,,,,,,,,,,,0.977189,,,,,,,,,,,,,1517b48b-5816-40a1-9283-1b9dd1980310,37,,"[29.3, 70.9]",3890382,0,,,,,1.2160907,,Right Foot,,,"[31.3, 76.3]",,Ground Pass,,5.758472,,,,Giulio Donati,8549.0,,,,,,1,From Throw In,Jonathan Tah,8221.0,Right Center Back,3,Schalke 04,181,['206a7675-cfdd-4b9e-a7c1-db0cebb48872'],29,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:29.619,Pass,
,,,,,,,,,,,,,,,,,0.949744,,,,,,,,,,,,,4157cdff-ba73-48f2-af0d-fe9d2bc4b1f1,40,,"[32.3, 75.9]",3890382,0,,,,,-0.5324013,,Right Foot,,,"[45.2, 68.3]",,High Pass,,14.972308,,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,,1,From Throw In,Giulio Donati,8549.0,Right Back,3,Schalke 04,181,"['905900a6-ab58-447d-ad1f-a67bab4a322e', 'e0595424-0d84-422b-999c-658b1a35598f']",31,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:31.074,Pass,
,,,,,,,,,,,,,,,,,1.81355,,,,,,,,,,,,,905900a6-ab58-447d-ad1f-a67bab4a322e,42,,"[74.9, 11.8]",3890382,0,,,,,-0.88650155,,Head,,,"[84.2, 0.4]",,High Pass,,14.71224,,Out,,Max Meyer,8508.0,,,,,Recovery,1,From Throw In,Pierre-Emile Højbjerg,3570.0,Left Defensive Midfield,3,Schalke 04,181,"['06c09cb1-2715-4684-a266-d9d66e3713c6', '4157cdff-ba73-48f2-af0d-fe9d2bc4b1f1']",32,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:32.024,Pass,
,,,,,,,,,,,,,,,,,1.620338,,,,,,,,,,,,,2f5b8dee-b710-4d4f-8cc2-8bd8756a1b5d,44,,"[41.8, 80.0]",3890382,0,,,,,-0.45788953,,,,,"[62.7, 69.7]",,High Pass,,23.300215,,Incomplete,,Admir Mehmedi,8219.0,,,,,Throw-in,1,From Throw In,Giulio Donati,8549.0,Right Back,4,Bayer Leverkusen,904,"['b9f30998-0de6-4ca9-9c9d-af6afa212bbb', 'c501b6fb-a62e-4a48-b75c-20dbd15c5e27']",46,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:46.102,Pass,
,,,,,,,,,,,,,,,,,1.77133,,,,,,,,,,,,,b9f30998-0de6-4ca9-9c9d-af6afa212bbb,46,,"[57.4, 10.4]",3890382,0,,,,,1.096945,,Head,,,"[61.4, 18.2]",,High Pass,,8.765842,,,,Leon Goretzka,6324.0,,,,,Recovery,1,From Throw In,Joël Andre Job Matip,3502.0,Left Center Back,4,Bayer Leverkusen,904,"['2f5b8dee-b710-4d4f-8cc2-8bd8756a1b5d', '79b13ecd-cfa1-471c-9fc5-a5cfd54b3b4a']",47,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:47.722,Pass,
,,,,,,,,,,,,,,,,,0.76346,,,,,,,,,,,,,19ab7f05-cb2b-4062-a60b-ecae14a213e2,48,,"[61.4, 18.2]",3890382,0,,,,,0.5649044,,Left Foot,,,"[68.5, 22.7]",,Low Pass,,8.405951,,Incomplete,,Leroy Sané,3053.0,,,,,,1,From Throw In,Leon Goretzka,6324.0,Right Defensive Midfield,4,Bayer Leverkusen,904,"['40d55264-aab4-4977-a9dd-6898b804765d', 'c0626770-32d6-46da-91c9-1b3fe0cdf867']",49,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:49.493,Pass,
,,,,,,,,,,,,,,,,,2.131441,,,,,,,,,,,,,40d55264-aab4-4977-a9dd-6898b804765d,50,,"[51.6, 57.4]",3890382,0,,,,,-1.8387067,,Head,,,"[47.4, 42.1]",,Low Pass,,15.866001,,,,Sebastian Boenisch,20415.0,,,,,Recovery,1,From Throw In,Kevin Kampl,8222.0,Left Defensive Midfield,4,Bayer Leverkusen,904,"['19ab7f05-cb2b-4062-a60b-ecae14a213e2', 'f8c8636b-85a6-44fd-aaf2-1671bf1aff8a']",50,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:50.257,Pass,
,,,,,,,,,,,,,,,,,1.53982,,,,,,,,,,,,,4cc5f82f-e2e4-4ce2-bc4a-9f342fc530ea,54,,"[47.6, 43.5]",3890382,0,,,,,0.3568601,,Left Foot,,,"[76.3, 54.2]",,High Pass,,30.629725,,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,,1,From Throw In,Sebastian Boenisch,20415.0,Left Back,4,Bayer Leverkusen,904,"['43ea2203-3a66-4653-a2ca-fc9b986b5e56', '59fbb79c-f7d8-4606-84e0-13a967b35f9f', 'af032bdc-2b17-4742-8f76-c76b42f54157']",52,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:52.508,Pass,True
,,,,,,,,,,,,,,,,,2.638532,,,,,,,,,,,,,59fbb79c-f7d8-4606-84e0-13a967b35f9f,56,,"[43.8, 25.9]",3890382,0,,,,,2.7295492,,Right Foot,,,"[15.2, 38.4]",,Ground Pass,,31.212337,,,,Ralf Fährmann,8517.0,,,,,Recovery,1,Regular Play,Joël Andre Job Matip,3502.0,Left Center Back,5,Schalke 04,181,"['4cc5f82f-e2e4-4ce2-bc4a-9f342fc530ea', 'c896b81a-38e2-4274-b128-944a0e6b879d']",54,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:54.048,Pass,
,,,,,,,,,,,,,,,,,2.869314,,,,,,,,,,,,,3f0f9f81-aaf4-4a8c-b42e-d4b9b4b37030,59,,"[16.3, 38.6]",3890382,1,,,,,-0.58910334,,Right Foot,,,"[58.2, 10.6]",,High Pass,,50.394543,,,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,1,Regular Play,Ralf Fährmann,8517.0,Goalkeeper,5,Schalke 04,181,['571e2dd6-af2e-4729-a6c4-00811fcf5d1f'],1,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:01.279,Pass,
,,,,,,,,,,,,,,,,,3.306966,,,,,,,,,,,,,b1dd07d7-0fbb-4af6-a320-d71809e02998,64,,"[48.1, 26.5]",3890382,1,,,,,1.5238824,,Right Foot,,,"[50.1, 69.1]",,High Pass,,42.646923,,,,Sascha Riether,25003.0,,True,,,,1,Regular Play,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,5,Schalke 04,181,"['3a78f158-7d92-44e8-af96-227f1e053a42', 'bdfd0624-4ccd-429f-a3e6-6b6127b15fb3']",8,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:08.029,Pass,True
,,,,,,,,,,,,,,,,,1.880593,,,,,,,,,,,,,a496d1b5-0100-451c-b4ef-0faa804fb668,67,,"[48.7, 71.4]",3890382,1,,,,,-2.474128,,Right Foot,,,"[36.9, 62.1]",,Ground Pass,,15.024314,,,,Benedikt Höwedes,7016.0,,,,,,1,Regular Play,Sascha Riether,25003.0,Right Back,5,Schalke 04,181,['22b05827-7ee8-4525-99ad-db03dc732672'],11,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:11.570,Pass,
,,,,,,,,,,,,,,,,,1.302195,,,,,,,,,,,,,13c9efb3-1c34-4c55-8ddd-772adee60dbf,70,,"[43.9, 57.9]",3890382,1,,,,,-2.4141939,,Right Foot,,,"[35.7, 50.6]",,Ground Pass,,10.978616,,,,Joël Andre Job Matip,3502.0,,,,,,1,Regular Play,Benedikt Höwedes,7016.0,Right Center Back,5,Schalke 04,181,['eb35be8c-9767-4be7-acef-c2a132c2fb1c'],16,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:16.259,Pass,
,,,,,,,,,,,,,,,,,2.630541,,,,,,,,,,,,,19053c25-c0e0-4bc4-bcf8-3a29bfd9cea0,73,,"[46.3, 42.4]",3890382,1,,,,,-0.87348866,,Right Foot,,,"[78.3, 4.2]",,High Pass,,49.83212,,,,Dennis Aogo,8958.0,,,,,,1,Regular Play,Joël Andre Job Matip,3502.0,Left Center Back,5,Schalke 04,181,['42b28cb0-2da0-4c6a-b797-eab32aeb43cd'],19,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:19.951,Pass,
,,,,,,,,,,,,,,,,,1.649425,,,,,,,,,,,,,f216b810-c5c3-4061-af3d-2d84a646db7b,75,,"[78.3, 3.9]",3890382,1,,,,,0.6940778,,Head,,,"[93.2, 16.3]",,High Pass,,19.384789,,Incomplete,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,1,Regular Play,Dennis Aogo,8958.0,Left Back,5,Schalke 04,181,"['7a18b277-e8b8-4eba-8396-e8fce3731b1e', '828229e0-3f38-4052-a439-f4da28c0d9e9']",22,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:22.581,Pass,
,,,,,,,,,,,,,,,,,0.60978,,,,,,,,,,,,,d6bf8206-8cf6-4e05-9820-e95bd5ec0c5e,79,,"[70.4, 6.7]",3890382,1,,,,,-0.40079346,,Right Foot,,,"[76.3, 4.2]",,Ground Pass,,6.407808,,,,Dennis Aogo,8958.0,,,,,Recovery,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Left Defensive Midfield,5,Schalke 04,181,['1bfbcb42-8fa7-4a54-9cee-5f96388d20e3'],27,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:27.846,Pass,
,,,,,,,,,,,,,,,,,1.614367,,,,,,,,,,,,,44e71f31-a0f2-4d41-8c11-017533bf18b1,82,,"[76.5, 3.9]",3890382,1,,,,,1.8890133,,Right Foot,,,"[70.9, 20.9]",,Ground Pass,,17.898603,,Incomplete,,Pierre-Emile Højbjerg,3570.0,,,,,,1,Regular Play,Dennis Aogo,8958.0,Left Back,5,Schalke 04,181,"['64da5873-feca-4b8c-82cb-5ae8299361a0', '862892ed-5d2b-4d21-a32a-055fa77ce00e', 'eee5d89f-756c-4831-9cb4-92772d7a8348']",28,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:28.455,Pass,True
,,,,,,,,,,,,,,,,,0.687356,,,,,,,,,,,,,eee5d89f-756c-4831-9cb4-92772d7a8348,84,,"[49.2, 59.2]",3890382,1,,,,,1.8030853,,Right Foot,,,"[47.0, 68.5]",,Ground Pass,,9.556673,,,,Christoph Kramer,8805.0,,,,,Recovery,1,Regular Play,Admir Mehmedi,8219.0,Center Attacking Midfield,6,Bayer Leverkusen,904,"['44e71f31-a0f2-4d41-8c11-017533bf18b1', '50ad8dba-3c3b-494f-a911-ba964fcccb22']",30,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:30.070,Pass,
,,,,,,,,,,,,,,,,,2.767376,,,,,,,,,,,,,e8968fef-b19e-4f3f-8670-e15d5923fc2a,88,,"[48.0, 65.1]",3890382,1,,,,,-2.7384067,,Right Foot,,,"[12.6, 50.0]",,Ground Pass,,38.485973,,,,Bernd Leno,15581.0,,,,,,1,Regular Play,Christoph Kramer,8805.0,Right Defensive Midfield,6,Bayer Leverkusen,904,"['4ed92779-69ec-4ae3-9cd6-f8d6a90f49f6', 'f52de7ca-70cd-46c7-beeb-f2f2d8ba3014']",35,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:35.269,Pass,True
,,,,,,,,,,,,,,,,,1.571481,,,,,,,,,,,,,98431edf-1841-41b0-8e60-0d394488e764,91,,"[13.0, 48.0]",3890382,1,,,,,-1.081944,,Right Foot,,,"[23.0, 29.2]",,Ground Pass,,21.29413,,,,Ömer Toprak,8573.0,,,,,,1,Regular Play,Bernd Leno,15581.0,Goalkeeper,6,Bayer Leverkusen,904,['a094bfd1-41fc-4b71-b8a4-2e6f7cedb675'],39,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:39.496,Pass,
,,,,,,,,,,,,,,,,,1.326185,,,,,,,,,,,,,3ff27be5-6397-47d3-964f-8207683c3299,94,,"[24.7, 28.9]",3890382,1,,,,,-0.86286837,,Right Foot,,,"[34.8, 17.1]",,Ground Pass,,15.532225,,,,Kevin Kampl,8222.0,,,,,,1,Regular Play,Ömer Toprak,8573.0,Left Center Back,6,Bayer Leverkusen,904,['602b7080-5d98-40ba-aa2b-cac1adf2ae8d'],43,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:43.757,Pass,
,,,,,,,,,,,,,,,,,1.20032,,,,,,,,,,,,,bcd8f90f-9f91-4eab-83e9-b0ff85760b3f,97,,"[36.3, 16.6]",3890382,1,,,,,2.4353936,,Right Foot,,,"[29.5, 22.4]",,Ground Pass,,8.937561,,,,Ömer Toprak,8573.0,,,,,,1,Regular Play,Kevin Kampl,8222.0,Left Defensive Midfield,6,Bayer Leverkusen,904,['24105c01-7015-4c4a-9271-69961a75e9a0'],47,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:47.301,Pass,
,,,,,,,,,,,,,,,,,1.567496,,,,,,,,,,,,,d5d3ef01-511e-4aef-957d-f1d5cb10c8c7,100,,"[38.6, 29.2]",3890382,1,,,,,1.4362754,,Left Foot,,,"[42.2, 55.8]",,Ground Pass,,26.842505,,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Ömer Toprak,8573.0,Left Center Back,6,Bayer Leverkusen,904,['1f9b12b7-8479-413d-9f92-d9d94e25d4ce'],51,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:51.490,Pass,
