50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,3.907144,,,,,,,,,,,,,,2de84a14-3785-4f89-a9f0-584258cec334,56,,,"[3.9, 28.2]",3890479,0,,,,-0.58311135,,Left Foot,,,,"[46.5, 0.1]",,High Pass,,51.033028,,,Out,,Elias Kachunga,2968.0,,,,,,1,From Throw In,Ramazan Özcan,12319.0,Goalkeeper,5,Eintracht Frankfurt,184,['89d122b6-12ce-4283-9c78-99009ef8ced7'],55,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:55.726,Pass,
,,,,,,,,,,,,,,,,,,1.58398,,,,,,,,,,,,,,f1792611-63d3-4fa4-8658-823423802506,58,,,"[83.4, 80.0]",3890479,1,True,,,-1.1071488,,,,,,"[89.9, 67.0]",,Low Pass,,14.534442,,,,,Makoto Hasebe,5681.0,,,,,Throw-in,1,From Throw In,Yanni Regäsel,20950.0,Right Back,6,Eintracht Frankfurt,184,['f1a790bd-7569-483a-b162-4c12356aa891'],2,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:02.611,Pass,
,,,,,,,,,,,,,,,,,,1.073132,,,,,,,,,,,,,,3480ba49-0bdb-47ad-a590-102bbaf0bc88,62,,,"[90.6, 62.9]",3890479,1,,,,-0.3366748,,Right Foot,,,,"[98.6, 60.1]",,Ground Pass,,8.475848,,,Incomplete,,Haris Seferović,5543.0,,,,,,1,From Throw In,Makoto Hasebe,5681.0,Right Center Midfield,6,Eintracht Frankfurt,184,"['273049d7-cdeb-4fad-a720-3a70de89f946', '91c14cb9-0fbc-4d74-b967-8ebfe7b4e014', '9c79c52b-84d3-4940-9727-00f02ef55a04']",5,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:05.080,Pass,True
,,,,,,,,,,,,,,,,,,0.372086,,,,,,,,,,,,,,273049d7-cdeb-4fad-a720-3a70de89f946,64,,,"[21.5, 20.0]",3890479,1,,,,-0.026542438,,Right Foot,,,,"[32.8, 19.7]",,Low Pass,,11.303982,,,Incomplete,,Elias Kachunga,2968.0,,,,,Recovery,1,From Throw In,Benjamin Hübner,8405.0,Left Center Back,6,Eintracht Frankfurt,184,"['3480ba49-0bdb-47ad-a590-102bbaf0bc88', '57a416dc-83f5-4c69-9bde-d14007d047f8', 'bb27c89e-4bd0-491a-b21e-b44437a1078a']",6,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:06.153,Pass,
,,,,,,,,,,,,,,,,,,1.659999,,,,,,,,,,,,,,cea8cab2-a212-4ad5-8e88-b3ca0746bf6b,67,,,"[86.2, 40.5]",3890479,1,,,,-0.5746031,d016b1d7-f487-4b9d-ba2e-01d796992a84,Right Foot,,,,"[100.1, 31.5]",,High Pass,,16.559288,,,,,Marco Jhonfai Fabián De La Mora,6317.0,True,,,,Recovery,1,From Throw In,Marc Stendera,10896.0,Left Center Midfield,6,Eintracht Frankfurt,184,['040d1bb4-240b-4255-9e1e-3a81c48d6de5'],8,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:08.557,Pass,
,,,,,,,,,,,,,,,,,,4.291154,,,,,,,,,,,,,,15906ab9-31ec-47b5-8a28-a6ff709642b1,71,,,"[6.0, 44.0]",3890479,1,True,,,0.12404181,,Right Foot,,,,"[45.3, 48.9]",,High Pass,,39.604294,,,,,Marvin Matip,9106.0,,,,,Goal Kick,1,From Goal Kick,Ramazan Özcan,12319.0,Goalkeeper,7,Ingolstadt,189,['3fbdda7c-fe7c-4701-8485-0fefbfcdc4ed'],32,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:32.556,Pass,
,,,,,,,,,,,,,,,,,,0.111818,,,,,,,,,,,,,,2a2b20af-6265-4cf5-8dd3-c33e890e7802,74,,,"[47.5, 50.5]",3890479,1,,,,0.23109066,,Left Foot,,,,"[49.2, 50.9]",,Ground Pass,,1.7464249,,,Incomplete,,,,,,,,,1,From Goal Kick,Marvin Matip,9106.0,Right Center Back,7,Ingolstadt,189,"['0aa61e10-2d67-4d86-a487-e0a9c59d4e37', 'e44c85f8-8fd5-4add-9c0a-45f5a0885d01']",36,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:36.735,Pass,True
,,,,,,,,,,,,,,,,,,3.463704,,,,,,,,,,,,,,79b4bd7e-c041-43a5-888e-b2d5880e7392,77,,,"[19.8, 50.5]",3890479,2,,,,0.2010675,,Left Foot,,,,"[82.6, 63.3]",,High Pass,,64.09119,,,Incomplete,,Moritz Hartmann,40464.0,,,,,Free Kick,1,From Free Kick,Ramazan Özcan,12319.0,Goalkeeper,8,Ingolstadt,189,"['2b6c46a6-3901-4855-98f4-cd1e413553dd', '3b2387bf-3254-45f4-80e3-940531088ab2']",17,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:17.340,Pass,
,,,,,,,,,,,,,,,,,,2.083215,,,,,,,,,,,,,,3b2387bf-3254-45f4-80e3-940531088ab2,80,,,"[37.5, 16.8]",3890479,2,,,True,1.1767085,,,,,,"[41.7, 26.9]",,High Pass,,10.938464,,,,,Makoto Hasebe,5681.0,,,,,Recovery,1,Regular Play,Marco Russ,8812.0,Center Defensive Midfield,9,Eintracht Frankfurt,184,"['433d40f7-7972-4dbb-aaea-859ed37873ec', '79b4bd7e-c041-43a5-888e-b2d5880e7392', 'd45a4b00-d9fc-41cf-8c3b-25539c8c92af']",20,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:20.804,Pass,True
,,,,,,,,,,,,,,,,,,0.82735,,,,,,,,,,,,,,2e3d8b42-3995-4288-8b8b-02a16605811c,83,,,"[41.7, 26.9]",3890479,2,,,True,-0.8433044,,,,,,"[48.2, 19.6]",,Low Pass,,9.774457,,,,,Marc Stendera,10896.0,,,,,,1,Regular Play,Makoto Hasebe,5681.0,Right Center Midfield,9,Eintracht Frankfurt,184,"['af833e5c-b816-4cab-a86b-f44aecec8e59', 'c555c49a-1755-4f65-9096-967bed96252c']",22,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:22.887,Pass,True
,,,,,,,,,,,,,,,,,,2.948627,,,,,,,,,,,,,,46e75931-c504-4478-a1a6-95063f9b413e,86,,,"[48.2, 19.6]",3890479,2,,,,0.5315999,,Right Foot,,,,"[83.4, 40.3]",,High Pass,,40.8354,,,Incomplete,,Haris Seferović,5543.0,,,,,,1,Regular Play,Marc Stendera,10896.0,Left Center Midfield,9,Eintracht Frankfurt,184,"['586b14be-1a83-4dc7-b632-ab795fa18f3f', 'e8939002-7a39-413c-90d7-d53f476dc6ae']",23,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:23.998,Pass,
,,,,,,,,,,,,,,,,,,2.625788,,,,,,,,,,,,,,46eecb49-c969-44df-a883-f45826e8ad7e,91,,,"[28.6, 46.8]",3890479,2,,,True,1.483216,,,,,,"[30.4, 67.3]",,High Pass,,20.578873,,,,,Robert Bauer,8394.0,,,,,Recovery,1,Regular Play,Marvin Matip,9106.0,Right Center Back,9,Eintracht Frankfurt,184,"['00f5135c-0531-4b90-b786-fb51c06b08f4', '3f05d2d3-cd8d-4b1f-9a4e-a9691ac7181c']",29,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:29.600,Pass,True
,,,,,,,,,,,,,,,,,,1.434176,,,,,,,,,,,,,,96e97a4a-5933-4ac3-9af7-82fa0043988e,95,,,"[30.0, 69.8]",3890479,2,,,,0.23415658,,Right Foot,,,,"[51.8, 75.0]",,High Pass,,22.411604,,,Incomplete,,Elias Kachunga,2968.0,,,,,,1,Regular Play,Robert Bauer,8394.0,Right Back,9,Eintracht Frankfurt,184,"['03e23981-1e74-4458-8346-21ffe8f53e3a', '40dc2c38-f58e-41e9-8806-5ba33f23ba31', '78861b18-9cd4-440b-9aeb-9feca4586255']",32,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:32.266,Pass,True
,,,,,,,,,,,,,,,,,,1.361711,,,,,,,,,,,,,,78861b18-9cd4-440b-9aeb-9feca4586255,97,,,"[68.3, 5.1]",3890479,2,,,,3.057756,,Head,,,,"[56.4, 6.1]",,High Pass,,11.941943,,,Incomplete,,Marco Russ,8812.0,,,,,Recovery,1,Regular Play,Szabolcs Huszti,18888.0,Center Attacking Midfield,9,Eintracht Frankfurt,184,"['1b2d07a0-1a0c-4f04-aead-fc602c3f4f76', '96e97a4a-5933-4ac3-9af7-82fa0043988e', 'be9c75ba-2a49-43e1-9bce-2aa761ac5a1e']",33,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:33.700,Pass,
,,,,,,,,,,,,,,,,,,3.135137,,,,,,,,,,,,,,be9c75ba-2a49-43e1-9bce-2aa761ac5a1e,100,,,"[63.7, 74.0]",3890479,2,,,True,-0.25633106,,,,,,"[88.5, 67.5]",,Low Pass,,25.637667,,,Incomplete,,Stefan Lex,40463.0,,,,,Recovery,1,Regular Play,Elias Kachunga,2968.0,Center Forward,9,Eintracht Frankfurt,184,"['1ac30e99-6f24-49eb-823f-411ad82f1086', '78861b18-9cd4-440b-9aeb-9feca4586255', 'e3e87427-3adc-4f03-8fa1-43146aa3c6e4', 'ea48af62-6692-444f-ae7e-57621fe392ff']",35,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:35.062,Pass,True
,,,,,,,,,,,,,,,,,,3.871373,,,,,,,,,,,,,,ea48af62-6692-444f-ae7e-57621fe392ff,103,,,"[31.6, 12.6]",3890479,2,,,,1.5775874,,Right Foot,,,,"[31.2, 71.5]",,High Pass,,58.90136,,,,,Yanni Regäsel,20950.0,,True,,,Recovery,1,Regular Play,David Ángel Abraham,8678.0,Left Center Back,9,Eintracht Frankfurt,184,"['2b2802e0-e328-44cb-bda2-3124f7cef3d6', '57b7464e-a4c3-48df-8d5b-813ebefe556c', 'be9c75ba-2a49-43e1-9bce-2aa761ac5a1e']",38,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:38.197,Pass,True
