50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.498155,,,,,,,,,,,,,14743b1e-e9df-4b0d-9af8-90a23fb80272,18,,,"[56.2, 34.7]",3890468,0,,,,-0.4601834,,Right Foot,,,"[90.9, 17.5]",,High Pass,,38.72893,,,,Gustavo Adrián Ramos Vásquez,24324.0,,,,,,1,Regular Play,Erik Durm,13206.0,Left Back,3,Borussia Dortmund,180,['3ecb4657-5bb0-4223-a7ca-ed38aeb3bf2e'],13,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:13.403,Pass,
,,,,,,,,,,,,,,,,,,2.058168,,,,,,,,,,,,,d0a4c66e-61c2-4098-b4da-b8770418a0e8,27,,,"[82.8, 3.0]",3890468,0,,,,2.7146819,,Right Foot,,,"[56.2, 15.1]",,Ground Pass,,29.222765,,,,Mats Hummels,5572.0,,,,,,1,Regular Play,Erik Durm,13206.0,Left Back,3,Borussia Dortmund,180,['c8980925-9ed3-47bc-b9f7-7f3482959d20'],22,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:22.099,Pass,
,,,,,,,,,,,,,,,,,,2.190345,,,,,,,,,,,,,db65f245-0680-4de9-8829-fee41c6b48ca,30,,,"[47.8, 23.8]",3890468,0,,,,1.8192837,,Right Foot,,,"[41.0, 50.6]",,Ground Pass,,27.649231,,,,Neven Subotić,4430.0,,,,,,1,Regular Play,Mats Hummels,5572.0,Left Center Back,3,Borussia Dortmund,180,['74001439-5a06-4091-bb0e-0be48771c709'],25,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:25.674,Pass,
,,,,,,,,,,,,,,,,,,1.357619,,,,,,,,,,,,,b9a8c4af-e083-488c-bc3b-4cbc33fe4495,33,,,"[47.1, 50.6]",3890468,0,,,,-1.2821462,,Right Foot,,,"[53.9, 27.7]",,Ground Pass,,23.88828,,,,Julian Weigl,8816.0,,,,,,1,Regular Play,Neven Subotić,4430.0,Right Center Back,3,Borussia Dortmund,180,['4c9b95bb-e48a-403b-a3b8-cfc7b381e3f4'],28,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:28.729,Pass,
,,,,,,,,,,,,,,,,,,1.332651,,,,,,,,,,,,,0fa29576-43a4-4c3f-a9d9-9d418d76ece2,36,,,"[53.9, 27.7]",3890468,0,,,,-2.9844823,,Right Foot,,,"[43.8, 26.1]",,Ground Pass,,10.225947,,,,Mats Hummels,5572.0,,,,,,1,Regular Play,Julian Weigl,8816.0,Center Defensive Midfield,3,Borussia Dortmund,180,['fd08c535-bd89-4461-873d-0f474cd7e5ce'],30,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:30.127,Pass,
,,,,,,,,,,,,,,,,,,1.065373,,,,,,,,,,,,,afd2a8dd-214d-4f81-8819-f5e87e98a116,39,,,"[45.9, 24.0]",3890468,0,,,,0.9874233,,Left Foot,,,"[52.5, 34.0]",,Ground Pass,,11.981652,,,,Julian Weigl,8816.0,,,,,,1,Regular Play,Mats Hummels,5572.0,Left Center Back,3,Borussia Dortmund,180,['00311926-0017-45cf-bd02-0d1ba62d773e'],32,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:32.449,Pass,
,,,,,,,,,,,,,,,,,,1.825599,,,,,,,,,,,,,4c1e0931-04b4-4b49-b491-a7e833769f55,42,,,"[52.5, 38.0]",3890468,0,,,,1.2652606,,Right Foot,,,"[61.3, 65.9]",,Ground Pass,,29.254913,,,,İlkay Gündoğan,10287.0,,,,,,1,Regular Play,Julian Weigl,8816.0,Center Defensive Midfield,3,Borussia Dortmund,180,['41c82e7c-1875-4a15-926b-f08a63a0334e'],34,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:34.942,Pass,
,,,,,,,,,,,,,,,,,,1.70373,,,,,,,,,,,,,db99bc88-6ae9-427f-8231-3fc1c56de88e,45,,,"[62.9, 56.6]",3890468,0,,,,-2.6135182,,Right Foot,,,"[49.7, 48.9]",,Ground Pass,,15.281689,,,,Neven Subotić,4430.0,,,,,,1,Regular Play,İlkay Gündoğan,10287.0,Center Attacking Midfield,3,Borussia Dortmund,180,['9ac844bd-a136-41db-a2b1-a5b30e2aa89d'],40,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:40.398,Pass,
,,,,,,,,,,,,,,,,,,1.441319,,,,,,,,,,,,,2bd40a66-5cf6-4ca4-8572-c42530fbf670,48,,,"[50.8, 47.1]",3890468,0,,,,-1.3554386,,Left Foot,,,"[55.7, 24.7]",,Ground Pass,,22.929674,,,,Mats Hummels,5572.0,,,,,,1,Regular Play,Neven Subotić,4430.0,Right Center Back,3,Borussia Dortmund,180,['a7c81981-278a-497f-9edc-9c0808bb81ee'],43,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:43.121,Pass,
,,,,,,,,,,,,,,,,,,1.429285,,,,,,,,,,,,,c8691863-d7df-4f5d-969b-da9c7c66f1bb,51,,,"[55.0, 25.9]",3890468,0,,,,2.0746233,,Left Foot,,,"[46.4, 41.5]",,Ground Pass,,17.813478,,,,Neven Subotić,4430.0,,,,,,1,Regular Play,Mats Hummels,5572.0,Left Center Back,3,Borussia Dortmund,180,['f6e94145-b058-4398-93c0-ce7a3299bbfa'],49,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:49.128,Pass,
,,,,,,,,,,,,,,,,,,1.875343,,,,,,,,,,,,,a0f163fa-1177-45d2-9b88-bdd03de7635b,54,,,"[56.4, 45.0]",3890468,0,,,,-1.5179355,,Right Foot,,,"[57.4, 26.1]",,Ground Pass,,18.926437,,,,Mats Hummels,5572.0,,,,,,1,Regular Play,Neven Subotić,4430.0,Right Center Back,3,Borussia Dortmund,180,['22d08940-722b-4d0b-bc30-70237ed1e725'],53,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:53.301,Pass,
,,,,,,,,,,,,,,,,,,1.314005,,,,,,,,,,,,,5333416c-c468-4d9a-9465-a4bf0da0a091,57,,,"[57.8, 24.0]",3890468,0,,,,2.2156184,,Left Foot,,,"[48.7, 36.1]",,Ground Pass,,15.140013,,,,Neven Subotić,4430.0,,,,,,1,Regular Play,Mats Hummels,5572.0,Left Center Back,3,Borussia Dortmund,180,['cded352d-0290-4c37-8566-45d47b2ff0ba'],55,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:55.964,Pass,
,,,,,,,,,,,,,,,,,,2.155592,,,,,,,,,,,,,c234e7ae-f003-41ee-98e8-c3185f279923,60,,,"[55.0, 38.0]",3890468,1,,,,-1.1213658,,Right Foot,,,"[63.2, 21.0]",,Ground Pass,,18.874321,,,,Mats Hummels,5572.0,,,,,,1,Regular Play,Neven Subotić,4430.0,Right Center Back,3,Borussia Dortmund,180,['dab58da4-08f6-4562-90f5-d6238fa9c2f5'],0,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:00.540,Pass,
,,,,,,,,,,,,,,,,,,1.477098,,,,,,,,,,,,,2da4142a-4129-418d-bb5f-4f0998a4b2b5,63,,,"[65.7, 15.8]",3890468,1,,,,1.8292513,,Left Foot,,,"[63.4, 24.5]",,Ground Pass,,8.998889,,,,Julian Weigl,8816.0,,,,,,1,Regular Play,Mats Hummels,5572.0,Left Center Back,3,Borussia Dortmund,180,['019229a9-2e21-4dd0-9454-85b2cceb0520'],3,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:03.595,Pass,
,,,,,,,,,,,,,,,,,,1.301913,,,,,,,,,,,,,bd58641a-630d-45d3-b2ff-74c09fd0ff53,67,,,"[63.6, 23.1]",3890468,1,,,,2.624468,,Right Foot,,,"[47.6, 32.2]",,Ground Pass,,18.406792,,,,Neven Subotić,4430.0,,,,,,1,Regular Play,Julian Weigl,8816.0,Center Defensive Midfield,3,Borussia Dortmund,180,"['3c5c8369-ee96-4e16-a7de-62a6ae566532', '5178a656-7e73-45bd-af00-9aa21542bf93']",5,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:05.930,Pass,True
,,,,,,,,,,,,,,,,,,2.298721,,,,,,,,,,,,,f2029688-90ac-4f7f-8050-f3affa0b374f,70,,,"[53.2, 41.7]",3890468,1,,,,-1.1653706,,Right Foot,,,"[62.9, 19.1]",,Ground Pass,,24.593699,,,,Mats Hummels,5572.0,,,,,,1,Regular Play,Neven Subotić,4430.0,Right Center Back,3,Borussia Dortmund,180,['45bd298c-0430-4f57-b217-f8b087bf1039'],10,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:10.502,Pass,
,,,,,,,,,,,,,,,,,,3.340501,,,,,,,,,,,,,c3aacaab-4e76-47cb-a5a5-0f0972033fd1,73,,,"[68.3, 15.6]",3890468,1,,,,0.14406273,,Right Foot,,,"[120.0, 23.1]",,High Pass,,52.241173,,Out,,Erik Durm,13206.0,,,,,,1,Regular Play,Mats Hummels,5572.0,Left Center Back,3,Borussia Dortmund,180,['ad18388d-91db-41dd-aa30-be80bad53e3e'],15,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:15.156,Pass,
,,,,,,,,,,,,,,,,,,3.289978,,,,,,,,,,,,,73ee959a-1674-4246-b487-989721edd5dd,75,,,"[6.0, 44.0]",3890468,1,,,,-0.029912336,,Right Foot,,,"[69.5, 42.1]",,High Pass,,63.52842,,,,Mario Vrančić,13675.0,,,,,Goal Kick,1,From Goal Kick,Christian Mathenia,8306.0,Goalkeeper,4,Darmstadt 98,872,['8ac7d5cd-8cec-4eb9-92fa-0c4daba1119c'],47,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:47.402,Pass,
,,,,,,,,,,,,,,,,,,1.327808,,,,,,,,,,,,,f5959d66-fe00-4b81-97ab-51892d890355,77,,,"[69.5, 42.1]",3890468,1,,,True,0.0,,,,,"[82.8, 42.1]",,Low Pass,,13.3,,Incomplete,,Jérôme Gondorf,8388.0,,,,,,1,From Goal Kick,Mario Vrančić,13675.0,Center Attacking Midfield,4,Darmstadt 98,872,"['8251c183-af10-4831-86d2-c8a4e557d4f1', 'a213eda4-edb7-4c9b-8efb-d495c954abfc', 'cfe5df07-9edb-4b53-ac50-446680ce6958']",50,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:50.692,Pass,True
,,,,,,,,,,,,,,,,,,2.036253,,,,,,,,,,,,,fc0a2709-1051-4da2-b683-79c99ca0fb00,83,,,"[37.3, 39.4]",3890468,1,,,,-0.036237907,,Right Foot,,,"[70.4, 38.2]",,High Pass,,33.121746,,,,Gustavo Adrián Ramos Vásquez,24324.0,,,,,,1,From Counter,Neven Subotić,4430.0,Right Center Back,5,Borussia Dortmund,180,"['e2dbb997-6705-46ce-98bb-609d30e37248', 'ecb9852e-4c79-42ca-9bb8-dd502c1010b8']",52,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:52.754,Pass,True
,,,,,,,,,,,,,,,,,,1.60629,,,,,,,,,,,,,ade72ef1-ed68-4f8d-a844-eaec38d24406,86,,,"[70.4, 38.2]",3890468,1,,,True,0.95613337,,,,,"[78.8, 50.1]",,Low Pass,,14.566056,,,,Pierre-Emerick Aubameyang,3712.0,,,,,,1,From Counter,Gustavo Adrián Ramos Vásquez,24324.0,Left Center Forward,5,Borussia Dortmund,180,"['2a030ef1-b71a-42e3-91cb-d5c5174aa16a', '6726fb9e-5250-417d-af60-63c052f9c977']",54,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:54.790,Pass,True
,,,,,,,,,,,,,,,,,,0.886177,,,,,,,,,,,,,17db370d-4b03-4a60-89e4-354bf925300e,88,,,"[78.6, 50.8]",3890468,1,,,,1.310982,,Right Foot,,,"[80.7, 58.7]",,Low Pass,,8.17435,,Incomplete,,Felix Passlack,8241.0,,,,,,1,From Counter,Pierre-Emerick Aubameyang,3712.0,Right Center Forward,5,Borussia Dortmund,180,"['b2099eb8-d0ee-4118-9d5d-3efe05936b13', 'f2d33f22-b2ea-4fe0-bb93-a71a920548be']",56,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:56.397,Pass,
,,,,,,,,,,,,,,,,,,0.696186,,,,,,,,,,,,,b2099eb8-d0ee-4118-9d5d-3efe05936b13,91,,,"[39.4, 21.4]",3890468,1,,,,1.0240074,,Left Foot,,,"[42.2, 26.0]",,Ground Pass,,5.3851647,,,,Jérôme Gondorf,8388.0,,,,,Recovery,1,Regular Play,Luca Caldirola,9404.0,Left Back,6,Darmstadt 98,872,"['152852ce-4c17-496a-a6f4-3d89ad23f1de', '17db370d-4b03-4a60-89e4-354bf925300e', '82ea917f-f671-4091-b516-1b127b772f8a']",57,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:57.283,Pass,True
,,,,,,,,,,,,,,,,,,2.196268,,,,,,,,,,,,,d4372ade-ad22-410a-b30a-1c745ffaaad1,94,,,"[43.6, 26.7]",3890468,1,,,,-0.26649517,,Left Foot,,,"[78.4, 17.2]",,High Pass,,36.0734,,,,Sandro Wagner,9723.0,,,,,,1,Regular Play,Jérôme Gondorf,8388.0,Left Defensive Midfield,6,Darmstadt 98,872,['f14cd7fb-c61b-4517-8947-70b9ff65aa46'],58,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:58.950,Pass,
,,,,,,,,,,,,,,,,,,0.993816,,,,,,,,,,,,,c5a045f3-d7b2-436f-8f1a-da2b6b54cb2f,98,,,"[78.4, 17.2]",3890468,2,,,,-2.4433517,,Other,,,"[72.8, 12.5]",,Low Pass,,7.3109508,,Incomplete,,Jérôme Gondorf,8388.0,,,,,,1,Regular Play,Sandro Wagner,9723.0,Center Forward,6,Darmstadt 98,872,"['653d3255-59cc-4372-bf5c-3b985e53bf5f', 'dda4569d-dcca-4658-8b59-0e149a8be868', 'f8cb8260-a10a-4938-a948-d5bb56a990b9']",1,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:01.307,Pass,True
,,,,,,,,,,,,,,,,,,3.239956,,,,,,,,,,,,,6310805b-3c1d-4ee9-92c3-59af9ac9d2dd,102,,,"[48.5, 69.0]",3890468,2,,,,0.12823972,,Right Foot,,,"[86.5, 73.9]",,High Pass,,38.314617,,,,Felix Passlack,8241.0,,,,,,1,Regular Play,Matthias Ginter,8808.0,Right Back,6,Darmstadt 98,872,['23926d1b-1954-4cea-b4d2-3f5aa623649a'],3,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:03.304,Pass,
,,,,,,,,,,,,,,,,,,2.369035,,,,,,,,,,,,,14afbbe8-000a-4d72-9ce9-316ae5bab470,105,,,"[99.3, 72.7]",3890468,2,,,,-1.0660594,,Right Foot,True,,"[117.2, 40.3]",,High Pass,,37.01581,,Incomplete,,,,,,,,,1,Regular Play,Felix Passlack,8241.0,Right Center Midfield,6,Darmstadt 98,872,['df6226cd-5b94-4562-a543-392c743f1d02'],6,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:06.848,Pass,
,,,,,,,,,,,,,,,,,,3.962354,,,,,,,,,,,,,05654a3b-41ef-4b2e-a874-5d14669034ec,108,,,"[15.4, 34.0]",3890468,2,,,,-0.11863533,,Drop Kick,,,"[80.0, 26.3]",,High Pass,,65.05728,,,,Sandro Wagner,9723.0,,,,,,1,Regular Play,Christian Mathenia,8306.0,Goalkeeper,6,Darmstadt 98,872,['cdf8b557-65de-4fd3-a4bd-245f83a52fe5'],27,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:27.753,Pass,
,,,,,,,,,,,,,,,,,,2.407103,,,,,,,,,,,,,385fd29e-5d81-41f7-b05d-8a9096bcd954,111,,,"[80.0, 26.3]",3890468,2,,,,1.2464948,,Right Foot,,,"[87.9, 49.8]",,High Pass,,24.792337,,Incomplete,,Marcel Heller,9401.0,,,,,,1,Regular Play,Sandro Wagner,9723.0,Center Forward,6,Darmstadt 98,872,"['491fc919-755b-443a-b8bb-aaf903eaf1a2', '93a66d51-5031-4d9c-9e5c-25211d8ebe76']",31,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:31.716,Pass,
,,,,,,,,,,,,,,,,,,2.695693,,,,,,,,,,,,,8b8fa588-b94c-439a-b277-5f96b7b57d13,117,,,"[53.9, 51.7]",3890468,3,,,,-0.06924037,,Right Foot,,,"[98.6, 48.6]",,High Pass,,44.807365,,,,Sandro Wagner,9723.0,,,,,Free Kick,1,From Free Kick,Aytac Sulu,9217.0,Right Center Back,7,Darmstadt 98,872,['5f0a19ed-4469-47ad-8c0d-1c1cb90fc5fe'],8,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:08.654,Pass,
,,,,,,,,,,,,,,,,,,1.111647,,,,,,,,,,,,,5a760c9f-cabe-4408-80b3-022abe591bb8,120,,,"[98.6, 48.6]",3890468,3,,,True,1.1844591,,,,,"[101.0, 54.5]",,Low Pass,,6.369458,,Incomplete,,Marcel Heller,9401.0,,,,,,1,From Free Kick,Sandro Wagner,9723.0,Center Forward,7,Darmstadt 98,872,"['3c77eeab-e114-49f1-bd67-7a237f8aabbd', '79c7fdc7-ad73-4128-b253-26959c4e7eca', 'fc9bd48e-8513-4441-ae4a-59666c6ce98c']",11,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:11.349,Pass,True
