50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.685896,,,,,,,,,,,,,218506c9-0a25-44a4-8a7a-c49d0bff176f,17,,,"[117.2, 22.8]",3890389,0,,,,,2.0665615,,Left Foot,True,True,,"[111.9, 32.6]",Ground Pass,,11.141364,,,Incomplete,,Kevin Volland,8215.0,,,,,,1,From Kick Off,Steven Zuber,5548.0,Left Midfield,2,Hoffenheim,175,"['23a04b56-abb5-4f45-9bd9-c3d5dd61a11e', '86af1431-aefc-4d6f-afc0-3e7adae138d0']",11,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:11.733,Pass,
,,,,,,,,,,,,,,,,,,1.625398,,,,,,,,,,,,,27d9982e-5415-4134-ad7e-2c756cf8b786,20,,,"[101.9, 0.1]",3890389,0,,,,,0.5076962,,,,,,"[116.1, 8.0]",Low Pass,,16.249615,,,,,Nadiem Amiri,8403.0,,,,,Throw-in,1,From Throw In,Jin-Su Kim,40538.0,Left Back,3,Hoffenheim,175,['db5da457-e520-45f0-9c4a-6a9ac19ebcd5'],25,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:25.715,Pass,
,,,,,,,,,,,,,,,,,,0.06696,,,,,,,,,,,,,fbb89ec6-298f-4190-89c0-878727936aa5,25,,,"[116.8, 4.0]",3890389,0,,,,,2.872425,,Right Foot,,,,"[113.9, 4.8]",Ground Pass,,3.0083218,,,Incomplete,,Jin-Su Kim,40538.0,,,,,,1,From Throw In,Nadiem Amiri,8403.0,Center Attacking Midfield,3,Hoffenheim,175,"['89f21c0e-beed-488a-9653-a87989e4e3b9', 'da269cae-5973-422d-8111-755a33198a62']",28,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:28.541,Pass,
,,,,,,,,,,,,,,,,,,2.348886,,,,,,,,,,,,,259f94f9-0726-415c-b3e6-4a7d8838cd77,28,,,"[8.6, 67.2]",3890389,0,,,,,-0.055192508,,Right Foot,,,,"[44.8, 65.2]",High Pass,,36.255207,,,Incomplete,,Lukas Hinterseer,9103.0,,,,,Recovery,1,From Throw In,Tobias Levels,40460.0,Right Back,3,Hoffenheim,175,"['16f8fe8a-5f7c-4d7e-bcd8-3f83270989dd', '938125ca-9f35-44df-83a8-e697bead4c1c']",30,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:30.787,Pass,
,,,,,,,,,,,,,,,,,,1.041098,,,,,,,,,,,,,16f8fe8a-5f7c-4d7e-bcd8-3f83270989dd,30,,,"[75.3, 14.9]",3890389,0,,,,,-0.4497596,,Left Foot,,,,"[84.0, 10.7]",Low Pass,,9.660746,,,,,Jin-Su Kim,40538.0,,,,,Interception,1,From Throw In,Pirmin Schwegler,8556.0,Right Defensive Midfield,3,Hoffenheim,175,"['259f94f9-0726-415c-b3e6-4a7d8838cd77', 'b2a8463c-488c-4ff1-915a-962631cd9f6c']",33,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:33.136,Pass,
,,,,,,,,,,,,,,,,,,1.078499,,,,,,,,,,,,,bc09495e-7663-466c-b8ea-89a5b673bca8,34,,,"[82.9, 10.7]",3890389,0,,,,,-2.8743336,,Left Foot,,,,"[74.5, 8.4]",Ground Pass,,8.70919,,,,,Pirmin Schwegler,8556.0,,,,,,1,From Throw In,Jin-Su Kim,40538.0,Left Back,3,Hoffenheim,175,"['161fd27e-9bde-47b4-a2e3-ab5c7a881248', 'dd6f05dd-7de1-42b8-bb55-32015eed86c5']",34,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:34.337,Pass,True
,,,,,,,,,,,,,,,,,,1.1665,,,,,,,,,,,,,11bae967-7d8b-409c-ac53-4500267d09c3,37,,,"[74.5, 8.4]",3890389,0,,,,,-0.30756712,,Right Foot,,,,"[91.5, 3.0]",High Pass,,17.83704,,,,,Nadiem Amiri,8403.0,,,,,,1,From Throw In,Pirmin Schwegler,8556.0,Right Defensive Midfield,3,Hoffenheim,175,['435855bc-4231-4e1b-9924-1d7ceeaa1c4c'],35,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:35.584,Pass,
,,,,,,,,,,,,,,,,,,1.402,,,,,,,,,,,,,1e305030-e295-4904-aca5-492fc57f8b5c,39,,,"[91.5, 3.0]",3890389,0,,,,,0.94494987,,Head,,,,"[98.8, 13.1]",Low Pass,,12.461942,,,,,Steven Zuber,5548.0,,,,,,1,From Throw In,Nadiem Amiri,8403.0,Center Attacking Midfield,3,Hoffenheim,175,['06d5e0d9-fa89-489c-aa34-49f207dffaf2'],36,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:36.870,Pass,
,,,,,,,,,,,,,,,,,,1.495986,,,,,,,,,,,,,ce4039f0-1800-4fac-ab1a-de8052b7544f,43,,,"[7.0, 44.1]",3890389,0,,,,,-0.5800028,,Left Foot,,,,"[18.6, 36.5]",Ground Pass,,13.867949,,,,,Benjamin Hübner,8405.0,,,,,Goal Kick,1,From Goal Kick,Ramazan Özcan,12319.0,Goalkeeper,4,Ingolstadt,189,['ca0ca7c7-89ec-4be8-b667-2485055a2810'],52,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:52.876,Pass,
,,,,,,,,,,,,,,,,,,1.205882,,,,,,,,,,,,,2424ceaa-78c4-4bf9-b84f-92f00824cb03,46,,,"[23.0, 35.2]",3890389,0,,,,,0.22740234,,Left Foot,,,,"[35.1, 38.0]",Ground Pass,,12.419743,,,,,Roger de Oliveira Bernardo,40459.0,,,,,,1,From Goal Kick,Benjamin Hübner,8405.0,Left Center Back,4,Ingolstadt,189,['bf1f6135-dd67-4e7f-a0e7-5313fdd2346e'],55,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:55.994,Pass,
,,,,,,,,,,,,,,,,,,1.95366,,,,,,,,,,,,,c38973b4-bb00-44ea-8f73-3430208c0472,49,,,"[40.2, 41.3]",3890389,0,,,,,1.4128314,,Right Foot,,,,"[43.8, 63.9]",Ground Pass,,22.88493,,,,,Pascal Groß,3097.0,,,,,,1,From Goal Kick,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,4,Ingolstadt,189,['70d8221d-fe17-4109-b4f8-542fe51cfa43'],59,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:59.419,Pass,
,,,,,,,,,,,,,,,,,,2.77005,,,,,,,,,,,,,b909e3cd-5df4-4861-a528-806439b81358,52,,,"[48.1, 66.0]",3890389,1,,,,,0.052240007,,Right Foot,,,,"[94.0, 68.4]",High Pass,,45.962704,,,Incomplete,,,,,,,,,1,From Goal Kick,Pascal Groß,3097.0,Right Center Midfield,4,Ingolstadt,189,['791b6054-6bc3-437f-b163-3439f21fd303'],3,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:03.269,Pass,
,,,,,,,,,,,,,,,,,,0.895675,,,,,,,,,,,,,791b6054-6bc3-437f-b163-3439f21fd303,54,,,"[26.1, 11.7]",3890389,1,,,,True,0.37255427,,,,,,"[34.8, 15.1]",High Pass,,9.340771,,,Incomplete,,Steven Zuber,5548.0,,,,,Recovery,1,From Goal Kick,Jin-Su Kim,40538.0,Left Back,4,Ingolstadt,189,"['6a4a7169-9d04-4dd7-a062-96b5e6e51fea', 'a70dccbc-a801-4c90-9c59-e756a78f872b', 'b909e3cd-5df4-4861-a528-806439b81358', 'cb921e09-965a-4b9c-92d1-60f206ae40d3']",6,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:06.039,Pass,True
,,,,,,,,,,,,,,,,,,1.532923,,,,,,,,,,,,,cb921e09-965a-4b9c-92d1-60f206ae40d3,56,,,"[85.3, 65.0]",3890389,1,,,,,-0.03612885,,Head,,,,"[101.9, 64.4]",High Pass,,16.61084,,,Incomplete,,Alfredo Morales,12304.0,,,,,Recovery,1,From Goal Kick,Pascal Groß,3097.0,Right Center Midfield,4,Ingolstadt,189,"['694eea5f-712f-4ad2-bec0-fece23f1ea3d', '791b6054-6bc3-437f-b163-3439f21fd303', '8db76477-05a8-4218-b401-4e6bb86bf6c1']",6,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:06.934,Pass,
,,,,,,,,,,,,,,,,,,2.572091,,,,,,,,,,,,,8db76477-05a8-4218-b401-4e6bb86bf6c1,58,,,"[18.2, 15.7]",3890389,1,,,,,0.69089377,,Right Foot,,,,"[41.3, 34.8]",High Pass,,29.973656,,,,,Nadiem Amiri,8403.0,,,,,Recovery,1,Regular Play,Niklas Süle,6322.0,Left Center Back,5,Hoffenheim,175,"['963eb5c5-301d-4a41-8b96-bbef920d9e71', 'cb921e09-965a-4b9c-92d1-60f206ae40d3']",8,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:08.467,Pass,
,,,,,,,,,,,,,,,,,,2.688298,,,,,,,,,,,,,c061175d-87aa-4207-9222-61003c31c908,66,,,"[45.9, 49.4]",3890389,1,,,,,1.4817468,,Right Foot,,,,"[47.9, 71.8]",Ground Pass,,22.489109,,,,,Tobias Strobl,12321.0,,,,,,1,Regular Play,Tarik Elyounoussi,26832.0,Right Midfield,5,Hoffenheim,175,"['db2facda-2ee4-460b-88cb-4d34a8e499da', 'f31ddecf-e785-40c2-9353-1b75529bb0c0']",14,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:14.038,Pass,True
,,,,,,,,,,,,,,,,,,1.043432,,,,,,,,,,,,,0e6aa5c1-11e2-49e5-893a-e1189db3deaa,70,,,"[65.6, 80.0]",3890389,1,,,,,-0.4523699,,,,,,"[87.0, 69.6]",High Pass,,23.793276,,,Incomplete,,Eugen Polanski,8404.0,,,,,Throw-in,1,From Throw In,Tarik Elyounoussi,26832.0,Right Midfield,6,Hoffenheim,175,"['77414133-0074-4ad3-b8fa-9be93f8c6b82', '9facd52a-43dd-4624-9ae0-9a0bb833d56e']",21,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:21.986,Pass,
,,,,,,,,,,,,,,,,,,0.876265,,,,,,,,,,,,,9facd52a-43dd-4624-9ae0-9a0bb833d56e,72,,,"[33.1, 10.5]",3890389,1,,,,,0.17037511,,Head,,,,"[42.4, 12.1]",Low Pass,,9.436631,,,,,Roger de Oliveira Bernardo,40459.0,,,,,Recovery,1,From Throw In,Benjamin Hübner,8405.0,Left Center Back,6,Hoffenheim,175,"['0e6aa5c1-11e2-49e5-893a-e1189db3deaa', '9c99f03f-d17f-4976-b770-df1e413ecc32']",23,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:23.030,Pass,
,,,,,,,,,,,,,,,,,,2.639188,,,,,,,,,,,,,b6282924-0778-4fc9-afb2-543f616513bf,76,,,"[45.4, 12.5]",3890389,1,,,,,0.35312277,,Right Foot,,,,"[80.4, 25.4]",High Pass,,37.30161,,,Incomplete,,Lukas Hinterseer,9103.0,,,,,,1,From Throw In,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,6,Hoffenheim,175,"['37bc85be-7c1a-4463-ab25-9184f2424db9', 'b440ed25-6be6-44cc-9b9e-55ab5838ceb8', 'fa365a70-a0be-4482-ac4c-ac585edf881d']",25,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:25.941,Pass,True
,,,,,,,,,,,,,,,,,,2.517235,,,,,,,,,,,,,b440ed25-6be6-44cc-9b9e-55ab5838ceb8,78,,,"[39.7, 54.7]",3890389,1,,,,,0.24497867,,Right Foot,,,,"[74.9, 63.5]",High Pass,,36.28333,,,Incomplete,,Nadiem Amiri,8403.0,,,,,Recovery,1,From Throw In,Niklas Süle,6322.0,Left Center Back,6,Hoffenheim,175,"['5bb68c90-b42a-4c76-8a7f-8f8df636ad35', 'ab3eb315-10ee-4cfb-b87f-6fdae347e63f', 'b6282924-0778-4fc9-afb2-543f616513bf']",28,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:28.580,Pass,
,,,,,,,,,,,,,,,,,,1.592364,,,,,,,,,,,,,5bb68c90-b42a-4c76-8a7f-8f8df636ad35,80,,,"[45.2, 16.6]",3890389,1,,,,,0.557367,,Head,,,,"[59.8, 25.7]",High Pass,,17.20378,,,Incomplete,,Lukas Hinterseer,9103.0,,,,,Recovery,1,From Throw In,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,6,Hoffenheim,175,"['b440ed25-6be6-44cc-9b9e-55ab5838ceb8', 'e65c2ff5-1ba5-411a-9bae-1c6b61c88e92', 'f39d17f8-d5f6-40a1-89f3-69c2fd2e718e']",31,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:31.097,Pass,
,,,,,,,,,,,,,,,,,,1.326398,,,,,,,,,,,,,f39d17f8-d5f6-40a1-89f3-69c2fd2e718e,82,,,"[60.3, 54.4]",3890389,1,,,,,0.10768987,,Head,,,,"[75.1, 56.0]",Low Pass,,14.886235,,,,,Kevin Volland,8215.0,,,,,Recovery,1,From Throw In,Pirmin Schwegler,8556.0,Right Defensive Midfield,6,Hoffenheim,175,"['5bb68c90-b42a-4c76-8a7f-8f8df636ad35', '7f53bbbd-8147-4ab2-b032-ae4dd21d233d']",32,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:32.689,Pass,
,,,,,,,,,,,,,,,,,,1.6342,,,,,,,,,,,,,a1801988-f612-428b-80c0-61a08441b5ea,86,,,"[83.5, 41.8]",3890389,1,,,,,-1.7392867,,Left Foot,,,,"[80.2, 22.4]",Ground Pass,,19.678669,,,,,Steven Zuber,5548.0,,,,,,1,From Throw In,Kevin Volland,8215.0,Center Forward,6,Hoffenheim,175,['11085079-f695-4fe3-a263-63a5433577a5'],36,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:36.084,Pass,
,,,,,,,,,,,,,,,,,,1.531499,,,,,,,,,,,,,490f2989-51cf-440a-93b0-b0024aebcf55,89,,,"[90.6, 19.4]",3890389,1,,,,,-0.492625,,Right Foot,,,,"[104.2, 12.1]",Ground Pass,,15.435349,,,,,Jin-Su Kim,40538.0,,,,,,1,From Throw In,Steven Zuber,5548.0,Left Midfield,6,Hoffenheim,175,['3bc24472-d000-45d4-a871-d863d08a8ab6'],39,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:39.759,Pass,
,,,,,,,,,,,,,,,,,,0.039784,,,,,,,,,,,,,0ffd4a9e-4e76-47e6-b8ec-11844a47b25a,92,,,"[104.6, 12.1]",3890389,1,,,,,0.6794138,,Left Foot,,,,"[107.2, 14.2]",Low Pass,,3.342155,,,Incomplete,,Kevin Volland,8215.0,,,,,,1,From Throw In,Jin-Su Kim,40538.0,Left Back,6,Hoffenheim,175,"['0c4912d1-5ffc-4b76-9958-ffdd1fd13d6b', 'b1f07f3d-1050-46db-a9c3-b5a8a4979018']",42,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:42.354,Pass,
,,,,,,,,,,,,,,,,,,1.267693,,,,,,,,,,,,,3d50a2da-8a75-45be-a406-ce297e98b7e4,95,,,"[105.0, 0.1]",3890389,1,,,,,0.9734607,,,,,,"[116.7, 17.3]",High Pass,,20.802164,,,,,Kevin Volland,8215.0,,,,,Throw-in,1,From Throw In,Jin-Su Kim,40538.0,Left Back,7,Hoffenheim,175,['8f4b37d5-1d29-4615-a4f0-6d8eda6d639f'],58,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:58.344,Pass,
,,,,,,,,,,,,,,,,,,1.249297,,,,,,,,,,,,,84ad9df1-3966-4b6c-8dbe-e4d31b36e7ca,99,,,"[117.9, 17.3]",3890389,1,,,,,2.3637133,,Left Foot,,,,"[111.2, 23.9]",High Pass,,9.404786,,,,,Nadiem Amiri,8403.0,,,,,,1,From Throw In,Kevin Volland,8215.0,Center Forward,7,Hoffenheim,175,"['037d837e-af57-4a2e-baf2-76abf263e9d9', '92a59b5c-c2f6-4594-9fdf-dd135237efd2']",59,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:59.732,Pass,True
,,,,,,,,,,,,,,,,,,0.796389,,,,,,,,,,,,,73d32f74-741c-4f2b-a0bc-18b9d3de0391,113,,,"[43.0, 80.0]",3890389,2,,,,,-1.0734537,,,,,,"[46.8, 73.0]",Low Pass,,7.964923,,,,,Pascal Groß,3097.0,,,,,Throw-in,1,From Throw In,Tobias Levels,40460.0,Right Back,9,Ingolstadt,189,['cd85f31e-1b68-4e2f-a8d4-29142651eac7'],47,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:47.316,Pass,
,,,,,,,,,,,,,,,,,,0.917387,,,,,,,,,,,,,04260bb1-799c-456a-ac84-32440a068a95,115,,,"[46.8, 73.0]",3890389,2,,,,,1.9715898,,Right Foot,,,,"[44.3, 78.9]",Low Pass,,6.407808,,,,,Tobias Levels,40460.0,,,,,,1,From Throw In,Pascal Groß,3097.0,Right Center Midfield,9,Ingolstadt,189,['9bf95634-f7da-4f6a-af9e-4e790b879691'],48,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:48.112,Pass,
,,,,,,,,,,,,,,,,,,1.65996,,,,,,,,,,,,,931b19df-ba2c-4db1-80a9-c9a960cc924e,118,,,"[44.6, 79.0]",3890389,2,,,,,-0.5203553,,Right Foot,,,,"[62.4, 68.8]",Low Pass,,20.51536,,,Incomplete,,Lukas Hinterseer,9103.0,,,,,,1,From Throw In,Tobias Levels,40460.0,Right Back,9,Ingolstadt,189,"['99587e10-eec4-4fae-99c2-f3e08a87ab0c', 'ed029f52-c098-4ea0-a398-554f0cba6f98']",49,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:49.077,Pass,
,,,,,,,,,,,,,,,,,,0.391066,,,,,,,,,,,,,f5dfe191-8aaa-4882-a0f2-2ab9a74cf6c6,121,,,"[55.4, 73.4]",3890389,2,,,,,1.0358412,,Right Foot,,,,"[57.0, 76.1]",Ground Pass,,3.138471,,,,,Stefan Lex,40463.0,,,,,Recovery,1,From Throw In,Pascal Groß,3097.0,Right Center Midfield,9,Ingolstadt,189,['66d8f584-e91e-43dd-9be5-d627807cc8ae'],51,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:51.696,Pass,
