ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,3.182874,,,,,,,,,,,,76a8f3e5-48e7-4bc0-ba44-3668b1a1eaca,18,,"[12.0, 42.2]",3890446,0,,,,,-0.17288892,,Right Foot,,,,"[66.4, 32.7]",,High Pass,,55.223274,,,Incomplete,,Piotr Trochowski,26790.0,,,,,,1,From Kick Off,Marwin Hitz,8314.0,Goalkeeper,2,Augsburg,172,"['790f764d-4feb-4ac7-a914-20b40d41d46f', 'ae2c5379-3ff9-43db-a33d-41f9c37a7a52', 'e4f070af-84df-4ee2-b649-f4e6b899c1ff']",9,,,,,,,,,,,,,,,,Augsburg,172,00:00:09.614,Pass,True
,,,,,,,,,,,,,,,0.966054,,,,,,,,,,,,e4f070af-84df-4ee2-b649-f4e6b899c1ff,20,,"[53.7, 47.4]",3890446,0,,,,,-0.6365082,,Head,,,,"[62.9, 40.6]",,Low Pass,,11.44028,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,Recovery,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Center Defensive Midfield,3,Bayern Munich,169,"['76a8f3e5-48e7-4bc0-ba44-3668b1a1eaca', 'd480b2ee-4628-482c-a568-482b9e492f2f']",12,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:12.797,Pass,
,,,,,,,,,,,,,,,0.721343,,,,,,,,,,,,d1e1580b-e873-4b2e-9e93-07a344b27cea,22,,"[62.9, 40.6]",3890446,0,,,,,2.3382323,,Head,,,,"[54.7, 49.1]",,Low Pass,,11.810589,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,3,Bayern Munich,169,['2f14def3-237b-4fc7-b25d-90d7f3852d93'],13,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:13.763,Pass,
,,,,,,,,,,,,,,,1.321518,,,,,,,,,,,,cda729c6-a95e-4254-a64a-d1b1e81dfa43,26,,"[53.9, 49.0]",3890446,0,,,,,1.1316837,,Left Foot,,,,"[57.0, 55.6]",,Ground Pass,,7.291776,,,Incomplete,,Arjen Robben,8218.0,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Center Defensive Midfield,3,Bayern Munich,169,"['0b9fae01-4f90-4316-82a2-fac12f546f6a', '15d91187-ca97-4beb-b98e-3d4996014b5f', '9a15ea61-a5ee-4e4d-b440-22ff3c2f48ad']",14,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:14.824,Pass,True
,,,,,,,,,,,,,,,1.283911,,,,,,,,,,,,c37fb924-3805-46fa-b36f-afb18b1ab479,31,,"[63.6, 26.0]",3890446,0,,,,,-0.39369822,,Left Foot,,,,"[70.1, 23.3]",,Ground Pass,,7.038466,,,,,Piotr Trochowski,26790.0,,,,,,1,Regular Play,Caiuby Francisco da Silva,8303.0,Left Wing,4,Augsburg,172,['b5dc124b-32d3-4e28-ac2f-effb3f48e6e3'],17,,,,,,,,,,,,,,,,Augsburg,172,00:00:17.206,Pass,
,,,,,,,,,,,,,,,1.247527,,,,,,,,,,,,cd65af03-209d-41aa-98e4-098fc475425e,36,,"[74.5, 16.0]",3890446,0,,,,,-1.3334221,,Right Foot,,,,"[77.5, 3.6]",,Ground Pass,,12.757743,,,,,Philipp Max,8319.0,,,,,,1,Regular Play,Piotr Trochowski,26790.0,Center Attacking Midfield,4,Augsburg,172,"['0ba59a9f-3152-454b-9241-122b66facb38', 'f5310898-a7b9-4c86-807b-17c04a032232']",19,,,,,,,,,,,,,,,,Augsburg,172,00:00:19.232,Pass,True
,,,,,,,,,,,,,,,5.997954,,,,,,,,,,,,a1ceb77a-ee2c-4681-aeae-14cd2d4f918f,39,,"[81.2, 5.5]",3890446,0,,,,,1.1100899,,Left Foot,,,,"[115.0, 73.6]",,High Pass,,76.02664,,,,,Paul Verhaegh,8237.0,,True,,,,1,Regular Play,Philipp Max,8319.0,Left Back,4,Augsburg,172,['79ebb90f-df76-4482-99c6-9ce81cd3aec6'],21,,,,,,,,,,,,,,,,Augsburg,172,00:00:21.565,Pass,
,,,,,,,,,,,,,,,1.392531,,,,,,,,,,,,b96e6d7f-6b90-4381-9c7b-2c630aa040f1,42,,"[113.9, 74.9]",3890446,0,,,,,-2.8304317,,Right Foot,,,,"[94.0, 68.5]",,Ground Pass,,20.903828,,,,,Dominik Kohr,8207.0,,,,,,1,Regular Play,Paul Verhaegh,8237.0,Right Back,4,Augsburg,172,['3beb79bc-a3d8-466e-b0d9-fbff8c44c379'],29,,,,,,,,,,,,,,,,Augsburg,172,00:00:29.768,Pass,
,,,,,,,,,,,,,,,1.944337,,,,,,,,,,,,87de36a6-d281-4c2f-afda-4e7ed25882a8,49,,"[6.5, 14.9]",3890446,0,,,,,0.31509033,,Right Foot,,,,"[38.1, 25.2]",,High Pass,,33.236275,,,,,Robert Lewandowski,5668.0,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,4,Augsburg,172,['5d85c56a-0c07-43ad-a1dc-72a59d1709dd'],37,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:37.722,Pass,
,,,,,,,,,,,,,,,1.687225,,,,,,,,,,,,4fbc76af-64b6-4404-b6c7-885a290261ea,51,,"[38.1, 25.2]",3890446,0,,,,True,-1.7873466,,,,,,"[34.8, 10.2]",,Low Pass,,15.358711,,,Incomplete,,Thomas Müller,5562.0,,,,,,1,Regular Play,Robert Lewandowski,5668.0,Center Forward,4,Augsburg,172,"['38be335d-1b55-4010-8396-f6b3e20264a3', '4f1c2863-1fbc-48d1-9935-1471e43e572c', 'da94bf51-df47-4b57-a9f7-fd3cb3a720e3']",39,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:39.666,Pass,True
,,,,,,,,,,,,,,,1.712816,,,,,,,,,,,,ac5f151c-6562-4fbd-a380-d25a7ca2d1ae,56,,"[90.3, 66.3]",3890446,0,,,,,-1.2235241,,Right Foot,,,,"[100.0, 39.5]",,High Pass,,28.501404,,,,,Caiuby Francisco da Silva,8303.0,,,,,,1,Regular Play,Paul Verhaegh,8237.0,Right Back,4,Augsburg,172,['465b244a-818e-4e9a-9f4b-84c89fc794e0'],42,,,,,,,,,,,,,,,,Augsburg,172,00:00:42.448,Pass,
,,,,,,,,,,,,,,,1.354047,,,,,,,,,,,,ef633182-da41-4301-8f53-02b04e081f60,59,,"[15.6, 45.6]",3890446,0,,,,,-2.9340963,,Right Foot,,,,"[4.2, 43.2]",,Ground Pass,,11.649893,,,,,Manuel Neuer,5570.0,,,,,Recovery,1,Regular Play,Philipp Lahm,19295.0,Right Back,4,Augsburg,172,['b906d348-112e-4437-8d41-0c2b9b5446ff'],45,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:45.730,Pass,
,,,,,,,,,,,,,,,3.627165,,,,,,,,,,,,6569431e-9d75-4830-b006-75d5ee75b117,61,,"[2.9, 43.1]",3890446,0,,,,,0.028294334,,Right Foot,,,,"[66.5, 44.9]",,High Pass,,63.625465,,,Incomplete,,Thomas Müller,5562.0,,,,,,1,Regular Play,Manuel Neuer,5570.0,Goalkeeper,4,Augsburg,172,"['2192f2ec-b8b5-4e65-8d3f-3e15c98ffc7f', '84225c33-2f85-4b37-8b6e-70df08402937']",47,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:47.084,Pass,
,,,,,,,,,,,,,,,1.663212,,,,,,,,,,,,9705915f-8ef4-4fc9-ad41-89c85ad3a1d0,66,,"[75.4, 19.4]",3890446,0,,,,,-1.2825061,,Left Foot,,,,"[79.7, 4.9]",,Ground Pass,,15.124153,,,,,Piotr Trochowski,26790.0,,,,,,1,Regular Play,Ragnar Klavan,4174.0,Left Center Back,4,Augsburg,172,['7e10dbcf-3df8-4e92-a498-8f4ca0b67a4b'],56,,,,,,,,,,,,,,,,Augsburg,172,00:00:56.634,Pass,
,,,,,,,,,,,,,,,2.938794,,,,,,,,,,,,73cc8594-3802-413f-9260-717eb2f822d5,69,,"[81.7, 3.1]",3890446,1,,,,,3.099792,,Right Foot,,,,"[55.4, 4.2]",,Ground Pass,,26.322994,,,,,Philipp Max,8319.0,,,,,,1,Regular Play,Piotr Trochowski,26790.0,Center Attacking Midfield,4,Augsburg,172,['64b13e34-3ebc-47fa-b222-0e4978b45739'],0,,,,,,,,,,,,,,,,Augsburg,172,00:01:00.854,Pass,
,,,,,,,,,,,,,,,4.261268,,,,,,,,,,,,cda00ad2-2755-4e39-88bc-8d15329a3446,72,,"[53.2, 1.6]",3890446,1,,,,,2.6376739,,Right Foot,,,,"[10.4, 25.2]",,Ground Pass,,48.87535,,,,,Marwin Hitz,8314.0,,,,,,1,Regular Play,Philipp Max,8319.0,Left Back,4,Augsburg,172,['6ec206e4-d21f-496a-ad96-ddac62edf074'],3,,,,,,,,,,,,,,,,Augsburg,172,00:01:03.833,Pass,
,,,,,,,,,,,,,,,1.937767,,,,,,,,,,,,1f4c9575-d235-464c-bafa-0c7084da67bd,75,,"[10.7, 29.9]",3890446,1,,,,,1.100276,,Right Foot,,,,"[22.5, 53.1]",,Ground Pass,,26.028446,,,,,Jeong-Ho Hong,40543.0,,,,,,1,Regular Play,Marwin Hitz,8314.0,Goalkeeper,4,Augsburg,172,['996c93d8-39f9-4537-86bc-b38c91453cdb'],8,,,,,,,,,,,,,,,,Augsburg,172,00:01:08.134,Pass,
,,,,,,,,,,,,,,,1.919837,,,,,,,,,,,,ae2a0c9f-34ee-4296-9ad8-26a3cb56a6ad,79,,"[20.0, 54.7]",3890446,1,,,,,-2.4237075,,Right Foot,,,,"[5.0, 41.6]",,Ground Pass,,19.91507,,,,,Marwin Hitz,8314.0,,,,,,1,Regular Play,Jeong-Ho Hong,40543.0,Right Center Back,4,Augsburg,172,"['302f6045-15aa-483b-81bd-f903e0e9914c', 'a928f1f4-54b3-4650-8448-66391a44759f']",11,,,,,,,,,,,,,,,,Augsburg,172,00:01:11.299,Pass,True
,,,,,,,,,,,,,,,3.479469,,,,,,,,,,,,8460c688-5f2d-4af3-afbb-a97675b955d2,81,,"[5.4, 45.6]",3890446,1,,,,,-0.19086342,,Right Foot,,,,"[73.2, 32.5]",,High Pass,,69.05396,,,Incomplete,,Raúl Marcelo Bobadilla,8807.0,,,,,,1,Regular Play,Marwin Hitz,8314.0,Goalkeeper,4,Augsburg,172,"['0a21e457-c5ef-496c-96ce-176e9f3619a0', '83ff62d1-e379-4784-ab1b-ca6c09429450']",13,,,,,,,,,,,,,,,,Augsburg,172,00:01:13.219,Pass,
,,,,,,,,,,,,,,,2.174394,,,,,,,,,,,,83ff62d1-e379-4784-ab1b-ca6c09429450,84,,"[46.9, 47.6]",3890446,1,,,,True,-1.3149878,,,,,,"[50.3, 34.6]",,High Pass,,13.437262,,,Incomplete,,Thomas Müller,5562.0,,,,,Recovery,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Center Defensive Midfield,4,Augsburg,172,"['7b21f6e7-b8c5-4db3-b589-eff0b157ea26', '8460c688-5f2d-4af3-afbb-a97675b955d2', '86881e38-67be-4874-9959-a344cb7a9356', '87ec6536-2a16-4a41-b5b0-4c66f645afef']",16,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:16.699,Pass,True
,,,,,,,,,,,,,,,0.496316,,,,,,,,,,,,7b21f6e7-b8c5-4db3-b589-eff0b157ea26,87,,"[69.8, 45.5]",3890446,1,,,,,1.6528038,,Right Foot,,,,"[69.2, 52.8]",,Ground Pass,,7.324616,,,,,Ja-Cheol Koo,5627.0,,,,,Recovery,1,Regular Play,Piotr Trochowski,26790.0,Center Attacking Midfield,4,Augsburg,172,"['83ff62d1-e379-4784-ab1b-ca6c09429450', 'ed3bb6c5-bb67-4640-b258-c89d7ec29a6b']",18,,,,,,,,,,,,,,,,Augsburg,172,00:01:18.873,Pass,
,,,,,,,,,,,,,,,1.377725,,,,,,,,,,,,dcc8e53e-d546-40b7-af65-74be9dfc805b,90,,"[69.5, 52.0]",3890446,1,,,,,-2.176341,,Right Foot,,,,"[61.4, 40.3]",,Low Pass,,14.230249,,,,,Jeffrey Gouweleeuw,8318.0,,,,,,1,Regular Play,Ja-Cheol Koo,5627.0,Right Wing,4,Augsburg,172,"['9bf00b79-6dae-4780-a18a-0f0d8e6c7448', 'b35c2330-c547-4dde-aa5e-3e0faf0b2ee2']",19,,,,,,,,,,,,,,,,Augsburg,172,00:01:19.369,Pass,True
,,,,,,,,,,,,,,,1.765638,,,,,,,,,,,,27b690e9-b215-4970-abdb-5806eb71361e,93,,"[62.9, 44.1]",3890446,1,,,,,1.3312608,,Right Foot,,,,"[70.3, 74.4]",,Ground Pass,,31.190544,,,,,Paul Verhaegh,8237.0,,,,,,1,Regular Play,Jeffrey Gouweleeuw,8318.0,Left Defensive Midfield,4,Augsburg,172,['46e565ed-4de4-4568-a20a-c0616778132d'],21,,,,,,,,,,,,,,,,Augsburg,172,00:01:21.952,Pass,
,,,,,,,,,,,,,,,2.295447,,,,,,,,,,,,aa2a2f00-c26f-41b4-97f2-53b79273a751,96,,"[83.9, 75.3]",3890446,1,,,,,-0.17219082,,Right Foot,,,,"[100.0, 72.5]",,Ground Pass,,16.341665,,,,,Piotr Trochowski,26790.0,,,,,,1,Regular Play,Paul Verhaegh,8237.0,Right Back,4,Augsburg,172,['2386219d-59ec-4ed2-997c-e7daf0a946f2'],25,,,,,,,,,,,,,,,,Augsburg,172,00:01:25.207,Pass,
,,,,,,,,,,,,,,,1.934091,,,,,,,,,,,,79a2250f-87c9-4e12-8462-95f499878797,99,,"[98.6, 75.6]",3890446,1,,,,,0.035699114,,Right Foot,,,,"[112.6, 76.1]",,Ground Pass,,14.008925,,,,,Paul Verhaegh,8237.0,,,,,,1,Regular Play,Piotr Trochowski,26790.0,Center Attacking Midfield,4,Augsburg,172,['8b7d2041-bb0f-480f-adb0-b7342e0c6ac6'],32,,,,,,,,,,,,,,,,Augsburg,172,00:01:32.959,Pass,
,,,,,,,,,,,,,,,1.179896,,,,,,,,,,,,f44ba7e7-3ef9-4e98-9848-88d1b4b6e728,102,,"[108.7, 73.8]",3890446,1,,,,,-1.5007358,,Left Foot,True,,,"[110.7, 45.3]",,High Pass,,28.57009,,,Incomplete,,Raúl Marcelo Bobadilla,8807.0,,,,,,1,Regular Play,Paul Verhaegh,8237.0,Right Back,4,Augsburg,172,"['147f9914-2746-403a-8958-9c963689f041', '481d2029-27d6-4b8d-a395-63688f2ef94d']",37,,,,,,,,,,,,,,,,Augsburg,172,00:01:37.806,Pass,
,,,,,,,,,,,,,,,2.022275,,,,,,,,,,,,eae489ea-fd29-4631-ad7b-0b0ce7244d6f,106,,"[8.9, 25.6]",3890446,1,,,,,0.01699553,,Left Foot,,,,"[44.2, 26.2]",,High Pass,,35.3051,,,Incomplete,,Robert Lewandowski,5668.0,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Center Defensive Midfield,4,Augsburg,172,"['096596c3-7123-4c42-85f2-9d6c539143a4', '3b4f34d6-9293-4593-8f15-2fca46f382c7']",41,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:41.354,Pass,
,,,,,,,,,,,,,,,2.197665,,,,,,,,,,,,a994d375-72b9-4be7-b061-c96d6678c538,109,,"[81.2, 59.4]",3890446,1,,,,,0.06484403,,Head,,,,"[88.9, 59.9]",,High Pass,,7.7162166,,,Incomplete,,Piotr Trochowski,26790.0,,,,,,1,Regular Play,Ragnar Klavan,4174.0,Left Center Back,4,Augsburg,172,"['32c193f7-cdec-4fcb-8b27-0f1a2a7a8347', 'df4e7217-642d-4a63-87dd-f8b7f379a235']",45,,,,,,,,,,,,,,,,Augsburg,172,00:01:45.167,Pass,
,,,,,,,,,,,,,,,1.209109,,,,,,,,,,,,32c193f7-cdec-4fcb-8b27-0f1a2a7a8347,112,,"[31.2, 20.2]",3890446,1,,,,True,0.6055447,,,,,,"[35.1, 22.9]",,Low Pass,,4.7434163,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,Recovery,1,Regular Play,Juan Bernat Velasco,15651.0,Left Back,5,Bayern Munich,169,"['3be4840b-701d-4639-b60b-570f2cb49577', '834e3152-adf7-4658-904b-b551864426f3', 'a994d375-72b9-4be7-b061-c96d6678c538']",47,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:47.364,Pass,True
,,,,,,,,,,,,,,,2.928414,,,,,,,,,,,,6558b2ce-715d-498b-8653-bab14c930631,114,,"[35.1, 22.1]",3890446,1,,,,,2.9814842,,Right Foot,,,,"[2.9, 27.3]",,Low Pass,,32.617172,,,,,Manuel Neuer,5570.0,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,5,Bayern Munich,169,['fabac5ce-335f-4b65-be14-99b761fec2c5'],48,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:48.573,Pass,
,,,,,,,,,,,,,,,3.591526,,,,,,,,,,,,cdf1c780-e8b8-44c3-ac7e-a024abe1e17c,118,,"[2.9, 36.0]",3890446,1,,,,,0.36042175,,Right Foot,,,,"[62.6, 58.5]",,High Pass,,63.799217,,,,,Arjen Robben,8218.0,,,,,,1,Regular Play,Manuel Neuer,5570.0,Goalkeeper,5,Bayern Munich,169,['e7c93bce-fc85-4617-a534-cd55918e15f5'],54,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:54.609,Pass,
,,,,,,,,,,,,,,,2.377952,,,,,,,,,,,,4a0a5ab7-60ef-43f4-bc8f-ea9b4d5d2f2f,120,,"[62.6, 58.5]",3890446,1,,,,True,0.07393904,,,,,,"[84.2, 60.1]",,Low Pass,,21.659178,,,Incomplete,,Thomas Müller,5562.0,,,,,,1,Regular Play,Arjen Robben,8218.0,Right Midfield,5,Bayern Munich,169,"['15d0f84b-04cb-4814-b452-1f0022187ce8', '2049df4b-35ed-4f59-94f3-2dbe39acdce3', '8356973c-f2d8-4387-86c2-5662c9ae3785']",58,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:58.201,Pass,True
