50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.122121,,,,,,,,,,,,,538c0c96-34ee-4dda-9337-cf53dc6f3cfd,24,,"[79.9, 61.7]",3890337,0,,,,-0.30919892,,Left Foot,,,"[87.1, 59.4]",Ground Pass,,7.558439,,,Javier Hernández Balcázar,3058.0,,,,,,,1,From Kick Off,Ömer Toprak,8573.0,Right Defensive Midfield,2,Bayer Leverkusen,904,"['8ae18213-e490-41d7-b88d-d2ffa09bd050', 'eda996db-5ad5-470a-89c8-1543eae6ba03']",12,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:12.887,Pass,True
,,,,,,,,,,,,,,,,,,,1.522392,,,,,,,,,,,,,bb0801f2-368a-40bd-85e3-784719b9cdf4,32,,"[17.8, 47.4]",3890337,0,,,,0.6796489,,Right Foot,,,"[27.7, 55.4]",Ground Pass,,12.728315,,,Jonathan Tah,8221.0,,,,,,Recovery,1,From Kick Off,Bernd Leno,15581.0,Goalkeeper,2,Bayer Leverkusen,904,['50e5839a-1298-482d-b8f9-0bb3ed02f33b'],22,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:22.229,Pass,
,,,,,,,,,,,,,,,,,,,1.417553,,,,,,,,,,,,,425c5356-7dcc-4119-bf74-2009013bef39,35,,"[28.2, 56.2]",3890337,0,,,,-1.5095013,,Right Foot,,,"[29.9, 28.5]",Ground Pass,,27.752117,,,Kyriakos Papadopoulos,8313.0,,,,,,,1,From Kick Off,Jonathan Tah,8221.0,Right Center Back,2,Bayer Leverkusen,904,['f87d4e92-cd2c-403f-a178-d413bc8892b3'],24,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:24.702,Pass,
,,,,,,,,,,,,,,,,,,,1.853278,,,,,,,,,,,,,8a5a09dd-263b-499a-b76b-d76bd98b73d7,38,,"[33.2, 29.2]",3890337,0,,,,-0.6649084,,Right Foot,,,"[45.7, 19.4]",Ground Pass,,15.883639,,,Christoph Kramer,8805.0,,,,,,,1,From Kick Off,Kyriakos Papadopoulos,8313.0,Left Center Back,2,Bayer Leverkusen,904,['38834a48-9511-4726-a7d0-2bbac778e7b1'],27,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:27.775,Pass,
,,,,,,,,,,,,,,,,,,,1.213204,,,,,,,,,,,,,62b54d13-6c23-4138-aa4b-085927200c8e,41,,"[51.2, 19.0]",3890337,0,,,,2.0786328,,Right Foot,,,"[44.8, 30.5]",Ground Pass,,13.160927,,,Kyriakos Papadopoulos,8313.0,,,,,,,1,From Kick Off,Christoph Kramer,8805.0,Left Defensive Midfield,2,Bayer Leverkusen,904,['767d24f3-a7b9-4bad-982c-16cf09b33cf9'],32,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:32.704,Pass,
,,,,,,,,,,,,,,,,,,,2.017933,,,,,,,,,,,,,183c6e93-1345-4fc7-b547-dc55feac19b8,44,,"[44.8, 30.5]",3890337,0,,,,1.5542961,,Right Foot,,,"[45.3, 60.8]",Ground Pass,,30.304125,,,Jonathan Tah,8221.0,,,,,,,1,From Kick Off,Kyriakos Papadopoulos,8313.0,Left Center Back,2,Bayer Leverkusen,904,['5b9e8a78-0915-483b-b4dc-bfec8de56dc8'],34,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:34.617,Pass,
,,,,,,,,,,,,,,,,,,,1.612677,,,,,,,,,,,,,814783a3-febd-4735-9566-cbb697292a5e,47,,"[45.3, 60.8]",3890337,0,,,,-1.6411645,,Right Foot,,,"[43.7, 38.1]",Ground Pass,,22.756317,,,Kyriakos Papadopoulos,8313.0,,,,,,,1,From Kick Off,Jonathan Tah,8221.0,Right Center Back,2,Bayer Leverkusen,904,['826a2dc4-5255-442d-ace8-fd681ac97456'],37,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:37.860,Pass,
,,,,,,,,,,,,,,,,,,,1.557483,,,,,,,,,,,,,d8165b91-749a-4740-9f7b-a710102420bf,50,,"[43.7, 38.1]",3890337,0,,,,-1.4796213,,Right Foot,,,"[45.3, 20.6]",Ground Pass,,17.57299,,,Christoph Kramer,8805.0,,,,,,,1,From Kick Off,Kyriakos Papadopoulos,8313.0,Left Center Back,2,Bayer Leverkusen,904,['dba80781-c408-4b94-a6c6-8a59d391d74b'],40,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:40.930,Pass,
,,,,,,,,,,,,,,,,,,,1.721545,,,,,,,,,,,,,d63aa826-94a0-4e3d-9778-188982449a0f,53,,"[50.9, 18.0]",3890337,0,,,,-0.5966066,,Right Foot,,,"[74.9, 1.7]",Ground Pass,,29.011894,,,Sebastian Boenisch,20415.0,,,,,,,1,From Kick Off,Christoph Kramer,8805.0,Left Defensive Midfield,2,Bayer Leverkusen,904,['cb3fb6a5-a363-43d4-8152-59b333b572f0'],43,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:43.821,Pass,
,,,,,,,,,,,,,,,,,,,3.246944,,,,,,,,,,,,,022dcf7c-655b-4a1f-a981-fb6e9317ac1b,57,,"[75.1, 1.9]",3890337,0,,,,-0.03558368,,Left Foot,,,"[106.0, 0.8]",Ground Pass,,30.919573,,,Julian Brandt,5555.0,,,,,,,1,From Kick Off,Sebastian Boenisch,20415.0,Left Back,2,Bayer Leverkusen,904,"['023d8f9d-2d2e-4960-adab-fbd19a1b89b7', '985581fd-46a9-47ad-aad9-781d23e7b663']",45,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:45.584,Pass,True
,,,,,,,,,,,,,,,,,,,4.340323,,,,,,,,,,,,,8ba0750f-ea5f-4081-a10f-40fcf61e1df5,62,,"[15.9, 80.0]",3890337,1,,,,-0.060611684,,,,,"[53.8, 77.7]",High Pass,,37.969727,,,Aaron Hunt,8308.0,,,,,,Throw-in,1,From Throw In,Dennis Diekmeier,8316.0,Right Back,3,Hamburger SV,171,['eb9c80c0-f3ec-46e2-9937-416654e57e6b'],15,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:15.599,Pass,
,,,,,,,,,,,,,,,,,,,1.630466,,,,,,,,,,,,,7cbecbcd-474a-43bf-bebe-161d0399337f,65,,"[54.1, 77.5]",3890337,1,,,,-0.11272761,,Left Foot,,,"[70.0, 75.7]",High Pass,,16.001562,,,Nicolai Müller,8302.0,,,,,,,1,From Throw In,Aaron Hunt,8308.0,Center Attacking Midfield,3,Hamburger SV,171,"['2259cf9a-7f17-4878-b95e-dce4393b41c8', 'd58ecc51-250b-49ad-a866-ff44ca6a566e']",19,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:19.940,Pass,True
,,,,,,,,,,,,,,,,,,,1.590341,,,,,,,,,,,,,df3360ec-4ee7-4a5a-9b82-78fa3927cb16,69,,"[41.2, 0.1]",3890337,1,,,,2.6417491,,,,,"[27.1, 7.8]",Low Pass,,16.06549,,,Kyriakos Papadopoulos,8313.0,,,,,,Throw-in,1,From Throw In,Sebastian Boenisch,20415.0,Left Back,4,Bayer Leverkusen,904,['78dc5659-57f6-4362-b953-6dd9ad688a1f'],35,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:35.326,Pass,
,,,,,,,,,,,,,,,,,,,1.922087,,,,,,,,,,,,,88c090e4-e72a-4f73-b8bb-e870537ba049,72,,"[30.8, 9.4]",3890337,1,,,,1.51401,,Right Foot,,,"[33.0, 48.1]",Ground Pass,,38.76248,,,Jonathan Tah,8221.0,,,,,,,1,From Throw In,Kyriakos Papadopoulos,8313.0,Left Center Back,4,Bayer Leverkusen,904,['afe234f4-d43b-4cd8-afa1-d5cddaa01a8f'],39,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:39.628,Pass,
,,,,,,,,,,,,,,,,,,,1.912304,,,,,,,,,,,,,389196b4-5ff5-419d-be14-aaf35b8737f2,75,,"[38.5, 52.4]",3890337,1,,,,0.94812554,,Right Foot,,,"[55.3, 75.8]",Ground Pass,,28.80625,,,Giulio Donati,8549.0,,,,,,,1,From Throw In,Jonathan Tah,8221.0,Right Center Back,4,Bayer Leverkusen,904,['f0412a0d-9e7e-47d4-8b38-da0b3610d3ce'],43,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:43.035,Pass,
,,,,,,,,,,,,,,,,,,,0.971861,,,,,,,,,,,,,0da484e2-9ed6-49b2-ab1e-66af0af30ad6,78,,"[55.3, 75.8]",3890337,1,,,,-0.1269728,,Right Foot,,,"[69.4, 74.0]",Ground Pass,,14.214429,,,Karim Bellarabi,8213.0,,,,,,,1,From Throw In,Giulio Donati,8549.0,Right Back,4,Bayer Leverkusen,904,['78498459-bcf0-4353-b4ec-cfce913a028d'],45,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:45.518,Pass,
,,,,,,,,,,,,,,,,,,,1.122301,,,,,,,,,,,,,9326edfc-d6cc-4fa0-bbd8-e603efb6a735,82,,"[69.2, 74.0]",3890337,1,,,,-1.2409596,,Right Foot,,,"[73.0, 62.9]",Ground Pass,,11.732433,,,Stefan Kießling,11394.0,,,,,,,1,From Throw In,Karim Bellarabi,8213.0,Right Midfield,4,Bayer Leverkusen,904,['f6f61bf7-54e3-47de-b024-feb5ed2eda51'],46,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:46.551,Pass,
,,,,,,,,,,,,,,,,,,,0.349458,,,,,,,,,,,,,d35bfeae-dce2-47f3-853e-fe30ec3871b2,86,,"[71.2, 62.9]",3890337,1,,,,-2.9955804,,Right Foot,,,"[67.8, 62.4]",Ground Pass,,3.436568,,,Giulio Donati,8549.0,,,,,,,1,From Throw In,Stefan Kießling,11394.0,Left Center Forward,4,Bayer Leverkusen,904,['01279f86-a4a6-4b6e-a7b7-3abbfad52f51'],48,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:48.199,Pass,
,,,,,,,,,,,,,,,,,,,0.223427,,,,,,,,,,,,,f441a821-21a4-44a9-b462-9aa49fb5d809,89,,"[67.6, 62.9]",3890337,1,,,,0.0,,Right Foot,,,"[71.4, 62.9]",Ground Pass,,3.8,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,,,1,From Throw In,Giulio Donati,8549.0,Right Back,4,Bayer Leverkusen,904,"['b579b826-5ce9-4744-a163-c7b7a39128a7', 'dfb25a88-6f05-483b-8616-46d8fabd631c']",48,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:48.548,Pass,
,,,,,,,,,,,,,,,,,,,0.726352,,,,,,,,,,,,,96b4c9fc-7c72-48c9-9285-61ede3cf3a7d,93,,"[46.1, 22.2]",3890337,1,,,,-1.929567,,Right Foot,,,"[44.6, 18.2]",Ground Pass,,4.2720017,,,Albin Ekdal,5624.0,,,,,,Recovery,1,Regular Play,Emir Spahić,26791.0,Left Center Back,5,Hamburger SV,171,"['03190b81-4e2b-4dda-aaf0-bc4da038822c', '87e50765-4050-43b7-8cb3-ea9600bfce94']",49,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:49.881,Pass,True
,,,,,,,,,,,,,,,,,,,0.990586,,,,,,,,,,,,,851c2909-c298-4216-80d5-57825740c908,96,,"[44.6, 18.0]",3890337,1,,,,-0.8822372,,Right Foot,,,"[52.5, 8.4]",Ground Pass,,12.432618,,,Ivo Iličević,24740.0,,,,,,,1,Regular Play,Albin Ekdal,5624.0,Right Defensive Midfield,5,Hamburger SV,171,['907e2c27-64fd-492b-b5cc-da4a7e723143'],51,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:51.095,Pass,
,,,,,,,,,,,,,,,,,,,0.110605,,,,,,,,,,,,,a576d807-22e2-45ff-aa73-65b19da3f2fc,107,,"[57.8, 6.4]",3890337,1,,,,-1.0303768,,Left Foot,,,"[58.4, 5.4]",Ground Pass,,1.1661904,Incomplete,,Albin Ekdal,5624.0,,,,,,Recovery,1,Regular Play,Lewis Harry Holtby,8891.0,Left Defensive Midfield,5,Hamburger SV,171,"['69627062-43b6-44da-843d-040cf690c2e5', 'b86931e2-6ce4-4e8c-bf50-74ffc37d6ed2']",56,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:56.367,Pass,
,,,,,,,,,,,,,,,,,,,1.24107,,,,,,,,,,,,,ec3e841b-de79-415c-91a0-0e338a29c52b,112,,"[63.9, 80.0]",3890337,2,,,,-0.6170464,,,,,"[78.7, 69.5]",High Pass,,18.146349,,,Stefan Kießling,11394.0,,,,,,Throw-in,1,From Throw In,Giulio Donati,8549.0,Right Back,6,Bayer Leverkusen,904,['8948f030-6230-4250-b952-8117f4a2d136'],8,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:08.473,Pass,
,,,,,,,,,,,,,,,,,,,1.977966,,,,,,,,,,,,,644b5130-018d-456c-a5b4-b56f40476448,115,,"[78.7, 69.5]",3890337,2,,,True,-1.5707964,,,,,"[78.7, 50.8]",High Pass,,18.7,Incomplete,,Ömer Toprak,8573.0,,,,,,,1,From Throw In,Stefan Kießling,11394.0,Left Center Forward,6,Bayer Leverkusen,904,"['2a5ed54e-5392-4ef6-8f1b-c71c97ae766e', '5022507f-9e2b-4e5b-a173-6b35f2730a70', '9f655eeb-2c70-4515-b7d4-bfcdeb2564b3']",9,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:09.827,Pass,True
,,,,,,,,,,,,,,,,,,,1.277049,,,,,,,,,,,,,5022507f-9e2b-4e5b-a173-6b35f2730a70,117,,"[41.4, 29.3]",3890337,2,,,,-2.7358513,,Right Foot,,,"[27.2, 23.2]",Low Pass,,15.454773,,,Johan Danon Djourou-Gbadjere,6359.0,,,,,,Recovery,1,Regular Play,Nicolai Müller,8302.0,Right Wing,7,Hamburger SV,171,"['644b5130-018d-456c-a5b4-b56f40476448', '9af70b27-b939-42aa-84bc-2200430c0c09']",11,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:11.805,Pass,
,,,,,,,,,,,,,,,,,,,3.143989,,,,,,,,,,,,,bc71ce35-2928-4a54-b8d3-fdefa1dc827f,120,,"[24.8, 23.2]",3890337,2,,,,1.930572,,Right Foot,,,"[12.5, 55.9]",Ground Pass,,34.936802,,,René Adler,8560.0,,,,,,,1,Regular Play,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,7,Hamburger SV,171,['7a352ede-ce1b-4595-a0a4-f5d59e318288'],14,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:14.782,Pass,
,,,,,,,,,,,,,,,,,,,3.508801,,,,,,,,,,,,,3f9dbb23-5aaa-4323-ace0-02c441785cd9,122,,"[12.5, 55.9]",3890337,2,,,,0.19265947,,Right Foot,,,"[69.4, 67.0]",High Pass,,57.97258,Incomplete,,Nicolai Müller,8302.0,,,,,,,1,Regular Play,René Adler,8560.0,Goalkeeper,7,Hamburger SV,171,"['01eaad98-9734-4f8f-a8cf-a31fd5553d82', 'e7ca8f59-2b7e-4dd5-ad1a-ab346497b948']",17,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:17.926,Pass,
,,,,,,,,,,,,,,,,,,,1.520245,,,,,,,,,,,,,e7ca8f59-2b7e-4dd5-ad1a-ab346497b948,124,,"[50.7, 13.1]",3890337,2,,,,0.69030124,,Head,,,"[68.5, 27.8]",High Pass,,23.085278,,,Stefan Kießling,11394.0,,,,,,Recovery,1,Regular Play,Sebastian Boenisch,20415.0,Left Back,8,Bayer Leverkusen,904,"['3f9dbb23-5aaa-4323-ace0-02c441785cd9', 'b50df131-f525-426d-a574-626c3def942a']",21,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:21.435,Pass,
,,,,,,,,,,,,,,,,,,,1.158041,,,,,,,,,,,,,97c0ac80-1f19-4f4e-bb79-73a0099d1c66,128,,"[62.8, 26.0]",3890337,2,,,,-2.967216,,Right Foot,,,"[43.5, 22.6]",Ground Pass,,19.597193,,,Kyriakos Papadopoulos,8313.0,,,,,,,1,Regular Play,Stefan Kießling,11394.0,Left Center Forward,8,Bayer Leverkusen,904,['ee9705a7-d771-4fc6-b4ab-2f5ed130a45a'],23,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:23.892,Pass,
,,,,,,,,,,,,,,,,,,,1.736401,,,,,,,,,,,,,da0ea1c5-58d0-4d63-8b14-90c847c06712,131,,"[43.5, 22.6]",3890337,2,,,,1.528936,,Right Foot,,,"[45.1, 60.8]",Ground Pass,,38.233494,,,Jonathan Tah,8221.0,,,,,,,1,Regular Play,Kyriakos Papadopoulos,8313.0,Left Center Back,8,Bayer Leverkusen,904,['c81db0ee-0715-41b6-ac11-1f02b90488b4'],25,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:25.899,Pass,
,,,,,,,,,,,,,,,,,,,1.662799,,,,,,,,,,,,,5bc8963c-57c8-49da-83cd-077655414193,134,,"[47.6, 68.3]",3890337,2,,,,-1.629841,,Right Foot,,,"[46.4, 48.0]",Ground Pass,,20.335438,,,Ömer Toprak,8573.0,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Right Center Back,8,Bayer Leverkusen,904,['4f3b10d3-739b-4738-a18e-7b26a9cf2076'],31,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:31.050,Pass,
,,,,,,,,,,,,,,,,,,,1.841833,,,,,,,,,,,,,8cf25253-24c3-4fac-81df-fa32a8d045e5,137,,"[46.4, 48.0]",3890337,2,,,,-1.3829243,,Right Foot,,,"[51.4, 21.7]",Ground Pass,,26.771067,,,Kyriakos Papadopoulos,8313.0,,,,,,,1,Regular Play,Ömer Toprak,8573.0,Right Defensive Midfield,8,Bayer Leverkusen,904,['7f4a490e-7ccf-4939-88a8-ebe6d421f026'],34,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:34.265,Pass,
