50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.313112,,,,,,,,,,,c819372b-4e0f-4faf-b3be-cf16dc5d05c8,24,,"[45.1, 19.5]",3890259,0,,,,,0.23154376,,Left Foot,,,,"[57.4, 22.4]",,Ground Pass,,12.637246,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,Regular Play,Douglas Costa de Souza,5837.0,Left Midfield,3,Bayern Munich,169,"['284697c2-cfd3-4728-82d8-766e1802f883', 'c16a4894-fb31-4e50-8ebf-0cdb90ab9d6a']",12,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:12.694,Pass,True
,,,,,,,,,,,,,,,,,1.496197,,,,,,,,,,,16cd6ae4-79f3-4302-9088-011746bc852a,27,,"[62.2, 25.2]",3890259,0,,,,,-0.8449304,,Right Foot,,,,"[76.4, 9.2]",,Ground Pass,,21.392523,,,,Robert Lewandowski,5668.0,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,3,Bayern Munich,169,['6824ee6b-5a00-4e58-866d-11e95a00cecc'],14,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:14.817,Pass,
,,,,,,,,,,,,,,,,,0.722434,,,,,,,,,,,e219987f-f87e-40d0-b6e0-63b107367c1c,33,,"[80.2, 0.1]",3890259,0,,,,,1.3182421,,,,,,"[83.4, 12.5]",,Low Pass,,12.806249,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Throw-in,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,4,Bayern Munich,169,['dc71b754-4816-48e2-bed3-f18f70ee5cde'],24,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:24.219,Pass,
,,,,,,,,,,,,,,,,,0.581513,,,,,,,,,,,58a722bb-6657-4867-b6ee-ad2c7d467748,36,,"[81.6, 12.2]",3890259,0,,,,,-1.5120405,,Right Foot,,,,"[82.0, 5.4]",,Ground Pass,,6.8117547,,,,David Olatukunbo Alaba,8220.0,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,4,Bayern Munich,169,['f2a0e565-318e-4859-b418-5bdd61d37b42'],25,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:25.274,Pass,
,,,,,,,,,,,,,,,,,1.559312,,,,,,,,,,,3c3f584c-16fa-4c82-95fe-492b9c8ef614,40,,"[80.4, 5.1]",3890259,0,,,,,3.056691,,Left Foot,,,,"[52.2, 7.5]",,Ground Pass,,28.301943,,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,4,Bayern Munich,169,"['0bf0dc5b-2b5c-4e35-a58c-d245f7104121', '7a4cdc92-7682-4baf-bfa0-f014a849ef09']",27,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:27.382,Pass,True
,,,,,,,,,,,,,,,,,1.705602,,,,,,,,,,,28046c1d-2982-404f-a77e-be70670aae53,43,,"[45.9, 22.4]",3890259,0,,,,,1.3911965,,Right Foot,,,,"[52.2, 57.1]",,Ground Pass,,35.267265,,,,Jérôme Boateng,5578.0,,,,,,1,From Throw In,Medhi Amine El Mouttaqi Benatia,5244.0,Left Center Back,4,Bayern Munich,169,['2c6df61b-7d5c-46a9-8f25-69f3e4c6b30a'],32,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:32.190,Pass,
,,,,,,,,,,,,,,,,,1.564902,,,,,,,,,,,77b6476c-18f3-4726-881f-e5a24f388544,46,,"[67.4, 59.1]",3890259,0,,,,,1.5886515,,Left Foot,,,,"[67.1, 75.9]",,Ground Pass,,16.80268,,,,Philipp Lahm,19295.0,,,,,,1,From Throw In,Jérôme Boateng,5578.0,Right Center Back,4,Bayern Munich,169,['f1548eaa-902f-4ed1-8fd7-6bd17900a139'],37,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:37.124,Pass,
,,,,,,,,,,,,,,,,,1.816493,,,,,,,,,,,3e62b455-e691-4f4e-8881-f0ca63b1c987,50,,"[66.9, 72.6]",3890259,0,,,,,-1.9219182,,Left Foot,,,,"[56.9, 45.3]",,Ground Pass,,29.073872,,,,Xabier Alonso Olano,20133.0,,,,,,1,From Throw In,Philipp Lahm,19295.0,Right Back,4,Bayern Munich,169,"['90fe1bd0-4763-42c3-8fce-8732f1c8ff93', '95390937-b535-41ae-ad5c-7e8cf4906301']",39,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:39.483,Pass,True
,,,,,,,,,,,,,,,,,0.91388,,,,,,,,,,,48913024-c7a1-4939-9e21-a41a58bc3b54,53,,"[60.7, 40.1]",3890259,0,,,,,-1.0874883,,Right Foot,,,,"[68.1, 26.0]",,Ground Pass,,15.923882,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Throw In,Xabier Alonso Olano,20133.0,Center Defensive Midfield,4,Bayern Munich,169,['77a80681-515f-4374-82a7-daede6a88390'],42,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:42.696,Pass,
,,,,,,,,,,,,,,,,,1.375803,,,,,,,,,,,6e7e4688-18b2-4da8-bf96-cd15eb5796e4,57,,"[68.3, 27.9]",3890259,0,,,,,3.0344772,,Right Foot,,,,"[49.7, 29.9]",,Ground Pass,,18.707218,,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,4,Bayern Munich,169,"['25036735-7db3-436a-9460-e6156a3dfbc4', '762853f8-dcc2-4f65-a041-f7014c9cc20b']",44,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:44.506,Pass,True
,,,,,,,,,,,,,,,,,1.269679,,,,,,,,,,,6f3d9747-9048-4a85-8c11-05bc269bb9a0,60,,"[50.3, 31.9]",3890259,0,,,,,1.2695208,,Right Foot,,,,"[55.8, 49.6]",,Ground Pass,,18.534832,,,,Jérôme Boateng,5578.0,,,,,,1,From Throw In,Medhi Amine El Mouttaqi Benatia,5244.0,Left Center Back,4,Bayern Munich,169,['eb3f16fb-5940-4135-b4c2-3365fc6312a0'],47,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:47.056,Pass,
,,,,,,,,,,,,,,,,,1.170473,,,,,,,,,,,b0b97787-cdea-431c-96b5-845a60d9e571,63,,"[67.8, 53.6]",3890259,0,,,,,-0.4278687,,Right Foot,,,,"[86.0, 45.3]",,Ground Pass,,20.00325,,,,Robert Lewandowski,5668.0,,,,,,1,From Throw In,Jérôme Boateng,5578.0,Right Center Back,4,Bayern Munich,169,['23cd489c-e07c-4bb3-89b3-057f1a60886f'],50,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:50.228,Pass,
,,,,,,,,,,,,,,,,,0.780268,,,,,,,,,,,2e0d1a3e-5ac8-4690-8068-00738ba98ffc,68,,"[31.2, 30.5]",3890259,0,,,,,2.7707014,,Right Foot,,,,"[25.8, 32.6]",,Ground Pass,,5.7939625,,,,Johan Danon Djourou-Gbadjere,6359.0,,,,,Recovery,1,From Throw In,Gideon Jung,8323.0,Center Defensive Midfield,4,Bayern Munich,169,['cff14a58-b41c-4af1-84ea-c631cb3fbeb1'],52,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:52.846,Pass,
,,,,,,,,,,,,,,,,,3.199996,,,,,,,,,,,a85384f0-de49-4806-95eb-ce1800fff83d,70,,"[26.3, 32.2]",3890259,0,,,,,-1.0113574,,Right Foot,,,,"[46.4, 0.1]",,High Pass,,37.873737,,Out,,Ivo Iličević,24740.0,,,,,,1,From Throw In,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,4,Bayern Munich,169,['918c3843-a260-4386-a1e6-6e652bb349cf'],53,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:53.626,Pass,
,,,,,,,,,,,,,,,,,2.381698,,,,,,,,,,,cbf143de-9355-432e-9a48-795535804743,72,,"[71.6, 80.0]",3890259,1,,,,,-2.5022068,,,,,,"[48.2, 62.6]",,Low Pass,,29.160248,,,,Jérôme Boateng,5578.0,,,,,Throw-in,1,From Throw In,Philipp Lahm,19295.0,Right Back,5,Bayern Munich,169,['ca12724d-065e-43a7-b288-2877b2bc2df3'],0,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:00.321,Pass,
,,,,,,,,,,,,,,,,,1.364755,,,,,,,,,,,2b83f7a7-9ae0-41ec-8535-3b3d4f8c8dd3,75,,"[51.1, 60.5]",3890259,1,,,,,-1.0853735,,Left Foot,,,,"[62.6, 38.7]",,Ground Pass,,24.647312,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Throw In,Jérôme Boateng,5578.0,Right Center Back,5,Bayern Munich,169,['ddbe82af-899e-401b-85ba-efe70022c076'],4,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:04.522,Pass,
,,,,,,,,,,,,,,,,,1.18542,,,,,,,,,,,e084cbe3-da01-4600-bc4b-5d164b7d6911,78,,"[63.3, 40.8]",3890259,1,,,,,1.9375615,,Right Foot,,,,"[57.0, 57.2]",,Ground Pass,,17.568438,,,,Xabier Alonso Olano,20133.0,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,5,Bayern Munich,169,['5fdff949-79a6-4580-bca3-cf811525a0ae'],6,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:06.611,Pass,
,,,,,,,,,,,,,,,,,0.824223,,,,,,,,,,,7d0186f3-b107-4530-8a16-fbb9cb9814fb,82,,"[56.9, 62.1]",3890259,1,,,,,1.4396096,,Right Foot,,,,"[58.8, 76.5]",,Ground Pass,,14.524806,,,,Philipp Lahm,19295.0,,,,,,1,From Throw In,Xabier Alonso Olano,20133.0,Center Defensive Midfield,5,Bayern Munich,169,['f35f5ca1-e090-48db-b9a7-f99847693fb7'],9,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:09.520,Pass,
,,,,,,,,,,,,,,,,,1.370505,,,,,,,,,,,248e5df8-2100-421e-8b2b-405489f0ca27,86,,"[57.0, 77.7]",3890259,1,,,,,-2.2434065,,Left Foot,,,,"[43.3, 60.5]",,Low Pass,,21.989315,,,,Jérôme Boateng,5578.0,,,,,,1,From Throw In,Philipp Lahm,19295.0,Right Back,5,Bayern Munich,169,"['2371db56-d5b0-4cfa-b126-08b1a7b964a3', 'd3fbeba6-6742-48f2-93cd-05103f90a033']",11,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:11.454,Pass,True
,,,,,,,,,,,,,,,,,1.853526,,,,,,,,,,,f6c4ce76-146d-44ed-b2ae-bb2a4b3faf67,89,,"[44.4, 53.2]",3890259,1,,,,,-1.6507648,,Left Foot,,,,"[42.1, 24.5]",,Ground Pass,,28.792013,,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,1,From Throw In,Jérôme Boateng,5578.0,Right Center Back,5,Bayern Munich,169,['4a52769c-ab07-4d73-a107-d78745cb0155'],15,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:15.007,Pass,
,,,,,,,,,,,,,,,,,1.309988,,,,,,,,,,,a27f98bf-4104-4d60-bbca-6d8f3e8743ed,92,,"[56.9, 23.1]",3890259,1,,,,,-1.2898395,,Right Foot,,,,"[61.2, 8.2]",,Ground Pass,,15.508062,,,,David Olatukunbo Alaba,8220.0,,,,,,1,From Throw In,Medhi Amine El Mouttaqi Benatia,5244.0,Left Center Back,5,Bayern Munich,169,['6b088606-f82e-4b1a-97f9-1edce7273cc0'],19,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:19.040,Pass,
,,,,,,,,,,,,,,,,,1.466026,,,,,,,,,,,6af752a6-2fcb-4dfc-8dd9-c5a98e65a666,96,,"[69.2, 15.3]",3890259,1,,,,,2.848157,,Left Foot,,,,"[55.3, 19.5]",,Ground Pass,,14.520675,,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,5,Bayern Munich,169,"['299552a9-e687-415c-b80e-5b0f712370a4', '5822b462-4091-4fc7-90d3-aa8d226f0383']",23,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:23.440,Pass,True
,,,,,,,,,,,,,,,,,1.344937,,,,,,,,,,,8a97cb6d-bc7d-4e47-856c-f3c64b86b092,99,,"[55.8, 19.5]",3890259,1,,,,,1.4543048,,Right Foot,,,,"[59.1, 47.7]",,Ground Pass,,28.39243,,,,Jérôme Boateng,5578.0,,,,,,1,From Throw In,Medhi Amine El Mouttaqi Benatia,5244.0,Left Center Back,5,Bayern Munich,169,['2d9ba0c5-cbd4-4eee-85e0-19f4b4fb161d'],25,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:25.485,Pass,
,,,,,,,,,,,,,,,,,2.209228,,,,,,,,,,,b3a4b45a-2e55-47c2-9db3-01f03f31e56f,103,,"[77.5, 57.2]",3890259,1,,,,,-0.990336,,Right Foot,,,,"[101.7, 20.3]",,High Pass,,44.127655,,Incomplete,,Arjen Robben,8218.0,,,,,,1,From Throw In,Jérôme Boateng,5578.0,Right Center Back,5,Bayern Munich,169,"['c0f55fd2-92ad-40fb-b486-6d62ba1d1447', 'e2236bbc-f974-4d57-9c89-bf3d59a3378f']",31,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:31.658,Pass,
,,,,,,,,,,,,,,,,,1.780318,,,,,,,,,,,c0f55fd2-92ad-40fb-b486-6d62ba1d1447,105,,"[18.4, 59.8]",3890259,1,,,,,-0.5556734,,Left Foot,,,,"[46.1, 42.6]",,High Pass,,32.605675,,Incomplete,,Sven Schipplock,8321.0,,,,,Recovery,1,From Throw In,Michael Gregoritsch,8309.0,Right Midfield,5,Bayern Munich,169,"['6a91c999-09e4-43f8-9ca5-56073c8d7bd0', 'b3a4b45a-2e55-47c2-9db3-01f03f31e56f', 'e1b4aa5a-721b-466b-9b9f-d754cbbc363c']",33,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:33.867,Pass,
,,,,,,,,,,,,,,,,,1.311316,,,,,,,,,,,6a91c999-09e4-43f8-9ca5-56073c8d7bd0,107,,"[74.0, 37.5]",3890259,1,,,,,-1.2238795,,Right Foot,,,,"[78.7, 24.5]",,Low Pass,,13.82353,,,,David Olatukunbo Alaba,8220.0,,,,,Recovery,1,From Throw In,Xabier Alonso Olano,20133.0,Center Defensive Midfield,5,Bayern Munich,169,"['13e1a8eb-1aa9-47a8-aee5-d7ef5bfdc825', 'c0f55fd2-92ad-40fb-b486-6d62ba1d1447']",35,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:35.647,Pass,
,,,,,,,,,,,,,,,,,1.473508,,,,,,,,,,,1d787b5e-51b2-40ec-b82d-7de1530174e8,109,,"[79.9, 27.1]",3890259,1,,,,,2.9863307,,Left Foot,,,,"[56.9, 30.7]",,Ground Pass,,23.280035,,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,5,Bayern Munich,169,['64fe6d21-9072-44d8-873f-33ae6cca915c'],36,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:36.958,Pass,
,,,,,,,,,,,,,,,,,1.013415,,,,,,,,,,,7aa0ad15-48ce-4fdc-aae7-da8ad4f778db,112,,"[55.6, 31.4]",3890259,1,,,,,-0.41734868,,Right Foot,,,,"[66.2, 26.7]",,Ground Pass,,11.595258,,,,Xabier Alonso Olano,20133.0,,,,,,1,From Throw In,Medhi Amine El Mouttaqi Benatia,5244.0,Left Center Back,5,Bayern Munich,169,['8ca03719-11a0-4e1f-a67b-a8a944187c92'],39,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:39.793,Pass,
,,,,,,,,,,,,,,,,,0.828784,,,,,,,,,,,05566a69-0984-45bd-a6e8-eda0822f2fd0,115,,"[66.2, 29.7]",3890259,1,,,,,-1.1936531,,Right Foot,,,,"[72.3, 14.3]",,Ground Pass,,16.564117,,,,David Olatukunbo Alaba,8220.0,,,,,,1,From Throw In,Xabier Alonso Olano,20133.0,Center Defensive Midfield,5,Bayern Munich,169,['54752c5c-cf72-42f2-b134-0192d8ce20f3'],42,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:42.354,Pass,
,,,,,,,,,,,,,,,,,1.107102,,,,,,,,,,,31d9eb28-c947-4912-9c44-7e6d909716ab,118,,"[69.8, 8.4]",3890259,1,,,,,-0.3438058,,Left Foot,,,,"[86.0, 2.6]",,Ground Pass,,17.206976,,,,Douglas Costa de Souza,5837.0,,,,,,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,5,Bayern Munich,169,['fa54d9fb-cac0-4c1f-907e-15fb84ef4e7d'],43,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:43.948,Pass,
,,,,,,,,,,,,,,,,,1.020337,,,,,,,,,,,564c6bae-06d3-480c-95fd-a52ed6953da0,122,,"[80.2, 12.7]",3890259,1,,,,,2.6441638,,Left Foot,,,,"[54.6, 26.6]",,Ground Pass,,29.130224,,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,1,From Throw In,Douglas Costa de Souza,5837.0,Left Midfield,5,Bayern Munich,169,['07831060-a640-4d99-9d36-054c8ef2ba0c'],48,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:48.420,Pass,
