50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.399836,,,,,,,,,,,,,,47d369d5-69f0-4482-a1b9-db85134fab98,39,,"[33.6, 14.3]",3890437,0,,,,-0.20333609,,Head,,,,"[43.3, 12.3]",,High Pass,,9.904039,,,,Konstantin Rausch,11134.0,,,,,Recovery,1,From Throw In,Jérôme Gondorf,8388.0,Left Defensive Midfield,4,Darmstadt 98,872,"['16e24281-41d5-4c5b-bb98-8817c5d45ac8', '272dafab-2bef-4883-aa6c-0be99f58503e']",47,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:47.987,Pass,
,,,,,,,,,,,,,,,,,2.619072,,,,,,,,,,,,,,9d88d87e-f054-466f-82b8-25e9b4f0fa21,43,,"[43.3, 20.5]",3890437,0,,,,1.2540126,,Right Foot,,,,"[55.2, 56.8]",,Ground Pass,,38.200787,,,,Florian Jungwirth,12383.0,,,,,,1,From Throw In,Konstantin Rausch,11134.0,Left Midfield,4,Darmstadt 98,872,['b3830e59-cb65-4a87-9629-c8f7df2bcf50'],50,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:50.741,Pass,
,,,,,,,,,,,,,,,,,2.363378,,,,,,,,,,,,,,e273b39b-777b-4740-a0f5-4477a06b431f,46,,"[81.1, 61.1]",3890437,0,,,,0.34472352,,Right Foot,,,,"[110.9, 71.8]",,Ground Pass,,31.662754,,,,Marcel Heller,9401.0,,,,,,1,From Throw In,Florian Jungwirth,12383.0,Right Back,4,Darmstadt 98,872,['f7e8b138-98b4-4265-ba79-175f3021d032'],56,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:56.016,Pass,
,,,,,,,,,,,,,,,,,1.932639,,,,,,,,,,,,,,a33a2ecc-72d2-4f9b-9c1f-2a6e92a280ea,49,,"[111.3, 71.8]",3890437,0,,,,-1.4713875,,Right Foot,True,,,"[115.1, 33.7]",,High Pass,,38.289032,,Incomplete,,,,,,,,,1,From Throw In,Marcel Heller,9401.0,Right Midfield,4,Darmstadt 98,872,['43efe848-8fc4-4f59-bc92-33324690cd84'],58,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:58.519,Pass,
,,,,,,,,,,,,,,,,,2.317377,,,,,,,,,,,,,,42cae016-e6c4-4584-9d7d-6c29c6f2e880,52,,"[14.6, 48.3]",3890437,1,,,,0.31327617,,Drop Kick,,,,"[78.5, 69.0]",,High Pass,,67.16919,,Incomplete,,Kevin Volland,8215.0,,,,,,1,From Keeper,Oliver Baumann,8393.0,Goalkeeper,5,Hoffenheim,175,"['b4fb0e02-344f-4daf-8e81-ca2d53d992d6', 'd7fb2489-bb52-433e-ac0e-8d47fd84bb9e']",5,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:05.928,Pass,
,,,,,,,,,,,,,,,,,1.002625,,,,,,,,,,,,,,7a04ae32-3679-412f-8d25-951d878be42b,57,,"[80.0, 66.7]",3890437,1,,,,-0.97501177,,Left Foot,,,,"[88.0, 54.9]",,Ground Pass,,14.256227,,Incomplete,,Jiloan Hamad,30847.0,,,,,,1,From Keeper,Kevin Volland,8215.0,Right Wing,5,Hoffenheim,175,"['170146d3-0052-4439-9eb8-451b42837e61', 'b0b621a1-c4a0-4939-b658-4e4084bc131f']",11,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:11.180,Pass,
,,,,,,,,,,,True,,,,,,0.725125,,,,,,,,,,,,,,b0b621a1-c4a0-4939-b658-4e4084bc131f,59,,"[32.1, 25.2]",3890437,1,,,,-1.6551031,,Left Foot,,,,"[31.5, 18.1]",,Ground Pass,,7.125307,,,,Luca Caldirola,9404.0,,,,,Interception,1,Regular Play,Peter Niemeyer,40467.0,Right Defensive Midfield,6,Darmstadt 98,872,"['380bb682-0027-40d5-96ba-7e79413a7359', '7a04ae32-3679-412f-8d25-951d878be42b']",12,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:12.183,Pass,
,,,,,,,,,,,,,,,,,1.764492,,,,,,,,,,,,,,e5953202-d9c9-4ff4-a3bd-6af8f893e022,62,,"[23.2, 19.2]",3890437,1,,,,2.4393358,,Left Foot,,,,"[5.0, 34.6]",,Ground Pass,,23.84114,,,,Christian Mathenia,8306.0,,,,,,1,Regular Play,Luca Caldirola,9404.0,Left Back,6,Darmstadt 98,872,['956c12dc-dc08-4c65-a2d1-f22b0378c16e'],14,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:14.311,Pass,
,,,,,,,,,,,,,,,,,3.588268,,,,,,,,,,,,,,0da2f20c-7575-456e-8d23-da97448554a6,65,,"[5.0, 34.6]",3890437,1,,,,0.37349716,,Right Foot,,,,"[42.0, 49.1]",,High Pass,,39.73978,,Incomplete,,,,,,,,,1,Regular Play,Christian Mathenia,8306.0,Goalkeeper,6,Darmstadt 98,872,['914b00d7-68b4-4927-be9b-76b5ce96c4c4'],16,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:16.116,Pass,
,,,,,,,,,,,,,,,,,1.816212,,,,,,,,,,,,,,914b00d7-68b4-4927-be9b-76b5ce96c4c4,66,,"[78.1, 31.0]",3890437,1,,,,-0.24935819,,Right Foot,,,,"[94.2, 26.9]",,Low Pass,,16.61385,,Pass Offside,,Andrej Kramarić,5460.0,,,,,Recovery,1,Regular Play,Tobias Strobl,12321.0,Left Defensive Midfield,6,Darmstadt 98,872,"['0da2f20c-7575-456e-8d23-da97448554a6', 'e5214879-d385-42b2-95df-1f09976a8527']",19,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:19.704,Pass,
,,,,,,,,,,,,,,,,,3.569273,,,,,,,,,,,,,,7f3d3496-a2e3-4542-bed2-dc9e95dc1357,68,,"[25.3, 51.3]",3890437,1,,,,0.1585226,,Right Foot,,,,"[84.1, 60.7]",,High Pass,,59.54662,,,,Jan Rosenthal,40477.0,,,,,Free Kick,1,From Free Kick,Christian Mathenia,8306.0,Goalkeeper,7,Darmstadt 98,872,['7a3f126e-0971-4f3a-b2ff-a23e6b3ea390'],52,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:52.416,Pass,
,,,,,,,,,,,,,,,,,1.773376,,,,,,,,,,,,,,ff4d0c9e-8eb8-4d32-afd7-863f3c57fd05,71,,"[84.1, 60.7]",3890437,1,,,True,0.8034142,,,,,,"[95.0, 72.0]",,Low Pass,,15.700318,,,,Marcel Heller,9401.0,,,,,,1,From Free Kick,Jan Rosenthal,40477.0,Center Attacking Midfield,7,Darmstadt 98,872,"['1b9a21dd-6975-42b9-b7ae-ed5fc0168330', '6bc9215d-922b-4dc4-999e-d1068393debe']",55,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:55.985,Pass,True
,,,,,,,,,,,,,,,,,1.83219,,,,,,,,,,,,,,de4df9cb-e496-4652-b6e6-7232a24806aa,77,,"[111.1, 80.0]",3890437,2,,,,-1.4554801,,,,,,"[114.1, 54.1]",,High Pass,,26.073166,,,,Sandro Wagner,9723.0,,,,,Throw-in,1,From Throw In,Florian Jungwirth,12383.0,Right Back,8,Darmstadt 98,872,['41915314-bee1-4a97-b8a0-a0a75b971a41'],20,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:20.296,Pass,
,,,,,,,,,,,,,,,,,0.975002,,,,,,,,,,,,,,9d821f77-8d36-40ac-8481-9bbe3fff82c6,79,,"[114.1, 54.1]",3890437,2,,,True,-1.6848036,,,True,,,"[112.6, 41.0]",,High Pass,,13.185598,,Incomplete,,,,,,,,,1,From Throw In,Sandro Wagner,9723.0,Center Forward,8,Darmstadt 98,872,"['4f49d4b2-e91c-4c5d-85c7-f8ee136f3278', 'a1e575e4-8a74-4afe-9252-4570bbdcee4d']",22,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:22.129,Pass,True
,,,,,,,,,,,,,,,,,1.606028,,,,,,,,,,,,,,a9c62289-e9e3-4b97-85c6-e8d22f9f6595,84,,"[95.7, 57.5]",3890437,2,,,,0.9534725,,Right Foot,,,,"[107.2, 73.7]",,Ground Pass,,19.866806,,,,Florian Jungwirth,12383.0,,,,,,1,From Throw In,Jérôme Gondorf,8388.0,Left Defensive Midfield,8,Darmstadt 98,872,['d4680a0d-5872-4dc2-9372-bd8db929c2b0'],26,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:26.006,Pass,
,,,,,,,,,,,,,,,,,4.99695,,,,,,,,,,,,,,667fca48-99f2-4ad9-a607-c4b6e0c88c4e,87,,"[113.6, 73.7]",3890437,2,,,,-1.6896578,,Right Foot,True,,,"[105.3, 4.2]",,High Pass,,69.99386,,,,Luca Caldirola,9404.0,,True,,,,1,From Throw In,Florian Jungwirth,12383.0,Right Back,8,Darmstadt 98,872,['84317767-e2db-4f90-9fad-d245ccce9f6c'],28,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:28.757,Pass,
,,,,,,,,,,,,,,,,,1.659075,,,,,,,,,,,,,,edfc33f0-e02d-4bd0-831c-291923999f5e,90,,"[105.3, 4.2]",3890437,2,,,,2.4186132,,Left Foot,,,,"[98.5, 10.2]",,Ground Pass,,9.068627,,,,Konstantin Rausch,11134.0,,,,,,1,From Throw In,Luca Caldirola,9404.0,Left Back,8,Darmstadt 98,872,['c228b5dd-9736-407c-bdaf-95dda46bc963'],35,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:35.724,Pass,
,,,,,,,,,,,,,,,,,1.032714,,,,,,,,,,,,,,febdb379-4e70-438a-870b-b7174a25f06f,92,,"[98.5, 10.2]",3890437,2,,,,1.1976482,,Left Foot,True,,,"[107.7, 33.7]",,High Pass,,25.23668,,Incomplete,,,,,,,,,1,From Throw In,Konstantin Rausch,11134.0,Left Midfield,8,Darmstadt 98,872,['092f9497-5467-473c-ad3e-4096775f16b7'],37,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:37.383,Pass,
,,,,,,,,,,,,,,,,,1.057861,,,,,,,,,,,,,,5abe9e5c-e74e-4010-824f-f8786d5fdd08,94,,"[87.3, 25.8]",3890437,2,,,,0.80545276,,Right Foot,,,,"[104.4, 43.6]",,Ground Pass,,24.682991,,Incomplete,,,,,,,,Recovery,1,From Throw In,Peter Niemeyer,40467.0,Right Defensive Midfield,8,Darmstadt 98,872,['40b8d7f8-13b5-47fa-98ad-37d443a3de0e'],39,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:39.757,Pass,
,,,,,,,,,,,,,,,,,2.659755,,,,,,,,,,,,,,40b8d7f8-13b5-47fa-98ad-37d443a3de0e,95,,"[15.7, 36.5]",3890437,2,,,,-0.59482586,,Right Foot,,,,"[46.0, 16.0]",,Ground Pass,,36.58333,,Incomplete,,Jonathan Schmid,8311.0,,,,,Recovery,1,From Throw In,Jeremy Toljan,8392.0,Left Back,8,Darmstadt 98,872,"['41b60410-9d34-48b3-afea-c2b0020a39ac', '5abe9e5c-e74e-4010-824f-f8786d5fdd08', 'cf29716b-ffd5-4a18-ad38-3aa9cebf5659']",40,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:40.815,Pass,
,,,,,,,,,,,,,,,,,2.270217,,,,,,,,,,,,,,41b60410-9d34-48b3-afea-c2b0020a39ac,97,,"[74.1, 64.1]",3890437,2,,,,0.16685516,,Left Foot,,,,"[93.1, 67.3]",,Ground Pass,,19.26759,,,,Marcel Heller,9401.0,,,,,Recovery,1,From Throw In,Florian Jungwirth,12383.0,Right Back,8,Darmstadt 98,872,"['40b8d7f8-13b5-47fa-98ad-37d443a3de0e', '8706baec-1991-4fd0-b53d-abd48ea24ef5']",43,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:43.474,Pass,
,,,,,,,,,,,,,,,,,1.871024,,,,,,,,,,,,,,1cb894a4-ad13-4d01-b034-65f46d12618c,103,,"[87.1, 80.0]",3890437,3,,,,-0.20612134,,,,,,"[109.1, 75.4]",,Low Pass,,22.475765,,,,Marcel Heller,9401.0,,,,,Throw-in,1,From Throw In,Florian Jungwirth,12383.0,Right Back,9,Darmstadt 98,872,['31d8c851-37ea-4ec3-b2cb-fe39eb6e56e5'],3,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:03.061,Pass,
,,,,,,,,,,,,,,,,,2.063445,,,,,,,,,,,,,,8296356c-8c19-44a6-a02c-831260b882f9,105,,"[109.1, 75.4]",3890437,3,,,,-1.684435,,Right Foot,,,,"[107.0, 57.0]",,Low Pass,,18.51945,,Incomplete,,Jan Rosenthal,40477.0,,,,,,1,From Throw In,Marcel Heller,9401.0,Right Midfield,9,Darmstadt 98,872,"['094c1495-f5d8-48c6-8436-f1590fc0ecdd', '4e5a7da6-98d7-44a7-b4eb-0146303c2e3b']",4,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:04.932,Pass,
,,,,,,,,,,,,,,,,,3.964802,,,,,,,,,,,,,,8549554b-9db3-4a79-bad9-08e4fc58b214,109,,"[12.0, 25.4]",3890437,3,,,,1.6290959,,Right Foot,,,,"[10.5, 51.1]",,Ground Pass,,25.743736,,,,Oliver Baumann,8393.0,,,,,,1,From Throw In,Tobias Strobl,12321.0,Left Defensive Midfield,9,Darmstadt 98,872,['2cec1c11-de15-4dc0-96d9-f587b5d04015'],8,,,,,,,,,,,,,,,,,Hoffenheim,175,00:03:08.347,Pass,
