50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.614985,,,,,,,,,,,,,8be21727-4ed6-475b-9451-32a0d754ca39,17,,,"[36.0, 18.0]",3890271,0,,,,,1.4940244,,Right Foot,,,,"[38.6, 51.8]",,Ground Pass,,33.899853,,,,Joël Andre Job Matip,3502.0,,,,,,,1,From Kick Off,Roman Neustädter,16534.0,Left Center Back,2,Schalke 04,181,['8386c3e2-23a1-4e48-a2fe-647e44371447'],14,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:14.953,Pass,
,,,,,,,,,,,,,,,,2.104098,,,,,,,,,,,,,a9a59038-1e60-4aa7-b2ec-1c790115539f,20,,,"[42.8, 53.0]",3890271,0,,,,,-1.5034497,,Right Foot,,,,"[45.1, 18.9]",,Ground Pass,,34.17748,,,,Roman Neustädter,16534.0,,,,,,,1,From Kick Off,Joël Andre Job Matip,3502.0,Right Center Back,2,Schalke 04,181,['26a5368e-bd4e-494b-a837-a630ee15848d'],19,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:19.680,Pass,
,,,,,,,,,,,,,,,,0.651387,,,,,,,,,,,,,878b8fef-6abb-4fda-a03a-cad3d221dd2c,23,,,"[54.2, 10.7]",3890271,0,,,,,0.1431581,,Right Foot,,,,"[65.3, 12.3]",,Ground Pass,,11.214723,,,,Julian Draxler,3186.0,,,,,,,1,From Kick Off,Roman Neustädter,16534.0,Left Center Back,2,Schalke 04,181,['62312fdd-5888-4d5a-ab54-6901a9480b4c'],24,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:24.274,Pass,
,,,,,,,,,,,,,,,,1.038826,,,,,,,,,,,,,34a275bc-f68b-4bc4-993e-f6d5cacebec4,30,,,"[57.8, 12.2]",3890271,0,,,,,-2.0601892,,Right Foot,,,,"[52.9, 3.0]",,Ground Pass,,10.423532,,,,Roman Neustädter,16534.0,,,,,,,1,From Kick Off,Julian Draxler,3186.0,Left Midfield,2,Schalke 04,181,['cc561526-5c7d-48b1-9006-607066cbff71'],26,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:26.532,Pass,
,,,,,,,,,,,,,,,,2.968019,,,,,,,,,,,,,30ba25c3-521e-4bed-a556-387239fff87e,33,,,"[49.7, 3.0]",3890271,0,,,,,1.5825605,,Right Foot,,,,"[49.0, 62.5]",,Ground Pass,,59.504116,,,,Joël Andre Job Matip,3502.0,,,True,,,,1,From Kick Off,Roman Neustädter,16534.0,Left Center Back,2,Schalke 04,181,['faccb5a8-ab87-43e8-8864-26d79d29f653'],29,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:29.017,Pass,
,,,,,,,,,,,,,,,,0.784512,,,,,,,,,,,,,574802e1-a250-43eb-aaff-7295576e1ab6,37,,,"[57.2, 61.1]",3890271,0,,,,,-0.41597006,,Right Foot,,,,"[77.8, 52.0]",,Ground Pass,,22.520435,,,,Franco Matías Di Santo,8512.0,,,,,,,1,From Kick Off,Joël Andre Job Matip,3502.0,Right Center Back,2,Schalke 04,181,"['2446da1c-abd7-4a21-89d7-1e93c18e71cc', 'bea958d8-480e-473e-bca7-e99e6ba864c5']",33,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:33.720,Pass,True
,,,,,,,,,,,,,,,,2.455593,,,,,,,,,,,,,5548896b-4db0-4ed8-a0b8-d680e121d528,46,,,"[49.5, 27.0]",3890271,0,,,,,0.49919572,,Left Foot,,,,"[95.9, 52.3]",,High Pass,,52.849316,,,,Dominik Stroh-Engel,40481.0,,,,,,Free Kick,1,From Free Kick,Luca Caldirola,9404.0,Left Center Back,3,Darmstadt 98,872,['a597361a-fe9c-455f-bd12-90267032d5ca'],59,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:59.612,Pass,
,,,,,,,,,,,,,,,,1.994007,,,,,,,,,,,,,629fb65f-1408-4fed-bd23-b20ae365315d,49,,,"[95.9, 52.3]",3890271,1,,,,True,0.17189772,,,,,,"[110.3, 54.8]",,High Pass,,14.615403,,Incomplete,,Mario Vrančić,13675.0,,,,,,,1,From Free Kick,Dominik Stroh-Engel,40481.0,Center Forward,3,Darmstadt 98,872,"['2891a36e-4bde-4544-92dd-d763637682c1', '6a859ba7-e7b2-4d02-8cdd-ffe7d8503492', 'eef06669-da5a-42ee-b63d-a57021f736bb']",2,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:02.067,Pass,True
,,,,,,,,,,,,,,,,2.280454,,,,,,,,,,,,,2891a36e-4bde-4544-92dd-d763637682c1,51,,,"[9.8, 25.3]",3890271,1,,,,,0.25615138,,Head,,,,"[39.2, 33.0]",,High Pass,,30.391611,,,,Franco Matías Di Santo,8512.0,,,,,,Recovery,1,From Free Kick,Dennis Aogo,8958.0,Left Back,3,Darmstadt 98,872,"['629fb65f-1408-4fed-bd23-b20ae365315d', 'ef7f354d-d4f4-4230-8890-909f8149a7e9']",4,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:04.061,Pass,
,,,,,,,,,,,,,,,,1.372691,,,,,,,,,,,,,cbd450ea-6187-4a04-8fb2-7ce45dac8af7,56,,,"[74.8, 52.4]",3890271,1,,,,,0.8301444,,Right Foot,,,,"[90.8, 69.9]",,High Pass,,23.711811,,Incomplete,,,,,,,,,Recovery,1,From Free Kick,Peter Niemeyer,40467.0,Right Defensive Midfield,3,Darmstadt 98,872,['a2b892a2-def4-4af3-ac29-8de2aa13946d'],7,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:07.891,Pass,
,,,,,,,,,,,,,,,,2.513248,,,,,,,,,,,,,6f1e3351-ee0a-41ba-a3d6-fbf62a058acc,61,,,"[65.0, 59.6]",3890271,1,,,,,-0.7079139,,Right Foot,,,,"[99.7, 29.9]",,High Pass,,45.67472,,Incomplete,,Mario Vrančić,13675.0,,,,,,Free Kick,1,From Free Kick,Aytac Sulu,9217.0,Right Center Back,4,Darmstadt 98,872,"['31370244-c43f-413a-b6f7-e6afee9e1f3f', 'bd89bd90-7092-4f64-b03e-cedd4a824766']",40,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:40.413,Pass,
,,,,,,,,,,,,,,,,0.507799,,,,,,,,,,,,,31364d0b-9882-4282-a7fd-a01e958719f0,65,,,"[91.7, 25.4]",3890271,1,,,,,0.0489804,,Left Foot,,,,"[101.9, 25.9]",,Low Pass,,10.212248,,,,Mario Vrančić,13675.0,,,,,,Recovery,1,From Free Kick,Jérôme Gondorf,8388.0,Left Defensive Midfield,4,Darmstadt 98,872,['9f0854e6-dfb1-4e2f-a10c-bd2e243f1f0a'],45,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:45.126,Pass,
,,,,,,,,,,,,,,,,1.1197,,,,,,,,,,,,,283b9894-9cea-4cd0-91d8-2ee09103374a,70,,,"[107.0, 0.1]",3890271,2,,True,,,0.7067727,,,,,,"[115.9, 7.7]",,Low Pass,,11.703419,,,,Konstantin Rausch,11134.0,,,,,,Throw-in,1,From Throw In,Fabian Holland,9222.0,Left Back,5,Darmstadt 98,872,['f4539f40-2171-4e7e-821c-e7846a7855c0'],0,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:00.874,Pass,
,,,,,,,,,,,,,,,,1.0894,,,,,,,,,,,,,f1788b83-71dd-461f-a712-9fce54d70db9,72,,,"[115.9, 7.7]",3890271,2,,,,,3.1055722,,Left Foot,,,,"[104.8, 8.1]",,Low Pass,,11.107204,,,,Fabian Holland,9222.0,,,,,,,1,From Throw In,Konstantin Rausch,11134.0,Left Midfield,5,Darmstadt 98,872,['f0fe978d-041d-47fc-9fda-f310911cc752'],1,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:01.994,Pass,
,,,,,,,,,,,,,,,,1.332687,,,,,,,,,,,,,11a0add6-2303-4d05-bab9-165eba136add,76,,,"[104.4, 9.3]",3890271,2,,,,,1.3460852,,Right Foot,True,,,"[110.0, 33.8]",,High Pass,,25.131853,,Incomplete,,,,,,,,,,1,From Throw In,Fabian Holland,9222.0,Left Back,5,Darmstadt 98,872,"['68849ef2-2342-40a7-aeb0-f046f5ee210f', 'c57d7e08-3189-41d0-8c3b-b573bc41d836']",4,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:04.276,Pass,True
,,,,,,,,,,,,,,,,1.943099,,,,,,,,,,,,,360d675a-47ff-481e-a80e-8410c6782e4b,78,,,"[83.6, 24.9]",3890271,2,,,,,-0.60932636,,Right Foot,,,,"[102.8, 11.5]",,High Pass,,23.413671,,,,Konstantin Rausch,11134.0,,,,,,Recovery,1,From Throw In,Peter Niemeyer,40467.0,Right Defensive Midfield,5,Darmstadt 98,872,['d9514999-b3ee-493c-b08d-be079be0efbd'],7,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:07.279,Pass,
,,,,,,,,,,,,,,,,0.6049,,,,,,,,,,,,,7df6cecc-bf11-4348-9640-96adc25d337d,81,,,"[100.3, 12.6]",3890271,2,,,,,1.2738714,,Right Foot,,,,"[104.4, 26.0]",,Ground Pass,,14.013208,,,,Mario Vrančić,13675.0,,,,,,,1,From Throw In,Konstantin Rausch,11134.0,Left Midfield,5,Darmstadt 98,872,['b66ee385-61a1-48c9-bad2-932f4bb6a6fd'],10,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:10.084,Pass,
,,,,,,,,,,,,,,,,1.957121,,,,,,,,,,,,,35ff803e-5853-402b-a222-d313060b18f4,84,,,"[104.2, 22.6]",3890271,2,,,,,-0.7853982,,Left Foot,,,,"[115.9, 10.9]",,Low Pass,,16.546299,,Incomplete,,Konstantin Rausch,11134.0,,,,,,,1,From Throw In,Mario Vrančić,13675.0,Center Attacking Midfield,5,Darmstadt 98,872,"['43d7d5ee-3333-4978-8750-c4ca701353db', 'a755740e-cdd9-41c7-87bd-4d965afe8c44']",10,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:10.767,Pass,
,,,,,,,,,,,,,,,,2.433023,,,,,,,,,,,,,bc9deb2c-e9c0-4c30-baad-a6854cd99e99,89,,,"[7.3, 69.1]",3890271,2,,,,,-0.5873853,,Right Foot,,,,"[44.7, 44.2]",,High Pass,,44.930725,,,,Klaas-Jan Huntelaar,8060.0,,,,,,,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,6,Schalke 04,181,['f8073846-d21f-4eea-8fc1-9e4ce7c448a1'],14,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:14.030,Pass,
,,,,,,,,,,,,,,,,3.653096,,,,,,,,,,,,,0d88dcb6-f3cd-4689-aefe-17fed67776f3,92,,,"[44.7, 44.2]",3890271,2,,,,,0.71994555,,Right Foot,,,,"[76.4, 72.0]",,High Pass,,42.163136,,Incomplete,,Franco Matías Di Santo,8512.0,,,,,,,1,Regular Play,Klaas-Jan Huntelaar,8060.0,Left Center Forward,6,Schalke 04,181,"['2377d7a4-5a51-4879-86ee-734b698811cf', '258e6d31-d26c-4202-89d0-6ad2836557f0']",16,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:16.544,Pass,
,,,,,,,,,,,,,,,,1.214,,,,,,,,,,,,,1add2cac-27c9-489b-85e6-854d09e90dc0,96,,,"[86.2, 80.0]",3890271,2,,,,,-0.5506756,,,,,,"[97.6, 73.0]",,Low Pass,,13.377593,,,,Marco Höger,8824.0,,,,,,Throw-in,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,7,Schalke 04,181,['a13e3f79-2817-4ed5-aee7-9d874a3d0017'],37,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:37.068,Pass,
,,,,,,,,,,,,,,,,0.91544,,,,,,,,,,,,,b78dfbdc-2a1a-496a-9af8-7503b67a5994,101,,,"[97.0, 75.6]",3890271,2,,,,,-2.968347,,Left Foot,,,,"[85.0, 73.5]",,Ground Pass,,12.182364,,,,Uilson de Souza Paula Júnior,30312.0,,,,,,,1,From Throw In,Marco Höger,8824.0,Right Defensive Midfield,7,Schalke 04,181,"['9fccb5f3-55c8-4e30-8c8c-3022b237e516', 'b0f327b8-7ba4-4fd3-a63e-c295c56f2d79']",39,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:39.100,Pass,True
,,,,,,,,,,,,,,,,0.650946,,,,,,,,,,,,,8e66278a-ae06-4a64-98b9-728d18ed8cd3,104,,,"[85.0, 73.5]",3890271,2,,,,,-0.79153305,,Right Foot,,,,"[93.1, 65.3]",,Ground Pass,,11.526057,,,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,7,Schalke 04,181,['1d125ba1-9b11-4df3-b8d5-ca3aa55dd8d1'],40,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:40.056,Pass,
,,,,,,,,,,,,,,,,0.928062,,,,,,,,,,,,,ba884f64-2b57-4233-b4e6-6f228b7ef035,108,,,"[92.3, 65.6]",3890271,2,,,,,-2.9996955,,Right Foot,,,,"[88.1, 65.0]",,Ground Pass,,4.2426405,,,,Uilson de Souza Paula Júnior,30312.0,,,,,,,1,From Throw In,Jean-Eric Maxim Choupo-Moting,3499.0,Right Midfield,7,Schalke 04,181,"['084f84c6-ccb3-4a53-9df5-9a6b75f62db2', 'bf67a3c0-9251-4c94-a200-aeff5fb9522d']",40,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:40.786,Pass,True
,,,,,,,,,,,,,,,,2.340743,,,,,,,,,,,,,74e85a4c-c354-4741-a6c4-50eb07db3eed,111,,,"[91.1, 64.5]",3890271,2,,,,,0.1792402,,Right Foot,,,,"[119.8, 69.7]",,High Pass,,29.167276,,Out,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,7,Schalke 04,181,['01cc3e0b-a875-4184-a232-aa2dcbe3191d'],41,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:41.811,Pass,
,,,,,,,,,,,,,,,,5.282011,,,,,,,,,,,,,cf5451f7-47f0-41ff-87ea-d85b7c662bd3,113,,,"[7.0, 44.1]",3890271,3,,,,,-0.10319939,,Right Foot,,,,"[93.9, 35.1]",,High Pass,,87.36481,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Christian Mathenia,8306.0,Goalkeeper,8,Darmstadt 98,872,['e9700705-61c6-46fc-85e2-48d3a604ac94'],8,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:08.509,Pass,
,,,,,,,,,,,,,,,,1.864883,,,,,,,,,,,,,e9700705-61c6-46fc-85e2-48d3a604ac94,114,,,"[26.2, 45.0]",3890271,3,,,,,-3.0617626,,Head,,,,"[8.7, 43.6]",,Low Pass,,17.55591,,,,Ralf Fährmann,8517.0,,,,,,Recovery,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,9,Schalke 04,181,"['2e8bb823-ec99-48ab-9e4f-8be566503374', 'cf5451f7-47f0-41ff-87ea-d85b7c662bd3']",13,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:13.791,Pass,
,,,,,,,,,,,,,,,,2.631691,,,,,,,,,,,,,5342afc4-9049-4bb4-b851-abfd7537892f,117,,,"[11.7, 42.4]",3890271,3,,,,,-1.0026358,,Keeper Arm,,,,"[29.0, 15.3]",,Ground Pass,,32.151207,,,,Roman Neustädter,16534.0,,,,,,,1,Regular Play,Ralf Fährmann,8517.0,Goalkeeper,9,Schalke 04,181,['8c1d519c-363d-4c17-9524-0e92f763f14a'],16,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:16.923,Pass,
,,,,,,,,,,,,,,,,0.8088,,,,,,,,,,,,,6166732f-f4a4-4dad-942d-0d712cc473c4,121,,,"[55.0, 11.1]",3890271,3,,,,,-0.6786625,,Right Foot,,,,"[64.3, 3.6]",,Ground Pass,,11.947385,,,,Dennis Aogo,8958.0,,,,,,,1,Regular Play,Roman Neustädter,16534.0,Left Center Back,9,Schalke 04,181,['a6d912b1-a654-4d9d-9b08-b61f1ea46f4c'],23,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:23.729,Pass,
,,,,,,,,,,,,,,,,1.144563,,,,,,,,,,,,,11aa08cf-d119-4cb8-af6b-6b995aa447db,124,,,"[57.2, 5.0]",3890271,3,,,,,1.6395403,,Left Foot,,,,"[55.1, 35.5]",,Ground Pass,,30.57221,,,,Marco Höger,8824.0,,,,,,,1,Regular Play,Dennis Aogo,8958.0,Left Back,9,Schalke 04,181,['ce436695-1019-443d-90e4-8a02a0b9bf7a'],27,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:27.044,Pass,
,,,,,,,,,,,,,,,,1.671201,,,,,,,,,,,,,7c8e1748-163a-4c56-ac5a-1f7af66bd96c,127,,,"[53.7, 39.1]",3890271,3,,,,,1.2576109,,Right Foot,,,,"[62.8, 67.2]",,Ground Pass,,29.536757,,,,Uilson de Souza Paula Júnior,30312.0,,,,,,,1,Regular Play,Marco Höger,8824.0,Right Defensive Midfield,9,Schalke 04,181,['cb0e9377-6007-4123-ae40-c534d9085160'],29,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:29.590,Pass,
,,,,,,,,,,,,,,,,1.307281,,,,,,,,,,,,,11c31061-22a3-45fd-8ceb-04a6a9a1676e,130,,,"[62.8, 67.2]",3890271,3,,,,,-2.5127964,,Right Foot,,,,"[56.2, 62.4]",,Ground Pass,,8.160882,,,,Joël Andre Job Matip,3502.0,,,,,,,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,9,Schalke 04,181,['7e556490-9ce4-49f9-b43e-e9302d2bbed2'],31,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:31.341,Pass,
