50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.866531,,,,,,,,,,,,,bba214ce-0286-4342-9f38-faf11b8c9382,16,,,"[32.4, 23.5]",3890520,0,,,,,-0.4479421,,Head,,,,"[40.1, 19.8]",,Low Pass,,8.542833,,Incomplete,,Raffael Caetano de Araújo,8810.0,,,,,,,1,From Kick Off,Andreas Christensen,3959.0,Left Defensive Midfield,2,Hannover 96,178,"['32c876ca-6dbc-4c54-8213-ea910c65ef90', '7cce5e31-80d3-441f-80a8-b4ca8fc1f862']",7,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:07.821,Pass,
,,,,,,,,,,,,,,,0.853003,,,,,,,,,,,,,eaedf00a-a629-4772-a90a-f17aa59143a0,20,,,"[81.5, 58.8]",3890520,0,,,,,0.0,,Right Foot,,,,"[93.9, 58.8]",,High Pass,,12.4,,,,Noah-Joel Sarenren-Bazee,21311.0,,,,,,,1,From Kick Off,Waldemar Anton,8538.0,Right Defensive Midfield,2,Hannover 96,178,['bb2575f1-71ec-4e36-a5b1-d0848bd98c5f'],10,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:10.117,Pass,
,,,,,,,,,,,,,,,3.783039,,,,,,,,,,,,,29db894a-5586-4f28-b4f1-a7e185c7dbb1,25,,,"[24.4, 29.5]",3890520,0,,,,,-0.016090564,,Right Foot,,,,"[67.9, 28.8]",,High Pass,,43.50563,,Incomplete,,Raffael Caetano de Araújo,8810.0,,,,,,Recovery,1,From Kick Off,Martin Stranzl,20499.0,Right Center Back,2,Hannover 96,178,"['b2ea9775-29b9-47ed-9ff2-1095b305eb86', 'e0f1f478-2893-492a-a919-5e3264ac815c']",13,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:13.377,Pass,
,,,,,,,,,,,,,,,2.719999,,,,,,,,,,,,,e0f1f478-2893-492a-a919-5e3264ac815c,27,,,"[52.2, 51.3]",3890520,0,,,,,-2.9983497,,Left Foot,,,,"[21.0, 46.8]",,Ground Pass,,31.522848,,,,Ron-Robert Zieler,8947.0,,,,,,Recovery,1,From Kick Off,Salif Sané,5664.0,Left Center Back,2,Hannover 96,178,"['29db894a-5586-4f28-b4f1-a7e185c7dbb1', 'c3142f83-0681-4214-9d7d-8062f8684dd2']",17,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:17.160,Pass,
,,,,,,,,,,,,,,,3.615329,,,,,,,,,,,,,51dc1692-b08a-4470-84e8-47bf9d993159,30,,,"[22.9, 46.4]",3890520,0,,,,,0.3436203,,Right Foot,,,,"[76.0, 65.4]",,High Pass,,56.396896,,,,Noah-Joel Sarenren-Bazee,21311.0,,,,,,,1,From Kick Off,Ron-Robert Zieler,8947.0,Goalkeeper,2,Hannover 96,178,['a30265a0-c44c-4881-baa3-5c8083294105'],21,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:21.741,Pass,
,,,,,,,,,,,,,,,2.607916,,,,,,,,,,,,,d858ad8e-8f05-4f2d-a4db-da86b3b5d498,34,,,"[35.8, 10.2]",3890520,0,,True,,,1.9501171,,Left Foot,,,,"[24.2, 39.3]",,Ground Pass,,31.326826,,,,Martin Stranzl,20499.0,,,,,,Free Kick,1,From Free Kick,Håvard Nordtveit,8395.0,Left Center Back,3,Borussia Mönchengladbach,185,['0033b866-02c2-4c39-84c1-d79858d67801'],32,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:32.841,Pass,
,,,,,,,,,,,,,,,1.704544,,,,,,,,,,,,,fd9c3f49-e658-4e90-83a0-2a799aea452d,36,,,"[21.9, 46.1]",3890520,0,,,,,1.497892,,Right Foot,,,,"[23.2, 63.9]",,Ground Pass,,17.847408,,,,Nico Elvedi,8814.0,,,,,,,1,From Free Kick,Martin Stranzl,20499.0,Right Center Back,3,Borussia Mönchengladbach,185,['52bc3deb-5ef1-4103-9ebd-7f037248233e'],36,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:36.517,Pass,
,,,,,,,,,,,,,,,1.268668,,,,,,,,,,,,,f552df8c-2546-4037-88e7-fde4c557cfd3,40,,,"[23.6, 71.2]",3890520,0,,,,,0.45066133,,Right Foot,,,,"[36.0, 77.2]",,Ground Pass,,13.77534,,,,Thorgan Hazard,5632.0,,,,,,,1,From Free Kick,Nico Elvedi,8814.0,Right Back,3,Borussia Mönchengladbach,185,"['361a89b7-1f4a-4fd8-a6a2-2a37ea1d7976', '5a8d38a0-f892-4d7a-991b-bb39fedf685c']",38,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:38.990,Pass,True
,,,,,,,,,,,,,,,0.655694,,,,,,,,,,,,,e4f03934-c779-489e-a9ab-cefdd6a34932,42,,,"[36.0, 77.2]",3890520,0,,,,,-0.95702624,,Left Foot,,,,"[42.2, 68.4]",,Ground Pass,,10.764757,,,,Mahmoud Dahoud,8238.0,,,,,,,1,From Free Kick,Thorgan Hazard,5632.0,Right Wing,3,Borussia Mönchengladbach,185,['9793579b-3286-48f6-bc06-88206e892cee'],40,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:40.259,Pass,
,,,,,,,,,,,,,,,1.708326,,,,,,,,,,,,,585fcfaf-9310-49b4-a640-113e9eaeef3e,47,,,"[70.4, 0.1]",3890520,0,,,,,0.24229291,,,,,,"[96.7, 6.6]",,High Pass,,27.091328,,,,Artur Sobiech,11845.0,,,,,,Throw-in,1,From Throw In,Miiko Martín Albornoz Inola,13126.0,Left Back,4,Hannover 96,178,['f84cdec0-9c45-4aca-b4f2-6de0c0ee6633'],50,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:50.618,Pass,
,,,,,,,,,,,,,,,0.766331,,,,,,,,,,,,,4b232432-c7bb-4445-bec0-424e01e8c2c4,49,,,"[101.9, 7.7]",3890520,0,,,,,1.7183644,,Head,,,,"[100.8, 15.1]",,Low Pass,,7.48131,,Incomplete,,Hiroshi Kiyotake,38524.0,,,,,,,1,From Throw In,Artur Sobiech,11845.0,Center Forward,4,Hannover 96,178,"['7b6645ee-5e1a-4564-9d3a-238d69b09cbb', 'a4ce65c5-b67d-4e98-8a4a-047766856bf1']",53,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:53.325,Pass,
,,,,,,,,,,,,,,,1.71591,,,,,,,,,,,,,7f8a663e-b3e5-49e5-9e44-17cea16688bd,53,,,"[13.7, 64.3]",3890520,0,,,,,-2.115407,,Left Foot,,,,"[3.1, 46.8]",,Ground Pass,,20.45996,,,,Yann Sommer,5550.0,,,,,,,1,From Throw In,Nico Elvedi,8814.0,Right Back,4,Hannover 96,178,['4cdb118b-8ea5-437a-860c-fd80c7c49152'],55,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:55.381,Pass,
,,,,,,,,,,,,,,,1.698637,,,,,,,,,,,,,3116e7e4-5b86-441f-87a9-c70a8adc4685,57,,,"[5.2, 34.2]",3890520,0,,,,,0.15559483,,Left Foot,,,,"[46.0, 40.6]",,High Pass,,41.298912,,Incomplete,,Raffael Caetano de Araújo,8810.0,,,,,,,1,From Throw In,Yann Sommer,5550.0,Goalkeeper,4,Hannover 96,178,"['1b3dd00b-b708-403c-b035-35201663d963', 'e1b607dc-4432-4f67-8fdb-deeb3cf9473c']",59,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:59.480,Pass,
,,,,,,,,,,,,,,,1.46901,,,,,,,,,,,,,0f06b602-886a-4032-ae96-acf0f5dd2ed6,63,,,"[74.1, 39.3]",3890520,1,,,,,2.8753407,,Right Foot,,,,"[55.4, 44.4]",,Ground Pass,,19.382982,,,,Alexander Milosevic,23341.0,,,,,,,1,From Throw In,Manuel Schmiedebach,8543.0,Left Defensive Midfield,4,Hannover 96,178,"['ad62cebf-db0d-4d5f-85df-d35ca941f85d', 'ef9e16e5-7db0-429a-abc9-65016d3a2900']",3,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:03.932,Pass,True
,,,,,,,,,,,,,,,0.73075,,,,,,,,,,,,,d0a97049-f11c-478c-a836-b109eabf0515,66,,,"[56.7, 47.4]",3890520,1,,,,,-0.289271,,Right Foot,,,,"[65.1, 44.9]",,Ground Pass,,8.764132,,,,Manuel Schmiedebach,8543.0,,,,,,,1,From Throw In,Alexander Milosevic,23341.0,Right Center Back,4,Hannover 96,178,['e257815d-c6bd-4d8f-8d3a-4681514dd0ac'],7,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:07.759,Pass,
,,,,,,,,,,,,,,,0.788662,,,,,,,,,,,,,fc93e3ad-f340-463b-a3aa-4c98acdaed5c,68,,,"[65.3, 45.1]",3890520,1,,,,,3.0899146,,Right Foot,,,,"[53.7, 45.7]",,Ground Pass,,11.615507,,,,Alexander Milosevic,23341.0,,,,,,,1,From Throw In,Manuel Schmiedebach,8543.0,Left Defensive Midfield,4,Hannover 96,178,['ca4f352e-16f9-4f44-b380-c47b19837343'],8,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:08.490,Pass,
,,,,,,,,,,,,,,,1.493333,,,,,,,,,,,,,367d9386-44b7-4e2a-89e6-aff58581267e,72,,,"[53.3, 45.1]",3890520,1,,,,,-2.158799,,Right Foot,,,,"[41.3, 27.1]",,Ground Pass,,21.633308,,,,Salif Sané,5664.0,,,,,,,1,From Throw In,Alexander Milosevic,23341.0,Right Center Back,4,Hannover 96,178,['ab93cabc-5713-4bd0-9ecc-030eb4e371e2'],10,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:10.136,Pass,
,,,,,,,,,,,,,,,1.832667,,,,,,,,,,,,,61a69069-e233-4c0f-ae18-cc00c0bc2926,75,,,"[38.3, 28.6]",3890520,1,,,,,-1.2757062,,Right Foot,,,,"[45.2, 5.9]",,Ground Pass,,23.725513,,,,Miiko Martín Albornoz Inola,13126.0,,,,,,,1,From Throw In,Salif Sané,5664.0,Left Center Back,4,Hannover 96,178,['654181ed-b5a6-4808-9c1d-b5cb8b919db7'],12,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:12.202,Pass,
,,,,,,,,,,,,,,,1.476294,,,,,,,,,,,,,9bbf6f71-0398-474a-aa1f-388f7ee320f4,78,,,"[45.8, 6.2]",3890520,1,,,,,0.019228399,,Left Foot,,,,"[66.6, 6.6]",,Low Pass,,20.803846,,Incomplete,,Kenan Karaman,8541.0,,,,,,,1,From Throw In,Miiko Martín Albornoz Inola,13126.0,Left Back,4,Hannover 96,178,"['652aad48-368a-4b84-99d4-54e0e9555b1e', 'abb41a52-f5bb-4a2a-a90d-58ed337b5317']",15,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:15.375,Pass,
,,,,,,,,,,,,,,,0.734494,,,,,,,,,,,,,abb41a52-f5bb-4a2a-a90d-58ed337b5317,80,,,"[53.5, 73.5]",3890520,1,,,,,0.11291966,,Right Foot,,,,"[63.2, 74.6]",,Ground Pass,,9.762172,,,,Thorgan Hazard,5632.0,,,,,,Interception,1,From Throw In,Nico Elvedi,8814.0,Right Back,4,Hannover 96,178,"['9521deeb-147c-4e7f-b9a2-3be2f69d05b0', '9bbf6f71-0398-474a-aa1f-388f7ee320f4']",16,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:16.851,Pass,
,,,,,,,,,,,,,,,2.088028,,,,,,,,,,,,,0a4f210a-7b57-4c1b-bc46-679420dca946,83,,,"[64.0, 74.6]",3890520,1,,,,,-1.1821069,,Left Foot,,,,"[68.3, 64.1]",,Low Pass,,11.346365,,Incomplete,,Mahmoud Dahoud,8238.0,,,,,,,1,From Throw In,Thorgan Hazard,5632.0,Right Wing,4,Hannover 96,178,"['2bfedc0e-0371-4e28-8d94-1e33ea4bd6c3', '701dc548-2b85-48db-8fc0-3f73121bd031']",17,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:17.629,Pass,
,,,,,,,,,,,,,,,2.164296,,,,,,,,,,,,,2bfedc0e-0371-4e28-8d94-1e33ea4bd6c3,86,,,"[51.8, 16.0]",3890520,1,,,,,1.7345527,,Right Foot,,,,"[44.1, 62.6]",,Low Pass,,47.231876,,,,Hiroki Sakai,3530.0,,,True,,,Recovery,1,From Throw In,Hiroshi Kiyotake,38524.0,Center Attacking Midfield,4,Hannover 96,178,"['0a4f210a-7b57-4c1b-bc46-679420dca946', '3dc68a21-b3e0-4107-a96a-9b509f92b5d4', 'ba857874-4afe-4ac5-8330-dfc50e0fc88c']",19,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:19.717,Pass,True
,,,,,,,,,,,,,,,1.355452,,,,,,,,,,,,,cb3ff42e-188b-4445-bbfb-a23addf01d38,89,,,"[67.2, 70.3]",3890520,1,,,,,0.08847807,,Right Foot,,,,"[92.0, 72.5]",,Ground Pass,,24.89739,,Incomplete,,Noah-Joel Sarenren-Bazee,21311.0,,,,,,,1,From Throw In,Hiroki Sakai,3530.0,Right Back,4,Hannover 96,178,"['71817cd1-2c1c-496d-8419-3faa68ead9fc', 'ada46b9e-e53c-4a9d-ad64-2afbf8fcde00']",25,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:25.983,Pass,
,,,,,,,,,,,,,,,0.944124,,,,,,,,,,,,,ae85f527-46fa-4201-82ea-fead6f6e346d,94,,,"[28.9, 2.3]",3890520,1,,,,,-0.039583273,,Left Foot,,,,"[39.0, 1.9]",,Ground Pass,,10.107918,,,,Fabian Johnson,11283.0,,,,,,,1,Regular Play,Oscar Wendt,8809.0,Left Back,5,Borussia Mönchengladbach,185,"['f320fbb1-4b66-40c1-a47f-52f41ef5491b', 'ffd9eed8-b15a-41c2-9b04-2fed889fa11d']",28,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:28.359,Pass,True
,,,,,,,,,,,,,,,0.724582,,,,,,,,,,,,,8ea38e24-d261-4561-aadb-ab0ffb1e48af,100,,,"[35.4, 6.8]",3890520,1,,True,,,2.3989036,,Left Foot,,,,"[11.0, 29.2]",,Ground Pass,,33.122803,,,,Yann Sommer,5550.0,,,,,,Free Kick,1,From Free Kick,Håvard Nordtveit,8395.0,Left Center Back,6,Borussia Mönchengladbach,185,['50b6c017-bf2f-4de2-9116-09a8f170b4d9'],45,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:45.223,Pass,
,,,,,,,,,,,,,,,1.469606,,,,,,,,,,,,,5c11e6d8-0ec7-40eb-8596-3b0c040a54b7,102,,,"[17.4, 30.3]",3890520,1,,True,,,-1.0982994,,Right Foot,,,,"[26.6, 12.3]",,Ground Pass,,20.214846,,,,Håvard Nordtveit,8395.0,,,,,,,1,From Free Kick,Yann Sommer,5550.0,Goalkeeper,6,Borussia Mönchengladbach,185,['da6783ef-6bd2-49f9-a405-579e27653bf4'],45,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:45.947,Pass,
,,,,,,,,,,,,,,,4.664718,,,,,,,,,,,,,bf16d353-00b5-44a8-8606-812eef147caa,105,,,"[33.9, 0.6]",3890520,1,,,,,0.30587888,,Left Foot,,,,"[104.2, 22.8]",,High Pass,,73.72198,,Incomplete,,Raffael Caetano de Araújo,8810.0,,,,,,,1,From Free Kick,Håvard Nordtveit,8395.0,Left Center Back,6,Borussia Mönchengladbach,185,"['058a559a-0c53-45d9-ba40-c3840f1892cf', '7a332992-3c00-4b53-ac72-7f3fddae2859', '98179580-bb99-4d14-b833-9c2d687882ef']",50,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:50.305,Pass,True
,,,,,,,,,,,,,,,1.806965,,,,,,,,,,,,,65784881-31a7-4bad-bd86-3469cfcdb488,109,,,"[16.1, 56.4]",3890520,1,,,,,-1.1551667,,Keeper Arm,,,,"[24.0, 38.5]",,Ground Pass,,19.565786,,,,Salif Sané,5664.0,,,,,,,1,From Keeper,Ron-Robert Zieler,8947.0,Goalkeeper,7,Hannover 96,178,['e3e383c4-b9b3-4e46-832c-8e501c419d42'],56,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:56.619,Pass,
,,,,,,,,,,,,,,,1.872642,,,,,,,,,,,,,5e7afa13-b1f0-4326-bde5-e60c11c6a23a,112,,,"[35.1, 33.8]",3890520,2,,,,,-1.3727115,,Right Foot,,,,"[40.7, 5.9]",,Ground Pass,,28.456457,,,,Miiko Martín Albornoz Inola,13126.0,,,,,,,1,From Keeper,Salif Sané,5664.0,Left Center Back,7,Hannover 96,178,['d4f780c8-12e6-4570-ba0a-7073f4d0f43a'],0,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:00.914,Pass,
,,,,,,,,,,,,,,,1.568859,,,,,,,,,,,,,85585c34-d395-4644-a8ec-91cc89d10306,115,,,"[46.2, 3.4]",3890520,2,,,,,0.8080358,,Left Foot,,,,"[72.1, 30.5]",,High Pass,,37.486263,,Incomplete,,Hiroshi Kiyotake,38524.0,,,,,,,1,From Keeper,Miiko Martín Albornoz Inola,13126.0,Left Back,7,Hannover 96,178,"['68806213-2edc-4146-9d8f-efe488cc3e37', 'b52110ed-c29a-4ff6-b766-deaecbaf0b7b']",3,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:03.908,Pass,
,,,,,,,,,,,,,,,0.76914,,,,,,,,,,,,,dcd8246b-8ec7-4866-9405-c921ccc245af,119,,,"[50.5, 50.6]",3890520,2,,,,,1.049362,,Right Foot,,,,"[55.9, 60.0]",,Ground Pass,,10.840664,,,,Mahmoud Dahoud,8238.0,,,,,,,1,Regular Play,Andreas Christensen,3959.0,Left Defensive Midfield,8,Borussia Mönchengladbach,185,['05189c8a-a8d0-4d02-83bf-17d3e912799f'],6,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:06.660,Pass,
